pathway,pval,padj,log2err,ES,NES,size,leadingEdge,collection,padj_percollection,padj_joint
REACTOME_CELL_CYCLE_MITOTIC,9.66245630955725e-52,1.32762149693317e-48,1.87625989921711,0.592342933497073,3.06059545483952,481,MCM6;MCM4;NCAPG2;RFC5;MCM2;NUP37;ENSA;RFC3;ZWILCH;SMC2;POLA2;RFC4;VRK1;MAD2L1;TMPO;NUP107;POLE2;GINS2;CEP152;MCM5;ZWINT;CCNE2;AURKB;E2F1;BORA;RPA3;MCM3;CSNK2B;PLK4;MCM7,Reactome,1.32762149693317e-48,6.26223793422405e-48
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,1.15139476640017e-44,5.61420088096722e-41,1.73878131184881,0.566850993584172,2.88780472302233,482,TSR1;NOP56;SNRPA1;PRPF4;NOL11;WDR43;EXOSC10;SHQ1;MRTO4;RPL7L1;SRSF1;SNRPD1;DHX37;NOB1;EXOSC8;MPHOSPH10;WDR18;FCF1;NOC2L;RIOK3;PA2G4;EFTUD2;SENP3;MTG1;ADAR;BRIX1;DKC1;TFB2M;DDX3X;NOP58,GO:BP,5.61420088096722e-41,3.73109474051974e-41
HALLMARK_E2F_TARGETS,4.62449785233593e-39,2.31224892616796e-37,1.62807167569582,0.703862448336739,3.26762897074073,197,MCM6;MCM4;MCM2;RFC3;POLA2;MAD2L1;CSE1L;TCF19;TMPO;RAD51AP1;RANBP1;ILF3;NUP107;PSMC3IP;NOP56;MCM5;CDKN3;AURKB;RPA3;HMGB2;MCM3;DCLRE1B;ASF1B;TIMELESS;PLK4;MCM7;SRSF1;BIRC5;EXOSC8;SSRP1,Hallmark,2.31224892616796e-37,9.99045686032972e-36
HALLMARK_INTERFERON_GAMMA_RESPONSE,1.38727224453118e-38,3.46818061132795e-37,1.61530228892975,0.701934625332929,3.25881848859285,195,IFIH1;PSMB8;NMI;IFI35;IFI44L;MX2;IFIT1;HLA-B;HERC6;XAF1;UBE2L6;PARP12;CASP8;IFI30;IFI44;HELZ2;CMPK2;RSAD2;SP110;STAT2;MX1;TRIM26;ISG15;STAT1;IFIT3;IRF9;TRIM21;PSMB9;EPSTI1;PNPT1,Hallmark,3.46818061132795e-37,2.24772785420164e-35
REACTOME_CELL_CYCLE_CHECKPOINTS,2.85580219331291e-38,1.96193610680597e-35,1.60887959037681,0.653110083656262,3.14181520380405,252,MCM6;MCM4;RFC5;MCM2;NUP37;RFC3;ZWILCH;RFC4;MAD2L1;NUP107;CSNK1A1;MCM5;ZWINT;CCNE2;AURKB;RPA3;MCM3;MCM7;SPDL1;PKMYT1;ORC1;BIRC5;CCNB1;CDK1;MAPK14;SGO2;CDC45;CCNA2;CENPP;INCENP,Reactome,1.96193610680597e-35,3.7016908029722e-35
HALLMARK_MYC_TARGETS_V1,6.20469981981885e-36,1.03411663663648e-34,1.55654423323138,0.688205150607734,3.19507770069268,195,MCM6;MCM4;MCM2;RFC4;MAD2L1;RANBP1;NOP56;SNRPA1;MCM5;MCM7;SRSF1;SNRPD1;CDC45;CCNA2;CBX3;HNRNPA2B1;PA2G4;CCT5;PCNA;RRM1;CCT2;PPM1G;NPM1;C1QBP;DDX18;HNRNPR;SNRPD3;SNRPG;RRP9;POLE3,Hallmark,1.03411663663648e-34,6.702109922041e-33
GOBP_RIBOSOME_BIOGENESIS,8.01239367384948e-36,1.9534215776845e-32,1.55654423323138,0.601318189814869,2.93891755188004,313,TSR1;NOP56;NOL11;WDR43;EXOSC10;MRTO4;RPL7L1;DHX37;NOB1;EXOSC8;MPHOSPH10;WDR18;FCF1;NOC2L;RIOK3;PA2G4;SENP3;MTG1;BRIX1;DKC1;TFB2M;DDX3X;NOP58;DDX49;DDX54;BMS1;ABCF1;NPM1;EIF5;MYBBP1A,GO:BP,1.9534215776845e-32,7.41833191431693e-33
HALLMARK_G2M_CHECKPOINT,1.79975506248513e-34,2.24969382810641e-33,1.52970525162309,0.681552200179394,3.16282159136451,193,MCM6;MCM2;SMC2;POLA2;MAD2L1;TMPO;PRC1;ILF3;GINS2;PBK;MCM5;CDKN3;AURKB;E2F1;MCM3;PLK4;SRSF1;SNRPD1;BIRC5;CDK1;MAPK14;CDC45;CCNA2;STMN1;INCENP;NUSAP1;KIF23;CHEK1;CCNB2;KIF2C,Hallmark,2.24969382810641e-33,1.45802656999577e-31
REACTOME_M_PHASE,1.03024588166054e-33,4.71852613800529e-31,1.50926283727233,0.577884549156188,2.85885452790409,335,NCAPG2;NUP37;ENSA;ZWILCH;SMC2;VRK1;MAD2L1;TMPO;NUP107;CEP152;ZWINT;AURKB;CSNK2B;PLK4;SPDL1;BIRC5;NDC1;CCNB1;CDK1;SGO2;CENPP;INCENP;CDC23;KIF23;CCNB2;KIF2C;CENPK;HAUS1;TUBGCP5;CENPL,Reactome,4.71852613800529e-31,7.4189150656022e-31
GOBP_HOMOPHILIC_CELL_CELL_ADHESION,5.78372676543198e-33,9.40048390274878e-30,1.49547932629977,-0.713017129614474,-3.2162140744486,163,PCDHB16;PCDHB9;PCDHB14;PCDHB4;PCDHB2;PCDHB12;PCDHAC1;PCDHGC5;CDH20;PCDHGA10;PCDHGC4;PCDHGA9;PCDHA7;PCDHGB6;PCDHB8;PCDHGA1;PCDHGB7;PCDHGA12;PCDHB3;PCDHA1;PCDHGA2;PCDHGA11;PCDHGA4;PCDHGA3;PCDHGA7;PCDHGA5;IGSF11;PCDHGB1;PCDHGC3;PCDHA3,GO:BP,9.40048390274878e-30,3.74843331667647e-30
HALLMARK_INTERFERON_ALPHA_RESPONSE,5.84385814361829e-32,5.84385814361829e-31,1.46752397671296,0.798970764909691,3.33931050257012,95,IFIH1;PSMB8;NMI;IFI35;IFI44L;HERC6;PARP9;UBE2L6;PARP12;CASP8;IFI30;IFI44;HELZ2;GBP2;CMPK2;RSAD2;SP110;STAT2;MX1;TRIM26;ISG15;IFIT3;IRF9;TRIM21;PSMB9;EPSTI1;PNPT1;DHX58;CD47;PSME1,Hallmark,5.84385814361829e-31,3.44309496625365e-29
GOBP_RRNA_METABOLIC_PROCESS,2.18511017876412e-31,2.66364930791346e-28,1.45334466856494,0.606292399035902,2.93284394571691,267,TSR1;IPPK;NOP56;DEDD2;NOL11;WDR43;EXOSC10;MRTO4;RPL7L1;DHX37;NOB1;EXOSC8;MPHOSPH10;WDR18;FCF1;RIOK3;PA2G4;SENP3;BRIX1;DKC1;TFB2M;NOP58;DDX49;DDX54;BMS1;SLFN5;NOC4L;DDX18;UTP15;RBFA,GO:BP,2.66364930791346e-28,1.18014158904752e-28
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,3.11754005508649e-31,1.07087500892221e-28,1.45334466856494,0.643317523674405,3.02068126754226,218,NUP37;ZWILCH;VRK1;MAD2L1;TMPO;NUP107;ZWINT;AURKB;SPDL1;BIRC5;NDC1;CCNB1;CDK1;SGO2;CENPP;INCENP;CDC23;CCNB2;KIF2C;CENPK;CENPL;RCC1;CENPU;CENPS;PSMD2;NDC80;PTTG1;TUBB2A;DYNLL1;CENPO,Reactome,1.07087500892221e-28,1.55421362284735e-28
GOBP_RRNA_PROCESSING,4.16081702953694e-30,4.05762876720443e-27,1.42456271623384,0.627052610957017,2.97313011190224,224,TSR1;NOP56;NOL11;WDR43;EXOSC10;MRTO4;RPL7L1;DHX37;NOB1;EXOSC8;MPHOSPH10;WDR18;FCF1;RIOK3;PA2G4;SENP3;BRIX1;DKC1;TFB2M;NOP58;DDX49;DDX54;BMS1;NOC4L;DDX18;UTP15;RBFA;RPUSD3;EBNA1BP2;GTPBP4,GO:BP,4.05762876720443e-27,1.92616108345921e-27
REACTOME_INTERFERON_SIGNALING,2.29679290024972e-29,6.31158688988623e-27,1.40995143033448,0.596070564675077,2.88261754051031,262,IFIH1;PSMB8;IFIT5;IFI35;IFI44L;MX2;NUP37;IFIT1;HLA-B;IFI6;XAF1;UBE2L6;IFI30;ILF3;IFI44;NUP107;GBP2;RSAD2;STAT2;MX1;FANCG;TRIM26;ISG15;STAT1;IFIT3;IRF9;TRIM21;HLA-A;NDC1;GBP3,Reactome,6.31158688988623e-27,9.92367652434563e-27
GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE,2.32336676375847e-27,1.88812272334771e-24,1.3575740855908,0.502708161809247,2.54890819865289,441,IFIH1;NMI;IFI35;LAG3;HLA-B;PARP9;FFAR2;CASP8;HAVCR2;GBP2;CTSS;RSAD2;STAT2;SYK;ISG15;CSNK1A1;N4BP1;AURKB;LGALS9;TRIM21;HMGB2;PYCARD;PARP1;CD300C;MAPK8;ARG1;ZNFX1;DHX58;HLA-A;LY96,GO:BP,1.88812272334771e-24,9.41108749744914e-25
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,6.87416969658709e-27,1.57418486051844e-24,1.34223377296446,0.57007760916921,2.77558098863535,286,NUP37;NUP107;SNRPA1;PRPF4;THOC6;WTAP;SRSF1;SNRPD1;HNRNPF;NDC1;CPSF3;HNRNPA2B1;EFTUD2;UPF3B;ALYREF;SNRNP40;LSM5;SNIP1;DDX46;RBBP6;PPIH;HNRNPL;CSTF1;HNRNPR;DHX9;NUP85;SNRPD3;PTBP1;DHX8;EIF4A3,Reactome,1.57418486051844e-24,2.62067610609299e-24
GOBP_RESPONSE_TO_VIRUS,4.31687942427065e-26,3.00701486753482e-23,1.32671609800481,0.523982160126941,2.59967851335988,367,IFIH1;NT5C3A;DDX60L;IFIT5;NMI;IFI44L;MX2;IFIT1;PRF1;IFI6;PARP9;ILF3;IFI44;GBP2;RSAD2;STAT2;MX1;TRIM26;ISG15;STAT1;IFIT3;IRF9;LGALS9;TRIM21;PYCARD;WDFY4;SMPD1;ZNFX1;DHX58;VAMP8,GO:BP,3.00701486753482e-23,1.55431641937212e-23
GOBP_CHROMOSOME_SEGREGATION,2.10285914314126e-25,1.2816926477446e-22,1.30309315086572,0.5017577578045,2.52777415765819,406,NCAPG2;NUP37;ZWILCH;SMC2;MAD2L1;PRC1;PSMC3IP;ZWINT;CCNE2;AURKB;MND1;RAD18;SPDL1;BIRC5;NDC1;CCNB1;CDK1;FANCD2;SGO2;CENPP;INCENP;NUSAP1;CDC23;KIF23;RIOK3;CEP55;BCCIP;CCNB2;KIF2C;CENPK,GO:BP,1.2816926477446e-22,7.17296321405186e-23
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS,5.53750683446483e-25,1.08693348436495e-22,1.29512308741004,0.640755260817676,2.8939519736426,173,NUP37;ZWILCH;MAD2L1;NUP107;ZWINT;AURKB;SPDL1;BIRC5;SGO2;CENPP;INCENP;CDC23;KIF2C;CENPK;CENPL;CENPU;CENPS;PSMD2;NDC80;PTTG1;TUBB2A;DYNLL1;CENPO;NUP85;NUF2;BUB1B;UBE2C;PPP2CA;ANAPC1;BUB1,Reactome,1.08693348436495e-22,1.79442908970833e-22
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE,2.57022242579559e-24,1.39248939424215e-21,1.27903397725049,0.468098181894254,2.38723189618966,485,IL17A;IFIH1;NMI;IFI35;LAG3;PARP9;FFAR2;PLA2G3;HAVCR2;GBP2;CTSS;LGALS2;RSAD2;SYK;CSNK1A1;AURKB;LGALS9;HMGB2;PYCARD;PARP1;MAPK8;ARG1;GZMK;ZNFX1;DHX58;VAMP8;CASP4;CD47;GBP3;LY96,GO:BP,1.39248939424215e-21,7.93219597218154e-22
REACTOME_TRANSLATION,5.5002689957931e-23,9.44671200027464e-21,1.23789667319529,0.511897572738261,2.54361228065202,346,MRPL52;MRPS5;MRPL17;PSMD2;EIF5;EIF2S3;MRPL44;MRPS27;MRPL1;ABCE1;EIF2B5;TRIP4;EEF1E1;PSMD11;RPL28;SPCS3;MRPL3;RPL22L1;RPS26;CUL2;EIF2S2;SRP72;ERAL1;EIF4EBP1;FARS2;MRPS11;MRPL58;SEC61A2;MRPL15;MRPL46,Reactome,9.44671200027464e-21,1.62032924371523e-20
GOBP_DEFENSE_RESPONSE_TO_VIRUS,1.33409894765853e-22,6.04406217827765e-20,1.22950405660873,0.544509513644998,2.6514693743037,277,IFIH1;NT5C3A;DDX60L;IFIT5;IFI44L;MX2;IFIT1;PRF1;IFI6;PARP9;ILF3;GBP2;RSAD2;STAT2;MX1;TRIM26;ISG15;STAT1;IFIT3;IRF9;TRIM21;PYCARD;ZNFX1;DHX58;VAMP8;POLR3K;GBP3;TRIM25;NLRC5;IFI16,GO:BP,6.04406217827765e-20,3.68204160472717e-20
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,1.36350869485345e-22,6.04406217827765e-20,1.22950405660873,0.492842881199858,2.46917772760618,385,IL17A;IFIH1;NMI;IFI35;LAG3;PARP9;FFAR2;HAVCR2;GBP2;CTSS;RSAD2;SYK;CSNK1A1;AURKB;LGALS9;HMGB2;PYCARD;PARP1;MAPK8;ARG1;ZNFX1;DHX58;LY96;TRIM25;PLCG2;HLA-F;NLRC5;IFI16;IRF7;MAP2K6,GO:BP,6.04406217827765e-20,3.68204160472717e-20
REACTOME_DNA_REPLICATION,1.57587183447665e-22,2.40583100063435e-20,1.22950405660873,0.684524816126275,2.96618299355768,124,MCM6;MCM4;RFC5;MCM2;RFC3;POLA2;RFC4;POLE2;GINS2;MCM5;CCNE2;RPA3;MCM3;MCM7;ORC1;POLD1;CDC45;CCNA2;CDC23;GINS3;PCNA;PSMD2;GINS4;RFC2;CDT1;CDC6;ORC6;PRIM2;UBE2C;PRIM1,Reactome,2.40583100063435e-20,4.08529014369727e-20
GOBP_DNA_REPLICATION,1.1094742969213e-21,4.50816389315688e-19,1.20397524075264,0.52288811907425,2.5494135751188,305,MCM6;MCM4;RFC5;MCM2;RFC3;POLA2;RFC4;RECQL4;POLE2;GINS2;MCM5;CHAF1B;CCNE2;RPA3;MCM3;PARP1;TIMELESS;TONSL;WDHD1;RAD18;MCM7;MCMBP;ORC1;SSRP1;POLD1;CDK1;MEAF6;RTEL1;LRR1;DNAJC2,GO:BP,4.50816389315688e-19,2.76557804551806e-19
REACTOME_DNA_REPAIR,1.35505973313011e-21,1.86185207332077e-19,1.20397524075264,0.538672647143643,2.61142417866827,281,RFC5;RFC3;RFC4;RAD51AP1;FANCI;UBE2L6;POLE2;MBD4;FIGNL1;FANCG;ISG15;XRCC2;TINF2;RPA3;PARP1;DCLRE1B;TIMELESS;MAPK8;RAD18;POLD1;RTEL1;TRIM25;FANCD2;CCNA2;RBBP8;CHEK1;PCNA;FAAP24;CENPS;EXO1,Reactome,1.86185207332077e-19,3.2526452334875e-19
GOBP_NUCLEAR_CHROMOSOME_SEGREGATION,1.63005639688288e-21,6.11396537784688e-19,1.20397524075264,0.521426346244928,2.54228649886889,305,NCAPG2;ZWILCH;SMC2;MAD2L1;PRC1;PSMC3IP;ZWINT;CCNE2;AURKB;MND1;SPDL1;BIRC5;NDC1;CCNB1;CDK1;FANCD2;SGO2;INCENP;NUSAP1;CDC23;KIF23;CEP55;BCCIP;CCNB2;KIF2C;CENPK;RCC1;UHRF1;KATNB1;NDC80,GO:BP,6.11396537784688e-19,3.77299839578499e-19
REACTOME_S_PHASE,2.77888129684992e-21,3.47107536533799e-19,1.19534448258848,0.633495301742363,2.8080525992018,150,MCM6;MCM4;RFC5;MCM2;RFC3;POLA2;RFC4;POLE2;GINS2;MCM5;CCNE2;E2F1;RPA3;MCM3;MCM7;ORC1;POLD1;CDC45;LIN54;CCNA2;CDC23;GINS3;PCNA;PSMD2;GINS4;RFC2;CDT1;CDC6;ORC6;PRIM2,Reactome,3.47107536533799e-19,6.21032058099459e-19
GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION,3.05739341895551e-21,1.06484645077336e-18,1.19534448258848,0.586593976083589,2.73327969018623,196,NCAPG2;ZWILCH;SMC2;MAD2L1;PRC1;ZWINT;AURKB;SPDL1;BIRC5;CCNB1;CDK1;INCENP;NUSAP1;CDC23;KIF23;CEP55;BCCIP;KIF2C;CENPK;RCC1;UHRF1;KATNB1;NDC80;MYBL2;KIF22;TTK;NCAPH;DYNLL1;TRIP13;CDT1,GO:BP,1.06484645077336e-18,6.60498891608356e-19
REACTOME_G2_M_CHECKPOINTS,4.10681321144337e-21,4.70230112710266e-19,1.18665095279281,0.674944029920451,2.90258237991849,120,MCM6;MCM4;RFC5;MCM2;RFC3;RFC4;MCM5;RPA3;MCM3;MCM7;PKMYT1;ORC1;CCNB1;CDK1;CDC45;CCNA2;RBBP8;CHEK1;CCNB2;PSMD2;EXO1;RFC2;CLSPN;CDC6;ORC6;BRCA1;DBF4;CDC25A;NSD2;MCM8,Reactome,4.70230112710266e-19,8.58588916882725e-19
REACTOME_SYNTHESIS_OF_DNA,4.97164517525459e-21,5.25464651599985e-19,1.18665095279281,0.699462688111909,2.95711601811997,108,MCM6;MCM4;RFC5;MCM2;RFC3;POLA2;RFC4;POLE2;GINS2;MCM5;CCNE2;RPA3;MCM3;MCM7;ORC1;POLD1;CDC45;CCNA2;CDC23;GINS3;PCNA;PSMD2;GINS4;RFC2;CDT1;CDC6;ORC6;PRIM2;UBE2C;PRIM1,Reactome,5.25464651599985e-19,1.00691351190078e-18
REACTOME_NEUTROPHIL_DEGRANULATION,1.28675322435461e-20,1.26285637875945e-18,1.1778932614942,0.457244684719817,2.33723744109685,439,HLA-B;DOK3;NAPRT;BIN2;CTSS;HK3;DBNL;FABP5;DOCK2;SLC2A5;NCKAP1L;PYCARD;GM2A;CLEC4C;ARG1;CSNK2B;VAMP8;CALML5;CD47;TOLLIP;MAPK14;SLPI;CMTM6;SIGLEC9;SERPINB3;APRT;PA2G4;PTAFR;OSTF1;ATG7,Reactome,1.26285637875945e-18,2.52710534758855e-18
REACTOME_ANTIMICROBIAL_MECHANISM_OF_IFN_STIMULATED_GENES,3.00255125187266e-20,2.75033694671535e-18,1.16017957183021,0.616382777021915,2.7593917077004,158,MX2;NUP37;IFIT1;UBE2L6;ILF3;NUP107;GBP2;MX1;FANCG;ISG15;STAT1;NDC1;GBP3;CDK1;TRIM25;PIM1;MAP2K6;USP18;OAS3;OASL;ADAR;OAS1;FAAP24;OAS2;CENPS;EIF2AK2;NPM1;TUBB2A;EIF2S3;DHX9,Reactome,2.75033694671535e-18,5.72339254805491e-18
REACTOME_RRNA_PROCESSING,4.02909631462027e-20,3.45998646018015e-18,1.16017957183021,0.576803911713335,2.67623969910357,206,TSR1;NOP56;NOL11;WDR43;EXOSC10;DHX37;NOB1;EXOSC8;MPHOSPH10;WDR18;FCF1;RIOK3;SENP3;DKC1;NOP58;DDX49;BMS1;NOC4L;UTP15;RPUSD3;RBM28;NCL;EBNA1BP2;NIP7;RRP9;NOL6;RIOK2;PES1;EXOSC9;NOP14,Reactome,3.45998646018015e-18,7.46073520430113e-18
GOBP_DNA_TEMPLATED_DNA_REPLICATION,5.58929594609267e-20,1.81689380220986e-17,1.15122052214226,0.602264356091909,2.7667861478424,168,MCM6;MCM4;RFC5;MCM2;RFC3;POLA2;RFC4;POLE2;MCM5;CCNE2;MCM3;PARP1;TIMELESS;TONSL;WDHD1;MCM7;MCMBP;ORC1;POLD1;RTEL1;LRR1;CDC45;WDR18;RBBP8;ATAD5;GINS3;PCNA;RRM1;CENPS;EXO1,GO:BP,1.81689380220986e-17,1.0062285285174e-17
GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING,7.03590066058027e-20,2.14419072631184e-17,1.15122052214226,0.581196588476158,2.69515969666214,192,RFC5;RFC3;ZWILCH;RFC4;MAD2L1;PARP9;ZWINT;AURKB;E2F1;TIMELESS;SPDL1;ORC1;BIRC5;CCNB1;CDK1;MAPK14;FANCD2;CDC45;INCENP;DTX3L;RBBP8;CHEK1;WDR76;FBXO6;NDC80;RAD51;RFC2;TTK;DYNLL1;TRIP13,GO:BP,2.14419072631184e-17,1.23242357246543e-17
GOBP_DNA_RECOMBINATION,1.01242235834602e-19,2.90386554076189e-17,1.15122052214226,0.50783897668179,2.46908272731719,303,MCM6;MCM4;MCM2;RAD51AP1;RECQL4;GINS2;PSMC3IP;FIGNL1;ZGRF1;MCM5;XRCC2;RPA3;HMGB2;MCM3;PARP1;MND1;TIMELESS;MRGBP;TONSL;MCM7;RNF138;MEAF6;RTEL1;PAGR1;FANCD2;CDC45;RBBP8;CHEK1;SENP3;ATAD5,GO:BP,2.90386554076189e-17,1.72671297485278e-17
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION,1.89149808395545e-19,1.5287755102087e-17,1.14219120216838,0.652841877298337,2.80526092787519,121,NUP37;ZWILCH;MAD2L1;NUP107;ZWINT;AURKB;SPDL1;BIRC5;CCNB1;CDK1;SGO2;CENPP;INCENP;CCNB2;KIF2C;CENPK;CENPL;CENPU;CENPS;NDC80;TUBB2A;DYNLL1;CENPO;NUP85;NUF2;BUB1B;PPP2CA;BUB1;SKA1;BUB3,Reactome,1.5287755102087e-17,3.143281815927e-17
GOBP_MRNA_PROCESSING,1.96046796349728e-19,5.31068988334041e-17,1.14219120216838,0.440601828910956,2.24169327061399,473,ILF3;SNRPA1;PRPF4;THOC6;PNPT1;EXOSC10;PUS7L;WTAP;SRSF1;SNRPD1;HNRNPF;CCNB1;CPSF3;HNRNPA2B1;DUS3L;EFTUD2;UPF3B;ADAR;ALYREF;SNRNP40;LSM5;SNIP1;DDX20;DDX46;PUS7;RBBP6;NPM1;C1QBP;CWF19L1;PPIH,GO:BP,5.31068988334041e-17,3.17644821785647e-17
GOBP_SISTER_CHROMATID_SEGREGATION,3.16778808307585e-19,8.12954457530413e-17,1.13308993200902,0.537896928729269,2.56825676724124,235,NCAPG2;ZWILCH;SMC2;MAD2L1;PRC1;ZWINT;AURKB;SPDL1;BIRC5;CCNB1;CDK1;INCENP;NUSAP1;CDC23;KIF23;CEP55;BCCIP;KIF2C;CENPK;RCC1;UHRF1;KATNB1;NDC80;MYBL2;KIF22;TTK;NCAPH;TACC3;DYNLL1;TRIP13,GO:BP,8.12954457530413e-17,5.00742306497917e-17
REACTOME_MITOTIC_PROMETAPHASE,1.26336570203048e-18,9.64369152549931e-17,1.11466447751729,0.567337507047941,2.61347695335702,196,NUP37;ZWILCH;SMC2;MAD2L1;NUP107;CEP152;ZWINT;AURKB;CSNK2B;PLK4;SPDL1;BIRC5;CCNB1;CDK1;SGO2;CENPP;INCENP;CCNB2;KIF2C;CENPK;HAUS1;TUBGCP5;CENPL;CENPU;CENPS;TUBGCP2;NDC80;NCAPH;TUBB2A;DYNLL1,Reactome,9.64369152549931e-17,1.94949359877608e-16
REACTOME_MRNA_3_END_PROCESSING,1.39926737645966e-18,1.01189125013451e-16,1.11466447751729,0.607600447536162,2.6866280282341,151,SNRPA1;THOC6;SRSF1;SNRPD1;HNRNPF;CPSF3;HNRNPA2B1;UPF3B;ALYREF;DDX46;RBBP6;HNRNPL;CSTF1;HNRNPR;DHX9;SNRPD3;PTBP1;EIF4A3;SNRPG;HNRNPM;PHF5A;SARNP;SRSF3;SRSF2;RBM8A;HNRNPH1;U2AF2;DDX39A;HNRNPA1;POLR2H,Reactome,1.01189125013451e-16,2.10898880624071e-16
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,1.60241309604732e-18,1.10085779698451e-16,1.11466447751729,0.626542475854783,2.7608925339043,138,MCM6;MCM4;MCM2;POLA2;POLE2;MCM5;CCNE2;E2F1;RPA3;MCM3;MCM7;ORC1;CCNB1;CDK1;CDC45;LIN54;CCNA2;PCNA;PPP2R3B;PSMD2;MYBL2;RBL1;TK1;CDT1;CDC6;ORC6;PRIM2;PRIM1;POLE3;DBF4,Reactome,1.10085779698451e-16,2.32801485916603e-16
GOBP_RESPONSE_TO_TYPE_I_INTERFERON,1.61642753683801e-18,3.94085033481107e-16,1.11466447751729,0.67237845169003,2.82241537461086,106,IFIH1;IFIT1;STAT2;MX1;ISG15;STAT1;SMPD1;PSME1;NLRC5;IRF7;USP18;OAS3;TBK1;OASL;ADAR;OAS1;SP100;OAS2;PSME2;PSMD2;IFI27;SHMT2;TYK2;PSMD11;TRIM41;CNOT7;SAMHD1;FADD;IKBKE;ZBP1,GO:BP,3.94085033481107e-16,2.32801485916603e-16
REACTOME_MRNA_SPLICING,1.76694593597341e-18,1.15608748382261e-16,1.10533657731401,0.556984397854158,2.59738136644335,208,SNRPA1;PRPF4;SRSF1;SNRPD1;HNRNPF;HNRNPA2B1;EFTUD2;UPF3B;ALYREF;SNRNP40;LSM5;SNIP1;DDX46;PPIH;HNRNPL;HNRNPR;DHX9;SNRPD3;PTBP1;DHX8;EIF4A3;SNRPG;HNRNPM;PHF5A;SRSF3;SRSF2;PPIL1;RBM8A;HNRNPH1;U2AF2,Reactome,1.15608748382261e-16,2.48947317631385e-16
REACTOME_HIV_INFECTION,3.50378702018317e-18,2.18827425715076e-16,1.0959292864312,0.545593362207212,2.56442455581878,217,NUP37;RANBP1;NUP107;DOCK2;HLA-A;SSRP1;NDC1;TAF11;NELFCD;RCC1;PSMD2;NPM1;NUP85;NUP93;GTF2H3;NUP205;RAE1;XRCC5;TAF5;ELL;PSMD11;B2M;NMT1;RAN;POLR2H;NUP54;NUP62;POLR2B;XRCC4;PSMC3,Reactome,2.18827425715076e-16,4.83149865485258e-16
GOBP_ORGANELLE_FISSION,5.99440124750209e-18,1.3918428801343e-15,1.0959292864312,0.436079427546806,2.22725664159138,459,NCAPG2;ZWILCH;SMC2;MAD2L1;RAD51AP1;PRC1;PSMC3IP;STAT2;FIGNL1;SMPD3;ZWINT;CCNE2;AURKB;BORA;MYO19;MND1;SPDL1;PKMYT1;BIRC5;NDC1;CCNB1;CDK1;FANCD2;SGO2;INCENP;NUSAP1;CDC23;KIF23;CHEK1;CEP55,GO:BP,1.3918428801343e-15,8.09369051772105e-16
HALLMARK_ALLOGRAFT_REJECTION,1.3562602923647e-17,1.13021691030392e-16,1.0864405425825,0.566991584545848,2.60783543729876,180,CD7;LTB;NOS2;PRF1;GBP2;CTSS;STAT1;C2;HLA-A;CD47;IRF7;IRF8;TAP1;CCR1;ITGB2;CXCR3;NPM1;THY1;PTPRC;IFNGR1;BRCA1;LCP2;LYN;LY86;ABCE1;CD86;NME1;HLA-G;B2M;CD3D,Hallmark,1.13021691030392e-16,1.79386182751339e-15
GOBP_ADAPTIVE_IMMUNE_RESPONSE,1.56849910544386e-17,3.47636438097467e-15,1.07686819261983,0.432595103984593,2.20587789848865,456,IL17A;PSMB8;CD7;MYO1G;LAG3;HLA-B;PRF1;FCRLB;HAVCR2;CTSS;RSAD2;SYK;C1QB;DBNL;LGALS9;NCKAP1L;PYCARD;CLEC4C;PSMB9;ARG1;C2;MCOLN2;HLA-A;HLA-F;IRF7;HLA-H;TNFRSF13C;TAP1;TNFSF13B;KLRK1,GO:BP,3.47636438097467e-15,2.03308854047633e-15
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION,2.78195443715373e-17,5.8977434067659e-15,1.06720998682811,0.433871143512898,2.21343757515842,460,IL17A;IFIH1;PSMB8;CD7;LTB;HMOX1;NOS2;FFAR2;PLA2G3;IL19;CASP8;HAVCR2;IL36G;RSAD2;SYK;ISG15;STAT1;IL36A;LGALS9;CLEC9A;HMGB2;PYCARD;PSMB9;MCOLN2;DHX58;HLA-A;LY96;MAPK14;PLCG2;HLA-F,GO:BP,5.8977434067659e-15,3.53526406023398e-15
