pathway,pval,padj,log2err,ES,NES,size,leadingEdge,collection,padj_percollection,padj_joint
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,6.28910359016542e-05,0.000396386620774646,0.538434096309916,0.364475186206865,1.67879462907267,194,M6PR;KIF9;NSF;RAB36;KIF23;KIF2C;KIF22;ARF5;TUBB2A;DYNLL1;NAA38;KIF11;KIF4A;KIF15;COG3;SNAP29;KIF20B;RACGAP1;NAPA;VPS52;KIF20A;CENPE;RAB39A;TMED7;CYTH1;RGP1;TUBA1C;RAB18;TUBB2B;BNIP1,Reactome,0.000396386620774646,0.000652154885885794
GOBP_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION,6.34128810119717e-05,0.0008279520442456,0.538434096309916,0.577024651890309,2.02406047784496,44,CARMIL3;HIP1R;ARPC4;JMY;ARPC5L;ARPC2;ARPC1B;ARF1;ARPC3;CYFIP1;BRK1;ARPC5;WASHC3;ARPC1A;GMFG;GMFB;AP1AR;WASHC5;ACTR2;TRIM27;CORO1B;ACTR3;WASHC2C;ARFIP2;WASHC4;CARMIL2,GO:BP,0.0008279520442456,0.000656428711906851
GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY,6.3505755649683e-05,0.0008279520442456,0.538434096309916,0.701012842328745,2.08482286213106,21,STAT2;ISG15;NLRC5;USP18;OAS3;ADAR;OAS1;CNOT7;SAMHD1;TTLL12;EIF4E2;MMP12;PTPN2,GO:BP,0.0008279520442456,0.000656428711906851
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,6.79187726378188e-05,0.000426120518741383,0.538434096309916,0.631556121336984,2.04860387523649,31,PLCG2;PLCG1;LCP2;CD3D;HLA-DQA2;HLA-DPB1;ENAH;HLA-DPA1;HLA-DRB5;EVL;CD101;LCK;HLA-DRA;HLA-DQA1;NCK1;CD247;LAT;CD3G;CD4;ZAP70;VASP;GRAP2;WAS;CD3E;ITK;HLA-DQB1,Reactome,0.000426120518741383,0.000700926059658763
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,7.02280883439782e-05,0.000913152423373967,0.538434096309916,0.510221751182753,1.94898259176963,66,CD7;HLA-B;RSAD2;HLA-A;HLA-F;HLA-H;PTPRC;HLA-G;B2M;FADD;HLA-C;SASH3;RAET1E;IL23A;TAP2;CD1B;IL12RB1;ULBP3;RAET1G;HLA-DRA;HLA-E;MALT1;TBX21;IL18R1;DENND1B;XCL1;SLAMF1;IL12B;RAET1L;TNFSF4,GO:BP,0.000913152423373967,0.000723606105814504
GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,7.08842396010218e-05,0.000919163065856356,0.538434096309916,-0.34933073401019,-1.67839431472358,247,TMPRSS6;WFIKKN2;CRIM1;FOLR1;WFIKKN1;FST;FSTL3;FGF9;LDLRAD4;GDF15;DKK3;PRDM16;FZD1;TGFB2;HES1;MAGI2;SPRY1;PEG10;PBLD;RASL11B;CDKN1C;TGFBR3;SNX25;ZNF423;PMEPA1;IL17RD;MIR27B;BMPR1A;GLG1;RGMA,GO:BP,0.000919163065856356,0.000729207550562257
GOBP_CELLULAR_RESPONSE_TO_DSRNA,7.10673658383606e-05,0.000919163065856356,0.538434096309916,0.745417642957288,2.11123713903322,17,IFIH1;IFIT1;RIOK3;OAS3;OAS1;NPM1;DHX9;NFKB1,GO:BP,0.000919163065856356,0.000729932801899232
GOBP_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,7.2807791124198e-05,0.000939181982861348,0.538434096309916,0.354564722421444,1.68439242974526,225,NMI;MAD2L1;FANCI;ISG15;N4BP1;TRIM21;DCUN1D3;CDK1;TOLLIP;DTX3L;DDX3X;CENPS;NOD2;NPM1;GTPBP4;UBE2C;HSP90AA1;DCUN1D5;ARRDC3;LAPTM5;U2AF2;PRMT3;PAXIP1;SAE1;CDC20;COPS3;UBA2;FBXO5;PARP10;PDCD6,GO:BP,0.000939181982861348,0.000746625465626467
GOBP_METANEPHROS_DEVELOPMENT,7.62630749944875e-05,0.000978575667560844,0.538434096309916,-0.493976669733583,-1.94690958323296,74,GDNF;HES1;SPRY1;WNT7B;LGR4;ACAT1;GDF11;OSR2;IRX2;FRAS1;BCL2;LIF;PTCH1;GPC3;NF1;POU3F3;SOX8;CTSH;ROBO2;GLI3;IRX3;PKD1;PDGFA;KIF26B;RET;PKD2;ITGA8;DLG5;IRX1;FOXD1,GO:BP,0.000978575667560844,0.00077959146536163
GOBP_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY,7.62630749944875e-05,0.000978575667560844,0.538434096309916,-0.541779099629525,-1.99331389124631,53,CAMK2B;BCL7A;SYNGR1;GRIN2A;NPTN;CAMK2D;FXR1;GRIN1;CNTN2;APOE;SHISA9;RAB3A;DLG4;ZDHHC2;CAMK2A;NETO1;RAB3GAP1;NF1;SYP;KMT2A;SHISA6;GRIK2;KIT;KCNJ10,GO:BP,0.000978575667560844,0.00077959146536163
GOBP_TRANSMISSION_OF_NERVE_IMPULSE,7.73603666304497e-05,0.00099005025640439,0.538434096309916,-0.541227961586671,-1.99128614392721,53,ATP1A2;NTRK3;CACNG4;MYH14;KCNQ3;NTRK2;NALCN;SCN1B;UNC80;SCN11A;KCNJ8;FGF12;GRIA1;GPER1;SPTBN4;GRIK2;KCNMB4;KCNA1;KCNA2;KCND2;BBS10;DRD1;GHRL;PLEC;SOD1,GO:BP,0.00099005025640439,0.000789563049026684
GOBP_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,7.78707765637508e-05,0.000993973577290181,0.538434096309916,0.701248978403388,2.1384066778336,23,ZWILCH;AURKB;BIRC5;CCNB1;CDK1;INCENP;NEK2;RACGAP1;ECT2;SPAG5;KNTC1;CDC42;CDCA8;HNRNPU;BECN1;ZW10,GO:BP,0.000993973577290181,0.00079352280331709
GOBP_HINDBRAIN_DEVELOPMENT,7.82082356960283e-05,0.000995674562020455,0.538434096309916,-0.413676166114346,-1.81023919759949,137,CBS;CAPS2;NRXN1;SEZ6L;LMX1A;TTBK2;KCNE1;PIANP;HES1;ALDH1A2;WLS;GLI2;FZD4;EGF;NCOA1;ABAT;ATRN;FOXC1;MECP2;GPR37L1;NEUROD2;WHRN;ATP1B2;BCL2;GNPAT;NFIB;DLC1;OPHN1;GATA2;ATF2,GO:BP,0.000995674562020455,0.000795710479663987
HALLMARK_PI3K_AKT_MTOR_SIGNALING,7.90243967536563e-05,0.000263414655845521,0.538434096309916,0.439831657572657,1.84729854554414,100,STAT2;E2F1;MAPK8;GRK2;CSNK2B;CDK1;TNFRSF1A;MAP2K6;TBK1;CAB39;PLCG1;IRAK4;MYD88;YWHAB;UBE2D3;RAC1;ARF1;HSP90B1;ARPC3;LCK;PPP1CA;SLA;GRB2;AKT1S1;MAP2K3;EIF4E;CALR;TIAM1;MAPKAP1;CLTC,Hallmark,0.000263414655845521,0.000802754099311044
REACTOME_MRNA_SPLICING_MINOR_PATHWAY,8.05050969812809e-05,0.00050193679946264,0.538434096309916,0.550728716624542,1.96933833515482,50,SRSF1;SNRPD1;EFTUD2;SNRNP40;SNRPD3;SNRPG;SRSF2;POLR2H;POLR2B;SRSF6;SNRPF;TXNL4A;SNRPB;YBX1;SF3B5;DDX23;GTF2F1;SNRNP25;POLR2G;POLR2F;POLR2J;POLR2E;SF3B6;NCBP2;SNRPD2;POLR2I;SRSF7;SF3B1;POLR2C;POLR2L,Reactome,0.00050193679946264,0.000813968071038505
GOBP_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,8.05050969812809e-05,0.00102224701271022,0.538434096309916,0.488164629039851,1.93862251928227,77,CTSS;LY96;PLCG2;IRF7;IRAK2;TLR8;MAPKAPK3;MFHAS1;AP3B1;S100A8;IRAK4;NFKBIZ;S100A9;TIFAB;MYD88;TLR7;TRAF3;TNIP3;ARRB2;HSP90B1;TLR2;GPS2;IKBKB;TLR1;TLR3;TNIP1;YWHAE;CD300A;CD274;IRAK3,GO:BP,0.00102224701271022,0.000813968071038505
KEGG_LEISHMANIA_INFECTION,8.04887593944958e-05,0.000662202975018352,0.538434096309916,0.497690833446786,1.9421299909908,67,NOS2;STAT1;ITGA4;MAPK14;ITGB2;IFNGR1;NCF2;NFKB1;IRAK4;HLA-DQA2;MYD88;MAPK3;FCGR3A;NFKBIA;HLA-DPB1;NCF1;HLA-DOB;CYBA;HLA-DPA1;HLA-DRB5;TLR2;HLA-DMB;FCGR2A;HLA-DRA;TNF;HLA-DQA1;FCGR1A;IRAK1;NFKBIB;MAPK13,KEGG,0.000662202975018352,0.000813968071038505
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,8.11649748253898e-05,0.00050193679946264,0.538434096309916,0.532698726852232,1.91267887189681,51,EXOSC8;CNOT10;LSM5;CNOT9;EIF4A3;LSM1;EXOSC9;EXOSC1;CNOT7;LSM4;EXOSC5;EXOSC2;HBS1L;EIF4A1;LSM7;DCPS;EIF4E;DIS3;LSM2;LSM6;CNOT11;EXOSC4;EIF4G1,Reactome,0.00050193679946264,0.000818087405666176
REACTOME_INTERLEUKIN_10_SIGNALING,8.11397106480692e-05,0.00050193679946264,0.538434096309916,0.576989251844377,1.97532110411645,40,TNFRSF1A;PTAFR;IL10RA;CCR1;TYK2;CD86;STAT3;IL1RN;CCL5;CD80;IL10RB;TNF;CCL20;CCL22;CCR2;CCL4;CXCL10;CCR5;FPR1;CXCL8;IL12B;CCL3,Reactome,0.00050193679946264,0.000818087405666176
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES,8.14642694906615e-05,0.00050193679946264,0.538434096309916,0.549094587238352,1.95766906763708,48,CCNE2;E2F1;CCNB1;CDK1;CCNA2;CNOT10;PCNA;CNOT9;NPM1;RBL1;PLK2;TFDP1;CNOT7;AURKA;PLK3;CDC25C;BAX;E2F4;CCNE1;CNOT11;GADD45A;PRMT1;E2F7,Reactome,0.00050193679946264,0.000819829084734436
REACTOME_DISEASES_OF_IMMUNE_SYSTEM,8.25557441175296e-05,0.000506391037578061,0.538434096309916,0.645382637000042,2.03730837928796,29,LY96;NFKB1;S100A8;IRAK4;S100A9;MYD88;TLR7;TRAF3;NFKBIA;CHUK;TLR2;IKBKB;TLR1;TLR3;CD36;HMGB1;IKBKG,Reactome,0.000506391037578061,0.000829525236629007
GOBP_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY,8.26899952292072e-05,0.0010472634200977,0.538434096309916,0.521258253299149,1.93229970026095,57,GBP2;CSNK1A1;PYCARD;MAPK8;PLCG2;IFI16;DDX3X;IRAK2;ZDHHC12;KCNK6;EIF2AK2;KCNK13;PPP2CA;LAMP2;PYDC1;IRAK4;MYD88;BRCC3;ELP6;TRIM65;GBP5,GO:BP,0.0010472634200977,0.000829588017152464
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE,8.35622525628486e-05,0.00105556876553484,0.538434096309916,0.570703422180476,2.00188715962512,44,TINF2;EXOSC10;CCT6A;CCT5;DKC1;CCT2;HSP90AA1;CCT7;CCT8;CCT3;WRAP53;PML;HNRNPA1;PTGES3;HNRNPC;PIF1;FBXO4;TNKS2;TEN1,GO:BP,0.00105556876553484,0.000837043213075459
GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION,8.41573031928321e-05,0.00105906360837307,0.538434096309916,0.537678728473606,1.93711389206953,48,EIF5;EIF2S3;EIF2B5;EIF2S2;SLBP;EIF3B;MTIF2;EIF2B1;EIF4A1;EIF2B4;DHX29;DENR;NCK1;EIF3I;EIF2B2;EIF3A;EIF3J;EIF3K;EIF4G1;YTHDF2;SYNCRIP;RBM4;NCBP2;MCTS1;GAPDH;EIF3D;EIF3M;EIF3CL;EIF3C;AKT2,GO:BP,0.00105906360837307,0.000841564482808772
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,8.42733142019585e-05,0.00105906360837307,0.538434096309916,-0.693990112543145,-2.09958899174655,22,NLGN3;CACNG4;GRIN2A;NRXN1;TSHZ3;GRIN1;IQSEC2;NLGN1,GO:BP,0.00105906360837307,0.000841564482808772
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,8.47282636995699e-05,0.000517407263658707,0.538434096309916,0.535895630066262,1.96057670349162,56,HMOX1;CASP8;PYCARD;CASP4;MAPK14;MAP2K6;AIM2;IRAK2;PSTPIP1;NOD2;CASP1;NFKB1;CARD9;CYLD;CHUK;IKBKB;MEFV;IRAK1;UBE2N;HSP90AB1;MAPK13;IKBKG;BCL2L1;UBA52;BIRC3;TXN;AAMP;UBB;NLRP3,Reactome,0.000517407263658707,0.000844805964672173
GOBP_REGULATION_OF_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY,8.53180753047582e-05,0.00106943685137789,0.538434096309916,0.536050684148375,1.93124848004502,48,GBP2;CSNK1A1;MAPK8;PLCG2;IFI16;DDX3X;ZDHHC12;KCNK6;EIF2AK2;KCNK13;PPP2CA;LAMP2;PYDC1;MYD88;BRCC3;TRIM65;GBP5;MEFV,GO:BP,0.00106943685137789,0.000849380101459505
REACTOME_HIV_TRANSCRIPTION_ELONGATION,8.70659512299706e-05,0.000529330163672477,0.538434096309916,0.584641730793055,2.03574684027077,42,SSRP1;NELFCD;GTF2H3;ELL;POLR2H;POLR2B;CDK7;GTF2H1;NELFE;SUPT4H1;GTF2F1;POLR2G;ELOB;ELOC;POLR2F;POLR2J;POLR2E;ELOA;NCBP2;SUPT16H;CTDP1;GTF2H2;POLR2I;POLR2C;POLR2L;NELFA;ERCC3;SUPT5H;POLR2K,Reactome,0.000529330163672477,0.00086488004649456
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,8.71419025398777e-05,0.00108949722252422,0.538434096309916,-0.359525672375499,-1.71233746116359,238,NLGN3;LINGO4;CAMK2B;NTRK3;NRXN1;PLAG1;MAPRE3;NTRK2;IL34;NPTN;PAX6;SLITRK6;FLRT1;SYNDIG1;GDI1;AMIGO1;HES1;FXR1;IQSEC2;SLITRK5;FZD4;SLITRK2;ELL3;LRRN1;SRPX2;CUX2;NEFL;NUMBL;MAP6;L1CAM,GO:BP,0.00108949722252422,0.00086488004649456
GOBP_CARDIAC_MUSCLE_CELL_CONTRACTION,8.83332957386651e-05,0.00109686158526319,0.538434096309916,-0.49190365857827,-1.93873922715803,74,ATP1A2;CASQ2;SCN3B;DSG2;CAMK2D;SCN7A;KCNE1;SCN1B;ADRB2;MYH7B;SCN11A;GPD1L;TNNC1;KCNJ8;NEDD4L;PKP2;NOS1;FGF12;SGCD;SCN3A;CACNA1G;SCN8A;FGF13;CACNA1C;KCNA5;CTNNA3;NOS1AP;CACNA2D1;SCN2B;GSN,GO:BP,0.00109686158526319,0.000872082018877185
GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY,8.84057840460284e-05,0.00109686158526319,0.538434096309916,-0.333740369067228,-1.63480934796065,295,NLGN3;LINGO4;CAMK2B;NTRK3;ETV5;NRXN1;IGSF11;ASIC1;FZD1;MAPRE3;NTRK2;RAC3;MEF2C;SLITRK6;LRRK2;FLRT1;SYNDIG1;LSAMP;OPCML;AMIGO1;GPC4;IQSEC2;SLITRK5;RTN4;RHOB;SLITRK2;APOE;EPHA7;LRRN1;SRPX2,GO:BP,0.00109686158526319,0.000872082018877185
GOBP_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS,8.82862410640479e-05,0.00109686158526319,0.538434096309916,-0.405598474915731,-1.8173761804456,155,TSPEAR;POMGNT1;MYH14;KCNQ3;ATP2B2;ASIC3;MYO15A;GRXCR2;HPN;TBX1;MYO3A;SLITRK6;KCNE1;EML2;SLC26A5;PTPRQ;FZD4;ROR1;DRGX;MYO3B;ATP6V0A4;ESPN;ADGRV1;PDZD7;STRC;RAB3A;TPRN;MECP2;SOBP;ASIC2,GO:BP,0.00109686158526319,0.000872082018877185
KEGG_AUTOIMMUNE_THYROID_DISEASE,8.80777477415905e-05,0.000693133580053386,0.538434096309916,0.622644049296142,2.09926730955085,32,HLA-B;PRF1;HLA-A;HLA-F;CD86;HLA-G;HLA-C;HLA-DQA2;GZMB;HLA-DPB1;HLA-DOB;HLA-DPA1;HLA-DRB5;CD80;HLA-DMB;HLA-DRA;FASLG;HLA-E;HLA-DQA1;CD28,KEGG,0.000693133580053386,0.000872082018877185
REACTOME_GLYCOSPHINGOLIPID_CATABOLISM,8.86797008199932e-05,0.000536766118619695,0.538434096309916,0.62010319490066,2.02955330045181,33,M6PR;SMPD3;NEU2;GM2A;SMPD1;ARSF;CTSA;GBA2;GLB1L3;ARSB;STS;ARSG;SMPD2;SMPD4,Reactome,0.000536766118619695,0.000873454621602395
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,8.92562611016916e-05,0.00053788641558651,0.538434096309916,-0.389316039502102,-1.73991250514368,162,CAMK2B;CACNG4;PRKAG2;PLCB1;GRIN2A;GNB1;GABRA2;PRKAA2;AP2B1;GNAL;NPTN;GNG7;CAMK2D;GRIK5;GRIK3;GRIA2;GRIN1;GRIK4;GRIA4;ADCY2;ARHGEF9;NCALD;NEFL;DLG4;ADCY6;TUBAL3;CAMK2A;RPS6KA6;AP2A2;NBEA,Reactome,0.00053788641558651,0.000877799435811932
REACTOME_CELLULAR_SENESCENCE,9.09340590452211e-05,0.000545604354271327,0.538434096309916,0.406746012934426,1.76749618197996,128,CCNE2;E2F1;TINF2;MAPK8;MAPK14;CCNA2;CDC23;MAP2K6;CBX2;UBE2C;ANAPC1;TFDP1;NFKB1;MAPKAPK3;STAT3;LMNB1;CDC27;ANAPC10;E2F2;MINK1;EZH2;MAPK3;MAP3K5;HIRA;ANAPC5;MAP4K4;MAP2K3;CDK4;CCNE1;MAPK7,Reactome,0.000545604354271327,0.000892944904048603
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION,9.16404909232385e-05,0.0011341092226947,0.538434096309916,0.349598911315894,1.64401396532242,213,PSMB8;PLA2G2F;LAG3;HAVCR2;LGALS9;PSMB9;ARG1;TMX1;HMGB3;BANK1;RABGEF1;TYROBP;PTPRC;CBFB;LYN;LAPTM5;MNDA;LILRB1;CD86;CASP3;HLA-G;IL4I1;LOXL3;CLEC4G;SFTPD;PSMB10;CRTAM;PGLYRP3;LILRB2;LGALS9B,GO:BP,0.0011341092226947,0.000898520456389574
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1,9.17827258586637e-05,0.00054830202317306,0.538434096309916,0.720258827690392,2.01362735347592,17,NKIRAS2;DHX9;NFKB1;ZBP1;MYD88;NFKBIA;CHUK;IKBKB;TLR3;RIPK3;NFKBIB;IKBKG,Reactome,0.00054830202317306,0.000898555659048337
GOBP_RENAL_SYSTEM_DEVELOPMENT,9.34646989628306e-05,0.00115375663833611,0.538434096309916,-0.334459601046789,-1.64118820219607,296,HMGCS2;AP2B1;MEF2C;AGT;GDNF;SDC4;KLF15;TGFB2;LRRK2;PKHD1;HES1;EFNB2;MAGI2;ALDH1A2;SPRY1;CAT;GATA3;WNT7B;LGR4;GLI2;CDKN1C;TNS2;SULF2;MPST;EPCAM;EPHA7;GFRA1;FOXC1;FREM2;ACAT1,GO:BP,0.00115375663833611,0.000913642102531079
GOBP_REGULATION_OF_AXONOGENESIS,9.57529119317888e-05,0.0011779394235327,0.538434096309916,-0.422336578714536,-1.82847226344359,129,DCC;NTRK3;LRRC4C;NTRK2;GDI1;AMIGO1;MCF2;SEMA3G;ULK2;RTN4;CNTN2;RYK;EPHA7;ARHGAP35;PLXNA3;NEFL;SEMA6C;MAP6;L1CAM;EFNB3;CDH4;PLXNB3;MEGF8;TIAM2;EFNA1;EFNA5;UST;DSCAM;CDKL3;RND2,GO:BP,0.0011779394235327,0.000934600334683619
GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,9.59068808741763e-05,0.0011779394235327,0.538434096309916,0.532474261928422,1.97155424153408,54,PLA2G3;SYK;LGALS9;ARG1;VAMP8;ADGRE2;ITGB2;RABGEF1;TYROBP;LYN;DNASE1L3;VAMP7;STX4;UNC13D;CD177;DDX21;RAC2;FCER1G;HLA-E;CD300A;FCGR1A;DNASE1;CCR2,GO:BP,0.0011779394235327,0.000934695481121108
GOBP_MDA_5_SIGNALING_PATHWAY,0.000101173000062263,0.00123949635252159,0.538434096309916,0.8428742791366,2.05734481429681,10,IFIH1;DHX58;IRF7;RIOK3;OAS3;C1QBP;DDX60,GO:BP,0.00123949635252159,0.000984537857963252
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6,0.000101594093880987,0.000604286948019379,0.538434096309916,0.609486913229406,2.00666792398955,34,E2F1;CBX3;RBBP8;CHEK1;RAD51;PCGF6;BRCA1;L3MBTL2;RRM2;TFDP1;EZH2;E2F6;CDC7,Reactome,0.000604286948019379,0.000987153406960537
GOBP_SKIN_DEVELOPMENT,0.000101868739689286,0.00124489216723047,0.538434096309916,0.319457243915024,1.55586596121653,306,IL17A;PRKCH;LTB;CNFN;AQP3;SPRR2G;CYSRT1;KRT80;TMEM79;SLC39A2;TGM3;SPRR2E;LCE3D;TGM1;COMP;CSTA;LCE3E;IVL;TNFSF13B;ALOX12B;MSX2;DKK4;LCE3A;SPRR2F;SPRR2D;PKP3;SPRR2B;HPSE;NSUN2;ARRDC3,GO:BP,0.00124489216723047,0.000988340272344705
GOBP_SENSORY_ORGAN_MORPHOGENESIS,0.000102588667624744,0.00125055585834563,0.538434096309916,-0.35178267070686,-1.68215217057322,245,FGF9;IRX5;NTRK2;MYO15A;GRXCR2;HPN;PAX6;TBX1;MYO3A;SLITRK6;WNT9A;TULP1;DVL2;GATA3;RAB37;ATP8A2;DIO3;MYO3B;LRP5;FOXL2;PDZD7;STRC;TPRN;BCAR3;FOXI1;SOBP;WDR19;BLOC1S5;GDF11;OSR2,GO:BP,0.00125055585834563,0.000993837301757794
GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS,0.00010380201647477,0.00126219110306977,0.538434096309916,0.517697166280141,1.91909878241287,57,PARP9;STAT1;PYCARD;DTX3L;AIM2;C1QBP;DHX9;HERC5;HSP90AA1;TARBP2;LILRB1;TRIM22;PML;TRAF3;APOBEC3G;IL23A;IL12RB1;NT5C2;MMP12;TRAF3IP2;ZC3H12A;ZMPSTE24;TRIM38;RNF26;ATG5;MICB;IL12B,GO:BP,0.00126219110306977,0.0010040908489149
GOBP_LEARNING_OR_MEMORY,0.000104537222002674,0.00126796889175383,0.538434096309916,-0.350548957057661,-1.67412078212082,241,ATP1A2;NLGN3;PLCB1;GRIN2A;NRXN1;PAK5;SLC8A3;ASIC1;NTRK2;SORCS3;FOXO6;ITGA5;PDE8B;LMX1A;KCTD16;GATM;MEF2C;PIANP;JPH4;GRIN1;NRXN3;CNTN2;RCAN2;APOE;ELAVL4;CUX2;TAC1;ATP8A1;DLG4;MECP2,GO:BP,0.00126796889175383,0.00100969558241331
GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,0.000104881486654084,0.00126898791296604,0.538434096309916,0.434935036760859,1.82428281877773,107,PLA2G3;SYK;LGALS9;ARG1;VAMP8;ADGRE2;ITGB2;RABGEF1;TYROBP;RASGRP1;PIK3CG;LYN;IRAK4;CARD9;DNASE1L3;VAMP7;MYD88;FCGR3A;NCF1;ADAM17;STX4;TRAF3IP2;UNC13D;SNAP23;CD177;FCGR2A;DDX21;RAC2;FCER1G;HLA-E,GO:BP,0.00126898791296604,0.00101151326637667
GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION,0.000107164573437285,0.00129340212891139,0.538434096309916,0.296704455674847,1.51644277990455,463,NCAPG2;SMC2;RAD51AP1;FCHSD1;SMPD3;AURKB;TINF2;NCKAP1L;PYCARD;GZMK;HIP1R;PLK4;CD47;CDK1;ATG2A;RTEL1;TNFSF10;HNRNPA2B1;NUSAP1;CDC23;CCT6A;CCT5;DKC1;FAM162A;CCT2;KATNB1;MSX2;NCAPH;BIK;PLEK,GO:BP,0.00129340212891139,0.00103199643454241
REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,0.000107950735107813,0.000639328922578168,0.538434096309916,0.360761372465819,1.65228005399591,188,HMOX1;HELZ2;TRIM21;CSNK2B;CYBB;TXNRD1;PSMD2;PRDX6;TGS1;BRCA1;NCF2;NFKB1;P4HB;PSMD11;STAT3;CUL1;SOD2;PTK6;ABCF2;PSMC3;ATOX1;NCF1;COX7B;CYBA;KEAP1;PSMA6;PSMC6;PSMC1;PSMC2;CUL3,Reactome,0.000639328922578168,0.00103785115353807
GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,0.000108092814170375,0.00130138410344382,0.538434096309916,-0.413501245009334,-1.80615528014766,134,CAMK2B;NTRK3;COBL;TNN;FZD1;MAPRE3;NTRK2;NPTN;SCARB2;FUT9;AMIGO1;MAGI2;DDR1;SCN1B;ATP8A2;NDNF;RYK;APOE;CUX2;ARHGAP35;ZDHHC15;BMPR1A;RAPGEF2;PLXNB3;EPHA3;DPYSL3;ALKAL2;ATP1B2;DMD;PTN,GO:BP,0.00130138410344382,0.00103785115353807
REACTOME_ION_HOMEOSTASIS,0.000108508470562342,0.000639873985204539,0.538434096309916,-0.540265804692558,-2.00058191553574,50,ATP1A2;CAMK2B;CASQ2;SLC8A3;ATP2B2;ASPH;CAMK2D;FXYD6;TRDN;TRPC1;KCNJ11;FXYD1;CAMK2A;ATP2B4;ATP2A3;FXYD2;ATP1B2;NOS1,Reactome,0.000639873985204539,0.0010403008841931
REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,0.000109582811855038,0.000643447792687276,0.538434096309916,0.633399224246649,1.96940691626209,27,NOS2;RAB5A;B2M;VPS33B;SFPQ;MAPK3;TLR2;KPNB1;RAB7A;ENO1;PGK1;TRIM27;HGS;CORO1A;UBA52;UBB;LTF,Reactome,0.000643447792687276,0.00104904904524742
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,0.000112246596585232,0.00134806503682166,0.538434096309916,0.444731083636331,1.83976992048286,97,CCNB1;CDK1;DNAJC15;COX7B;NDUFV3;NDUFA6;NDUFB1;UQCRHL;NDUFA11;NDUFB9;NDUFAF1;COX6B1;NDUFC1;GHITM;NDUFB4;NDUFA9;CHCHD2;NDUFB6;COX5B;NDUFAB1;NDUFA4;UQCRH;NDUFA7;CYCS;NDUFV2;UQCRQ;NDUFS5;PARK7;SDHB;NDUFS6,GO:BP,0.00134806503682166,0.00107296488564733
GOBP_INTERLEUKIN_10_PRODUCTION,0.00011318515390923,0.00135599707730075,0.538434096309916,0.515951370599104,1.91262713337934,57,SYK;ISG15;LGALS9;PYCARD;CD47;PLCG2;NOD2;TYROBP;CLEC7A;LILRB1;STAT3;TRIB2;SASH3;IL23A;LILRB4;CD83;FCER1G;CD28;CD274;IDO1;JAK3;TIGIT;HMGB1;XCL1;TNFRSF21;IL12B;TNFSF4,GO:BP,0.00135599707730075,0.00108034312589944
