pathway,pval,padj,log2err,ES,NES,size,leadingEdge,collection
GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,0.00180918636382506,0.0120774999428202,0.45505986738723,0.421769755270125,1.65848288295555,70,CCR7;SYK;CD28;TNF;HMGB2;FUT7;IL2RA;CD6;MAPK14;RASGRP1;FCGR3A;LYN;PLK2;FCGR1A;FURIN;FCGR2A;ABCC1;CD68,GO:BP
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,0.0030711010900986,0.0120841151588662,0.431707695803346,0.621834273923665,1.80678395413287,19,UGDH;UGT1A7;UGT1A9;UGT1A10;UGT1A8;UGT1A1;UGT1A3;UGT1A4;UGT1A5;UGT1A6,KEGG
KEGG_LEISHMANIA_INFECTION,0.00304150602398789,0.0120841151588662,0.431707695803346,0.44406682430544,1.74581765270893,66,STAT1;NOS2;TNF;NFKB1;MAPK14;MYD88;FCGR3A;IFNGR1;HLA-DRB5;FCGR1A;IRAK4;MAPK3;HLA-DQA2;TLR2;FCGR2A;HLA-DOB;NCF2;HLA-DPB1;HLA-DPA1;HLA-DRA;HLA-DQA1;ITGB2;HLA-DMB;ITGA4;IRAK1;NFKBIB;IL1B;MAPK13;HLA-DOA;MARCKSL1,KEGG
REACTOME_DAP12_SIGNALING,0.00270854974265981,0.0120958361471876,0.431707695803346,0.557405667318837,1.76253189277639,28,SYK;KLRK1;GRAP2;LCP2;LAT;TYROBP;LCK;B2M;PLCG2;RAC1;KLRD1;PIK3R2;TREM2;SHC1;GRB2,Reactome
GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY,0.00181738572561241,0.0120979317795228,0.45505986738723,-0.493739115102826,-1.74765516995494,47,FOXC1;CADM4;ITGB1;DCN;ANGPT1;FBXW7-AS1;PDGFRA;ADGRA2;NR2F2;PDGFRB;ITGA5;SPRY2;VEGFB;VTN;TNXB;ITGB3;SMOC2;VEGFC;CCBE1;FLT4;DAB2IP;EMILIN1;SEMA6A;TSPAN32;VEGFD;PIK3CA;DLL1;CD63;PIK3CB,GO:BP
GOBP_CELLULAR_SENESCENCE,0.00181779817694371,0.0120979317795228,0.45505986738723,0.40748209911106,1.67682155614754,93,PML;COMP;PNPT1;MAPK14;MAPK8;MAP2K3;GINS3;NPM1;FBXO5;ABI3;ULK3;RBL1;PLK2;SMC6;HMGA1;NUP62;EEF1E1;FBXO4;OPA1;BRCA2;CDKN2B;B2M;SUV39H1;DNAJA3;CDKN2A;MAP3K5;ARG2;YBX1;HLA-G;MORC3,GO:BP
GOBP_DOLICHOL_LINKED_OLIGOSACCHARIDE_BIOSYNTHETIC_PROCESS,0.00183998498968358,0.012201110505473,0.45505986738723,0.640508238812482,1.94273619211114,20,SRD5A3;DPAGT1;RFT1;ALG6;ALG3;ALG14;ALG8;MPDU1;ALG1;ALG2;NUS1,GO:BP
GOBP_RIG_I_SIGNALING_PATHWAY,0.00183983982775942,0.012201110505473,0.45505986738723,0.60344287968879,1.9242065539176,24,TRIM15;NLRX1;OAS3;TRIM25;BIRC3;OASL;DHX58;C1QBP;ZC3HAV1;DDX60;USP15;CLPB;PHB2;NPLOC4;SEC14L1,GO:BP
GOBP_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,0.00184082530545061,0.012201110505473,0.45505986738723,0.332039604827926,1.51994503382069,181,KYNU;IDO1;UMPS;CMPK2;MTHFD1;CTPS1;RRM2;STAT3;AK2;APRT;RRM1;DTYMK;NAMPT;NME6;GART;AMPD3;TYMS;NAPRT;STOML2;HPRT1;NME1;NDUFB4;IDH2;NDUFA9;GUCY2C;NDUFB9;NDUFB2;ATIC;NDUFA6;NDUFV2,GO:BP
GOBP_INFLAMMATORY_RESPONSE_TO_WOUNDING,0.0018738322495194,0.0124029848896761,0.45505986738723,0.568645439010167,1.87269276385342,28,IL17A;HMOX1;TNF;SIGLEC10;STAT3,GO:BP
GOBP_ROOF_OF_MOUTH_DEVELOPMENT,0.00188631920838875,0.0124686724847979,0.45505986738723,-0.409968657882029,-1.63009263443547,86,WFIKKN2;MEOX2;WFIKKN1;ALX4;TBX1;TGFB2;TGFBR3;OSR2;EPHB3;ASPH;PLEKHA1;SATB2;IRF6;INSIG1;PDGFRA;FZD1;WNT3A;ARL15;BMPR1A;CDK20;TGFBR2;SKI;ITGB8;FRAS1;ALX1;PKDCC;DHRS3;GDF11;LRRC32;WDPCP,GO:BP
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,0.00328764993029851,0.0124905201115649,0.431707695803346,0.656739314619251,1.83914343889094,16,ALDH7A1;ALDH2;UGDH;UGT1A7;UGT1A9;UGT1A10;UGT1A8;UGT1A1;UGT1A3;UGT1A4;UGT1A5;UGT1A6,KEGG
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,0.00331240312350891,0.0124905201115649,0.431707695803346,0.34552856847276,1.53304476026263,130,PML;UBE2L6;UBE2C;BIRC3;CDC23;CDC20;UBE2E2;FBXW11;UBA6;CUL1;SKP2;BRCA1;ANAPC1;UBE2F;CUL2;UBA2;CDC27;FBXO4;UBA1;MID1;UBE2S;RNF7;UBE2D3;SYVN1;UBE2G1;NEDD4;UBE3C;RBX1;UBE2L3;UBE2A,KEGG
GOBP_SPLICEOSOMAL_CONFORMATIONAL_CHANGES_TO_GENERATE_CATALYTIC_CONFORMATION,0.0018964573208689,0.0125186768874182,0.45505986738723,0.532785384947126,1.84386745763821,36,PRPF4;SNRPD1;EFTUD2;SNRPG;USP39;SNRNP40;SNRPD3;PHF5A;TXNL4B;SF3B4;SNRPF;ISY1;SNRNP25;SF3B5;SCNM1;SF3B3;SF3B6;SNRPB;PRPF31;SNU13;PDCD7;SF3B1,GO:BP
GOBP_CARDIOCYTE_DIFFERENTIATION,0.00190568972121993,0.0125625751947628,0.45505986738723,-0.375637437758578,-1.61895719092562,137,MYOCD;CBY1;HES1;KCNJ8;TGFB2;TGFBR3;EFNB2;MEF2C;SORBS2;ITGB1;YY1;SPRY1;FZD7;GATA6;BMP4;ACTC1;PDCD4;NEBL;GPER1;PDGFRA;MYH11;RARB;PDGFRB;SGCD;GREB1L;DKK1;PLEC;SGCB;HEY2;WNT3A,GO:BP
REACTOME_PENTOSE_PHOSPHATE_PATHWAY,0.00286499176155528,0.0127529341074425,0.431707695803346,0.697133124572274,1.8554128429934,14,PGM2;SHPK;PGD;TALDO1;DERA;TKT;G6PD;PRPS2;RBKS;PGLS,Reactome
GOBP_REGULATION_OF_RNA_SPLICING,0.00193845253426359,0.0127612605943063,0.45505986738723,0.331842206521083,1.51460586839279,182,SRSF2;TAF5L;SRSF3;RBM47;CLNS1A;PTBP1;RPS26;SNRPD1;EFTUD2;UPF3B;C1QBP;NPM1;PRDX6;RBM12;RBM25;KHDRBS1;GRSF1;THUMPD2;WTAP;RRP1B;PRMT5;SNRPG;SRSF6;WDR77;RBM8A;EXOSC10;HNRNPF;SRSF1;SUPT7L;SNRPD3,GO:BP
GOBP_RRNA_CATABOLIC_PROCESS,0.00194820219645377,0.0128059191025262,0.45505986738723,0.652884628776437,1.9108143357058,18,SLFN5;DEDD2;RIOK3;SLFN12L;EXOSC8;EXOSC5;DDX49;EXOSC4;EXOSC9;SLFN13;DIS3;RNF10;SLFN12,GO:BP
GOBP_SARCOMERE_ORGANIZATION,0.00195050073072393,0.0128059191025262,0.45505986738723,-0.542152890501686,-1.8102454868172,35,TNNT2;TNNT1;LDB3;TNNT3;KRT8;ITGB1;KRT19;MYOM1;PLEC;PRKD1;FLNC;MYOM2;SIX4;TPM1;EDN1,GO:BP
GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,0.00195328455801385,0.0128069129039587,0.431707695803346,0.520337694405407,1.81762811185061,39,PSMB9;NCKAP1L;LILRB4;PSMA3;WDFY4;CBFB;RUNX1;CRTAM;PSMB2;PSMB10;LILRB1;PSMA5;CD274;PSMA6;HLA-A;PSMA4;PSMA2;IRF1;PSMA7;DAPL1;PSMB3;PSMB4;EOMES;PSMA1;CLEC4A;SOCS1;TNFSF8;HLA-E,GO:BP
GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,0.00198280320320768,0.0129829577168309,0.431707695803346,-0.376465368223891,-1.60573949179468,126,MYOCD;TBX1;PRDM16;HDAC9;FOXO4;NFATC1;EFNB2;HDAC5;MEF2C;EFEMP2;YY1;TNPO2;HEY1;HOPX;FZD7;PRDM6;BMP4;PDCD4;IGF2;GPER1;LAMA2;DKK1;MECP2;HEY2;LAMA1;WNT3A;BHLHE41;PRKD1;BCL2;NOTCH2,GO:BP
GOBP_FEMALE_MEIOSIS_I,0.00200421673856804,0.0130743624908417,0.431707695803346,0.754736785167671,1.92652728557586,11,CCNB2;AURKA;TRIP13;NDC80;MEIOC;FBXO5,GO:BP
GOBP_RESPONSE_TO_DSRNA,0.00200482516303553,0.0130743624908417,0.431707695803346,0.530728789542814,1.83674997760464,36,OAS1;IFIT1;IFIH1;OAS3;NFKB1;RIOK3;NPM1;PMAIP1;DHX9;IRAK3;MAPK3;DDX21;PDE12;TLR3;PELI1,GO:BP
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,0.00200358474114561,0.0130743624908417,0.431707695803346,-0.434434043934963,-1.68805694950112,75,CASQ2;CAV1;KCNE1;KCNJ8;SCN4A;PKP2;SCN3B;SCN1B;SCN11A;ATP1A2;FGF13;SCN8A;CAMK2D;KCNA5;DSG2;FGF12;SCN7A;RYR2;GPD1L;CACNB2;HCN3;DMD;CTNNA3;CACNA2D1;TBX18;NEDD4L;KCNQ1;NOS1AP;SCN2B;CACNA1G,GO:BP
GOBP_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION,0.00201103177683637,0.0130972819200923,0.431707695803346,-0.400928531953757,-1.62783441037175,94,RGS9BP;KCNK2;WHRN;ASIC3;HPN;PIEZO2;RBP4;TULP1;OR2A1;SCN11A;ASIC2;PRPH2;TAS2R31;GRIK2;STRC;PDZD7;PTPRQ;TAC1;FYN;HTR2A;EPHB1;FFAR4;WDR47;TAS2R3;TAS2R13;TAS2R5;TAS1R3;CA6;OR5P2;TAS1R1,GO:BP
GOBP_NUCLEOSOME_ORGANIZATION,0.00201874744997744,0.0131299550055351,0.431707695803346,0.434629891177418,1.69779568724339,67,HMGB2;DNAJC9;MCM2;SSRP1;ASF1B;SET;NASP;CHAF1B;NPM1;POLE3;LIN54;HMGA1;HAT1;BRD2;NAA60;ATAD2;DAXX;SPTY2D1;SUPT6H;BAZ1A;GRWD1;CHRAC1;SETSIP;SMARCA5;CHAF1A;SUPT16H;HIRA;CHD1,GO:BP
REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION,0.00296447064216484,0.0131530396453333,0.431707695803346,0.553786704428698,1.75108863360874,28,DEK;POLR2H;POLR1C;DDX21;TAF1D;MYBBP1A;POLR1A;TAF1B;ACTB;SMARCA5;POLR1B;POLR2F;POLR1D;SF3B1;POLR2E;TBP;TAF1A,Reactome
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3,0.00299815914478616,0.0132596006048446,0.431707695803346,0.39566344646618,1.62426148196182,85,ITGAL;SPP1;PSMD11;PSMA3;PSMD2;CBFB;BCL2L11;RUNX1;TEAD3;PSMB2;BRD2;PSMD6;PSMA5;PSMD12;TEAD4;PSMD1;PSMA6;CDKN2A;PSMC1;PSMA4;PSMC2;PSMA2;PSMC4;PSMD14;PSMD7;PSMC5;PSMA7;PSMC3;ITGA4;PSMC6,Reactome
GOBP_CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT,0.00207321936348938,0.0134662379217301,0.431707695803346,0.537539585958512,1.82463993609769,31,IL12RB1;CYLD;SLAMF6;STAT3;MTOR;FOXP3;BATF;LY9;OPA1;BRD2;JAK3;IL23A,GO:BP
GOBP_RNA_SURVEILLANCE,0.0020806042874749,0.0134961864780872,0.431707695803346,0.521620279837001,1.82370231167475,38,INTS14;INTS9;SUPV3L1;INTS12;PPP2CA;EXOSC8;EXOSC5;EXOSC10;WDR82;EXOSC4;EXOSC9;RBX1;INTS13;INTS8;DIS3;INTS10;EXOSC2;EXOSC3;INTS5;GTPBP1;INTS7;INTS11,GO:BP
REACTOME_NON_CANONICAL_INFLAMMASOME_ACTIVATION,0.00307110284037059,0.0135385273123733,0.431707695803346,0.693160612520054,1.84484004187287,14,GBP2;GBP1;GBP3;CASP5;CASP4;CALM1;CASP3;SERPINB1;GBP4,Reactome
GOBP_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION,0.00210467503405188,0.0136341465255158,0.431707695803346,0.425159265623789,1.70273992688207,77,SYK;CD28;PTPRC;NOD2;IL2RG;NCKAP1L;CARD11;ATAD5;SASH3;TNFSF13B;TNFRSF13C;TFRC;CD38;NSD2;MLH1;EPHB2;TLR9,GO:BP
REACTOME_MAPK6_MAPK4_SIGNALING,0.00310632254846603,0.0136498981216248,0.431707695803346,0.427845382847164,1.69369111825223,74,CDK1;PSMD11;PSMA3;PSMD2;MAPK6;PSMB2;PSMD6;PSMA5;PSMD12;ETV4;PSMD1;PSMA6;PSMC1;PSMA4;PSMC2;RAC1;PSMA2;PSMC4;PSMD14;PSMD7;PSMC5;PSMA7;DNAJB1;PSMC3;HSPB1;PSMC6;CCND3;PSMB3;SEM1;PSMB5,Reactome
GOBP_NECROPTOTIC_PROCESS,0.00213183792616475,0.0137388684105534,0.431707695803346,0.502755138531652,1.78574926886838,41,LTB;TNF;CYLD;BIRC3;PPIF;CASP8;ZBP1;PYGL;PGAM5;AIFM1;FASLG;FADD;MLKL;RNF31;TLR3;PELI1,GO:BP
GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,0.00213213682424827,0.0137388684105534,0.431707695803346,-0.449370325197056,-1.72353388697099,69,DGAT2;ADCYAP1R1;SORBS1;PRKAG2;UCHL1;SLC4A4;PRKAA2;PPP1R3G;ARNT;IRS1;EGF;IGF2;PPP1R3B;GPER1;PTH1R;FOXO1;IRS2;HTR2A;SNCA;GAPDHS;GPD1;PDGFB;P2RX7;APP,GO:BP
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,0.0021286901470515,0.0137388684105534,0.431707695803346,0.408742907352071,1.66825952707815,87,CCR7;S100A7;CXCL13;CXCL17;LGALS9;NCKAP1L;DNM1L;CXCL10;WNT5A;C1QBP;RAC2;SLAMF1;GPSM3;CCR1;CCL5;OXSR1;MAPK3;ADAM17;LGMN;CCL2;TNFSF14;CD74;CCL19;IL23A;RAC1,GO:BP
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,0.00213027935320092,0.0137388684105534,0.431707695803346,0.408157746897519,1.646906533549,82,BCL3;PML;KDM1A;IFI16;WWOX;PYCARD;ATAD5;TP73;TIFAB;JMY;PMAIP1;E2F2;BRCA2;E2F1;USP28;DYRK2;AEN;SHISA5;CD44;CD74;HNRNPK;EIF5A;MYBBP1A;ING2;USP15;CHEK2,GO:BP
REACTOME_CGMP_EFFECTS,0.0031374961495709,0.0137428345720821,0.431707695803346,-0.669217740688707,-1.68741539402681,14,PDE9A;PDE11A;KCNMB4;PDE5A;KCNMA1;PRKG1;PRKG2,Reactome
GOBP_PROXIMAL_DISTAL_PATTERN_FORMATION,0.00214759088454468,0.0138175257626025,0.431707695803346,-0.550693016203271,-1.78990421640004,31,ALDH1A2;EN1;IRX1;HOXA11;SP8;GLI2;IRX3;IRX2;NODAL;HOXD9;OSR1;HOXA10;LRP4;FGF10;CTNNB1;DLL1;HOXC9;CYP26B1;GLI3;GLI1;PBX1;CHSY1;HES5,GO:BP
GOBP_EPIDERMIS_DEVELOPMENT,0.00215002404980268,0.0138175257626025,0.431707695803346,0.279271944442351,1.39507135059683,361,IL17A;S100A7;FOXE1;SPRR2E;FABP5;STS;AQP3;TGM3;IVL;CYSRT1;TMEM79;CALML5;PRKCH;TNF;SPRR2D;CNFN;SPRR2B;LCE3D;SPRR2G;CYP27B1;KRT80;LCE3A;TMC1;TGM1;SPRR1B;NSUN2;LCE3E;SPRR2F;WNT5A;TRIM16,GO:BP
GOBP_KIDNEY_MORPHOGENESIS,0.00215597864884715,0.0138375146789465,0.431707695803346,-0.419055266592927,-1.66209029941546,84,WNT7B;ADAMTS16;HES1;PKD2;LRRK2;AGT;LGR4;IRX1;CTNNBIP1;GATA3;BMP4;HOXA11;WNT2B;GREB1L;WNT6;DCHS1;LIF;BCL2;ILK;PKD1;SIX4;ERBB4;IRX3;GZF1;LZTS2;KIF26B;GDNF;NPHP3;FRAS1;GPC3,GO:BP
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE,0.00217307652919249,0.0139288765672219,0.431707695803346,0.527309234202251,1.81800606143475,34,TOMM22;TIMM8B;MAIP1;TOMM40;AP3B1;TOMM6;TIMM10;AGK;TOMM5;TOMM70;MTX2;TIMM22;MTCH2;TMEM126A;OXA1L;TIMM13;MTX1;TIMM8A,GO:BP
HALLMARK_GLYCOLYSIS,0.00698352301277991,0.0139670460255598,0.407017918923954,0.304680089932627,1.42154032562861,188,SRD5A3;AURKA;BIK;FAM162A;ALDH7A1;PGM2;CENPA;DSC2;CLN6;KIF20A;ME2;SLC37A4;HK2;ISG20;NASP;COG2;IGFBP3;CDK1;GOT2;STMN1;HSPA5;NANP;PYGL;ELF3;POLR3K;MDH2;DEPDC1;FKBP4;SLC25A10;HMMR,Hallmark
REACTOME_PTEN_REGULATION,0.00320560575636577,0.0139964506113932,0.431707695803346,0.358691686505484,1.56954486175609,125,PML;FRK;KDM1A;CSNK2B;MTOR;CBX2;PSMD11;PSMA3;PSMD2;EZH2;PSMB2;MAPK3;PSMD6;PSMA5;RCOR1;PSMD12;GATAD2A;PSMD1;NEDD4;PSMA6;RRAGC;PSMC1;PSMA4;SALL4;PSMC2;HDAC1;PSMA2;PSMC4;TNKS2;PSMD14,Reactome
GOBP_SMOOTHENED_SIGNALING_PATHWAY,0.00220220590427836,0.0140784910963393,0.431707695803346,-0.367691806087602,-1.56842054446136,131,PTCHD1;FBXL17;PAX6;FOXA1;HES1;DZIP1;TTBK2;SCUBE1;DYNC2H1;TULP3;DISP1;IQUB;EVC2;ARL3;GAS1;GPR37L1;TMEM216;IFT81;GLI2;TCTN1;TCTN2;DLG5;EFCAB7;TTC23;WNT10B;KCTD6;TXNDC15;HHIP;EVC;TUBA1A,GO:BP
GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT,0.00220087363506425,0.0140784910963393,0.431707695803346,-0.360652610549427,-1.56294195678693,151,DES;EGR2;MEOX2;MYOCD;MYH14;CAV1;TBX1;HDAC9;MEF2C;MYL3;SCN11A;SRPK3;FGFRL1;DISP1;FOXL2;MYOM1;NUPR1;IGF2;GPC1;CAV2;NR2F2;PLEC;SVIL;CNTFR;EPHB1;WNT3A;WNT10B;BCL2;FXR1;ELN,GO:BP
GOBP_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION,0.00221055166366896,0.0141132990075452,0.431707695803346,-0.625823405540781,-1.81269176055992,20,SPINK1;CBS;SCARB1;RILPL1;GUCY1A2;DDAH1;AGT;APOE;PRKG1;NDNF,GO:BP
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION,0.00221662296420816,0.0141335133956392,0.431707695803346,-0.350926548804209,-1.53741661247027,165,GATA2;GDF7;NTRK2;PAX6;DCLK2;AGBL4;DCC;RYK;HES1;NOVA2;LMX1A;ID4;DYNC2H1;LONRF2;SCN1B;RAC3;CAPS2;MAPT;TAL1;EPHB3;SLIT1;TULP3;WNT3;PLXNA3;LYPD6;NDNF;CDH11;GLI2;FZD1;WNT2,GO:BP
GOBP_PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS,0.00222088872929012,0.0141421775759115,0.431707695803346,0.466186939457326,1.74385912674525,52,NT5C3A;UMPS;CMPK2;CTPS1;TYMP;DTYMK;MBD4;NME6;ENTPD5;TYMS;NME1;DCTPP1;TDG;NT5C;UCK2;NME7;ENTPD7;UPP1;SLC4A7,GO:BP
GOBP_PYRIMIDINE_NUCLEOTIDE_CATABOLIC_PROCESS,0.00224455859844206,0.0142555843099486,0.431707695803346,0.63077284802501,1.91320761639409,20,NT5C3A;TYMP;MBD4;ENTPD5;DCTPP1;TDG;NT5C;ENTPD7;UPP1,GO:BP
GOBP_SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS,0.00224447012924418,0.0142555843099486,0.431707695803346,-0.452382617397674,-1.70971472263982,66,BEST2;GNB1;ASIC1;VN1R1;ASIC3;OBP2B;OR2A1;SCNN1B;ASIC2;REEP2;TAS2R31;BBS1;ANO9;PDE4A;ITPR3;GJB4;UGT2A1;WNT10B;FFAR4;TAS2R3;TAS2R13;TAS2R5;TAS1R3;CA6;OR5P2;TAS1R1;RIC8B;PKD1L3;CNGA1,GO:BP
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,0.00225862227566155,0.0143262025698741,0.431707695803346,0.4962841880625,1.77363132993218,42,CCR7;SYK;CD28;TNF;FUT7;MAPK14;LYN;PLK2;FCGR1A;FURIN;MKRN2;FCER1G;YES1;RHBDF2;TREM2;PRKAR2A;PSMB4;PSMA1;HLA-DRB1;SRC;PARK7;HLA-E;HCK;FGR,GO:BP
REACTOME_INTERLEUKIN_17_SIGNALING,0.00329354125623795,0.0143347462295309,0.431707695803346,0.420616861394113,1.63422099934781,68,IL17A;NOD2;NFKB1;MAPK14;MAPK8;MAP2K3;RPS6KA1;IRAK2;MAPK7;PPP2CA;FBXW11;CUL1;CHUK;MAPKAPK3;MAPK3,Reactome
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS,0.00331428668579166,0.0143485047663428,0.431707695803346,0.617061818518044,1.82803175025188,21,MAD2L1;UBE2C;CDC23;CDC20;BUB1B;BUB3;ANAPC1;CDC27;UBE2S,Reactome
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX,0.00331763385188233,0.0143485047663428,0.431707695803346,0.452067832513834,1.70492187138628,56,SSRP1;NELFCD;EAF1;POLR2H;GTF2H3;POLR2B;GTF2H1;LEO1;IWS1;CDK7;MNAT1;ELOC;SUPT6H;CTR9;ELL;SUPT4H1;CCNK;GTF2H2;SUPT16H;ELOA;POLR2F;NELFE;CTDP1;PAF1;POLR2E;GTF2H4;POLR2J;POLR2G;NCBP2;NCBP1,Reactome
GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_CLASS_II_PROTEIN_COMPLEX,0.00226694622297635,0.0143602778317447,0.431707695803346,0.683849968845309,1.87770904893268,14,HLA-DRB5;HLA-DQA2;B2M;HLA-DOB;HLA-DPB1;HLA-DPA1;HLA-DRA;HLA-DQA1;HLA-DMB;HLA-DOA;HLA-DMA;HLA-DRB1;HLA-DQB1,GO:BP
REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES,0.00335989613559614,0.014485589943089,0.431707695803346,0.522126563638754,1.7775381742455,36,NCKAP1L;ARPC4;WASL;ARPC5;ARPC2;NCK1;MAPK3;BRK1;CYFIP1;CYFIP2;RAC1;BAIAP2;ABI1;ACTR2;ARPC3;ARPC1A;ACTB;CDC42;GRB2;ACTG1;ARPC1B;ACTR3;WAS,Reactome
KEGG_AXON_GUIDANCE,0.00394478790363608,0.0145715634807782,0.407017918923954,-0.369350896145184,-1.54650239119744,123,CHP2;EPHB6;EFNA3;ABLIM3;DCC;NGEF;NFATC1;EFNB2;EPHA7;RAC3;ITGB1;NTN4;PTK2;EPHB3;EFNA1;SLIT1;PAK5;LRRC4C;SEMA3G;PLXNA3;ABLIM2;NTN1;FYN;EPHB1;L1CAM;SEMA3D;EFNB3;SEMA6C;SEMA3B;EPHA3,KEGG
GOBP_METANEPHRIC_GLOMERULUS_DEVELOPMENT,0.00231152604884276,0.014604641854052,0.431707695803346,-0.759851820644763,-1.80169068424378,10,CD34;LGR4;AQP1;PDGFRA;PDGFRB;PDGFB;LAMB2;RET;OSR1,GO:BP
GOBP_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,0.00230895027038793,0.014604641854052,0.431707695803346,0.442446965536677,1.72428619986382,65,SYK;CARD16;PYDC1;LAPTM5;CYLD;PYCARD;TNFRSF1A;TANK;CASP4;NKIRAS2;CASP8;PTPN2;TMC8;CASP1;ADAM17;SPPL2A;DICER1;CDK5R1;GPS2;EXT1;MAPKAPK2;XIAP;TRAF2;UBE2K,GO:BP
GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION,0.00231550921094517,0.0146108330885191,0.431707695803346,0.33664410305818,1.49887544812709,155,NDEL1;CCNF;HAUS8;AURKA;XRCC2;CEP152;PLK4;CHEK1;WDR62;STIL;NDC80;KIF15;NEK2;CDK1;NPM1;PCLAF;KIF11;PLK1;POC1A;FBXW11;GEN1;CUL1;BRCA1;CKAP5;PLK2;SASS6;NUP62;HAUS6;HAUS1;BRCA2,GO:BP
GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH,0.0023372536937739,0.0147289368137435,0.431707695803346,-0.363258885243749,-1.57590594930276,148,CRYAB;BCL6;SH3BP4;DACT3;DCBLD2;IP6K2;WFDC1;OSGIN2;DNAJB2;DCC;RYK;TGFB2;SESN1;EPHA7;STK3;YY1;RTN4;SLIT1;RTN4R;WNT3;FGF13;NPR1;SEMA3G;PLXNA3;NTN1;PRDM11;CGRRF1;SMARCA2;ACVRL1;WNT3A,GO:BP
GOBP_MRNA_MODIFICATION,0.00237154814489939,0.014906436337126,0.431707695803346,0.58282931352972,1.88323264506202,25,ADAR;PUS7L;DNAJB11;PUS7;NOP58;NOP56;HNRNPAB;WTAP;DKC1;RPUSD3;PUS1;TRUB2;TRUB1;RPUSD4;ADARB2;SYNCRIP;PUS3,GO:BP
GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE,0.00236955443111056,0.014906436337126,0.431707695803346,-0.368098220111996,-1.59441427933662,143,GNB1;NTRK2;PAX6;IRX5;TGFB2;MERTK;RAB11FIP4;RBP4;LAMC3;TULP1;PDE6C;PRPH2;DCX;BBS1;BMPR1B;PDGFRA;FZD4;PDGFRB;NPHP1;ACVRL1;LAMA1;FAT3;CYP1B1;MFSD2A;GPM6A;PTPRM;ATP2B4;SLC17A7;RPGRIP1;ACHE,GO:BP
GOBP_TRNA_5_LEADER_REMOVAL,0.00237960734774959,0.0149377932216797,0.431707695803346,0.716895134128528,1.87783621013007,12,POP1;SSB;RPP30;RPP25L;RPP40;POP4;POP5;POP7;RPP25;RPP21;RPP38,GO:BP
GOBP_MITOTIC_CHROMOSOME_CONDENSATION,0.00238786613672209,0.0149703205607641,0.431707695803346,0.642623667026406,1.84794777361153,17,NCAPH;NUSAP1;SMC2;PLK1;NCAPG;KMT5A;SMC4;AKAP8;NCAPD2;SMARCA5,GO:BP
GOBP_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT,0.00239861547771184,0.0150183581712588,0.431707695803346,0.441837577153914,1.72191131640749,65,IL7R;PARP14;BCL3;PTPRC;IL2RG;IL12RB1;CSF2RA;CALM1;IL10RA;IFNAR2;PTK6;ADIPOR1;EPHB2;PTPN2;IL12RB2;GADD45A;JAK3;PTPRD;CISH;IL23A;RAC1;PIGU,GO:BP
