pathway,pval,padj,log2err,ES,NES,size,leadingEdge,collection
GOBP_INTERLEUKIN_10_MEDIATED_SIGNALING_PATHWAY,0.0226424392772596,0.0819499513077118,0.352487857583619,0.653676507461606,1.66856267285945,11,LILRB2;LILRB4;STAT3;LILRA1;IL10RA;LILRB1,GO:BP
GOBP_RIBONUCLEOSIDE_METABOLIC_PROCESS,0.0226111883030135,0.0819499513077118,0.352487857583619,0.550759910236981,1.61192327959253,18,PGM2;ICMT;APRT;HPRT1;NT5C2;BLOC1S6;PNP;XDH;ADK;UPP1,GO:BP
GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,0.0226562558086069,0.0819499513077118,0.352487857583619,-0.340643027201136,-1.42003860461372,112,PAX6;DCC;RYK;HES1;ID4;EPHA7;RTN4;SLIT1;GDI1;RTN4R;WNT3;FGF13;SEMA3G;PLXNA3;GPR37L1;NTN1;DAAM2;NR1D1;DKK1;DUSP10;WNT3A;NTRK3;RUFY3;CLSTN3;PTPRS;EFNB3;BMPR1A;SEMA6C;NKX6-2;CTDSP1,GO:BP
REACTOME_UBIQUINOL_BIOSYNTHESIS,0.0287314069076378,0.0822354047398151,0.352487857583619,0.62818981424544,1.63802541503656,13,HPDL;COQ4;COQ9;PDSS1;COQ2;STARD7;COQ3;PDSS2,Reactome
GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,0.0228422327072,0.0825612645769154,0.352487857583619,0.504630760144764,1.64300568754608,26,NELFCD;EZH2;RNF168;WDR82;TCERG1;PPP1CA;LARP7;SUPT4H1;HNRNPU;PARP1;NELFE;RNF8;VHL;HEXIM1,GO:BP
GOBP_NEGATIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY,0.0228991562758679,0.082644210149924,0.352487857583619,0.506152631337965,1.61397580994813,24,LGALS9;NCKAP1L;HLA-F;RABGEF1;CDK5;CD300A;CCR2;BCR;CEACAM1;CBARP;CD84,GO:BP
GOBP_POSITIVE_REGULATION_OF_GLYCOGEN_BIOSYNTHETIC_PROCESS,0.022882691644918,0.082644210149924,0.352487857583619,-0.604706531919781,-1.56732254536415,14,SORBS1;PPP1R3G;IRS1;IGF2;PPP1R3B;IRS2,GO:BP
REACTOME_SIGNALING_BY_ACTIVIN,0.0291080995097233,0.0829671609726208,0.352487857583619,-0.590949695559569,-1.55666965856701,16,FST;INHBB;TGFBR3;FSTL3;ACVR1B;SMAD4;INHBA;FOXH1;SMAD3;MAPK1,Reactome
REACTOME_RAB_GERANYLGERANYLATION,0.0291002443817139,0.0829671609726208,0.352487857583619,0.365352607956569,1.39387355804519,63,RAB5A;RAB27A;RAB36;RAB7B;RAB25;RAB10;RAB11A;RAB24;RAB38;RAB39B;RAB39A;RAB8A;RAB27B;RABGGTB;RAB18;RAB4B;RABGGTA;RAB31;RAB7A;RAB12;RAB33A;RAB1A;PTP4A2;RAB3D;RAB6A;RAB35;RAB29,Reactome
GOBP_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION,0.0230063899278789,0.0829696716079546,0.352487857583619,-0.49539120581747,-1.55027032091201,27,CASQ2;SCN3B;SCN1B;KCNA5;RYR2;CACNB2;HCN3;CACNA2D1;TBX18;KCNQ1;CACNA1G;CACNA1C;ANK2,GO:BP
GOBP_FORELIMB_MORPHOGENESIS,0.023046208576397,0.0830517072030899,0.352487857583619,-0.465837193911651,-1.5554278002462,35,ALDH1A2;ALX4;EN1;ZBTB16;OSR2;WNT3;HOXA11;TWIST1;IFT122;RECK;ATRX;CACNA1C;ZNF358;RPGRIP1L;MSX1;HOXD9;OSR1;SHOX2,GO:BP
GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,0.0230833476875312,0.0831239722426641,0.352487857583619,0.539674429122694,1.63689548686746,20,NT5C3A;UMPS;TYMP;TYMS;NT5C;UCK2,GO:BP
KEGG_ASTHMA,0.0317298622004911,0.0832334066418679,0.321775918075361,0.516981393362412,1.55285782611936,21,TNF;HLA-DRB5;CD40LG;HLA-DQA2;HLA-DOB;HLA-DPB1;HLA-DPA1;HLA-DRA;HLA-DQA1;HLA-DMB;FCER1G;HLA-DOA;HLA-DMA;HLA-DRB1;HLA-DQB1;PRG2,KEGG
REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS,0.0292783489583814,0.0832792871824501,0.352487857583619,0.463018097021845,1.51368090791957,31,BIRC3;TNFSF10;CASP8;FASLG;FADD;MLKL;TNFRSF10A;FLOT2;UBE2L3;PELI1;HSP90AA1;XIAP;TRAF2;CFLAR;RIPK3;UBA52;TNFRSF10B,Reactome
GOBP_SPHINGOLIPID_METABOLIC_PROCESS,0.023208444695358,0.0835126356826306,0.352487857583619,0.29818185005549,1.32681748710201,153,CYP4F22;SPNS2;FUT2;ST8SIA4;GM2A;FUT7;SPTSSA;SMPD3;SPTLC2;NEU2;CLN6;SMPD1;FUT3;ASAH2B;GBA2;ALOX12B;FUT1;ALDH3B2;M6PR;UGCG;VAPA;FUT5;ARV1;ELOVL7;ELOVL4;MFSD2B;ABCA12;SMPDL3A;ELOVL1;CERS3,GO:BP
GOBP_POSITIVE_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS,0.0232833186467625,0.0836697616327845,0.352487857583619,0.629196753751418,1.6481189385209,12,IDO1;LGALS9;WNT5A;ADAM8;CCL5;CD274,GO:BP
GOBP_POSITIVE_REGULATION_OF_AXON_EXTENSION,0.0233037054496245,0.0836697616327845,0.352487857583619,-0.464809368881997,-1.55199589818726,35,ISLR2;MAPT;GDI1;FN1;CDH4;NTN1;MAP1B;L1CAM;NTRK3;RUFY3,GO:BP
GOBP_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,0.0233037054496245,0.0836697616327845,0.352487857583619,-0.464128175527145,-1.54972139736309,35,TGFB2;TGFBR3;RTN4;EFNA1;SPRY1;HEY1;BMP4;PDCD4;WNT2;ACVRL1;HEY2;TWIST1;TMEM100;TGFBR2;SMAD4;MSX1,GO:BP
REACTOME_NEUREXINS_AND_NEUROLIGINS,0.0294951958517272,0.0837223882250889,0.352487857583619,-0.422722793144374,-1.46702806037774,48,NLGN3;NRXN2;GRIN2A;SYT9;LIN7B;SHANK1;EPB41L3;GRIN2C;DLG2;EPB41L2;APBA1;DLG4;NLGN1;LIN7A;NRXN3;NRXN1;DLGAP4;SYT1;SYT2;NLGN2;LRRTM2;DLGAP1;GRIN1;DLGAP2,Reactome
REACTOME_PERK_REGULATES_GENE_EXPRESSION,0.0296168232329482,0.083887197633045,0.352487857583619,0.462732836932265,1.51274834663489,31,EIF2S3;HSPA5;EXOSC8;EXOSC1;EXOSC5;EIF2S2;EIF2S1;EXOSC4;ASNS;EXOSC9;NFYC;CCL2;DIS3;CEBPG;DCP2;EXOSC2;CXCL8;EXOSC3,Reactome
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION,0.0296756315477949,0.083887197633045,0.352487857583619,0.46921680393741,1.49716606170419,29,PML;MEAF6;GATAD2A;HDAC1;PIP4K2C;MAP2K6;ING2;HDAC2;MTA2;BRD7;BRPF1;AKT2,Reactome
GOBP_ORGANELLE_INHERITANCE,0.0234183292031228,0.0839573850944674,0.352487857583619,0.58258320229205,1.64923472308842,16,VRK1;CDK1;PLK1;MAPK3;YWHAZ;PLK3;PDCD10;MAP2K1,GO:BP
GOBP_ARACHIDONATE_SECRETION,0.0234183292031228,0.0839573850944674,0.352487857583619,0.582360824801291,1.64860519467436,16,PLA2G2F;SYK;PLA2G3;PLA2G4F;PLA2G2A,GO:BP
GOBP_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS,0.0235059945594302,0.0841476552844946,0.352487857583619,-0.430277586191233,-1.48823180658211,43,DGAT2;SERPINA12;AGTR1;GPR146;ABCA2;ACADL;AGT;FMO5;APOE;INSIG1;EPHX2;MIR27B;CES1,GO:BP
GOBP_MONOCARBOXYLIC_ACID_TRANSPORT,0.0234937262318894,0.0841476552844946,0.352487857583619,0.311115093790016,1.35729100214268,132,PLA2G2F;SYK;FABP5;NOS2;SLCO4A1;CROT;TNF;PLA2G3;PTGES;CRABP2;ATP8B1;SLC16A14;GOT2;PPARD;SLC16A6;SLC5A6;SLC27A4;PLA2G4F;PLA2G2A;LYN,GO:BP
GOBP_REGULATION_OF_NEUTROPHIL_CHEMOTAXIS,0.0235946913963966,0.0844030688554924,0.352487857583619,0.481115518995424,1.59639385282588,29,CCR7;NCKAP1L;DNM1L;C1QBP;RAC2;CD74;CCL19;IL23A;RAC1,GO:BP
GOBP_POSITIVE_REGULATION_OF_INTEGRIN_ACTIVATION,0.0236312231049693,0.084471638799174,0.352487857583619,0.669033990273088,1.63468719127111,10,CXCL13;PLEK;FERMT1;SKAP1;RASIP1;SRC,GO:BP
GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,0.0236528292582355,0.0844867946705697,0.352487857583619,-0.277656489925261,-1.30251432052331,294,DGAT2;ADCYAP1R1;SORBS1;PRKAG2;CAV1;UCHL1;RORC;SERPINA12;GDF15;SLC4A4;AGTR1;GPR146;MALRD1;DKK3;PRKAA2;ABCA2;ACADL;PPP1R3G;IER3;TYSND1;LEPR;PDK2;FMO4;H6PD;AGT;EDN2;GPIHBP1;ARNT;FMO5;APOE,GO:BP
GOBP_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION,0.023786302223346,0.0847768207447458,0.352487857583619,0.59694705383201,1.67541478183207,15,CCR7;NOD2;MPEG1;CD68;CD74;CCL19;HLA-DRA,GO:BP
GOBP_RESPIRATORY_BURST,0.023784752017934,0.0847768207447458,0.352487857583619,0.434150966030761,1.51788983475401,38,CD52;S100A9;CLEC7A;CYBB;RAC2;CD24;PIK3CG;NCF2;SLAMF8;RAC1;TREM2;LIPA;GRN;NOXO1;BCR;CXCL8;CXCR1;SELENOK;NCF1C;SLC11A1;HCK,GO:BP
GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION,0.0237749307724588,0.0847768207447458,0.352487857583619,0.293678114514833,1.31209108470359,158,HAUS8;AURKB;CYLD;RCC1;TACC3;STIL;SKA1;BORA;GBA2;PLK1;TPX2;NAV3;STMN2;SPAG5;KIF18A;PPP2CA;STMN1;KATNB1;CAMSAP1;GPSM2;RAE1;SKA3;CKAP5;CKAP2;MAP6D1;SASS6;CCDC88C;FKBP4;NUP62;HAUS6,GO:BP
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS,0.0301600034554253,0.0849140405205783,0.352487857583619,0.561137620300122,1.54790968894205,16,SRD5A3;DOLK;GALE;PMM2;NUS1;GALK1;DPM2;DPM1;DHDDS,Reactome
REACTOME_PYROPTOSIS,0.0301627554584403,0.0849140405205783,0.352487857583619,0.482470463400616,1.51304039419269,26,GZMB;CASP5;CASP4;CASP1;CASP3;CYCS;BAK1;IRF1;CHMP4B;CHMP6;CHMP2B;IL1B;CHMP2A,Reactome
GOBP_AROMATIC_AMINO_ACID_TRANSPORT,0.023943827403633,0.0852134018424833,0.352487857583619,0.627002747019015,1.64237195393244,12,SLC6A14;SLC16A10;ACE2;SLC7A5;SLC38A5;SLC7A1;SLC7A8;SLC3A2;SLC36A4;SLC15A4,GO:BP
GOBP_TELENCEPHALON_DEVELOPMENT,0.0239323226887268,0.0852134018424833,0.352487857583619,-0.285611946879049,-1.31460022626583,245,FILIP1;PLCB1;NTRK2;PAX6;SLC8A3;DCLK2;RYK;HES1;SUN1;CEP120;LMX1A;BBS2;TMEM108;GRIA1;PIANP;ID4;LRRK2;CAPS2;EPHB3;ATP1A2;RTN4;SLIT1;ATG16L1;RTN4R;PHACTR1;FGF13;BBS1;BMP4;EZH1;PLXNA3,GO:BP
GOBP_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,0.0239712348795078,0.0852485801818753,0.352487857583619,0.457156983612124,1.55178690305614,31,TNF;ARG1;LILRB4;HLA-F;FOXP3;BTLA;SLAMF1;CD96;IRAK3;LILRB1;JAK3,GO:BP
GOBP_SPINDLE_LOCALIZATION,0.0240312146215602,0.085399458826801,0.352487857583619,0.380418458379502,1.47365258224673,62,NDEL1;KPNB1;NUSAP1;CENPA;SKA1;NDC80;SPDL1;SPAG5;FBXW11;BCCIP;GPSM2;SKA3;WASL;SAPCD2;SKA2;GJA1;NSFL1C;ASPM;MAPRE1,GO:BP
GOBP_CELLULAR_RESPONSE_TO_METAL_ION,0.0241654297279027,0.0858137340337567,0.352487857583619,-0.312932004363629,-1.37273342833146,163,CPNE9;CHP2;INHBB;KCNB1;MT4;PRKAA2;PKD2;KCNK3;MICU1;CLDN1;MEF2C;MT1H;LRRK2;MEF2A;CPNE5;SLC13A2;CPNE8;ASPH;FABP4;AQP1;CAMK2D;EIF2AK3;KCNQ3;DLG2;RASA4;ALAD;FBP1;CACNA1H;HVCN1;NFE2L1,GO:BP
GOBP_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY,0.0241911544655583,0.0858424263128675,0.352487857583619,0.551155001412883,1.58491775207829,17,NOD2;PTPN22;NAGK,GO:BP
GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION,0.0242502157160782,0.0859892853197672,0.352487857583619,-0.403301093515241,-1.46655605900446,53,PAX6;HES1;LMX1A;ID4;MIB1;EIF2AK4;HEY1;GPR37L1;MEIS1;DIXDC1;CNTN2;WNT3A;HMG20A;CNTN4;CTDSP1;IRX3;EIF4ENIF1;FOXO3;GDF11,GO:BP
GOBP_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION,0.0243577554562224,0.0863077059683337,0.352487857583619,-0.554060817062732,-1.54359732421602,18,CASQ2;KCNE1;SCN1B;CACNA2D1;KCNQ1;NOS1AP;ANK2;KCNE3,GO:BP
REACTOME_SIGNALING_BY_WNT,0.0307364960415816,0.0863519181823943,0.352487857583619,-0.286725070270761,-1.32159512884834,243,DKK2;GNB1;CAV1;RNF146;CBY1;PLCB1;WLS;AP2B1;WNT7B;AXIN2;TCF4;RYK;AGO4;TLE1;NFATC1;HECW1;WIF1;RAC3;FZD8;TLE2;LGR4;SMURF2;CTNNBIP1;CAMK2A;WNT3;FZD7;WNT5B;GNG7;GNG12;PRKG1,Reactome
GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,0.0244282357042698,0.0864944444696306,0.352487857583619,-0.338252029573748,-1.38035778728301,98,KANK1;ITGA8;LAMB4;PKP2;MERTK;LAMC3;RAC3;NTN4;PTK2;EPHB3;EFNA1;ITGB1BP1;FZD7;AXL;FN1;PIK3R1;MYOC;ACTN4;FZD4;DMTN;TGFB1I1;ARHGEF7;ILK;PARVB;LAMB2;FBLN1;CORO1C;NEDD9;ITGAV;FER,GO:BP
GOBP_NEGATIVE_REGULATION_OF_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY,0.0245397145109633,0.0868259717060627,0.352487857583619,0.546580759531221,1.64263270448788,19,IFI16;PYDC1;CSNK1A1;MEFV;ZDHHC12;HSPA8;LAMP2;NLRC3;TREM2,GO:BP
GOBP_NEGATIVE_REGULATION_OF_VASOCONSTRICTION,0.0246620270787465,0.0871953210305971,0.352487857583619,-0.635723220414637,-1.57338162124828,12,ITGB1;DOCK4;ITGA9;SVEP1;LEP;ARHGAP42,GO:BP
GOBP_PHOSPHATIDYLCHOLINE_ACYL_CHAIN_REMODELING,0.0247705477114003,0.087392915649358,0.352487857583619,0.594562142413942,1.66872119683564,15,PLA2G2F;PLA2G4B;DBI,GO:BP
GOBP_DIENCEPHALON_DEVELOPMENT,0.0247634430552718,0.087392915649358,0.352487857583619,-0.412745983174777,-1.49389419127655,52,INHBB;GATA2;ALDH1A2;PTCHD1;PAX6;HES1;BMP4;PLXNA3;NDNF;GLI2,GO:BP
GOBP_REGULATION_OF_KETONE_METABOLIC_PROCESS,0.0247718048675159,0.087392915649358,0.352487857583619,-0.32500886001705,-1.38031078274571,127,DGAT2;PRKAG2;CAV1;GDF15;MALRD1;DKK3;ACADL;TYSND1;PDK2;FMO4;H6PD;EDN2;GPIHBP1;IRS1;MLYCD;INSIG1;ETFBKMT;DCAF5;WDTC1;CES1;NR1D1;IRS2;ADCK2;ACACB;PDK4;MFSD2A;STAR;NFE2L1;PIBF1;SNCA,GO:BP
GOBP_REGULATION_OF_CARTILAGE_DEVELOPMENT,0.0248486872654448,0.0876006257582529,0.352487857583619,-0.388668683876183,-1.4552174713414,63,CTSK;AXIN2;TGFB2;ZBTB16;EFEMP1;BMP4;CHADL;BMPR1B;WNT9A;HOXA11;RARB;SOX5;SCIN;ACVRL1;LEP;PRKG2;GLG1,GO:BP
GOBP_TERMINATION_OF_RNA_POLYMERASE_I_TRANSCRIPTION,0.0249345910737274,0.0877762558420288,0.352487857583619,0.626091891679174,1.63998605806299,12,POLR2H;POLR1C;POLR1A;POLR1B;POLR2F;ZMPSTE24;POLR1D;POLR2E,GO:BP
GOBP_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION,0.0249345158976071,0.0877762558420288,0.352487857583619,-0.387105616736337,-1.45837160046831,65,GATA2;BCL6;GDF7;ADRA2B;TCF4;FOXA1;MEF2C;BMP4;ADRA2C;MAP1B;DKK1;TCF12;NBL1;PCP4;DMD;APP;ZEB1;IRX3;HOXD3;NAP1L2;CXCL12;FGFR1;NEUROD2;RNF112;TRIM32;CDON;ARHGEF2;HEYL;TRPC5;GDPD5,GO:BP
REACTOME_BACTERIAL_INFECTION_PATHWAYS,0.0314495047908116,0.0881743784625824,0.321775918075361,0.316299635677841,1.33944525635971,104,GBP2;LTF;NOS2;RAB5A;GBP1;KPNB1;GBP3;VPS33B;GBP6;MAP2K3;CASP4;SH3GL3;CALM1;TXNRD1;SFPQ;FURIN;MAPK3;TLR2;B2M;GUCY2C,Reactome
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION,0.0317400556945798,0.0888073803209569,0.321775918075361,0.464486428391305,1.55230296816795,34,SYK;ITK;GRAP2;LCP2;CALM1;LAT;LYN;VAV1;PPP3CA;PLCG2;AHCYL1;FCER1G;SHC1;GRB2,Reactome
REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES,0.0319092274274989,0.0890988814727107,0.321775918075361,0.391260205217907,1.4358743500009,50,PLA2G4B;SRPRA;DNAJB11;WIPI1;HSPA5;SRPRB;ATP6V0D1;PDIA6;PREB;SYVN1;EDEM1;HYOU1;SSR1;HDGF;DDX11;EXTL3;ERN1;SHC1,Reactome
GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,0.0254407961792666,0.0894934731830313,0.352487857583619,-0.332875537274195,-1.38439238231352,111,DKK2;SCEL;RNF146;KANK1;WLS;NRBP2;LRRK2;SULF2;PPM1B;LGR4;SMURF2;EGF;LYPD6;RSPO1;WNK2;ADGRA2;DAAM2;EDA;WNT3A;WNT10B;ILK;CAPRIN2;WDR48;TBL1XR1;GPC3;RECK;SOX4;PPM1A,GO:BP
GOBP_CELL_FATE_SPECIFICATION,0.0254839161727908,0.0895157055455793,0.352487857583619,-0.363444843176037,-1.41232561677104,73,PAX6;TBX1;FOXA1;ITGB1;FZD7;APC2;HOXA11;CHD3;LMO4;DKK1;WNT3A;SOX18;NTRK3;BMPR1A;TBX15;TBX18;FGFR1;SMAD4;NODAL;NFIB;RBPJ;MTA1;HOXA13;CDON;TBX19;PTCH1;NFIA;MGA;TENM4;TBX3,GO:BP
GOBP_HEMATOPOIETIC_OR_LYMPHOID_ORGAN_DEVELOPMENT,0.0254766747511677,0.0895157055455793,0.352487857583619,0.331002626202301,1.3751628737846,96,IL7R;FOXE1;BCL3;LTB;PTPRC;SPNS2;CCNB2;POLB;BCL2L11;FLVCR1;NFKBIZ;MAPK3;CDKN2B;ADAM17;CACNB4;FADD;PDPN;RAF1;TRAF3IP2,GO:BP
GOBP_INFLAMMATORY_CELL_APOPTOTIC_PROCESS,0.0255131301555616,0.0895536639298752,0.352487857583619,0.53644112538663,1.62708849952911,20,NOD2;IRF7;CCR5;HCAR2;CCL5;FASLG;SLC7A11;CDKN2A,GO:BP
GOBP_SKELETAL_MUSCLE_ADAPTATION,0.0256120937725971,0.0898362193249351,0.352487857583619,-0.626376289528947,-1.58782031672041,13,TNNT1;TNNI1;MYOC;TNNC1;TRIM63;IGFBP5;CAMK2B,GO:BP
GOBP_POSITIVE_REGULATION_OF_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE,0.0258125800400165,0.0904090726383588,0.352487857583619,0.413106664290851,1.4968821020496,43,CDC6;RRM2;TFDP1;CCNE2;STIL;RRM1;UBE2E2;CPSF3;CCND2;SASS6;LSM10;ADAM17;CCNE1;CUL4A;AIF1;CCND3;DDX3X;PLRG1;STOX1,GO:BP
GOBP_ESTABLISHMENT_OF_SPINDLE_ORIENTATION,0.0258125800400165,0.0904090726383588,0.352487857583619,0.4124124240116,1.49436653902833,43,NDEL1;CENPA;SKA1;NDC80;SPDL1;SPAG5;FBXW11;BCCIP;GPSM2;SKA3;SAPCD2;SKA2;GJA1;NSFL1C,GO:BP
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,0.0325308605000675,0.0906500198081148,0.321775918075361,0.353253618684603,1.42290478851078,79,HAUS8;CEP78;TUBGCP5;CEP152;PLK4;NEK2;CDK1;PLK1;DYNLL1;CKAP5;HAUS6;TUBG1;HAUS1;YWHAE;YWHAG;HAUS5;MAPRE1;HSP90AA1;NME7,Reactome
GOBP_REGULATION_OF_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING,0.0260358637729431,0.0911255232053007,0.352487857583619,-0.569889943051645,-1.5609958961176,17,CASQ2;CAV1;ASPH;CAMK2D;TMEM43;HRC;IRX3,GO:BP
GOBP_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,0.0260828759082539,0.0911991340688115,0.352487857583619,0.591910521054613,1.66127905336123,15,IDO1;NOD2;RSAD2,GO:BP
GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS,0.0260943873841286,0.0911991340688115,0.352487857583619,0.306119152430635,1.32558511842901,131,CCR7;S100A7;CXCL13;CXCL17;CXCR3;LGALS9;NCKAP1L;DNM1L;CXCL10;WNT5A;C1QBP;RAC2;SLAMF1;GPSM3;CCR1;CCL5;OXSR1;MAPK3;ADAM17;STX4;TPBG;LGMN;CCL2;TNFSF14;CD74;CCL19;IL23A;RAC1,GO:BP
GOBP_CORONARY_VASCULATURE_MORPHOGENESIS,0.0261675485800211,0.0913236182509343,0.352487857583619,-0.599366596409885,-1.57783292094732,15,TBX1;TGFBR3;PDGFRB;SGCD;HEY2,GO:BP
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS,0.0261584493728852,0.0913236182509343,0.352487857583619,-0.342371144672674,-1.40109299117437,101,CACNG4;CLSTN1;LGI1;AP2B1;GRID2IP;SHROOM4;EFNB2;TMEM108;IQSEC2;SYT17;VPS26B;GPC4;CACNA2D2;EPB41L3;DLG2;C1QL3;ALS2;TRAF6;SHISA6;AP2A2;GRID1;ZDHHC2;NETO1;IQSEC3;EPS8;GPC6;ERBB4;OGT;DLG4;GIT1,GO:BP
GOBP_CARDIAC_SEPTUM_DEVELOPMENT,0.0262027107085415,0.0913807796394657,0.352487857583619,-0.33600313104905,-1.37118035649187,98,TBX1;AP2B1;HES1;KCNJ8;TGFB2;TGFBR3;FGFRL1;HEY1;GATA3;GATA6;BMP4;RARB;FZD1;ZFPM2;LMO4;HEY2;NOTCH2;CRELD1;BMPR1A;TGFBR2;NPHP3;ROBO2;DHRS3;SOX4;SLIT2;SEMA3C;SMAD4;PARVA;ANK2;HEG1,GO:BP
GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_PHAGOCYTOSIS,0.0262915658314901,0.0916249769127502,0.352487857583619,0.498631255143728,1.58999229493029,24,SYK;MYO1G;NOS2;PLD2;LYN,GO:BP
GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,0.0263897157913155,0.0919011935037579,0.352487857583619,0.289105029418977,1.31129202749333,174,PLA2G2F;FOXE1;CROT;CPT1C;PLA2G3;GCH1;MTHFD1;SLC16A10;ALDH7A1;ICMT;GCNT4;GSTA4;CKMT1B;DHFR;PLSCR1;DUOXA1;MGST2;DIO2;SOD2;VNN2;DHFRP1;VNN1;GOT2;CKMT1A;GGACT;GGH;FOLH1;DUOXA2;MTRR;SULT1B1,GO:BP
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS,0.0331515752082478,0.0921923115831801,0.321775918075361,0.53904736419431,1.57340543278978,20,UBE2C;CDC23;SKP2;ANAPC1;CDC27;UBE2S;RB1;ANAPC7;UBE2E1;ANAPC5,Reactome
GOBP_CELL_RECOGNITION,0.0265676154835855,0.0924545417222055,0.352487857583619,0.306820182177711,1.34181351760361,135,CCR7;TEX101;EPHA4;DOCK8;ZAN;CFB;CD6;CD226;PRF1;CLEC7A;CCT5;FUT3;CCT2;CNTNAP2;IGLON5;HAVCR2;ROBO1;CRTAM;CCT8;EPHB2;PAEP;FCGR1A;CASP3;SPACA4;CD209;GZMK;TCP1;CCT3;VDAC2;FCN1,GO:BP
GOBP_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY,0.0266308071656212,0.0925420549005337,0.352487857583619,0.498512611519035,1.58961397438347,24,PSMD11;PSMD2;PSMD6;PSMD12;PSMD1;PSMC1;PSMC2;PSMC4;PSMD14;PSMD7;PSMC5;MINK1;PSMC3;PSMC6;SEM1;PSMD13;ADRM1;PSMD4,GO:BP
GOBP_PROTEIN_MONOUBIQUITINATION,0.0266250825594359,0.0925420549005337,0.352487857583619,0.387674719797008,1.44043892118702,50,UBE2T;TRIM25;TRIM21;UBE2E2;DTL;CUL1;RAD18;KBTBD8;TRIM41;UBE2D3;NEDD4;RBX1;PDCD6;RNF10;UBE2E1;FANCL;UBE2N;CUL3;RNF126;ZNF598;PEX2;TRIM37;RNF152;FANCM;UBE3D,GO:BP
GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,0.0267546450049806,0.0929060299423489,0.352487857583619,0.378039861230912,1.4732814698553,65,SYK;RAB27A;CLCN3;MAPK14;CLEC7A;ZC3H12A;DUOXA1;LCN2;SOD2;SIRPA;ACE2;TYROBP;DUOXA2;CBR1;GADD45A,GO:BP
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS,0.0334915883988313,0.0929493273174042,0.321775918075361,0.538934501690379,1.57307600259749,20,CSTF2;CSTF1;CPSF3;CPSF2;CPSF4;PAPOLA;CLP1;CSTF3;NCBP2;NUDT21;NCBP1,Reactome
GOBP_NUCLEAR_BODY_ORGANIZATION,0.0267878185003689,0.0929548766079135,0.352487857583619,0.576544762102807,1.63214050342295,16,PML;VRK1;ETS1;SERBP1;CDKN2A;WRAP53;ZPR1;HIPK2,GO:BP
REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA,0.0336024937074223,0.093068724995709,0.321775918075361,0.560126345283639,1.56486336128842,17,MAPK14;EXOSC8;EXOSC1;EXOSC5;EXOSC4;EXOSC9;YWHAZ;DIS3;DCP2;EXOSC2;EXOSC3,Reactome
