pathway,k,meanNES,nUp,Zc_up,p_stouffer_up,p_fisher,size,collection,FDR_stouffer_up,FDR_fisher,direction_consistent
REACTOME_RIBOSOME_QUALITY_CONTROL_RQC_COMPLEX_EXTRACTS_AND_DEGRADES_NASCENT_PEPTIDE,4,1.62276939723011,3,10.2441517521509,6.28614017660003e-25,3.21957955584513e-35,101,Reactome,3.21470284845197e-23,2.75838523765069e-33,FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE,4,1.35012175758357,3,10.17961441851,1.22264179544241e-24,4.99363570990697e-30,308,GO:BP,6.20443686502585e-23,2.49568293774669e-28,FALSE
REACTOME_GSK3B_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274,4,1.77688680071394,3,10.1703369393817,1.34488300328601e-24,9.41889024264343e-32,44,Reactome,6.76088703720395e-23,5.64876535733807e-30,FALSE
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION,4,1.64259777638846,3,10.1697657829986,1.35279231303763e-24,3.98949195961323e-35,114,Reactome,6.76088703720395e-23,3.28983480719606e-33,FALSE
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,4,1.78830734438342,3,10.1302201772205,2.02867399672041e-24,1.57453957160925e-30,44,Reactome,1.00625280874921e-22,8.24383932849703e-29,FALSE
GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION,4,1.80431580063767,3,10.1292654791201,2.04857763536312e-24,1.00534980973306e-28,70,GO:BP,1.00854228809631e-22,4.51176373796533e-27,FALSE
GOBP_MRNA_PROCESSING,4,1.65110698199708,4,10.0682679175716,3.8155046878734e-24,1.12354242528742e-27,465,GO:BP,1.86450995747414e-22,4.63250586226318e-26,TRUE
REACTOME_UBIQUITIN_MEDIATED_DEGRADATION_OF_PHOSPHORYLATED_CDC25A,4,1.74691692992712,3,10.061764316594,4.07620245787391e-24,3.55507177938403e-32,51,Reactome,1.97725791283781e-22,2.27697170180548e-30,FALSE
REACTOME_PROGRAMMED_CELL_DEATH,4,1.4427029686456,3,10.050780059641,4.5571532285054e-24,6.97093988554444e-33,189,Reactome,2.19441896704016e-22,4.79034275259757e-31,FALSE
REACTOME_INTERFERON_GAMMA_SIGNALING,4,2.13462369032125,4,10.0455498142009,4.80551005890611e-24,1.34376916848129e-21,92,Reactome,2.29724274337707e-22,3.54593808178843e-20,TRUE
REACTOME_DOWNSTREAM_TCR_SIGNALING,4,1.64984304526022,3,10.0329549702909,5.45993465721598e-24,6.48032446277364e-32,86,Reactome,2.59130855637797e-22,3.99539256831006e-30,FALSE
GOBP_MEIOTIC_CELL_CYCLE_PROCESS,4,1.87037098500493,4,10.024049980679,5.97516469147292e-24,5.74906622244358e-28,183,GO:BP,2.81558296211763e-22,2.47886208297126e-26,TRUE
GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION,4,1.66030425711496,4,10.0217771257544,6.11420498550032e-24,6.22422413282937e-27,489,GO:BP,2.8424671240293e-22,2.47356666290815e-25,TRUE
REACTOME_FBXL7_DOWN_REGULATES_AURKA_DURING_MITOTIC_ENTRY_AND_IN_EARLY_MITOSIS,4,1.76142019557445,3,10.0217094755704,6.11839217238381e-24,1.89359197426552e-30,42,Reactome,2.8424671240293e-22,9.68374128234858e-29,FALSE
GOBP_VIRAL_GENOME_REPLICATION,4,2.06325890806573,4,10.0020953954971,7.4602983569472e-24,2.81592119850792e-23,101,GO:BP,3.44164952872592e-22,8.68066922736295e-22,TRUE
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,4,1.6608387282048,3,9.9692664283397,1.038788004898e-23,1.21774761280308e-28,110,GO:BP,4.75894754743896e-22,5.39159798769257e-27,FALSE
GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS,4,1.64566858178877,4,9.93204711459367,1.50995472164684e-23,2.24824198039758e-26,456,GO:BP,6.86977330945119e-22,8.62305368876909e-25,TRUE
REACTOME_METABOLISM_OF_POLYAMINES,4,1.75143238875376,3,9.91650560300624,1.76447577370976e-23,2.0941153024798e-31,46,Reactome,7.97277169805707e-22,1.19093781469476e-29,FALSE
REACTOME_DENGUE_VIRUS_HOST_INTERACTIONS,4,1.83016252391027,4,9.90678311776009,1.94484317234394e-23,5.47286542614004e-23,218,Reactome,8.72797986935575e-22,1.65616941358926e-21,TRUE
GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION,4,1.61874886571011,3,9.89696568726693,2.14548259747615e-23,1.10520332433346e-27,135,GO:BP,9.56334371320957e-22,4.58555115133828e-26,FALSE
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,4,1.84215462167443,4,9.89240912591174,2.2454407125683e-23,6.2099527044706e-24,234,GO:BP,9.9417264300759e-22,2.04835289956963e-22,TRUE
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,4,1.76017360869176,3,9.88810813839736,2.34401692445267e-23,2.67063528732517e-29,42,Reactome,1.03089864337429e-21,1.26749503528663e-27,FALSE
REACTOME_RHO_GTPASE_EFFECTORS,4,1.33898599501915,3,9.88557045238358,2.40417655793348e-23,3.42214259585592e-35,255,Reactome,1.05035448693292e-21,2.89434291087968e-33,FALSE
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,4,1.73047905818511,3,9.8509032938547,3.3965339857949e-23,1.84944777884386e-30,49,Reactome,1.47414044107164e-21,9.53188046643196e-29,FALSE
REACTOME_MITOCHONDRIAL_TRANSLATION,4,1.89506778809672,4,9.84121967708631,3.73992353926252e-23,2.70067746802676e-29,112,Reactome,1.61256703192907e-21,1.2725978040409e-27,TRUE
REACTOME_DENGUE_VIRUS_INFECTION,4,1.73163938354128,4,9.79800089466269,5.74179086983142e-23,4.74591438552386e-25,325,Reactome,2.45964898495311e-21,1.65655011647095e-23,TRUE
GOBP_ALPHA_BETA_T_CELL_ACTIVATION,4,1.84194634104499,4,9.7794818479656,6.89573854327121e-23,5.53546238412246e-25,204,GO:BP,2.93491530128775e-21,1.92197080779241e-23,TRUE
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE,4,1.788144187126,4,9.72066152597919,1.23088446500932e-22,6.43741175306485e-22,265,GO:BP,5.20522103568364e-21,1.75485972458549e-20,TRUE
GOBP_MEIOTIC_CHROMOSOME_SEGREGATION,4,2.09442187214394,4,9.69298316451291,1.61477530682444e-22,2.43748325014161e-22,79,GO:BP,6.78514184657376e-21,6.9013206013666e-21,TRUE
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC,4,1.74146222272054,3,9.67440568133537,1.93667779288166e-22,1.59450305690558e-29,38,Reactome,8.08624265800021e-21,7.67805596088039e-28,FALSE
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53,4,1.23653642978375,3,9.66222482532004,2.18142130509512e-22,1.6739048434335e-32,353,Reactome,9.05084047151728e-21,1.10427502521308e-30,FALSE
GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS,4,1.7188859443989,4,9.65803492522522,2.27249083921304e-22,8.92309057738508e-24,313,GO:BP,9.36976379143024e-21,2.88557002642203e-22,TRUE
GOBP_MITOTIC_SPINDLE_ORGANIZATION,4,1.51922087876255,3,9.64432019633752,2.59771405607668e-22,2.06859538625096e-27,132,GO:BP,1.0644173681949e-20,8.47610171620969e-26,FALSE
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS,4,1.6370505816011,3,9.63645169602173,2.80467240583243e-22,9.44402535427689e-31,66,Reactome,1.14212492970843e-20,5.02437381146489e-29,FALSE
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION,4,2.00664444071049,4,9.62267759111084,3.20696967814557e-22,1.49578194106344e-20,114,GO:BP,1.29793735992186e-20,3.73775510045286e-19,TRUE
KEGG_DNA_REPLICATION,4,2.28853474807718,4,9.61576650061824,3.42982587726403e-22,7.31348719951556e-20,35,KEGG,1.37966837270188e-20,1.75443909291651e-18,TRUE
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,4,1.62416837545287,3,9.61217246298709,3.55170800120072e-22,2.25993988491422e-31,68,Reactome,1.42003743538916e-20,1.2742584120324e-29,FALSE
KEGG_CELL_CYCLE,4,1.91334964857816,4,9.59541169920477,4.17913709033569e-22,5.36900710890132e-26,122,KEGG,1.66082936053883e-20,2.00109264957186e-24,TRUE
REACTOME_DNA_STRAND_ELONGATION,4,2.29467708699679,4,9.58899365936164,4.4474157832532e-22,8.45792499090442e-20,32,Reactome,1.75686239054619e-20,2.01432964494572e-18,TRUE
GOBP_MATURATION_OF_SSU_RRNA,4,1.99093734467571,4,9.56644059326142,5.53247951698607e-22,2.62442631075295e-25,70,GO:BP,2.17248615318792e-20,9.56538142101503e-24,TRUE
REACTOME_HOMOLOGY_DIRECTED_REPAIR,4,2.00245560907254,4,9.55135476313537,6.40055946108369e-22,6.94624266488626e-23,103,Reactome,2.49849057779699e-20,2.07350058191198e-21,TRUE
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,4,1.70701689659107,3,9.5472611048581,6.65851687064598e-22,2.6457167624711e-28,49,Reactome,2.58389622327362e-20,1.14827588697512e-26,FALSE
GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,4,2.06059062854243,4,9.53589491971971,7.42991560064955e-22,3.27903870774175e-25,55,GO:BP,2.8663832290927e-20,1.17564230190067e-23,TRUE
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,4,1.91431226411696,4,9.4612143516174,1.52193699298085e-21,1.47510083271139e-23,132,Reactome,5.83733624575271e-20,4.70108221903239e-22,TRUE
GOBP_REGULATION_OF_CELL_CELL_ADHESION,4,1.61313725692998,4,9.45452498897907,1.62245959303277e-21,3.3122708950467e-23,474,GO:BP,6.18691672557064e-20,1.01632795788945e-21,TRUE
REACTOME_HH_MUTANTS_ABROGATE_LIGAND_SECRETION,4,1.7189731896717,3,9.45338557633631,1.64022460425368e-21,2.28382108300707e-27,44,Reactome,6.21871362888593e-20,9.30022696580101e-26,FALSE
REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION,4,2.22434444506286,4,9.44071294172556,1.85125747551707e-21,1.13999608982102e-21,19,Reactome,6.97871175199205e-20,3.02030289339329e-20,TRUE
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY,4,1.97506873819777,4,9.40421379679542,2.62103138529262e-21,8.84741636539884e-26,85,Reactome,9.8244000277133e-20,3.26069305935956e-24,TRUE
REACTOME_REGULATION_OF_APOPTOSIS,4,1.73485320825073,3,9.37663352338945,3.40563799434582e-21,1.92585989861875e-26,40,Reactome,1.2693216863672e-19,7.42976476677653e-25,FALSE
GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION,4,1.9464401654576,4,9.33668950536082,4.9696609507798e-21,3.05290248856868e-24,102,GO:BP,1.84184569057834e-19,1.02755090393304e-22,TRUE
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,4,2.24875999696534,4,9.33189827511785,5.19957299048307e-21,4.03107943516958e-19,32,Reactome,1.91628955409032e-19,9.23369133118532e-18,TRUE
GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION,4,1.71869032428567,3,9.32831343708346,5.37844493345352e-21,2.57603893559791e-24,63,GO:BP,1.97120006811072e-19,8.75986023615435e-23,FALSE
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS,4,1.67570139497298,4,9.31461852010201,6.11957805776016e-21,9.14924807801507e-25,291,GO:BP,2.23043405784772e-19,3.14362445680549e-23,TRUE
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21,4,1.7048972118151,3,9.30120505565421,6.94313971202215e-21,4.03762450216446e-25,50,Reactome,2.51669740001154e-19,1.42439619469406e-23,FALSE
KEGG_PYRIMIDINE_METABOLISM,4,1.97280241704588,4,9.23809236219989,1.25465429278303e-20,3.60433320831121e-22,93,KEGG,4.52292588496701e-19,9.94886450846403e-21,TRUE
GOBP_TRNA_METABOLIC_PROCESS,4,1.4412680877087,3,9.2150381341956,1.55583840092098e-20,2.21244020157893e-23,183,GO:BP,5.57818800591072e-19,6.9172834169745e-22,FALSE
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY,4,1.8836235996306,4,9.2101674901061,1.6280822455222e-20,6.90313008781132e-22,138,GO:BP,5.80565328308647e-19,1.86639136021686e-20,TRUE
GOBP_PROTEIN_FOLDING,4,1.37066197281428,3,9.19624956178056,1.8533056933792e-20,9.73546872922257e-24,213,GO:BP,6.57325680603363e-19,3.13292132715519e-22,FALSE
REACTOME_APOPTOSIS,4,1.40615313435578,3,9.19045661909979,1.95588641101702e-20,8.63147810753742e-28,158,Reactome,6.8999907237857e-19,3.62687013219264e-26,FALSE
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,4,1.75222905201139,4,9.18463747879234,2.06457895075564e-20,4.47076021032119e-22,237,GO:BP,7.24469539262497e-19,1.22890021281204e-20,TRUE
GOBP_REGULATION_OF_NUCLEAR_DIVISION,4,1.43646803859203,3,9.1635614561918,2.51060954570617e-20,2.91698618027301e-25,141,GO:BP,8.76322284286963e-19,1.05732735336599e-23,FALSE
GOBP_RNA_SPLICING,4,1.59906645754222,4,9.12700975060964,3.52086897455511e-20,9.78201705469218e-23,437,GO:BP,1.22248276974421e-18,2.88089136204484e-21,TRUE
REACTOME_ANTIMICROBIAL_PEPTIDES,4,2.15470997355781,4,9.12555659557981,3.56842865555342e-20,9.68156494979569e-21,37,Reactome,1.23250910160659e-18,2.45651092206931e-19,TRUE
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,4,1.659795819324,3,9.11508477268899,3.93044965280339e-20,3.23038691102681e-27,46,Reactome,1.35047793539292e-18,1.2994428324417e-25,FALSE
GOBP_VIRAL_PROCESS,4,1.66556391945898,4,9.10381973516636,4.3604734252591e-20,9.26920799608075e-22,340,GO:BP,1.49046855888261e-18,2.46568407863487e-20,TRUE
GOBP_TELOMERE_ORGANIZATION,4,1.7936662939001,4,9.10283830260235,4.4000693033696e-20,2.67077333124822e-23,160,GO:BP,1.49625037084172e-18,8.27187402171103e-22,TRUE
GOBP_MYELOID_LEUKOCYTE_ACTIVATION,4,1.76472854536005,4,9.09215208485926,4.85488750860796e-20,5.20523654734835e-19,236,GO:BP,1.6424457894506e-18,1.18410156906404e-17,TRUE
GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION,4,1.46356599158676,3,9.09053927722438,4.92745126420515e-20,3.22325849479028e-26,120,GO:BP,1.65848959132456e-18,1.22205955690411e-24,FALSE
REACTOME_STABILIZATION_OF_P53,4,1.68878777215655,3,9.08659944773547,5.10925123484479e-20,7.09949732236791e-25,43,Reactome,1.7109507815366e-18,2.45211433694561e-23,FALSE
REACTOME_TELOMERE_MAINTENANCE,4,2.05580805220319,4,9.08276879861812,5.29236445257098e-20,9.61132147926494e-20,64,Reactome,1.76331961078842e-18,2.28078733088888e-18,TRUE
REACTOME_CLEC7A_DECTIN_1_SIGNALING,4,1.52356287446502,3,9.06528483282245,6.21395588719572e-20,5.87231846367957e-28,87,Reactome,2.05997321546885e-18,2.51556395486325e-26,FALSE
GOBP_REGULATION_OF_SISTER_CHROMATID_SEGREGATION,4,1.80297286696702,4,9.05409733976755,6.88509825249202e-20,8.65045004943166e-23,111,GO:BP,2.27104965858449e-18,2.55905914691034e-21,TRUE
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS,4,1.40975016330913,3,9.0472452955316,7.33101978416801e-20,3.0204882536215e-24,164,GO:BP,2.40610634408738e-18,1.02185441072518e-22,FALSE
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE,4,1.61878320753245,3,9.04472621494821,7.50203448860073e-20,2.89792841908798e-26,52,Reactome,2.45004561986629e-18,1.105065536458e-24,FALSE
HALLMARK_MYC_TARGETS_V2,4,2.04156175305056,4,9.0402471477782,7.81589948711195e-20,1.75224939503718e-21,57,Hallmark,2.5399748234718e-18,4.5690076122768e-20,TRUE
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,4,2.16830833289423,4,9.035642460115,8.15209279299579e-20,1.23132379438242e-19,37,Reactome,2.63624294879379e-18,2.89076265891131e-18,TRUE
REACTOME_DEGRADATION_OF_DVL,4,2.05079047999598,4,9.02579817220977,8.91950588541773e-20,2.03971056626413e-23,44,Reactome,2.87034050371223e-18,6.43826344767678e-22,TRUE
GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING,4,1.45832917481352,3,9.0037762016001,1.09042222787675e-19,4.8363290787927e-23,139,GO:BP,3.4919977850985e-18,1.47028861441454e-21,FALSE
GOBP_SPINDLE_ASSEMBLY,4,1.51309156210472,3,9.00321603038944,1.09600226437035e-19,2.25829411957637e-22,135,GO:BP,3.49291156427593e-18,6.42153720122642e-21,FALSE
GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,4,1.69517615302188,4,8.99135729744125,1.22097899474628e-19,8.34649914930782e-20,300,GO:BP,3.8724992443948e-18,1.99499474231825e-18,TRUE
GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,4,1.7921092289979,4,8.94644192787138,1.83562483634803e-19,2.6621855702617e-20,179,GO:BP,5.79407514133394e-18,6.60242037857762e-19,TRUE
GOBP_DNA_REPLICATION_INITIATION,4,2.17221303443796,4,8.93811027685642,1.97940957447819e-19,1.38132408687816e-17,40,GO:BP,6.21817379182506e-18,2.76978571463076e-16,TRUE
REACTOME_TRNA_PROCESSING,4,1.5482103434225,3,8.91244036271898,2.49607050473872e-19,3.05222232654562e-22,109,Reactome,7.80406498566888e-18,8.56830242051976e-21,FALSE
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,4,1.69272106752774,3,8.9110632517751,2.5272734371831e-19,7.77011868691416e-22,58,Reactome,7.86435040806457e-18,2.08371841372247e-20,FALSE
REACTOME_SOMITOGENESIS,4,2.06891136347136,4,8.90134362193375,2.75873277518347e-19,1.98765587602332e-22,41,Reactome,8.54430052482879e-18,5.70111557135905e-21,TRUE
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,4,1.40197863984887,3,8.84574408674435,4.54602050808247e-19,4.87449189252245e-26,155,Reactome,1.40140641550561e-17,1.83754417228403e-24,FALSE
GOBP_RNA_MODIFICATION,4,1.78605519109584,4,8.83362892991398,5.06667073583959e-19,5.74717395915339e-21,169,GO:BP,1.55464310903878e-17,1.46953901583469e-19,TRUE
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,4,1.79460739528366,4,8.83040294664759,5.21496471510537e-19,1.0834762560704e-19,162,Reactome,1.59273714007177e-17,2.55274745046302e-18,TRUE
REACTOME_AMPK_INDUCED_ERAD_AND_LYSOSOME_MEDIATED_DEGRADATION_OF_PD_L1_CD274,4,1.6402742093653,3,8.79155168661313,7.37541677603227e-19,6.32498215106638e-23,55,Reactome,2.24219467610529e-17,1.89663214775386e-21,FALSE
GOBP_RESPONSE_TO_INTERFERON_BETA,4,2.1803801154095,4,8.76013594307758,9.75075216325641e-19,2.33611110087838e-16,32,GO:BP,2.95072073490837e-17,4.21074451707505e-15,TRUE
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,4,1.71045556380514,4,8.75122205435707,1.05527307778717e-18,4.5906836939198e-18,262,GO:BP,3.17882944938904e-17,9.76927107380287e-17,TRUE
HALLMARK_MTORC1_SIGNALING,4,1.21552374212661,3,8.73843960980873,1.18176095395495e-18,6.31176680864074e-59,195,Hallmark,3.54367136965492e-17,1.98279645888586e-56,FALSE
GOBP_HUMORAL_IMMUNE_RESPONSE,4,1.78678959540082,4,8.73705753278412,1.19630325255907e-18,8.74067845538551e-18,198,GO:BP,3.57104640594217e-17,1.77422325446702e-16,TRUE
REACTOME_SARS_COV_2_HOST_INTERACTIONS,4,1.36923825812781,3,8.73613641636235,1.20609327367024e-18,2.25143307512359e-21,184,Reactome,3.58405284973088e-17,5.82458980258444e-20,FALSE
GOBP_NUCLEOTIDE_METABOLIC_PROCESS,4,1.5582652988907,4,8.72540868486582,1.32610521974522e-18,5.32355444165451e-26,433,GO:BP,3.92301171957813e-17,1.99542549156789e-24,TRUE
REACTOME_ISG15_ANTIVIRAL_MECHANISM,4,1.99833767446754,4,8.70638562899929,1.568591059192e-18,2.14772279203304e-18,71,Reactome,4.6196407220936e-17,4.70715191330297e-17,TRUE
REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY,4,1.59625723044712,3,8.70432482375558,1.59735430447433e-18,4.18913179308771e-25,45,Reactome,4.68344282071875e-17,1.46998417228721e-23,FALSE
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,4,2.02986655037261,4,8.67658627876908,2.03912688430151e-18,3.93241267761991e-16,66,GO:BP,5.95226551138808e-17,6.99248690950366e-15,TRUE
KEGG_ALLOGRAFT_REJECTION,4,2.20088435440194,4,8.66759961523493,2.2066274010198e-18,6.08325371662416e-16,30,KEGG,6.41282861873464e-17,1.05608486233078e-14,TRUE
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,4,1.56592064888236,3,8.66602792409465,2.23728628610311e-18,1.20435758827734e-22,73,GO:BP,6.47341124097467e-17,3.53117644882916e-21,FALSE
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,4,1.61237372127121,4,8.66291265357231,2.29930377312316e-18,3.38868210531377e-17,373,GO:BP,6.62380217960415e-17,6.46102192160547e-16,TRUE
REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,4,2.03179341333052,4,8.65881916088473,2.38338171481665e-18,2.00027498364313e-17,69,Reactome,6.83616050984585e-17,3.91567182999815e-16,TRUE
REACTOME_SPOP_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274,4,1.64981806817673,3,8.65680900377335,2.42577314121726e-18,2.20558256340824e-22,46,Reactome,6.92763004874902e-17,6.29880007394118e-21,FALSE
REACTOME_DEGRADATION_OF_CRY_AND_PER_PROTEINS,4,1.63258587287023,3,8.65378937875902,2.49085538982814e-18,2.9164487407432e-22,48,Reactome,7.08283319254147e-17,8.22214202678756e-21,FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION,4,1.63674090960207,4,8.6375609578337,2.87129094248147e-18,1.14337279654277e-18,355,GO:BP,8.12957353972113e-17,2.53967351474501e-17,TRUE
REACTOME_REGULATION_OF_PD_L1_CD274_POST_TRANSLATIONAL_MODIFICATION,4,1.52948763215531,3,8.61251586227212,3.57372021225478e-18,1.56958609929833e-21,86,Reactome,1.00751419830106e-16,4.10895218137742e-20,FALSE
GOBP_VIRAL_LIFE_CYCLE,4,1.66580324912281,4,8.61159721097834,3.60248028749315e-18,1.47857498493741e-19,260,GO:BP,1.01130053006776e-16,3.43456309001131e-18,TRUE
GOBP_KERATINIZATION,4,1.49535157071924,3,8.55557843660207,5.86395755394744e-18,6.20410724319523e-29,79,GO:BP,1.63917491455048e-16,2.86213255128384e-27,FALSE
GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION,4,1.62543407656881,3,8.54211185647853,6.58953814388626e-18,3.19350717306304e-20,67,GO:BP,1.83422713650707e-16,7.85115007319217e-19,FALSE
REACTOME_UNWINDING_OF_DNA,4,2.13378076688712,4,8.52383269098059,7.71792765848197e-18,6.00856227594479e-16,12,Reactome,2.1392928051683e-16,1.04587032544612e-14,TRUE
REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY,4,1.94109160335571,4,8.50844030288607,8.81443120974082e-18,1.98018266316241e-20,58,Reactome,2.43300429668034e-16,4.92953397316316e-19,TRUE
GOBP_INTERLEUKIN_10_PRODUCTION,4,2.01522529788469,4,8.50716002542931,8.91227214170904e-18,6.84656704551384e-17,59,GO:BP,2.44976080495227e-16,1.27951282717436e-15,TRUE
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,3,1.64783836757683,3,8.50448316428315,9.12031806392478e-18,7.88766564468552e-17,480,GO:BP,2.49654515633659e-16,1.46577268332367e-15,TRUE
GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION,4,1.96938152868499,4,8.48489852190592,1.07953534226172e-17,2.23030715136133e-17,74,GO:BP,2.94284903012419e-16,4.32745184633257e-16,TRUE
GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,4,1.72572186814583,4,8.47107753968096,1.21566658721864e-17,6.84813168224536e-19,198,GO:BP,3.30030966085652e-16,1.5366368948222e-17,TRUE
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,4,1.7861591253106,4,8.46813336325838,1.24678359265508e-17,6.06884089362375e-18,155,GO:BP,3.37091449210883e-16,1.27098867857892e-16,TRUE
GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,4,1.74324679113905,4,8.45079410458449,1.44664051169727e-17,1.81907903956365e-17,209,GO:BP,3.89530100231301e-16,3.5929534203597e-16,TRUE
REACTOME_DEGRADATION_OF_AXIN,4,1.60747282341675,3,8.44865985156329,1.47332800711227e-17,6.80073259778752e-22,42,Reactome,3.95103449712181e-16,1.84627296080676e-20,FALSE
REACTOME_UBIQUITIN_DEPENDENT_DEGRADATION_OF_CYCLIN_D,4,1.62838969254394,3,8.43417950821979,1.66767219977543e-17,3.19691238439675e-22,39,Reactome,4.45410263235566e-16,8.93645381350226e-21,FALSE
GOBP_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,4,1.93140332920075,4,8.43324237240766,1.68108679671313e-17,4.33570572860086e-17,77,GO:BP,4.47182645077279e-16,8.17218591187997e-16,TRUE
REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,4,1.56068523077044,3,8.4305906087665,1.71962483176844e-17,3.20139361783946e-20,75,Reactome,4.55596988561301e-16,7.85115007319217e-19,FALSE
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,4,1.88659485375398,4,8.40227615128472,2.18953278676385e-17,2.17176258788831e-15,160,Reactome,5.77773911771245e-16,3.57284732975042e-14,TRUE
GOBP_T_CELL_MEDIATED_IMMUNITY,4,1.82676188858923,4,8.39763703218702,2.27776389037669e-17,2.10103331545755e-17,125,GO:BP,5.98661688638049e-16,4.08864801831076e-16,TRUE
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,4,1.89492427795799,4,8.39343240955916,2.36075571895768e-17,5.42120369853938e-20,74,Reactome,6.18012122141421e-16,1.3148412058553e-18,TRUE
