gene_name,n_ids,any_pc,any_lnc,gene_types,biotype
DPM1,1,TRUE,FALSE,protein_coding,protein_coding
MOCS3,1,TRUE,FALSE,protein_coding,protein_coding
RP5-955M13.4,1,FALSE,TRUE,antisense,lncRNA
KCNG1,1,TRUE,FALSE,protein_coding,protein_coding
RP4-811M8.1,1,FALSE,FALSE,TEC,other
RPSAP1,1,FALSE,FALSE,processed_pseudogene,other
MIR3194,1,FALSE,FALSE,miRNA,other
NFATC2,1,TRUE,FALSE,protein_coding,protein_coding
RP5-827A12.2,1,FALSE,FALSE,processed_pseudogene,other
ATP9A,1,TRUE,FALSE,protein_coding,protein_coding
SALL4,1,TRUE,FALSE,protein_coding,protein_coding
LINC01429,1,FALSE,TRUE,lincRNA,lncRNA
RNU6-347P,1,FALSE,FALSE,snRNA,other
RNU7-6P,1,FALSE,FALSE,snRNA,other
ERP29P1,1,FALSE,FALSE,processed_pseudogene,other
ZFP64,1,TRUE,FALSE,protein_coding,protein_coding
RP4-583K8.1,1,FALSE,TRUE,lincRNA,lncRNA
RP5-1022J11.2,1,FALSE,TRUE,lincRNA,lncRNA
MRPS33P4,1,FALSE,FALSE,processed_pseudogene,other
LINC01524,1,FALSE,TRUE,lincRNA,lncRNA
RP4-715N11.2,1,FALSE,TRUE,lincRNA,lncRNA
RP11-80K6.2,1,FALSE,TRUE,lincRNA,lncRNA
RPL36P1,1,FALSE,FALSE,processed_pseudogene,other
RN7SKP184,1,FALSE,FALSE,misc_RNA,other
RP11-15M15.1,1,FALSE,TRUE,antisense,lncRNA
RP11-15M15.2,1,FALSE,TRUE,antisense,lncRNA
RP4-669H2.1,1,FALSE,TRUE,antisense,lncRNA
PPIAP10,1,FALSE,FALSE,processed_pseudogene,other
RP4-678D15.1,1,FALSE,TRUE,antisense,lncRNA
TSHZ2,1,TRUE,FALSE,protein_coding,protein_coding
RP5-823G15.5,1,FALSE,TRUE,antisense,lncRNA
RP4-724E16.2,1,FALSE,TRUE,antisense,lncRNA
ZNF217,1,TRUE,FALSE,protein_coding,protein_coding
AC005808.3,1,FALSE,TRUE,lincRNA,lncRNA
RNU7-14P,1,FALSE,FALSE,snRNA,other
AC006076.1,1,FALSE,TRUE,lincRNA,lncRNA
SUMO1P1,1,FALSE,FALSE,processed_pseudogene,other
AC005220.3,1,FALSE,TRUE,antisense,lncRNA
MIR4756,1,FALSE,FALSE,miRNA,other
BCAS1,1,TRUE,FALSE,protein_coding,protein_coding
CYP24A1,1,TRUE,FALSE,protein_coding,protein_coding
PFDN4,1,TRUE,FALSE,protein_coding,protein_coding
DOK5,1,TRUE,FALSE,protein_coding,protein_coding
RNU4ATAC7P,1,FALSE,FALSE,snRNA,other
RPL12P4,1,FALSE,FALSE,processed_pseudogene,other
LINC01441,1,FALSE,TRUE,lincRNA,lncRNA
LINC01440,1,FALSE,TRUE,lincRNA,lncRNA
RP5-837G17.1,1,FALSE,TRUE,lincRNA,lncRNA
CBLN4,1,TRUE,FALSE,protein_coding,protein_coding
RNA5SP487,1,FALSE,FALSE,rRNA,other
MC3R,1,TRUE,FALSE,protein_coding,protein_coding
RP11-380D15.2,1,FALSE,FALSE,processed_pseudogene,other
RP11-380D15.3,1,FALSE,TRUE,lincRNA,lncRNA
FAM210B,1,TRUE,FALSE,protein_coding,protein_coding
AURKA,1,TRUE,FALSE,protein_coding,protein_coding
CSTF1,1,TRUE,FALSE,protein_coding,protein_coding
RPL39P,1,FALSE,FALSE,processed_pseudogene,other
CASS4,1,TRUE,FALSE,protein_coding,protein_coding
RTFDC1,1,TRUE,FALSE,protein_coding,protein_coding
RP5-1153D9.5,1,FALSE,FALSE,TEC,other
GCNT7,1,TRUE,FALSE,protein_coding,protein_coding
FAM209A,1,TRUE,FALSE,protein_coding,protein_coding
FAM209B,1,TRUE,FALSE,protein_coding,protein_coding
LINC01716,1,FALSE,TRUE,lincRNA,lncRNA
RPS4XP3,1,FALSE,FALSE,processed_pseudogene,other
TFAP2C,1,TRUE,FALSE,protein_coding,protein_coding
RNU6-1146P,1,FALSE,FALSE,snRNA,other
RN7SL170P,1,FALSE,FALSE,misc_RNA,other
PTMAP6,1,FALSE,FALSE,processed_pseudogene,other
RP5-897D18.1,1,FALSE,TRUE,lincRNA,lncRNA
RNU6-929P,1,FALSE,FALSE,snRNA,other
RP11-560A15.4,1,FALSE,TRUE,lincRNA,lncRNA
RP11-560A15.3,1,FALSE,TRUE,lincRNA,lncRNA
RP11-560A15.6,1,FALSE,FALSE,TEC,other
BMP7-AS1,1,FALSE,TRUE,antisense,lncRNA
BMP7,1,TRUE,FALSE,protein_coding,protein_coding
RP4-813D12.3,1,FALSE,TRUE,lincRNA,lncRNA
MIR4325,1,FALSE,FALSE,miRNA,other
RPL39P39,1,FALSE,FALSE,processed_pseudogene,other
SPO11,1,TRUE,FALSE,protein_coding,protein_coding
MTND1P9,1,FALSE,FALSE,processed_pseudogene,other
MTRNR2L3,1,TRUE,FALSE,protein_coding,protein_coding
RAE1,1,TRUE,FALSE,protein_coding,protein_coding
RP4-800J21.3,1,FALSE,TRUE,antisense,lncRNA
RBM38,1,TRUE,FALSE,protein_coding,protein_coding
HMGB1P1,1,FALSE,FALSE,processed_pseudogene,other
CTCFL,1,TRUE,FALSE,protein_coding,protein_coding
PCK1,1,TRUE,FALSE,protein_coding,protein_coding
RP4-718J7.4,1,FALSE,TRUE,lincRNA,lncRNA
ZBP1,1,TRUE,FALSE,protein_coding,protein_coding
PMEPA1,1,TRUE,FALSE,protein_coding,protein_coding
NKILA,1,FALSE,TRUE,antisense,lncRNA
MIR4532,1,FALSE,FALSE,miRNA,other
RP13-379L11.2,1,FALSE,TRUE,lincRNA,lncRNA
LINC01742,1,FALSE,TRUE,lincRNA,lncRNA
RP13-379L11.1,1,FALSE,TRUE,lincRNA,lncRNA
RP13-379L11.3,1,FALSE,FALSE,processed_pseudogene,other
C20orf85,1,TRUE,FALSE,protein_coding,protein_coding
ANKRD60,1,TRUE,FALSE,protein_coding,protein_coding
PPP4R1L,1,FALSE,FALSE,transcribed_unprocessed_pseudogene,other
RAB22A,1,TRUE,FALSE,protein_coding,protein_coding
VAPB,1,TRUE,FALSE,protein_coding,protein_coding
APCDD1L,1,TRUE,FALSE,protein_coding,protein_coding
RP5-907D15.3,1,FALSE,TRUE,lincRNA,lncRNA
APCDD1L-AS1,1,FALSE,TRUE,processed_transcript,lncRNA
LINC01711,1,FALSE,TRUE,lincRNA,lncRNA
STX16,1,TRUE,FALSE,protein_coding,protein_coding
RP11-261P9.4,1,FALSE,TRUE,sense_intronic,lncRNA
STX16-NPEPL1,1,TRUE,FALSE,protein_coding,protein_coding
NPEPL1,1,TRUE,FALSE,protein_coding,protein_coding
RP4-806M20.5,1,FALSE,TRUE,lincRNA,lncRNA
PIEZO1P2,1,FALSE,FALSE,unprocessed_pseudogene,other
MIR296,1,FALSE,FALSE,miRNA,other
RP4-806M20.4,1,FALSE,TRUE,lincRNA,lncRNA
MIR298,1,FALSE,FALSE,miRNA,other
RP4-806M20.3,1,FALSE,TRUE,lincRNA,lncRNA
GNAS-AS1_1,1,FALSE,FALSE,misc_RNA,other
GNAS-AS1_2,1,FALSE,FALSE,misc_RNA,other
GNAS-AS1_4,1,FALSE,FALSE,misc_RNA,other
GNAS-AS1_5,1,FALSE,FALSE,misc_RNA,other
GNAS-AS1,1,FALSE,TRUE,antisense,lncRNA
RP1-309F20.4,1,FALSE,TRUE,antisense,lncRNA
RP1-309F20.3,1,FALSE,TRUE,antisense,lncRNA
GNAS,1,TRUE,FALSE,protein_coding,protein_coding
NELFCD,1,TRUE,FALSE,protein_coding,protein_coding
CTSZ,1,TRUE,FALSE,protein_coding,protein_coding
TUBB1,1,TRUE,FALSE,protein_coding,protein_coding
ATP5E,1,TRUE,FALSE,protein_coding,protein_coding
PRELID3B,1,TRUE,FALSE,protein_coding,protein_coding
MRPS16P2,1,FALSE,FALSE,processed_pseudogene,other
ZNF831,1,TRUE,FALSE,protein_coding,protein_coding
EDN3,1,TRUE,FALSE,protein_coding,protein_coding
RP4-614C15.2,1,FALSE,TRUE,lincRNA,lncRNA
RP4-614C15.3,1,FALSE,TRUE,lincRNA,lncRNA
PIEZO1P1,1,FALSE,FALSE,processed_pseudogene,other
RP11-164D18.2,1,FALSE,TRUE,lincRNA,lncRNA
RP4-719C8.1,1,FALSE,TRUE,antisense,lncRNA
PHACTR3,1,TRUE,FALSE,protein_coding,protein_coding
RNU7-141P,1,FALSE,FALSE,snRNA,other
SYCP2,1,TRUE,FALSE,protein_coding,protein_coding
PPP1R3D,1,TRUE,FALSE,protein_coding,protein_coding
FAM217B,1,TRUE,FALSE,protein_coding,protein_coding
CDH26,1,TRUE,FALSE,protein_coding,protein_coding
C20orf197,1,FALSE,TRUE,lincRNA,lncRNA
RP5-1017F8.2,1,FALSE,TRUE,lincRNA,lncRNA
MIR646,1,FALSE,FALSE,miRNA,other
MTCO2P1,1,FALSE,FALSE,processed_pseudogene,other
MIR4533,1,FALSE,FALSE,miRNA,other
MIR646HG,1,FALSE,TRUE,lincRNA,lncRNA
MIR548AG2,1,FALSE,FALSE,miRNA,other
RP5-1016A21.1,1,FALSE,TRUE,lincRNA,lncRNA
RP11-151E14.1,1,FALSE,TRUE,lincRNA,lncRNA
RP5-827L5.2,1,FALSE,TRUE,lincRNA,lncRNA
LINC01718,1,FALSE,TRUE,lincRNA,lncRNA
WI2-8325B5.1,1,FALSE,TRUE,lincRNA,lncRNA
RP5-827E24.1,1,FALSE,TRUE,lincRNA,lncRNA
RP11-429E11.3,1,FALSE,TRUE,antisense,lncRNA
RP11-429E11.2,1,FALSE,TRUE,antisense,lncRNA
MIR1257,1,FALSE,FALSE,miRNA,other
RP11-11M20.2,1,FALSE,FALSE,processed_pseudogene,other
MIR3195,1,FALSE,FALSE,miRNA,other
RP11-11M20.4,1,FALSE,TRUE,lincRNA,lncRNA
LSM14B,1,TRUE,FALSE,protein_coding,protein_coding
PSMA7,1,TRUE,FALSE,protein_coding,protein_coding
SS18L1,1,TRUE,FALSE,protein_coding,protein_coding
MTG2,1,TRUE,FALSE,protein_coding,protein_coding
HRH3,1,TRUE,FALSE,protein_coding,protein_coding
OSBPL2,1,TRUE,FALSE,protein_coding,protein_coding
RP11-157P1.4,1,FALSE,TRUE,antisense,lncRNA
ADRM1,1,TRUE,FALSE,protein_coding,protein_coding
MIR4758,1,FALSE,FALSE,miRNA,other
LAMA5-AS1,1,FALSE,TRUE,antisense,lncRNA
LAMA5,1,TRUE,FALSE,protein_coding,protein_coding
RP5-908M14.9,1,FALSE,TRUE,antisense,lncRNA
RPS21,1,TRUE,FALSE,protein_coding,protein_coding
RP5-908M14.10,1,FALSE,TRUE,sense_intronic,lncRNA
CABLES2,1,TRUE,FALSE,protein_coding,protein_coding
RBBP8NL,1,TRUE,FALSE,protein_coding,protein_coding
RP5-908M14.5,1,FALSE,TRUE,antisense,lncRNA
GATA5,1,TRUE,FALSE,protein_coding,protein_coding
RP13-379O24.3,1,FALSE,TRUE,lincRNA,lncRNA
RP13-379O24.2,1,FALSE,TRUE,lincRNA,lncRNA
C20orf166-AS1,1,FALSE,TRUE,antisense,lncRNA
MIR1-1,1,FALSE,FALSE,miRNA,other
MIR133A2,1,FALSE,FALSE,miRNA,other
MIR1-1HG,1,FALSE,TRUE,antisense,lncRNA
RPL7P3,1,FALSE,FALSE,processed_pseudogene,other
WI2-87327B8.1,1,FALSE,TRUE,lincRNA,lncRNA
WI2-87327B8.2,1,FALSE,TRUE,lincRNA,lncRNA
RP13-30A9.1,1,FALSE,TRUE,antisense,lncRNA
RP13-30A9.2,1,FALSE,TRUE,antisense,lncRNA
RP11-93B14.6,1,FALSE,TRUE,antisense,lncRNA
RP11-93B14.9,1,FALSE,TRUE,antisense,lncRNA
RP11-93B14.10,1,FALSE,TRUE,antisense,lncRNA
SLCO4A1-AS1,1,FALSE,TRUE,antisense,lncRNA
SLCO4A1,1,TRUE,FALSE,protein_coding,protein_coding
LINC00686,1,FALSE,TRUE,lincRNA,lncRNA
RP11-93B14.4,1,FALSE,TRUE,antisense,lncRNA
NTSR1,1,TRUE,FALSE,protein_coding,protein_coding
LINC00659,1,FALSE,TRUE,antisense,lncRNA
MRGBP,1,TRUE,FALSE,protein_coding,protein_coding
OGFR-AS1,1,FALSE,TRUE,antisense,lncRNA
OGFR,1,TRUE,FALSE,protein_coding,protein_coding
COL9A3,1,TRUE,FALSE,protein_coding,protein_coding
DPH3P1,1,FALSE,FALSE,processed_pseudogene,other
TCFL5,1,TRUE,FALSE,protein_coding,protein_coding
ARF4P2,1,FALSE,FALSE,processed_pseudogene,other
RP4-563E14.1,1,FALSE,TRUE,lincRNA,lncRNA
DIDO1,1,TRUE,FALSE,protein_coding,protein_coding
GID8,1,TRUE,FALSE,protein_coding,protein_coding
SLC17A9,1,TRUE,FALSE,protein_coding,protein_coding
BHLHE23,1,TRUE,FALSE,protein_coding,protein_coding
LINC00029,1,FALSE,TRUE,lincRNA,lncRNA
LINC01056,1,FALSE,TRUE,lincRNA,lncRNA
LINC01749,1,FALSE,TRUE,lincRNA,lncRNA
HAR1A,2,FALSE,TRUE,lincRNA;misc_RNA,lncRNA
HAR1B,1,FALSE,TRUE,lincRNA,lncRNA
RP5-963E22.5,1,FALSE,TRUE,lincRNA,lncRNA
MIR124-3,1,FALSE,FALSE,miRNA,other
RP5-963E22.4,1,FALSE,TRUE,lincRNA,lncRNA
YTHDF1,1,TRUE,FALSE,protein_coding,protein_coding
RP5-963E22.6,1,FALSE,TRUE,lincRNA,lncRNA
MIR3196,1,FALSE,FALSE,miRNA,other
BIRC7,1,TRUE,FALSE,protein_coding,protein_coding
FLJ16779,1,FALSE,TRUE,antisense,lncRNA
NKAIN4,1,TRUE,FALSE,protein_coding,protein_coding
MIR4326,1,FALSE,FALSE,miRNA,other
ARFGAP1,1,TRUE,FALSE,protein_coding,protein_coding
COL20A1,1,TRUE,FALSE,protein_coding,protein_coding
RNU6-994P,1,FALSE,FALSE,snRNA,other
RP11-261N11.8,1,FALSE,TRUE,antisense,lncRNA
CHRNA4,1,TRUE,FALSE,protein_coding,protein_coding
EEF1A2,1,TRUE,FALSE,protein_coding,protein_coding
RP4-697K14.3,1,FALSE,TRUE,antisense,lncRNA
PPDPF,1,TRUE,FALSE,protein_coding,protein_coding
PTK6,1,TRUE,FALSE,protein_coding,protein_coding
RP4-697K14.15,1,FALSE,TRUE,antisense,lncRNA
SRMS,1,TRUE,FALSE,protein_coding,protein_coding
FNDC11,1,TRUE,FALSE,protein_coding,protein_coding
HELZ2,1,TRUE,FALSE,protein_coding,protein_coding
GMEB2,1,TRUE,FALSE,protein_coding,protein_coding
CTD-3184A7.4,1,FALSE,TRUE,antisense,lncRNA
STMN3,1,TRUE,FALSE,protein_coding,protein_coding
RTEL1,1,TRUE,FALSE,protein_coding,protein_coding
TNFRSF6B,1,TRUE,FALSE,protein_coding,protein_coding
RTEL1-TNFRSF6B,1,TRUE,FALSE,protein_coding,protein_coding
ARFRP1,1,TRUE,FALSE,protein_coding,protein_coding
RP4-583P15.16,1,FALSE,TRUE,antisense,lncRNA
ZGPAT,1,TRUE,FALSE,protein_coding,protein_coding
RP4-583P15.15,1,TRUE,FALSE,protein_coding,protein_coding
LIME1,1,TRUE,FALSE,protein_coding,protein_coding
RP4-583P15.14,1,TRUE,FALSE,protein_coding,protein_coding
SLC2A4RG,1,TRUE,FALSE,protein_coding,protein_coding
RP4-583P15.10,1,FALSE,TRUE,antisense,lncRNA
ZBTB46-AS1,1,FALSE,TRUE,antisense,lncRNA
ZBTB46,1,TRUE,FALSE,protein_coding,protein_coding
C20orf181,1,FALSE,FALSE,TEC,other
ABHD16B,1,TRUE,FALSE,protein_coding,protein_coding
RP4-591C20.9,1,FALSE,TRUE,antisense,lncRNA
TPD52L2,1,TRUE,FALSE,protein_coding,protein_coding
RNU1-134P,1,FALSE,FALSE,snRNA,other
MIR941-1,1,FALSE,FALSE,miRNA,other
MIR941-2,1,FALSE,FALSE,miRNA,other
MIR941-3,1,FALSE,FALSE,miRNA,other
MIR941-4,1,FALSE,FALSE,miRNA,other
MIR941-5,1,FALSE,FALSE,miRNA,other
DNAJC5,1,TRUE,FALSE,protein_coding,protein_coding
MIR1914,1,FALSE,FALSE,miRNA,other
MIR647,1,FALSE,FALSE,miRNA,other
UCKL1,1,TRUE,FALSE,protein_coding,protein_coding
UCKL1-AS1,1,FALSE,TRUE,antisense,lncRNA
ZNF512B,1,TRUE,FALSE,protein_coding,protein_coding
SAMD10,1,TRUE,FALSE,protein_coding,protein_coding
PRPF6,1,TRUE,FALSE,protein_coding,protein_coding
LINC00176,1,TRUE,FALSE,protein_coding,protein_coding
SOX18,1,TRUE,FALSE,protein_coding,protein_coding
RP13-152O15.5,1,FALSE,TRUE,antisense,lncRNA
TCEA2,1,TRUE,FALSE,protein_coding,protein_coding
MIR6813,1,FALSE,FALSE,miRNA,other
RGS19,1,TRUE,FALSE,protein_coding,protein_coding
LKAAEAR1,1,TRUE,FALSE,protein_coding,protein_coding
RP11-476I15.5,1,FALSE,FALSE,processed_pseudogene,other
CICP4,1,FALSE,FALSE,processed_pseudogene,other
LINC00266-1,1,FALSE,TRUE,lincRNA,lncRNA
RP11-476I15.6,1,FALSE,FALSE,processed_pseudogene,other
CH507-9B2.2,1,TRUE,FALSE,protein_coding,protein_coding
CH507-9B2.1,1,TRUE,FALSE,protein_coding,protein_coding
CH507-9B2.8,1,FALSE,TRUE,antisense,lncRNA
CH507-9B2.3,1,TRUE,FALSE,protein_coding,protein_coding
CH507-9B2.4,1,TRUE,FALSE,protein_coding,protein_coding
CH507-9B2.5,1,TRUE,FALSE,protein_coding,protein_coding
CH507-9B2.9,1,TRUE,FALSE,protein_coding,protein_coding
RP11-717F1.1,1,FALSE,TRUE,lincRNA,lncRNA
LINC01670,1,FALSE,TRUE,lincRNA,lncRNA
RP11-717F1.2,1,FALSE,TRUE,lincRNA,lncRNA
CH507-39O4.3,1,FALSE,FALSE,TEC,other
CH507-39O4.1,1,FALSE,TRUE,lincRNA,lncRNA
CH507-39O4.2,1,FALSE,TRUE,lincRNA,lncRNA
CH507-42P11.1,1,TRUE,FALSE,protein_coding,protein_coding
CH507-42P11.2,1,FALSE,FALSE,processed_pseudogene,other
CH507-42P11.3,1,FALSE,FALSE,TEC,other
LINC01669,1,FALSE,TRUE,lincRNA,lncRNA
CH507-42P11.7,1,FALSE,TRUE,lincRNA,lncRNA
CH507-42P11.6,1,FALSE,TRUE,lincRNA,lncRNA
CH507-42P11.8,1,TRUE,FALSE,protein_coding,protein_coding
CH507-24F1.2,1,FALSE,TRUE,lincRNA,lncRNA
CH507-145C22.2,1,FALSE,FALSE,unprocessed_pseudogene,other
CH507-254M2.4,1,FALSE,FALSE,unprocessed_pseudogene,other
CH507-145C22.1,1,FALSE,TRUE,lincRNA,lncRNA
CBSL,1,TRUE,FALSE,protein_coding,protein_coding
U2AF1L5,1,TRUE,FALSE,protein_coding,protein_coding
CH507-152C13.4,1,FALSE,FALSE,processed_pseudogene,other
CH507-152C13.5,1,FALSE,FALSE,TEC,other
CH507-152C13.6,1,FALSE,TRUE,lincRNA,lncRNA
CH507-152C13.3,1,TRUE,FALSE,protein_coding,protein_coding
CH507-145C22.3,1,FALSE,TRUE,lincRNA,lncRNA
CH507-154B10.1,1,FALSE,TRUE,lincRNA,lncRNA
CH507-154B10.3,1,FALSE,FALSE,unprocessed_pseudogene,other
CH507-236L23.5,1,FALSE,FALSE,unprocessed_pseudogene,other
CH507-254M2.3,1,FALSE,TRUE,lincRNA,lncRNA
CH507-210P18.1,1,FALSE,TRUE,lincRNA,lncRNA
MIR8069-1,1,FALSE,FALSE,miRNA,other
CH507-210P18.4,1,FALSE,TRUE,lincRNA,lncRNA
CH507-210P18.3,1,FALSE,FALSE,processed_pseudogene,other
CH507-210P18.5,1,FALSE,TRUE,lincRNA,lncRNA
CH507-145C22.4,1,FALSE,TRUE,lincRNA,lncRNA
CH507-154B10.2,1,FALSE,TRUE,lincRNA,lncRNA
CH507-236L23.4,1,FALSE,FALSE,unprocessed_pseudogene,other
CH507-236L23.1,1,FALSE,TRUE,lincRNA,lncRNA
CH507-254M2.1,1,FALSE,TRUE,lincRNA,lncRNA
CH507-236L23.2,1,FALSE,FALSE,processed_pseudogene,other
CH507-236L23.3,1,FALSE,FALSE,TEC,other
CH507-254M2.5,1,FALSE,FALSE,unprocessed_pseudogene,other
CH507-254M2.6,1,FALSE,FALSE,unprocessed_pseudogene,other
CH507-254M2.2,1,FALSE,TRUE,lincRNA,lncRNA
CH507-338C24.2,1,FALSE,FALSE,processed_pseudogene,other
CH507-338C24.1,1,FALSE,TRUE,lincRNA,lncRNA
CH507-396I9.7,1,TRUE,FALSE,protein_coding,protein_coding
SMIM11B,1,TRUE,FALSE,protein_coding,protein_coding
CH507-396I9.3,1,TRUE,FALSE,protein_coding,protein_coding
KCNE1B,1,TRUE,FALSE,protein_coding,protein_coding
CH507-338C24.3,1,FALSE,FALSE,TEC,other
MIR6724-1,1,FALSE,FALSE,miRNA,other
MIR3648-1,1,FALSE,FALSE,miRNA,other
MIR3687-1,1,FALSE,FALSE,miRNA,other
CH507-513H4.6,1,FALSE,TRUE,lincRNA,lncRNA
CH507-513H4.1,1,FALSE,TRUE,lincRNA,lncRNA
MIR6724-2,1,FALSE,FALSE,miRNA,other
CH507-513H4.5,1,FALSE,TRUE,lincRNA,lncRNA
MIR6724-3,1,FALSE,FALSE,miRNA,other
CH507-513H4.4,1,FALSE,TRUE,lincRNA,lncRNA
CH507-528H12.1,1,FALSE,TRUE,lincRNA,lncRNA
MIR6724-4,1,FALSE,FALSE,miRNA,other
CH507-513H4.3,1,FALSE,TRUE,lincRNA,lncRNA
RPSAP68,1,FALSE,FALSE,processed_pseudogene,other
bP-2168N6.1,1,FALSE,FALSE,processed_pseudogene,other
bP-2168N6.3,1,FALSE,FALSE,processed_pseudogene,other
LINC01666,1,FALSE,TRUE,lincRNA,lncRNA
SNX18P10,1,FALSE,FALSE,processed_pseudogene,other
MTCO1P1,1,FALSE,FALSE,processed_pseudogene,other
bP-2189O9.2,1,FALSE,FALSE,unprocessed_pseudogene,other
MIR3648-2,1,FALSE,FALSE,miRNA,other
MIR3687-2,1,FALSE,FALSE,miRNA,other
bP-2171C21.3,1,FALSE,TRUE,lincRNA,lncRNA
bP-2171C21.4,1,FALSE,FALSE,processed_pseudogene,other
bP-2171C21.2,1,FALSE,FALSE,unprocessed_pseudogene,other
bP-2171C21.6,1,FALSE,FALSE,processed_pseudogene,other
bP-2171C21.5,1,FALSE,FALSE,processed_pseudogene,other
TEKT4P2,1,FALSE,FALSE,transcribed_unprocessed_pseudogene,other
SNX18P12,1,FALSE,FALSE,processed_pseudogene,other
bP-21264C1.2,1,FALSE,TRUE,lincRNA,lncRNA
bP-21264C1.1,1,FALSE,FALSE,unprocessed_pseudogene,other
RP11-570J4.1,1,FALSE,FALSE,processed_pseudogene,other
RP11-570J4.2,1,FALSE,FALSE,processed_pseudogene,other
RP11-555K2.1,1,FALSE,FALSE,processed_pseudogene,other
RP11-555K2.2,1,FALSE,FALSE,processed_pseudogene,other
LINC01667,1,FALSE,TRUE,lincRNA,lncRNA
RN7SL52P,1,FALSE,FALSE,misc_RNA,other
RP11-555K2.4,1,FALSE,TRUE,lincRNA,lncRNA
bP-21201H5.2,1,FALSE,FALSE,TEC,other
bP-21201H5.1,1,FALSE,FALSE,transcribed_processed_pseudogene,other
CH507-216K13.2,1,FALSE,TRUE,lincRNA,lncRNA
CH507-216K13.1,1,FALSE,FALSE,unprocessed_pseudogene,other
EIF3FP1,1,FALSE,FALSE,processed_pseudogene,other
AP003900.6,1,FALSE,TRUE,lincRNA,lncRNA
VN1R7P,1,FALSE,FALSE,processed_pseudogene,other
RP11-589M2.1,1,FALSE,FALSE,unprocessed_pseudogene,other
BAGE2,1,FALSE,FALSE,transcribed_unprocessed_pseudogene,other
CYCSP41,1,FALSE,FALSE,processed_pseudogene,other
AL078471.5,1,FALSE,TRUE,processed_transcript,lncRNA
TPTE,1,TRUE,FALSE,protein_coding,protein_coding
SLC25A15P4,1,FALSE,FALSE,unprocessed_pseudogene,other
AF254982.2,1,FALSE,FALSE,unprocessed_pseudogene,other
IGHV1OR21-1,1,FALSE,FALSE,IG_V_gene,other
AP001464.4,1,FALSE,TRUE,lincRNA,lncRNA
RNU6-614P,1,FALSE,FALSE,snRNA,other
ANKRD30BP2,1,FALSE,FALSE,transcribed_unprocessed_pseudogene,other
ZNF355P,1,FALSE,FALSE,unprocessed_pseudogene,other
AJ239321.3,1,FALSE,FALSE,processed_pseudogene,other
RP1-127M18.1,1,FALSE,TRUE,lincRNA,lncRNA
FGF7P2,1,FALSE,FALSE,unprocessed_pseudogene,other
MIR3156-3,1,FALSE,FALSE,miRNA,other
ANKRD30BP1,1,FALSE,FALSE,unprocessed_pseudogene,other
VN1R8P,1,FALSE,FALSE,processed_pseudogene,other
GTF2IP2,1,FALSE,FALSE,unprocessed_pseudogene,other
SNX19P1,1,FALSE,FALSE,processed_pseudogene,other
OR4K11P,1,FALSE,FALSE,processed_pseudogene,other
LINC01674,1,FALSE,TRUE,lincRNA,lncRNA
OR4K12P,1,FALSE,FALSE,processed_pseudogene,other
RNU6-286P,1,FALSE,FALSE,snRNA,other
POTED,1,TRUE,FALSE,protein_coding,protein_coding
MIR3118-1,1,FALSE,FALSE,miRNA,other
AL050303.11,1,FALSE,FALSE,processed_pseudogene,other
GRAMD4P1,1,FALSE,FALSE,processed_pseudogene,other
CXADRP1,1,FALSE,FALSE,processed_pseudogene,other
AL050303.10,1,FALSE,FALSE,TEC,other
AL050303.12,1,FALSE,FALSE,processed_pseudogene,other
MIR8069-2,1,FALSE,FALSE,miRNA,other
FEM1AP1,1,FALSE,FALSE,processed_pseudogene,other
AL050303.7,1,FALSE,TRUE,lincRNA,lncRNA
TERF1P1,1,FALSE,FALSE,processed_pseudogene,other
FAM207CP,1,FALSE,FALSE,processed_pseudogene,other
GXYLT1P2,1,FALSE,FALSE,processed_pseudogene,other
CNN2P7,1,FALSE,FALSE,processed_pseudogene,other
ZNF114P1,1,FALSE,FALSE,processed_pseudogene,other
CYP4F29P,1,FALSE,FALSE,transcribed_unprocessed_pseudogene,other
SNX18P13,1,FALSE,FALSE,processed_pseudogene,other
RHOT1P2,1,FALSE,FALSE,processed_pseudogene,other
RNU6-954P,1,FALSE,FALSE,snRNA,other
ANKRD20A11P,1,FALSE,FALSE,transcribed_unprocessed_pseudogene,other
NF1P3,1,FALSE,FALSE,unprocessed_pseudogene,other
PPP6R2P1,1,FALSE,FALSE,unprocessed_pseudogene,other
FRG2MP,1,FALSE,FALSE,processed_pseudogene,other
ANKRD20A18P,1,FALSE,FALSE,unprocessed_pseudogene,other
RNA5SP488,1,FALSE,FALSE,rRNA,other
ERLEC1P1,1,FALSE,FALSE,processed_pseudogene,other
AP001347.6,1,FALSE,TRUE,antisense,lncRNA
LIPI,1,TRUE,FALSE,protein_coding,protein_coding
RBM11,1,TRUE,FALSE,protein_coding,protein_coding
ABCC13,1,FALSE,FALSE,transcribed_unprocessed_pseudogene,other
HSPA13,1,TRUE,FALSE,protein_coding,protein_coding
SAMSN1,1,TRUE,FALSE,protein_coding,protein_coding
SAMSN1-AS1,1,FALSE,TRUE,antisense,lncRNA
AF165138.7,1,TRUE,FALSE,protein_coding,protein_coding
AF127936.3,1,FALSE,TRUE,lincRNA,lncRNA
POLR2CP1,1,FALSE,FALSE,processed_pseudogene,other
AF127936.5,1,FALSE,TRUE,lincRNA,lncRNA
GAPDHP16,1,FALSE,FALSE,processed_pseudogene,other
