gene_name,n_ids,any_pc,any_lnc,gene_types,biotype
BX004987.1,1,TRUE,FALSE,protein_coding,protein_coding
AC145212.2,1,TRUE,FALSE,protein_coding,protein_coding
AC145212.1,1,TRUE,FALSE,protein_coding,protein_coding
Y_RNA,831,FALSE,FALSE,misc_RNA,other
AC011043.1,1,TRUE,FALSE,protein_coding,protein_coding
AC011043.2,1,TRUE,FALSE,protein_coding,protein_coding
AC011841.1,1,TRUE,FALSE,protein_coding,protein_coding
KIR3DL2,36,TRUE,FALSE,protein_coding,protein_coding
KIR2DS1,9,TRUE,FALSE,protein_coding,protein_coding
KIR2DS5,5,TRUE,FALSE,protein_coding,protein_coding
KIR2DL5A,8,TRUE,FALSE,protein_coding,protein_coding
KIR3DS1,7,TRUE,FALSE,protein_coding,protein_coding
KIR2DL4,35,TRUE,FALSE,protein_coding,protein_coding
KIR3DP1,35,TRUE,FALSE,protein_coding;transcribed_unprocessed_pseudogene;unprocessed_pseudogene,protein_coding
KIR2DL2,13,TRUE,FALSE,protein_coding,protein_coding
KIR2DS2,13,TRUE,FALSE,protein_coding,protein_coding
KIR3DL3,42,TRUE,FALSE,protein_coding,protein_coding
LILRP2,38,FALSE,FALSE,transcribed_processed_pseudogene;transcribed_unprocessed_pseudogene,other
LILRP1,21,FALSE,FALSE,transcribed_unprocessed_pseudogene;unprocessed_pseudogene,other
U6,115,FALSE,FALSE,snRNA,other
BX072566.1,1,TRUE,FALSE,protein_coding,protein_coding
U2,22,FALSE,FALSE,snRNA,other
AL354822.1,1,TRUE,FALSE,protein_coding,protein_coding
AL592183.1,1,TRUE,FALSE,protein_coding,protein_coding
pRNA,13,FALSE,FALSE,misc_RNA,other
RNA5-8S5,8,FALSE,FALSE,rRNA,other
NOP56P1,7,FALSE,FALSE,processed_pseudogene,other
XXbac-BPG308K3.5,8,FALSE,TRUE,lincRNA;processed_transcript,lncRNA
RPL13P,8,FALSE,FALSE,processed_pseudogene,other
LINC01623,8,FALSE,TRUE,lincRNA;processed_transcript,lncRNA
ZNF90P2,6,FALSE,FALSE,processed_pseudogene,other
HCG14,6,FALSE,TRUE,antisense;processed_transcript,lncRNA
TRIM27,7,TRUE,FALSE,protein_coding,protein_coding
HCG15,7,FALSE,TRUE,antisense;processed_transcript,lncRNA
HCG16,7,FALSE,TRUE,antisense;processed_transcript,lncRNA
ZNF311,7,TRUE,FALSE,protein_coding,protein_coding
OR2AD1P,8,FALSE,FALSE,unprocessed_pseudogene,other
OR2W1,8,TRUE,FALSE,protein_coding,protein_coding
OR2B3,8,TRUE,FALSE,protein_coding,protein_coding
OR2J1,8,TRUE,FALSE,polymorphic_pseudogene;protein_coding;unprocessed_pseudogene,protein_coding
OR2J3,8,TRUE,FALSE,protein_coding,protein_coding
XXbac-BCX196D17.5,7,FALSE,TRUE,lincRNA;processed_transcript,lncRNA
OR2N1P,8,FALSE,FALSE,unprocessed_pseudogene,other
OR2J2,8,TRUE,FALSE,protein_coding,protein_coding
XXbac-BPG308J9.3,6,FALSE,TRUE,lincRNA;processed_transcript,lncRNA
OR2U2P,6,FALSE,FALSE,unprocessed_pseudogene,other
OR2B4P,7,FALSE,FALSE,unprocessed_pseudogene,other
OR14J1,7,TRUE,FALSE,protein_coding,protein_coding
OR5V1,8,TRUE,TRUE,processed_transcript;protein_coding,protein_coding
OR10C1,8,TRUE,FALSE,protein_coding,protein_coding
OR12D3,7,TRUE,TRUE,processed_transcript;protein_coding,protein_coding
OR11A1,8,TRUE,FALSE,protein_coding,protein_coding
OR2H1,8,TRUE,FALSE,protein_coding,protein_coding
UBDP1,8,FALSE,FALSE,unprocessed_pseudogene,other
MAS1LP1,8,FALSE,FALSE,unprocessed_pseudogene,other
MAS1L,8,TRUE,FALSE,protein_coding,protein_coding
RPS17P1,8,FALSE,FALSE,processed_pseudogene,other
XXbac-BPG13B8.10,8,FALSE,TRUE,lincRNA;processed_transcript,lncRNA
LINC01015,8,FALSE,TRUE,antisense;processed_transcript,lncRNA
GPR53P,8,FALSE,FALSE,processed_pseudogene;unprocessed_pseudogene,other
OR2I1P,7,FALSE,FALSE,unprocessed_pseudogene,other
UBD,7,TRUE,FALSE,protein_coding,protein_coding
OR2H5P,7,FALSE,FALSE,unprocessed_pseudogene,other
TMEM183AP1,7,FALSE,FALSE,processed_pseudogene,other
SNORD32B,7,FALSE,FALSE,snoRNA,other
RPL13AP,7,FALSE,FALSE,processed_pseudogene,other
OR2H2,7,TRUE,FALSE,protein_coding,protein_coding
GABBR1,7,TRUE,FALSE,protein_coding,protein_coding
SUMO2P1,8,FALSE,FALSE,processed_pseudogene,other
MOG,8,TRUE,FALSE,protein_coding,protein_coding
ZFP57,8,TRUE,FALSE,protein_coding,protein_coding
HCG4,8,FALSE,FALSE,unprocessed_pseudogene,other
HLA-V,8,FALSE,FALSE,transcribed_unprocessed_pseudogene,other
HLA-P,8,FALSE,FALSE,unprocessed_pseudogene,other
RPL7AP7,8,FALSE,FALSE,processed_pseudogene,other
MICG,8,FALSE,FALSE,processed_pseudogene;unprocessed_pseudogene,other
HCG4P8,8,FALSE,FALSE,unprocessed_pseudogene,other
HLA-G,8,TRUE,FALSE,protein_coding,protein_coding
MICF,8,FALSE,FALSE,unprocessed_pseudogene,other
HCG4P7,8,FALSE,FALSE,unprocessed_pseudogene,other
HLA-H,8,FALSE,FALSE,unprocessed_pseudogene,other
HLA-T,8,FALSE,FALSE,unprocessed_pseudogene,other
DDX39BP1,8,FALSE,FALSE,unprocessed_pseudogene,other
MCCD1P1,8,FALSE,FALSE,unprocessed_pseudogene,other
HCG4B,7,FALSE,FALSE,unprocessed_pseudogene,other
HLA-K,7,FALSE,FALSE,unprocessed_pseudogene,other
HLA-U,7,FALSE,FALSE,unprocessed_pseudogene,other
HCG4P5,8,FALSE,FALSE,unprocessed_pseudogene,other
HLA-W,8,FALSE,FALSE,unprocessed_pseudogene,other
DDX39BP2,8,FALSE,FALSE,unprocessed_pseudogene,other
MCCD1P2,8,FALSE,FALSE,unprocessed_pseudogene,other
HCG4P3,8,FALSE,FALSE,unprocessed_pseudogene,other
HLA-J,8,FALSE,FALSE,transcribed_unprocessed_pseudogene,other
HLA-A,8,TRUE,FALSE,protein_coding,protein_coding
ETF1P1,8,FALSE,FALSE,processed_pseudogene,other
ZNRD1-AS1_1,8,FALSE,FALSE,misc_RNA,other
ZNRD1-AS1_2,9,FALSE,FALSE,misc_RNA,other
ZNRD1-AS1_3,8,FALSE,FALSE,misc_RNA,other
ZNRD1ASP,8,FALSE,TRUE,antisense;processed_transcript;transcribed_unitary_pseudogene,lncRNA
ZNRD1,8,TRUE,FALSE,protein_coding,protein_coding
PPP1R11,8,TRUE,FALSE,protein_coding,protein_coding
RNF39,8,TRUE,FALSE,protein_coding,protein_coding
TRIM31,8,TRUE,FALSE,protein_coding,protein_coding
TRIM31-AS1,8,FALSE,TRUE,antisense;processed_transcript,lncRNA
SNORA48,20,FALSE,FALSE,snoRNA,other
TRIM40,8,TRUE,FALSE,protein_coding,protein_coding
TRIM10,8,TRUE,FALSE,protein_coding,protein_coding
TRIM15,8,TRUE,FALSE,protein_coding,protein_coding
PAIP1P1,8,FALSE,FALSE,processed_pseudogene,other
TRIM26,8,TRUE,FALSE,protein_coding,protein_coding
TRIM26BP,7,FALSE,FALSE,unprocessed_pseudogene,other
HCG17,7,FALSE,TRUE,lincRNA;processed_transcript,lncRNA
HCG18,7,FALSE,TRUE,antisense;processed_transcript,lncRNA
TRIM39,7,TRUE,FALSE,protein_coding,protein_coding
RPP21,7,TRUE,FALSE,protein_coding,protein_coding
HLA-N,7,FALSE,FALSE,unprocessed_pseudogene,other
HCG19P,7,FALSE,FALSE,processed_pseudogene,other
UBQLN1P1,7,FALSE,FALSE,processed_pseudogene,other
MICC,8,FALSE,FALSE,unprocessed_pseudogene,other
XXbac-BPG249D20.9,8,FALSE,TRUE,antisense;processed_transcript,lncRNA
GNL1,8,TRUE,FALSE,protein_coding,protein_coding
DHX16,8,TRUE,FALSE,protein_coding,protein_coding
PPP1R18,8,TRUE,FALSE,protein_coding,protein_coding
NRM,7,TRUE,FALSE,protein_coding,protein_coding
RPL7P4,7,FALSE,FALSE,processed_pseudogene,other
MDC1-AS1,8,FALSE,TRUE,antisense;processed_transcript,lncRNA
MDC1,8,TRUE,FALSE,protein_coding,protein_coding
TUBB,8,TRUE,FALSE,protein_coding,protein_coding
FLOT1,8,TRUE,FALSE,protein_coding,protein_coding
DDR1,7,TRUE,FALSE,protein_coding,protein_coding
MUC21,5,TRUE,FALSE,protein_coding,protein_coding
XXbac-BPG118E17.9,7,FALSE,TRUE,processed_transcript,lncRNA
HCG22,8,FALSE,TRUE,lincRNA;processed_transcript;unprocessed_pseudogene,lncRNA
MICB,8,TRUE,FALSE,protein_coding,protein_coding
PPIAP9,8,FALSE,FALSE,processed_pseudogene,other
RPL15P4,8,FALSE,FALSE,processed_pseudogene,other
MCCD1,8,TRUE,FALSE,protein_coding,protein_coding
SNORD117,8,FALSE,FALSE,snoRNA,other
DDX39B,8,TRUE,FALSE,protein_coding,protein_coding
TNF,8,TRUE,FALSE,protein_coding,protein_coding
LTB,8,TRUE,FALSE,protein_coding,protein_coding
LST1,8,TRUE,FALSE,protein_coding,protein_coding
NCR3,8,TRUE,FALSE,protein_coding,protein_coding
UQCRHP1,6,FALSE,FALSE,processed_pseudogene,other
MSH5,8,TRUE,FALSE,protein_coding,protein_coding
SAPCD1,6,TRUE,FALSE,protein_coding,protein_coding
MSH5-SAPCD1,6,TRUE,FALSE,protein_coding,protein_coding
SAPCD1-AS1,5,FALSE,TRUE,antisense;processed_transcript,lncRNA
VWA7,6,TRUE,FALSE,protein_coding,protein_coding
VARS,7,TRUE,FALSE,protein_coding,protein_coding
LSM2,6,TRUE,FALSE,protein_coding,protein_coding
HSPA1L,5,TRUE,FALSE,protein_coding,protein_coding
HSPA1A,5,TRUE,FALSE,protein_coding,protein_coding
HSPA1B,5,TRUE,FALSE,protein_coding,protein_coding
SNORD48,5,FALSE,FALSE,snoRNA,other
SNORD52,5,FALSE,FALSE,snoRNA,other
C6orf48,5,TRUE,FALSE,protein_coding,protein_coding
NEU1,8,TRUE,FALSE,protein_coding,protein_coding
SLC44A4,8,TRUE,TRUE,processed_transcript;protein_coding,protein_coding
DAQB-331I12.5,5,FALSE,TRUE,processed_transcript,lncRNA
EHMT2,7,TRUE,FALSE,protein_coding,protein_coding
5S_rRNA,28,FALSE,FALSE,rRNA,other
TNXB,8,TRUE,FALSE,protein_coding,protein_coding
PRRT1,8,TRUE,FALSE,protein_coding,protein_coding
EGFL8,7,TRUE,FALSE,protein_coding,protein_coding
PPT2,8,TRUE,FALSE,protein_coding,protein_coding
AGPAT1,7,TRUE,FALSE,protein_coding,protein_coding
RNF5,7,TRUE,FALSE,protein_coding,protein_coding
AGER,7,TRUE,FALSE,protein_coding,protein_coding
PBX2,7,TRUE,FALSE,protein_coding,protein_coding
GPSM3,7,TRUE,FALSE,protein_coding,protein_coding
NOTCH4,7,TRUE,FALSE,protein_coding,protein_coding
HNRNPA1P2,8,FALSE,FALSE,processed_pseudogene,other
C6orf10,8,TRUE,FALSE,protein_coding,protein_coding
HCG23,8,FALSE,TRUE,antisense;processed_transcript,lncRNA
BTNL2,9,TRUE,FALSE,protein_coding,protein_coding
HLA-DRB9,8,FALSE,FALSE,unprocessed_pseudogene,other
U1,41,FALSE,FALSE,snRNA,other
HLA-DRB3,3,TRUE,FALSE,protein_coding,protein_coding
XXbac-BPG254F23.7,8,FALSE,TRUE,processed_transcript,lncRNA
HLA-DQB3,8,FALSE,FALSE,unprocessed_pseudogene,other
HLA-DQA2,8,TRUE,FALSE,protein_coding,protein_coding
HLA-DQB2,8,TRUE,FALSE,protein_coding,protein_coding
HLA-DOB,6,TRUE,FALSE,protein_coding,protein_coding
TAP2,8,TRUE,FALSE,protein_coding,protein_coding
PSMB8,8,TRUE,FALSE,protein_coding,protein_coding
PSMB8-AS1,8,FALSE,TRUE,lincRNA;processed_transcript,lncRNA
TAP1,8,TRUE,FALSE,protein_coding,protein_coding
PSMB9,8,TRUE,FALSE,protein_coding,protein_coding
PPP1R2P1,8,FALSE,FALSE,transcribed_processed_pseudogene,other
HLA-Z,8,FALSE,FALSE,unprocessed_pseudogene,other
HLA-DMA,8,TRUE,FALSE,protein_coding,protein_coding
HLA-DMB,8,TRUE,FALSE,protein_coding,protein_coding
RPL32P1,8,FALSE,FALSE,processed_pseudogene,other
HLA-DPA1,8,TRUE,FALSE,protein_coding,protein_coding
HLA-DPB1,8,TRUE,FALSE,protein_coding,protein_coding
HLA-DPA2,8,FALSE,FALSE,unprocessed_pseudogene,other
COL11A2P1,8,FALSE,FALSE,unprocessed_pseudogene,other
HLA-DPB2,8,FALSE,FALSE,transcribed_unprocessed_pseudogene;unprocessed_pseudogene,other
HLA-DPA3,7,FALSE,FALSE,unprocessed_pseudogene,other
LYPLA2P1,5,FALSE,FALSE,processed_pseudogene,other
GPX6,2,TRUE,FALSE,protein_coding,protein_coding
GPX5,2,TRUE,FALSE,protein_coding,protein_coding
ZBED9,2,TRUE,FALSE,protein_coding,protein_coding
XXbac-BCX254L4.4,1,FALSE,TRUE,processed_transcript,lncRNA
LINC00533,2,FALSE,TRUE,lincRNA;processed_transcript,lncRNA
RPSAP2,3,FALSE,FALSE,processed_pseudogene,other
LINC01556,6,TRUE,TRUE,lincRNA;protein_coding,protein_coding
KRT18P1,5,FALSE,FALSE,processed_pseudogene,other
Metazoa_SRP,214,FALSE,FALSE,misc_RNA,other
OR2P1P,7,FALSE,FALSE,unprocessed_pseudogene,other
AL662852.1,1,TRUE,FALSE,protein_coding,protein_coding
SAR1P1,7,FALSE,FALSE,processed_pseudogene,other
OR2J4P,7,FALSE,FALSE,unprocessed_pseudogene,other
OR2H4P,7,FALSE,FALSE,unprocessed_pseudogene,other
OR2G1P,6,FALSE,FALSE,unprocessed_pseudogene,other
OR2U1P,5,FALSE,FALSE,unprocessed_pseudogene,other
DDX6P1,6,FALSE,FALSE,processed_pseudogene,other
OR12D2,6,TRUE,FALSE,polymorphic_pseudogene;protein_coding,protein_coding
OR12D1,7,FALSE,FALSE,polymorphic_pseudogene;unprocessed_pseudogene,other
ZDHHC20P1,7,FALSE,FALSE,processed_pseudogene,other
HCG4P11,7,FALSE,FALSE,unprocessed_pseudogene,other
RPL23AP1,6,FALSE,FALSE,transcribed_processed_pseudogene,other
HLA-F,7,TRUE,FALSE,protein_coding,protein_coding
HCG9P5,7,FALSE,FALSE,unprocessed_pseudogene,other
MICE,7,FALSE,FALSE,transcribed_unprocessed_pseudogene;unprocessed_pseudogene,other
HLA-F-AS1,6,FALSE,TRUE,processed_transcript,lncRNA
IFITM4P,7,FALSE,FALSE,processed_pseudogene,other
MICD,7,FALSE,FALSE,unprocessed_pseudogene,other
HCG9,7,FALSE,TRUE,lincRNA;processed_transcript,lncRNA
HLA-L,6,FALSE,FALSE,transcribed_unprocessed_pseudogene,other
TMPOP1,6,FALSE,FALSE,processed_pseudogene,other
SUCLA2P1,6,FALSE,FALSE,processed_pseudogene,other
RANP1,6,FALSE,FALSE,processed_pseudogene,other
HLA-E,7,TRUE,FALSE,protein_coding,protein_coding
PRR3,7,TRUE,FALSE,protein_coding,protein_coding
ABCF1,7,TRUE,FALSE,protein_coding,protein_coding
PPP1R10,7,TRUE,FALSE,protein_coding,protein_coding
MRPS18B,7,TRUE,FALSE,protein_coding,protein_coding
PTMAP1,7,FALSE,FALSE,processed_pseudogene,other
ATAT1,7,TRUE,FALSE,protein_coding,protein_coding
C6orf136,7,TRUE,FALSE,protein_coding,protein_coding
IER3,6,TRUE,FALSE,protein_coding,protein_coding
HCG20,6,FALSE,TRUE,lincRNA;processed_transcript,lncRNA
C6orf214,5,FALSE,TRUE,processed_transcript,lncRNA
XXbac-BPG27H4.8,6,FALSE,TRUE,lincRNA;processed_transcript,lncRNA
7SK,13,FALSE,FALSE,misc_RNA,other
DDR1-AS1,6,FALSE,TRUE,antisense;processed_transcript,lncRNA
GTF2H4,6,TRUE,FALSE,protein_coding,protein_coding
VARS2,6,TRUE,FALSE,protein_coding,protein_coding
SFTA2,6,TRUE,FALSE,protein_coding,protein_coding
DPCR1,5,TRUE,FALSE,protein_coding,protein_coding
HCG21,5,FALSE,TRUE,antisense;processed_transcript,lncRNA
C6orf15,6,TRUE,FALSE,protein_coding,protein_coding
CDSN,6,TRUE,FALSE,protein_coding,protein_coding
PSORS1C2,6,TRUE,FALSE,protein_coding,protein_coding
PSORS1C1,6,TRUE,FALSE,protein_coding,protein_coding
POLR2LP1,6,FALSE,FALSE,processed_pseudogene,other
CCHCR1,6,TRUE,FALSE,protein_coding,protein_coding
TCF19,7,TRUE,FALSE,protein_coding,protein_coding
POU5F1,7,TRUE,FALSE,protein_coding,protein_coding
PSORS1C3,7,FALSE,TRUE,processed_transcript;sense_intronic,lncRNA
XXbac-BPG299F13.14,7,FALSE,TRUE,lincRNA;processed_transcript,lncRNA
HCG27,7,FALSE,TRUE,lincRNA;processed_transcript,lncRNA
HLA-C,7,TRUE,FALSE,protein_coding,protein_coding
USP8P1,7,FALSE,FALSE,processed_pseudogene,other
RPL3P2,7,FALSE,FALSE,processed_pseudogene,other
WASF5P,7,FALSE,FALSE,processed_pseudogene,other
XXbac-BPG248L24.10,7,FALSE,FALSE,unprocessed_pseudogene,other
HLA-B,6,TRUE,FALSE,protein_coding,protein_coding
DHFRP2,5,FALSE,FALSE,processed_pseudogene,other
FGFR3P,4,FALSE,FALSE,processed_pseudogene,other
ZDHHC20P2,5,FALSE,FALSE,processed_pseudogene,other
HLA-S,5,FALSE,FALSE,unprocessed_pseudogene,other
MICA,5,TRUE,FALSE,protein_coding,protein_coding
LINC01149,4,FALSE,TRUE,lincRNA;processed_transcript,lncRNA
HCP5,4,FALSE,TRUE,processed_transcript;sense_overlapping,lncRNA
SNORD84,7,FALSE,FALSE,snoRNA,other
DDX39B-AS1,7,FALSE,TRUE,antisense;processed_transcript,lncRNA
ATP6V1G2,7,TRUE,FALSE,protein_coding,protein_coding
NFKBIL1,7,TRUE,FALSE,protein_coding,protein_coding
LTA,7,TRUE,FALSE,protein_coding,protein_coding
AIF1,6,TRUE,FALSE,protein_coding,protein_coding
SNORA38,8,FALSE,FALSE,snoRNA,other
PRRC2A,7,TRUE,FALSE,protein_coding,protein_coding
BAG6,7,TRUE,FALSE,protein_coding,protein_coding
APOM,7,TRUE,FALSE,protein_coding,protein_coding
C6orf47-AS1,7,FALSE,TRUE,antisense;processed_transcript,lncRNA
C6orf47,7,TRUE,FALSE,protein_coding,protein_coding
GPANK1,7,TRUE,FALSE,protein_coding,protein_coding
LY6G5B,7,TRUE,FALSE,protein_coding,protein_coding
CSNK2B,7,TRUE,FALSE,protein_coding,protein_coding
LY6G5C,7,TRUE,FALSE,protein_coding,protein_coding
ABHD16A,7,TRUE,FALSE,protein_coding,protein_coding
LY6G6F,7,TRUE,FALSE,protein_coding,protein_coding
LY6G6E,7,TRUE,FALSE,protein_coding,protein_coding
LY6G6D,7,TRUE,FALSE,protein_coding,protein_coding
LY6G6C,7,TRUE,FALSE,protein_coding,protein_coding
MPIG6B,7,TRUE,FALSE,protein_coding,protein_coding
DDAH2,7,TRUE,FALSE,protein_coding,protein_coding
CLIC1,7,TRUE,FALSE,protein_coding,protein_coding
ZBTB12,5,TRUE,FALSE,protein_coding,protein_coding
C4B-AS1,7,FALSE,TRUE,antisense;processed_transcript,lncRNA
C2,7,TRUE,FALSE,protein_coding,protein_coding
CFB,7,TRUE,FALSE,protein_coding,protein_coding
NELFE,6,TRUE,FALSE,protein_coding,protein_coding
SKIV2L,6,TRUE,FALSE,protein_coding,protein_coding
DXO,6,TRUE,FALSE,protein_coding,protein_coding
STK19,6,TRUE,FALSE,protein_coding,protein_coding
C4B,5,TRUE,TRUE,processed_transcript;protein_coding,protein_coding
XXbac-BPG116M5.15,3,FALSE,TRUE,processed_transcript,lncRNA
CYP21A2,6,TRUE,FALSE,protein_coding,protein_coding
ATF6B,4,TRUE,FALSE,protein_coding,protein_coding
FKBPL,4,TRUE,FALSE,protein_coding,protein_coding
XXbac-BCX105D18.9,1,TRUE,FALSE,protein_coding,protein_coding
HLA-DRA,8,TRUE,FALSE,protein_coding,protein_coding
RNU1-79P,1,FALSE,FALSE,snRNA,other
HLA-DRB2,2,FALSE,FALSE,unprocessed_pseudogene,other
RNU1-116P,1,FALSE,FALSE,snRNA,other
HLA-DRB1,6,TRUE,FALSE,protein_coding,protein_coding
HLA-DQB1-AS1,7,FALSE,TRUE,antisense;processed_transcript,lncRNA
XXbac-BPG254F23.6,6,FALSE,TRUE,processed_transcript,lncRNA
HLA-DQB1,7,TRUE,FALSE,protein_coding,protein_coding
MTCO3P1,7,FALSE,FALSE,unprocessed_pseudogene,other
XXbac-BPG181M17.4,6,FALSE,TRUE,processed_transcript;sense_intronic,lncRNA
BRD2,7,TRUE,FALSE,protein_coding,protein_coding
HLA-DOA,7,TRUE,FALSE,protein_coding,protein_coding
HCG24,5,FALSE,TRUE,antisense;processed_transcript,lncRNA
COL11A2,7,TRUE,FALSE,protein_coding,protein_coding
RXRB,6,TRUE,FALSE,protein_coding,protein_coding
SLC39A7,6,TRUE,FALSE,protein_coding,protein_coding
HSD17B8,6,TRUE,FALSE,protein_coding,protein_coding
RING1,6,TRUE,FALSE,protein_coding,protein_coding
ZNF70P1,7,FALSE,FALSE,processed_pseudogene,other
HTATSF1P1,7,FALSE,FALSE,processed_pseudogene,other
HCG25,7,FALSE,TRUE,antisense;processed_transcript,lncRNA
VPS52,7,TRUE,FALSE,protein_coding,protein_coding
RPS18,6,TRUE,FALSE,protein_coding,protein_coding
B3GALT4,5,TRUE,FALSE,protein_coding,protein_coding
WDR46,5,TRUE,FALSE,protein_coding,protein_coding
PFDN6,5,TRUE,FALSE,protein_coding,protein_coding
RGL2,5,TRUE,FALSE,protein_coding,protein_coding
TAPBP,5,TRUE,FALSE,protein_coding,protein_coding
ZBTB22,5,TRUE,FALSE,protein_coding,protein_coding
DAXX,6,TRUE,TRUE,processed_transcript;protein_coding,protein_coding
MYL8P,5,FALSE,FALSE,processed_pseudogene,other
CR388407.1,1,TRUE,FALSE,protein_coding,protein_coding
DADB-127H9.10,1,TRUE,FALSE,protein_coding,protein_coding
DADB-110M10.7,1,TRUE,FALSE,protein_coding,protein_coding
C4A,4,TRUE,FALSE,protein_coding,protein_coding
C4A-AS1,5,FALSE,TRUE,antisense;processed_transcript,lncRNA
CR753845.1,1,TRUE,FALSE,protein_coding,protein_coding
CYP21A1P,4,FALSE,FALSE,transcribed_unprocessed_pseudogene,other
TNXA,4,FALSE,FALSE,unprocessed_pseudogene,other
STK19B,4,FALSE,FALSE,unprocessed_pseudogene,other
DASS-397D15.4,4,FALSE,FALSE,unprocessed_pseudogene,other
DASS-23B5.2,3,FALSE,FALSE,processed_pseudogene,other
FAM8A5P,3,FALSE,FALSE,processed_pseudogene,other
HLA-DRB7,3,FALSE,FALSE,unprocessed_pseudogene,other
HLA-DQA1,6,TRUE,FALSE,protein_coding,protein_coding
CR547123.1,1,TRUE,FALSE,protein_coding,protein_coding
C6orf205,2,TRUE,FALSE,protein_coding,protein_coding
CR847794.1,1,TRUE,FALSE,protein_coding,protein_coding
DAMA-236L13.20,1,TRUE,FALSE,protein_coding,protein_coding
DAMA-236L13.19,1,TRUE,FALSE,protein_coding,protein_coding
DASS-397D15.5,3,FALSE,FALSE,unprocessed_pseudogene,other
HLA-DRB4,3,TRUE,FALSE,protein_coding,protein_coding
HLA-DRB8,2,FALSE,FALSE,unprocessed_pseudogene,other
DASS-23B5.1,2,FALSE,FALSE,processed_pseudogene,other
CR933783.1,1,TRUE,FALSE,protein_coding,protein_coding
DAQB-335A13.8,1,FALSE,TRUE,processed_transcript,lncRNA
CR759815.1,1,TRUE,FALSE,protein_coding,protein_coding
RPL35AP4,4,FALSE,FALSE,processed_pseudogene,other
KIFC1,4,TRUE,TRUE,processed_transcript;protein_coding,protein_coding
AL929561.1,1,TRUE,FALSE,protein_coding,protein_coding
DAQB-331I12.15,1,TRUE,FALSE,protein_coding,protein_coding
DAQB-143M3.10,1,TRUE,FALSE,protein_coding,protein_coding
RPL12P1,3,FALSE,FALSE,processed_pseudogene,other
PHF1,3,TRUE,TRUE,processed_transcript;protein_coding,protein_coding
BX248413.1,1,TRUE,FALSE,protein_coding,protein_coding
DASS-161H22.6,1,TRUE,FALSE,protein_coding,protein_coding
DASS-312M4.10,1,TRUE,FALSE,protein_coding,protein_coding
DASS-36P22.4,1,FALSE,TRUE,processed_transcript,lncRNA
C4B_2,1,TRUE,FALSE,protein_coding,protein_coding
CUTA,2,TRUE,FALSE,protein_coding,protein_coding
SYNGAP1,2,TRUE,FALSE,protein_coding,protein_coding
ZBTB9,2,TRUE,FALSE,protein_coding,protein_coding
YTHDC1,2,TRUE,FALSE,protein_coding,protein_coding
MT2P1,2,FALSE,FALSE,processed_pseudogene,other
TMPRSS11E,2,TRUE,FALSE,protein_coding,protein_coding
UGT2B29P,2,FALSE,FALSE,unprocessed_pseudogene,other
UGT2B15,2,TRUE,FALSE,protein_coding,protein_coding
RP11-1267H10.4,2,FALSE,FALSE,unprocessed_pseudogene,other
CTD-2005D20.1,2,FALSE,FALSE,unprocessed_pseudogene,other
RP11-468N14.1,2,FALSE,FALSE,unprocessed_pseudogene,other
UGT2B10,2,TRUE,FALSE,protein_coding,protein_coding
RP11-468N14.3,2,FALSE,FALSE,unprocessed_pseudogene,other
RP11-468N14.4,2,FALSE,FALSE,unprocessed_pseudogene,other
RP11-468N14.5,2,FALSE,FALSE,unprocessed_pseudogene,other
RP11-468N14.6,2,FALSE,FALSE,processed_pseudogene,other
RP11-468N14.7,2,FALSE,FALSE,unprocessed_pseudogene,other
RP11-468N14.13,2,FALSE,TRUE,lincRNA,lncRNA
RP11-468N14.8,2,FALSE,FALSE,unprocessed_pseudogene,other
RP11-468N14.09,2,FALSE,FALSE,unprocessed_pseudogene,other
UGT2A3,2,TRUE,FALSE,protein_coding,protein_coding
RP11-468N14.10,2,FALSE,FALSE,unprocessed_pseudogene,other
RP11-468N14.12,2,FALSE,FALSE,unprocessed_pseudogene,other
RP11-468N14.11,2,FALSE,FALSE,processed_pseudogene,other
UGT2B27P,2,FALSE,FALSE,unprocessed_pseudogene,other
RNA5SP443,3,FALSE,FALSE,rRNA,other
CTB-39G8.2,3,FALSE,TRUE,lincRNA,lncRNA
CTB-39G8.3,3,FALSE,TRUE,antisense,lncRNA
ARHGAP27,3,TRUE,FALSE,protein_coding,protein_coding
PLEKHM1,3,TRUE,FALSE,protein_coding,protein_coding
LRRC37A2,3,TRUE,FALSE,protein_coding,protein_coding
RP11-57A24.2,1,FALSE,FALSE,unprocessed_pseudogene,other
NSFP1,3,FALSE,FALSE,unprocessed_pseudogene,other
LRRC37A,2,TRUE,FALSE,protein_coding,protein_coding
ARL17B,3,TRUE,FALSE,protein_coding,protein_coding
RP11-259G18.3,2,FALSE,FALSE,processed_pseudogene,other
RP11-162O14.1,1,FALSE,FALSE,processed_pseudogene,other
KANSL1-AS1,3,FALSE,TRUE,antisense,lncRNA
RP11-669E14.6,3,FALSE,TRUE,antisense,lncRNA
KANSL1,3,TRUE,FALSE,protein_coding,protein_coding
STH,2,TRUE,FALSE,protein_coding,protein_coding
RP11-669E14.4,3,FALSE,TRUE,antisense,lncRNA
MAPT-IT1,3,FALSE,TRUE,sense_intronic,lncRNA
MAPT,3,TRUE,FALSE,protein_coding,protein_coding
SPPL2C,3,TRUE,FALSE,protein_coding,protein_coding
MAPT-AS1,3,FALSE,TRUE,antisense,lncRNA
