rank,gene,gene_types,logFC,direction,SE,P,FDR,FDR_lncRNA,I2,I2_flag,k,k_flag,confidence
363,RP11-1376P16.2,antisense,-0.269575004593946,down_in_PP,0.0991811131416146,0.0065676358978305,0.0175562400819186,0.0191626166755985,0,low,3,k3,A_high
364,RP11-166N17.1,antisense,-0.269422853553676,down_in_PP,0.0707304124519212,0.000139444525242105,0.000633797368809871,0.000696739562035321,49.6446914067082,low,4,all4,A_high
365,RP11-545P7.4,antisense,0.269179566316151,up_in_PP,0.0587482542680528,4.60734969591218e-06,3.01880779291376e-05,3.37326601255702e-05,0,low,4,all4,A_high
366,CTC-444N24.13,antisense,-0.268538492313897,down_in_PP,0.0677439119529908,7.36968408689741e-05,0.000360458670151879,0.00039515022359362,0,low,4,all4,A_high
367,AF196970.3,antisense,0.267165157940667,up_in_PP,0.0630897636860875,2.28874204859579e-05,0.000127100494619782,0.000140673108583437,16.1776023125005,low,4,all4,A_high
368,RP11-144F15.1,antisense,0.266565421251672,up_in_PP,0.0869513509131357,0.00217172238182738,0.00689132772010101,0.0075599700290966,43.1822352363943,low,4,all4,A_high
369,AC010883.5,antisense,-0.266538848078091,down_in_PP,0.0967987934513032,0.00589554988647825,0.0160349502383953,0.017424893687699,42.9121763518093,low,4,all4,A_high
370,RP11-532F12.5,antisense,-0.265121680965331,down_in_PP,0.0596960088681997,8.94602275436041e-06,5.47509700292504e-05,6.09597487529409e-05,26.262694583157,low,4,all4,A_high
371,RAD21-AS1,antisense,-0.26475033204398,down_in_PP,0.0864300808001105,0.00219003053770257,0.00693712655913825,0.00760534681913244,0,low,4,all4,A_high
372,ARHGAP27P1-BPTFP1-KPNA2P3,processed_transcript,0.263998881954369,up_in_PP,0.0791954257993542,0.000857570512688105,0.0031094375273422,0.00344541096416103,37.5769485381367,low,4,all4,A_high
373,CTD-2201E18.3,sense_overlapping,0.263672155347583,up_in_PP,0.0501133077013926,1.42869583454522e-07,1.2607737677948e-06,1.43502888262068e-06,0,low,4,all4,A_high
374,VAC14-AS1,antisense,0.262895678854721,up_in_PP,0.081243934626406,0.00121268061993104,0.00417360638515679,0.00459380520557572,34.8015373025606,low,4,all4,A_high
375,AC012146.7,processed_transcript,-0.262380484868326,down_in_PP,0.0860391890217962,0.00229187353566992,0.00720056845317281,0.00788309760639407,0,low,4,all4,A_high
376,RP11-375N15.2,antisense,-0.262262200252804,down_in_PP,0.0631428518497282,3.27465281128222e-05,0.000175812658004188,0.000194634927395854,0,low,4,all4,A_high
377,RP11-293M10.6,antisense,0.259397358103822,up_in_PP,0.062711539333908,3.52862015717986e-05,0.000188038014839978,0.000207450263860289,0,low,4,all4,A_high
378,CTD-3157E16.2,lincRNA,-0.259366850451511,down_in_PP,0.0825011154882991,0.00166770456826167,0.00549076414436771,0.00603432377383842,22.1735191248424,low,4,all4,A_high
379,RP11-143K11.5,processed_transcript,-0.259357621654582,down_in_PP,0.0850617041079915,0.00229564179713631,0.00721059966409703,0.00788978717729056,13.0764424625569,low,3,k3,A_high
380,LINC01106,lincRNA,0.25893161667623,up_in_PP,0.0785725076026313,0.00098264871388284,0.00349420290399145,0.00384789229409145,35.2152119976788,low,4,all4,A_high
381,RP11-109N23.4,antisense,0.258517335055827,up_in_PP,0.0513161760440518,4.71071153124381e-07,3.75068227989632e-06,4.27321777687463e-06,0,low,4,all4,A_high
382,AL022476.2,antisense,-0.257971830053973,down_in_PP,0.104714350646833,0.0137558476406911,0.0326776354095734,0.0349978744771317,43.6912505724624,low,4,all4,A_high
383,LIX1-AS1,lincRNA,0.257201665261246,up_in_PP,0.0829335665331204,0.00192674584729696,0.00620749510540639,0.00681686776880944,25.404356250881,low,4,all4,A_high
384,CTB-50L17.5,antisense,0.257004885657897,up_in_PP,0.0619806870592305,3.37549417623701e-05,0.000180492073916902,0.000199260072313473,0,low,4,all4,A_high
385,RP11-513D5.2,antisense,-0.255983540412311,down_in_PP,0.0474050589207549,6.66705063710454e-08,6.26038302986564e-07,7.15839407115418e-07,0,low,4,all4,A_high
386,LINC01123,lincRNA,0.255786749284839,up_in_PP,0.0652093290634486,8.76172857026309e-05,0.000419779088946537,0.000461778313319469,25.0453527162405,low,4,all4,A_high
387,AC002310.7,antisense,-0.255193187938392,down_in_PP,0.058404949167739,1.24602021226046e-05,7.35462990100604e-05,8.14430431790183e-05,0,low,4,all4,A_high
388,RP11-316M21.6,antisense,0.254844598116877,up_in_PP,0.0413432514811742,7.08779703797686e-10,9.05373951915271e-09,1.0022515615466e-08,0,low,4,all4,A_high
389,CTD-2012K14.3,antisense,-0.252888261725677,down_in_PP,0.0621056422615377,4.66302420710867e-05,0.000240759605847873,0.000265961125079901,0,low,4,all4,A_high
390,CTD-2292P10.2,antisense,0.252569545982933,up_in_PP,0.101479948552989,0.0128152846480217,0.0308112685963852,0.0332376043290557,0,low,3,k3,A_high
391,RP11-973H7.3,sense_intronic,-0.251617199633701,down_in_PP,0.0725243953473584,0.000521593765839396,0.00201735927734014,0.00223017413516509,0.632905490032825,low,4,all4,A_high
392,RP11-104H15.8,antisense,-0.250164141007821,down_in_PP,0.065730383745593,0.000141281877758174,0.000640869940339431,0.000704293415967303,0,low,4,all4,A_high
393,TAB3-AS2,antisense,0.249244328436305,up_in_PP,0.0594615391341171,2.76884381017301e-05,0.00015101798383146,0.000167329429701377,0,low,4,all4,A_high
394,RP4-756H11.3,sense_intronic,-0.248413363941671,down_in_PP,0.0753734984779054,0.000981539635976228,0.00349157289163275,0.00384789229409145,0,low,4,all4,A_high
395,RP11-112J3.15,antisense,0.248256067578861,up_in_PP,0.0609696923323028,4.66522981131603e-05,0.000240823871331004,0.000265961125079901,30.481178171603,low,4,all4,A_high
396,PCAT6,antisense,-0.248133783654396,down_in_PP,0.0790643348430413,0.00169885531926158,0.00557797877785061,0.00611559647790754,0,low,3,k3,A_high
397,DENND5B-AS1,antisense,0.247968055711468,up_in_PP,0.0744894279991812,0.000871888680054382,0.00315550319871517,0.00348997439278012,0,low,4,all4,A_high
398,WASHC5-AS1,antisense,0.245089693206952,up_in_PP,0.0515327823962128,1.97470639684926e-06,1.39690346788366e-05,1.57358279542666e-05,32.6113984742554,low,4,all4,A_high
399,RBM5-AS1,antisense,-0.243971953710353,down_in_PP,0.084006379609741,0.00368184110399484,0.0108074843931036,0.011818491436933,47.2969286219852,low,4,all4,A_high
400,KB-1639H6.2,antisense,0.240882006993075,up_in_PP,0.0536809314560682,7.2134225109987e-06,4.50380655133656e-05,5.04240374880313e-05,2.22008076235544,low,4,all4,A_high
401,AC009133.15,antisense,0.240192345318075,up_in_PP,0.0520777112098206,3.98446813159346e-06,2.64456409729861e-05,2.96233567103177e-05,9.04692294936468,low,4,all4,A_high
402,AC009133.12,antisense,0.239705196095835,up_in_PP,0.0481479256980724,6.40738012243683e-07,4.9726204046404e-06,5.61095582139846e-06,35.2024587485321,low,4,all4,A_high
403,CTC-499B15.5,lincRNA,0.23929179628124,up_in_PP,0.0516414072124411,3.59153539755581e-06,2.40606950370339e-05,2.70270846351722e-05,0,low,4,all4,A_high
404,AC000068.5,antisense,0.238730707318904,up_in_PP,0.081706239110588,0.00347995547957789,0.0103041876452246,0.0112623540464723,48.2345342165659,low,4,all4,A_high
405,RP11-261C10.4,antisense,-0.236908250054241,down_in_PP,0.0701545983535104,0.000732955908665362,0.00271275661659628,0.00300121458793632,0,low,4,all4,A_high
406,CTD-3137H5.1,antisense,0.234058323711025,up_in_PP,0.0563379997114263,3.2594638227293e-05,0.000175109715595374,0.000193998623947038,0,low,4,all4,A_high
407,RP11-144G7.2,antisense,-0.233299932077417,down_in_PP,0.0430034423277055,5.79073463644526e-08,5.50559148173715e-07,6.34341994225282e-07,0,low,4,all4,A_high
408,RP11-529E10.6,sense_overlapping,-0.229037854811491,down_in_PP,0.0994861834029063,0.0213234634615398,0.0471925681095999,0.0499548599881336,0,low,3,k3,A_high
409,KB-1471A8.1,lincRNA,-0.228858528823055,down_in_PP,0.0777428854434904,0.0032422260529811,0.00971156559577056,0.0106361729577325,0,low,3,k3,A_high
410,RP11-265N6.1,antisense,0.228060218020047,up_in_PP,0.0426718088185404,9.06583462748001e-08,8.29528833274568e-07,9.45249793568819e-07,0,low,4,all4,A_high
411,HCG25,antisense;processed_transcript,0.227848978862965,up_in_PP,0.0357696663690607,1.8915903581858e-10,2.617727087623e-09,2.91277988607472e-09,0,low,4,all4,A_high
412,CTD-2323K18.1,processed_transcript,-0.227303041788033,down_in_PP,0.0393641704793661,7.72443729860213e-09,8.44264490089693e-08,9.44170626865859e-08,21.3354519880749,low,4,all4,A_high
413,RP3-337H4.9,antisense,0.22530873618608,up_in_PP,0.0582793706082072,0.000110629574205175,0.000516069582346242,0.000567589321590092,26.5512831497687,low,4,all4,A_high
414,RP5-1142A6.7,antisense,0.225120337168805,up_in_PP,0.0845131601310196,0.00772792982492575,0.0200993542208685,0.0218126238437402,9.69790963112573,low,4,all4,A_high
415,PDXDC2P,processed_transcript;transcribed_unprocessed_pseudogene,-0.224039955369979,down_in_PP,0.0556561226386703,5.68707338357164e-05,0.0002866065416028,0.00031589173980378,0,low,4,all4,A_high
416,KDM4A-AS1,antisense,-0.22399831800941,down_in_PP,0.032354188940986,4.41187849708636e-12,7.53718465534958e-11,8.26415508956393e-11,1.21306020190434,low,4,all4,A_high
417,SNHG17,processed_transcript,0.223488659854411,up_in_PP,0.0755948155767238,0.00311251180015737,0.00937766100893946,0.0102573027869619,21.7757919908855,low,4,all4,A_high
418,B4GALT1-AS1,antisense,-0.223452218440776,down_in_PP,0.0485083838993423,4.09570101484345e-06,2.71121127400968e-05,3.03460587178555e-05,0,low,4,all4,A_high
419,RP11-565F19.2,sense_intronic,0.222032115907737,up_in_PP,0.0713311444919764,0.00185387329056577,0.00600514054648565,0.00660223022903546,0,low,4,all4,A_high
420,RP11-555J4.4,antisense,-0.221844955293536,down_in_PP,0.0894152169891601,0.0130990525324955,0.0313761306097105,0.0338183772721408,28.2280068188842,low,4,all4,A_high
421,SZT2-AS1,antisense,-0.219253786714811,down_in_PP,0.0810111895229224,0.0068004160743557,0.0180983357391423,0.0197618538305823,39.5135559027906,low,4,all4,A_high
422,AC005562.1,processed_transcript,-0.21781808889047,down_in_PP,0.0292233374190793,9.08501703157708e-14,1.88796597715908e-12,2.0689930892439e-12,0,low,4,all4,A_high
423,CTD-2540B15.7,antisense,0.217239664814466,up_in_PP,0.0593162899474499,0.00024986849207499,0.00105923615500396,0.00115963576873185,0,low,4,all4,A_high
424,CTD-2049O4.1,antisense,-0.216176395735182,down_in_PP,0.0657992927137159,0.00101840983750647,0.00359839099782705,0.00396282317166412,0,low,4,all4,A_high
425,RP11-111A22.1,antisense,-0.214770526146373,down_in_PP,0.0394365006415468,5.15199539702978e-08,4.93009960444293e-07,5.65804164541824e-07,0,low,4,all4,A_high
426,RP11-110G21.1,antisense,-0.214213671051618,down_in_PP,0.08456063392095,0.0113008623640227,0.0277098339269286,0.0299808899136274,48.6515939745097,low,4,all4,A_high
427,RP4-635E18.6,antisense,0.214190490328556,up_in_PP,0.0560162521870731,0.000131452938327151,0.000601834094277977,0.000661391702490212,0,low,4,all4,A_high
428,RP5-858L17.1,antisense,0.212857144777097,up_in_PP,0.0799374365449621,0.007749421053334,0.0201468869749644,0.0218590253570901,0,low,3,k3,A_high
429,RP11-264B17.2,antisense,0.212644933735407,up_in_PP,0.0792294615331652,0.00727661709731715,0.0191119867630436,0.0208102592069341,48.3221696487663,low,4,all4,A_high
430,RP11-274B21.14,processed_transcript,-0.212049889917886,down_in_PP,0.064152775063097,0.000948445955088243,0.00339231518858592,0.00375473526776471,0,low,4,all4,A_high
431,DHRS4L1,processed_transcript,0.209894489740685,up_in_PP,0.0614956825658669,0.00064214666996309,0.00241643841480705,0.00268201606267403,11.3349635296623,low,4,all4,A_high
432,COX10-AS1,processed_transcript,0.209879605820406,up_in_PP,0.0432664143072436,1.22923179017075e-06,9.06888640720031e-06,1.03079185195132e-05,10.7032087029045,low,4,all4,A_high
433,RP11-473C18.3,antisense,0.208252405828334,up_in_PP,0.0492053533820174,2.31301272524899e-05,0.000128391417320466,0.000141963206555353,0,low,4,all4,A_high
434,RP11-61J19.5,lincRNA,-0.207796059394268,down_in_PP,0.0744033052225213,0.00522485428559861,0.0144515283197961,0.0158429884329258,0,low,3,k3,A_high
435,TBL1XR1-AS1,antisense,-0.206652317586595,down_in_PP,0.064014727780084,0.0012457202704764,0.00426635315241001,0.00468322531770621,40.5161527883457,low,4,all4,A_high
436,KB-1572G7.2,processed_transcript,-0.20664840793473,down_in_PP,0.0643422804104631,0.00131949904486451,0.00447729285978803,0.00491771952379736,0,low,4,all4,A_high
437,RP11-196G11.5,sense_intronic,-0.206514279320815,down_in_PP,0.045349874501285,5.26853328034854e-06,3.40572558865347e-05,3.81858350151895e-05,0,low,4,all4,A_high
438,RP1-68D18.4,antisense,0.206146284576468,up_in_PP,0.0384514402024839,8.26658867405724e-08,7.62241520784483e-07,8.74560615957107e-07,18.1563260413809,low,4,all4,A_high
439,RP11-524F11.2,antisense,0.205007822684246,up_in_PP,0.0765395807121569,0.0073962669780309,0.0193795340306754,0.021062109827271,17.828258384079,low,4,all4,A_high
440,RP4-681N20.5,antisense,0.204434854745716,up_in_PP,0.0572417011781033,0.000355034461638529,0.00144135504105534,0.00158374651083496,9.27864076838914,low,4,all4,A_high
441,CTD-2047H16.5,antisense,0.204169413845326,up_in_PP,0.0755087054678232,0.00685270174678188,0.0182104136547394,0.0198471489011548,18.4329251657027,low,4,all4,A_high
442,LINC01122,lincRNA,0.202962403803232,up_in_PP,0.0636047013229395,0.00141782808797716,0.00476513444292392,0.00523012969878702,46.4269394100728,low,4,all4,A_high
443,RP11-471B22.3,lincRNA,0.201685775212759,up_in_PP,0.0873520915966691,0.0209500644732652,0.0465223678088371,0.0492935992255674,0,low,3,k3,A_high
444,THAP9-AS1,antisense,-0.200781719121708,down_in_PP,0.0716893426461436,0.00509888637002372,0.0141546621849285,0.0155044844153848,46.9613162674889,low,4,all4,A_high
445,LINC00969,lincRNA,-0.200380325463248,down_in_PP,0.0677996281291682,0.00312184720309159,0.00939929536327263,0.0102802380881106,0,low,4,all4,A_high
446,CTB-96E2.7,antisense,0.199417385115564,up_in_PP,0.0449101833544958,8.98084833531211e-06,5.49238704196174e-05,6.10049148302912e-05,36.1755991467156,low,4,all4,A_high
447,FLJ22447,lincRNA,0.198898249170949,up_in_PP,0.0864207629523315,0.0213628214381221,0.0472588075630873,0.0500199828802783,0,low,3,k3,A_high
448,RP11-135A24.4,antisense,-0.19815985587541,down_in_PP,0.0800131001389938,0.0132643192414882,0.0317083526163846,0.0341431941451038,26.8506622803217,low,4,all4,A_high
449,LYPLAL1-AS1,antisense,-0.197317977869455,down_in_PP,0.0608494544682617,0.00118392898598862,0.00408812734180858,0.00450481551284369,0,low,4,all4,A_high
450,RP3-394A18.1,antisense,-0.195210126821451,down_in_PP,0.0250785180809961,7.0290203668816e-15,1.64176429109773e-13,1.82123180404172e-13,0,low,4,all4,A_high
451,RP1-223E5.4,antisense,0.195078799136199,up_in_PP,0.0537749109834407,0.000285966420743765,0.0011934871668077,0.0013093933360405,0,low,4,all4,A_high
452,RP11-418J17.1,antisense,-0.194908538101874,down_in_PP,0.0404317225574657,1.43067181937037e-06,1.0392897720887e-05,1.18365525093988e-05,0,low,4,all4,A_high
453,AC009961.3,lincRNA,0.194655082497891,up_in_PP,0.0583538054119271,0.000850624115963496,0.00308737749374035,0.003423860976534,0,low,4,all4,A_high
454,AC025442.3,antisense,0.194616896821367,up_in_PP,0.0628143046976578,0.00194641229649642,0.00626682746335987,0.00688082190109478,0,low,4,all4,A_high
455,SEPT4-AS1,antisense,-0.194611154535168,down_in_PP,0.0663495912700892,0.00335576746582513,0.00999551274405865,0.0109422801994162,0,low,3,k3,A_high
456,AC009133.24,processed_transcript,0.194328888997377,up_in_PP,0.0469533542422771,3.49180717385413e-05,0.000186313969323254,0.000205565301241725,0,low,4,all4,A_high
457,RP11-440D17.3,lincRNA,-0.193604672663272,down_in_PP,0.0551027520932224,0.00044220957715075,0.00175219864388175,0.00192692934575156,0,low,4,all4,A_high
458,MKLN1-AS,processed_transcript,-0.193228313549272,down_in_PP,0.0550625458242562,0.000449370006785635,0.00177776023836805,0.00195616098527308,0,low,4,all4,A_high
459,RP4-563E14.1,lincRNA,-0.192196103903644,down_in_PP,0.0779201734245634,0.0136411414133017,0.0324512848694985,0.0348231379913607,0,low,3,k3,A_high
460,RP13-890H12.2,antisense,-0.19201159625204,down_in_PP,0.0593417217618318,0.00121347801016248,0.00417577727456984,0.00459380520557572,0,low,4,all4,A_high
461,LINC01547,lincRNA,-0.191971431752626,down_in_PP,0.0690471647069377,0.00543096708734943,0.0149375435846303,0.016307976812603,0,low,4,all4,A_high
462,RP11-712L6.7,antisense,-0.190737391415736,down_in_PP,0.0790909982492261,0.015881847588281,0.036909390231593,0.0393815212117432,37.4475795758754,low,4,all4,A_high
463,RP11-617F23.1,antisense,-0.190075828308688,down_in_PP,0.0324375785257834,4.63587964401597e-09,5.25483562362407e-08,5.8825370145622e-08,0,low,4,all4,A_high
464,RP11-856F16.2,antisense,-0.190064636330049,down_in_PP,0.0574729809001233,0.00094292173785512,0.00337641157224247,0.00373628421217867,40.4183411554984,low,4,all4,A_high
465,AP001372.2,lincRNA,-0.1888253086637,down_in_PP,0.0667913679440549,0.00469729037959762,0.0132347938722289,0.014466317062291,29.8234787690183,low,4,all4,A_high
466,RP11-15I20.1,antisense,-0.188379615233609,down_in_PP,0.0565525837894514,0.000865183405463522,0.00313432010808424,0.00346955384192832,0,low,4,all4,A_high
467,CTB-43P18.1,antisense,0.188272340929167,up_in_PP,0.0406510952941453,3.63164372554816e-06,2.429691805918e-05,2.72814625007759e-05,8.34887232403551,low,4,all4,A_high
468,AC078883.3,antisense,0.186332463872273,up_in_PP,0.0574726596766051,0.0011864981660602,0.00409560695909194,0.00450744298906276,0,low,4,all4,A_high
469,DPP9-AS1,antisense,0.184724031625082,up_in_PP,0.0770679867022596,0.0165345676529233,0.0381331738048797,0.0404795608598291,38.7691990718906,low,4,all4,A_high
470,AC107081.5,antisense,0.184530909317331,up_in_PP,0.0500662137504987,0.000228041524423065,0.000978458600426443,0.00106789575344005,0,low,4,all4,A_high
471,RP11-497H16.9,lincRNA,-0.183760291889103,down_in_PP,0.0764665952175309,0.0162547547565806,0.037628914652934,0.0399885041541555,0,low,4,all4,A_high
472,RP11-799D4.4,antisense,0.18320336612419,up_in_PP,0.0568621494398302,0.00127349771463955,0.00434473178931342,0.00476680329692503,0,low,3,k3,A_high
473,RP11-637A17.2,lincRNA,0.182657959299532,up_in_PP,0.0603090187400826,0.00245607984131764,0.00762943393444506,0.00831569442361614,0,low,4,all4,A_high
474,RP11-521L9.1,lincRNA,0.180994158482379,up_in_PP,0.0666239910605736,0.00659460261354615,0.0176198220363213,0.0192283325531093,0,low,4,all4,A_high
475,CTD-3032J10.3,antisense,0.180725620162397,up_in_PP,0.0596927903613474,0.00246507855036941,0.00765359249620393,0.00833963634671496,0,low,4,all4,A_high
476,AC027601.1,antisense,0.180076914431842,up_in_PP,0.0625270391038371,0.00397694500721662,0.0115212340504985,0.0125734092959288,7.85816426275444,low,4,all4,A_high
477,CTD-2514K5.4,antisense,-0.179642742773922,down_in_PP,0.0710190048127809,0.0114224394394917,0.0279559743391153,0.0302263808210916,6.05732083858928,low,3,k3,A_high
478,RP11-334E6.10,antisense,0.178174738821865,up_in_PP,0.0476226021161574,0.000183005098947051,0.000804362292145034,0.00088180741998206,0,low,4,all4,A_high
479,KB-1562D12.1,antisense,0.177699719117915,up_in_PP,0.0580021736935883,0.00218637426718917,0.00693080089606563,0.00759874815592573,3.61441025778544,low,4,all4,A_high
480,CARS-AS1,antisense,0.176763974024591,up_in_PP,0.0654697243485992,0.00693531078364027,0.0183806695465007,0.0200327702008087,44.7967443550458,low,4,all4,A_high
481,CTA-941F9.10,sense_overlapping,-0.176490559170389,down_in_PP,0.060850234229532,0.00372676184815253,0.0109163283588591,0.0119272918024822,0,low,4,all4,A_high
482,RP11-84C10.4,antisense,0.175655044370005,up_in_PP,0.065081219881184,0.00695455050414439,0.018420518361326,0.0200481945579166,31.4885004682983,low,4,all4,A_high
483,RP11-146F11.1,antisense,0.175270258537448,up_in_PP,0.0711340668934658,0.0137418111887456,0.0326535765632257,0.0349975379715728,17.6951118296894,low,4,all4,A_high
484,RP11-552F3.9,antisense,0.174771645501331,up_in_PP,0.0673038175402901,0.00941085312042066,0.0237445687006929,0.0256751333241237,0,low,4,all4,A_high
485,APTR,lincRNA,-0.174646594258407,down_in_PP,0.0566360715784471,0.00204468631007365,0.00653777613488629,0.00718129680494211,28.7250024619654,low,4,all4,A_high
486,CTB-193M12.1,antisense,-0.174390584773479,down_in_PP,0.0572514314627046,0.00231871132472921,0.0072712445275631,0.00794386845928694,0,low,4,all4,A_high
487,RP5-1142A6.2,antisense,0.173685765938946,up_in_PP,0.0642263887759714,0.00684537766432131,0.0181954297132772,0.0198398924766674,0,low,4,all4,A_high
488,AC137932.4,antisense,-0.173312658118292,down_in_PP,0.0569800480134742,0.00235294971080171,0.00736145868993961,0.00803209483537211,0,low,4,all4,A_high
489,AC010226.4,antisense,0.171198494268247,up_in_PP,0.0640271159250121,0.00749874137652871,0.019596815055116,0.0212907178059316,49.9552419830199,low,4,all4,A_high
490,LA16c-306E5.3,processed_transcript,-0.171039852330279,down_in_PP,0.0375635455243477,5.27991086897356e-06,3.41220026297616e-05,3.82043048997468e-05,0,low,4,all4,A_high
491,RP11-567I13.1,antisense,0.168283008251625,up_in_PP,0.0468435174316895,0.000327583145794744,0.00134236245910855,0.00147191305488459,37.4853844669897,low,4,all4,A_high
492,AC078883.4,antisense,0.168089620698759,up_in_PP,0.0727870219124668,0.0209249962692275,0.0464872135891658,0.0492614030777733,13.6494010670179,low,4,all4,A_high
493,MIR497HG,antisense,0.167234578301515,up_in_PP,0.0324820145965,2.62537882567546e-07,2.1947046073742e-06,2.48035244076369e-06,0,low,4,all4,A_high
494,RP1-56K13.3,antisense,-0.1669254524614,down_in_PP,0.0554196136825241,0.00259508284619635,0.0080036877050668,0.00870459184146636,45.5608458062691,low,4,all4,A_high
495,CCNT2-AS1,antisense,-0.166698677488558,down_in_PP,0.0718554388408267,0.0203453501498758,0.0453804882036478,0.0481039440283374,0,low,4,all4,A_high
496,RP11-1085N6.2,antisense,-0.166529095698869,down_in_PP,0.0676971740394593,0.0138971058405504,0.0329640546620672,0.0353099101421383,0,low,4,all4,A_high
497,ASH1L-AS1,antisense,-0.163824619652853,down_in_PP,0.0435617203181352,0.000169406539076305,0.000750117788397587,0.00082085340938765,0,low,4,all4,A_high
498,CTC-506B8.1,antisense,-0.162117267866906,down_in_PP,0.0292579240904795,3.00801443738274e-08,2.9832551574866e-07,3.38949960170706e-07,0,low,4,all4,A_high
499,HORMAD2-AS1,antisense,-0.162113560590943,down_in_PP,0.0520111186229201,0.0018276230420045,0.00594238306677695,0.00653024352002764,0,low,4,all4,A_high
500,RP5-1142A6.10,antisense,0.162048325181888,up_in_PP,0.0656578492313251,0.0135842843296352,0.0323488563396912,0.0347216067602163,0,low,4,all4,A_high
501,RP11-164P12.4,antisense,0.16136254101767,up_in_PP,0.0507967182467525,0.00148995356770774,0.00497700468160862,0.00546358397243338,13.3079823504334,low,4,all4,A_high
502,RP11-378J18.8,antisense,-0.160839795358903,down_in_PP,0.0460222204415151,0.000474365386642106,0.00186370047343227,0.0020511264278349,38.5794294888481,low,4,all4,A_high
503,RP11-154D6.1,processed_transcript,-0.159912505114692,down_in_PP,0.0409793562931839,9.52948461745247e-05,0.000452325650535216,0.00049679614385201,0,low,4,all4,A_high
504,MCPH1-AS1,antisense,-0.154934146913022,down_in_PP,0.054639266004603,0.00457421980927719,0.0129550341123409,0.014167966438613,0,low,4,all4,A_high
505,LIMD1-AS1,antisense,-0.154614168460703,down_in_PP,0.0596287419705861,0.00951574296613713,0.0239754247730299,0.0259449400217236,47.3858452067379,low,4,all4,A_high
506,RP3-331H24.5,lincRNA,-0.153964589627431,down_in_PP,0.0622571964598064,0.0133968831261362,0.0319673126637367,0.0343617743253061,39.2386408237124,low,4,all4,A_high
507,PXN-AS1,antisense,-0.15331367667363,down_in_PP,0.0293882090396892,1.81998259210708e-07,1.57338405392852e-06,1.78168884073469e-06,0,low,4,all4,A_high
508,RP11-680A11.5,antisense,0.153060544180508,up_in_PP,0.0522607882805524,0.00340291148020394,0.0101105938247268,0.0110626581328643,0,low,4,all4,A_high
509,EBLN3P,lincRNA,-0.1528156845605,down_in_PP,0.0319749613436456,1.75968076502778e-06,1.25536918113084e-05,1.41264168279688e-05,0,low,4,all4,A_high
510,RP3-486I3.5,antisense,0.152775916276721,up_in_PP,0.0501864523197508,0.00233325977143753,0.00731317613703943,0.00798554067847911,0,low,4,all4,A_high
511,RP11-538I12.2,antisense,-0.151909804609057,down_in_PP,0.0400940978829694,0.000151357167850211,0.000679927108919516,0.000745925359097794,0,low,4,all4,A_high
512,CTD-2310F14.1,antisense,-0.150999574375175,down_in_PP,0.0629769317981959,0.0164985251944397,0.0380847414960899,0.0404795608598291,0,low,4,all4,A_high
513,RP11-314A20.5,antisense,0.150934894098936,up_in_PP,0.0492872894588478,0.00219607057096808,0.00695186568771024,0.00762020638378419,0,low,4,all4,A_high
514,RP3-330M21.5,antisense,-0.149260832888138,down_in_PP,0.0576418262607865,0.00961283846705697,0.0241666122641571,0.0261602214131796,0,low,4,all4,A_high
515,AC007292.6,antisense,0.148518762752201,up_in_PP,0.0482793451471582,0.00209630347495332,0.00668501815616239,0.00734470051507937,0,low,4,all4,A_high
516,RP11-355B11.2,antisense,0.147365495457757,up_in_PP,0.0506764979343278,0.00363788748858171,0.0107022815164731,0.01169475420735,33.0996632429441,low,4,all4,A_high
517,RP11-20I23.8,antisense,-0.147006871124643,down_in_PP,0.056700466884477,0.00952278920320403,0.0239907662857559,0.0259478015631384,15.9693929656626,low,4,all4,A_high
518,RP11-484D2.2,antisense,0.14619020645603,up_in_PP,0.0343484656829415,2.08031769932673e-05,0.000116512544687142,0.000128961814971157,0,low,4,all4,A_high
519,RP4-758J18.2,processed_transcript,0.145203414393207,up_in_PP,0.0351716109695102,3.65253990846957e-05,0.000194022796070505,0.000214153661029103,0,low,4,all4,A_high
520,AC006547.13,antisense,-0.143428750106737,down_in_PP,0.04101510294752,0.000470567628506166,0.00185052030529131,0.00203818431285904,0,low,4,all4,A_high
521,LINC01578,processed_transcript,-0.141817459233729,down_in_PP,0.0458236047401951,0.00196908454419916,0.00632682010855375,0.0069439517707822,0,low,4,all4,A_high
522,CTB-50L17.9,antisense,-0.141174429809094,down_in_PP,0.0520147167184118,0.00664511379071301,0.017739650811978,0.0193495338979914,0,low,4,all4,A_high
523,CTD-3032J10.2,antisense,0.13999214752684,up_in_PP,0.0558920537712825,0.0122559507010037,0.0296701333574439,0.0320432016212949,8.67100253440659,low,4,all4,A_high
524,OPA1-AS1,antisense,0.139498945888233,up_in_PP,0.0544066414778392,0.0103471806818758,0.0257186395169268,0.0278607659057104,10.1667043405291,low,4,all4,A_high
525,RP11-95D17.1,lincRNA,0.138604402773507,up_in_PP,0.0436944297702103,0.00151325355017906,0.00504055827679261,0.00553495191177075,0,low,4,all4,A_high
526,RP11-2E11.9,antisense,-0.138018287708526,down_in_PP,0.0469422220295402,0.00328028274513005,0.009809145228308,0.0107284833243974,0,low,4,all4,A_high
527,RP11-649E7.5,antisense,0.136151586275588,up_in_PP,0.0495860812870822,0.00603705099806113,0.0163564256507625,0.0177783157199958,46.3007109826882,low,4,all4,A_high
