rank,gene,gene_types,logFC,direction,SE,P,FDR,FDR_lncRNA,I2,I2_flag,k,k_flag,confidence
1431,RP11-332M2.1,sense_intronic,0.725866049411532,up_in_PP,0.157273802932266,3.92524683776125e-06,2.60871217841348e-05,2.93342712728721e-05,86.7538872618115,high,4,all4,C_significant_but_flagged
1432,RP11-429P3.5,antisense,0.725832621666926,up_in_PP,0.178289029004557,4.67914802657333e-05,0.000241442882112375,0.000266403598828721,81.9991821086909,high,4,all4,C_significant_but_flagged
1433,CTC-529P8.1,lincRNA,-0.725786601121253,down_in_PP,0.274776508550441,0.00825713338477743,0.0212486165817119,0.0229766020295382,0,low,2,k2_or_less,C_significant_but_flagged
1434,CTD-2384B11.2,antisense,-0.725705785413849,down_in_PP,0.28108267384553,0.00982799016606134,0.0246161392706205,0.0266618893094341,87.900106158525,high,4,all4,C_significant_but_flagged
1435,CTD-2576F9.2,lincRNA,-0.722888282220487,down_in_PP,0.221127025083699,0.0010788684514014,0.00377160010169088,0.00416066291373784,80.2040763539424,high,4,all4,C_significant_but_flagged
1436,LINC01679,lincRNA,-0.722878085457921,down_in_PP,0.169690883686665,2.04454280954992e-05,0.000114837140055894,0.000126925921620122,76.2115045674766,high,4,all4,C_significant_but_flagged
1437,RP11-297A16.4,lincRNA,0.722244834378582,up_in_PP,0.155674878466543,3.49348285635507e-06,2.3453969286357e-05,2.63809778698925e-05,79.9200348219951,high,4,all4,C_significant_but_flagged
1438,CTD-2587M2.1,lincRNA,-0.720837625354245,down_in_PP,0.239575138007995,0.0026226747962782,0.00807610927835404,0.00878583534798852,76.6583311260761,high,3,k3,C_significant_but_flagged
1439,RP11-429P3.3,antisense,0.719964726797639,up_in_PP,0.312558253215862,0.0212531024039398,0.0470617823332337,0.0498439968031694,81.0648261482196,high,3,k3,C_significant_but_flagged
1440,RP11-29G8.3,processed_transcript,0.716700902783292,up_in_PP,0.123554868352787,6.6050840916652e-09,7.29236200463935e-08,8.1425067990414e-08,88.6137558399644,high,4,all4,C_significant_but_flagged
1441,CLDN10-AS1,antisense,-0.716280134284239,down_in_PP,0.16340043803582,1.16740673656841e-05,6.92978390143946e-05,7.70025754440779e-05,0,low,2,k2_or_less,C_significant_but_flagged
1442,CTB-113P19.5,lincRNA,-0.714501225367631,down_in_PP,0.153398320558901,3.19580904506863e-06,2.15885084332911e-05,2.42601153298456e-05,51.7488896443545,moderate,2,k2_or_less,C_significant_but_flagged
1443,ADD3-AS1,processed_transcript,-0.714289900594617,down_in_PP,0.210463960864206,0.00068909315320425,0.00257377833168479,0.00285330724776535,85.6398393804302,high,4,all4,C_significant_but_flagged
1444,LINC00511,lincRNA,0.713908213360727,up_in_PP,0.147211877481551,1.23755212186284e-06,9.1168522275504e-06,1.03576170818192e-05,83.7412725092629,high,4,all4,C_significant_but_flagged
1445,CTC-325H20.4,antisense,-0.71189770809617,down_in_PP,0.234058719327994,0.00235375462242936,0.00736268077225718,0.00803209483537211,89.4590337155628,high,4,all4,C_significant_but_flagged
1446,CTD-2521M24.6,antisense,0.7117613012072,up_in_PP,0.126133672892456,1.67197163149847e-08,1.73081177317697e-07,1.95003268180428e-07,0,low,2,k2_or_less,C_significant_but_flagged
1447,RP11-464D20.6,sense_intronic,-0.71106350923491,down_in_PP,0.226182369763932,0.00166791107776999,0.00549076414436771,0.00603432377383842,0,low,2,k2_or_less,C_significant_but_flagged
1448,LINC01140,lincRNA,-0.7105186733269,down_in_PP,0.29327388716395,0.0154050608269443,0.0360016443906079,0.0385082023097562,81.5516968511749,high,4,all4,C_significant_but_flagged
1449,RP11-351D16.3,lincRNA,0.709948525325546,up_in_PP,0.306952349255426,0.020728417907096,0.0461404751387903,0.0488251846946132,84.890088435118,high,4,all4,C_significant_but_flagged
1450,RP11-638I2.6,lincRNA,-0.70962581970444,down_in_PP,0.195271008085306,0.000279000036250273,0.00116791363095112,0.00128156386078018,89.5986756828149,high,4,all4,C_significant_but_flagged
1451,XXbac-BPG252P9.10,antisense,-0.708823171073754,down_in_PP,0.248260084259306,0.00430146565967228,0.0123006997218971,0.0134671449212921,87.935666439453,high,4,all4,C_significant_but_flagged
1452,RP11-410L14.2,lincRNA,-0.704522806972572,down_in_PP,0.299243556140155,0.0185553409442247,0.0420046928682286,0.044407610766405,88.799300026692,high,3,k3,C_significant_but_flagged
1453,PRKG1-AS1,antisense,-0.70135086343374,down_in_PP,0.109339262609245,1.41335301351375e-10,1.99895334225065e-09,2.22384672344509e-09,0,low,2,k2_or_less,C_significant_but_flagged
1454,RP11-523O18.5,processed_transcript,0.700447092688673,up_in_PP,0.262406133444764,0.00760040054691423,0.0198252746156083,0.0215228620199593,70.1107457717734,moderate,2,k2_or_less,C_significant_but_flagged
1455,RP11-284H19.1,antisense,-0.6997928766488,down_in_PP,0.143716778875618,1.12022802276875e-06,8.33090644113662e-06,9.52303861398896e-06,0,low,2,k2_or_less,C_significant_but_flagged
1456,RP11-73K9.3,lincRNA,-0.699428463797215,down_in_PP,0.237769651227038,0.00326498084848806,0.0097715488446152,0.0106946041872883,40.9419569730074,low,2,k2_or_less,C_significant_but_flagged
1457,RP11-638I2.8,antisense,0.69846424052606,up_in_PP,0.303211053531502,0.0212474692000061,0.047053465855841,0.0498439968031694,94.7309117766161,high,4,all4,C_significant_but_flagged
1458,LANCL1-AS1,antisense,-0.698078043837715,down_in_PP,0.138290098676611,4.46634445523425e-07,3.5796458182629e-06,4.07718828223599e-06,0,low,2,k2_or_less,C_significant_but_flagged
1459,ZNF503-AS2,antisense,0.69802500972561,up_in_PP,0.194297337460357,0.000327444146035355,0.00134201229565627,0.00147191305488459,88.660786355635,high,4,all4,C_significant_but_flagged
1460,WI2-85898F10.2,antisense,-0.696094921304101,down_in_PP,0.154470077007397,6.59549042375095e-06,4.15630326879674e-05,4.64799463576065e-05,0,low,2,k2_or_less,C_significant_but_flagged
1461,MAGI2-AS3,processed_transcript,-0.695534080397715,down_in_PP,0.252371164161705,0.00585135981088488,0.0159433332877144,0.0173416670559581,90.0440972174294,high,4,all4,C_significant_but_flagged
1462,CTB-158D10.3,antisense,-0.692702277275755,down_in_PP,0.19091973578702,0.000285361927049562,0.00119136108874165,0.00130800959570281,79.2799921594868,high,4,all4,C_significant_but_flagged
1463,AZIN1-AS1,antisense,-0.692309363813372,down_in_PP,0.208603066685625,0.000904090247976448,0.00325831317152513,0.00360077448477161,88.0403434417576,high,3,k3,C_significant_but_flagged
1464,ZRANB2-AS2,processed_transcript,-0.687478808685639,down_in_PP,0.159271932877889,1.58606032319827e-05,9.12740386222617e-05,0.000101222463399394,1.71117313658376,low,2,k2_or_less,C_significant_but_flagged
1465,AP000769.7,lincRNA,-0.686280372618366,down_in_PP,0.138416287766617,7.118969024684e-07,5.48523338705504e-06,6.17376078694822e-06,0,low,2,k2_or_less,C_significant_but_flagged
1466,CERS6-AS1,processed_transcript,-0.686017163751142,down_in_PP,0.186100212585445,0.000227557554620073,0.000976549218131553,0.0010667838990694,91.8779761907657,high,4,all4,C_significant_but_flagged
1467,LINC00513,lincRNA,-0.685813889250667,down_in_PP,0.186596243132226,0.00023748673261483,0.00101222661442055,0.00110614111089814,0,low,2,k2_or_less,C_significant_but_flagged
1468,WDFY3-AS2,processed_transcript,-0.684171257488141,down_in_PP,0.169710873509828,5.54471969369532e-05,0.000280504168274913,0.000309574220833802,85.452298448104,high,4,all4,C_significant_but_flagged
1469,CTB-89H12.4,processed_transcript,0.681384320388056,up_in_PP,0.095362261863954,8.98520058588319e-13,1.66435400652923e-11,1.8513791873865e-11,78.2969347752484,high,4,all4,C_significant_but_flagged
1470,TOLLIP-AS1,antisense,-0.680575863132509,down_in_PP,0.153364989958956,9.09581430887628e-06,5.55727201874835e-05,6.15924702887444e-05,41.8745956372253,low,2,k2_or_less,C_significant_but_flagged
1471,RP11-91P24.7,antisense,-0.679911401438507,down_in_PP,0.283592541908231,0.0165076539059455,0.0380987956709464,0.0404795608598291,95.0491216762207,high,4,all4,C_significant_but_flagged
1472,RP11-304L19.4,antisense,-0.676923369548313,down_in_PP,0.183756117592529,0.000229769877334321,0.000984726358245067,0.00107366550672312,83.1281700152991,high,4,all4,C_significant_but_flagged
1473,RP11-273B20.1,antisense,0.676763484975286,up_in_PP,0.226070664746396,0.002757137643956,0.00843498335361638,0.00918409128975951,80.6314380660376,high,4,all4,C_significant_but_flagged
1474,RP11-296K13.4,lincRNA,0.676504010848583,up_in_PP,0.152337186596052,8.9611303975556e-06,5.48166585363775e-05,6.09666843242501e-05,0,low,2,k2_or_less,C_significant_but_flagged
1475,RP5-1021I20.1,antisense,-0.676433495208548,down_in_PP,0.253697261910276,0.00766907859397699,0.0199649369193156,0.0216747897296789,76.2690272898014,high,2,k2_or_less,C_significant_but_flagged
1476,LINC00906,lincRNA,-0.675599744878763,down_in_PP,0.271460467367913,0.012818974413901,0.0308171833823681,0.0332376043290557,0,low,2,k2_or_less,C_significant_but_flagged
1477,SRD5A3-AS1,processed_transcript,0.672731538867722,up_in_PP,0.1418119871747,2.09717932037629e-06,1.47686251987775e-05,1.66504493931527e-05,79.2279181899316,high,4,all4,C_significant_but_flagged
1478,SEC24B-AS1,antisense,-0.671742180348327,down_in_PP,0.165381047934511,4.86990180846989e-05,0.000249896558402687,0.000275369033862539,75.9096142098997,high,3,k3,C_significant_but_flagged
1479,RP11-186B7.4,processed_transcript,0.671460004867972,up_in_PP,0.174470411098898,0.00011881375430613,0.000549494428938961,0.000605544304926531,95.8446296380388,high,4,all4,C_significant_but_flagged
1480,RP1-117B12.4,antisense,0.670248654353233,up_in_PP,0.274394719662463,0.0145801059917057,0.0343718009937097,0.0368505365806721,89.3304705407347,high,4,all4,C_significant_but_flagged
1481,SCOC-AS1,antisense,-0.669701058632711,down_in_PP,0.278351994648293,0.0161304600118031,0.0374108447913944,0.039860936876683,83.5697827090848,high,4,all4,C_significant_but_flagged
1482,RP11-255E6.6,antisense,0.669699598485682,up_in_PP,0.274063526097407,0.0145418381012473,0.0343009455523257,0.0367752971736394,86.8715775638235,high,3,k3,C_significant_but_flagged
1483,CTC-425F1.4,antisense,0.669317982315969,up_in_PP,0.17219637755508,0.000101513418955062,0.000478669671844172,0.000527309200262369,87.6753720252887,high,4,all4,C_significant_but_flagged
1484,RP11-875O11.1,antisense,-0.669117201928982,down_in_PP,0.252163140970614,0.00796596107356735,0.0206287712189407,0.0223387644622981,91.9997976824639,high,4,all4,C_significant_but_flagged
1485,HAS2-AS1,antisense,-0.668412069075424,down_in_PP,0.292972041927208,0.0225196120091499,0.0494208858295371,0.0523320951469343,79.7243825488651,high,4,all4,C_significant_but_flagged
1486,RP11-87C12.5,lincRNA,-0.667589016353885,down_in_PP,0.122475152632304,5.01403887552924e-08,4.81278599381516e-07,5.52054611053817e-07,0,low,2,k2_or_less,C_significant_but_flagged
1487,RP11-793H13.3,antisense,-0.667469268828983,down_in_PP,0.246407626982103,0.00675267935837361,0.017986571376295,0.0196363196126899,95.0320445915834,high,4,all4,C_significant_but_flagged
1488,LINC01290,lincRNA,-0.666950678143144,down_in_PP,0.150232990389545,9.01923302986711e-06,5.51317117547633e-05,6.11696258937853e-05,0,low,2,k2_or_less,C_significant_but_flagged
1489,AC009495.2,lincRNA,-0.666441441852982,down_in_PP,0.166554757945834,6.29860143773973e-05,0.000314015415223062,0.000344236999976247,0,low,2,k2_or_less,C_significant_but_flagged
1490,LARGE-AS1,processed_transcript,-0.664665861127985,down_in_PP,0.270294432419601,0.0139307602323012,0.0330305310257268,0.0353746476086663,45.941807980733,low,2,k2_or_less,C_significant_but_flagged
1491,RP4-669P10.20,lincRNA,-0.663043533028564,down_in_PP,0.290096449561457,0.0222778542827063,0.0489804003889099,0.0518538329646424,80.9590351721415,high,2,k2_or_less,C_significant_but_flagged
1492,POC1B-AS1,antisense,-0.660216567061777,down_in_PP,0.199806536891232,0.000952209784451165,0.00340431977431029,0.00376618988786124,81.2278149406782,high,4,all4,C_significant_but_flagged
1493,RP11-539I5.1,processed_transcript,-0.656886439059045,down_in_PP,0.177661676672735,0.000217818228734135,0.000939580111623904,0.00102668788206166,87.4039897009564,high,4,all4,C_significant_but_flagged
1494,RP5-848E13.4,lincRNA,-0.656028430501837,down_in_PP,0.113030522230793,6.47537395845536e-09,7.16177502854406e-08,8.0054123194961e-08,0,low,2,k2_or_less,C_significant_but_flagged
1495,RP11-815J21.1,sense_intronic,-0.655660297262519,down_in_PP,0.198594103489147,0.000961661162852247,0.0034332125446443,0.00379613919688822,0,low,2,k2_or_less,C_significant_but_flagged
1496,RP11-507K2.6,sense_intronic,-0.655558080712232,down_in_PP,0.20034288061019,0.0010672139311149,0.00373972532740517,0.00413784469528152,0,low,2,k2_or_less,C_significant_but_flagged
1497,CTD-2540F13.2,antisense,0.655161355266559,up_in_PP,0.110765228596687,3.3214823399989e-09,3.83962132864633e-08,4.26470447631313e-08,0,low,2,k2_or_less,C_significant_but_flagged
1498,AC006042.6,antisense,-0.654086440091857,down_in_PP,0.103107864403624,2.24296169023598e-10,3.07848334505444e-09,3.41735747663771e-09,0,low,2,k2_or_less,C_significant_but_flagged
1499,OSMR-AS1,lincRNA,0.65405759715796,up_in_PP,0.230374270189114,0.00452397415166788,0.0128388449993319,0.0140525744108162,86.8685646199365,high,3,k3,C_significant_but_flagged
1500,CTC-308K20.1,antisense,-0.653601012344566,down_in_PP,0.134549683690808,1.18761553564762e-06,8.79031912415847e-06,1.00367430131782e-05,0,low,2,k2_or_less,C_significant_but_flagged
1501,AL163953.3,processed_transcript,-0.652335701816245,down_in_PP,0.137181643203016,1.98181733894002e-06,1.40147590712513e-05,1.57634625470468e-05,32.0246318971131,low,2,k2_or_less,C_significant_but_flagged
1502,SND1-IT1,lincRNA,-0.65180120156312,down_in_PP,0.213837764765301,0.00230284996237896,0.00723142786081212,0.0079045621797725,0,low,2,k2_or_less,C_significant_but_flagged
1503,RP11-434H6.7,lincRNA,-0.651393123346949,down_in_PP,0.0942755538214851,4.86503648032571e-12,8.26627418779139e-11,8.99615933776468e-11,0,low,2,k2_or_less,C_significant_but_flagged
1504,NAV2-AS2,antisense,-0.650996181239628,down_in_PP,0.272064787045663,0.0167204265170124,0.0384623523973717,0.0407831372824761,89.4742453271681,high,4,all4,C_significant_but_flagged
1505,RP11-715J22.4,lincRNA,0.650212492475328,up_in_PP,0.20273105539435,0.00134002863773351,0.00453835104309151,0.00498136075212448,85.6354289188723,high,4,all4,C_significant_but_flagged
1506,RP5-832C2.5,lincRNA,0.650046928013196,up_in_PP,0.271907662756835,0.016816745719905,0.0386484439461035,0.0409718799155568,89.1369860142642,high,4,all4,C_significant_but_flagged
1507,AC092168.2,sense_intronic,-0.644933067507582,down_in_PP,0.180032819884509,0.000340571504404522,0.00138877368099351,0.00152868558045474,0,low,2,k2_or_less,C_significant_but_flagged
1508,RP11-770J1.3,antisense,-0.644781589159964,down_in_PP,0.128997611119107,5.78081357495315e-07,4.52463303608606e-06,5.10481231404536e-06,77.9130119843902,high,4,all4,C_significant_but_flagged
1509,RP11-834C11.4,lincRNA,-0.64314163422078,down_in_PP,0.249990974960042,0.0100920468042691,0.0251818873963154,0.0272756318064162,93.4388757100832,high,4,all4,C_significant_but_flagged
1510,MYLK-AS1,antisense,-0.642554706676124,down_in_PP,0.262110700347818,0.0142276778439904,0.0336358892676244,0.036105548192014,93.0178667462253,high,4,all4,C_significant_but_flagged
1511,RP11-90L1.8,antisense,0.642031258362575,up_in_PP,0.201488059904641,0.00144031295482459,0.00483357301470459,0.00530402906853277,90.1841282965289,high,4,all4,C_significant_but_flagged
1512,RP11-119D9.1,lincRNA,-0.640899015382287,down_in_PP,0.19335324143149,0.000917567572431425,0.00329882061401182,0.00364531811801439,0,low,2,k2_or_less,C_significant_but_flagged
1513,PPP3CB-AS1,processed_transcript,-0.640535815094015,down_in_PP,0.148600932337038,1.62927988621128e-05,9.34607747956674e-05,0.000103370880757129,92.8409932923496,high,4,all4,C_significant_but_flagged
1514,MINCR,antisense,-0.639883016561836,down_in_PP,0.252927413435854,0.0114092528461093,0.0279346126249699,0.0302128745808537,91.1327648275549,high,4,all4,C_significant_but_flagged
1515,RP1-232P20.1,antisense,0.639518031516877,up_in_PP,0.187135377835073,0.000632203403920197,0.0023825987532403,0.00264815501332303,82.3359518061803,high,3,k3,C_significant_but_flagged
1516,RP11-589P10.5,lincRNA,-0.639132135559668,down_in_PP,0.112244022299486,1.24002055295448e-08,1.30962474075622e-07,1.47001888565316e-07,0,low,2,k2_or_less,C_significant_but_flagged
1517,RP1-206D15.6,lincRNA,-0.639042980082685,down_in_PP,0.177755670631355,0.000324312066663411,0.00133113478786741,0.00146176907547144,82.3689545931846,high,3,k3,C_significant_but_flagged
1518,RP1-127H14.3,antisense,0.637358936328642,up_in_PP,0.151518260555093,2.59375969984883e-05,0.000142273595092168,0.000157408109694893,0,low,2,k2_or_less,C_significant_but_flagged
1519,RP11-283I3.6,sense_overlapping,-0.636261632170947,down_in_PP,0.207825908800597,0.00220221745130249,0.00696516579562631,0.00762929936892384,91.7752112654085,high,4,all4,C_significant_but_flagged
1520,RP11-398C13.6,lincRNA,-0.633837002039441,down_in_PP,0.191558596005047,0.000936829089553643,0.00335651331556732,0.00371554488588324,56.3914020625906,moderate,2,k2_or_less,C_significant_but_flagged
1521,RP11-417F21.1,antisense,-0.631728225441208,down_in_PP,0.219512659162027,0.00400373971068809,0.0115830381558554,0.0126453881227353,0,low,2,k2_or_less,C_significant_but_flagged
1522,RP4-591C20.9,antisense,0.630768892194863,up_in_PP,0.156877722217009,5.80087653137471e-05,0.000291872249807896,0.000320976889402281,83.4791775479135,high,4,all4,C_significant_but_flagged
1523,RP11-583F2.5,antisense,-0.630378140054319,down_in_PP,0.197489547121392,0.00141312373984642,0.00475221667392349,0.00521722390982548,0,low,2,k2_or_less,C_significant_but_flagged
1524,VPS9D1-AS1,antisense,0.62829623163504,up_in_PP,0.23425001178582,0.00731482598870146,0.0191962480553755,0.0208919155466081,90.942623793203,high,4,all4,C_significant_but_flagged
1525,RP11-449G16.1,sense_intronic,-0.627982179156224,down_in_PP,0.261161437413239,0.0161912977399403,0.0375172248482234,0.0398746416168023,59.8580229856164,moderate,2,k2_or_less,C_significant_but_flagged
1526,GLYCTK-AS1,processed_transcript,0.625408716348602,up_in_PP,0.233553844554215,0.00741091296045855,0.0194077639096147,0.0210828536357029,81.4033304943785,high,4,all4,C_significant_but_flagged
1527,AC098617.1,antisense,-0.624148007318766,down_in_PP,0.250216794296386,0.0126159992486877,0.0303875226497464,0.0327864436931361,85.5974318086401,high,4,all4,C_significant_but_flagged
1528,RP11-517C16.4,antisense,0.623888200629985,up_in_PP,0.230705457260964,0.00684561115499526,0.0181954297132772,0.0198398924766674,83.0277199469795,high,4,all4,C_significant_but_flagged
1529,AC068580.6,antisense,0.622085162296178,up_in_PP,0.17176878399854,0.000292738257189935,0.00121749190204018,0.00133756962920892,84.6691683106895,high,4,all4,C_significant_but_flagged
1530,LMO7-AS1,antisense,0.620084894633316,up_in_PP,0.131466145927427,2.39713950674316e-06,1.66418588138496e-05,1.87566413122562e-05,84.8447536422657,high,4,all4,C_significant_but_flagged
1531,CTD-2325A15.5,antisense,-0.618913362772084,down_in_PP,0.244695396709826,0.0114283242485107,0.0279676459638878,0.0302263808210916,86.4052301698659,high,4,all4,C_significant_but_flagged
1532,TONSL-AS1,antisense,0.618007179725298,up_in_PP,0.126729464523532,1.07937437394656e-06,8.05577145915688e-06,9.21193869046699e-06,0,low,2,k2_or_less,C_significant_but_flagged
1533,RP11-216B9.9,antisense,-0.617861295089416,down_in_PP,0.173106581575289,0.000357999705735581,0.00145063680277205,0.00159532927571355,90.663573672857,high,4,all4,C_significant_but_flagged
1534,P4HA2-AS1,antisense,-0.617281123543218,down_in_PP,0.123114920160267,5.3348472100332e-07,4.20182089182439e-06,4.74001722337036e-06,77.3957418949366,high,4,all4,C_significant_but_flagged
1535,RP11-334J6.7,antisense,-0.614481348598104,down_in_PP,0.199105999000826,0.00202730989404344,0.0064889451551107,0.00712605191838015,96.4132772346865,high,4,all4,C_significant_but_flagged
1536,KCNJ2-AS1,antisense,0.613755425560698,up_in_PP,0.184561063641441,0.000882642029501395,0.0031906497249912,0.00352975236751621,86.943557436873,high,3,k3,C_significant_but_flagged
1537,GS1-251I9.3,antisense,-0.613211721244906,down_in_PP,0.251682761543202,0.0148323409258271,0.0348614956656736,0.0373353921966573,93.0429154338481,high,4,all4,C_significant_but_flagged
1538,MEG9,lincRNA,-0.612182034562094,down_in_PP,0.152555317608674,5.99893225144412e-05,0.000300810804493182,0.00033066725926113,0,low,2,k2_or_less,C_significant_but_flagged
1539,RP5-1027G4.3,antisense,0.610799143492522,up_in_PP,0.149941007238418,4.62926822386396e-05,0.000239164543859985,0.000264608237842264,10.7270544209365,low,2,k2_or_less,C_significant_but_flagged
1540,RP11-53B2.2,sense_intronic,-0.610722713309851,down_in_PP,0.228159044946259,0.00743420366012195,0.0194545277362406,0.0211352163188881,32.4939223836011,low,2,k2_or_less,C_significant_but_flagged
1541,AC022201.5,antisense,0.608635675492634,up_in_PP,0.159765115814057,0.000139211216191737,0.000632966527611996,0.000696377956603059,77.4017860595266,high,4,all4,C_significant_but_flagged
1542,EGFR-AS1,antisense,-0.604341971688323,down_in_PP,0.138092542805758,1.20680481582527e-05,7.14503715903919e-05,7.935933796468e-05,80.3972940510681,high,4,all4,C_significant_but_flagged
1543,FLJ37035,lincRNA,-0.602740165691127,down_in_PP,0.146193524211908,3.74144542602663e-05,0.000198367051548719,0.000218773437275909,76.1202227216728,high,4,all4,C_significant_but_flagged
1544,RP11-464F9.22,lincRNA,-0.602425018311736,down_in_PP,0.259572502860718,0.0202957364639981,0.0452940113322103,0.0480413849451421,69.178806731434,moderate,2,k2_or_less,C_significant_but_flagged
1545,RP11-373L24.1,3prime_overlapping_ncRNA,0.600681961022194,up_in_PP,0.21684608633799,0.00560417687298101,0.0153482549219375,0.0167006014665212,91.9678371131702,high,4,all4,C_significant_but_flagged
1546,XXbac-BPG181M17.4,processed_transcript;sense_intronic,0.599831037721577,up_in_PP,0.205684943161057,0.00354253688056105,0.0104672317025019,0.0114563206892284,40.7411720234368,low,2,k2_or_less,C_significant_but_flagged
1547,RP11-390E23.6,antisense,0.599427046682673,up_in_PP,0.10668743379676,1.92583743708391e-08,1.97971033011473e-07,2.24008026619948e-07,79.4010254084167,high,4,all4,C_significant_but_flagged
1548,BIRC6-AS2,antisense,-0.598268231453055,down_in_PP,0.212899110605735,0.0049525790548879,0.0138081584462789,0.015155452312942,0,low,2,k2_or_less,C_significant_but_flagged
1549,RP11-507K2.2,antisense,-0.598068776822266,down_in_PP,0.242435206293576,0.0136279988425071,0.0324261755426672,0.0348101245522599,88.1581643690889,high,4,all4,C_significant_but_flagged
1550,AC093495.4,antisense,-0.597844660371089,down_in_PP,0.182759629224395,0.00107089323825442,0.00375034543959177,0.00414293239221974,94.635712932979,high,4,all4,C_significant_but_flagged
1551,AC104532.4,antisense,-0.597722736123541,down_in_PP,0.118796783936695,4.86727261985024e-07,3.86635773054475e-06,4.40600180462175e-06,13.1166500629814,low,2,k2_or_less,C_significant_but_flagged
1552,RP5-1125A11.7,lincRNA,-0.597073759889039,down_in_PP,0.215321385798866,0.00555519846723227,0.0152390963206847,0.0165680557978509,74.3248445130791,moderate,2,k2_or_less,C_significant_but_flagged
1553,RP11-218M22.1,antisense,-0.593069110137065,down_in_PP,0.229420213729027,0.00973570156593313,0.0244215946997714,0.0264612943943421,90.0885682293397,high,4,all4,C_significant_but_flagged
1554,RP11-53O19.3,lincRNA,-0.592461658237438,down_in_PP,0.152552250994837,0.000102894148833167,0.000484724277830233,0.000533840505996539,87.9059354933949,high,4,all4,C_significant_but_flagged
1555,RP1-142L7.5,antisense,-0.591853557194481,down_in_PP,0.18461570851022,0.00134655832141073,0.00455677081436616,0.00500133721608947,82.6042736561515,high,3,k3,C_significant_but_flagged
1556,RP11-136L23.2,antisense,-0.591168831351962,down_in_PP,0.179506828338907,0.000990207347197943,0.00351410033071012,0.00386699204993276,81.4538177057772,high,4,all4,C_significant_but_flagged
1557,RP11-254F7.2,lincRNA,-0.588429920106279,down_in_PP,0.202812608719895,0.00371561204359259,0.0108913063200605,0.0119180528633248,85.1205262053455,high,4,all4,C_significant_but_flagged
1558,RP11-290O12.2,antisense,-0.587207680392117,down_in_PP,0.186896837085432,0.00167866066002568,0.00551962653654731,0.00605613232723912,48.7273592824976,low,2,k2_or_less,C_significant_but_flagged
1559,RP11-311C24.1,3prime_overlapping_ncRNA,-0.586546116437356,down_in_PP,0.198284532753059,0.00309538446363903,0.0093383246723973,0.0102148361640543,90.6060412954717,high,4,all4,C_significant_but_flagged
1560,CTC-490G23.6,antisense,0.585930566800358,up_in_PP,0.209511499643945,0.00516352594985892,0.0143087447319067,0.0156900117872469,0,low,2,k2_or_less,C_significant_but_flagged
1561,RP11-697E22.1,antisense,0.585755543183706,up_in_PP,0.119724874115742,9.95563681819733e-07,7.46583392991207e-06,8.53030505194848e-06,79.8333679849933,high,4,all4,C_significant_but_flagged
1562,CTD-2006H14.2,antisense,-0.585548041190618,down_in_PP,0.228889316841577,0.0105211077706186,0.0260965956994502,0.0282762939897309,79.1140790357827,high,3,k3,C_significant_but_flagged
1563,CTD-2524L6.3,antisense,-0.585504796077461,down_in_PP,0.115181038551946,3.70847940515714e-07,3.01368063722595e-06,3.42875862951174e-06,79.3252545051914,high,4,all4,C_significant_but_flagged
1564,RP11-138A9.2,lincRNA,-0.585363750521587,down_in_PP,0.152585702687561,0.000124904422848359,0.000575750348616071,0.000634344410404753,0,low,2,k2_or_less,C_significant_but_flagged
1565,CTD-2081C10.7,lincRNA,-0.584786902438593,down_in_PP,0.122000028971216,1.64032089099035e-06,1.17928061302353e-05,1.32915140361709e-05,0,low,2,k2_or_less,C_significant_but_flagged
1566,VIPR1-AS1,antisense,0.584222508787485,up_in_PP,0.214677250656119,0.00650061973181333,0.0174058260383233,0.0189926951921379,86.0410767459498,high,4,all4,C_significant_but_flagged
1567,RP11-336A10.4,lincRNA,-0.584110072028625,down_in_PP,0.183835809101278,0.00148629324209721,0.00496659749779204,0.00545478444321851,0,low,2,k2_or_less,C_significant_but_flagged
1568,CTC-429P9.1,antisense,-0.583833665715074,down_in_PP,0.127800580186454,4.91654179783082e-06,3.19881543450768e-05,3.57544140490991e-05,79.5741518384063,high,4,all4,C_significant_but_flagged
1569,RP11-666A8.9,antisense,-0.583682779979996,down_in_PP,0.131199432266653,8.63429636810325e-06,5.30764620008348e-05,5.9302540293306e-05,78.6522101536257,high,4,all4,C_significant_but_flagged
1570,CTD-2145A24.4,antisense,0.577786166473804,up_in_PP,0.149366348032128,0.00010961987616389,0.000512077043135026,0.00056467286209661,0,low,2,k2_or_less,C_significant_but_flagged
1571,ANO1-AS1,antisense,-0.576578013601849,down_in_PP,0.223986825074075,0.0100483679085654,0.0250753954520031,0.0271745549627266,88.7737431017017,high,4,all4,C_significant_but_flagged
1572,RP11-319G6.1,antisense,-0.575632888005842,down_in_PP,0.215215002034901,0.00747989237839783,0.0195536729725051,0.021251145319322,89.3012647099674,high,4,all4,C_significant_but_flagged
1573,RP11-667K14.4,antisense,0.573441027352006,up_in_PP,0.154001111324922,0.000196389435953924,0.00085672968561832,0.000941059899637463,94.7880757294228,high,4,all4,C_significant_but_flagged
1574,GS1-358P8.4,sense_overlapping,-0.572863920302447,down_in_PP,0.22412390901014,0.0105878762305192,0.0262232783960147,0.0283676411451744,89.7118595872715,high,4,all4,C_significant_but_flagged
