lncRNA,logFC,direction,FDR,I2,k,confidence,STAT3_r,STAT3_fdr,STAT3_k,IL1_inflammasome_topr,IL36_topr,STAT3_JAK_STAT_topr,Th17_output_topr,IL1_inflammasome_nsig,IL36_nsig,STAT3_JAK_STAT_nsig,Th17_output_nsig,STAT3_linked
ARHGEF26-AS1,-1.27908274498975,down_in_PP,7.097531569193181e-09,71.7487049305926,3,B_moderate,-0.165049925075439,0.0187770420517834,3.0,-0.255,-0.2,-0.28,,5.0,1.0,6.0,,False
RP11-706C16.8,1.24284169631864,up_in_PP,4.66951821479609e-19,56.1341527710781,4,B_moderate,0.305617811625805,1.98629919271175e-06,4.0,0.804,0.453,-0.586,0.424,6.0,4.0,7.0,5.0,False
AC007228.11,-1.2287754486302,down_in_PP,1.2410981224351e-09,59.1978186514838,3,B_moderate,-0.187960324874974,0.0065452124562156,3.0,-0.332,-0.212,-0.188,-0.215,2.0,2.0,1.0,4.0,False
LINC00886,-1.20510324039933,down_in_PP,3.42159210760428e-08,74.184241784431,4,B_moderate,-0.148000339801517,0.0355962899509493,4.0,,,-0.23,,,,3.0,,False
RP11-481J2.3,1.19846484102703,up_in_PP,1.04946065619399e-15,61.4936096017071,4,B_moderate,0.308340682483004,1.56059472407687e-06,4.0,0.643,0.394,-0.48,0.485,9.0,3.0,7.0,6.0,False
DIO3OS,-1.17883409031935,down_in_PP,1.87370521855505e-06,69.484915976826,3,B_moderate,-0.150407738862571,0.0341678128473883,3.0,-0.302,-0.203,0.447,0.191,4.0,3.0,6.0,2.0,False
RP11-20D14.6,1.17827338628806,up_in_PP,0.0143723262218489,60.781101630007,3,B_moderate,-0.0134996872292182,0.881784528660643,3.0,,,,0.219,,,,1.0,False
LINC01252,-1.13455044087472,down_in_PP,1.25903160025094e-06,55.7228503534216,3,B_moderate,-0.302553925692359,3.26007441255197e-06,3.0,-0.319,-0.29,-0.303,,4.0,4.0,4.0,,False
LINC01836,-1.12884112200964,down_in_PP,0.0002247141007353,62.3591630788786,3,B_moderate,-0.199677570907947,0.0059024832448587,3.0,-0.219,-0.232,-0.277,,2.0,2.0,4.0,,False
MIR9-3HG,1.10728051325574,up_in_PP,1.73281315241763e-10,54.3414759004904,3,B_moderate,0.0090118552009957,0.92142054774022,3.0,0.156,,0.168,0.155,2.0,,2.0,1.0,False
AC005083.1,-1.10289363497326,down_in_PP,4.54058947207088e-06,74.6569158473293,4,B_moderate,-0.281153609898246,1.5426271331172e-05,4.0,0.407,-0.233,-0.315,,5.0,2.0,7.0,,False
RP11-845C23.3,-1.10031950462551,down_in_PP,3.97745320041895e-06,66.5372912067621,4,B_moderate,-0.0371682371562123,0.654424289712602,4.0,-0.276,-0.254,-0.147,-0.151,4.0,4.0,1.0,1.0,False
RP11-449P15.1,-1.09862725756691,down_in_PP,1.14389317005085e-13,68.7005337887276,3,B_moderate,-0.106511222547049,0.149597486405459,3.0,0.389,-0.233,0.31,0.401,8.0,3.0,7.0,3.0,False
RP11-350N15.4,-1.08727638775326,down_in_PP,2.8884302441719598e-11,58.4470032393903,3,B_moderate,-0.0842214354150383,0.268016057543059,3.0,0.384,-0.363,0.361,-0.176,10.0,4.0,4.0,5.0,False
CTC-512J12.4,-1.06804133211424,down_in_PP,0.004119058905018,59.6666624220537,3,B_moderate,-0.0659402003638175,0.630577486688596,3.0,0.289,,-0.271,,1.0,,1.0,,False
LINC00958,1.06622785607624,up_in_PP,3.20454737090332e-08,61.6056541781953,4,B_moderate,0.118154849389527,0.102185347192236,4.0,0.281,0.305,0.196,-0.277,6.0,4.0,1.0,5.0,False
PP14571,-1.06431327960944,down_in_PP,1.95434994791247e-06,61.0992950841814,4,B_moderate,-0.106579822212262,0.145096514910437,4.0,-0.291,-0.166,0.457,-0.168,7.0,2.0,5.0,3.0,False
RP1-153G14.4,-1.05972659877527,down_in_PP,1.10670708879837e-05,66.3336148651557,3,B_moderate,-0.199008334506987,0.0037506889943545,3.0,-0.292,-0.227,0.262,-0.198,6.0,3.0,4.0,4.0,False
CTD-2516F10.2,-1.05729322116926,down_in_PP,2.55967037605831e-07,66.8064049018795,3,B_moderate,-0.22268834001386,0.0010093792635755,3.0,-0.351,-0.194,-0.292,-0.246,3.0,4.0,5.0,5.0,False
LINC00592,1.04226074670341,up_in_PP,1.18091686956017e-07,55.5960629007712,4,B_moderate,0.151275535431868,0.0312453367835941,4.0,0.246,0.312,0.151,0.28,3.0,5.0,3.0,5.0,False
PYCARD-AS1,1.03392093279376,up_in_PP,1.2777434704700902e-15,59.3070457635725,4,B_moderate,0.259407429381521,7.93832271531692e-05,4.0,0.964,0.359,-0.602,0.415,8.0,3.0,7.0,5.0,False
RP11-508N22.12,-1.03317530571107,down_in_PP,0.0002816149032032,71.2604350462319,3,B_moderate,-0.215607188784182,0.0015143057841,3.0,-0.531,-0.347,0.253,-0.237,4.0,4.0,4.0,4.0,False
RP1-261D10.2,-1.01736291984721,down_in_PP,2.11525094994476e-10,71.0684927292575,4,B_moderate,-0.159295121131616,0.0225305628399975,4.0,0.17,,-0.224,,3.0,,5.0,,False
RP11-379F4.4,-1.00820560932962,down_in_PP,1.4338955467680902e-09,60.5108785080235,3,B_moderate,0.0125749160895263,0.889884370136181,3.0,0.232,-0.19,-0.189,0.191,5.0,1.0,1.0,1.0,False
KCNMA1-AS1,-1.002532698785,down_in_PP,6.21859680985683e-11,54.7660549642591,3,B_moderate,0.0639393341485469,0.415958429707261,3.0,-0.307,-0.179,0.215,,7.0,3.0,2.0,,False
RP11-176D17.3,-0.99732522375173,down_in_PP,1.25874636590436e-15,52.1434377619568,4,B_moderate,-0.108786698846349,0.135913938750493,4.0,-0.384,-0.267,0.506,-0.333,7.0,3.0,7.0,5.0,False
RP11-700H6.4,0.994635906006848,up_in_PP,1.94817891667001e-05,62.1571433025342,3,B_moderate,-0.0461024052707645,0.57358554822421,3.0,-0.213,,0.425,0.199,3.0,,5.0,4.0,False
FLG-AS1,-0.990808016731759,down_in_PP,3.95935608161072e-06,50.0629124878365,4,B_moderate,-0.232804799199744,0.0004808410674034,4.0,-0.382,-0.33,-0.312,0.289,10.0,2.0,5.0,4.0,False
ADORA2A-AS1,-0.976958521504963,down_in_PP,2.93545448571491e-05,63.4070662926356,3,B_moderate,0.10971135216585,0.136204698704609,3.0,0.305,-0.199,-0.282,0.283,7.0,3.0,5.0,4.0,False
RP11-732A19.5,-0.971046656145735,down_in_PP,1.14775354411848e-05,63.8358386620491,4,B_moderate,0.040688555368826,0.620591691916183,4.0,-0.458,-0.239,-0.372,-0.158,9.0,5.0,6.0,3.0,False
CTC-523E23.1,-0.965301103604509,down_in_PP,0.0014562464690866,66.6618582598998,3,B_moderate,-0.210459633408134,0.0020202882586767,3.0,-0.264,-0.171,0.268,-0.173,3.0,4.0,3.0,2.0,False
RP1-92O14.3,-0.931922902810124,down_in_PP,4.31348090870174e-05,59.9304533902569,3,B_moderate,-0.0790860645881882,0.32914390345629,3.0,-0.368,,-0.356,,5.0,,5.0,,False
CTD-2240E14.4,0.928414645115396,up_in_PP,5.2323286395496697e-11,63.3821681092597,4,B_moderate,0.23919164092246,0.0003180653521577,4.0,0.482,0.297,0.58,0.366,6.0,3.0,8.0,5.0,False
RP3-508I15.21,0.927226872010221,up_in_PP,0.0001590591419053,69.1492486621362,4,B_moderate,0.0616642898352946,0.429976762142625,4.0,-0.255,0.271,0.592,0.199,7.0,2.0,6.0,4.0,False
CTD-2616J11.16,0.926662000047596,up_in_PP,7.51812184155163e-10,61.9150169025382,4,B_moderate,0.357181890189781,1.19831686905131e-08,4.0,0.199,0.412,0.357,0.288,2.0,4.0,4.0,5.0,False
AP003419.16,0.918573690459179,up_in_PP,1.0509775467204401e-23,52.5758282887111,4,B_moderate,0.267556663039317,4.36701007833475e-05,4.0,0.847,0.435,-0.669,0.467,6.0,4.0,8.0,5.0,False
RP3-335E1.1,0.911077235748752,up_in_PP,9.59318106597726e-08,66.4689300512669,4,B_moderate,0.304979154029201,2.10036575355369e-06,4.0,0.366,0.298,0.375,0.226,3.0,4.0,7.0,6.0,False
AC016629.3,-0.90424702522011,down_in_PP,2.29578397546468e-07,70.8244030675853,4,B_moderate,-0.146412497524647,0.0378481726912493,4.0,-0.193,-0.195,-0.219,-0.269,3.0,2.0,2.0,7.0,False
RP11-31F15.2,-0.899989168791794,down_in_PP,0.0024910432710019,72.7321876627238,3,B_moderate,-0.182434183255494,0.0085352576622231,3.0,-0.376,-0.178,0.226,-0.226,4.0,4.0,4.0,2.0,False
AC006262.6,-0.898817035418259,down_in_PP,2.02617756478427e-05,67.9688410715578,4,B_moderate,-0.328518506438453,2.3428153307635e-07,4.0,-0.366,-0.337,0.443,-0.213,10.0,4.0,8.0,7.0,False
RBFADN,-0.889138229393974,down_in_PP,1.51290317128088e-06,61.1513562147596,4,B_moderate,-0.238815489774904,0.0003259407131612,4.0,-0.346,-0.289,-0.298,-0.258,5.0,4.0,4.0,4.0,False
ZNF582-AS1,-0.887019014803004,down_in_PP,0.0007072007605802,74.4448235232133,4,B_moderate,-0.194935055653417,0.0042199998618126,4.0,-0.277,-0.179,-0.195,-0.165,3.0,2.0,5.0,3.0,False
RP11-244F12.3,-0.879348392268283,down_in_PP,1.12556492099691e-05,74.0807371990824,4,B_moderate,0.0118898550977076,0.895301560678142,4.0,-0.326,-0.268,0.298,-0.172,7.0,4.0,3.0,2.0,False
RP11-34P13.13,0.873136491432528,up_in_PP,2.13135039292185e-05,62.7471922459467,3,B_moderate,0.0864723652157471,0.254037805430341,3.0,-0.315,0.171,0.286,-0.194,3.0,1.0,3.0,2.0,False
PRC1-AS1,0.87232687696983,up_in_PP,1.0954364979093201e-14,64.665256715296,4,B_moderate,0.14365719290587,0.0420631026401365,4.0,0.388,0.425,-0.424,0.298,4.0,3.0,6.0,5.0,False
PSMB8-AS1,0.86928401010612,up_in_PP,4.47975413650339e-13,73.6244579398392,4,B_moderate,0.148876827813722,0.0343958372376031,4.0,0.433,0.298,0.479,0.243,6.0,4.0,5.0,4.0,False
KB-1125A3.12,-0.863066833922066,down_in_PP,1.90651594533876e-06,55.1749689589838,4,B_moderate,-0.0393479974717278,0.633896242857356,4.0,0.219,-0.146,0.145,,4.0,1.0,1.0,,False
DGCR5,-0.86187519872956,down_in_PP,5.48523338705504e-06,60.2585728762577,4,B_moderate,-0.189485365856105,0.0055739842304399,4.0,-0.335,-0.198,-0.394,0.164,6.0,1.0,8.0,2.0,False
CTC-471J1.2,-0.857396450893295,down_in_PP,3.82253959240172e-05,63.907894135156,3,B_moderate,-0.348070306601773,4.37575464426305e-08,3.0,-0.459,-0.281,-0.348,-0.322,6.0,3.0,6.0,5.0,False
RP11-374M1.2,-0.852516823877891,down_in_PP,0.0008733120870821,70.6448740631772,4,B_moderate,0.0721459477040368,0.346387008858596,4.0,-0.154,,,,1.0,,,,False
CTD-2195B23.3,-0.85028213774222,down_in_PP,0.0007745646194168,68.9815192632837,3,B_moderate,0.157113794173009,0.0354661674686023,3.0,-0.58,-0.201,0.301,-0.224,6.0,3.0,7.0,2.0,False
RP11-531A24.5,-0.834731356928235,down_in_PP,2.74770417102181e-05,74.0517719196868,3,B_moderate,-0.17209369078082,0.0137685394552317,3.0,-0.391,-0.261,0.2,-0.214,5.0,3.0,5.0,4.0,False
TMCC1-AS1,-0.83363433827213,down_in_PP,0.0006423434454132,69.3933391662519,3,B_moderate,-0.230935004123053,0.0006143354443911,3.0,-0.293,,-0.231,-0.195,3.0,,3.0,2.0,False
RP11-10A14.3,-0.824550444025537,down_in_PP,4.74630992752132e-09,65.5458298077099,4,B_moderate,0.0876591472500401,0.242312017301384,4.0,-0.216,-0.23,0.309,0.347,4.0,3.0,2.0,4.0,False
FOXD1-AS1,-0.822683500361254,down_in_PP,0.0443343720926196,74.0990516405729,3,B_moderate,-0.201232977430633,0.0101689615132944,3.0,-0.363,-0.366,0.4,-0.315,5.0,2.0,7.0,5.0,False
CTC-454I21.4,-0.815345553285385,down_in_PP,0.0001267388182125,68.4077048266136,3,B_moderate,-0.103791226344125,0.186039889802066,3.0,0.244,,0.246,-0.19,3.0,,3.0,2.0,False
CA3-AS1,-0.813169226745479,down_in_PP,0.0001415219720117,66.9656712463633,4,B_moderate,-0.33156059303067,1.73783275956363e-07,4.0,-0.28,-0.249,-0.332,-0.226,4.0,3.0,4.0,4.0,False
RP11-255M2.3,-0.811804685714715,down_in_PP,0.0001746663243818,72.2673326588931,4,B_moderate,-0.0618676111201568,0.428278622666477,4.0,0.418,-0.269,-0.371,0.41,8.0,4.0,5.0,2.0,False
RP11-981G7.6,-0.810638220483137,down_in_PP,0.0013409815246744,72.6209840060904,3,B_moderate,-0.203149184489705,0.003012216552453,3.0,-0.351,,-0.219,-0.187,4.0,,4.0,1.0,False
CTB-25B13.12,-0.805749471470993,down_in_PP,9.19314715192429e-07,74.6804230994233,4,B_moderate,-0.176055829344359,0.0107026536867209,4.0,-0.415,-0.277,-0.309,0.426,8.0,4.0,7.0,3.0,False
GS1-293C5.1,0.794334726804524,up_in_PP,9.4281751258331e-13,70.2353555385521,4,B_moderate,0.0483976317219803,0.548742338201016,4.0,-0.419,0.236,0.403,-0.339,7.0,3.0,6.0,4.0,False
CTC-559E9.8,-0.79073635228684,down_in_PP,0.0008292600601539,64.2972938727198,3,B_moderate,-0.262108655266819,7.70207759644389e-05,3.0,-0.379,-0.264,0.277,-0.215,6.0,3.0,7.0,4.0,False
RP11-164P12.3,0.78402496377089,up_in_PP,5.73829351031554e-07,53.6998802861616,4,B_moderate,-0.058472295554776,0.456922753996958,4.0,-0.199,,0.241,,4.0,,2.0,,False
RP3-329A5.8,-0.7801371602813,down_in_PP,0.0023884490272547,62.0756746344083,3,B_moderate,-0.23411947745115,0.0005048109109697,3.0,-0.447,-0.294,-0.234,-0.291,4.0,4.0,5.0,5.0,False
RP11-78O7.2,-0.777515870861149,down_in_PP,0.0022350876707755,65.5412669442539,3,B_moderate,-0.190635560346004,0.005727438218386,3.0,-0.269,-0.149,-0.191,,3.0,1.0,1.0,,False
MIR600HG,-0.7727799052536,down_in_PP,3.6574531223578104e-21,56.9489395404202,4,B_moderate,-0.174886825979395,0.0112984124184109,4.0,-0.498,-0.313,-0.514,0.329,6.0,5.0,8.0,6.0,False
RP11-635N19.1,-0.770960691509717,down_in_PP,0.0002441219908386,62.554171971589,3,B_moderate,0.146423371100876,0.0519923638407834,3.0,0.42,-0.169,0.338,0.186,7.0,1.0,5.0,2.0,False
LINC01226,-0.766217180506192,down_in_PP,5.29697392537701e-05,65.7429448054674,4,B_moderate,-0.148342273644551,0.0351288930507031,4.0,0.397,-0.257,0.312,0.174,6.0,3.0,6.0,1.0,False
RP11-1113L8.1,-0.762784908285057,down_in_PP,1.5665007517682e-05,70.2276696035266,3,B_moderate,-0.10813992227076,0.142668233584418,3.0,-0.288,-0.215,-0.284,-0.21,6.0,2.0,6.0,4.0,False
AC020571.3,0.757891118003091,up_in_PP,0.0362192475414818,72.4594398143046,3,B_moderate,-0.109864101815938,0.192726532767823,3.0,-0.36,,0.456,-0.209,5.0,,7.0,1.0,False
RP11-2E11.6,-0.755453860184306,down_in_PP,0.0006467542205528,73.6849053958472,4,B_moderate,-0.0604172530214092,0.440381732847189,4.0,-0.367,-0.249,0.321,-0.165,4.0,4.0,1.0,1.0,False
RP4-669P10.16,-0.753956397069597,down_in_PP,0.000307894241462,73.0171577709935,3,B_moderate,-0.0728638708584458,0.34597616899842,3.0,-0.355,-0.238,0.479,0.295,10.0,3.0,5.0,4.0,False
CTC-559E9.5,-0.751381744730785,down_in_PP,1.43762446518464e-08,68.3369735596267,4,B_moderate,-0.359088355828014,9.648121447386741e-09,4.0,-0.647,-0.339,0.529,-0.437,7.0,3.0,6.0,5.0,False
RP11-203J24.8,0.747002075880514,up_in_PP,4.15478881567123e-06,74.4181554234438,4,B_moderate,0.0692746591991601,0.3681277132627,4.0,-0.208,0.169,0.163,0.211,5.0,1.0,2.0,5.0,False
AC004076.5,-0.742811269769312,down_in_PP,0.0002569078739823,64.456277801287,3,B_moderate,-0.330921921676189,2.43552841421303e-07,3.0,-0.333,-0.264,-0.338,-0.265,5.0,3.0,3.0,4.0,False
RP11-1055B8.4,-0.741786511970107,down_in_PP,0.0126663198927921,73.897873022588,3,B_moderate,-0.214159346851763,0.0016418692061562,3.0,-0.295,-0.223,0.533,-0.144,5.0,3.0,6.0,1.0,False
RP11-37B2.1,-0.731812895296493,down_in_PP,1.84025333339519e-06,67.0386469768853,4,B_moderate,-0.304713564021698,2.14818620446926e-06,4.0,-0.489,-0.3,0.367,-0.214,4.0,3.0,5.0,4.0,False
AP000692.10,0.731384775852793,up_in_PP,2.94700787083382e-11,55.1038921201151,4,B_moderate,0.33394476882711,1.37232902544198e-07,4.0,0.369,0.273,0.337,0.28,4.0,3.0,5.0,5.0,False
C1orf147,0.730712031854412,up_in_PP,0.0002771426451546,74.071750947449,4,B_moderate,0.0894861799425739,0.231298130148561,4.0,-0.231,0.169,0.359,0.24,3.0,1.0,5.0,5.0,False
CTB-79E8.2,-0.730256938912155,down_in_PP,2.3406862045817304e-09,63.1889503298378,4,B_moderate,-0.0342236044664703,0.682921921572903,4.0,0.361,-0.224,-0.263,0.241,6.0,4.0,3.0,2.0,False
AP001347.6,-0.725987301593008,down_in_PP,0.0001227421404721,51.292657242143,3,B_moderate,-0.0948356569642403,0.206007640124861,3.0,-0.279,-0.237,0.148,0.2,7.0,4.0,2.0,4.0,False
AL078471.5,-0.718046223021325,down_in_PP,0.0106681585163296,71.8745193417717,4,B_moderate,-0.0415363510641922,0.612650994581372,4.0,-0.33,-0.165,0.347,-0.146,5.0,1.0,4.0,1.0,False
CTD-2256P15.4,0.711569979292418,up_in_PP,1.00490771631872e-10,73.3666874084461,4,B_moderate,0.075818697263479,0.31957199476705,4.0,0.543,0.328,-0.386,-0.418,9.0,4.0,6.0,5.0,False
RNF217-AS1,-0.702623949498611,down_in_PP,1.93430554398031e-10,59.3638929252604,4,B_moderate,0.002236683774474,0.980493997092066,4.0,-0.255,-0.225,-0.168,-0.2,4.0,3.0,1.0,3.0,False
ZNF529-AS1,-0.698756339438162,down_in_PP,7.80210827770943e-09,64.3651172071358,4,B_moderate,-0.262597542749363,6.28061167007199e-05,4.0,-0.359,-0.279,-0.33,-0.229,5.0,3.0,7.0,6.0,False
AC074289.1,-0.695759971799787,down_in_PP,1.08596666641386e-06,52.2622937858175,3,B_moderate,-0.261795267530208,7.87751110564694e-05,3.0,-0.316,-0.156,0.292,,4.0,1.0,5.0,,False
C2orf48,0.687739240321057,up_in_PP,0.0035003116555506,52.0021043511512,3,B_moderate,0.140723972218514,0.049232006468852,3.0,-0.239,,-0.273,0.191,3.0,,3.0,4.0,False
RP5-1159O4.2,-0.685150951846331,down_in_PP,0.0002984699086096,52.3922832752471,3,B_moderate,-0.194990123477999,0.0046046356293767,3.0,-0.425,-0.159,0.284,-0.149,4.0,1.0,4.0,1.0,False
RP11-109P14.9,-0.681490050708094,down_in_PP,0.0007305894412744,70.6630363875976,4,B_moderate,0.152168374329541,0.0301306216550048,4.0,0.239,,0.152,0.25,3.0,,1.0,1.0,False
RP4-621F18.2,-0.680037051949498,down_in_PP,0.0069731415857574,67.4616614219909,4,B_moderate,0.0633004855896002,0.416349509572282,4.0,0.376,,0.369,,8.0,,4.0,,False
NDUFA6-AS1,-0.679798045082135,down_in_PP,9.348087684858519e-11,62.7333690910775,4,B_moderate,-0.154107581272843,0.0278790143911449,4.0,-0.411,-0.318,0.509,0.371,9.0,3.0,7.0,3.0,False
RP11-344N10.5,-0.678445227680071,down_in_PP,0.0018639517219982,74.9807469501513,3,B_moderate,-0.302970421798591,3.14529628965941e-06,3.0,-0.353,-0.242,-0.303,-0.194,5.0,3.0,6.0,3.0,False
LINC01315,-0.676736090571151,down_in_PP,3.98101293612936e-10,53.0567391507824,4,B_moderate,-0.112455897083326,0.121848027996529,4.0,-0.432,-0.239,-0.436,0.41,9.0,2.0,5.0,1.0,False
RP11-798G7.6,-0.67656572975227,down_in_PP,0.0007493886871766,64.1083719039208,3,B_moderate,-0.21795112286912,0.0013246941102157,3.0,-0.415,-0.209,0.347,-0.18,4.0,2.0,3.0,2.0,False
RP5-1171I10.5,0.676318017646241,up_in_PP,0.0087289661110171,67.4307910386491,3,B_moderate,-0.0583132133015259,0.462988907658969,3.0,-0.354,,0.587,,6.0,,6.0,,False
CTA-243E7.1,-0.674972789137079,down_in_PP,0.0113379830067893,71.166727748062,3,B_moderate,-0.132309675420794,0.0662668336966591,3.0,-0.294,-0.268,0.185,-0.201,9.0,4.0,4.0,5.0,False
RP11-299G20.2,0.671677309504549,up_in_PP,1.61423248474802e-11,60.2975858998845,4,B_moderate,0.260047501197958,7.57967581914434e-05,4.0,0.367,0.448,0.26,0.272,3.0,5.0,3.0,5.0,False
ZEB1-AS1,-0.664811190323123,down_in_PP,6.34140691792901e-06,70.9516186960524,4,B_moderate,-0.163939959102294,0.018475097977345,4.0,-0.289,-0.215,0.367,-0.227,3.0,3.0,3.0,4.0,False
RP4-665J23.1,-0.664669496165019,down_in_PP,0.0019697612199208,64.1840057498859,4,B_moderate,-0.235066471038337,0.0004155804977989,4.0,-0.321,-0.271,-0.235,-0.191,5.0,3.0,4.0,4.0,False
LINC00921,-0.660690103512526,down_in_PP,7.33715285540722e-05,71.5316140613764,3,B_moderate,-0.230113539464602,0.0006458796643137,3.0,-0.324,-0.287,0.312,0.207,5.0,5.0,5.0,4.0,False
LINC00205,-0.660458551258502,down_in_PP,0.0007146031278961,73.2869155813911,4,B_moderate,-0.20847764676968,0.002031870137735,4.0,-0.319,-0.16,-0.208,-0.248,4.0,2.0,4.0,5.0,False
RP11-791G15.2,0.656617532076711,up_in_PP,0.0002068341683642,74.0051642535933,4,B_moderate,0.0490702241058,0.54233560349052,4.0,,0.152,0.142,0.175,,1.0,1.0,3.0,False
RP11-498B4.5,-0.656115326078898,down_in_PP,3.86322630023534e-07,62.3864844154687,4,B_moderate,-0.369001572761986,3.1445356301548e-09,4.0,-0.397,-0.298,-0.369,-0.365,6.0,3.0,4.0,5.0,False
C9orf139,0.656030599521791,up_in_PP,0.0005160695823462,59.7263145515433,3,B_moderate,-0.0754643609008359,0.327041712869346,3.0,-0.381,,0.556,,5.0,,5.0,,False
RP11-388M20.2,0.654726293981062,up_in_PP,6.48367225155374e-06,69.349447632473,4,B_moderate,0.36401678324903,5.590433678926091e-09,4.0,0.508,0.369,-0.393,0.492,6.0,5.0,4.0,6.0,False
CTD-2647L4.4,-0.654282397941891,down_in_PP,2.92740685681602e-05,70.1704982433674,4,B_moderate,-0.0195922526204008,0.823691105135458,4.0,-0.447,-0.174,0.401,-0.196,6.0,3.0,5.0,3.0,False
RP11-582J16.3,-0.649427903573324,down_in_PP,3.23307087269517e-08,60.355225195107,4,B_moderate,0.0227328455692217,0.793637670422668,4.0,-0.628,-0.323,0.399,0.353,12.0,4.0,7.0,3.0,False
PICSAR,0.645674571222753,up_in_PP,0.0004904728782548,65.9820127647707,4,B_moderate,0.264663664964927,5.40589417902714e-05,4.0,0.578,0.35,-0.491,0.397,5.0,3.0,7.0,5.0,False
LINC01876,-0.634542726081897,down_in_PP,0.0302294714427736,51.5187030168005,4,B_moderate,-0.120806987647794,0.0938146008732205,4.0,-0.183,,0.159,,2.0,,2.0,,False
RP11-539L10.3,-0.634330254193959,down_in_PP,0.0008209146257776,52.9921345396986,4,B_moderate,-0.204492503361744,0.0025360744321077,4.0,0.222,-0.177,-0.223,,1.0,1.0,3.0,,False
TMEM9B-AS1,-0.630037827207171,down_in_PP,0.0059392522722075,67.4866968076801,4,B_moderate,-0.0089728374133014,0.921049056102349,4.0,,,-0.181,,,,3.0,,False
CTD-3193O13.14,-0.627249203520493,down_in_PP,0.0007684780102996,63.8988941021819,4,B_moderate,-0.16432150030723,0.0181766948083437,4.0,-0.353,-0.246,0.203,-0.182,3.0,3.0,2.0,2.0,False
CTD-2036P10.3,-0.622238581575959,down_in_PP,8.96934588304161e-12,57.9118086583508,4,B_moderate,-0.333874582264319,1.38207756025016e-07,4.0,-0.553,-0.378,0.612,-0.425,8.0,3.0,7.0,5.0,False
SLC2A1-AS1,-0.620765891192965,down_in_PP,0.0013931283870084,74.3851276541595,4,B_moderate,-0.347730690804435,3.32420404296605e-08,4.0,0.297,-0.296,-0.351,-0.25,8.0,3.0,5.0,6.0,False
LINC00342,-0.62015513476346,down_in_PP,0.0132090612822333,70.0542211790901,4,B_moderate,-0.356606137443776,1.27578106169336e-08,4.0,-0.568,-0.343,-0.357,-0.247,5.0,3.0,6.0,4.0,False
LINC-PINT,-0.619727369844421,down_in_PP,0.0004267186453273,74.6749196205849,4,B_moderate,-0.129370584043778,0.0704302772422651,4.0,-0.429,-0.167,0.224,-0.159,4.0,1.0,2.0,2.0,False
RP11-541N10.3,-0.616521408587659,down_in_PP,6.22780876716049e-07,58.7627925926899,4,B_moderate,-0.234129061572221,0.0004415881580352,4.0,-0.296,-0.4,-0.243,-0.287,7.0,4.0,6.0,7.0,False
XXbac-BPG181B23.7,-0.609357756611824,down_in_PP,0.0288294091380499,70.8781764935656,4,B_moderate,-0.0887267151550299,0.235858770015949,4.0,-0.197,,-0.164,,1.0,,1.0,,False
RP1-78B3.1,-0.605025457633983,down_in_PP,0.0241090792625273,73.3725876508522,3,B_moderate,-0.0734960347999119,0.34138657048719,3.0,-0.336,-0.271,,,8.0,4.0,,,False
RP5-1087E8.3,-0.604317458804793,down_in_PP,4.04129866783588e-07,61.7827479639311,4,B_moderate,-0.0182748153974631,0.836236674757674,4.0,-0.256,-0.156,0.277,-0.177,8.0,4.0,3.0,3.0,False
RP11-1123I8.1,0.603979119371138,up_in_PP,0.0157743332564455,54.9482463605776,3,B_moderate,0.116008279657204,0.113023826114469,3.0,0.171,-0.208,0.176,-0.233,3.0,2.0,3.0,2.0,False
LINC01750,0.603942972127245,up_in_PP,0.0030918915314604,72.2093041595341,3,B_moderate,0.104906155898889,0.15639778893976,3.0,0.239,,-0.258,0.218,4.0,,5.0,1.0,False
RP11-344N10.2,-0.603087006441631,down_in_PP,6.4270085867214e-05,53.1452219581773,4,B_moderate,-0.177100640503285,0.0101881902575124,4.0,-0.473,-0.222,0.555,-0.239,8.0,1.0,9.0,4.0,False
KRT73-AS1,-0.600925119130768,down_in_PP,0.0336506920857507,57.1583669898057,4,B_moderate,-0.308163692595778,1.58702729296794e-06,4.0,-0.35,-0.255,-0.316,-0.226,11.0,3.0,7.0,3.0,False
DCST1-AS1,-0.59699038000932,down_in_PP,0.0003896155755285,72.0992210942603,4,B_moderate,-0.259787379613849,7.71709696787782e-05,4.0,-0.318,-0.314,-0.427,0.438,8.0,2.0,7.0,2.0,False
RP11-575L7.4,-0.593890041609205,down_in_PP,7.15959548542215e-06,59.2210131944918,4,B_moderate,-0.112727691830624,0.120896330350587,4.0,-0.452,,0.451,-0.242,6.0,,6.0,5.0,False
RP11-123K3.9,0.591128996872931,up_in_PP,3.89620713417132e-06,58.8759492533404,4,B_moderate,0.28143368404696,1.50755646863379e-05,4.0,0.549,0.27,-0.43,0.346,5.0,3.0,6.0,4.0,False
RP11-477D19.2,-0.591008377171501,down_in_PP,0.0003337004655829,69.3033361213396,4,B_moderate,-0.227285995942619,0.0006786945426041,4.0,-0.43,-0.298,-0.227,-0.191,5.0,3.0,3.0,3.0,False
