"gene","logFC","SE","P","I2","k","FDR"
"MKLN1",-0.355199776873752,0.136054250901633,0.00903514033912443,92.2321071860487,4,0.0208122093258609
"RP11-446E9.1",0.360103431603424,0.137935454173892,0.00903660431213813,90.2217520035734,4,0.0208136534666197
"PODNL1",0.157203261289525,0.0602177648745947,0.00903889653861431,0,4,0.0208145830868745
"EXOG",0.386517708446421,0.148059084503986,0.00903930695940287,76.993210734114,4,0.0208145830868745
"RP11-701P16.2",-1.26091409071564,0.483005968287427,0.00903951913275791,79.4665535576672,2,0.0208145830868745
"CUL7",-0.283314235709457,0.108528672078091,0.00904096376787528,83.1112671292393,4,0.020815981949258
"PLAUR",0.713521832779079,0.273343716282226,0.00904505355211586,88.8956439397331,4,0.0208234701996957
"PPP3CC",-0.18698912556229,0.0716483716048005,0.00905907164186327,60.3086576983866,4,0.0208538118354538
"LAS1L",0.202953752949529,0.0777809559184176,0.00907279887972698,78.4514281991632,4,0.0208823150678456
"ZNF175",-0.364950630967716,0.139866297190383,0.00907324001798024,88.8383686304324,4,0.0208823150678456
"RBP7",-0.384211374946259,0.147249482852336,0.00907397306796719,63.953635770435,4,0.0208823150678456
"CLSTN2",-1.53061739327517,0.586619146002279,0.00907493374936502,94.8372040337124,4,0.0208825932455775
"RADIL",-1.07431576375639,0.411769296293757,0.00908010108676019,90.3738435305927,4,0.0208925505342259
"HAUS1P1",0.286032660204294,0.109650345299297,0.00909164251983247,0,2,0.0209171708825087
"RP11-10K16.1",-0.293329140208956,0.112450126672591,0.00909329591342914,0,3,0.0209190393360467
"RPS4XP7",-0.311520547163667,0.119446822766716,0.00910657525125574,0,2,0.0209458479601028
"ATP5J2-PTCD1",0.365464647325061,0.140130814316968,0.00910663405037685,92.5841212933137,4,0.0209458479601028
"ICK",0.212600897055954,0.0815218410986873,0.00910992775772315,68.1575322599057,4,0.0209514857217484
"RNF217",-0.416775568330254,0.159828986510946,0.00911702635268082,86.2579686042072,4,0.0209654187883264
"FAM50B",-0.390156709393463,0.149622329568951,0.00911767227446961,80.4719794061141,4,0.0209654187883264
"LRRC3",-0.479925663270028,0.184065044506328,0.00912407262600808,81.8091648819679,4,0.0209781960164879
"GSTM3",-0.648592851463406,0.248800677640654,0.00913720825536631,84.7031527540021,4,0.0210064552956674
"VTI1A",0.235203006971181,0.0902263337072459,0.00913897661134475,87.9047734335021,4,0.0210085783875103
"KLK1",-1.35575945573997,0.520174426632985,0.00915114386852358,93.8657136371035,4,0.0210346037562125
"BIN1",-0.444923049878632,0.170709913375797,0.00915234361798125,70.7765431934186,4,0.0210354169890675
"ZNF182",-0.359099692444936,0.137784904357627,0.00915439168743648,77.946135927978,4,0.0210381796395375
"ATP5J2P4",0.255001009411202,0.0978553088982625,0.00916335929435606,0,2,0.021055700557744
"FPR2",2.13235692844214,0.818284968843482,0.00916370913841815,91.1124382328302,2,0.021055700557744
"TUFM",0.366676464646104,0.140713599710147,0.00916505213071277,88.4375893410297,4,0.0210568406432878
"PIP5K1C",-0.30258158728853,0.11611945320531,0.00916656895623473,80.5670094101519,4,0.0210583798656442
"FAM45BP",0.420082724738528,0.161224739397902,0.00917208974958426,94.5777566511837,4,0.0210691162783522
"ZNF32",-0.327534588763969,0.12571804183167,0.00917909180633213,87.3667520989664,4,0.0210832529887544
"AC098614.2",0.33579345291096,0.12889306012618,0.00918180398088189,82.264087999625,4,0.0210868431481473
"CCDC80",-0.961323187685682,0.369003198109947,0.00918235090517732,84.9519730072773,4,0.0210868431481473
"AP000692.10",0.514321847253378,0.197433834843314,0.00918651504944659,81.2518603476571,4,0.02109408991157
"CLPP",0.387888791508651,0.148901172396502,0.00918720315862234,85.9986868968507,4,0.02109408991157
"RP4-669L17.8",0.874346580256978,0.335798739190562,0.00922014881070752,85.5714036727767,4,0.0211677795519392
"MUC6",-0.965156182976364,0.370679660261279,0.00922107033267919,74.9469355558271,3,0.0211679408135525
"HACD3",-0.195394086161303,0.0750450629804886,0.00922261109090974,62.7650234274103,4,0.0211681062473931
"SH3BP5",-0.392027414698968,0.150566584798657,0.00922284497242247,77.8691730792379,4,0.0211681062473931
"TRIM32",-0.334844635610434,0.12862183853587,0.00923239945811,87.5515880661063,4,0.0211880798269832
"CIAPIN1P",0.604921585404333,0.232386869212813,0.00923904224245643,92.1227701929167,4,0.0212013680694833
"RP11-229P13.23",0.496976276912315,0.190934168522658,0.00924477666608158,63.7076196196473,4,0.021212569583721
"THAP12P7",-0.311195084752331,0.119561312786578,0.00924638475515976,70.1782885893206,4,0.0212141832625551
"RPL10P3",-0.272517091852569,0.104702403310829,0.00924718621341731,5.9687027651019,4,0.0212141832625551
"CDR2L",-0.257360706148221,0.0988913916148288,0.00925581162945626,51.0444623516379,4,0.0212320121750977
"AF131215.4",-0.761914619408819,0.292787439253231,0.00926064662660496,16.9389598093902,2,0.0212411437152623
"RP11-159D12.6",0.355381258777643,0.136599619950397,0.00927827057225681,73.6777904444309,4,0.0212796048745377
"TSPAN10",0.655819140120865,0.252111089962136,0.00928684484500834,75.417127418899,4,0.0212973055349975
"ZNF833P",-0.466179991099207,0.179216571775029,0.00928954899866283,61.7501808311938,3,0.0213000667993347
"AMD1",0.471309539741694,0.181189105277952,0.00928976210242037,93.2743722304391,4,0.0213000667993347
"SRGAP2",-0.717812456527551,0.275967957300228,0.00929330159521623,96.8243806731349,4,0.0213062177269636
"USMG5P1",0.540703127655564,0.207904285318592,0.00930253559101814,81.8539414533207,4,0.021325421776183
"SPCS1",0.213408723440895,0.0820753303613741,0.00931811892111248,82.5729533902998,4,0.0213569002146321
"CCDC144B",-0.561011539696975,0.215762327177464,0.00931866383773471,58.4782084357274,4,0.0213569002146321
"ACOT13",0.323206691737945,0.124304048426688,0.00931884369535744,87.9931503110615,4,0.0213569002146321
"TNIP1",0.585317172623583,0.225161135858615,0.00933466320839114,94.9950528272542,4,0.0213911837931853
"P3H4",-0.32132698726709,0.123610635022736,0.0093357166522345,70.9879243722448,4,0.0213916264535996
"NDUFA4",0.359257387126467,0.138216122356997,0.00934294149356857,87.3302859598023,4,0.021406208714556
"AC004540.4",0.773275019931122,0.297515108980237,0.00934653367356438,80.4326332855926,4,0.0214124660334302
"RNF219-AS1",-0.10849463241773,0.0417556325410554,0.0093680249231187,0,4,0.0214581738305809
"RP11-308D16.2",-0.472567431485831,0.181874470431853,0.0093682110152331,76.8991630506696,4,0.0214581738305809
"ERAP1",-0.208173096816211,0.0801281887084165,0.00937682807858516,72.1792071688236,4,0.0214759332229989
"HCFC2",-0.219718982187143,0.0845832839044917,0.00938601884322738,68.7235015005089,4,0.0214950031825099
"RP11-333I13.1",-0.812157090091885,0.312654956509002,0.0093873780818838,55.1006757755768,2,0.0214961362357604
"FAT4",-0.847182348414163,0.32621287661384,0.00940356230621001,88.3797633723387,4,0.0215312136561895
"ARR3",-0.661813389739672,0.2548454604901,0.00940637040328459,55.9827860695338,3,0.0215356602935342
"XPNPEP2",-1.34070488909041,0.516275766656029,0.00940754857149054,91.6531564803587,3,0.0215363747724805
"NBPF26",-0.398819015393554,0.153580682019456,0.00940954462942181,79.1739665437617,4,0.0215389613141124
"ELMO1",-0.429278035387221,0.165319217342761,0.00941346602471746,85.579649606736,3,0.0215457929459648
"RPUSD4",0.1660496604813,0.0639480819977748,0.00941426205895228,72.1956448064386,4,0.0215457929459648
"MEIS3P2",-0.564057299839933,0.217243023184348,0.00941968387759287,43.1806065271078,3,0.021556217494959
"GYS1",0.639816469951879,0.246440390606864,0.00942523545808807,97.4810322812046,4,0.0215669370480186
"EML5",-0.317444130919996,0.122275508549036,0.00942781090467838,80.9574449765197,4,0.0215699738452311
"CD300A",0.164282627356335,0.0632800453970824,0.00942829750357181,0,3,0.0215699738452311
"RP11-745A24.1",-1.00042501024195,0.385477629253716,0.0094512012730107,52.4779394547795,2,0.0216203837032828
"SNHG3",0.768314708405962,0.296085365287593,0.00946158459467859,94.8776030485141,4,0.0216421453896861
"ENO1P3",-0.887165871227871,0.341899396305259,0.00946416928026792,0,2,0.0216460663468674
"FAM41C",-0.894804306933161,0.344884332148549,0.00947270897361143,73.2323176796312,3,0.0216636053837783
"KDM4C",-0.270596017477175,0.104299061652059,0.00947494828339764,89.3298378249527,4,0.0216667338619612
"RBPJ",-0.223410431353942,0.0861178001829182,0.00947996789077474,74.1061246359486,4,0.0216762189951269
"ATP5HP3",0.386288674182862,0.148904163969256,0.00948085528299481,0,2,0.0216762548241034
"TUBB6",0.685022906274801,0.264067443403406,0.00948330989763574,95.4904613767137,4,0.0216786801310046
"MTA1",-0.318076504608874,0.122616292860764,0.00948443440134987,78.6419386609147,4,0.0216786801310046
"RP11-54D18.2",-0.63908631833775,0.246364526654003,0.00948477442129409,53.8046211409347,2,0.0216786801310046
"RP11-298I3.5",-0.133528857428366,0.0514751480573913,0.00948540335499599,37.5995400009869,4,0.0216786801310046
"TLL1",-1.18476679932284,0.456813421874616,0.00949917242980891,95.5439729743938,4,0.0217081538130345
"CDK2AP1",0.464971633527262,0.179332506804973,0.00952007219450561,92.8152823703671,4,0.0217539161173108
"PAPPA2",-1.44493054304666,0.557322970620493,0.00952460270278519,75.3341829014551,4,0.0217622687501109
"STK38L",0.276086426600776,0.106509429838204,0.00953833609881511,76.2801069217517,4,0.0217916451151357
"TRAF2",0.266242926622967,0.102720567941383,0.00954434962753461,59.4540650702158,4,0.0218033806006684
"DERA",0.20318921815665,0.0783976072419722,0.00954812767094406,76.9736400242996,4,0.0218100075937622
"NOTCH4",-0.509051356028092,0.196422947655665,0.00955284481506143,75.4189244643548,4,0.0218187782833947
"TBC1D22B",-0.186007102223297,0.0717801833543265,0.00956020497162639,75.1781357310702,4,0.0218335834702849
"IGSF11",-0.618896330085307,0.238835710332557,0.00956125248276121,67.4985819159437,4,0.0218339704505777
"LINC00641",-0.586427781677169,0.226320345715983,0.00956584678024301,87.18434649758,4,0.021842456018138
"RN7SL657P",-0.343106095230682,0.132421472000729,0.00956931630015149,0,2,0.0218483719694764
"GIGYF1",-0.426679743805449,0.164698196607061,0.00957874943906737,86.5492918310742,4,0.0218679015379957
"GOLGA6L10",-0.215348499835783,0.0831298591622919,0.00958346129930392,4.97810928020164,4,0.021876650020058
"FASTKD5",0.27972911477876,0.107983834279592,0.00958443778869458,86.0136200888597,4,0.0218768707594712
"HMOX2",0.719080321342816,0.27759576268171,0.00958682239412167,96.396136865825,4,0.0218786937679818
"DDX1",0.302020593234733,0.116593148771046,0.00958699619142322,89.9245866671975,4,0.0218786937679818
"GOT1",0.728561803597182,0.281261373821779,0.00958819571923367,96.9553414315767,4,0.0218794232132206
"ZNF527",-0.396272300268248,0.153011005654164,0.0096023689502181,88.5262173026037,4,0.0219097546628852
"S100A14",0.698471174137902,0.26971527151304,0.00960704307770401,95.2363758516005,4,0.0219184084017055
"GAPDHP40",0.784199425652794,0.302890044551422,0.00962393144842863,96.153154894289,4,0.0219549247152868
"CALR",0.541963532693668,0.209339518184271,0.00962771017514548,92.2374334506219,4,0.0219615302463231
"ZNF711",-0.459527322827173,0.177523439844467,0.00963824943759772,81.1637409935022,4,0.0219835544409562
"RNF20",0.18230740156942,0.0704350872491678,0.00964498842035223,69.1786406161101,4,0.0219969074622103
"NUDT19",0.201008012291728,0.0776700252589265,0.00965422444993943,75.2471519574503,4,0.0220159524185798
"PSMG4",0.224659113829297,0.0868221892414849,0.00966535459544939,66.8049138748916,4,0.0220374915082696
"LINC00689",-0.987916666755334,0.381792617624774,0.00966544206503613,34.1734770745089,2,0.0220374915082696
"MIR612",0.523780380005701,0.202432532040773,0.00966943222288431,0,2,0.0220431626335885
"TRIP4",0.160315249969984,0.0619594469758527,0.009669702324748,59.6068344992347,4,0.0220431626335885
"UFC1",0.157019345395382,0.0606978032075113,0.00968427751963281,49.5797268323701,4,0.0220743647266651
"RP11-762L8.6",-0.386033344886018,0.149230184508623,0.00968629413581444,0,2,0.022076937670134
"FUT10",-0.407083436696636,0.157379263025594,0.00969168977723643,92.46147571172,4,0.0220872108881643
"USP43",0.659732250770869,0.255060615415105,0.00969363519440286,92.430179665715,4,0.022089619936219
"RP11-467H10.1",-0.359279961750917,0.138911386545988,0.00969852162793551,52.5600515012454,4,0.022097652449354
"LMX1B",-1.08021242576372,0.417653860696469,0.00969893745806521,92.7453209693816,4,0.022097652449354
"POP7",0.271405194462426,0.104944029981671,0.00970434375158992,74.4224959005829,4,0.0221063955189358
"GAPDHP63",0.815016151542813,0.315142550330308,0.0097045529431635,93.1430956956936,4,0.0221063955189358
"RP11-802O23.3",0.289073837509418,0.111782180199956,0.00970840296252254,81.0085622549907,4,0.0221131398796451
"TMEM151B",0.376850139785184,0.145745323279996,0.0097188326887685,60.0239051942249,4,0.0221348684410073
"ATP5G1P5",0.279229728789886,0.107994613113109,0.00972126540831848,0,2,0.0221383813209312
"GJB7",-0.468368575796718,0.181157805993709,0.00972611241324048,0,2,0.0221473911417251
"RAP1GAP",0.534814793554843,0.206868711173349,0.00972982371867731,75.5445717670046,4,0.0221538134409514
"LAIR1",0.646730712001761,0.250176070834134,0.0097350135689264,82.2270058684187,3,0.0221636007512291
"HEATR1",0.254099643788962,0.0983290396524258,0.00976116829161384,82.3236940880472,4,0.0222201021415318
"RP11-79P5.9",-0.27100066171483,0.104869878176565,0.0097616181048055,0,2,0.0222201021415318
"NDUFB1",0.366765471486763,0.141933612229211,0.00976438056272635,82.4563910414394,4,0.022224355796133
"LIMS1",0.20227989858582,0.0782902133515044,0.00977414395626173,63.8490518398335,4,0.0222445417917265
"PA2G4P4",0.498867918660465,0.193090879913019,0.00977775822293597,92.5014465420345,4,0.0222507308475818
"FSCN1P1",1.01975611240937,0.394714319580634,0.00977950863111347,87.843033228414,4,0.0222526776739813
"UFD1L",0.446368694002534,0.172783064966595,0.00978303070606218,97.3162958568278,4,0.0222586550953374
"HCP5",0.414348574289544,0.160400206238215,0.00978836735947002,79.3596295689465,4,0.0222687596304283
"ABHD10",-0.270707976369624,0.104801829371235,0.00979321827424327,82.0541326785941,4,0.022277757351325
"RPL23P8",-0.119577080707685,0.0462956669466747,0.00979737005094364,0,4,0.0222851631619799
"ANKRD20A5P",1.82589905197674,0.706976912020299,0.00980346311980175,65.075984520984,2,0.0222969828900567
"PIK3IP1",-0.40588267819136,0.157171931828945,0.00981123884519841,74.6112544249848,4,0.0223126271377999
"RP11-429P3.8",0.410798789289067,0.1591035798682,0.00982414891513253,0,2,0.0223399439344934
"IGHG1",0.821050436653088,0.318083679038182,0.00984460069614054,0,3,0.0223844038871828
"TCF7L1",-0.687674093779342,0.266424163928568,0.00984788915926806,71.5492844901837,4,0.022387864586449
"ZNF781",-1.64116011196303,0.635831592154596,0.0098479233831971,93.0091220168451,3,0.022387864586449
"SSH3",0.244253500115695,0.094649649259089,0.00986269298381828,65.8796131879276,4,0.0224193915107071
"RP11-732A19.8",-0.347869144924178,0.13480689573261,0.00986574612480205,74.6025914019367,4,0.0224242818226076
"XRCC6P4",0.251934265407746,0.097634235300117,0.00986891983880224,0,3,0.0224294452711504
"COA3",0.232047225003321,0.0899299413758142,0.00987113475022927,76.5213474241125,4,0.0224324288703346
"TCF7L2",-0.633835467026247,0.245704079269259,0.00988947401069744,89.7538975589912,4,0.0224720516083343
"IL20",4.05165160424599,1.57091370650686,0.00990383811818711,97.5155392552127,4,0.0225026351102742
"RP11-810P12.7",-0.85557234201595,0.331849775004135,0.00993188765795322,35.8895787413529,2,0.0225643050253691
"RP1-159A19.3",0.227819610615036,0.0883711231115116,0.00993777233801077,52.2215821231975,4,0.0225756118177394
"ZNF177",-1.11346379910931,0.431946248760104,0.00994363526086965,91.7975155569057,4,0.0225868671231191
"RP11-97C16.1",-0.224807274720338,0.0872117567022831,0.00994552586159901,9.05423268027891,4,0.0225890981069164
"OSBP",-0.143540632576647,0.0556925951590103,0.00995542427761442,69.6111609028191,4,0.0226095150321637
"CTD-3214H19.16",0.299503670763092,0.116211996919556,0.00995990628764089,65.0519007030703,4,0.0226176282875323
"MXI1",-0.264891737453264,0.102794054571435,0.00996859100854024,67.2434347447482,4,0.0226352829895317
"GPR87",0.375025861996304,0.145542948652566,0.00997378826075833,89.7514748286623,4,0.022645016334187
"ZNF283",-0.376565225701994,0.146143018618548,0.00997514238986983,89.2854189199665,4,0.0226460230682464
"TCEA2",-0.362887661967756,0.140850871988323,0.00998361543545544,81.9913964602921,4,0.0226631898318454
"SLC25A21-AS1",-0.726690886960671,0.282086238232425,0.00999130061261328,83.4442840322097,4,0.022678565133112
"RP11-49K24.6",0.216073383607228,0.0838801463891031,0.00999571029247853,82.5569730023605,4,0.0226865034805377
"LINC00702",-1.12057342014435,0.435040908177428,0.0100011766338075,89.2731414475698,3,0.0226968383842527
"RASAL2",-0.501426588261439,0.194677662490471,0.0100044335552977,93.7645502444499,4,0.0227021577647411
"RPL10P1",-0.39842445878354,0.154694573177898,0.0100079210479152,57.3711056064597,4,0.022707999340949
"NOC2LP2",0.400065093572577,0.155343759136587,0.0100137684706333,74.2657041401458,4,0.0227191940502524
"GNA11",-0.263324357084404,0.1022583731736,0.0100214451585012,80.3264097546632,4,0.0227345365670368
"RARRES1",-0.741454229558177,0.287973373830074,0.0100317814784571,77.2518587576482,3,0.0227559093453124
"CCNK",0.42654241023112,0.165690347281079,0.0100433064986696,93.4312354058293,4,0.0227799744044438
"MDFI",1.43928394725837,0.559110351284079,0.0100460707499856,96.4454449516374,4,0.0227841659311512
"SERPING1",-0.453941030717698,0.176348459556065,0.0100497167232983,58.6443819197182,4,0.0227903562281383
"PCAT1",1.01415774843458,0.39402162252195,0.0100570033131594,91.3994510551905,3,0.0228048006916854
"AP001372.2",-0.228935809742293,0.088952233606564,0.0100619285651479,49.5612154139822,4,0.0228138885475487
"PJA1",-0.312517006265933,0.12143448015363,0.0100662778281745,86.5770875137504,4,0.0228216688981936
"SFT2D2",0.380868612719586,0.148002363900621,0.0100706062527112,89.8411270141655,4,0.0228294005907482
"RAP1GDS1",0.191851900838988,0.0745556053592768,0.0100741807583675,76.3585400445722,4,0.0228354219450836
"SYT11",-0.121188128960483,0.0470983730494562,0.0100796376547534,0,4,0.0228457086795276
"GNPTAB",-0.300448250651483,0.116769213981368,0.0100818555644822,87.3305135634016,4,0.0228486529772526
"GAPDHP1",0.807648772111205,0.313907926841506,0.0100854921365978,95.5833047690766,4,0.0228548115801185
"CORO1A",0.477843227813035,0.185730066576952,0.0100884329666748,78.7670559991062,4,0.022859392577851
"LENG9",0.551803770952444,0.21448172898554,0.0100899627053232,88.083257758395,4,0.0228607756383205
"AP000295.9",0.15563763406454,0.0604964734775156,0.0100916553292141,60.560960645057,4,0.0228625274613919
"RPL3P2",-0.229422941214142,0.0891840407325158,0.0100976779794075,59.7239730258852,4,0.0228740876957226
"FABP7",-1.77877013296554,0.69154487153663,0.0101063606798858,87.7383795849663,3,0.0228916710389907
"RASSF8-AS1",-0.521861380883416,0.202892128381775,0.0101080037923008,74.4088968512387,4,0.0228929679880162
"PKM",0.539940309635371,0.20992310787616,0.0101087745720429,93.6898648138329,4,0.0228929679880162
"TSEN15",0.459376898918669,0.178603421036954,0.010109833903051,94.2516184560024,4,0.022893282017418
"HNRNPU",0.116098513786216,0.0451457777915104,0.0101219209881242,32.0868832945201,4,0.0229184269817046
"CCDC34",0.12546699279566,0.0487893395252605,0.0101227814501754,10.2621523926575,4,0.0229184269817046
"RENBP",-0.607813323976692,0.236364561669788,0.0101256722009009,71.1014210505037,4,0.0229228846456303
"GLCCI1",-0.443274631957825,0.172386556300313,0.0101288532273403,84.6429725177166,4,0.0229279985754251
"LINC00116",0.437205324197148,0.170038221508976,0.0101341531991563,75.6162907610805,4,0.0229379076506664
"CTA-221G9.12",-0.673929647449492,0.262115924004639,0.0101372257777006,87.2193026118848,4,0.0229427738407485
"RP11-797A18.6",-0.483922985165553,0.188221732622126,0.010139768793532,0,2,0.0229464407371647
"RP1-170O19.23",-0.623386087308034,0.242475389958226,0.0101427235111866,59.1557290251877,4,0.0229510385684928
"FAM205A",-0.83742932263839,0.325757301874458,0.0101488682519168,0,2,0.0229628533168482
"TRAF3IP2-AS1",-0.419841938396392,0.163340760012921,0.0101597580542059,77.2969997379842,4,0.0229854011260016
"MRPL16",0.363183636892276,0.141305488579148,0.0101639256126176,88.0343354303653,4,0.0229927378350936
"RAB11FIP3",-0.387817606816113,0.150892040061309,0.0101649762899325,89.5361036691739,4,0.0229930228714147
"GLYCTK-AS1",0.623627836563451,0.242672079131506,0.0101746196081639,79.314580108267,4,0.0230127425119704
"AC003991.3",1.49725190327652,0.582635023968216,0.0101759048482823,94.1876461586923,4,0.0230135561580161
"CTD-2619J13.19",-0.308605696539419,0.120114411722177,0.0101914629923844,9.43186039993671,4,0.0230466459411268
"AC003958.2",0.508704013310754,0.19800907521543,0.0101964666562591,31.2653395494829,4,0.0230558643152258
"ATP5HP1",0.30262550404461,0.117802882978899,0.0102017700037032,0,2,0.0230657585844776
"COX5B",0.355888582769139,0.138549854672124,0.0102090203551821,82.1493870698104,4,0.0230800527458821
"RP11-162A12.3",-0.536175058517535,0.208740407856697,0.0102103969760934,0,2,0.0230810664734127
"HEATR4",-0.615372795679272,0.239582019207867,0.0102131865487743,84.7829194462957,4,0.023083348593607
"PHBP3",0.260594425970305,0.101456876846219,0.0102132631395023,9.99653671496548,2,0.023083348593607
"RP11-231C18.3",-0.301805908001885,0.117510187993537,0.0102187396028472,83.773187273437,4,0.0230936270984639
"CRISPLD1",-0.796198291128176,0.310030870925988,0.0102250029257715,76.6577362570028,4,0.0231056818204503
"NLGN2",-0.350644858318081,0.136552558485832,0.0102334947673156,69.2373779451106,4,0.0231226689480061
"KCNMB3",-0.33715147282248,0.131299326901252,0.0102343800547637,83.7343410030002,4,0.0231226689480061
"SRGAP2D",-0.876556850937115,0.341419837284797,0.010246818155821,95.4027154059318,4,0.0231486672356359
"HERC3",0.11272007288334,0.0439141406662,0.0102633325266762,56.4165126272568,4,0.0231820646553791
"DSCR3",0.150929277768202,0.0588013210670053,0.0102651626722595,80.2674576441019,4,0.0231820646553791
"RND2",-0.64288196066809,0.250464453023868,0.0102653846172973,84.441295448597,4,0.0231820646553791
"RP11-196G18.22",-0.292858774347362,0.114097302758704,0.0102657834004699,43.8582850945227,4,0.0231820646553791
"ACER1",-0.43502083831805,0.169484481721551,0.0102662630091303,72.5801159733813,4,0.0231820646553791
"SV2B",-0.725343752831602,0.282613186116041,0.0102712797240878,74.8598940928339,4,0.0231912868082419
"CTAGE1",0.32378917459375,0.126165152741557,0.0102762771495237,54.894911674829,4,0.0232004637370671
"CERK",-0.222302259263899,0.0866334554581359,0.0102876046364954,78.6929771200558,4,0.0232239289052287
"TRIM52-AS1",-0.503754213926712,0.196400211192263,0.0103194471281827,87.0309220589193,4,0.0232936975571343
"PAICS",0.303334258343834,0.118286948786789,0.0103356354016145,83.756572046551,4,0.0233260676260318
"CKMT2-AS1",-0.283827752196525,0.110680314855609,0.0103356636814774,68.6546177403662,4,0.0233260676260318
"TTLL3",-0.392551989148388,0.153081745652756,0.0103375446758325,62.6865611413195,4,0.023328195472298
"RP3-452M16.1",0.538544176258593,0.210024832090028,0.010341606110486,93.0113151908305,4,0.0233352429712653
"RP11-44N21.4",-0.398163520769,0.155281001567613,0.0103429332777327,83.4671362006249,4,0.023336120033037
"PGRMC2",-0.409398857880868,0.159668570750822,0.0103457409092317,88.0364491464118,4,0.0233403369124437
"SNORD97",-0.451277829572653,0.176025558767247,0.0103561143278687,0,2,0.0233616201466736
"CCL28",-0.29194340627655,0.113880683712689,0.0103595774912491,64.5328509899819,4,0.0233673125814041
"SPECC1",0.723172720107266,0.282098325375629,0.0103608244201046,95.4554910489217,4,0.0233680054449271
"GNAS",-0.197925485596045,0.0772101864828065,0.0103633632673259,75.4468099354045,4,0.0233716117363799
"RP11-96C23.15",-0.680775427954985,0.265602450371628,0.0103731153087113,91.0147485995042,4,0.0233903379710583
"MRPS34",0.27478572007626,0.107207413836596,0.0103735481036287,71.7683757100638,4,0.0233903379710583
"GPR143",0.602726826210339,0.235172155021443,0.0103796716140866,81.498732942094,4,0.0234020232438007
"RP11-81A22.4",0.425145051804772,0.16591317966837,0.0103935064588656,79.0659961167885,4,0.0234292492545773
"PRDX2P3",-0.62375935739514,0.243422961255668,0.0103936318075783,0,2,0.0234292492545773
"RP11-527N22.2",2.36255602092363,0.922046829521227,0.0103982941141732,96.7416496727266,3,0.023437634285989
"SERAC1",0.172208490848329,0.0672127712678796,0.0104029548007944,59.1440549699193,4,0.0234460141463385
"TRAF7",0.264351606171342,0.103195920599646,0.010417689481156,77.7544389044218,4,0.0234770950370152
"FOXP4",-0.210172920431403,0.0820511560203601,0.010422532119591,38.9719538665527,4,0.023485879808405
"IL32",0.707445094735007,0.276194897677105,0.0104251809760037,83.991657630879,4,0.0234897200207782
"EMC3-AS1",-0.151465309904609,0.0591381825944348,0.0104308257795058,0,4,0.023500309308072
"DNMT3A",-0.158643409991944,0.0619454450311412,0.0104365899014707,56.9373062343186,4,0.023511165472909
"PEPD",-0.162011297969905,0.0632628178797921,0.0104394051071777,26.2253335319023,4,0.0235153770626941
"SLAIN1",-0.882941326696428,0.34479170995767,0.0104432575492852,92.9190823141503,4,0.023521924114178
"MCU",-0.334060625141787,0.130455419109495,0.0104453604899803,84.4444194420011,4,0.0235245298382258
"LYPLAL1",-0.113362692072817,0.0442769056840795,0.010457823471924,12.9338856648806,4,0.0235504653552675
"CASC2",-0.303206935985342,0.118439575911372,0.010466803947513,56.871860171122,4,0.0235685544651686
"C10orf10",-0.617524357700442,0.241229471128521,0.0104700994315019,76.3783415596223,4,0.0235738403172515
"NRIP1",0.353082652750638,0.137937028834719,0.0104751105548611,76.1468415467764,4,0.0235829876919127
"CKS1BP7",0.33726668428346,0.131765465161388,0.0104793160323571,45.7022122790966,3,0.0235903197954545
"SLC12A8",0.622164974117225,0.243084470202495,0.0104834924538007,81.5780564633264,4,0.0235975851684809
"TYRP1",0.754733975262946,0.294899619984539,0.0104885869852972,68.3286927013351,4,0.023606915638704
"SDK1",-0.204787743224585,0.0800223919189901,0.0104934343984039,0,4,0.0236156882750214
"FUBP1",0.0840035427497965,0.0328272989936012,0.010498768150789,0,4,0.023625553740952
"RP4-545K15.5",-0.866598024482544,0.338683396834526,0.0105056498587377,73.4093706193218,3,0.0236389004965498
"THUMPD1",-0.165279523075481,0.0645986589143105,0.010510678192075,61.4977896558584,4,0.0236480749117025
"AC010883.5",-0.300432222597614,0.117455036357395,0.0105321878168532,46.6919302667797,4,0.0236943257263975
"AMER2",2.32432275946322,0.908786802750154,0.0105394037211764,84.7699574899652,2,0.0237084144138567
"BHMT",-0.839359832509566,0.328194149671903,0.0105424514967883,77.7381451128914,3,0.0237111410313299
"TAF3",-0.257869619568216,0.100828482885113,0.0105425229326141,78.5384076562847,4,0.0237111410313299
"CLIP1",0.280563899520002,0.109706463623687,0.0105456245296354,77.5822375517332,4,0.0237147894524675
"ANO1-AS1",-0.590884953787322,0.23104988414397,0.0105460525120802,88.8720011432869,4,0.0237147894524675
"MEIS3P1",-0.534743875458765,0.209146056369377,0.0105641041262767,61.4520110982496,4,0.0237532338551403
"RP1-292B18.1",-0.202100348608485,0.0790505932914134,0.0105702215292344,35.0572930198078,4,0.0237648398323636
"RPS29P5",0.20734750870514,0.0811048309735378,0.0105719799379619,0,4,0.0237666443483735
"GCFC2",-0.253771777335133,0.0992655739413587,0.010573309917341,75.2734983796113,4,0.0237674854822455
"TOM1L1",0.375312912065622,0.146877302158582,0.0106101829412913,92.8660651015662,4,0.0238482155851169
"PUM1",-0.114448021103677,0.0447897384774046,0.0106118077220566,57.3377145373362,4,0.023849711751325
