"gene","logFC","SE","P","I2","k","FDR"
"YIPF4",-0.332726663797587,0.0742802480866886,7.48733520232375e-06,62.22698787435,4,3.92950774885991e-05
"EEF1E1",0.593905463056386,0.132592528898159,7.49312302261526e-06,74.8940345861921,4,3.93171549019521e-05
"CAV2",-0.422977097260513,0.0944392722910108,7.50545719132139e-06,46.4876597893393,4,3.93735650884805e-05
"CHRD",-1.29195757464502,0.288487002107172,7.52077787255773e-06,83.6206798995957,3,3.94456153931703e-05
"PDZD2",-0.804469510723165,0.179640006031899,7.52640025721615e-06,82.6320319496573,4,3.94667795858154e-05
"LY6K",-0.370984742506708,0.0828443393663386,7.53124252888945e-06,0,4,3.94838449764632e-05
"RPS3AP29",-0.537731886313982,0.120091652415563,7.54589023196704e-06,0,2,3.95522990109807e-05
"RBMS3",-0.882799282269141,0.197174612107518,7.56120353561888e-06,76.8221990960824,4,3.96242122479871e-05
"SHC2",-1.25993493135884,0.281425205516734,7.57064460091026e-06,82.0915487671183,4,3.96653284126074e-05
"UNC5B",0.48179944479043,0.107650522918656,7.62011179193377e-06,42.5437959652802,4,3.9909523680555e-05
"C6orf106",0.3391190488825,0.0757709945876467,7.62046241596055e-06,72.4567994634191,4,3.9909523680555e-05
"RP11-159D12.2",-0.399025014245907,0.089168789330826,7.64326443920431e-06,8.5986142851053,4,4.00205124331974e-05
"TPPP",-2.2216515632437,0.496632168616551,7.69730813286294e-06,90.5375068456713,4,4.02950029540568e-05
"COX10-AS1",0.183129761409935,0.0409387459421513,7.70350734186812e-06,0,4,4.03189672832862e-05
"ARV1",0.450438478303102,0.10069722827464,7.70589417698287e-06,76.4375339922906,4,4.03202778825579e-05
"SSBP2",-0.845399137983681,0.188993476741482,7.70700075507912e-06,91.1449130740911,4,4.03202778825579e-05
"MCOLN3",-0.86723045151204,0.193886353807673,7.71729834276493e-06,74.313767054524,4,4.03656585172892e-05
"NAALADL2",-1.25930653819382,0.281559099581038,7.72674270530834e-06,87.2063633631441,4,4.04065581724915e-05
"IRF2BP2",-0.454648510970192,0.101659888744551,7.74006014135426e-06,83.0585506777464,4,4.04676903858106e-05
"RP11-126K1.8",0.43069314818429,0.0963609632938442,7.83729088095743e-06,42.4163337441516,4,4.09639746204915e-05
"RP11-622C24.2",-1.4797784739543,0.331082731882077,7.83980053900759e-06,0,2,4.09639746204915e-05
"CPAMD8",-1.013376473934,0.226731034812421,7.83992420248207e-06,44.9175771380173,4,4.09639746204915e-05
"RCAN2",-1.24521853021879,0.278606098955686,7.84176966009701e-06,88.1185974319185,3,4.09650093210026e-05
"CTSG",-0.72697034086086,0.162699802953287,7.8891685470055e-06,42.4174192892329,3,4.12039624217263e-05
"HAUS6",0.169971797837305,0.0380532925002044,7.94436295956937e-06,7.13370280830268,4,4.1483521493627e-05
"TOMM40",0.73272569888113,0.164056473400794,7.95833754640596e-06,78.8670540792348,4,4.15477685133174e-05
"BCLAF1P2",0.198322666780924,0.0444335565552626,8.06868007692926e-06,0,4,4.21149871521669e-05
"MNS1",0.276204007741837,0.0618849844872378,8.0751047951298e-06,0,4,4.2139675936138e-05
"SLC25A29",-0.896042043252286,0.200789249648826,8.09712368930092e-06,91.1611172351302,4,4.22457149933187e-05
"ARNTL2",1.5626698577635,0.350333000979535,8.17583051520359e-06,97.5416648368,4,4.26474096058428e-05
"SLC18A2",-0.48256058068537,0.108187253860927,8.17992252330067e-06,73.574870331378,4,4.26598056762572e-05
"RASSF10",0.486135985394165,0.108990772002561,8.18294314533233e-06,62.2830893718706,4,4.26666102436221e-05
"ECHDC3",-0.326734397034336,0.073263737650558,8.20738987237493e-06,27.463172364774,4,4.27851061984224e-05
"RPL13",-0.40937650730888,0.0918009014141697,8.21912150414723e-06,57.8622061304913,4,4.28372826078652e-05
"CGNL1",-1.34922698344157,0.302569532013001,8.22548092736641e-06,88.4791613813695,4,4.28614435749986e-05
"CTC-529I10.1",-0.872353803784694,0.195633064609459,8.22919469624538e-06,0,2,4.28718112962157e-05
"MRPL18",0.329213048037822,0.0738339702239965,8.24086290853519e-06,59.491281988825,4,4.29236064272384e-05
"EEF1A1P13",-0.37936752630173,0.0850918924312937,8.26016215893142e-06,57.614723639288,4,4.30151187945526e-05
"TRAPPC12",-0.464690016346255,0.10424004634071,8.27727392244745e-06,85.1566944064621,4,4.30952038014192e-05
"CTC-505O3.3",-1.41503228196905,0.317435057188324,8.28412637650206e-06,0,2,4.31218518899101e-05
"BTC",-3.49188297044923,0.783417303162314,8.30196460843018e-06,95.4561651011529,4,4.32056617733832e-05
"PIK3CG",0.35044251244624,0.0786309442300633,8.31915574511304e-06,25.7628383175737,3,4.32860696292071e-05
"NR2F2",-0.582494747742808,0.130703322423113,8.32628724886969e-06,51.2805933685613,4,4.33141127051033e-05
"SLC39A11",0.377114784926498,0.0846201824413532,8.32859194986264e-06,64.7449963217272,4,4.33170398295931e-05
"TIMM8BP2",0.673726922328072,0.151201130163088,8.35682305605055e-06,55.7377449450664,3,4.34547808682043e-05
"PPIH",0.444164220273486,0.0997166461119845,8.41816510672123e-06,72.2606537566009,4,4.37646024553063e-05
"CLCA3P",3.73166588114958,0.83782808725984,8.42946732516439e-06,90.8439737959207,2,4.38142003569268e-05
"SETMAR",-0.349287281184348,0.0784336257175305,8.45664231132489e-06,68.6011799940029,4,4.39462628450167e-05
"NKD1",-0.696274213823697,0.15645310673166,8.57224687229326e-06,75.5306446798198,4,4.45377122286762e-05
"DAAM2",-0.928226801996861,0.208584642236723,8.58221037039228e-06,81.6290023290947,4,4.4580163582656e-05
"TMEM237",-0.4580883666381,0.102947371290212,8.59769093846943e-06,82.5170551417775,4,4.4651249556387e-05
"TTC1",0.484295679493058,0.108838372313663,8.59992441761e-06,87.8215032882974,4,4.46535227747526e-05
"DGKG",-0.642298902024291,0.144352294905985,8.60610867386488e-06,71.538648726602,4,4.46763044434915e-05
"EXD3",-0.648703533928934,0.145801138155656,8.61766658061078e-06,71.8187013242744,4,4.47269666444308e-05
"RPP30",0.130330883180553,0.029296727170927,8.64117218546562e-06,0,4,4.4839605084263e-05
"RP11-677M14.3",-0.526660885706326,0.118391211953952,8.64802795259028e-06,0,3,4.4865817456522e-05
"RTCA-AS1",-0.610510909663305,0.13725269718757,8.66414615721044e-06,26.3797712995645,2,4.49400622330402e-05
"CAHM",-0.550062458892298,0.123666013710466,8.66864815692631e-06,0,3,4.4954036510976e-05
"VCPKMT",0.176987340113031,0.0397959955399445,8.69298292095768e-06,0,4,4.50621878524598e-05
"CST6",-1.58313615975859,0.355971959545541,8.69312776997707e-06,82.8064489583581,4,4.50621878524598e-05
"GLDN",-0.94117478687129,0.211699507102947,8.7563234978352e-06,82.1257014928748,3,4.53803126505148e-05
"TCTN1",-0.409647592398613,0.0921594648845346,8.78973195125061e-06,78.1522000576654,4,4.55439622212539e-05
"BRD1",-0.289012157496119,0.0650268460759504,8.80943650745204e-06,52.6955947189733,4,4.56365517071463e-05
"CHRM1",-2.2862209321748,0.514450232675144,8.82983329207559e-06,91.8859611610533,3,4.57326879068427e-05
"ATP10B",1.66584372990456,0.37493557002979,8.87076738718368e-06,95.2153410193372,4,4.59351315805309e-05
"SYNJ2",0.326403668886289,0.0734694846801884,8.8832554228993e-06,49.0262315346944,4,4.59902205591951e-05
"HLX-AS1",-0.613429616337208,0.138096894265314,8.91169241120668e-06,0,2,4.61278400285315e-05
"RP11-348N5.9",-1.06710638188533,0.24027538624085,8.94666706919554e-06,79.7366496860547,3,4.62910953544446e-05
"ARFGAP3",-0.429502393004939,0.0967092095945868,8.94695585431757e-06,80.4098258971023,4,4.62910953544446e-05
"RP11-230F18.5",-0.399117679083503,0.0898698209813614,8.95149218487882e-06,0,4,4.63038623595253e-05
"AQP11",-0.496881120448191,0.111884338272485,8.95314768055165e-06,23.6375210023001,4,4.63038623595253e-05
"RP11-732A19.5",-1.19804637312774,0.269781440987058,8.96235966428525e-06,65.9529166221023,4,4.63418663780655e-05
"PPP1R3D",0.266544509863363,0.060028867779044,8.98451847021433e-06,52.622104621705,4,4.64467850894697e-05
"MRPL46",0.533568393455329,0.120170753291387,8.99232343008225e-06,87.8326442595843,4,4.64701238171032e-05
"CCDC58",0.450928398079549,0.101558744053619,8.99277068317786e-06,64.7560052516576,4,4.64701238171032e-05
"LGALS9B",2.96344605632553,0.667552453335937,9.02642202418965e-06,87.0453493451893,4,4.66343257954498e-05
"EPHB2",2.41163372296344,0.543262838081601,9.03082960371178e-06,91.1018621455659,4,4.66474052608843e-05
"KCNQ1OT1",-0.47514677611709,0.10705187195647,9.05996108471007e-06,41.6671299162433,4,4.67881604013293e-05
"RABGAP1",-0.296698571988756,0.0668495622181345,9.06711742753722e-06,74.0213996593691,4,4.68153949238249e-05
"PMEL",0.927805070295449,0.209072871463146,9.09204001395428e-06,51.7823714350988,4,4.69343298706637e-05
"FAM134B",-1.34980812906603,0.304199242950757,9.11153958501266e-06,92.5300761295622,4,4.70252269242268e-05
"HMGN1P4",0.440007193525671,0.09918065988088,9.14667469393234e-06,40.8759796018094,4,4.71967654989254e-05
"IGFBP5",-1.95221067815591,0.440122920967244,9.18147928794311e-06,90.3929037067364,4,4.73665277954343e-05
"CTD-3065B20.3",-0.328509631255476,0.0740757503030363,9.21665025660885e-06,0,4,4.7538109371673e-05
"C1orf204",0.246064473242976,0.0554864447223014,9.22103336104989e-06,0,4,4.75419728809074e-05
"CTB-49A3.2",1.05874793076689,0.238743189971609,9.22122316434554e-06,54.7087347327399,3,4.75419728809074e-05
"RAB44",-0.96054711359343,0.21660616747601,9.22722520469282e-06,52.5641965203725,3,4.7563055957689e-05
"SAMD4A",-0.99725848574442,0.22489022226257,9.23189946537438e-06,83.3200749980346,4,4.75772874831087e-05
"C10orf67",-1.41903308850433,0.320038283473264,9.25229759664792e-06,73.3130353436703,4,4.76725304679335e-05
"KCND2",-1.84863980876107,0.417065758396853,9.31510186223023e-06,65.8547815992581,3,4.79861866389511e-05
"ZNF135",-2.06498063916886,0.465898192861068,9.32516673810058e-06,97.042040883826,4,4.80280853582454e-05
"LMO7-AS1",0.659128456092587,0.148728062670826,9.34630052900524e-06,83.8955899348487,4,4.812696395822e-05
"RP4-693M11.3",-0.456840642946936,0.103106698774912,9.3903215867191e-06,0,4,4.83436307609435e-05
"FOXO1",-0.804321153799918,0.181557542009227,9.4181975396337e-06,89.9064085466543,4,4.84771061934448e-05
"MIS18A",0.550841935522859,0.124364551151075,9.45604854572071e-06,82.5471610729606,4,4.86618590931066e-05
"TTC13",0.520444392295544,0.117505028816731,9.46164305922638e-06,86.7802519608104,4,4.86805744487323e-05
"DHRS1",0.61023039329159,0.137787639199444,9.47700124664744e-06,76.7111959861726,4,4.87495062058617e-05
"ZNF717",-0.978290717931394,0.220949031187891,9.52538500246165e-06,90.7723160333274,4,4.89882571812226e-05
"TMEM219",-0.271517005432661,0.0613260761201491,9.53618119023831e-06,53.7309774816118,4,4.90336396766885e-05
"PLEKHB1",-0.953841970915424,0.215447305453166,9.54361626335978e-06,51.7863191073687,3,4.90617246236726e-05
"NAV2-AS2",-0.364886229767316,0.0824272293746193,9.56554716358705e-06,0,4,4.91643025567912e-05
"WNT2B",-1.01338633594744,0.22893352898969,9.57509875553566e-06,89.795469350134,4,4.92032249752324e-05
"CKAP2L",1.0986853992928,0.248209479078668,9.5799166478388e-06,88.4943020937914,4,4.92178114390826e-05
"HSPD1P3",5.93798214423534,1.34156396619666,9.59236026491893e-06,90.5784478294305,4,4.92715617325912e-05
"NT5E",-0.748304172980036,0.169121978343155,9.6602439258593e-06,56.2754514793216,4,4.96100011277194e-05
"NKG7",1.65125667819429,0.373222807386992,9.67470723186495e-06,69.0360391301084,3,4.96740181762449e-05
"CTD-2012K14.2",-0.354303335200254,0.080091645192727,9.70139321049948e-06,0,4,4.97900108344212e-05
"SAPCD2",0.541199336246923,0.122340971703559,9.70262710001869e-06,50.890275852445,4,4.97900108344212e-05
"FAM19A5",-1.56857430906646,0.354585726854176,9.70330541718029e-06,83.4804987282842,3,4.97900108344212e-05
"NOP16",0.531321330383957,0.120137398812899,9.75139101497242e-06,84.4973533414044,4,5.0026426444874e-05
"ZNF311",-0.371851699300048,0.0840816889157492,9.75630388831838e-06,17.2277364871565,4,5.00413062060488e-05
"ETFRF1",-0.205514016522501,0.0464772993684595,9.78752722575433e-06,0,4,5.01911016695416e-05
"LINC01343",1.55583589341257,0.351904663679411,9.81607324490949e-06,69.9640348268083,4,5.03271087232823e-05
"DANCR",0.560951019828522,0.126930028360302,9.89881059605581e-06,77.7220302165356,4,5.07408419463046e-05
"PDE8B",-0.518762974627684,0.117394517913733,9.91719350993541e-06,59.2688984637819,4,5.08238970371561e-05
"ADD3-AS1",-0.915584629400898,0.207196027323706,9.91910127569044e-06,82.0092146349728,4,5.08238970371561e-05
"YBX2",-1.865735073059,0.422252458392751,9.93745771949778e-06,83.5736322651556,3,5.09074626396852e-05
"PCDHA10",-1.24919960669663,0.282726567682642,9.94333891398727e-06,83.2502256871627,4,5.09270989567884e-05
"LRRC61",0.48587960708212,0.109996010041282,9.99657141588871e-06,43.1093379012675,4,5.11891978639804e-05
"FBXW7",-0.333539797053404,0.0755126762139859,1.00078353388901e-05,47.8834190116882,4,5.1236325620103e-05
"ANXA8",-0.215903596673819,0.0488974963924354,1.00808214814446e-05,1.31332471491628,4,5.15993633095106e-05
"MPZL3",0.949833832997992,0.215128478627164,1.00919736437373e-05,88.7645128687836,4,5.16458153169728e-05
"AATBC",-0.71716332915685,0.162433782881841,1.00957749076639e-05,45.8964127483945,4,5.1654637624274e-05
"PEG10",-1.10738954488446,0.250822832415626,1.00997444173289e-05,76.4691780181019,4,5.16643169473979e-05
"ZEB2-AS1",-0.835954193260989,0.189358691118064,1.01168981454848e-05,59.7362176045302,4,5.17359532499054e-05
"RAD21",0.140704058507051,0.0318721613005103,1.01179096217441e-05,10.056769569101,4,5.17359532499054e-05
"CCR1",0.941934311013646,0.21337697708306,1.01283977481608e-05,57.3444578398203,3,5.1778934705133e-05
"LSM5",0.30543357898939,0.0691926055527448,1.01359960562663e-05,50.2953630022793,4,5.18071280442174e-05
"NOP14",0.446816712853694,0.10122932425624,1.01522094658627e-05,84.7984936168525,4,5.18793342741762e-05
"WDR5",0.207341255625784,0.0469921819602286,1.02301881148622e-05,57.7018025603095,4,5.22670757477223e-05
"UGGT1",0.248874770215295,0.0564110933752937,1.02512197642114e-05,50.4265678533875,4,5.236376965014e-05
"CCDC74B",-0.859615295720279,0.19492563247925,1.03387134548216e-05,42.6736493112433,4,5.27998457111508e-05
"CBWD3",0.212698568471769,0.0482349865413191,1.03546146801004e-05,0,4,5.28701947916583e-05
"NPEPPS",0.418860997508605,0.0950024855103422,1.03874065993136e-05,80.7419405061609,4,5.30267404020798e-05
"OIP5-AS1",-0.259308717187612,0.0588159549941304,1.03937332922938e-05,47.389915785313,4,5.30481469717116e-05
"LINC01271",1.13224490333821,0.256839099228043,1.0414565903137e-05,39.7023687335264,2,5.31435657187369e-05
"GAS6-AS1",-0.862360005815999,0.19565125594826,1.04503781318713e-05,87.9925755472492,4,5.33153677938266e-05
"USP39",0.082831025557592,0.0187933097268138,1.04583110087936e-05,0,4,5.33448946758278e-05
"ISG20L2",0.516328773208761,0.11715483458634,1.04699046797503e-05,87.0103620638497,4,5.33899321679092e-05
