arm,filename,vid,content_type,mb,cls,code_len,env
D_docking_md,fig_ppi_network.png,e3115920-bb27-438f-b407-bc00c53480f5,png,0.399,code_recoverable,7090,python
K_refs_deconv,Lamisa_et_al._2024_-_Sci._Rep_.pdf,64d2fb65-2c84-46c7-af7d-63a18fcb0981,pdf,6.27,lineage_error,0,host_call 'get_lineage' failed: No code 
A2_peer_review,psoriasis_integrated_whitepaper.md,7d99c329-a180-4152-9aea-87c4c2017970,markdown,0.116,no_code,0,python
A1_meta_analysis,fig_s6_psi_beta_axis.png,9407b5f5-0092-40ba-93e8-7bbb77ab1af0,png,0.063,code_recoverable,1187,python
A1_meta_analysis,staging_figures.R,e594adc9-f3ab-4376-bc03-798a658706de,x-r,0.008,code_recoverable,8809,python
A1_meta_analysis,psoriasis_staging_axis_whitepaper.md,2976e162-c6bf-4d37-9ec6-4494f6eee35c,markdown,0.015,no_code,0,python
A1_meta_analysis,literature_positioning.md,813e8952-58e0-4427-be70-7dccd8590926,markdown,0.007,no_code,0,python
A1_meta_analysis,fig_s5b_monotonicity_summary.png,7cedf0e1-c765-438f-987c-e8f63762b179,png,0.057,code_recoverable,1998,python
A1_meta_analysis,fig_s5_staging_heatmap.png,aa4cf1a4-3349-43f6-9c23-2be752b9b5ce,png,0.179,code_recoverable,1592,python
A1_meta_analysis,stat3_activity_3group.rds,324c85d2-d264-4a56-94bd-9c97fd46b64b,octet-stream,0.002,code_recoverable,1105,python
A1_meta_analysis,fig_s4b_stat3_activity_axis.png,3c64831f-6edb-4bb2-93be-25d16b2165aa,png,0.031,code_recoverable,1887,python
A1_meta_analysis,fig_s4_stat3_il17_on_axis.png,5eb4f901-0e0b-4b46-846d-d237517c97c3,png,0.066,code_recoverable,1734,python
A1_meta_analysis,ssgsea_3group.rds,39d80619-4f97-4e84-95da-804bc824851a,octet-stream,0.009,code_recoverable,1801,python
A1_meta_analysis,pathway_timing_stats.csv,e1704b85-4740-460f-a2e7-f33362ea1f9a,csv,0.002,code_recoverable,2137,python
A1_meta_analysis,fig_s3_pathway_timing.png,8f34ddb2-907f-4f69-a92a-f07c9599da1b,png,0.108,code_recoverable,3911,python
A1_meta_analysis,class_enrichment.rds,0035527f-9bfe-4265-b86b-043351abab4e,octet-stream,0.001,code_recoverable,1144,python
A1_meta_analysis,gradient_gene_classes.csv,666dfb99-0320-46d8-9b7e-f2b9982f55e4,csv,0.562,code_recoverable,1869,python
A1_meta_analysis,fig_s2_gradient_taxonomy.png,d1eaafd3-76cb-46a1-bf6d-a25a6e775973,png,0.088,code_recoverable,4460,python
A1_meta_analysis,trend_SRP165679.rds,d61263b9-9355-4e92-97d8-4987bcb38e86,octet-stream,1.532,code_recoverable,1323,python
A1_meta_analysis,gradient_de_genes.rds,a27965d8-adbb-4661-9b0b-bcd01c3bfb76,octet-stream,0.311,code_recoverable,2135,python
A1_meta_analysis,gradient_genes.csv,447dba47-a4a6-4cba-9aad-a91048061d7e,csv,0.829,code_recoverable,2305,python
A1_meta_analysis,plan_reframe-around-the-nn-lt-pn-lt-pp-peri-l_db606fdf.json,67eb2bfd-3644-4ef6-8e24-1d641cd09d58,json,0.006,code_recoverable,1581,python
F_presentation,psoriasis_meta_analysis_lab_presentation.pptx,d98ea726-13dc-475d-8d96-b9534460eb56,vnd.openxmlformats-officedocument.presentationml.presentation,4.846,code_recoverable,5840,python
D_docking_md,whitepapers_psoriasis_pipeline.tar.gz,f6a6312b-72a4-4067-b405-9c12adf1f1ae,gzip,3.792,code_recoverable,15978,dock-md
D_docking_md,BIBLIOGRAPHY.md,07c58133-db08-48c3-b848-dd32646d28fe,markdown,0.009,code_recoverable,1171,dock-md
D_docking_md,10_report.pdf,09d5e86d-1849-436b-a498-6118c44f8bc0,pdf,0.151,code_recoverable,3055,dock-md
D_docking_md,09_md.pdf,70ed2323-add6-47ae-b480-dc97a63cca2f,pdf,0.074,code_recoverable,3112,dock-md
D_docking_md,08_cofolding.pdf,ad2c68e2-2c48-4011-be39-a8946ee3159e,pdf,0.06,code_recoverable,2560,dock-md
D_docking_md,07_docking.pdf,64bd7203-105b-46ca-a7bc-ab4bd4c6973c,pdf,0.246,code_recoverable,3254,dock-md
D_docking_md,06_library.pdf,ff2d12bb-8cf9-4acf-b3ce-9f0f44296caf,pdf,0.158,code_recoverable,4745,dock-md
D_docking_md,05_pockets.pdf,4923ba94-4cbc-406e-a1ac-19e546c2676f,pdf,0.271,code_recoverable,3092,dock-md
D_docking_md,04_structures.pdf,19ef2e43-cb4e-498e-b813-7e6b283f428d,pdf,0.287,code_recoverable,3156,dock-md
D_docking_md,03_scoring_leads.pdf,0c6237f2-7419-4865-a989-1e4b9f3522e7,pdf,0.162,code_recoverable,3147,dock-md
D_docking_md,02_druggability_annotation.pdf,9a2b3c90-e287-477e-9236-f7f0fb7eb843,pdf,0.212,code_recoverable,3406,dock-md
D_docking_md,01_target_list.pdf,3a1bfb6c-42ac-404a-85e2-9c008740878d,pdf,0.234,code_recoverable,5019,dock-md
D_docking_md,00_ALL_whitepapers_combined.pdf,bdec76f3-1a17-4880-945f-a7be30baa1c6,pdf,1.763,code_recoverable,9232,dock-md
D_docking_md,psoriasis_md_package.tar.gz,08f0a982-879f-409a-8caa-c242b9798fac,gzip,8.225,code_recoverable,13950,dock-md
D_docking_md,CONSOLIDATED_REPORT.md,b4831d9e-6561-4a60-9206-daa86cd1ae0b,markdown,0.008,code_recoverable,7338,dock-md
D_docking_md,fig_pipeline_funnel.png,28dbface-d129-452a-9e56-02f70a3a735f,png,0.089,code_recoverable,3758,dock-md
D_docking_md,lead_pipeline_summary.csv,8e504728-b362-4469-9989-1a84520dba99,csv,0.001,code_recoverable,1498,dock-md
D_docking_md,psoriasis_cofolding_package.tar.gz,13144510-cd08-41b7-88cd-5d55f66391bb,gzip,0.007,code_recoverable,8013,dock-md
D_docking_md,psoriasis_docking_package.tar.gz,88a2478c-1282-4fc1-9668-c29c2f5b04b9,gzip,0.454,code_recoverable,291,dock-md
D_docking_md,fig_tophit_pose.png,804e1184-5c52-437f-bb77-39dfab761b56,png,0.128,code_recoverable,2005,dock-md
D_docking_md,fig_docking_results.png,2a59b872-0d59-4be7-aee2-5cd6fb824649,png,0.179,code_recoverable,4032,dock-md
D_docking_md,all_docked_poses.tar.gz,9c8a0fce-0b95-48ac-ab99-8b869d64ae09,gzip,0.122,code_recoverable,4327,dock-md
D_docking_md,RORC_tophit_complex.pdb,2beb0615-a78b-47ec-9dd9-ca10e5778060,x-pdb,0.18,code_recoverable,515,dock-md
D_docking_md,validation.json,024a6c22-c081-42a6-a616-f7ffa3d0057e,json,0.001,code_recoverable,1878,dock-md
D_docking_md,docking_ranked.csv,f97beaaa-b8c6-4bcd-91fb-3669eb9bb4e3,csv,0.035,code_recoverable,938,dock-md
D_docking_md,LIBRARY_README.md,08fbe0dc-9dcf-41be-9896-a42ae9b0c670,markdown,0.002,code_recoverable,2027,dock-md
D_docking_md,fig_library_properties.png,26c37872-f9f2-4f59-a4bc-93a5a4bf1e52,png,0.093,code_recoverable,3405,dock-md
D_docking_md,screening_library_3d.sdf,6e0d86a1-457f-44fb-8aaf-9e87976ef2d3,x-mdl-sdfile,0.765,code_recoverable,2651,dock-md
D_docking_md,screening_library.csv,6a14ccbf-ab06-4b88-9ef6-8bfbeece98a9,csv,0.029,code_recoverable,2051,dock-md
D_docking_md,fig_pockets_druggability.png,51f8e17c-b51c-4194-9cb6-a405b5c24f5a,png,0.19,code_recoverable,7614,dock-md
D_docking_md,pocket_druggability_summary.csv,2bff9ff2-6890-4f8d-952b-608cd39ee3e2,csv,0.0,code_recoverable,3758,dock-md
D_docking_md,pocket_report.csv,ae05ff5b-eced-4441-b405-5b6c483f6b98,csv,0.005,code_recoverable,9056,dock-md
D_docking_md,fig_lead_structures.png,9f03a5c8-5558-4997-b727-ee07bfd5bd52,png,0.228,code_recoverable,4479,dock-md
D_docking_md,structure_inventory.csv,d2ef34c9-7cea-4a90-953d-78153a0fd7ba,csv,0.0,code_recoverable,3158,dock-md
D_docking_md,JAK3_5LWM.pdb,c8912a6e-8970-48a8-97da-9d7c85b5d187,x-pdb,0.447,code_recoverable,133,dock-md
D_docking_md,RORC_5APH.pdb,c94075ca-4f37-4588-ad98-f96d4d5b88ab,x-pdb,0.242,code_recoverable,133,dock-md
D_docking_md,STAT3_6NJS.pdb,a223d16c-fa82-48d8-93f3-2b6a32092bf3,x-pdb,0.415,code_recoverable,134,dock-md
D_docking_md,lead_rationale.md,7620df88-317c-468e-89c3-67c6aeeefd17,markdown,0.003,code_recoverable,2888,python
D_docking_md,fig_target_ranking.png,bb27fd14-1926-4771-9337-7929a809429e,png,0.085,code_recoverable,10711,python
D_docking_md,druggable_target_ranking.csv,e404033f-d152-49bb-a29f-a83ce87b108a,csv,0.046,code_recoverable,2890,python
D_docking_md,fig_druggability_landscape.png,e38ec650-8f2a-4c4f-9670-8d36442bf997,png,0.146,code_recoverable,4121,python
D_docking_md,druggability_annotation.csv,70d934da-ef2b-45db-982f-d354ae25af31,csv,0.028,code_recoverable,3902,python
D_docking_md,fig_target_volcano_annotated.png,46e8873d-976c-4b02-8cf6-70bf0d3f56ab,png,0.159,code_recoverable,3799,python
D_docking_md,target_universe.csv,0a3b5d42-80ce-4919-b6a2-5b6b8e22e3d1,csv,0.416,code_recoverable,2354,python
D_docking_md,plan_druggability-triage-of-psoriasis-meta-de_bf412257.json,4f846efb-fd26-4613-980a-648ee262a00c,json,0.008,code_recoverable,567,
A2_peer_review,stat3_robustness_section_11_5a.md,0b1c32a8-8058-44e0-8dd7-ef5023763e27,markdown,0.004,no_code,0,python
D_docking_md,plan_druggability-triage-of-psoriasis-meta-de_bf412257.json,074fd09c-aab3-45e6-9097-e5daf7780210,json,0.007,code_recoverable,2287,
A2_peer_review,stat3_forest_robustness.csv,106c7130-cfde-42b8-b8ab-ad9b3944a13a,csv,0.0,code_recoverable,1874,psoriasis-r
A2_peer_review,fig31_stat3_hksj_loo.png,623559a2-3266-44c0-8426-0b4ba60bbca5,png,0.1,code_recoverable,4809,psoriasis-r
K_refs_deconv,Screenshot 2026-07-05 at 7.20.34 PM.png,179a417e-2322-43bf-b029-00a39318dad7,png,0.392,lineage_error,0,host_call 'get_lineage' failed: No code 
A1_meta_analysis,meta_analysis_deep_dive.md,26fda303-edae-4288-973c-187bfdc6f90c,markdown,0.021,no_code,0,python
A1_meta_analysis,clust_out3.tar.gz,64d0808a-7732-42aa-9977-1e0714298203,gzip,19.976,code_recoverable,6563,psoriasis-r
A1_meta_analysis,clust_module_lfc.rds,9e4f2014-6045-4f96-a4e3-ca73d6991292,octet-stream,0.002,code_recoverable,741,psoriasis-r
A1_meta_analysis,clust_module_genes.csv,8a10bd30-09f6-42a0-ad27-3a6a67c72bea,csv,0.002,code_recoverable,690,psoriasis-r
A1_meta_analysis,clust_module.rds,f47bd7fd-da30-44ab-a8a9-df3d23eb5ede,octet-stream,0.002,code_recoverable,1204,psoriasis-r
A1_meta_analysis,fig30b_module_heatmap.png,98f69636-4e48-4e09-bd05-559ada4d0517,png,0.109,code_recoverable,1487,psoriasis-r
A1_meta_analysis,fig30a_module_profile.png,f739aa0c-c10c-4655-b11e-39afa82c04b9,png,0.03,code_recoverable,2063,psoriasis-r
A1_meta_analysis,psi_meta_result.rds,8db01554-e157-48f1-878f-94270475f18a,octet-stream,0.002,code_recoverable,2496,psoriasis-r
A1_meta_analysis,psi_beta_allstudies.rds,89ae0be3-5030-4b54-aef3-5109d213be54,octet-stream,0.007,code_recoverable,1577,psoriasis-r
A1_meta_analysis,fig29_psi_beta_meta.png,972457b5-8222-4141-b3c6-6c3163a066ba,png,0.062,code_recoverable,4374,psoriasis-r
A1_meta_analysis,camera_perstudy_PPvsNN.rds,b1161da7-572a-42da-a4e7-e1e5d6d9b7e6,octet-stream,0.004,code_recoverable,3187,psoriasis-r
A1_meta_analysis,meta_pathway_camera_PPvsNN.csv,ec629b64-7d48-4981-825b-69ede10987a4,csv,0.005,code_recoverable,4212,psoriasis-r
A1_meta_analysis,tf_activity_perstudy.rds,1fa473be-7455-47ed-ae1a-de8d85941ed3,octet-stream,0.109,code_recoverable,998,psoriasis-r
A1_meta_analysis,fig28_meta_pathway.png,4f5dfa41-c806-4789-a8c8-18f9b1f52bb6,png,0.08,code_recoverable,3001,psoriasis-r
A1_meta_analysis,fig27_stat3_tfactivity_forest.png,840c28fd-aa8e-4468-adf2-c001f0fd48af,png,0.124,code_recoverable,1819,psoriasis-r
A1_meta_analysis,fig26_keygene_forest.png,4b5b258a-aaea-4b6e-894e-6315bc5ee9ba,png,0.191,code_recoverable,966,psoriasis-r
A1_meta_analysis,fig25_stat3_forest.png,45be30ba-2771-4578-a18f-d666cbb8f5a7,png,0.12,code_recoverable,1461,psoriasis-r
A1_meta_analysis,meta_summary_stats.rds,7b8d327d-cae3-46d0-8a79-6dbfac547125,octet-stream,0.002,code_recoverable,2128,psoriasis-r
A1_meta_analysis,meta_de_PNvsPP.csv,e1529969-131e-40d2-a659-a1f015fa83b8,csv,2.176,code_recoverable,4045,psoriasis-r
A1_meta_analysis,meta_de_PNvsNN.csv,59f24681-3627-4ffc-b9af-7776f291f6a4,csv,1.539,code_recoverable,5588,psoriasis-r
A1_meta_analysis,meta_de_PPvsNN.csv,668b37c3-d3fd-4cbc-bcb1-10ffdc22e8d3,csv,2.003,code_recoverable,5734,psoriasis-r
A1_meta_analysis,meta_de_results.rds,cd8c795b-33f1-461f-a02c-37996b4d3670,octet-stream,3.997,code_recoverable,1552,psoriasis-r
A1_meta_analysis,fig24_meta_summary.png,e7b3b668-3956-4b6d-a5ad-88246338ebd8,png,0.194,code_recoverable,3865,psoriasis-r
A1_meta_analysis,per_study_de.rds,8b4e71d3-763b-4c68-bcb0-0e21d1c0b496,octet-stream,10.159,code_recoverable,3765,psoriasis-r
A1_meta_analysis,fig23_perstudy_volcano.png,ddaf47ef-2f99-49e7-9e02-d4e45ebad803,png,0.265,code_recoverable,3218,psoriasis-r
A1_meta_analysis,sample_classification.rds,5e70760d-efdc-41f1-81d9-b3533488838e,octet-stream,0.002,code_recoverable,1661,psoriasis-r
A1_meta_analysis,study_inventory.csv,93b5cdec-4729-4ca7-b482-72f1ee8373f5,csv,0.0,code_recoverable,3579,psoriasis-r
A1_meta_analysis,fig22_study_inventory.png,6a844479-d251-4a7f-b4c7-61c2f9cc2608,png,0.059,code_recoverable,3360,psoriasis-r
K_refs_deconv,recount3_selection_2026-07-05 20_53_44.267187.csv,b13999c5-8cbb-4410-a71e-136b2427d555,csv,0.043,lineage_error,0,host_call 'get_lineage' failed: No code 
A1_meta_analysis,plan_multi-study-psoriasis-meta-analysis-per_db606fdf.json,a0408b80-29fe-4857-aa8d-429d8aec557a,json,0.007,code_recoverable,288,
A1_meta_analysis,leading_edge_sets.rds,c04465db-f557-4dc1-b802-76d653d0998e,octet-stream,0.002,code_recoverable,746,psoriasis-r
A1_meta_analysis,fig21_upset_leadingedge.png,5b4a613f-1423-4cb8-b101-abdf3a0b1273,png,0.134,code_recoverable,2123,psoriasis-r
A1_meta_analysis,ssgsea_panel.rds,213f77e5-2c69-4a51-9411-2fbd3d1fe630,octet-stream,0.02,code_recoverable,2045,psoriasis-r
A1_meta_analysis,ssgsea_scores.rds,f973b1cf-90e8-4199-9e68-83f1440fd368,octet-stream,0.015,code_recoverable,2918,psoriasis-r
A1_meta_analysis,fig20_pathway_score_heatmap.png,4d449fea-6226-4238-8f69-da441d0fc5f3,png,0.102,code_recoverable,2705,psoriasis-r
A1_meta_analysis,fig19_gsva_correlations.png,df12b72c-0eac-4fc6-850b-34baf5a37249,png,0.167,code_recoverable,4243,psoriasis-r
A1_meta_analysis,voom_fit.rds,12fadcf7-d139-42dc-8020-c9eb75feb54c,octet-stream,50.085,code_recoverable,426,psoriasis-r
A1_meta_analysis,method_comparison.rds,6cb23db2-4db8-43a5-82fb-64a055bf9e7e,octet-stream,0.003,code_recoverable,2215,psoriasis-r
A1_meta_analysis,camera_roast_results.rds,0144430b-37ba-456c-9103-4469bb684952,octet-stream,0.177,code_recoverable,1765,psoriasis-r
A1_meta_analysis,fig18_camera_roast.png,49b8307e-418d-437d-b0f4-bc0bc0f75d3b,png,0.129,code_recoverable,4797,psoriasis-r
A1_meta_analysis,fig17_degene_heatmap.png,58a5459a-9bca-4099-b72b-7be108adebff,png,0.303,code_recoverable,1952,psoriasis-r
