gene,k,logFC,SE,z,P,FDR,I2,tau2,Q,direction,in_leading_edge,leading_edge_sets,stat3_target,in_coexpr_module,absLFC,neglog10FDR,robustness,pathway_support,evidence_score,evidence_rank
PADI2,2,-1.027,0.13,-7.88,3.2224690005474804e-15,4.9111182834515505e-14,0.0,0.0,0.24,down,False,,False,False,1.027,13.308819605833436,2.0,0,-0.16181424638687214,1116
TPRXL,3,1.343,0.165,8.14,3.8850018226151e-16,6.35527656642885e-15,55.0,0.0417,4.44,up,False,,False,False,1.343,14.196865545242087,1.3499999999999999,0,-0.16247790552535973,1117
C9orf106,2,-1.574,0.24,-6.55,5.93162407952495e-11,6.06082008195546e-10,37.9,0.0496,1.61,down,False,,False,False,1.574,9.217468608016668,1.242,0,-0.1636130229892906,1118
RP11-38L15.3,2,-1.112,0.131,-8.46,2.68693909680043e-17,4.8087582046637e-16,15.2,0.0064,1.18,down,False,,False,False,1.112,15.317967059694823,1.696,0,-0.16434566625837038,1119
SLC1A6,3,-1.727,0.297,-5.81,6.3223871471625e-09,4.99833707287831e-08,64.1,0.1446,5.57,down,False,,False,False,1.727,7.301174459703182,1.0770000000000004,0,-0.16482858744304696,1120
HIF3A,2,-2.207,0.464,-4.75,1.99668235207238e-06,1.09206395279585e-05,83.6,0.367,6.11,down,False,,False,False,2.207,4.961751927992937,0.32800000000000007,0,-0.16668389557089747,1121
RP11-599B13.9,2,2.217,0.363,6.1,1.03430559913517e-09,9.14007541342212e-09,94.7,0.25,18.94,up,False,,False,False,2.217,8.039050220951292,0.10599999999999987,0,-0.1668252825472713,1122
HS3ST3A1,3,2.373,0.763,3.11,0.0018744042694149,0.0053653618907721,93.5,1.5688,30.75,up,False,,False,False,2.373,2.2704009797810056,0.19499999999999984,0,-0.16693641645394083,1123
B4GALNT2,2,1.835,0.258,7.13,1.02882086861486e-12,1.2485053246970098e-11,68.7,0.0926,3.2,up,False,,False,False,1.835,10.903609601104705,0.6259999999999999,0,-0.16722695299394297,1124
PCDHA7,3,-1.073,0.14,-7.65,2.0329169703139e-14,2.91061488428612e-13,35.7,0.0236,3.11,down,False,,False,False,1.073,12.536015254091922,1.929,0,-0.16859909087514668,1125
RP11-568N6.1,2,1.07,0.1,10.67,1.35225722231246e-26,4.49006940668259e-25,42.2,0.0088,1.73,up,False,,False,False,1.07,24.347746945699065,1.156,0,-0.16874709966728238,1126
RP11-57H12.3,2,-2.103,0.44,-4.78,1.78807352525414e-06,9.86263269384405e-06,74.9,0.3006,3.98,down,False,,False,False,2.103,5.006007140657902,0.5019999999999998,0,-0.16978605029626326,1127
LINC00632,2,-1.767,0.297,-5.95,2.7328699146860502e-09,2.27502673658911e-08,52.4,0.1071,2.1,down,False,,False,False,1.767,7.643013495057469,0.952,0,-0.1700742899191338,1128
SYNPO2,3,-1.418,0.213,-6.67,2.5036530065167497e-11,2.6652120613711e-10,51.0,0.0644,4.08,down,False,,False,False,1.418,9.574268230007286,1.47,0,-0.170860074976386,1129
ERVFRD-1,2,-1.109,0.134,-8.26,1.44370276936285e-16,2.4418813676311504e-15,14.6,0.0053,1.17,down,False,,False,False,1.109,14.612275438931128,1.708,0,-0.1718321614819323,1130
SHROOM2,3,1.171,0.107,10.9,1.16519976255394e-27,4.05895256571804e-26,71.0,0.0223,6.9,up,False,,False,False,1.171,25.391586023964134,0.8700000000000001,0,-0.17423075146909586,1131
GBA,3,1.251,0.121,10.3,6.915527412156371e-25,2.07812042607405e-23,70.2,0.0256,6.71,up,False,,False,False,1.251,22.68232928889433,0.8939999999999998,0,-0.17526778306064122,1132
LYPD6,3,-1.186,0.18,-6.6,4.2497022451678595e-11,4.42139021587264e-10,37.1,0.0406,3.18,down,False,,False,False,1.186,9.354441154145997,1.887,0,-0.17630918559934558,1133
WISP2,3,-1.799,0.329,-5.46,4.73991576688399e-08,3.33303358927568e-07,69.1,0.1827,6.47,down,False,,False,False,1.799,6.477160309632727,0.9270000000000002,0,-0.1779678307834977,1134
SNTB1,3,-2.368,0.683,-3.47,0.0005223550177684,0.0017339490372862,96.3,1.1114,53.61,down,False,,False,False,2.368,2.7609636710758623,0.1110000000000001,0,-0.1783388225967861,1135
C7orf57,3,2.272,0.589,3.86,0.0001149642448179,0.0004453413878773,91.7,0.8803,24.13,up,False,,False,False,2.272,3.3513069417619494,0.2489999999999999,0,-0.1786661486895924,1136
KRT39,2,-1.888,0.411,-4.59,4.37255203266344e-06,2.25158536147423e-05,56.2,0.1956,2.29,down,False,,False,False,1.888,4.647511583538053,0.8759999999999999,0,-0.17906704691970693,1137
MANEA-AS1,2,-1.002,0.115,-8.74,2.30675600151059e-18,4.51495411700347e-17,12.3,0.0033,1.14,down,False,,False,False,1.002,16.34534665882411,1.754,0,-0.17911678021439503,1138
SAMSN1,2,1.948,0.263,7.42,1.20468186680115e-13,1.60047660726153e-12,85.4,0.1186,6.84,up,False,,False,False,1.948,11.795750669168383,0.2919999999999998,0,-0.17937650566073315,1139
ATP6V1B1,2,-2.304,0.741,-3.11,0.0018749555969237,0.0053662838450163,87.3,0.9696,7.85,down,False,,False,False,2.304,2.270326359419569,0.254,0,-0.17990730460058346,1140
SMPD3,3,1.463,0.173,8.44,3.2412920688499103e-17,5.7612305269329895e-16,67.9,0.0491,6.23,up,False,,False,False,1.463,15.23948474678842,0.9629999999999999,0,-0.18024759225261067,1141
RP5-965G21.4,2,-1.044,0.144,-7.26,3.95673169391017e-13,5.0311315710343894e-12,0.0,0.0,0.76,down,False,,False,False,1.044,11.298334325125643,2.0,0,-0.180648101834394,1142
FAM27E3,2,-1.271,0.273,-4.65,3.33097491855373e-06,1.75066887894981e-05,0.0,0.0,0.06,down,False,,False,False,1.271,4.756795988493145,2.0,0,-0.18221465283310484,1143
CALML3,3,1.847,0.271,6.8,1.0304118205610099e-11,1.14371314876779e-10,80.5,0.1389,10.25,up,False,,False,False,1.847,9.941682885969982,0.5849999999999999,0,-0.18255727472220426,1144
TPPP3,3,-1.175,0.182,-6.46,1.04486136267022e-10,1.0359661007516901e-09,36.9,0.0373,3.17,down,False,,False,False,1.175,8.984654455495566,1.893,0,-0.18356509092096046,1145
FBXO45,3,1.421,0.146,9.74,2.11336696453683e-22,5.38908575956891e-21,77.0,0.0406,8.71,up,False,,False,False,1.421,20.268484905175324,0.69,0,-0.18398491750529464,1146
GDPD2,3,-1.244,0.13,-9.57,1.11657210176508e-21,2.7001897035349902e-20,64.5,0.0269,5.64,down,False,,False,False,1.244,19.568605723135718,1.065,0,-0.1840644419299532,1147
ANKRD31,3,1.89,0.311,6.08,1.18353017812993e-09,1.04037769207073e-08,79.2,0.1912,9.64,up,False,,False,False,1.89,7.982808968581558,0.6239999999999999,0,-0.18442293462425186,1148
RP11-488P3.1,2,-1.112,0.172,-6.48,9.35911585808995e-11,9.32684304478619e-10,0.0,0.0,0.02,down,False,,False,False,1.112,9.030265331627497,2.0,0,-0.18491448777910574,1149
TGM4,2,-1.281,0.293,-4.37,1.2213209719933e-05,5.79799282770049e-05,0.0,0.0,0.44,down,False,,False,False,1.281,4.236722326216625,2.0,0,-0.18513806054669252,1150
C6orf223,3,2.104,0.557,3.77,0.0001607097747141,0.0006036673806615,82.2,0.7027,11.27,up,False,,False,False,2.104,3.219202290738294,0.5339999999999998,0,-0.18544998737124369,1151
EPHA7,2,-1.113,0.173,-6.43,1.28311721797942e-10,1.26097778991101e-09,0.0,0.0,0.91,down,False,,False,False,1.113,8.899292562756052,2.0,0,-0.18617879240857033,1152
CADM3-AS1,3,-1.931,0.345,-5.6,2.14499391864094e-08,1.58298116776374e-07,79.6,0.2183,9.79,down,False,,False,False,1.931,6.80052425177374,0.6120000000000002,0,-0.18695848375733126,1153
SCIN,3,-2.227,0.494,-4.51,6.56196737404902e-06,3.28295761920606e-05,92.9,0.506,28.3,down,False,,False,False,2.227,4.483734723686666,0.21299999999999986,0,-0.1871078281911949,1154
RP1-102E24.8,3,1.023,0.167,6.13,8.594986921295381e-10,7.67939117712227e-09,26.2,0.0239,2.71,up,False,,False,False,1.023,8.114673209512386,2.214,0,-0.18713713846897354,1155
ZNF536,2,-2.066,0.455,-4.54,5.70552163510974e-06,2.88032253517973e-05,74.8,0.3266,3.97,down,False,,False,False,2.066,4.540558877724883,0.504,0,-0.18801002376437698,1156
CNNM4,3,1.205,0.125,9.66,4.55908197258539e-22,1.13535691378991e-20,63.7,0.026,5.51,up,False,,False,False,1.205,19.944867591049782,1.089,0,-0.1885113186542244,1157
RP11-350J20.12,3,1.855,0.269,6.89,5.72034000324409e-12,6.51300774007494e-11,82.7,0.1487,11.56,up,False,,False,False,1.855,10.186218405708946,0.5189999999999998,0,-0.18910188596504382,1158
CYP27B1,3,1.459,0.21,6.93,4.08280022106022e-12,4.7034581877361595e-11,58.5,0.0696,4.82,up,False,,False,False,1.459,10.327582712363226,1.245,0,-0.18938560305265872,1159
ZNF662,3,1.102,0.103,10.69,1.14881447198124e-26,3.84179971065841e-25,67.5,0.0173,6.15,up,False,,False,False,1.102,24.415465280500676,0.9749999999999999,0,-0.1906170381432023,1160
KCNK2,2,-1.888,0.289,-6.54,6.3439430206225e-11,6.45675487694574e-10,74.6,0.1276,3.93,down,False,,False,False,1.888,9.189985700757015,0.508,0,-0.19194287838963137,1161
KRT18P29,2,-1.129,0.186,-6.08,1.20367420307889e-09,1.05689457688949e-08,0.0,0.0,0.62,down,False,,False,False,1.129,7.975968330534152,2.0,0,-0.19197887940812475,1162
BIRC7,2,-1.506,0.23,-6.55,5.6602635086604795e-11,5.8012744515864e-10,39.3,0.0464,1.65,down,False,,False,False,1.506,9.236476588076613,1.214,0,-0.1922635864441054,1163
CTC-518B2.8,3,2.133,0.382,5.58,2.4379043819997e-08,1.78731298710401e-07,93.1,0.3158,28.78,up,False,,False,False,2.133,6.747799388921412,0.20700000000000018,0,-0.19305517357575283,1164
LGI3,3,-1.779,0.31,-5.73,1.00208053614801e-08,7.71381232183122e-08,72.1,0.171,7.18,down,False,,False,False,1.779,7.112730931788957,0.8370000000000001,0,-0.19392397381476603,1165
RP11-130L8.1,2,-1.658,0.203,-8.15,3.62679826897331e-16,5.94952492490512e-15,70.4,0.0594,3.38,down,False,,False,False,1.658,14.22551771170498,0.5919999999999999,0,-0.19425517431640663,1166
RP11-54F2.1,3,-2.346,0.731,-3.21,0.0013435449752313,0.0040044619716311,97.0,1.5404,66.31,down,False,,False,False,2.346,2.3974558262584345,0.09000000000000008,0,-0.1943902257659429,1167
AC006262.10,3,2.258,0.752,3.0,0.0026695510829697,0.0072910420372464,91.1,1.4751,22.49,up,False,,False,False,2.258,2.1372103977883126,0.26700000000000024,0,-0.19511476359999438,1168
FUT5,3,1.785,0.379,4.71,2.4975978989453e-06,1.34467040516123e-05,67.8,0.2455,6.22,up,False,,False,False,1.785,4.871384153402185,0.9660000000000002,0,-0.19531212680424687,1169
TRIM22,3,1.86,0.277,6.71,1.9676249640066697e-11,2.12160906413782e-10,83.1,0.1581,11.82,up,False,,False,False,1.86,9.673334637837618,0.5070000000000001,0,-0.19591889900075712,1170
OR7E47P,2,-2.197,0.498,-4.42,1.00404072914596e-05,4.8551103963185e-05,88.4,0.4401,8.59,down,False,,False,False,2.197,4.313800890582576,0.23199999999999998,0,-0.1960820641386126,1171
RP11-527N22.2,3,2.363,0.922,2.56,0.0103982941141732,0.0233726286309562,96.7,2.4408,61.38,up,False,,False,False,2.363,1.6312924414066126,0.09899999999999975,0,-0.1962257450842842,1172
NYAP1,3,-1.781,0.321,-5.54,2.9872983286107e-08,2.16500515710365e-07,71.7,0.1943,7.08,down,False,,False,False,1.781,6.664541064807618,0.8489999999999998,0,-0.19650192994217688,1173
CA3,3,-2.137,0.475,-4.5,6.86218997432522e-06,3.41635485131814e-05,89.0,0.5425,18.11,down,False,,False,False,2.137,4.466437026166432,0.32999999999999996,0,-0.19675301756417243,1174
KRT27,3,-1.344,0.499,-2.69,0.0070991803408337,0.0169282583883648,34.1,0.291,3.04,down,False,,False,False,1.344,1.77138772064062,1.977,0,-0.1978708002215594,1175
CNTNAP2,3,1.758,0.341,5.15,2.58608261248382e-07,1.64325754276964e-06,68.6,0.2175,6.37,up,False,,False,False,1.758,5.78429436557386,0.9420000000000002,0,-0.19795223464202039,1176
B3GALT5,2,-2.0,0.51,-3.92,8.68617607073197e-05,0.0003459838278709,68.0,0.3845,3.13,down,False,,False,False,2.0,3.4609442007175506,0.6399999999999999,0,-0.19883214306966918,1177
MYL9,3,-1.145,0.166,-6.9,5.17827970172051e-12,5.9217562060369e-11,40.6,0.0347,3.37,down,False,,False,False,1.145,10.227549476134888,1.782,0,-0.19944927811284263,1178
LRFN5,2,-2.208,0.484,-4.56,5.10720474028747e-06,2.59901208185629e-05,91.6,0.4304,11.88,down,False,,False,False,2.208,4.5851917016181405,0.16800000000000015,0,-0.20087886179488906,1179
DKK1,3,-1.704,0.461,-3.7,0.0002180596020257,0.0007933603134086,59.9,0.3547,4.99,down,False,,False,False,1.704,3.100529528211171,1.203,0,-0.20098029700527956,1180
DSC2,3,2.146,0.427,5.02,5.14583921167665e-07,3.11746765285038e-06,92.6,0.4407,27.11,up,False,,False,False,2.146,5.50619804410811,0.2220000000000002,0,-0.20101240393939482,1181
HAPLN3,3,1.558,0.195,8.0,1.2897031216683401e-15,2.03167297275465e-14,74.2,0.0719,7.76,up,False,,False,False,1.558,13.692146196761177,0.774,0,-0.20158057563000198,1182
LINC02158,2,-1.212,0.258,-4.7,2.63048293007875e-06,1.41263993829349e-05,0.0,0.0,0.11,down,False,,False,False,1.212,4.849968519495522,2.0,0,-0.20158824631847022,1183
LYNX1,3,1.729,0.254,6.82,9.08010410155561e-12,1.01217217577769e-10,76.7,0.1185,8.6,up,False,,False,False,1.729,9.994745605450765,0.699,0,-0.20163569648697674,1184
IGHG2,2,1.273,0.345,3.69,0.0002270733173424,0.0008233518100479,0.0,0.0,0.13,up,False,,False,False,1.273,3.0844145554132645,2.0,0,-0.2021039373820302,1185
KRT8P36,2,-1.143,0.206,-5.56,2.74588289357333e-08,1.9993272987763e-07,0.0,0.0,0.37,down,False,,False,False,1.143,6.699116104122484,2.0,0,-0.20282605496869016,1186
CCDC8,3,-1.074,0.147,-7.28,3.28806646380392e-13,4.21524358440229e-12,39.5,0.0264,3.3,down,False,,False,False,1.074,11.375177323932432,1.815,0,-0.2038490298393328,1187
HS6ST2,3,-2.026,0.488,-4.15,3.35113255079434e-05,0.0001458658644134,82.3,0.5719,11.32,down,False,,False,False,2.026,3.836046329980611,0.5310000000000001,0,-0.20554689426342304,1188
NRK,2,-1.087,0.178,-6.11,9.99063966907742e-10,8.852039516027e-09,0.0,0.0,0.01,down,False,,False,False,1.087,8.052956656024246,2.0,0,-0.20563901391756045,1189
TEKT3,2,-2.364,1.014,-2.33,0.01969660440653,0.0399790004814411,97.1,1.9961,34.37,down,False,,False,False,2.364,1.3981680679172752,0.05800000000000005,0,-0.20641127792423053,1190
RIMS4,2,-1.844,0.356,-5.18,2.23081987897092e-07,1.43465006996786e-06,63.4,0.1709,2.73,down,False,,False,False,1.844,5.843254016152687,0.732,0,-0.20656935901434478,1191
CBX7,3,-1.043,0.098,-10.68,1.24587456819617e-26,4.1486028117929105e-25,66.8,0.0155,6.02,down,False,,False,False,1.043,24.38209814263639,0.9960000000000002,0,-0.20762277663718612,1192
RP11-186F10.2,2,-2.304,0.829,-2.78,0.0054646043230316,0.0135312903847844,94.2,1.2969,17.35,down,False,,False,False,2.304,1.8686607857919193,0.11599999999999988,0,-0.21064676829114265,1193
FNDC1,2,-2.236,0.657,-3.4,0.0006714333954406,0.0021640622819591,90.6,0.7854,10.61,down,False,,False,False,2.236,2.6647302443409195,0.18800000000000017,0,-0.21104032158628525,1194
TICRR,3,1.502,0.179,8.41,3.9611214034079e-17,6.97711745164601e-16,75.7,0.0602,8.22,up,False,,False,False,1.502,15.156323966117544,0.729,0,-0.21144698994350103,1195
IGLON5,2,2.051,0.397,5.17,2.36432653363028e-07,1.51137410774853e-06,83.9,0.2677,6.22,up,False,,False,False,2.051,5.820628022212366,0.32199999999999984,0,-0.21149116904891516,1196
RP11-694I15.7,2,-1.472,0.174,-8.44,3.16511164836476e-17,5.6343801198913e-16,61.4,0.0397,2.59,down,False,,False,False,1.472,15.249153856959317,0.772,0,-0.2127007692681254,1197
LINC00950,2,-2.248,0.63,-3.57,0.0003579170776154,0.0012343077298026,93.5,0.7429,15.27,down,False,,False,False,2.248,2.9085765512476764,0.1299999999999999,0,-0.21470681104622394,1198
ELF3,3,2.197,0.616,3.56,0.0003641636895926,0.0012541868191371,92.5,0.8289,26.6,up,False,,False,False,2.197,2.9016377677498766,0.22499999999999987,0,-0.21477246529633792,1199
GBP3,3,1.179,0.178,6.64,3.04391510567617e-11,3.2111315326171e-10,44.0,0.039,3.57,up,False,,False,False,1.179,9.493341904735633,1.6800000000000002,0,-0.2157273264783193,1200
CHMP1B2P,3,-1.195,0.21,-5.69,1.28456024402563e-08,9.75673937456064e-08,39.6,0.0552,3.31,down,False,,False,False,1.195,7.010695295881414,1.8119999999999998,0,-0.21604676412604631,1201
GRXCR2,2,-1.965,0.326,-6.02,1.6930913579666102e-09,1.45390959642848e-08,83.8,0.1785,6.18,down,False,,False,False,1.965,7.837462596910868,0.32400000000000007,0,-0.21620378233634854,1202
SLAMF6,2,1.618,0.226,7.17,7.3803300162594e-13,9.12176057817404e-12,62.3,0.0672,2.65,up,False,,False,False,1.618,11.039921331014446,0.754,0,-0.2170963376972424,1203
PCDHA1,3,-1.053,0.145,-7.28,3.2433342419123097e-13,4.16147632868516e-12,40.6,0.0274,3.37,down,False,,False,False,1.053,11.38075257137842,1.782,0,-0.21725276920296177,1204
SAPCD1-AS1,3,-2.29,0.775,-2.95,0.0031374244277306,0.0083888027902622,97.0,1.7329,66.83,down,False,,False,False,2.29,2.0763000151764044,0.09000000000000008,0,-0.2178202634957941,1205
KRT8P10,2,-1.003,0.152,-6.61,3.84147734921158e-11,4.01272392983909e-10,0.0,0.0,0.52,down,False,,False,False,1.003,9.396560718131036,2.0,0,-0.21831647976549218,1206
S100P,3,2.232,0.867,2.58,0.0099897953128207,0.0226139752903801,92.7,1.6322,27.31,up,False,,False,False,2.232,1.6456230867071882,0.21899999999999986,0,-0.21918081778974294,1207
NPTX2,2,-1.28,0.154,-8.3,1.04054469891315e-16,1.7805636591270402e-15,43.7,0.024,1.78,down,False,,False,False,1.28,14.749442494714595,1.126,0,-0.21945893785381346,1208
KRT18P17,2,-1.033,0.165,-6.25,4.03544476921822e-10,3.7545996264956e-09,0.0,0.0,0.71,down,False,,False,False,1.033,8.425436367387967,2.0,0,-0.21983567118809028,1209
KCNA7,2,1.018,0.159,6.41,1.4738551722749e-10,1.4387604557040502e-09,0.0,0.0,0.01,up,False,,False,False,1.018,8.84201150726271,2.0,0,-0.21992521830308964,1210
NRXN1,2,-1.849,0.324,-5.7,1.20967426131785e-08,9.21785962994453e-08,71.7,0.1591,3.53,down,False,,False,False,1.849,7.035369909620554,0.5659999999999998,0,-0.2211862403365016,1211
GINS4,3,1.183,0.125,9.47,2.75141540577046e-21,6.47966632129583e-20,66.6,0.0264,5.98,up,False,,False,False,1.183,19.188447358103353,1.0020000000000002,0,-0.2217359386155511,1212
RP5-1057J7.7,2,-1.234,0.163,-7.58,3.35940013104587e-14,4.70617580297144e-13,32.1,0.0214,1.47,down,False,,False,False,1.234,12.327331853438299,1.358,0,-0.22190472543942688,1213
GCNT4,3,1.752,0.25,7.01,2.3076083719807697e-12,2.7254694439807196e-11,83.1,0.1217,11.82,up,False,,False,False,1.752,10.564558682608933,0.5070000000000001,0,-0.2225118817308406,1214
SCN7A,2,-2.047,0.453,-4.52,6.30646695490658e-06,3.16391095043738e-05,82.2,0.3446,5.63,down,False,,False,False,2.047,4.4997757483974645,0.35599999999999987,0,-0.22278499346430838,1215
SLC17A7,2,-2.291,1.013,-2.26,0.0237010468772005,0.0467018355512109,94.5,1.9446,18.21,down,False,,False,False,2.291,1.330666049753029,0.1100000000000001,0,-0.22291179315647555,1216
NLRX1,3,1.432,0.156,9.18,4.27360432060951e-20,9.384690763709941e-19,79.8,0.0452,9.9,up,False,,False,False,1.432,18.027580033306567,0.6060000000000002,0,-0.2234433595710241,1217
BTNL9,2,-1.08,0.136,-7.95,1.8214598907947902e-15,2.84067652122687e-14,22.2,0.0101,1.29,down,False,,False,False,1.08,13.546578218246324,1.556,0,-0.223448256111446,1218
TMEM132B,3,-2.069,0.431,-4.8,1.55775645857783e-06,8.68433458891366e-06,90.9,0.4,22.07,down,False,,False,False,2.069,5.061263452453957,0.2729999999999999,0,-0.22373677421963592,1219
CHRNA5,3,1.663,0.243,6.84,7.987637491543409e-12,8.95081886259166e-11,76.7,0.115,8.57,up,False,,False,False,1.663,10.048137231584953,0.699,0,-0.22393356958476102,1220
PAEP,2,1.832,0.425,4.31,1.63182182568751e-05,7.58826323351588e-05,61.3,0.2328,2.59,up,False,,False,False,1.832,4.119857612037394,0.774,0,-0.22410503210450572,1221
CEACAM7,2,-1.753,0.281,-6.25,4.15917323065532e-10,3.85898082268769e-09,68.4,0.1117,3.16,down,False,,False,False,1.753,8.413527379661723,0.6319999999999999,0,-0.22527508008121178,1222
FOXL2,2,-1.091,0.202,-5.39,6.94989123259614e-08,4.76537796906394e-07,0.0,0.0,0.04,down,False,,False,False,1.091,6.321902647309223,2.0,0,-0.22555487562168358,1223
DDO,2,-1.662,0.315,-5.27,1.33220267005236e-07,8.78960887915888e-07,52.5,0.1209,2.1,down,False,,False,False,1.662,6.056030449772901,0.95,0,-0.22650129153567833,1224
RP5-1033H22.2,3,-2.063,0.469,-4.4,1.10588330069428e-05,5.30266738753634e-05,89.3,0.5002,18.73,down,False,,False,False,2.063,4.275505613365671,0.32099999999999995,0,-0.226522941443165,1225
RP11-399F4.2,2,-1.347,0.236,-5.71,1.13347538777705e-08,8.66825395376442e-08,26.8,0.0435,1.37,down,False,,False,False,1.347,7.0620683736439895,1.464,0,-0.22759768374794978,1226
HSPB7,2,-2.026,0.435,-4.66,3.16183295718619e-06,1.67039827792308e-05,82.5,0.3189,5.72,down,False,,False,False,2.026,4.77717996640825,0.3500000000000001,0,-0.2277959234320892,1227
ZNF385B,2,-2.25,0.927,-2.43,0.0151836558635525,0.0321427202125068,92.7,1.5962,13.63,down,False,,False,False,2.25,1.4929173720253637,0.1459999999999999,0,-0.22844539138794043,1228
SLC9A2,3,-1.957,0.452,-4.33,1.50520340878699e-05,7.04424362181022e-05,82.9,0.474,11.68,down,False,,False,False,1.957,4.152165632577241,0.5129999999999998,0,-0.2290189614242298,1229
MB21D1,3,1.67,0.222,7.52,5.34915091616033e-14,7.32270606996475e-13,82.8,0.1065,11.63,up,False,,False,False,1.67,12.135328397892957,0.5160000000000001,0,-0.23001530572849674,1230
LRRC37A11P,2,-1.315,0.217,-6.06,1.381319494341e-09,1.2032766040854e-08,27.3,0.0299,1.38,down,False,,False,False,1.315,7.919634527423505,1.454,0,-0.23004109431555272,1231
MPZL2,3,1.917,0.289,6.64,3.13871251751071e-11,3.3066661261209803e-10,92.3,0.1965,25.94,up,False,,False,False,1.917,9.48060965356025,0.2310000000000002,0,-0.2300572184019007,1232
SLC2A3P2,2,-2.089,0.846,-2.47,0.0134975985421455,0.0291051293545583,78.8,1.1411,4.72,down,False,,False,False,2.089,1.5360304662005733,0.42400000000000015,0,-0.2319463607829752,1233
LONRF2,2,-1.824,0.277,-6.58,4.614911520067339e-11,4.78222504529688e-10,79.8,0.1248,4.95,down,False,,False,False,1.824,9.32036999040533,0.40400000000000014,0,-0.23203752643052458,1234
MYBL2,3,1.684,0.231,7.29,3.05776074830618e-13,3.9335259999065595e-12,82.5,0.1112,11.45,up,False,,False,False,1.684,11.405217974876157,0.5250000000000001,0,-0.23245047050371379,1235
LAMB4,3,-1.481,0.179,-8.28,1.23751312254694e-16,2.1053012126236503e-15,77.1,0.0568,8.75,down,False,,False,False,1.481,14.676685759390397,0.6870000000000003,0,-0.23250540422524785,1236
PNMAL1,3,-1.041,0.226,-4.6,4.32564479460823e-06,2.22890202502717e-05,28.0,0.0492,2.78,down,False,,False,False,1.041,4.651909021212552,2.16,0,-0.23359277940729148,1237
RP11-410L14.2,2,-1.034,0.121,-8.53,1.4930233426718602e-17,2.74119085714553e-16,27.3,0.0121,1.38,down,False,,False,False,1.034,15.562060725380057,1.454,0,-0.23370542099266925,1238
UBD,2,2.219,0.656,3.38,0.0007240990062216,0.0023162658699974,95.2,0.8213,20.84,up,False,,False,False,2.219,2.635211592075124,0.09599999999999986,0,-0.2345133049893501,1239
TNNI3K,2,-1.442,0.183,-7.9,2.8584804898005903e-15,4.3878144121798e-14,58.3,0.0401,2.4,down,False,,False,False,1.442,13.357751749709616,0.8340000000000001,0,-0.23482637518708896,1240
RP11-116G8.5,3,1.832,0.309,5.92,3.1831991991362403e-09,2.6311973888623e-08,83.9,0.1874,12.43,up,False,,False,False,1.832,7.5798465705087015,0.48299999999999976,0,-0.2359117568480564,1241
RAI2,2,-1.787,0.257,-6.95,3.62947372720208e-12,4.2060569544590797e-11,80.9,0.109,5.24,down,False,,False,False,1.787,10.376124850803329,0.3819999999999999,0,-0.2360235894194003,1242
CLDN1,3,-1.763,0.226,-7.8,6.30055373713441e-15,9.41223116991572e-14,91.7,0.1142,24.19,down,False,,False,False,1.763,13.026307414837934,0.2489999999999999,0,-0.23661135161143312,1243
AC034220.3,3,-1.064,0.142,-7.49,6.64642374709239e-14,9.00382716988922e-13,46.2,0.0272,3.72,down,False,,False,False,1.064,12.045572849953592,1.614,0,-0.23664701423342588,1244
KCNA1,2,-2.084,0.733,-2.84,0.0044886851813499,0.0113718215811928,81.0,0.8875,5.27,down,False,,False,False,2.084,1.9441699628148081,0.3799999999999999,0,-0.23688634387121993,1245
ADAMTS9-AS2,2,-2.28,0.934,-2.44,0.0146627597003056,0.0311866747069284,97.8,1.7067,44.46,down,False,,False,False,2.28,1.5060309296167222,0.04400000000000004,0,-0.23691608092663177,1246
ATOH8,2,-1.895,0.318,-5.96,2.4776202451163203e-09,2.07731419476819e-08,82.6,0.1693,5.74,down,False,,False,False,1.895,7.682497811248121,0.3480000000000001,0,-0.2379713051135274,1247
LTB4R,3,1.377,0.148,9.33,1.03123664198209e-20,2.36205660980027e-19,80.6,0.0406,10.33,up,False,,False,False,1.377,18.626709698158038,0.5820000000000002,0,-0.2396842162996615,1248
RP11-12A20.7,2,-1.113,0.246,-4.53,5.82203622689129e-06,2.93281786174517e-05,0.0,0.0,0.87,down,False,,False,False,1.113,4.5327149073894475,2.0,0,-0.23992581987291323,1249
KLF15,3,-1.896,0.417,-4.55,5.30619827578769e-06,2.68684394198386e-05,82.1,0.3792,11.16,down,False,,False,False,1.896,4.570757557647031,0.5370000000000001,0,-0.24059649429510852,1250
FCRLB,3,1.008,0.122,8.23,1.83953937659562e-16,3.09129772194737e-15,48.9,0.0211,3.92,up,False,,False,False,1.008,14.509859166152383,1.533,0,-0.24093261514529782,1251
CADPS,2,-2.029,0.45,-4.51,6.42263491214191e-06,3.21736487606099e-05,85.4,0.3491,6.85,down,False,,False,False,2.029,4.492499683681811,0.2919999999999998,0,-0.2410981391743949,1252
EXTL1,3,-1.842,0.5,-3.69,0.0002276841887403,0.0008253111140017,75.7,0.5015,8.21,down,False,,False,False,1.842,3.0833823064511647,0.729,0,-0.24179625489897963,1253
EDAR,2,-1.732,0.287,-6.03,1.65858558092667e-09,1.42584758956711e-08,69.1,0.1211,3.24,down,False,,False,False,1.732,7.8459268942229174,0.6180000000000001,0,-0.24218233478366188,1254
