gene,k,logFC,SE,z,P,FDR,I2,tau2,Q,direction,in_leading_edge,leading_edge_sets,stat3_target,in_coexpr_module,absLFC,neglog10FDR,robustness,pathway_support,evidence_score,evidence_rank
VNN3,2,8.081,0.276,29.31,8.11432329718391e-189,3.7989638812755595e-185,0.0,0.0,0.41,up,False,,False,True,8.081,184.42033483548906,2.0,1,4.913838635378073,1
IL36A,2,10.061,0.488,20.62,1.81642756890757e-94,7.206907281450409e-92,0.0,0.0,0.31,up,False,,False,True,10.061,91.14225106520482,2.0,1,4.454355529898126,2
CHI3L2,3,4.384,0.127,34.48,1.5935596505779501e-260,3.7303637860379297e-256,0.0,0.0,1.89,up,False,,False,False,4.384,255.42824881361625,3.0,0,4.172869882385013,3
S100A12,2,8.802,0.453,19.42,5.24611796343836e-84,1.63741833874838e-81,0.0,0.0,0.05,up,True,COMPLEMENT,False,False,8.802,80.78584034991042,2.0,1,3.8889961738508356,4
S100A9,3,7.94,0.81,9.8,1.16381770461949e-22,3.01369564684045e-21,89.7,1.4285,19.39,up,True,COMPLEMENT,True,True,7.94,20.520900609211797,0.30899999999999994,3,3.5634738994607154,5
PRSS27,2,4.192,0.13,32.15,8.10747824944692e-227,6.32626527804343e-223,0.0,0.0,0.19,up,False,,False,False,4.192,222.19885260085297,2.0,0,3.510156156527324,6
RORC,2,-2.473,0.076,-32.44,7.952025578590209e-231,9.30744833846091e-227,0.0,0.0,0.02,down,False,,True,False,2.473,226.03116936567994,2.0,1,3.475531010421154,7
RP4-529N6.2,2,5.24,0.2,26.2,2.90517663762613e-151,5.66727332584917e-148,0.0,0.0,0.0,up,False,,False,True,5.24,147.24662584134728,2.0,1,3.468166640869218,8
DEFB4B,2,9.769,0.594,16.43,1.0746660377942601e-60,1.62302305024037e-58,0.0,0.0,0.01,up,False,,False,False,9.769,57.78967531226181,2.0,0,3.426190157165745,9
S100A7A,3,9.923,0.956,10.38,3.0502275488988804e-25,9.35816208285372e-24,72.9,1.7049,7.37,up,False,,False,True,9.923,23.028809437122103,0.8129999999999997,1,3.3460901691079012,10
IL17A,2,5.604,0.233,24.05,8.07392573714806e-128,7.560101103235949e-125,0.0,0.0,0.67,up,False,,True,False,5.604,124.12147239652474,2.0,1,3.3101259730575867,11
AL591704.7,2,5.231,0.185,28.35,8.0509929187635e-177,2.0940632581703804e-173,0.0,0.0,0.11,up,False,,False,False,5.231,172.67901020314457,2.0,0,3.261997996955801,12
S100A7,3,8.11,0.487,16.65,3.08886381759695e-62,4.98670435214668e-60,67.0,0.3971,6.06,up,False,,False,True,8.11,59.30218637913223,0.9899999999999999,1,3.195086445346319,13
LTF,2,5.7,0.255,22.33,1.7584649074527e-110,1.1125379734746e-107,0.0,0.0,0.63,up,True,COMPLEMENT,False,False,5.7,106.95368515662656,2.0,1,3.1322014797482263,14
CTA-384D8.34,2,4.413,0.171,25.76,2.38005402460347e-146,3.9796203329959e-143,0.0,0.0,0.02,up,False,,False,True,4.413,142.4001583588685,2.0,1,3.120878968180305,15
RDH16,3,2.383,0.084,28.22,3.09337274466131e-175,6.58297841634332e-172,0.0,0.0,1.04,up,False,,False,True,2.383,171.1815775688299,3.0,1,2.956023517414965,16
IL19,2,8.112,0.467,17.38,1.1377657210486701e-67,2.3780319432168e-65,0.0,0.0,0.05,up,False,,False,False,8.112,64.62378231596223,2.0,0,2.9339983053059235,17
NMI,3,1.483,0.049,30.07,1.0890708042833001e-198,6.37351461436693e-195,0.0,0.0,0.23,up,True,INFLAMMATORY_RESPONSE;INTERFERON_GAMMA_RESPONSE,False,False,1.483,194.19562101402337,3.0,1,2.9262736812607617,18
LINC01206,2,5.227,0.204,25.68,1.9272433319245003e-145,3.00765594380137e-142,0.0,0.0,0.35,up,False,,False,False,5.227,141.52177184569163,2.0,0,2.8771007320944784,19
SPRR2A,3,8.786,0.929,9.46,3.1254659163558003e-21,7.32372689048778e-20,85.9,1.8579,14.22,up,False,,False,True,8.786,19.13526785936838,0.4229999999999997,1,2.8298123585793764,20
DEFB4A,3,10.592,1.963,5.4,6.82692752138325e-08,4.68930593744309e-07,80.4,8.435,10.2,up,False,,False,False,10.592,6.328891432305078,0.5879999999999999,0,2.8150795710506307,21
SERPINB4,3,8.73,0.998,8.75,2.1437358999836397e-18,4.21349401198297e-17,88.2,2.1287,16.92,up,False,,False,True,8.73,16.37535761894094,0.354,1,2.763466614678938,22
ARSF,2,3.502,0.121,28.99,9.632676546600219e-185,3.22130464684807e-181,0.0,0.0,0.64,up,False,,False,False,3.502,180.4919682009212,2.0,0,2.7568126786311273,23
TNIP3,2,7.022,0.37,18.96,3.71937196832033e-80,1.0124044000745398e-77,0.0,0.0,0.55,up,False,,False,False,7.022,76.99464597599507,2.0,0,2.7071617001218153,24
CXCL13,2,5.544,0.296,18.76,1.6482764720593398e-78,4.28716710382635e-76,0.0,0.0,0.2,up,True,ALLOGRAFT_REJECTION;IL6_JAK_STAT3_SIGNALING,False,False,5.544,75.36782958836822,2.0,1,2.6891622910478636,25
PLBD1,3,2.05,0.072,28.31,2.5533719116006497e-176,5.9771883078659605e-173,33.2,0.0055,3.0,up,False,,False,True,2.05,172.22350306175395,2.0039999999999996,1,2.666853600890086,26
NOS2,2,5.196,0.395,13.17,1.28422467445642e-39,8.03807898512038e-38,0.0,0.0,0.55,up,True,ALLOGRAFT_REJECTION,True,False,5.196,37.09484773058571,2.0,2,2.61311349523611,27
MMP12,2,5.339,0.29,18.43,6.9185337203641e-76,1.65261179448983e-73,0.0,0.0,0.58,up,True,COMPLEMENT,False,False,5.339,72.7818291520615,2.0,1,2.5860321127884207,28
CHP2,3,-2.323,0.08,-29.15,7.51058126433479e-187,2.93025328028022e-183,0.0,0.0,1.92,down,False,,False,False,2.323,182.53309483921106,3.0,0,2.558799277600099,29
GZMB,2,3.948,0.174,22.63,2.44803114735841e-113,1.79081128526603e-110,0.0,0.0,0.76,up,True,ALLOGRAFT_REJECTION;COMPLEMENT,False,False,3.948,109.74695017745962,2.0,1,2.5572306242023704,30
S100A8,3,7.763,0.776,10.01,1.3759536943108e-23,3.78048122419265e-22,89.5,1.2886,18.98,up,False,,False,True,7.763,21.42245291452539,0.31499999999999995,1,2.4819735719068117,31
CCR7,2,2.694,0.107,25.12,3.02165000521679e-139,4.16081205718351e-136,0.0,0.0,0.02,up,True,INFLAMMATORY_RESPONSE,False,False,2.694,135.3808219007347,2.0,1,2.436604973873936,32
HMOX1,3,1.348,0.058,23.17,8.16556653663062e-119,6.591301622620219e-116,0.3,0.0,2.01,up,True,IL6_JAK_STAT3_SIGNALING,True,False,1.348,115.1810288142827,2.991,2,2.4211472982222455,33
KYNU,3,4.652,0.312,14.89,3.96168823209594e-50,4.01468224351229e-48,56.7,0.1516,4.62,up,True,COMPLEMENT;TNFA_SIGNALING_VIA_NFKB,False,True,4.652,47.396348822826226,1.299,2,2.41967307099758,34
AP000439.3,2,-3.865,0.151,-25.55,5.56700437125955e-144,8.14487533292593e-141,0.0,0.0,0.2,down,False,,False,False,3.865,140.0891155587019,2.0,0,2.3857576642634486,35
LCE3A,3,7.678,1.647,4.66,3.11045053767757e-06,1.64510927782409e-05,72.6,5.5701,7.31,up,False,,False,True,7.678,4.783805248364635,0.8220000000000001,1,2.342379927470504,36
TRIM10,2,4.181,0.172,24.25,6.86883340527226e-130,7.30875096290992e-127,0.0,0.0,0.0,up,False,,False,False,4.181,126.13615683593743,2.0,0,2.323920482811348,37
SERPINB3,3,6.342,0.482,13.17,1.33435945740933e-39,8.32960547693203e-38,82.7,0.4389,11.53,up,False,,False,True,6.342,37.07937556801086,0.5189999999999998,1,2.2185935306615643,38
SERPINB11,3,6.244,0.474,13.18,1.14383488248775e-39,7.17856052658332e-38,80.0,0.4175,10.02,up,False,,False,True,6.244,37.14396263347871,0.5999999999999999,1,2.2004445545590814,39
TMPRSS11D,3,6.933,0.907,7.64,2.14960297638074e-14,3.06269361376121e-13,70.0,1.607,6.67,up,False,,False,True,6.933,12.513896447042022,0.9000000000000001,1,2.1929936927485585,40
AC091177.1,2,1.872,0.065,28.93,5.40439768403653e-184,1.5813943173201402e-180,0.0,0.0,0.02,up,False,,False,False,1.872,179.8009598261563,2.0,0,2.1813869145965032,41
CTA-398F10.2,2,-3.603,0.147,-24.46,3.8693299835349705e-132,4.31319740878906e-129,0.0,0.0,0.01,down,False,,False,False,3.603,128.36520066437066,2.0,0,2.15032653853081,42
FABP5P11,2,3.329,0.134,24.83,4.79473971488691e-136,6.23555899921043e-133,0.0,0.0,0.05,up,False,,False,False,3.329,132.2051246072391,2.0,0,2.102292863636055,43
ICOS,2,2.904,0.133,21.83,1.23778340526217e-105,6.898874222329069e-103,0.0,0.0,0.16,up,False,,True,False,2.904,102.1612217728743,2.0,1,2.1007526846536937,44
SPRR2B,3,7.012,1.026,6.84,8.17953061967251e-12,9.13960058596247e-11,87.3,2.3891,15.72,up,False,,False,True,7.012,10.039072783161435,0.381,1,2.092994862437427,45
TEX101,2,4.391,0.203,21.66,5.31937107386644e-104,2.6493863291093498e-101,0.0,0.0,0.27,up,False,,False,False,4.391,100.57685470898588,2.0,0,2.0823567370534874,46
HRH3,2,4.329,0.199,21.71,1.75524730351037e-104,9.33831457451687e-102,0.0,0.0,0.13,up,False,,False,False,4.329,101.02973150032642,2.0,0,2.066367234712871,47
IDO1,2,3.086,0.148,20.89,5.96786325071844e-97,2.58706871918645e-94,0.0,0.0,0.26,up,True,INTERFERON_GAMMA_RESPONSE,False,False,3.086,93.58719203515392,2.0,1,2.0585175700986094,48
SLC26A9,3,2.979,0.142,20.93,3.13838358107428e-97,1.38615889149751e-94,27.5,0.018,2.76,up,False,,False,True,2.979,93.85818698491506,2.175,1,2.057349805737051,49
IL2RA,2,2.157,0.113,19.12,1.67429570540123e-81,4.83871458860955e-79,2.7,0.0011,1.03,up,True,ALLOGRAFT_REJECTION;IL6_JAK_STAT3_SIGNALING,True,False,2.157,78.3152699939789,1.946,2,2.053414684887072,50
IL7R,3,1.984,0.088,22.55,1.26484532301115e-112,8.459646904676591e-110,0.0,0.0,1.88,up,True,INFLAMMATORY_RESPONSE;TNFA_SIGNALING_VIA_NFKB,False,False,1.984,109.07264776350362,3.0,1,2.0527676912128223,51
PLA2G2F,3,2.142,0.083,25.94,2.45293361822058e-148,4.41697869760966e-145,0.0,0.0,0.99,up,False,,False,False,2.142,144.3548746952702,3.0,0,2.0259213530770754,52
IL37,3,-3.141,0.134,-23.44,1.87433658241378e-121,1.56701232349015e-118,10.4,0.0079,2.23,down,False,,False,False,3.141,117.80492758808614,2.688,0,1.9882610944606776,53
TMPRSS11A,2,5.886,0.367,16.03,8.10560151946072e-58,1.08425157696603e-55,21.9,0.0897,1.28,up,False,,False,False,5.886,54.96486993752862,1.562,0,1.9590253341097061,54
BIRC3,3,1.379,0.075,18.45,4.7601895611871604e-76,1.1487760560601e-73,0.0,0.0,0.98,up,True,TNFA_SIGNALING_VIA_NFKB,True,False,1.379,72.93976462500754,3.0,2,1.9136751959717473,55
SPRR2F,3,6.69,1.542,4.34,1.43481003871915e-05,6.74311748572103e-05,88.6,5.9202,17.62,up,False,,False,True,6.69,4.1711392735198825,0.3420000000000003,1,1.901485176060005,56
LCE5A,2,-2.931,0.122,-23.94,1.3108499813342399e-126,1.1802187389635899e-123,0.0,0.0,0.68,down,False,,False,False,2.931,122.92803749411671,2.0,0,1.8496777535881317,57
SPRR2E,3,4.239,0.266,15.91,5.19275893073676e-57,6.71587258616668e-55,56.7,0.1073,4.62,up,False,,False,True,4.239,54.172897551910054,1.299,1,1.8433620060083438,58
PI3,3,6.611,1.663,3.98,7.03032275360572e-05,0.0002857215676403,96.7,7.7598,60.87,up,False,,False,True,6.611,3.5440569757403266,0.09899999999999975,1,1.8208676236129668,59
CXCL10,2,4.082,0.423,9.64,5.43003294817976e-22,1.3394272000415201e-20,53.4,0.2176,2.15,up,True,IL6_JAK_STAT3_SIGNALING;INFLAMMATORY_RESPONSE;INTERFERON_GAMMA_RESPONSE;TNFA_SIGNALING_VIA_NFKB,True,False,4.082,19.873080885997126,0.9319999999999999,2,1.8140473738297014,60
CCL20,3,3.425,1.255,2.73,0.0063675125286764,0.0154127908989544,92.3,4.1802,25.97,up,True,INFLAMMATORY_RESPONSE;TNFA_SIGNALING_VIA_NFKB,True,True,3.425,1.8121187135028813,0.2310000000000002,3,1.748277968369765,61
SERPINA12,3,-2.378,0.103,-23.06,1.06743191570466e-117,8.32917123824343e-115,0.0,0.0,1.53,down,False,,False,False,2.378,114.0793982092251,3.0,0,1.735350389193743,62
BCL3,3,1.298,0.081,15.97,1.92088181164447e-57,2.5120626999321498e-55,0.0,0.0,1.85,up,True,ALLOGRAFT_REJECTION;TNFA_SIGNALING_VIA_NFKB,True,False,1.298,54.5999695250086,3.0,2,1.6597634866242967,63
FAM43A,3,2.002,0.099,20.13,3.79800470591471e-90,1.32697749493668e-87,23.5,0.0077,2.61,up,False,,False,True,2.002,86.87713644255206,2.295,1,1.6540483869642268,64
SPINK1,2,-3.964,0.201,-19.75,7.82281625926767e-87,2.5433931362944e-84,19.3,0.0199,1.24,down,False,,False,False,3.964,83.59458650505155,1.6139999999999999,0,1.652661769449853,65
SPRR2C,3,5.969,1.542,3.87,0.0001081303047285,0.0004218000838843,86.6,5.6837,14.92,up,False,,False,True,5.969,3.3748933382274355,0.402,1,1.652133222206306,66
AADACL3,2,-6.062,0.662,-9.16,5.3192320096971704e-20,1.16046507096926e-18,0.0,0.0,0.18,down,False,,False,False,6.062,17.93536792691302,2.0,0,1.6463252374489428,67
CTLA4,2,3.125,0.144,21.67,4.34391247646275e-104,2.21057928611993e-101,0.0,0.0,0.03,up,False,,False,False,3.125,100.65549390378146,2.0,0,1.6430049706813838,68
ARL11,3,1.459,0.059,24.76,2.6461698238745897e-135,3.26022049510949e-132,0.0,0.0,1.73,up,False,,False,False,1.459,131.48675302675076,3.0,0,1.6299810600920581,69
AKR1B10P1,2,6.093,0.476,12.8,1.64150194267501e-37,9.326679363126059e-36,66.4,0.3172,2.98,up,False,,False,False,6.093,35.03027295335601,0.6719999999999999,0,1.619289064586545,70
AKR1B15,2,5.299,0.348,15.22,2.54174427647557e-52,2.86056210423157e-50,40.7,0.1288,1.69,up,False,,False,False,5.299,49.543548619045914,1.186,0,1.6178515615849522,71
FABP5P10,2,3.331,0.16,20.8,4.60678336280627e-96,1.89193318841986e-93,0.0,0.0,0.41,up,False,,False,False,3.331,92.72309420430469,2.0,0,1.617014800508469,72
CTD-2547L24.4,2,3.254,0.155,20.95,1.82335506394347e-97,8.20825359458704e-95,0.0,0.0,0.45,up,False,,False,False,3.254,94.08574923446564,2.0,0,1.6070064550679186,73
MEFV,2,2.321,0.122,19.02,1.11289397812442e-80,3.06491001575465e-78,0.0,0.0,0.47,up,True,INFLAMMATORY_RESPONSE,False,False,2.321,77.51358227163003,2.0,1,1.5946018697559547,74
DEFB103B,3,5.334,0.728,7.33,2.29556550056996e-13,2.9804155742008997e-12,76.9,1.0591,8.66,up,False,,False,True,5.334,11.525723175856978,0.693,1,1.5859989208443017,75
CXCL9,2,4.294,0.942,4.56,5.12470900225314e-06,2.60678646314089e-05,89.7,1.602,9.73,up,True,ALLOGRAFT_REJECTION;IL6_JAK_STAT3_SIGNALING;INFLAMMATORY_RESPONSE;INTERFERON_GAMMA_RESPONSE,True,False,4.294,4.58389454293134,0.20599999999999996,2,1.563884717817952,76
SPRR2D,3,5.364,0.663,8.09,5.73464777896825e-16,9.29012940192857e-15,88.4,0.9825,17.26,up,False,,False,True,5.364,14.03197823668966,0.348,1,1.5627931793553218,77
TNNT2,3,-1.828,0.08,-22.94,1.70932661773952e-116,1.29076215466659e-113,0.0,0.0,0.3,down,False,,False,False,1.828,112.8891537766586,3.0,0,1.529407855992462,78
HTR3A,2,4.233,0.253,16.73,7.31502186182298e-63,1.2231239054529601e-60,0.0,0.0,0.01,up,False,,False,False,4.233,59.912529545638456,2.0,0,1.5268775052039858,79
WDR72,2,-2.534,0.114,-22.32,2.1968794745043e-110,1.3533355689124e-107,0.0,0.0,0.0,down,False,,False,False,2.534,106.86859450372953,2.0,0,1.5139282569339998,80
PARK2,3,-1.427,0.06,-23.88,4.9358885819394694e-126,4.27941540054152e-123,0.0,0.0,1.38,down,False,,False,False,1.427,122.36861555473908,3.0,0,1.5066186392675014,81
CRYAB,3,-1.292,0.053,-24.22,1.3565239872326099e-129,1.3806465224838298e-126,0.0,0.0,0.5,down,False,,False,False,1.292,125.85991749664552,3.0,0,1.5026386097681739,82
REN,2,3.423,0.258,13.27,3.6550559118891096e-40,2.36356916688984e-38,0.0,0.0,0.76,up,False,,True,False,3.423,37.626431684091315,2.0,1,1.4869215620249883,83
GSTA3,2,-2.526,0.115,-21.97,5.62448525124195e-107,3.2606730910380404e-104,0.0,0.0,0.2,down,False,,False,False,2.526,103.48669274056083,2.0,0,1.4695189085747522,84
KLK13,3,3.65,0.256,14.26,3.87904785916207e-46,3.2430225476830403e-44,65.3,0.1059,5.77,up,False,,False,True,3.65,43.48905003180798,1.041,1,1.458774605509659,85
XAF1,3,2.546,0.228,11.17,5.41993765793791e-29,2.0496820781045e-27,53.7,0.0739,4.32,up,True,INTERFERON_GAMMA_RESPONSE,True,False,2.546,26.688313496228318,1.3889999999999998,2,1.4491316021572926,86
BATF2,2,2.973,0.197,15.09,2.01536996544117e-51,2.1641190605969e-49,5.5,0.0112,1.06,up,True,INTERFERON_GAMMA_RESPONSE,False,False,2.973,48.66471884987884,1.89,1,1.4457155097800682,87
IL36G,3,4.835,0.5,9.66,4.44572859934403e-22,1.1094889209173201e-20,89.7,0.5139,19.5,up,False,,False,True,4.835,19.954877030167886,0.30899999999999994,1,1.444418266248229,88
TMPRSS6,2,-2.874,0.14,-20.58,4.19784467160138e-94,1.61094009700847e-91,0.0,0.0,0.24,down,False,,False,False,2.874,90.79292060857045,2.0,0,1.4343104397224928,89
DBX2,2,-3.508,0.19,-18.43,8.254960460162001e-76,1.95192292335285e-73,0.0,0.0,0.34,down,False,,False,False,3.508,72.70953733555429,2.0,0,1.4322346103080048,90
RP11-1263C18.1,2,-2.825,0.136,-20.71,2.73803136293956e-95,1.10507889956986e-92,0.0,0.0,0.95,down,False,,False,False,2.825,91.95660671344987,2.0,0,1.431591548112616,91
DGAT2L6,2,-5.431,0.589,-9.22,2.8672764338388004e-20,6.380235174879511e-19,0.0,0.0,0.02,down,False,,False,False,5.431,18.195163312929296,2.0,0,1.4300587390862296,92
AGR3,2,-5.438,0.453,-12.01,3.14641561263561e-33,1.4442047661997402e-31,44.1,0.2252,1.79,down,False,,False,False,5.438,30.840371226069735,1.1179999999999999,0,1.423273120142247,93
FABP5P7,3,3.457,0.22,15.74,7.89402168770665e-56,9.88187987633824e-54,80.8,0.0891,10.4,up,False,,False,True,3.457,53.00516042967758,0.5760000000000002,1,1.4218601744554151,94
FLG2,3,-2.54,0.128,-19.8,3.11792352130987e-87,1.02966734262806e-84,0.0,0.0,1.07,down,False,,False,False,2.54,83.98730306131021,3.0,0,1.4212991294836805,95
LCE3D,3,5.053,0.679,7.44,9.94221386911783e-14,1.32840915788915e-12,89.8,1.0021,19.62,up,False,,False,True,5.053,11.876668139090654,0.30599999999999994,1,1.4202462455271188,96
GDPD3,3,2.442,0.141,17.38,1.2066727909812801e-67,2.4997348109806e-65,44.8,0.0252,3.63,up,False,,False,True,2.442,64.6021060618226,1.6560000000000001,1,1.4134605064888315,97
IFIH1,3,1.522,0.081,18.72,3.4177220542093497e-78,8.79180830406447e-76,12.6,0.0031,2.29,up,True,INTERFERON_GAMMA_RESPONSE;TNFA_SIGNALING_VIA_NFKB,False,False,1.522,75.05592178980598,2.622,1,1.4027224278160584,98
SLC6A14,3,4.324,0.396,10.93,8.035828300460249e-28,2.80762245799215e-26,78.4,0.2848,9.24,up,False,,False,True,4.324,25.551661292352197,0.6479999999999999,1,1.398946925213572,99
CD83,3,1.385,0.073,18.86,2.6595514683676998e-79,7.07470912761585e-77,9.6,0.0023,2.21,up,True,TNFA_SIGNALING_VIA_NFKB,False,False,1.385,76.1502914111914,2.712,1,1.3853667295201166,100
AC006994.2,2,-2.841,0.141,-20.19,1.28784136938958e-90,4.56773918424859e-88,0.0,0.0,0.24,down,False,,False,False,2.841,87.34029870206419,2.0,0,1.3803355191214783,101
PGLYRP4,3,1.643,0.074,22.07,5.74108663305419e-108,3.4459768459786e-105,0.0,0.0,1.7,up,False,,False,False,1.643,104.4626876449662,3.0,0,1.3613450372781717,102
AKR1B10,3,5.748,0.522,11.01,3.4900532631360697e-28,1.24921493634178e-26,82.3,0.5359,11.3,up,False,,False,False,5.748,25.903362831732878,0.5310000000000001,0,1.3605998069152367,103
UPK1B,3,-3.012,0.172,-17.52,1.06811630764321e-68,2.29390226106605e-66,0.0,0.0,0.99,down,False,,False,False,3.012,65.6394250905254,3.0,0,1.3596234771849702,104
PLA2G4D,3,4.104,0.341,12.05,1.96252257141723e-33,9.11521644331468e-32,83.9,0.2172,12.4,up,False,,False,True,4.104,31.040233014444972,0.48299999999999976,1,1.3591450108649228,105
BEST2,2,-2.969,0.152,-19.53,6.53277628693699e-85,2.0665643256879498e-82,0.0,0.0,0.16,down,False,,False,False,2.969,81.68475107194215,2.0,0,1.3552418045834802,106
TCN1,3,6.612,2.194,3.01,0.0025844454104394,0.0070958576839052,85.1,11.9843,13.42,up,False,,False,False,6.612,2.1489951033953916,0.44700000000000006,0,1.3530146605591387,107
C10orf99,3,5.233,0.388,13.5,1.5468039602118e-41,1.07765279477971e-39,80.6,0.2758,10.3,up,False,,False,False,5.233,38.96752114044779,0.5820000000000002,0,1.3518171196676587,108
CAMK2B,2,-2.602,0.126,-20.62,1.9828230398082098e-94,7.73598408981174e-92,0.0,0.0,0.49,down,False,,False,False,2.602,91.11148443211457,2.0,0,1.3436288999731514,109
THRSP,2,-4.46,0.333,-13.39,6.986378872638179e-41,4.69954433993067e-39,0.0,0.0,0.54,down,False,,False,False,4.46,38.32794424849981,2.0,0,1.340150143624009,110
WFDC12,3,2.304,0.116,19.8,3.1230031751289e-87,1.02966734262806e-84,0.0,0.0,0.94,up,False,,False,False,2.304,83.98730306131021,3.0,0,1.339217413254556,111
RP4-724E13.2,3,-1.583,0.07,-22.57,8.76660341153308e-113,6.03580644884052e-110,11.3,0.0028,2.25,down,False,,False,False,1.583,109.21926469526296,2.661,0,1.3356570954247338,112
CCL2,3,1.744,0.15,11.64,2.5433845197071e-31,1.08844768230025e-29,29.3,0.0238,2.83,up,True,ALLOGRAFT_REJECTION;INFLAMMATORY_RESPONSE;INTERFERON_GAMMA_RESPONSE;TNFA_SIGNALING_VIA_NFKB,True,False,1.744,28.963192441068788,2.1210000000000004,2,1.3350219076854055,113
GLT1D1,3,1.627,0.075,21.8,2.1885143493632e-105,1.19141703265682e-102,0.0,0.0,1.12,up,False,,False,False,1.627,101.92393619546095,3.0,0,1.3245313678223174,114
AWAT2,2,-5.175,0.598,-8.66,4.8938388170343e-18,9.32897987524071e-17,0.0,0.0,0.42,down,False,,False,False,5.175,16.030165843796464,2.0,0,1.3143725748808432,115
CTD-3088G3.8,2,-2.071,0.094,-21.97,5.710948640803101e-107,3.2606730910380404e-104,0.0,0.0,0.24,down,False,,False,False,2.071,103.48669274056083,2.0,0,1.311268142116059,116
CXCL11,2,3.184,0.536,5.94,2.93179278013413e-09,2.43369990036028e-08,66.1,0.4096,2.95,up,True,IL6_JAK_STAT3_SIGNALING;INFLAMMATORY_RESPONSE;INTERFERON_GAMMA_RESPONSE;TNFA_SIGNALING_VIA_NFKB,True,False,3.184,7.613732975675724,0.6780000000000002,2,1.3033438588175974,117
OAS2,3,3.923,0.378,10.38,3.1602484259759604e-25,9.68301772299363e-24,65.5,0.2387,5.79,up,True,INTERFERON_GAMMA_RESPONSE,False,False,3.923,23.01398927324936,1.035,1,1.3005815188276508,118
IFIT1,3,1.921,0.127,15.12,1.13889130766623e-51,1.2285855585787499e-49,0.0,0.0,1.25,up,True,INTERFERON_GAMMA_RESPONSE,False,False,1.921,48.91059459390529,3.0,1,1.290337549252532,119
RP11-350F16.1,2,-4.519,0.367,-12.32,6.88369565271754e-35,3.43583009668369e-33,0.0,0.0,0.0,down,False,,False,False,4.519,32.463968320363826,2.0,0,1.2884924734615457,120
WFIKKN2,2,-3.06,0.165,-18.53,1.2785455448153e-76,3.15047080616646e-74,0.0,0.0,0.0,down,False,,False,False,3.06,73.50162454041944,2.0,0,1.2861680589441191,121
TNFRSF9,2,2.878,0.196,14.67,1.06382577953531e-48,9.96123906925684e-47,31.1,0.034,1.45,up,True,INFLAMMATORY_RESPONSE;TNFA_SIGNALING_VIA_NFKB,False,False,2.878,46.00168663672978,1.3780000000000001,1,1.2841906615277798,122
LCE3E,3,4.853,0.879,5.52,3.3348989010056e-08,2.39688819077802e-07,90.8,1.8134,21.72,up,False,,False,True,4.853,6.620352224314563,0.27600000000000025,1,1.2803791822105717,123
PM20D1,2,-4.895,0.497,-9.85,6.87066672169153e-23,1.81120987937024e-21,0.0,0.0,0.04,down,False,,False,False,4.895,20.74203122159591,2.0,0,1.2749845688059311,124
SEC14L6,2,-4.161,0.3,-13.88,8.625141097743651e-44,6.68562675354573e-42,0.0,0.0,0.0,down,False,,False,False,4.161,41.17485787294241,2.0,0,1.2711986753012585,125
OAS1,3,2.471,0.165,14.98,9.91282977500214e-51,1.0313308097912199e-48,36.5,0.0311,3.15,up,False,,True,False,2.471,47.98660200802124,1.905,1,1.2655750588926562,126
HSD17B13,2,-3.397,0.2,-17.02,5.36174346748477e-65,9.88291754569694e-63,0.0,0.0,0.09,down,False,,False,False,3.397,62.00511482798814,2.0,0,1.2618705278181848,127
ZC3H12A,3,3.07,0.398,7.72,1.1814129722225301e-14,1.71881269526147e-13,89.6,0.3539,19.23,up,True,TNFA_SIGNALING_VIA_NFKB,False,True,3.07,12.764771447249222,0.3120000000000003,2,1.2586828867748816,128
CD7,2,2.069,0.127,16.27,1.56203892567777e-59,2.28536057569943e-57,0.0,0.0,0.01,up,True,ALLOGRAFT_REJECTION,False,False,2.069,56.64104526881849,2.0,1,1.250040859082521,129
HEPHL1,3,5.023,1.586,3.17,0.0015359264849018,0.0045084016407607,97.8,7.3363,92.83,up,False,,False,True,5.023,2.3459774008344283,0.06600000000000006,1,1.2476397378482507,130
SOCS3,3,2.163,0.21,10.29,7.710849545849201e-25,2.29647935138402e-23,60.8,0.0737,5.1,up,True,IL6_JAK_STAT3_SIGNALING;INTERFERON_GAMMA_RESPONSE;TNFA_SIGNALING_VIA_NFKB,True,False,2.163,22.638937455153656,1.1760000000000002,2,1.2262652891426877,131
SLC46A2,2,-2.282,0.111,-20.54,9.81117353151915e-94,3.704350987086e-91,0.0,0.0,0.04,down,False,,False,False,2.282,90.43128787065831,2.0,0,1.2239593014826111,132
HS3ST6,2,-2.765,0.14,-19.8,3.03028804019355e-87,1.02805815554914e-84,27.3,0.011,1.37,down,False,,False,False,2.765,83.98798231732546,1.454,0,1.2105793257921353,133
PARP14,3,1.646,0.094,17.48,2.07828050189514e-68,4.42276984262394e-66,33.7,0.0092,3.02,up,True,INTERFERON_GAMMA_RESPONSE,False,False,1.646,65.35430566037698,1.989,1,1.2081128299046928,134
DTX3L,3,1.487,0.066,22.4,4.1968447235636405e-111,2.72899828149726e-108,25.0,0.0037,2.67,up,False,,False,False,1.487,107.56399673781361,2.25,0,1.2050680354532153,135
RP11-517M22.1,2,-4.438,0.393,-11.3,1.26608867993933e-29,4.94789147056756e-28,0.0,0.0,0.02,down,False,,False,False,4.438,27.305579834962593,2.0,0,1.1968271454335113,136
