"collection","pathway","NES","ES","padj","pval","size","leadingEdge"
"Hallmark","HALLMARK_E2F_TARGETS",3.24963350850882,0.726127514427115,1.55993943300359e-43,3.11987886600719e-45,197,"RRM2;KPNA2;GINS3;CCNE1;KIF2C;LMNB1;MELK;CCNB2;PTTG1;BIRC5;KIF4A;EZH2;AURKA;CTPS1;DLGAP5;MKI67;CDC25B;CKS2;PLK1;RAN;CDC25A;SPAG5;TACC3;CDC20;GINS1;SPC25;CDKN3;BUB1B;HMGB3;GINS4"
"Hallmark","HALLMARK_INTERFERON_GAMMA_RESPONSE",3.07398454610413,0.688204314163853,1.04999206499818e-34,6.29995238998908e-36,195,"STAT1;IFI27;IL4R;OASL;PNP;CFB;APOL6;GCH1;MYD88;TRIM14;PSME2;NAMPT;CASP4;OAS2;CD274;UBE2L6;OAS3;UPP1;IRF9;SLAMF7;SOD2;STAT3;RTP4;CASP7;HERC6;NMI;NFKB1;TNFSF10;PARP12;GBP6"
"Hallmark","HALLMARK_MYC_TARGETS_V1",3.07646479362767,0.688759592507088,1.04999206499818e-34,5.1457875697865e-36,195,"KPNA2;CCNA2;CTPS1;GOT2;RAN;EIF4A1;CDC20;TFDP1;CCT5;PGK1;CDC45;TYMS;MAD2L1;VDAC1;ILF2;C1QBP;CCT2;YWHAQ;NOLC1;PCNA;HDGF;CCT3;LDHA;NME1;RANBP1;EIF2S2;SRSF1;PSMB2;MCM4;PSMD1"
"Hallmark","HALLMARK_G2M_CHECKPOINT",3.08899060794308,0.692633723341721,1.5873203327343e-34,1.26985626618744e-35,193,"KPNA2;SLC7A1;KIF2C;LMNB1;CCNB2;PTTG1;BIRC5;CCNA2;KIF4A;EZH2;AURKA;BUB1;PRC1;CDC6;TPX2;MKI67;UBE2C;CDC25B;RAD54L;CKS2;PLK1;NDC80;KIF23;CDC25A;STIL;TACC3;NEK2;CDC20;TROAP;CDKN3"
"Hallmark","HALLMARK_INTERFERON_ALPHA_RESPONSE",3.05095934162059,0.765646780235976,3.50271693247087e-26,3.50271693247087e-27,95,"PARP9;IFI27;IL4R;OASL;TRIM14;PSME2;UBE2L6;LAMP3;IRF9;RTP4;HERC6;NMI;OAS1;PARP12;SAMD9;EPSTI1;MX1;GBP2;TRIM25;LAP3;IRF1;SP110;PARP14;TAP1;IRF7;TRIM21;IFIH1;NCOA7;PLSCR1;SELL"
"Hallmark","HALLMARK_MTORC1_SIGNALING",2.76018050105324,0.617949797796881,9.84770607983224e-24,1.18172472957987e-24,195,"RRM2;PNP;CTSC;SLC7A11;AURKA;BUB1;NAMPT;CXCR4;POLR3G;HK2;PLK1;CDC25A;SLC7A5;PGK1;DDX39A;ATP2A2;ABCF2;ADIPOR2;SQLE;ARPC5L;PSME3;MTHFD2;CCT6A;LDLR;LDHA;EIF2S2;TUBG1;PSMA3;PSMG1;MCM4"
"Hallmark","HALLMARK_MYOGENESIS",-2.62500940200215,-0.548233147477209,1.93246780351191e-17,2.70545492491667e-18,178,"CRYAB;TNNC1;TNNT2;NCAM1;DMD;CAMK2B;FHL1;TNNT3;SORBS1;MYLK;SGCG;SPTAN1;MAPRE3;CASQ2;GSN;SSPN;PYGM;APOD;MYH11;FST;LDB3;DES;FXYD1;PDE4DIP;SGCA;KCNH2;CACNA1H;MYOM2;TPM2;LARGE1"
"Hallmark","HALLMARK_ALLOGRAFT_REJECTION",2.57969181633687,0.581395347227617,2.64941533484773e-17,4.23906453575636e-18,181,"STAT1;IL4R;TAP2;LYN;GZMB;GBP2;IL12B;TAP1;IRF7;CCL22;IFNGR1;IL2RA;CCL2;IL12RB1;NME1;CXCL9;CD2;CXCL13;GZMA;LCK;IRF8;CD28;CD80;UBE2N;CD7;HIF1A;BCL3;CCL4;NPM1;CD3D"
"Hallmark","HALLMARK_INFLAMMATORY_RESPONSE",2.49175693456168,0.558393612979064,1.0189056352415e-15,1.83403014343471e-16,187,"TPBG;SLC7A1;NOD2;IRAK2;IL4R;GCH1;MXD1;RGS1;NAMPT;LYN;LAMP3;CCR7;RASGRP1;TNFRSF9;RTP4;NMI;NFKB1;TNFSF10;CXCR6;GNA15;IRF1;IL12B;ATP2A2;IRF7;CCL22;OSMR;IL7R;FZD5;PTPRE;CCL20"
"Hallmark","HALLMARK_TNFA_SIGNALING_VIA_NFKB",2.33243595366503,0.52218625752609,5.2386717140949e-13,1.04773434281898e-13,195,"KYNU;ZC3H12A;GCH1;SGK1;MXD1;NAMPT;PLK2;SOD2;TNFRSF9;NFKB1;SLC16A6;IRF1;IL12B;BCL2A1;TAP1;CD83;IL7R;FOSL1;PTPRE;CXCL2;CCL20;SAT1;IFIH1;SOCS3;PANX1;NR4A3;MCL1;CCL2;LDLR;CXCL10"
"Hallmark","HALLMARK_MYC_TARGETS_V2",2.59261282239336,0.698189741079668,1.82847260165465e-11,4.02263972364023e-12,57,"HK2;PLK1;NOP2;NOLC1;PRMT3;NIP7;MCM4;PA2G4;NOP56;MRTO4;GNL3;NPM1;MYC;BYSL;AIMP2;TFB2M;SRM;PLK4;RRP12;RRP9;HSPE1;PPRC1;NOP16;MCM5;DUSP2;IPO4;TBRG4;TCOF1;NDUFAF4;PPAN"
"Hallmark","HALLMARK_IL6_JAK_STAT3_SIGNALING",2.48920502255653,0.635497272480805,6.41549337838404e-11,1.53971841081217e-11,81,"STAT1;IL4R;MYD88;TNFRSF21;IRF9;STAT3;IRF1;CSF2RA;CD38;OSMR;HMOX1;SOCS3;IFNGR1;IL2RA;IL12RB1;CXCL10;PTPN2;CXCL9;CXCL13;BAK1;CXCL1;STAT2;CSF2RB;PIM1;CD36;CXCL11;IL2RG;IFNGR2;LTB;IL1B"
"Hallmark","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",2.30375071280682,0.563447572480712,1.06223380413879e-09,2.76180789076084e-10,107,"EIF4A1;CHAC1;SLC7A5;EIF4A3;NOP14;MTHFD2;SHC1;NOLC1;CCL2;NABP1;ERO1A;PDIA6;EIF4EBP1;EDEM1;NOP56;CNOT6;NPM1;EIF4E;HYOU1;HSPA5;SRPRB;XPOT;ATF4;IFIT1;DKC1;BAG3;CALR;EIF2S1;RRP9;YWHAZ"
"Hallmark","HALLMARK_OXIDATIVE_PHOSPHORYLATION",2.03064517861803,0.45577866894368,7.39576311611107e-08,2.0708136725111e-08,185,"GOT2;CASP7;COX10;CYCS;VDAC1;ATP6V1G1;LDHA;SLC25A5;MRPL15;IMMT;ATP6V1D;ALAS1;COX5A;MRPS15;HCCS;SUCLG1;TOMM22;TIMM17A;GRPEL1;MTX2;MRPS22;TIMM8B;COX7B;MRPS11;ATP1B1;FH;MTRR;SDHB;MRPL35;UQCRFS1"
"Hallmark","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",-1.92697589935099,-0.394968051666364,9.74497554368334e-07,2.923492663105e-07,196,"SNTB1;MATN2;NTM;SDC4;TPM1;EDIL3;MAGEE1;TGFBI;MYLK;TIMP3;FBLN1;SGCG;PFN2;RHOB;TGFBR3;LAMC2;FZD8;TPM2;PMP22;ENO2;GREM1;PDLIM4;MYL9;DPYSL3;FBLN5;POSTN;SGCB;DCN;GAS1;TAGLN"
"Hallmark","HALLMARK_GLYCOLYSIS",1.90763214955933,0.427323319151857,1.45259908969411e-06,4.64831708702115e-07,188,"TPBG;PGM2;DSC2;KIF20A;AURKA;CXCR4;GOT2;HK2;PYGL;PMM2;CDK1;GYS1;PGK1;PGAM1;FAM162A;ALDH7A1;ELF3;HMMR;TGFA;LDHA;SLC25A13;HOMER1;ENO1;GOT1;ERO1A;TPI1;ISG20;COPB2;GALE;PSMC4"
"Hallmark","HALLMARK_COMPLEMENT",1.898435493623,0.426028322997778,2.43215125287646e-06,8.26931425977996e-07,186,"S100A9;KYNU;CDK5R1;CTSC;CFB;CASP4;LYN;RABIF;RASGRP1;CASP7;PCSK9;GZMB;LTF;PRSS3;LAP3;SERPINA1;IRF1;CASP10;S100A12;IRF7;CASP5;PLSCR1;MMP12;CTSB;GZMA;LCK;PRDM4;ATOX1;CXCL1;SPOCK2"
"Hallmark","HALLMARK_UV_RESPONSE_DN",-1.98283408340904,-0.427955155662907,3.01884737509039e-06,1.08678505503254e-06,140,"F3;PTPN21;DDAH1;CDON;SDC2;KIT;CAV1;PLPP3;AMPH;TGFBR3;RBPMS;EFEMP1;NFIB;PMP22;KCNMA1;MAGI2;ARHGEF9;SYNE1;FBLN5;PLCB4;IGFBP5;MAP1B;IRS1;FYN;LPAR1;BCKDHB;ATP2B4;DLC1;ITGB3;BMPR1A"
"Hallmark","HALLMARK_MITOTIC_SPINDLE",1.8376470208794,0.410620477715921,5.89237955849351e-06,2.23910423222754e-06,197,"KIF2C;LMNB1;CCNB2;BIRC5;KIF4A;AURKA;BUB1;PRC1;TPX2;DLGAP5;SHROOM2;PLK1;NDC80;KIF23;NEK2;CDK1;NUSAP1;TOP2A;TTK;RACGAP1;KIF11;CENPF;MYO1E;MID1;ESPL1;KIF15;ECT2;CENPE;ANLN;PIF1"
"Hallmark","HALLMARK_UV_RESPONSE_UP",1.80592479818342,0.419690720648813,3.33932142146271e-05,1.33572856858508e-05,150,"CCNE1;GCH1;LYN;GGH;SOD2;RASGRP1;PPIF;RAB27A;IRF1;TAP1;CXCL2;HMOX1;BAK1;CHRNA5;AMD1;DDX21;ALAS1;OLFM1;EIF5;BID;POLE3;GRPEL1;HTR7;AP2S1;JUNB;YKT6;POLR2H;NAT1;STIP1;RFC4"
"Hallmark","HALLMARK_DNA_REPAIR",1.80953779460917,0.422403267343318,4.06619254188971e-05,1.70780086759368e-05,148,"PNP;ZWINT;NT5C3A;TYMS;RAD51;PCNA;POLB;NME1;CMPK2;NELFCD;POM121;ELOA;UMPS;RAE1;POLA2;STX3;POLR2H;RFC5;RFC4;POLD3;SSRP1;GTF2H1;SEC61A1;ITPA;TAF13;RFC3;FEN1;ALYREF;RPA3;POLR2D"
"Hallmark","HALLMARK_IL2_STAT5_SIGNALING",1.72682722285075,0.386479581704155,9.91307811034121e-05,4.36175436855013e-05,192,"NFKBIZ;CCNE1;IL4R;PNP;MXD1;TNFRSF21;CDC6;CKAP4;HK2;TNFRSF9;TNFSF10;CTLA4;CD83;ICOS;NOP2;PLSCR1;IFNGR1;PRKCH;SELL;MYO1E;IL2RA;CXCL10;ADAM19;UCK2;IRF8;CST7;GSTO1;ETV4;AHCY;PIM1"
"Hallmark","HALLMARK_PI3K_AKT_MTOR_SIGNALING",1.83499452625369,0.455721945935373,0.000167654644675062,7.71211365505286e-05,101,"MYD88;CXCR4;CDK1;RALB;ARPC3;LCK;DAPP1;UBE2N;STAT2;SFN;EIF4E;ACTR3;IL2RG;RIT1;PPP2R1B;FASLG;CALR;CAB39;CFL1;UBE2D3;RPS6KA1;PFN1;CDK2;MAP2K3;NFKBIB;PRKAG1;PPP1CA;PRKAR2A;CDKN1A;CAMK4"
"Hallmark","HALLMARK_BILE_ACID_METABOLISM",-1.83882454088423,-0.422017869162264,0.000186134945224417,8.93447737077202e-05,96,"BCAR3;AQP9;PHYH;NR3C2;CAT;RXRG;ABCA3;CYP39A1;AR;CYP27A1;SLC29A1;EPHX2;HACL1;FADS2;SOD1;FADS1;SLC27A2;BMP6;PEX11A;ABCA2;RXRA;EFHC1;ABCA4;ACSL1;ABCA8;ABCA9;GNPAT;ALDH1A1;DHCR24;HSD3B1"
"Hallmark","HALLMARK_P53_PATHWAY",1.61480620978683,0.361523157792814,0.000948947892598207,0.000474473946299104,195,"CDK5R1;GM2A;CLCA2;MXD1;SLC7A11;UPP1;PLK2;RAP2B;AEN;TAP1;PVT1;PTPRE;SAT1;KLK8;FAM162A;HMOX1;CCNK;NUDT15;TGFA;EPHA2;PCNA;MAPKAPK3;BAK1;GPX2;RHBDF2;KRT17;HBEGF;CASP1;SFN;IFI30"
"Hallmark","HALLMARK_APOPTOSIS",1.59688985730341,0.368269172772242,0.00204322200292417,0.00106247544152057,158,"GCH1;CASP4;CDC25B;SOD2;CASP7;TNFSF10;GNA15;TOP2A;IRF1;TAP1;CD38;SAT1;HMOX1;IFNGR1;MCL1;CD2;ISG20;BIRC3;CASP1;BIK;BID;BCL10;CASP8;CCND2;EREG;IL1B;BRCA1;PLAT;SLC20A1;FASLG"
"Hallmark","HALLMARK_KRAS_SIGNALING_DN",-1.45433937513963,-0.310800997600076,0.00969652170019651,0.00523612171810612,148,"CLDN8;TG;CNTFR;COQ8A;FGGY;EGF;CYP39A1;CLDN16;NPY4R;NTF3;EDAR;CKM;EFHD1;DCC;ADRA2C;CD207;TCF7L1;YBX2;KCNMB1;ZBTB16;ACTC1;UPK3B;PLAG1;PAX3;NUDT11;ATP6V1B1;KRT15;COPZ2;BMPR1B;P2RY4"
"Hallmark","HALLMARK_KRAS_SIGNALING_UP",1.42710908918485,0.319682698219952,0.0111865363137283,0.00626446033568784,188,"MPZL2;AMMECR1;CFB;EPHB2;CXCR4;ARG1;TRIB2;PRDM1;CSF2RA;ADAMDEC1;IL7R;CCL20;PRELID3B;CXCL10;ADAM17;MALL;PSMB8;ERO1A;IRF8;BIRC3;HBEGF;ALDH1A3;ETV4;CROT;SLPI;MMP9;ANGPTL4;IL2RG;CCND2;EREG"
"Hallmark","HALLMARK_ESTROGEN_RESPONSE_LATE",1.35041283472819,0.302502185704211,0.0308291933847745,0.0178809321631692,188,"S100A9;TPBG;KIF20A;SGK1;FABP5;CDC6;STIL;CDC20;SLC16A1;KLK10;LTF;PPIF;SLC7A5;SERPINA1;TOP2A;RAB31;GINS2;AREG;ISG20;GALE;HR;OLFM1;SFN;ZFP36;ST14;TFAP2C;SNX10;PTGER3;SLC24A3;BTG3"
"Hallmark","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",1.58081057853827,0.438852952390753,0.0407466410350856,0.0244479846210514,48,"ABCC1;SOD2;SRXN1;HMOX2;SBNO2;TXNRD1;ATOX1;PRDX1;JUNB;OXSR1;NDUFB4;TXN;G6PD;LAMTOR5;IPCEF1"
"Hallmark","HALLMARK_XENOBIOTIC_METABOLISM",1.34833400166971,0.306785657632563,0.0446331033178793,0.0276725240570852,174,"KYNU;CFB;GCH1;ARG1;UPP1;GART;PPARD;ATP2A2;XDH;ADH7;HMOX1;PTGR1;SMOX;EPHA2;VNN1;CYP2S1;ACOX3;IRF8;ALAS1;CNDP2;GSTO1;AHCY;CROT;SLC35B1;CD36;PTS;SERTAD1;MTHFD1;SHMT2;PGD"
"Hallmark","HALLMARK_FATTY_ACID_METABOLISM",-1.25458003220985,-0.268161301361386,0.0973187176567113,0.0642303536534294,151,"ALDH3A2;ACADL;GABARAPL1;ALAD;HMGCS2;ENO2;ACOT2;ADH1C;PPARA;CRAT;INMT;AOC3;ECI2;ACSS1;SLC22A5;SERINC1;MAOA;BPHL;CA6;EPHX1;BMPR1B;BCKDHB;AADAT;CA4;GPD1;CEL;AQP7;ACSL1;ACAA2;ALDH1A1"
"Hallmark","HALLMARK_SPERMATOGENESIS",1.33644876587236,0.333738358433351,0.0973187176567113,0.0635658914728682,99,"NCAPH;KIF2C;CCNB2;EZH2;AURKA;IL12RB2;BUB1;NEK2;CDKN3;CDK1;TTK;PSMG1;ACRV1;DBF4;CHFR;RFC4;CLPB;TALDO1;VDAC3;PRKAR2A;CAMK4"
"Hallmark","HALLMARK_ESTROGEN_RESPONSE_EARLY",-1.19852010589778,-0.247167405527824,0.114233688340577,0.0776789080715926,192,"CCND1;SYBU;MSMB;BCL2;CHPT1;ABCA3;RHOBTB3;PDLIM3;ARL3;FOXC1;SEMA3B;LRIG1;OLFML3;GFRA1;AR;MAPT;WFS1;INHBB;GAB2;TMEM164;AKAP1;SLC22A5;SH3BP5;KRT15;RAPGEFL1;SLC27A2;AFF1;TJP3;HES1;SYNGR1"
"Hallmark","HALLMARK_PEROXISOME",-1.25211538664577,-0.28733716211224,0.129876739808876,0.0909137178662135,97,"SLC25A4;CAT;RXRG;EPHX2;CRAT;ECI2;SOD1;FADS1;SLC27A2;HSD11B2;PEX11A;CEL;ACSL1;CADM1;DHRS3;ABCC8;GNPAT;ALDH1A1;HMGCL;ACOT8;DHCR24;HAO2;ABCB4;RETSAT;CRABP1;HSD17B11;ITGB1BP1;ISOC1;ELOVL5;CACNA1B"
"Hallmark","HALLMARK_APICAL_JUNCTION",-1.20040085969591,-0.250236528379219,0.150402386875751,0.108289718550541,185,"CLDN8;TGFBI;CDH4;CD34;CADM3;TMEM8B;JAM3;NLGN3;SGCE;ACTG2;FLNC;KCNH2;LAMC2;ACTA1;ITGA9;MYL9;CRAT;PTK2;SPEG;ACTC1;TRO;CADM2;IRS1;SLIT2;MYH10;AMIGO1;GAMT;NEGR1;PKD1;THBS3"
"Hallmark","HALLMARK_COAGULATION",-1.19730339284758,-0.2677476797807,0.165884447321573,0.122754491017964,111,"F3;ANG;TMPRSS6;TIMP3;GSN;CSRP1;CPQ;CTSV;F10;HMGCS2;ACOX2;USP11;LEFTY2;FYN;APOC1;MASP2;ITGB3;APOC2;RAPGEF3;PDGFB;FN1;CFD;RGN;CRIP2;ISCU;CFH;A2M;HPN;CTSK;SERPING1"
"Hallmark","HALLMARK_APICAL_SURFACE",1.24834685540058,0.360627630464222,0.221513379408116,0.168350168350168,41,"RHCG;LYN;SHROOM2;AFAP1L2;PCSK9;ADIPOR2;IL2RG;ADAM10;BRCA1;LYPD3;FLOT2;PLAUR;ATP8B1"
"Hallmark","HALLMARK_PANCREAS_BETA_CELLS",-1.22163134694143,-0.365420614655945,0.254748850861162,0.198704103671706,26,"FOXO1;PAK3;CHGA;ABCC8;LMO2;PAX6;AKT3"
"Hallmark","HALLMARK_HEDGEHOG_SIGNALING",-1.16160785311057,-0.331410031321314,0.296511627906977,0.237209302325581,33,"TLE1;CNTFR;OPHN1;PTCH1;AMOT;GLI1;CRMP1;RTN1;DPYSL2"
"Hallmark","HALLMARK_NOTCH_SIGNALING",-1.13212243874354,-0.326337850795331,0.326505553385053,0.267734553775744,32,"CCND1;WNT2;MAML2;TCF7L2;FZD7;DTX4;LFNG;HES1;FZD1;DTX1"
"Hallmark","HALLMARK_ANDROGEN_RESPONSE",-1.07269874901111,-0.246188818044057,0.34650496434997,0.297994269340974,96,"PTPN21;CCND1;ANKH;GPD1L;TSC22D1;MERTK;GSR;BMPR1B;FADS1;LIFR;AKAP12;PLPP1;INSIG1;ZBTB10;CAMKK2;TMPRSS2;DHCR24;ABHD2;PMEPA1;SLC26A2;SELENOP;ELOVL5;SPDEF;KRT8;PTK2B"
"Hallmark","HALLMARK_ANGIOGENESIS",-1.11460981126604,-0.326531354038219,0.34650496434997,0.295871559633028,30,"APP;PTK2;POSTN;FGFR1;SERPINA5;PDGFA;KCNJ8;MSX1;LPL;NRP1;FSTL1;S100A4"
"Hallmark","HALLMARK_TGF_BETA_SIGNALING",1.08653507519498,0.299689980462534,0.369978858350951,0.325581395348837,53,"HDAC1;RAB31;ID1;JUNB;IFNGR2;SLC20A1;TJP1;FKBP1A;UBE2D3;FURIN;HIPK2;PPP1CA;SKIL;CDH1"
"Hallmark","HALLMARK_HEME_METABOLISM",1.05737833697053,0.240081029874213,0.374116891457932,0.336705202312139,177,"MFHAS1;SLC7A11;PDZK1IP1;TRIM10;FBXO9;TOP1;SMOX;ELL2;RANBP10;E2F2;HDGF;CTSB;IGSF3;CLCN3;MARK3;ACP5;OSBP2;ADIPOR1;HTATIP2;HMBS;ATG4A;MINPP1;CTNS;BMP2K;ABCB6;AQP3;UROS;MAP2K3;USP15;PPP2R5B"
"Hallmark","HALLMARK_PROTEIN_SECRETION",1.05952908399405,0.266215894744006,0.378659814727162,0.348367029548989,94,"CTSC;CLCN3;COPB2;STAM;RAB5A;AP2S1;ADAM10;YKT6;GLA;NAPA;M6PR;TMX1;CLTA;BNIP3;DNM1L;AP3B1;TOM1L1;ATP6V1H;RAB22A;NAPG;VAMP3;AP1G1;ZW10;RER1;LMAN1;ARFGEF1;ATP1A1;GOSR2;CLTC;ABCA1"
"Hallmark","HALLMARK_HYPOXIA",1.02621841404819,0.229724313912209,0.431851695807879,0.405940594059406,189,"TPBG;PGM2;NOCT;CXCR4;HK2;AMPD3;GYS1;PGK1;FAM162A;HMOX1;LDHA;ENO1;ERO1A;TPI1;ISG20;ZFP36;PIM1;ANGPTL4;HSPA5;EXT1;IGFBP3;PLAC8;TMEM45A;SULT2B1;SIAH2;B4GALNT2;GAPDH;MT2A;IL6;CDKN1A"
"Hallmark","HALLMARK_WNT_BETA_CATENIN_SIGNALING",1.00779747430915,0.291136725002053,0.450687429854097,0.432659932659933,41,"PPARD;ADAM17;CUL1;DKK4;SKP2;MYC;CCND2"
"Hallmark","HALLMARK_ADIPOGENESIS",0.885133866050413,0.197996791961193,0.75,0.737960339943343,191,"ATP1B3;AK2;ADIPOR2;IFNGR1;NABP1;MRPL15;IMMT;MTCH2;SUCLG1;CD36;SLC5A6;GRPEL1;ANGPTL4;PTGER3;COX7B;YWHAG;ALDH2;GHITM;SLC25A10;RNF11;SDHB;DHRS7;AIFM1;PREB;NDUFAB1;SOWAHC;PPP1R15B;TALDO1;DLAT;IDH3A"
"Hallmark","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.854859370993671,0.223104872106104,0.75,0.75,71,"FABP5;S100A11;SQLE;PLSCR1;LDLR;FBXO6;CXCL16;ETHE1;PLAUR;STARD4;ERRFI1;SREBF2;TNFRSF12A;NSDHL;LGMN;SCD;HMGCR;CYP51A1;NFIL3;CPEB2;ACTG1;FDFT1;EBP;ATF5"
"Reactome","REACTOME_CELL_CYCLE_MITOTIC",2.92479283544972,0.598758859908328,8.15008417269814e-50,5.93596807916834e-53,481,"RRM2;CCNB1;GINS3;CCNE1;FOXM1;NCAPH;KIF2C;LMNB1;KIF20A;CCNB2;PTTG1;BIRC5;CCNA2;SKA1;AURKA;BUB1;CDC6;TPX2;ZWINT;LYN;TICRR;UBE2C;CDC25B;MCM10;CDCA5;HJURP;RCC1;ERCC6L;PLK1;RAN"
"Reactome","REACTOME_CELL_CYCLE_CHECKPOINTS",3.06981571713575,0.665742380626518,8.0785207107684e-38,1.17676922225323e-40,252,"CCNB1;CCNE1;KIF2C;CCNB2;BIRC5;CCNA2;SKA1;BUB1;CDC6;ZWINT;UBE2C;MCM10;ERCC6L;PLK1;NDC80;CENPN;CDC25A;CDC20;SPC25;GTSE1;BUB1B;CDCA8;CDK1;PSMD11;AURKB;SPC24;KIF18A;CDC45;CLSPN;ORC1"
"Reactome","REACTOME_M_PHASE",2.78319994435855,0.590469187483633,4.56079601386199e-32,9.9653226814173e-35,335,"CCNB1;NCAPH;KIF2C;LMNB1;KIF20A;CCNB2;PTTG1;BIRC5;SKA1;BUB1;ZWINT;UBE2C;CDCA5;RCC1;ERCC6L;PLK1;RAN;NDC80;KIF23;CENPN;NEK2;CDC20;SPC25;NCAPG;NUP210;BUB1B;CDCA8;CDK1;PSMD11;AURKB"
"Reactome","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE",2.91150345925261,0.644179794220034,4.05684192947232e-29,1.18189131230075e-31,218,"CCNB1;KIF2C;LMNB1;CCNB2;PTTG1;BIRC5;SKA1;BUB1;ZWINT;UBE2C;CDCA5;RCC1;ERCC6L;PLK1;RAN;NDC80;CENPN;CDC20;SPC25;BUB1B;CDCA8;CDK1;PSMD11;AURKB;SPC24;KIF18A;MAD2L1;NUF2;PSMA5;KNL1"
"Reactome","REACTOME_SIGNALING_BY_INTERLEUKINS",2.48414793311783,0.51421489522161,1.37545845317935e-24,5.00895285207339e-27,421,"IL36G;NOD2;STAT1;IRAK2;IL36RN;LMNB1;IL4R;BIRC5;MYD88;LCN2;PSME2;IL12RB2;LYN;IL26;BLNK;SYK;SOD2;STAT3;IL17A;NFKB1;PSMD11;IL36A;IL17F;IL12B;S100A12;CSF2RA;CCL22;OSMR;FBXW11;IL20"
"Reactome","REACTOME_SEPARATION_OF_SISTER_CHROMATIDS",2.82783010972235,0.645079110833317,7.37687394236673e-24,3.22368854000003e-26,173,"KIF2C;PTTG1;BIRC5;SKA1;BUB1;ZWINT;UBE2C;CDCA5;ERCC6L;PLK1;NDC80;CENPN;CDC20;SPC25;BUB1B;CDCA8;PSMD11;AURKB;SPC24;KIF18A;MAD2L1;NUF2;PSMA5;KNL1;CENPF;ZWILCH;PSMB2;SGO1;PSMA3;RCC2"
"Reactome","REACTOME_INTERFERON_SIGNALING",2.6617242547812,0.573283543492615,9.949228473684e-23,5.07243986276679e-25,262,"KPNA2;STAT1;IFI27;OASL;TRIM14;GBP1;OAS2;UBE2L6;OAS3;IRF9;EIF4A1;GBP5;STAT3;NUP210;TRIM10;TRIM22;OAS1;CDK1;GBP6;MX1;GBP2;TRIM25;EIF4A3;IRF1;IRF7;TRIM21;IFIH1;SOCS3;ILF2;IFNGR1"
"Reactome","REACTOME_DNA_REPLICATION",2.90050477715775,0.693689759590473,1.49512284669416e-21,8.71156793412472e-24,124,"GINS3;CCNE1;CCNA2;CDC6;UBE2C;MCM10;GINS1;GINS4;PSMD11;CDC45;ORC1;ORC6;PSMA5;PCNA;PSMB2;PSMA3;POLE2;MCM4;PSMD1;MCM6;CUL1;GINS2;PSMA6;PSMD6;PSMC4;SKP2;ANAPC7;DBF4;PSMD12;KPNB1"
"Reactome","REACTOME_NEUTROPHIL_DEGRANULATION",2.36886802594679,0.48723028918552,1.99569895025938e-21,1.30817848159755e-23,441,"S100A8;S100A9;SERPINB3;S100A7;HPSE;PGM2;GM2A;CXCR2;PNP;CTSC;FABP5;LCN2;CKAP4;ARG1;GGH;PYGL;SERPINB1;S100A11;RAP2B;TCN1;NFKB1;PSMD11;LTF;PRSS3;AMPD3;RAB27A;SERPINA1;S100A12;RAB31;PGAM1"
"Reactome","REACTOME_G2_M_CHECKPOINTS",2.87684646218582,0.692784917074135,7.16208726366731e-21,5.21637819640737e-23,120,"CCNB1;CCNB2;CCNA2;CDC6;MCM10;CDC25A;GTSE1;CDK1;PSMD11;CDC45;CLSPN;ORC1;ORC6;EXO1;CHEK1;PSMA5;BLM;YWHAQ;CDC25C;RNF168;PSMB2;PSMA3;MCM4;PSMD1;MCM6;PSMA6;PSMD6;UBE2N;NSD2;PSMC4"
"Reactome","REACTOME_SYNTHESIS_OF_DNA",2.86073574802634,0.70380140233521,3.0273318038012e-20,2.42539328782325e-22,108,"GINS3;CCNE1;CCNA2;CDC6;UBE2C;GINS1;GINS4;PSMD11;CDC45;ORC1;ORC6;PSMA5;PCNA;PSMB2;PSMA3;POLE2;MCM4;PSMD1;MCM6;CUL1;GINS2;PSMA6;PSMD6;PSMC4;SKP2;ANAPC7;PSMD12;POLE3;UBE2S;DNA2"
"Reactome","REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION",2.77701638233288,0.654465124072747,3.60170930545111e-20,3.14788868648312e-22,138,"RRM2;CCNB1;CCNE1;CCNA2;CDC6;LYN;MCM10;CDC25A;TFDP1;HDAC1;CDK1;PSMD11;MYBL2;E2F3;TOP2A;CDC45;TYMS;ORC1;ORC6;PSMA5;E2F2;PCNA;PSMB2;PSMA3;POLE2;MCM4;PSMD1;MCM6;CUL1;PSMA6"
"Reactome","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53",2.32957791062768,0.490495667877002,1.38129029325249e-17,1.30784951291205e-19,353,"CDK5R1;CCNB1;CCNE1;BIRC5;CCNA2;SGK1;AURKA;TPX2;PRDM1;PLK2;TFDP1;HDAC1;CDK1;AURKB;TIGAR;CASP10;CYCS;FANCI;EXO1;TNFRSF10A;E2F7;CHEK1;E2F8;CCNK;CNOT11;BLM;YWHAQ;CDC25C;PCNA;SCO2"
