"gene","logFC","AveExpr","t","P.Value","adj.P.Val","qvalue","B"
"SLC16A1",1.31913804310948,5.0505239387059,21.1678752340535,7.59029031708211e-51,3.95275246066645e-49,5.27021314446485e-50,105.052132913292
"RP4-613B23.5",1.22644170766772,5.11561666721123,21.1495431476484,8.48920010300725e-51,4.4115063586136e-49,5.8818706785741e-50,104.936418677468
"SLC16A6",1.58753639636163,3.35671588186439,21.1251314661882,9.85424816364334e-51,5.1100422612652e-49,6.81323006236267e-50,104.883192009296
"NUSAP1",1.36436093192642,4.07984753783283,21.1219516297121,1.00475686718194e-50,5.19929882663264e-49,6.93223602813215e-50,104.820345156658
"SAMD9",2.93832021780596,4.39291070144825,21.1069666199683,1.10110827976176e-50,5.68589134442029e-49,7.58101085245047e-50,104.739174542792
"FBXO10",1.19984259990843,3.15679333104139,21.0912595562044,1.21207160692539e-50,6.24573369215673e-49,8.32744982863954e-50,104.683510923078
"ENTPD7",1.45367859230246,3.5770987817545,21.0752222855491,1.33695500549628e-50,6.87480762574693e-49,9.16619542342143e-50,104.56449742197
"KLK10",2.44772961657317,6.87638426467841,21.0719580664702,1.36391381323835e-50,6.99876109019045e-49,9.33146283748613e-50,104.43659783423
"TCAF2",1.1607447050071,4.0022353524341,21.0593304011016,1.47344122667792e-50,7.54500342546056e-49,1.00597688885355e-49,104.439661920188
"LINC02159",3.68098486662414,0.0256648887140851,21.05450765176,1.5175635793526e-50,7.74177697097466e-49,1.03221274693905e-49,104.402202173858
"TMEM132C",-2.05364357186349,2.1619341708844,-21.0409414346628,1.6489181904584e-50,8.39100941401735e-49,1.11877504470964e-49,104.422707989082
"RP4-529N6.2",5.23901296884807,-0.560056670337914,21.0345318620621,1.71488883695213e-50,8.7086528763482e-49,1.16112651414993e-49,104.017400040295
"C12orf56",2.33645398519461,0.59669468121102,21.0267835243149,1.79818453614331e-50,9.11278312035602e-49,1.21500928432691e-49,104.340037689203
"SPIN4",1.4540423117083,2.78486207929703,21.0237519919637,1.83186809917963e-50,9.26434241993359e-49,1.23521671752056e-49,104.293078568071
"PROB1",1.90666999680045,1.9791848416625,21.0187075451839,1.88932630438883e-50,9.53526658313772e-49,1.27133909301156e-49,104.29979489484
"MOXD1",1.13400873766776,5.02204648557141,20.9908119025842,2.2413196174307e-50,1.12653867984304e-48,1.50201638411119e-49,103.967914907514
"CTC-518B2.12",2.4444200810495,4.87908885974806,20.9804878251112,2.38767012584877e-50,1.19764361649936e-48,1.59682074525738e-49,103.931614118915
"CTB-191K22.5",-2.02286310980976,3.92932294363812,-20.9707641290638,2.5342681377441e-50,1.26858222209362e-48,1.69140333684973e-49,103.902037127955
"TMEM40",1.36121937331013,5.78495325233553,20.9416202771875,3.030017026159e-50,1.50751029650361e-48,2.0099666394768e-49,103.643968993001
"PRSS22",3.40290014268502,3.47361957480627,20.938533555489,3.08791833307965e-50,1.5332077099955e-48,2.0442290547713e-49,103.764401435773
"GATA3",-1.46186055655472,6.7030084933924,-20.9341531225515,3.17199799279818e-50,1.57177306600715e-48,2.09564832481061e-49,103.587459923812
"GBP1P1",1.7670082885582,2.23603464229603,20.9330225164057,3.19406972184028e-50,1.57951899470359e-48,2.10597598778428e-49,103.765920688344
"ETNK2",-1.68658572123642,2.61375139288086,-20.8992788521148,3.92876093826971e-50,1.93892652502776e-48,2.5851748016191e-49,103.53306596831
"GPR1",1.82192967748617,2.49132181359916,20.8971137711843,3.98131568308521e-50,1.96091789306655e-48,2.61449593873965e-49,103.535743156994
"GBP6",2.97715437082631,2.5364741907016,20.8926242912381,4.09255096370409e-50,2.00866960040179e-48,2.67816339026188e-49,103.519756453984
"EIF4A1P2",1.02889513908482,4.54945190157552,20.8907796715082,4.13915375750655e-50,2.02645036654931e-48,2.70187052305145e-49,103.375193174906
"NTM",-1.32051798826696,2.69900080002431,-20.8610447458389,4.96827005249937e-50,2.42752445911762e-48,3.2366234516984e-49,103.292541868834
"RP11-527N22.2",3.19790286231539,-1.77209906629966,20.8255706616336,6.1782433728698e-50,3.0007911574208e-48,4.00096114264806e-49,102.602267908553
"ZIK1",-1.31072897801178,1.70598524186231,-20.8184630955273,6.45415006083365e-50,3.12860459865865e-48,4.17137507186675e-49,103.075156058524
"CTC-327F10.4",-3.29713195504851,-0.805606299856513,-20.8169864730145,6.51300366979556e-50,3.15090639078393e-48,4.20111009807276e-49,102.905692180111
"PLA2G4E-AS1",2.06284337854861,2.37890147359673,20.8025471833826,7.11765996287808e-50,3.42990105244545e-48,4.57309426549926e-49,102.96347309482
"FAM43A",2.06726521782421,5.06286262057095,20.7923647130717,7.57762707372597e-50,3.64439287969315e-48,4.85907666854366e-49,102.761316906452
"CDHR1",-1.63225200539175,7.48477764019808,-20.7774476000443,8.30586309135897e-50,3.98681428385231e-48,5.31562784474392e-49,102.625835076351
"PSMB8-AS1",1.05885615380024,4.92039434651418,20.7729650423305,8.53812239895069e-50,4.08232097858601e-48,5.44296712110354e-49,102.633590677456
"MICALL1",1.30908459398866,6.83793614913885,20.7709131500994,8.64660235715091e-50,4.12614518708556e-48,5.50139803019242e-49,102.582027880115
"PCSK9",2.6625670772079,2.66429801158549,20.7531783793971,9.64375244343127e-50,4.59304776567927e-48,6.12392021729498e-49,102.654723230174
"SPINK1",-3.84253132746827,-3.25058512275831,-20.737218153412,1.06394212456868e-49,5.05743651771715e-48,6.74309071417933e-49,101.962858587869
"NETO2",1.93877041722647,2.18729330249191,20.7350126850468,1.07848896157969e-49,5.11666871366084e-48,6.82206512523701e-49,102.555549768375
"AP000439.3",-3.91842216649756,-1.65865886415532,-20.719146545092,1.1891903530635e-49,5.63097702315476e-48,7.50779347275547e-49,102.073917478797
"CTLA4",3.13520551294944,-0.0179985210124175,20.7094958560085,1.2620300846895e-49,5.96436877018574e-48,7.95230538817215e-49,102.327954951565
"CLCA3P",4.52390575909631,-3.36845949850392,20.7080746646239,1.27312842787081e-49,6.00524886131062e-48,8.00681089939177e-49,101.688963205613
"RP11-277P12.20",2.04143925666469,1.25665023412467,20.6810928500069,1.50343443224484e-49,7.07797308140144e-48,9.43707635147e-49,102.247164206859
"LCE5A",-2.87581173248678,4.28049059242725,-20.6555848294975,1.75949453765996e-49,8.26760191948726e-48,1.10232109758621e-48,101.959263390372
"DIAPH3",1.52971398847292,2.0215060681328,20.6452418283015,1.87539801433773e-49,8.7953656779495e-48,1.17268795017052e-48,102.006558072329
"GZMB",4.02382312765236,0.715399380861909,20.644188695386,1.88762086708611e-49,8.81896469102631e-48,1.17583441153261e-48,101.973207820471
"EMX2",-1.53456494697019,3.83278746106632,-20.6388831213637,1.95042461495577e-49,9.09505987749715e-48,1.21264624064009e-48,101.862691059097
"EPSTI1",2.13292384445174,3.43915696062901,20.6213066401541,2.17385091194887e-49,1.00985256000534e-47,1.34643853584858e-48,101.794883888308
"GTF3C6",1.04761842753034,4.20348773543435,20.6173162058878,2.22805241562648e-49,1.03307504065192e-47,1.37740111799065e-48,101.71113416347
"MX1",2.89102222402262,6.17138320721665,20.6123261296128,2.29774378402203e-49,1.06337848178287e-47,1.41780475959486e-48,101.627757247269
"AC007036.5",-1.18455972237312,2.07537225844157,-20.5921639401186,2.60232162243632e-49,1.20206675621691e-47,1.60271812671782e-48,101.66969957579
"PPIL1",1.05527206868223,3.87168513921756,20.589274767426,2.64916650270418e-49,1.22140518756256e-47,1.62850209778237e-48,101.557859460252
"LTF",5.79028025402809,4.34082355413679,20.5543767547694,3.28650911066924e-49,1.51241079674475e-47,2.01650048672434e-48,101.415807095936
"AURKB",1.64499627722437,2.56333348074802,20.5383111756108,3.62959163815196e-49,1.66404904113255e-47,2.21868007594187e-48,101.32464285609
"PLCXD1",1.73822592110374,5.6545587342864,20.5372262591839,3.65401536708444e-49,1.67212106201207e-47,2.22944251830704e-48,101.160530060778
"SGSM1",-1.49073653829543,1.54902182346387,-20.536728827369,3.6652686538356e-49,1.67237360542491e-47,2.22977923496894e-48,101.349069893555
"ALDH3A2",-1.07157890552275,7.75256266248647,-20.536599341388,3.66820368443658e-49,1.67237360542491e-47,2.22977923496894e-48,101.13975879341
"PPIF",1.66073888911736,6.79459544710538,20.5166627245003,4.14942282420562e-49,1.88825682805409e-47,2.51761678839314e-48,101.014541208169
"IVL",1.91539124843001,7.71912244900933,20.5111732163129,4.29271371146429e-49,1.94984596138511e-47,2.5997337090117e-48,100.982105677826
"ACTR3C",1.34803256730809,0.996459618261254,20.4736809710075,5.41345596697882e-49,2.45436687537997e-47,3.27241250158775e-48,100.972111884853
"TMEM255A",-2.01747865555226,1.43065527399981,-20.4496829479354,6.28053795723464e-49,2.84223311835888e-47,3.78955537668117e-48,100.817512846835
"IL36A",10.1569365507725,-0.581307128524098,20.4473714676932,6.37108212298573e-49,2.87789875345477e-47,3.83710844274298e-48,100.403560935193
"EIF4A1P7",1.07600323732123,3.78230051655751,20.4418194409795,6.59394993687631e-49,2.97309566271511e-47,3.96403468148136e-48,100.65191943786
"TIMELESS",1.09527435470047,4.29870110885035,20.4234417092266,7.38898888667194e-49,3.32545173233558e-47,4.43383176797351e-48,100.507381249561
"HAS3",1.60519750395734,5.28408272622089,20.4220304964996,7.4538759627955e-49,3.34851043251737e-47,4.46457598127844e-48,100.458200618199
"GFOD2",1.06065838656229,5.53676147435701,20.4177719936902,7.65316619490658e-49,3.43175247584403e-47,4.57556277219889e-48,100.416944867267
"MAP6",-1.70549112628635,1.937847459831,-20.4087263988214,8.09439938585644e-49,3.61638302616187e-47,4.82173107209562e-48,100.545663914406
"TNNT2",-1.8363350247606,1.75107726347648,-20.4066199079273,8.20076242250203e-49,3.65724183089327e-47,4.87620820212218e-48,100.540709840966
"CHAC1",4.95342828188712,2.14346411415445,20.389368238417,9.1263206716793e-49,4.06262057050726e-47,5.41670052570169e-48,100.452278873408
"GNA15",1.64721511649934,6.00653148638873,20.3812939139722,9.59482770011518e-49,4.2634408302251e-47,5.68445459909017e-48,100.184847601674
"ATL1",-1.03606628629624,3.46162029147188,-20.373550414566,1.00667910141118e-48,4.46506781182884e-47,5.95328427646078e-48,100.241551277186
"ANKFN1",-2.18981058906617,1.11885910387206,-20.3711997986917,1.02146167205696e-48,4.52245702025506e-47,6.02980142839679e-48,100.339250952848
"SDC4",-1.08563521682693,7.16777882991567,-20.3369360606204,1.2633949137846e-48,5.58352260275833e-47,7.44452239453216e-48,99.899075968426
"CTA-363E6.6",3.04681788354843,-0.622155891264525,20.3345621994906,1.28214551773448e-48,5.65619878758836e-47,7.54142170416315e-48,99.9481065179859
"PRSS3",1.72011943453057,5.6662118468669,20.3156307091802,1.44202687513383e-48,6.35009608496994e-47,8.46659642581836e-48,99.7865025717381
"PGM5",-1.53362071125256,4.56655277175787,-20.2857520541289,1.73603821838395e-48,7.63110132984258e-47,1.01745634049896e-47,99.6374752483489
"SH2D2A",2.43953564215694,0.150590915428288,20.2826020376057,1.77034512013175e-48,7.76798302443497e-47,1.03570680554214e-47,99.752472070553
"RP11-903H12.3",-1.47476563918104,2.2950099476124,-20.265582942489,1.9678136350545e-48,8.60366004289071e-47,1.14712779764874e-47,99.6412487870189
"HS3ST3B1",1.19028046663687,2.37175232415182,20.2636840981394,1.9911727351611e-48,8.69029979502341e-47,1.15867949396837e-47,99.6309297172354
"CTC-490G23.2",5.83652247336332,-2.81024405191136,20.2435950707094,2.25600820765595e-48,9.81123569457183e-47,1.30813411250795e-47,99.015784005934
"SLA2",1.35604112616628,2.69510243533262,20.2398411132734,2.30928262049806e-48,1.00251476310755e-46,1.33665503585788e-47,99.4674553290177
"SCEL",-1.7080054183796,7.08538163806576,-20.2153311258614,2.68953314596553e-48,1.16552772092301e-46,1.55400055434054e-47,99.1454734170691
"SNHG3",1.24148483814642,4.20327068348195,20.2103338009717,2.77445821436678e-48,1.20021007199274e-46,1.60024260574839e-47,99.1918021206739
"SCCPDH",-1.0706481950799,4.28241732791013,-20.1928256893476,3.09378544447072e-48,1.33599241869679e-46,1.78128149333543e-47,99.0703079521258
"CYP2J2",-1.68836024993821,1.94770036651602,-20.1605461981214,3.78234099926208e-48,1.62475061348337e-46,2.16628339995104e-47,99.0071302787213
"LYRM9",-1.07459878735846,2.84046273287391,-20.1571911232445,3.86219806480511e-48,1.65615374359335e-46,2.20815325917695e-47,98.9360039220745
"SPC24",1.26751250997416,2.18432154420874,20.1520105393115,3.9888405704696e-48,1.70747437194552e-46,2.27657916057483e-47,98.9474465903989
"RP11-76I7.1",4.13488252646765,-3.05360030385648,20.145653574088,4.14994682546138e-48,1.77334313127033e-46,2.36440211550499e-47,98.311599489585
"MYBL2",1.9794265552719,3.72064228380121,20.1423259395604,4.23686630801015e-48,1.80733664004996e-46,2.409725732043e-47,98.8081911070447
"NT5C3A",1.76386634007073,5.08174206074139,20.136399993474,4.39620172302552e-48,1.87019179224603e-46,2.49353063826908e-47,98.69383521131
"WDR72",-2.53453300580601,1.73738355073255,-20.1362809074212,4.3994645471541e-48,1.87019179224603e-46,2.49353063826908e-47,98.870683159599
"ACADL",-2.14681095618235,0.23081060088162,-20.1167062200519,4.97018930477886e-48,2.10914884546048e-46,2.81213257839691e-47,98.7523998959106
"SVIP",-1.33843311641395,3.12690802089409,-20.1156530762777,5.00291953896524e-48,2.11937151039274e-46,2.82576247898733e-47,98.6611146255231
"PRRG4",1.14651957914905,6.08017170152464,20.1068633852917,5.28466167136729e-48,2.23486519784995e-46,2.97975045465659e-47,98.4723573218105
"RP11-728F11.4",-1.46658003772602,2.68390448070339,-20.1065708785517,5.29430641050567e-48,2.23509032077251e-46,2.98005061152131e-47,98.6317382664545
"ZNF677",-1.41030630169221,2.84446547428547,-20.1028484834213,5.4185970275997e-48,2.28363140709562e-46,3.04477054370334e-47,98.5988607702512
"PBK",1.66500614591432,2.06939681197829,20.0998400827813,5.52118295119165e-48,2.32287436409655e-46,3.09709326056254e-47,98.6320243564248
"MB21D1",1.64009063715419,1.11537510598759,20.0976932258971,5.59557948065728e-48,2.35014338187606e-46,3.13345109914926e-47,98.6466783633108
"RAET1G",2.04500036348985,1.95189422321894,20.0899695223789,5.87164937062804e-48,2.46187719252589e-46,3.28242602318703e-47,98.5793574004112
"ATP1A2",-1.7811814332422,3.17311130386432,-20.068883705028,6.69690685343764e-48,2.79832591654376e-46,3.73101381243059e-47,98.3697069155994
"LGALS9B",3.55587499865555,-0.24347979413565,20.0643980364804,6.88695671390015e-48,2.87284480065549e-46,3.83036999687789e-47,98.321029903
"ENO1P4",-1.17441881752816,3.15648525277263,-20.0635826707519,6.92207896412448e-48,2.88259342669007e-46,3.84336786041202e-47,98.3341615497345
"KIF18A",1.69437224595647,0.970442835796658,20.0629873656892,6.9478354252248e-48,2.88841537813413e-46,3.85113028048063e-47,98.4322580280234
"AMPD3",1.24251658150278,4.83457995818269,20.0615453686669,7.01062401580332e-48,2.90958690117807e-46,3.87935831655038e-47,98.230630999567
"KIF24",1.03763005029351,1.90376356889073,20.0598599982828,7.0847315245969e-48,2.93537660194785e-46,3.91374377866602e-47,98.3853739578773
"STRIP2",2.05306019470269,0.654923784846212,20.0453141446351,7.75788482409927e-48,3.20886001628174e-46,4.27837978847387e-47,98.3179941870494
"RP11-77H9.2",1.47816493491738,4.95320867408916,20.0383902984922,8.10048691339851e-48,3.34492833353264e-46,4.45979996119068e-47,98.0838109096823
"UGCG",1.3423763579543,6.08724778153401,20.0249020290965,8.81210383052433e-48,3.63266021437144e-46,4.84343348126762e-47,97.9620495992296
"KIFC1",1.27060110943054,3.43396052314755,20.0161185424976,9.30888937739634e-48,3.83101407128821e-46,5.10789909462955e-47,98.0297719976861
"FXYD6",-1.52450778259979,4.04665024153648,-20.000340455646,1.0272910314652e-47,4.20657669779272e-46,5.60863753207779e-47,97.8872063421954
"FUT2",2.4955702802319,3.77506232218624,19.9948182011027,1.06334650132024e-47,4.34696049739715e-46,5.79581154646584e-47,97.8945065920193
"SLC7A5",2.155308514784,6.74202718216476,19.9759319031707,1.19652926627213e-47,4.8832728524331e-46,6.51087793404651e-47,97.6546706760534
"LIFR-AS1",-1.5528568760591,0.610410516368595,-19.9361629167401,1.53425640834373e-47,6.25120285446095e-46,8.33474187420822e-47,97.6437215925128
"UBE2T",1.41890264178872,1.57423843545403,19.9333793152347,1.56120024856123e-47,6.35043444389882e-46,8.46704756048776e-47,97.6130032162869
"NCAM1",-1.72136168954024,2.41492788985884,-19.9231203300188,1.66466542460678e-47,6.76008502231046e-46,9.01323553569394e-47,97.5047132988007
"SERPINA1",2.12187149874599,3.15360568635853,19.9204183532558,1.69304200813024e-47,6.85262943488755e-46,9.13662519504243e-47,97.4608073932713
"GYS1",1.05915746192933,5.67025087027527,19.9018010268525,1.90220724429565e-47,7.67390448817165e-46,1.02316329457451e-46,97.1987417710066
"EEF2K",-1.18851691849268,6.88783273525358,-19.8943191233714,1.99339764075177e-47,8.02858084275195e-46,1.07045236730397e-46,97.13882738555
"DMD",-1.15760227000942,4.60027021718197,-19.8500831519142,2.6295896917769e-47,1.05562317446651e-45,1.40746459208759e-46,96.9140446671125
"DDX39A",1.250931341042,5.24619028344677,19.8322723592041,2.94002208286184e-47,1.17831473281757e-45,1.57104950411307e-46,96.7787546104937
"TOP2A",1.49390905673973,5.17057694641199,19.786992921261,3.90506174671112e-47,1.55998948735066e-45,2.07993725467854e-46,96.5011435292151
"NRN1",-1.25779090930545,4.49643737602597,-19.756950677727,4.71496690892407e-47,1.8804668023104e-45,2.50723033073392e-46,96.3362014363639
"FAM95C",-2.59109246763078,-0.155175411499394,-19.7562969665628,4.73434838985892e-47,1.88513144978019e-45,2.51344971498684e-46,96.4879757282845
"EMX2OS",-1.40057779023047,4.49866640682575,-19.7389777031886,5.27798942098706e-47,2.09819326609353e-45,2.79752548145383e-46,96.2246610809162
"TIGAR",1.69892440387972,2.88174674719621,19.7269185190268,5.69309100930527e-47,2.25954913068349e-45,3.01266159406412e-46,96.2601902503401
"IL17F",4.72170067761842,-3.71925013267748,19.708985871425,6.37170425546018e-47,2.52480067815714e-45,3.36632203852554e-46,95.5981094967066
"CLDN23",-1.81351623029393,2.00605813702085,-19.7049129037725,6.53681288889495e-47,2.58188319708237e-45,3.44243028070678e-46,96.1620764255685
"ACKR2",2.19341947234472,2.83679169766835,19.6904091583839,7.16039492101167e-47,2.81910379811516e-45,3.75871700549957e-46,96.0408767876156
"WDR53",1.01669329634384,3.61011285023735,19.685109132501,7.40286527664272e-47,2.90989550489572e-45,3.87976977853424e-46,95.9435337278122
"KIF18B",1.7008876277867,2.1456330044414,19.6819322492559,7.55213435718146e-47,2.96382002420715e-45,3.9516674532083e-46,96.0192434447444
"FAM111B",1.91798658383704,2.70492402387101,19.6756574359662,7.85589152641681e-47,3.07810395143693e-45,4.10404245302953e-46,95.9519791013005
"CDC45",1.78282442524002,2.10182654343126,19.6648560644645,8.40775858818659e-47,3.2890829768906e-45,4.38534123007586e-46,95.9152667735479
"PPARD",1.50786691802335,6.44692131953354,19.6626559689307,8.52484742354024e-47,3.32957735039164e-45,4.4393324631788e-46,95.6878327466622
"CTD-2547L24.4",3.21381807837928,-2.21314810191495,19.649659084868,9.25068422014745e-47,3.60732563675321e-45,4.8096548358043e-46,95.3280565912783
"CTD-2116N17.1",1.04652133449994,2.86170220333901,19.6382312750535,9.93994412704006e-47,3.8699515801276e-45,5.15981455681447e-46,95.6975870765179
"SLC8A1",-1.4396697998724,3.48611359210335,-19.6329763545563,1.02739560448707e-46,3.99365441947049e-45,5.32474781190694e-46,95.6191254286905
"SERPINA12",-2.41887547649746,6.37569124527747,-19.6324694871568,1.03067627853191e-46,4.00006768351751e-45,5.33329863030902e-46,95.5067491307401
"SMIM10L2A",-1.40882133745107,1.40982307188728,-19.6218964541773,1.1015569177029e-46,4.26840253987626e-45,5.69107005697245e-46,95.6660589639646
"CYP24A1",3.50438014459963,0.0607457331471956,19.5423256938219,1.81790025328735e-46,6.97800585487203e-45,9.30378983871372e-46,95.1230358314401
"TLDC1",1.00466122421552,4.44619508615718,19.5171831372022,2.13001097227362e-46,8.16326705123866e-45,1.0884101077243e-45,94.8339562781693
"TPM1",-1.26936530617904,6.74250722864296,-19.5083788710906,2.25157022559079e-46,8.58888250284461e-45,1.14515750513565e-45,94.7136854390267
"IRF1",1.32831414157995,4.90330180566979,19.5061736296945,2.28309222429149e-46,8.69560342817107e-45,1.15938662848809e-45,94.7444924798011
"FABP5P3",3.3999592881808,0.0223066371225269,19.5029099149746,2.33055827951862e-46,8.86262534574151e-45,1.18165569578114e-45,94.8774069683638
"KRT16P1",2.95470966632288,1.9619833350441,19.5024662567214,2.33708661617168e-46,8.8736935791732e-45,1.18313142566552e-45,94.9166172099508
"PRSS53",3.08800008832253,3.59015207431147,19.4888678213918,2.54633389490124e-46,9.65324231439531e-45,1.28706882199885e-45,94.7446517376248
"MSMB",-3.97788768765308,0.564481467383795,-19.4735027781549,2.80546693383394e-46,1.05865373773968e-44,1.41150524845459e-45,94.7420815368647
"JMJD7-PLA2G4B",1.48207807240579,6.50036147003834,19.4721758345194,2.82905010849842e-46,1.06591307313747e-44,1.42118413556281e-45,94.4870043574103
"FAM201A",-2.30815009664615,-1.10933843080114,-19.4701141645718,2.86608630169371e-46,1.07821111668625e-44,1.43758114281457e-45,94.6036488494546
"PARP14",1.61604945910372,5.53021958873288,19.4587620480891,3.07890272306912e-46,1.15472975522078e-44,1.53960360402715e-45,94.423692956515
"CLSPN",1.74555697528564,1.58964526837467,19.4386858976734,3.49481269609912e-46,1.30473007321034e-44,1.73959934254328e-45,94.5166835087917
"FAM134B",-1.39172882061349,3.68427659343107,-19.4056948745378,4.30422641986204e-46,1.59960705494509e-44,2.13275944062759e-45,94.1742317689454
"GBA",1.25956117326866,6.3680720610506,19.3938250056485,4.63937226934694e-46,1.72155102908535e-44,2.29534759705718e-45,93.9919807925001
"DDAH1",-1.25571375354298,3.61319045836471,-19.3931158370651,4.66020475312033e-46,1.72666921728905e-44,2.30217168812168e-45,94.0985464416225
"IL12B",4.52932931649325,-3.08502112778292,19.3531899277629,5.99780274612557e-46,2.21891562227704e-44,2.95848485210004e-45,93.4748687393994
"STXBP6",-1.41964837057381,3.11548343565343,-19.3460246243033,6.27577999608739e-46,2.31825800819325e-44,3.09093826355647e-45,93.8346861189438
"BCL2A1",2.5871152406867,0.256959453513427,19.342619999632,6.41235453415337e-46,2.36514634607088e-44,3.15345458277044e-45,93.9120627368337
"GLT1D1",1.62485121550609,1.86286696499992,19.3183923182307,7.47426704180456e-46,2.74444344313447e-44,3.65917219764603e-45,93.7457313498743
"PLA2G2F",2.16885475273077,4.58918693783307,19.3068438745977,8.04083973131972e-46,2.94366741686284e-44,3.92479793957745e-45,93.5164218890932
"SLC28A3",1.39197931541457,4.11112072060939,19.3063779015183,8.06458355896009e-46,2.94795984402643e-44,3.9305210417156e-45,93.5282938924803
"ASF1B",1.53473828534596,2.6862238287759,19.2964486941325,8.58758349823438e-46,3.13446797685555e-44,4.17919272631178e-45,93.560325087465
"CYCSP45",1.44947587048157,1.79500923708976,19.2945021514306,8.69403429436112e-46,3.1639061301497e-44,4.21844267782871e-45,93.5965455353617
"PLEKHG7",4.16671037484581,-2.45357443796266,19.2941809854395,8.7117246839987e-46,3.16564715628326e-44,4.22076399162341e-45,93.1533114632712
"SERPINB9",1.4893143757702,3.51971562123611,19.2656803442093,1.04343340358576e-45,3.78599623123544e-44,5.04787671408779e-45,93.31094426905
"HS3ST6",-2.8833173979947,2.90729000063152,-19.2597762712521,1.0831850512419e-45,3.92442584000905e-44,5.23244520174329e-45,93.3176063101857
"MYH14",-2.08606539977902,7.13041196263723,-19.2580405376397,1.09515795497824e-45,3.96195196455846e-44,5.28247886229481e-45,93.135078198084
"RP11-350J20.12",2.22031986215946,2.16692128970793,19.2521284478212,1.13694377285461e-45,4.10706286606448e-44,5.47595553156066e-45,93.319395978376
"RP11-81A1.6",-1.12056950582848,1.3132125455012,-19.2486010697869,1.1626325582598e-45,4.19368402779359e-44,5.59144770813289e-45,93.3199121561366
"POU6F1",-1.06272499936039,3.32539566670716,-19.2317104055912,1.29394478136231e-45,4.65364774153296e-44,6.20471829217482e-45,93.0960647865754
"CTD-2626G11.2",-2.86365637106103,0.523171855553256,-19.2112651222275,1.47295084645122e-45,5.28968350830973e-44,7.05274611374287e-45,93.101504948548
"TYMS",1.14169234385806,3.79109477741861,19.2077796121213,1.50585675820652e-45,5.39994949784935e-44,7.19976398881646e-45,92.9217418181767
"ORC1",1.47686393997145,2.25965805908735,19.2023073431588,1.55901294669046e-45,5.58240431480638e-44,7.44303137886085e-45,92.9898556215264
"AAMDC",-1.16402866389854,3.36788836796858,-19.1938849619361,1.64452634779201e-45,5.88002073741144e-44,7.83984397920197e-45,92.8539998697851
"S100A12",8.83576469926235,0.5099281519882,19.1906333453111,1.67878522880188e-45,5.98506454826345e-44,7.97989911248082e-45,92.6774263124156
"TPPP",-2.72170689551236,4.0496699049372,-19.1854419748999,1.73497102546217e-45,6.17639612663803e-44,8.2350019071372e-45,92.7750935729302
"CSF2RA",1.26401579327806,3.04828839387256,19.1770583540202,1.82971576374048e-45,6.50424177580096e-44,8.67211919863659e-45,92.7784320939297
"SPRR2C",8.36399580713556,0.327967493117712,19.1708217200226,1.90354763345972e-45,6.74714109154626e-44,8.99597736566347e-45,92.5505648154954
"RNF128",-1.16412059451881,2.97206680149014,-19.1664296670678,1.9573285916275e-45,6.92775695460887e-44,9.23679287462426e-45,92.7066281256093
"RAB31",1.09905776765241,6.14203080338054,19.1645122335928,1.98128302819638e-45,7.00243661608081e-44,9.33636342386306e-45,92.5413884151896
"SRXN1",1.26359482291397,5.04014929780842,19.1563445654956,2.08665933567903e-45,7.35367531401369e-44,9.8046707163411e-45,92.52411697059
"TAP1",1.16205015418045,6.80992743044547,19.1507685967552,2.16180923589679e-45,7.60758349183308e-44,1.01432070222562e-44,92.449025255511
"RP5-850E9.3",1.26268487280504,5.01933492280977,19.143301420316,2.26671666554072e-45,7.96533329117233e-44,1.06201955798927e-44,92.4422761994303
"HRH3",4.2870101707521,-1.99119765371879,19.1388308192871,2.33195268568836e-45,8.17116221065202e-44,1.08946277098445e-44,92.2323721750318
"ADRB2",-1.36659273693132,2.42211129796223,-19.1385650529805,2.33588957282129e-45,8.17328094752647e-44,1.0897452626162e-44,92.5665683011358
"APCDD1L-AS1",-2.63319764346576,-0.499585197187668,-19.137002651705,2.3591691000496e-45,8.24297716325022e-44,1.09903787367348e-44,92.5860041753148
"ZDHHC21",1.54504832328564,4.70415753189404,19.133059072132,2.41896785043576e-45,8.43989238058156e-44,1.12529262089208e-44,92.3973550228544
"IRF7",2.47896510627529,3.80553719838044,19.1324194251933,2.42880945353573e-45,8.46219293697789e-44,1.12826595875268e-44,92.4646248396734
"KRT6B",2.72973848617588,10.3176914177791,19.1220934599396,2.59335742199858e-45,9.0226767158555e-44,1.20299537852014e-44,92.3036123919001
"FLJ42969",3.41724892076686,-3.11747415059826,19.1204603610538,2.62038649147571e-45,9.10380168029976e-44,1.21381178704086e-44,91.9734832843404
"RP4-536B24.2",2.2064555565837,1.6447851345407,19.1176317018622,2.66787318287637e-45,9.2425979420327e-44,1.23231752172236e-44,92.4932135869238
"CD83",1.37797611688564,3.27669328711454,19.1091080195132,2.81624887610984e-45,9.74287058296503e-44,1.2990189778417e-44,92.3336519961686
"EPB42",-1.06432988837931,1.23736476799235,-19.0962544784512,3.05579467139858e-45,1.05566946056429e-43,1.40752630543881e-44,92.3595686267221
"CYCS",1.27488116559685,5.95877797671452,19.0868805600707,3.2432828228551e-45,1.11729271178357e-43,1.48968871550932e-44,92.0528356113247
"CCL22",2.09457745944684,4.37295291855268,19.0776647193195,3.43885291034631e-45,1.18134711743661e-43,1.57509258888435e-44,92.0743628030806
