statistic,source,condition,score,p_value,padj,rank,axis
ulm,NCOA1,PPvsNN,0.68930555518645,0.49063752391096,0.724275340816261,280,FALSE
ulm,SOX6,PPvsNN,0.663387239264695,0.507088811532561,0.739298441681875,281,FALSE
ulm,BCL11B,PPvsNN,0.661679471760348,0.50818287984214,0.739298441681875,282,FALSE
ulm,SNAI2,PPvsNN,0.647417840072278,0.517367612467953,0.748444846495141,283,FALSE
ulm,SMAD9,PPvsNN,0.641039178715283,0.521503218286974,0.752047476342576,284,FALSE
ulm,BCLAF1,PPvsNN,0.6275726193599,0.530289792746149,0.757897292459838,285,FALSE
ulm,MEIS2,PPvsNN,0.625558691759258,0.53161026112261,0.757897292459838,286,FALSE
ulm,MXD1,PPvsNN,0.624046587135879,0.532602794430494,0.757897292459838,287,FALSE
ulm,TFEB,PPvsNN,0.618864906175212,0.536011106946051,0.757897292459838,288,FALSE
ulm,ASXL1,PPvsNN,0.618656002625922,0.536148745703143,0.757897292459838,289,FALSE
ulm,THRB,PPvsNN,0.618626214612252,0.536168373363636,0.757897292459838,290,FALSE
ulm,FOXH1,PPvsNN,0.616700054551496,0.537438309491018,0.757897292459838,291,FALSE
ulm,ZFX,PPvsNN,0.6142549461998,0.539052567155105,0.757897292459838,292,FALSE
ulm,NPM1,PPvsNN,0.61181023069189,0.540668991247538,0.757897292459838,293,FALSE
ulm,KDM5A,PPvsNN,0.607102357683253,0.543788605745772,0.757897292459838,294,FALSE
ulm,HOXB9,PPvsNN,0.605825795467832,0.544636044803553,0.757897292459838,295,FALSE
ulm,TFAP2A,PPvsNN,0.604722722995355,0.54536884170055,0.757897292459838,296,FALSE
ulm,SP2,PPvsNN,0.604148701715797,0.545750370966547,0.757897292459838,297,FALSE
ulm,ENO1,PPvsNN,0.602750860387464,0.546680014233326,0.757897292459838,298,FALSE
ulm,SIRT1,PPvsNN,0.595175023520873,0.551731975000576,0.762888947602297,299,FALSE
ulm,EWSR1,PPvsNN,0.591280187474178,0.554338151544826,0.762888947602297,300,FALSE
ulm,KLF17,PPvsNN,0.590448020898858,0.55489576444653,0.762888947602297,301,FALSE
ulm,HMGB2,PPvsNN,0.589559349337353,0.555491542448121,0.762888947602297,302,FALSE
ulm,PBRM1,PPvsNN,0.587855459755534,0.556634727139807,0.763027378775915,303,FALSE
ulm,HMGA1,PPvsNN,0.578924166219316,0.562645659698486,0.76922622626508,304,FALSE
ulm,NR5A1,PPvsNN,0.561298608196233,0.574599118551121,0.777461284250315,305,FALSE
ulm,TBXT,PPvsNN,0.554930615117794,0.578947180997914,0.781899144816371,306,FALSE
ulm,GLIS3,PPvsNN,0.535878364043578,0.592047477963954,0.792282913838417,307,FALSE
ulm,MED1,PPvsNN,0.534053620834465,0.59330927676004,0.792302214276999,308,FALSE
ulm,CREM,PPvsNN,0.532728067113277,0.594226660707749,0.792302214276999,309,FALSE
ulm,ATF7,PPvsNN,0.520714530328226,0.602570351452308,0.799419361819096,310,FALSE
ulm,JARID2,PPvsNN,0.518626865163511,0.60402564995754,0.799419361819096,311,FALSE
ulm,PAX5,PPvsNN,0.51600685961235,0.605854269963679,0.799419361819096,312,FALSE
ulm,SMARCA1,PPvsNN,0.511902199396536,0.608724067839428,0.799974897052893,313,FALSE
ulm,SATB1,PPvsNN,0.505497769680707,0.61321380720051,0.802541120663532,314,FALSE
ulm,ZBTB18,PPvsNN,0.502404487778492,0.615387533531617,0.802541120663532,315,FALSE
ulm,ING4,PPvsNN,0.499173934571695,0.617661332833541,0.802740980099459,316,FALSE
ulm,CTBP2,PPvsNN,0.494082902414128,0.621252057111533,0.802740980099459,317,FALSE
ulm,TFAP2B,PPvsNN,0.4920736796128,0.622671662380807,0.802740980099459,318,FALSE
ulm,BTG2,PPvsNN,0.471736537553396,0.637119050480663,0.812689213273732,319,FALSE
ulm,HIPK2,PPvsNN,0.471542244720442,0.637257754046222,0.812689213273732,320,FALSE
ulm,MEOX1,PPvsNN,0.470400606118585,0.638073014167055,0.812689213273732,321,FALSE
ulm,FOXO6,PPvsNN,0.468095011216903,0.639720806263805,0.812689213273732,322,FALSE
ulm,USF2,PPvsNN,0.463503130818641,0.643007884343549,0.812689213273732,323,FALSE
ulm,OVOL1,PPvsNN,0.463380611810334,0.643095685225799,0.812689213273732,324,FALSE
ulm,ZNF76,PPvsNN,0.462320802334854,0.643855385181387,0.812689213273732,325,FALSE
ulm,IKZF1,PPvsNN,0.45451760898948,0.649460343305119,0.812689213273732,326,FALSE
ulm,HOXD1,PPvsNN,0.452179428045267,0.651143726082562,0.812689213273732,327,FALSE
ulm,PHF5A,PPvsNN,0.445251423660464,0.65614199783341,0.81682983403751,328,FALSE
ulm,HNF4A,PPvsNN,0.435421613549435,0.663260256533387,0.821500013168256,329,FALSE
ulm,HAND1,PPvsNN,0.43254501203645,0.665349147956026,0.822695230242924,330,FALSE
ulm,ZNF699,PPvsNN,0.427691373857282,0.668879586036148,0.825665863370085,331,FALSE
ulm,NR1I2,PPvsNN,0.411631666293667,0.680613014829044,0.834780625397621,332,FALSE
ulm,MAFB,PPvsNN,0.409129622823615,0.68244811073002,0.835371265977216,333,FALSE
ulm,BCL3,PPvsNN,0.40498274622531,0.685493725615134,0.836629665270001,334,FALSE
ulm,TGIF1,PPvsNN,0.404617773097237,0.685762020713115,0.836629665270001,335,FALSE
ulm,TBX6,PPvsNN,0.391486347224428,0.695441179458989,0.845619507249136,336,FALSE
ulm,ZBTB17,PPvsNN,0.386042732134521,0.699468370024662,0.849105882019987,337,FALSE
ulm,TBX15,PPvsNN,0.381000019992655,0.703206533756568,0.852230434950013,338,FALSE
ulm,NR1H4,PPvsNN,0.371909609268096,0.709963363398071,0.858996995053534,339,FALSE
ulm,HSF2,PPvsNN,0.361546011985847,0.717694429606815,0.865489822853688,340,FALSE
ulm,ZNF350,PPvsNN,0.348470498976766,0.727489856517476,0.872987827820971,341,FALSE
ulm,FOXD3,PPvsNN,0.317445731094832,0.750908114077487,0.890866676668915,342,FALSE
ulm,POU2F1,PPvsNN,0.31194325414809,0.755086301123735,0.893102740352697,343,FALSE
ulm,KLF1,PPvsNN,0.309814320759762,0.756704792871757,0.893102740352697,344,FALSE
ulm,HOXB3,PPvsNN,0.302604755023471,0.762193656516146,0.894767114359302,345,FALSE
ulm,FOXP3,PPvsNN,0.299670618938466,0.76443095134521,0.894767114359302,346,FALSE
ulm,HOXB2,PPvsNN,0.297717713407376,0.765921144504616,0.894767114359302,347,FALSE
ulm,DLX5,PPvsNN,0.291737858988228,0.77048952785034,0.894767114359302,348,FALSE
ulm,GATA1,PPvsNN,0.290666555350534,0.771308810328852,0.894767114359302,349,FALSE
ulm,POU4F2,PPvsNN,0.284606760227284,0.775947834340097,0.897304604639733,350,FALSE
ulm,KMT2A,PPvsNN,0.276116397414355,0.782460993217656,0.903409222453193,351,FALSE
ulm,NR2F1,PPvsNN,0.269539449390575,0.787516856412691,0.906387325305173,352,FALSE
ulm,HDAC9,PPvsNN,0.261149760167798,0.793979212312261,0.9109604755683,353,FALSE
ulm,TAF1,PPvsNN,0.257483634123582,0.796807607736564,0.912774912148928,354,FALSE
ulm,PAX2,PPvsNN,0.254965975408175,0.798751516409581,0.913032970632711,355,FALSE
ulm,LEF1,PPvsNN,0.253773198857518,0.799672907223718,0.913032970632711,356,FALSE
ulm,FOXO4,PPvsNN,0.2516582640242,0.801307327873799,0.913032970632711,357,FALSE
ulm,EGR4,PPvsNN,0.249722179654188,0.802804296040629,0.913032970632711,358,FALSE
ulm,LYL1,PPvsNN,0.244572081839649,0.806789829079811,0.915612643234762,359,FALSE
ulm,TBX18,PPvsNN,0.239378198342977,0.810814334134543,0.917280639683451,360,FALSE
ulm,NFIX,PPvsNN,0.231760884157648,0.816725673334272,0.918345918403513,361,FALSE
ulm,CTCF,PPvsNN,0.226864947656296,0.820530649901676,0.921209257251575,362,FALSE
ulm,NR3C2,PPvsNN,0.223403980415509,0.823222967299905,0.922816557524549,363,FALSE
ulm,GTF2I,PPvsNN,0.209076430276818,0.834390310386458,0.929963177174747,364,FALSE
ulm,SATB2,PPvsNN,0.207078199804023,0.835950506258175,0.929963177174747,365,FALSE
ulm,KAT5,PPvsNN,0.187290300551751,0.851434576721979,0.938225845492722,366,FALSE
ulm,EPAS1,PPvsNN,0.168567998629097,0.866137843721694,0.944877647696394,367,FALSE
ulm,PPARD,PPvsNN,0.155689870722292,0.876278763094143,0.95168554092717,368,FALSE
ulm,BCOR,PPvsNN,0.147210071811611,0.882967421077355,0.954758755312307,369,FALSE
ulm,HOXA11,PPvsNN,0.139408704781982,0.889128338778843,0.958530108963348,370,FALSE
ulm,TWIST1,PPvsNN,0.137488224817208,0.890646028205211,0.958754253891492,371,FALSE
ulm,ZBTB7B,PPvsNN,0.13396536283226,0.893431063137387,0.960339997381156,372,FALSE
ulm,NONO,PPvsNN,0.129135862215245,0.897251204538221,0.961622081584154,373,FALSE
ulm,NEUROG2,PPvsNN,0.111924345935879,0.910884308551641,0.967855074322656,374,FALSE
ulm,SALL2,PPvsNN,0.111778184920896,0.911000199738129,0.967855074322656,375,FALSE
ulm,TFAP4,PPvsNN,0.110080888405052,0.912346125541054,0.96788023753051,376,FALSE
ulm,NR1I3,PPvsNN,0.0980691140139663,0.92187821412612,0.972355695591239,377,FALSE
ulm,PREB,PPvsNN,0.091579756848439,0.92703268346798,0.974982649854254,378,FALSE
ulm,SALL1,PPvsNN,0.0892574364994308,0.928878048560789,0.975521853007888,379,FALSE
ulm,NEUROG1,PPvsNN,0.0825584134659944,0.934203343310485,0.97568192865457,380,FALSE
ulm,HIVEP2,PPvsNN,0.0823588051179796,0.934362065555811,0.97568192865457,381,FALSE
ulm,GTF2IRD1,PPvsNN,0.0756750704283639,0.939678227243967,0.978441624953889,382,FALSE
ulm,LRRFIP1,PPvsNN,0.0726027765949728,0.942122809179537,0.97959360272645,383,FALSE
ulm,DACH1,PPvsNN,0.0698616901675133,0.944304314979039,0.980469161084619,384,FALSE
ulm,PLAG1,PPvsNN,0.0574657916371538,0.954174623517385,0.984900367469024,385,FALSE
ulm,YBX1,PPvsNN,0.0541655812038995,0.956803683804161,0.984900367469024,386,FALSE
ulm,RORA,PPvsNN,0.0525215349881509,0.958113564320657,0.984900367469024,387,TRUE
ulm,SMARCC1,PPvsNN,0.0509873527920181,0.959336013668598,0.984900367469024,388,FALSE
ulm,NR0B1,PPvsNN,0.0384377977921524,0.96933893780294,0.99076913486062,389,FALSE
ulm,POU3F1,PPvsNN,0.0360918113644276,0.971209445386123,0.99076913486062,390,FALSE
ulm,EGR2,PPvsNN,0.0238942804498203,0.980937130909545,0.99076913486062,391,FALSE
ulm,MTA3,PPvsNN,0.0235783914758328,0.981189100280259,0.99076913486062,392,FALSE
ulm,TBX5,PPvsNN,0.0195005549501189,0.984441952970158,0.992577836879002,393,FALSE
ulm,MITF,PPvsNN,0.0169612051860878,0.986467703058698,0.993252212708345,394,FALSE
ulm,SIX4,PPvsNN,0.00902247426504874,0.992801278136344,0.995521281638088,395,FALSE
ulm,FOXO1,PPvsNN,0.00572287478287828,0.995433878036944,0.995838059195982,396,FALSE
ulm,SOX11,PPvsNN,0.00521629607546715,0.995838059195982,0.995838059195982,397,FALSE
ulm,ZBTB16,PPvsNN,-0.0111539637199968,0.991100699807562,0.995179303510474,398,FALSE
ulm,TCF3,PPvsNN,-0.0125475014206089,0.989988907090888,0.995179303510474,399,FALSE
ulm,ATF3,PPvsNN,-0.0234461711159105,0.981294566631078,0.99076913486062,400,FALSE
ulm,HOXC13,PPvsNN,-0.0261713141777874,0.979120908936851,0.99076913486062,401,FALSE
ulm,SMAD1,PPvsNN,-0.0272803647721247,0.978236339635891,0.99076913486062,402,FALSE
ulm,TADA2A,PPvsNN,-0.0280268983377584,0.977640925831364,0.99076913486062,403,FALSE
ulm,SP7,PPvsNN,-0.0291372498894124,0.976755364358905,0.99076913486062,404,FALSE
ulm,TCF4,PPvsNN,-0.0343782972175092,0.972575769315941,0.99076913486062,405,FALSE
ulm,HDAC3,PPvsNN,-0.0358344716288408,0.971414637953542,0.99076913486062,406,FALSE
ulm,LMX1B,PPvsNN,-0.0418933323780316,0.966584072742284,0.99076913486062,407,FALSE
ulm,TCF12,PPvsNN,-0.0513958706292713,0.959010493740816,0.984900367469024,408,FALSE
ulm,ZIC2,PPvsNN,-0.0583867777134469,0.953441022328575,0.984900367469024,409,FALSE
ulm,NR2C1,PPvsNN,-0.0661608947629633,0.947250269247819,0.980745681880345,410,FALSE
ulm,NSD2,PPvsNN,-0.067555966052169,0.946139659957512,0.980745681880345,411,FALSE
ulm,ZNF236,PPvsNN,-0.0801888913522542,0.936087679390248,0.976091426372738,412,FALSE
ulm,MYBL1,PPvsNN,-0.0858856622760366,0.931558010310006,0.975537143843954,413,FALSE
ulm,PIN1,PPvsNN,-0.087309657029464,0.930426090917529,0.975537143843954,414,FALSE
ulm,KLF6,PPvsNN,-0.0936861863109248,0.925359209009648,0.974622936683543,415,FALSE
ulm,PRRX1,PPvsNN,-0.100031520468501,0.920320118821737,0.972113025941575,416,FALSE
ulm,FOXE1,PPvsNN,-0.10076637512818,0.91973674336294,0.972113025941575,417,FALSE
ulm,TEAD2,PPvsNN,-0.106983019016062,0.914803326324222,0.969082539608293,418,FALSE
ulm,BRD4,PPvsNN,-0.113356872593368,0.909748557742917,0.967855074322656,419,FALSE
ulm,HBP1,PPvsNN,-0.113536831869744,0.909605893533812,0.967855074322656,420,FALSE
ulm,NKX2-2,PPvsNN,-0.119144400372441,0.905161930641717,0.967267931722243,421,FALSE
ulm,NRG1,PPvsNN,-0.11993350024522,0.904536809002676,0.967267931722243,422,FALSE
ulm,USF1,PPvsNN,-0.130624690866282,0.89607328091198,0.961622081584154,423,FALSE
ulm,CEBPA,PPvsNN,-0.143286137572784,0.886065380603468,0.956636959589584,424,FALSE
ulm,KDM5C,PPvsNN,-0.14714166013783,0.883021417139934,0.954758755312307,425,FALSE
ulm,HEY1,PPvsNN,-0.152398253562672,0.878874088044942,0.953090122146515,426,FALSE
ulm,FOXP2,PPvsNN,-0.156122292643404,0.875937911769299,0.95168554092717,427,FALSE
ulm,ZNF217,PPvsNN,-0.159667938597311,0.873143972941396,0.951103256239735,428,FALSE
ulm,ZFHX3,PPvsNN,-0.169063257086766,0.865748279678328,0.944877647696394,429,FALSE
ulm,WT1,PPvsNN,-0.172116586841624,0.863347293046225,0.944649056068516,430,FALSE
ulm,SMARCB1,PPvsNN,-0.176958754295026,0.859542248732197,0.941893601904144,431,FALSE
ulm,KDM2A,PPvsNN,-0.177651028847279,0.85899851377321,0.941893601904144,432,FALSE
ulm,HOXA10,PPvsNN,-0.18358732854266,0.854338722164866,0.93900291985688,433,FALSE
ulm,FOXG1,PPvsNN,-0.186122824469582,0.852349982585601,0.938225845492722,434,FALSE
ulm,ELK3,PPvsNN,-0.186386201795424,0.852143453740677,0.938225845492722,435,FALSE
ulm,VSX2,PPvsNN,-0.189168748408862,0.849962125877332,0.938225845492722,436,FALSE
ulm,PAX8,PPvsNN,-0.191825413297016,0.847880551727963,0.938225845492722,437,FALSE
ulm,EBF1,PPvsNN,-0.199523057962797,0.841855262364985,0.933694018259347,438,FALSE
ulm,SETBP1,PPvsNN,-0.203555863103249,0.838702275817203,0.931608597721081,439,FALSE
ulm,PITX2,PPvsNN,-0.207973161648821,0.83525164992103,0.929963177174747,440,FALSE
ulm,FOXQ1,PPvsNN,-0.211400409119976,0.832576593992465,0.929963177174747,441,FALSE
ulm,RUNX1,PPvsNN,-0.218086307035782,0.82736368043498,0.926040082688694,442,FALSE
ulm,RREB1,PPvsNN,-0.23459485935832,0.814525158188857,0.917280639683451,443,FALSE
ulm,PHOX2B,PPvsNN,-0.235687566779537,0.813677086319162,0.917280639683451,444,FALSE
ulm,NFIL3,PPvsNN,-0.237247328673873,0.812466902818963,0.917280639683451,445,FALSE
ulm,ZNF263,PPvsNN,-0.23955668155303,0.810675951920264,0.917280639683451,446,FALSE
ulm,LMO2,PPvsNN,-0.249120777347314,0.80326944410856,0.913032970632711,447,FALSE
ulm,MAML1,PPvsNN,-0.261209556778576,0.793933101904605,0.9109604755683,448,FALSE
ulm,KAT6A,PPvsNN,-0.273492269099912,0.784477137198738,0.904310652644844,449,FALSE
ulm,EGR3,PPvsNN,-0.288555099977749,0.772924298024495,0.895222446446092,450,FALSE
ulm,ETV1,PPvsNN,-0.291132464132997,0.770952473867581,0.894767114359302,451,FALSE
ulm,SPIB,PPvsNN,-0.292944538166016,0.769567023190707,0.894767114359302,452,FALSE
ulm,RFX3,PPvsNN,-0.296981346103979,0.766483265649537,0.894767114359302,453,FALSE
ulm,UBTF,PPvsNN,-0.29994753764817,0.76421971493037,0.894767114359302,454,FALSE
ulm,ZNF423,PPvsNN,-0.303142875166153,0.761783551922494,0.894767114359302,455,FALSE
ulm,ASCL1,PPvsNN,-0.308541133369833,0.757673226446755,0.893102740352697,456,FALSE
ulm,TBX10,PPvsNN,-0.311144848110003,0.755693152546,0.893102740352697,457,FALSE
ulm,FOXP1,PPvsNN,-0.324177787149709,0.745806202542102,0.886250227696134,458,FALSE
ulm,ETV2,PPvsNN,-0.331960925485571,0.739921601087398,0.880687173977196,459,FALSE
ulm,LHX8,PPvsNN,-0.340156449921668,0.733741625735186,0.874753859996997,460,FALSE
ulm,GFI1B,PPvsNN,-0.341816197675578,0.732492147666678,0.874688828861352,461,FALSE
ulm,FEV,PPvsNN,-0.343877587035377,0.730941295990483,0.874263118733715,462,FALSE
ulm,NR4A3,PPvsNN,-0.344855939832383,0.730205632905519,0.874263118733715,463,FALSE
ulm,CRX,PPvsNN,-0.355600820062048,0.722142587631875,0.867994046217624,464,FALSE
ulm,TFE3,PPvsNN,-0.356888222261082,0.721178557492507,0.867994046217624,465,FALSE
ulm,NR1H2,PPvsNN,-0.365735025262076,0.714565962007058,0.863139082820407,466,FALSE
ulm,EN1,PPvsNN,-0.394777765089973,0.693010338691224,0.844065836808612,467,FALSE
ulm,FOXF2,PPvsNN,-0.411342257307281,0.680825182189044,0.834780625397621,468,FALSE
ulm,ZEB1,PPvsNN,-0.412460423988434,0.680005587759731,0.834780625397621,469,FALSE
ulm,ERG,PPvsNN,-0.414817689807187,0.678278996950376,0.834780625397621,470,FALSE
ulm,SMAD7,PPvsNN,-0.439453109124581,0.660337123277754,0.819265719049688,471,FALSE
ulm,ZGLP1,PPvsNN,-0.440871750928901,0.659309731562696,0.819265719049688,472,FALSE
ulm,KLF8,PPvsNN,-0.451399417567819,0.65170569425093,0.812689213273732,473,FALSE
ulm,NRL,PPvsNN,-0.454097614362845,0.649762588589987,0.812689213273732,474,FALSE
ulm,CREB3L1,PPvsNN,-0.456531655427719,0.648011755672505,0.812689213273732,475,FALSE
ulm,PBX1,PPvsNN,-0.458659744670734,0.646482590299387,0.812689213273732,476,FALSE
ulm,CREB5,PPvsNN,-0.459228490097974,0.646074163509852,0.812689213273732,477,FALSE
ulm,KAT2B,PPvsNN,-0.461467721725675,0.64446716682906,0.812689213273732,478,FALSE
ulm,SIM2,PPvsNN,-0.468163266966189,0.639671998777959,0.812689213273732,479,FALSE
ulm,ID1,PPvsNN,-0.468787828267591,0.639225467578116,0.812689213273732,480,FALSE
ulm,HIF3A,PPvsNN,-0.47672629506931,0.633561283209102,0.812689213273732,481,FALSE
ulm,BMAL1,PPvsNN,-0.479491986810585,0.631592942935786,0.812523785991205,482,FALSE
ulm,FEZF1,PPvsNN,-0.49176213544316,0.622891908055317,0.802740980099459,483,FALSE
ulm,NR5A2,PPvsNN,-0.492318424840655,0.622498663795347,0.802740980099459,484,FALSE
ulm,TEF,PPvsNN,-0.493595410156587,0.621596362814199,0.802740980099459,485,FALSE
ulm,TGFB1I1,PPvsNN,-0.501308362816611,0.616158619962985,0.802541120663532,486,FALSE
ulm,FEZF2,PPvsNN,-0.502852159980058,0.615072733504155,0.802541120663532,487,FALSE
ulm,FOXL2,PPvsNN,-0.503067695732485,0.614921195506423,0.802541120663532,488,FALSE
ulm,HES1,PPvsNN,-0.514067769374408,0.607209242037455,0.799419361819096,489,FALSE
ulm,LHX3,PPvsNN,-0.514470719441534,0.606927562510939,0.799419361819096,490,FALSE
ulm,IRX1,PPvsNN,-0.51992672400069,0.60311934087123,0.799419361819096,491,FALSE
ulm,HOXB7,PPvsNN,-0.521014580327453,0.602361318302033,0.799419361819096,492,FALSE
ulm,PROX1,PPvsNN,-0.543008285469372,0.587129032357662,0.78714002140258,493,FALSE
ulm,FOXC2,PPvsNN,-0.545627016998889,0.585327311380679,0.786164388863591,494,FALSE
ulm,PLAGL1,PPvsNN,-0.547391854680704,0.584114530922314,0.785977640873408,495,FALSE
ulm,TCF7,PPvsNN,-0.550658217815414,0.581873007230501,0.784403390962665,496,FALSE
ulm,GATA5,PPvsNN,-0.564842947582187,0.572185758233528,0.775629583383226,497,FALSE
ulm,HLF,PPvsNN,-0.56587098356426,0.571486664976974,0.775629583383226,498,FALSE
ulm,AR,PPvsNN,-0.573633632398365,0.566221007635038,0.7703973561131,499,FALSE
ulm,ASCL2,PPvsNN,-0.575885030380564,0.564698178474517,0.769756176244592,500,FALSE
ulm,NR6A1,PPvsNN,-0.578016111972459,0.563258548194102,0.76922622626508,501,FALSE
ulm,TBX20,PPvsNN,-0.594078728122761,0.552464937017671,0.762888947602297,502,FALSE
ulm,MLX,PPvsNN,-0.606440964459165,0.544227586226884,0.757897292459838,503,FALSE
ulm,E2F6,PPvsNN,-0.610385302900949,0.541612257310056,0.757897292459838,504,FALSE
ulm,CTCFL,PPvsNN,-0.610406334167661,0.54159832917405,0.757897292459838,505,FALSE
ulm,SREBF1,PPvsNN,-0.615376171790684,0.538312033760761,0.757897292459838,506,FALSE
ulm,MAFA,PPvsNN,-0.627184020566065,0.530544454869521,0.757897292459838,507,FALSE
ulm,ID3,PPvsNN,-0.63574119253611,0.524951054720224,0.754939434293131,508,FALSE
ulm,MEF2D,PPvsNN,-0.640408979411287,0.521912729483646,0.752047476342576,509,FALSE
ulm,HOXB5,PPvsNN,-0.656287658444601,0.511645213811005,0.741632270316149,510,FALSE
ulm,ARX,PPvsNN,-0.660366047814344,0.509025156567848,0.739298441681875,511,FALSE
ulm,HIVEP1,PPvsNN,-0.664060750502342,0.506657672184446,0.739298441681875,512,FALSE
ulm,MXI1,PPvsNN,-0.667331257261975,0.504566843402135,0.738685858740725,513,FALSE
ulm,ESRRB,PPvsNN,-0.671968385163792,0.501610152767015,0.735828921493898,514,FALSE
ulm,NCOA2,PPvsNN,-0.682161945964722,0.495142996320065,0.727800548807807,515,FALSE
ulm,RUNX2,PPvsNN,-0.685057978873,0.493313809487153,0.726570842142045,516,FALSE
ulm,ARID5B,PPvsNN,-0.689101675241509,0.4907658047061,0.724275340816261,517,FALSE
ulm,ZNF804A,PPvsNN,-0.689908223489761,0.490258431807142,0.724275340816261,518,FALSE
ulm,MESP2,PPvsNN,-0.69944877922708,0.484278245905622,0.721978973529359,519,FALSE
ulm,FOXN1,PPvsNN,-0.704046212280374,0.48141067934523,0.719221383346099,520,FALSE
ulm,GATA3,PPvsNN,-0.729729895461471,0.465562272763871,0.706434994131354,521,FALSE
ulm,DLX4,PPvsNN,-0.732497501587313,0.463871967008597,0.706434994131354,522,FALSE
ulm,PAX7,PPvsNN,-0.738920599023301,0.459962284456,0.702906873114389,523,FALSE
ulm,ETV6,PPvsNN,-0.740632707463408,0.458923261128821,0.702906873114389,524,FALSE
ulm,ZBTB7A,PPvsNN,-0.748167926149076,0.454366048499813,0.701679214138952,525,FALSE
ulm,CLOCK,PPvsNN,-0.755809701766174,0.449770557860428,0.696050842185694,526,FALSE
ulm,MLXIP,PPvsNN,-0.762883589765261,0.445540161041896,0.690964826022602,527,FALSE
ulm,TFAP2C,PPvsNN,-0.769233973027795,0.44176183356292,0.689487552597138,528,FALSE
ulm,KLF12,PPvsNN,-0.774594256223412,0.438586919546383,0.687463865327522,529,FALSE
ulm,TP73,PPvsNN,-0.778455090514371,0.436308282142358,0.686833682856358,530,FALSE
ulm,TBX1,PPvsNN,-0.799179287291675,0.424194199610658,0.671523134020309,531,FALSE
ulm,ZNF160,PPvsNN,-0.802987622159386,0.421989670230471,0.670057350561181,532,FALSE
ulm,ID4,PPvsNN,-0.804919045531889,0.420874199797191,0.669738944025095,533,FALSE
ulm,DLX2,PPvsNN,-0.813890733133473,0.415715451478544,0.665872451821212,534,FALSE
ulm,NOTCH1,PPvsNN,-0.825747163383137,0.408955564030801,0.659373288261115,535,FALSE
ulm,SIN3A,PPvsNN,-0.829518418625052,0.406819192232232,0.657376707977911,536,FALSE
ulm,KLF13,PPvsNN,-0.832799362166815,0.404966003874458,0.655902392196919,537,FALSE
ulm,WWTR1,PPvsNN,-0.840162660399767,0.400825381027627,0.652401036411655,538,FALSE
ulm,HOXD3,PPvsNN,-0.840599942224783,0.400580285837024,0.652401036411655,539,FALSE
ulm,HDGF,PPvsNN,-0.857677647047898,0.391078867178146,0.640788514223816,540,FALSE
ulm,MYT1,PPvsNN,-0.857991653167863,0.390905456732359,0.640788514223816,541,FALSE
ulm,TEAD1,PPvsNN,-0.862572103577728,0.388381207705649,0.640304153244448,542,FALSE
ulm,CTNNB1,PPvsNN,-0.862876972317942,0.388213550167371,0.640304153244448,543,FALSE
ulm,BCL6,PPvsNN,-0.873668879889092,0.382307157297597,0.633142170004165,544,FALSE
ulm,HNF4G,PPvsNN,-0.875836766259591,0.381127356986451,0.632619558535334,545,FALSE
ulm,ARID4A,PPvsNN,-0.886899303230816,0.375141813296409,0.624099562120389,546,FALSE
ulm,SNAI1,PPvsNN,-0.888345650968539,0.374363562582584,0.624099562120389,547,FALSE
ulm,VEZF1,PPvsNN,-0.903734277192269,0.366145195120438,0.613314148348194,548,FALSE
ulm,KDM5D,PPvsNN,-0.906071652335208,0.364906829536922,0.61264174133263,549,FALSE
ulm,BMAL2,PPvsNN,-0.906744182061754,0.364551001618254,0.61264174133263,550,FALSE
ulm,PBX2,PPvsNN,-0.908260547866169,0.363749505504711,0.61264174133263,551,FALSE
ulm,TEAD4,PPvsNN,-0.910171842424609,0.362740835851267,0.61264174133263,552,FALSE
ulm,SCX,PPvsNN,-0.928688933888481,0.353059456893616,0.601008102837455,553,FALSE
ulm,ATOH7,PPvsNN,-0.930249193973135,0.352251232388482,0.601008102837455,554,FALSE
ulm,TBPL2,PPvsNN,-0.937539429758827,0.348490383346458,0.597412085736786,555,FALSE
ulm,ZNF362,PPvsNN,-0.940766042190592,0.346834031957062,0.596695582465641,556,FALSE
ulm,FOXA1,PPvsNN,-0.960703786490354,0.336710597702007,0.582676495314112,557,FALSE
ulm,HIC1,PPvsNN,-0.969845934751558,0.3321328564954,0.580042032528887,558,FALSE
ulm,TCF7L2,PPvsNN,-0.976310416279095,0.328920289059496,0.578773200941229,559,FALSE
ulm,ARNT,PPvsNN,-0.976935597038283,0.32861067304833,0.578773200941229,560,FALSE
ulm,THRA,PPvsNN,-0.977038504331517,0.328559727114436,0.578773200941229,561,FALSE
ulm,SP4,PPvsNN,-0.982281506466015,0.325970872279976,0.577749826898166,562,FALSE
ulm,GCM1,PPvsNN,-0.983988158079273,0.32513104199639,0.577660006653781,563,FALSE
ulm,NFIB,PPvsNN,-0.991063239409405,0.321664478862764,0.574288776896447,564,FALSE
ulm,HOXB4,PPvsNN,-0.994298940403307,0.320087160795973,0.57427402378101,565,FALSE
ulm,ARID1A,PPvsNN,-0.997031265411273,0.31875917061324,0.573296591864599,566,FALSE
ulm,TBX3,PPvsNN,-1.01147393514608,0.311799628422965,0.563548958038543,567,FALSE
ulm,FOXI1,PPvsNN,-1.01958932156049,0.307933328605602,0.559323068335733,568,FALSE
