"gene","logFC","AveExpr","t","P.Value","adj.P.Val","qvalue","B"
"ZNF26",-0.211592260729059,3.14828924991945,-4.16494940211987,4.8143459626715e-05,8.53964982444364e-05,1.13859330180068e-05,0.365714559208844
"SLC25A51",0.148487104093972,2.88288087792364,4.16493049027894,4.81470998885494e-05,8.53967796707165e-05,1.13859705406317e-05,0.400491131848534
"TRIP4",0.142198056570306,4.19125952854568,4.16466291678234,4.81986322057887e-05,8.54819993307003e-05,1.13973328957674e-05,0.251255550234442
"LINC01123",0.215134736520846,2.1449826899876,4.16460674806005,4.82094565042607e-05,8.54950147593454e-05,1.13990682455979e-05,0.495537799165774
"ZNF888",-0.261366297844875,2.52489849386086,-4.1644232419968,4.82448362352369e-05,8.55515719475052e-05,1.14066090273549e-05,0.44132287839814
"RP1-145M24.1",0.428836101702667,-0.312779252278974,4.16437805729869,4.82535515936436e-05,8.55608409953655e-05,1.14078448714498e-05,0.889537302162179
"MCM8",0.213361636398132,3.21383251980114,4.16420811588905,4.82863438723581e-05,8.56116817115313e-05,1.14146234747971e-05,0.357824130732755
"ECHDC1",0.260998940735686,5.29784868527821,4.16419329452155,4.82892048466665e-05,8.56116817115313e-05,1.14146234747971e-05,0.168218805320565
"TPPP2",0.502891624892989,-0.855266250643334,4.16367394857692,4.83895567721769e-05,8.57833946594359e-05,1.14375179981483e-05,0.985653204556794
"RP11-344N10.2",-0.602628785068301,-2.38419111323047,-4.16314757535173,4.84914699528016e-05,8.59578503289959e-05,1.14607782091529e-05,1.22161159946055
"AP3B2",-0.456906745941789,0.799611870579127,-4.16298648239752,4.85227007713945e-05,8.60069955572167e-05,1.1467330752737e-05,0.6829479561527
"NPAS2",-0.243805095318711,4.25632633024897,-4.16291616071079,4.853633994532e-05,8.60199999173524e-05,1.14690646268008e-05,0.236845914058479
"CACNA1A",-0.424971938317463,-0.14690613446106,-4.1629124926227,4.85370514863078e-05,8.60199999173524e-05,1.14690646268008e-05,0.845208177783175
"RP11-368N21.5",-0.661155623611549,-2.21596818462639,-4.16279786457203,4.85592922249366e-05,8.6053198446156e-05,1.14734909936077e-05,1.19478615720737
"AARS",0.165140204172945,6.08627498078927,4.16261393528201,4.85949995122768e-05,8.61102548791451e-05,1.14810983397825e-05,0.136821388242923
"IKBKGP1",0.292286995829867,1.6113770876292,4.16242551687481,4.86316043218764e-05,8.61688933617702e-05,1.1488916620967e-05,0.562218309874921
"RPS9P1",-0.276330833242275,0.433438620510899,-4.16232192426102,4.86517409069842e-05,8.61983459236137e-05,1.14928435372136e-05,0.740724995694407
"ALPK3",-0.332111157097614,1.46887338855126,-4.16168827211072,4.87750853333425e-05,8.64106387183983e-05,1.15211485800586e-05,0.575573737091847
"GUCY2C",0.41538414939513,1.41945656188084,4.16071553682542,4.8965016240588e-05,8.67408578903036e-05,1.15651767714935e-05,0.585267637365048
"RP11-513M16.7",-0.464451767896418,-0.46951010626352,-4.16066137486209,4.89756123554598e-05,8.6753363172869e-05,1.15668441034402e-05,0.895167460937587
"SUCLG2P2",-0.220269942921002,2.46622600094143,-4.16055696353606,4.89960453188337e-05,8.67784888296276e-05,1.15701941125246e-05,0.4343510454908
"SLC7A4",-0.498908237405772,0.771099225624231,-4.16055273691192,4.89968726272632e-05,8.67784888296276e-05,1.15701941125246e-05,0.678269205166828
"HCG4P8",0.839048948680115,0.647349638506221,4.15973093964705,4.9157983019165e-05,8.70575456674426e-05,1.16074008192268e-05,0.710976214642203
"UCP2",0.328829131269449,4.91576255025862,4.15945798918476,4.92116058994173e-05,8.71462182875538e-05,1.16192235582603e-05,0.172360062171862
"RP11-572B2.1",0.527402905109826,0.958107206569377,4.15928754320207,4.92451194643584e-05,8.71992701575068e-05,1.16262969752057e-05,0.652246257988767
"YPEL3",-0.29982464098734,5.21426380282449,-4.15909548635185,4.92829083562308e-05,8.72598842244733e-05,1.16343786614647e-05,0.152113338216505
"TNFRSF8",0.471014834630664,0.472369807274539,4.1585958984528,4.93813365745063e-05,8.74278492492775e-05,1.1656773473443e-05,0.727853712657785
"S100A5",-0.689047851399151,-2.37121906739905,-4.1570220229491,4.96926494671075e-05,8.79726673496364e-05,1.17294141850086e-05,1.19634315565107
"DGCR2",-0.252140184950589,7.21845379474681,-4.15643930482645,4.9808386329578e-05,8.8171196585731e-05,1.17558841296873e-05,0.108728911657204
"RP11-473O4.5",0.362169806606976,-1.38499452606835,4.15633961387396,4.98282122891749e-05,8.81999271869006e-05,1.17597147867659e-05,1.04558177470988
"ARRDC3",0.252618977153997,6.57946870933218,4.15481556943168,5.01322460319551e-05,8.87316878822193e-05,1.18306145517794e-05,0.101348138241585
"CRHR2",-0.559732614164668,-0.775950038915126,-4.15475750217757,5.01438649390976e-05,8.87458488510127e-05,1.18325026367181e-05,0.927391845847356
"MIR632",0.356544397411554,-0.586793236947186,4.15438916667685,5.02176266097205e-05,8.88699816365963e-05,1.18490532870498e-05,0.900070259914822
"OPN3",0.186469652815704,3.04611529345751,4.15374736416087,5.0346399716532e-05,8.90914430594543e-05,1.18785807849984e-05,0.338026430471666
"NBEAL1",-0.18878748370372,6.75382393184176,-4.1535707669551,5.0381888014382e-05,8.91478105047439e-05,1.18860962682988e-05,0.0961930425831365
"CH17-478G19.2",-0.526773570011921,-0.988675581684656,-4.1535010386401,5.03959069314177e-05,8.91661837418895e-05,1.18885459758601e-05,0.959948240283714
"RP5-994D16.9",-0.538630906240407,-0.956062595370507,-4.15348033188316,5.0400070754416e-05,8.91671188303747e-05,1.18886706514039e-05,0.954211112564044
"RP11-178C3.1",0.219906123338015,0.621307663914513,4.15329568163108,5.0437215733592e-05,8.92263993879224e-05,1.18965745405725e-05,0.679031089807408
"IL5RA",-0.642907310179015,-1.48307295797734,-4.15316748233575,5.04630201995503e-05,8.92656108073395e-05,1.19018026073458e-05,1.04210469367784
"USP42",0.157535870575656,3.6141394800318,4.15190743181965,5.07173205193556e-05,8.97089808681586e-05,1.19609172305265e-05,0.263625698980929
"CCR2",0.395658211712823,2.59935199270648,4.15160094797706,5.077935924837e-05,8.98122385090871e-05,1.1974684593444e-05,0.387928332404133
"RPL7P26",-0.461951242173913,1.07074382105831,-4.15074875623838,5.09522420421643e-05,9.0111514370914e-05,1.20145871068575e-05,0.593727291819711
"MAP2K1P1",0.317208435246083,0.570552294933332,4.15067417845138,5.09673982563315e-05,9.01318200743547e-05,1.20172944705552e-05,0.678736932613201
"DNTTIP2",0.224246917886317,5.48931347828838,4.15026304936678,5.10510281245879e-05,9.02732043717029e-05,1.2036145268568e-05,0.106596220395856
"UNC80",-0.548480117080635,-1.48638565984528,-4.14991097194804,5.11227502079657e-05,9.0391188242569e-05,1.2051876082811e-05,1.03048254027162
"DCTN2",0.136121822446347,6.79287058100298,4.14989934467823,5.11251204537329e-05,9.0391188242569e-05,1.2051876082811e-05,0.0819117581857789
"FARS2",0.224612417071556,3.43868314434944,4.1491497195988,5.12781550824005e-05,9.06552247269078e-05,1.20870801226346e-05,0.273883120789264
"THBS4",-0.60576548347368,2.5108485702165,-4.14908643671735,5.12910941873557e-05,9.06715645569341e-05,1.20892587155983e-05,0.384171868071292
"WDCP",0.221585076996869,2.60168401266325,4.14903672647281,5.13012603572848e-05,9.06830004355349e-05,1.20907834636902e-05,0.37608144569135
"KRTAP2-2",-1.96210752867562,-0.0832897433823924,-4.14830763290846,5.14505876225028e-05,9.09404059382251e-05,1.21251033933401e-05,0.801892091361294
"ZNF813",-0.22704719545047,2.60627138766683,-4.14791788499238,5.15305830209354e-05,9.1075237090179e-05,1.21430804591033e-05,0.368123637054827
"KRTAP19-1",-1.64944871833599,-1.47605799886198,-4.14784597951794,5.15453545329203e-05,9.10947803143936e-05,1.21456861612859e-05,1.02630190640567
"DIP2A",-0.164030760338224,5.15352783464755,-4.1475328935476,5.1609718830328e-05,9.1201958463277e-05,1.21599762463511e-05,0.111054024859719
"PHBP9",-0.447017273260344,-0.555268380033904,-4.14713987043392,5.16906253443054e-05,9.1338351591753e-05,1.21781615707715e-05,0.859399303444146
"RP11-354M1.2",0.204409022435997,4.03472788696069,4.14634048200815,5.18555590485325e-05,9.16231920719209e-05,1.22161394117215e-05,0.197455371423997
"ZNF45",-0.185759197933,3.2302711160198,-4.14630952390413,5.18619565783938e-05,9.16278953363714e-05,1.22167664989569e-05,0.284960704686656
"MNT",0.283842072709264,4.88538615335125,4.14621680329497,5.18811219172811e-05,9.16551540180834e-05,1.22204009047055e-05,0.123663442771587
"DGKD",-0.235034265095059,3.51566847813338,-4.14601229697527,5.19234172759411e-05,9.17232681990841e-05,1.22294825827414e-05,0.250221487146961
"CLEC11A",-0.405723404271331,3.4268089632954,-4.14552526061764,5.20242773172708e-05,9.189482025335e-05,1.225235565411e-05,0.25817770450293
"EIF4BP2",-0.269394351917963,1.08421609848662,-4.14469951867514,5.21957075609304e-05,9.21909926589256e-05,1.22918443830508e-05,0.568906386550176
"FOXI1",-1.02844918388323,0.891146881731155,-4.14434663236572,5.22691339175604e-05,9.2314034902788e-05,1.23082496312261e-05,0.600638392362475
"LYG2",-1.25315611513602,-1.18510817262402,-4.14417755259471,5.23043499315541e-05,9.23695798920843e-05,1.23156554562964e-05,0.960100879015759
"PRR14L",0.157568658015076,5.41881931465556,4.1436261933918,5.24193448484584e-05,9.25659964321806e-05,1.23418437147747e-05,0.0839996951740005
"TMSB15A",-0.681869789252838,-2.41157554361162,-4.14249436066721,5.26561643145554e-05,9.29774960987269e-05,1.2396709051604e-05,1.14748347334537
"C3orf58",-0.277068018177712,4.63968519442341,-4.14227068153732,5.27030867188621e-05,9.30536503772134e-05,1.24068627175237e-05,0.125068377156632
"UTP14C",-0.172090142241074,4.46946349514582,-4.14219845329577,5.27182469662019e-05,9.30737178137911e-05,1.24095383130506e-05,0.138835375065128
"RP11-403B2.10",0.393868520058857,0.720865354315951,4.14175885437927,5.2810605862317e-05,9.32300662581626e-05,1.24303842839239e-05,0.621355201799899
"AC010642.1",0.136610599565102,4.34412873000829,4.14154503955159,5.28555838133252e-05,9.33027534921367e-05,1.24400756880717e-05,0.148778562607935
"TST",0.396792087332965,4.18448779848777,4.14002945966521,5.31754509819741e-05,9.38606405933982e-05,1.25144588922681e-05,0.160236813079123
"XXbac-BPG32J3.22",0.192393855248476,6.6032790354009,4.13940886556854,5.33069619797886e-05,9.40860015427974e-05,1.25445063149082e-05,0.0425464181288184
"CTD-2054N24.2",-0.615098239899571,-2.11019446201972,-4.13936034618549,5.33172568788091e-05,9.4097400829143e-05,1.2546026184147e-05,1.09001371615233
"RP11-340F14.6",-0.611110663517021,-2.33289671706265,-4.1392088173401,5.33494206757631e-05,9.41473912033324e-05,1.25526914112203e-05,1.12341778994784
"GRHPR",-0.233651125439756,5.96033151515191,-4.1388643496832,5.34226070078418e-05,9.4269762927219e-05,1.25690072588266e-05,0.0488370248955565
"RP11-1017G21.6",-0.563858437737565,-2.12421913050048,-4.13798154459045,5.36106078134435e-05,9.45947045858673e-05,1.26123317983123e-05,1.08707519336969
"KMT5C",-0.35230113378912,2.15863199674905,-4.13765226685056,5.36808919979101e-05,9.47119061232009e-05,1.26279583038614e-05,0.387467342678748
"SATL1",-0.254440107760642,1.17358297327299,-4.13726134141649,5.37644491474226e-05,9.485250727814e-05,1.26467046853325e-05,0.52701114773524
"NCK1-AS1",0.315184057167246,-0.110601381822218,4.13682993254603,5.38568035179135e-05,9.50086073566875e-05,1.26675175415384e-05,0.74590188681437
"DLG1-AS1",0.500699690246344,-1.6636019005552,4.13596249389345,5.40429604171775e-05,9.53301498103221e-05,1.27103888643068e-05,1.01622833537314
"RP11-229P13.27",-0.343704594890372,2.31204154941626,-4.13573250907461,5.40924193655441e-05,9.5410532302464e-05,1.27211062788398e-05,0.359740235756155
"DCAF7",0.137816977741757,6.14293114294001,4.13565380798681,5.41093542063957e-05,9.54335399420777e-05,1.2724173892254e-05,0.0331682855885926
"RP13-672B3.2",-0.332155143109164,2.08023327885489,-4.13554778923821,5.41321752479867e-05,9.5466925113792e-05,1.27286251441993e-05,0.390129795066318
"B3GLCT",-0.199696333066205,3.30462920386141,-4.13540454222537,5.41630244559057e-05,9.55144628553063e-05,1.27349633612438e-05,0.234629115799059
"CGA",-1.31099500553356,-2.78933570855127,-4.13509840314442,5.42290098751725e-05,9.56239506986507e-05,1.27495613983558e-05,1.17573891934737
"VWA8",-0.196410869347357,4.19474615394726,-4.13489679312078,5.42725069636995e-05,9.56937711742953e-05,1.27588705770143e-05,0.136134551080328
"SNX29P2",-0.717095556370909,-2.18278459380971,-4.13469579423859,5.43159053751227e-05,9.57634076366454e-05,1.27681552211418e-05,1.08344759948619
"KRTAP10-4",-1.92176874342138,-0.715050081751109,-4.13467753976935,5.43198484066799e-05,9.57634760094189e-05,1.2768164337298e-05,0.854549353795761
"ZNF680",-0.390577871484418,1.83023443150163,-4.1345726070168,5.43425195658541e-05,9.57965588552012e-05,1.27725752800634e-05,0.42070265452301
"SCN4B",-0.264012252268476,4.6148263067811,-4.13428228113686,5.44052927942895e-05,9.59003249484967e-05,1.27864104350416e-05,0.0966828853756034
"CDKAL1",-0.1475711173162,3.5979534043125,-4.13353504490031,5.45671762784773e-05,9.61787654324871e-05,1.28235349631591e-05,0.193789750215716
"TRIM63",-0.303634753050524,0.984742971514689,-4.13225671941713,5.48451839435284e-05,9.66589438081673e-05,1.28875572466787e-05,0.537099972314167
"ARHGEF18",0.225975129707863,5.21484288145936,4.13224588591725,5.48475457628383e-05,9.66589438081673e-05,1.28875572466787e-05,0.0505833474843076
"AC005306.3",-0.333560344174299,2.72756620723086,-4.1322280769265,5.48514285251908e-05,9.66589438081673e-05,1.28875572466787e-05,0.292749052978212
"SPSB1",-0.242732407644624,4.72003464919657,-4.13181868595826,5.49407574308411e-05,9.68094036108958e-05,1.2907618083727e-05,0.0791812150924365
"COMMD6",-0.223493526676758,4.7357680785936,-4.13155622151888,5.49981001252937e-05,9.69034839360107e-05,1.29201618332025e-05,0.0770056126648289
"RPF2P1",0.453166237009369,-0.240252199936623,4.1312331394663,5.50687649321025e-05,9.70210218542313e-05,1.29358331884858e-05,0.7507197569421
"GPC1",-0.338786420465283,7.18520949689914,-4.13066257687856,5.51937707798328e-05,9.72342749183177e-05,1.29642662642382e-05,0.0106682658286985
"AC006014.8",-0.555454156929554,-1.69302820252629,-4.13002957590887,5.53327735447025e-05,9.74721537995161e-05,1.299598270535e-05,0.989097938998587
"INTU",-0.29143988689019,2.9070480371847,-4.12983393155443,5.53758033335076e-05,9.75409482344182e-05,1.30051550817812e-05,0.261336193717501
"RP11-507J18.2",0.32944344871353,0.186734131626945,4.12978468395715,5.53866398263054e-05,9.75530304222045e-05,1.30067660024123e-05,0.665323359432401
"YIPF4",-0.245305857413355,5.1229613106383,-4.12922081847368,5.55108578257762e-05,9.77647964924706e-05,1.30350008169668e-05,0.0432399223275226
"HERPUD2",-0.127086205291993,4.62629498408182,-4.12915415119596,5.55255620199582e-05,9.7783672115561e-05,1.30375175077516e-05,0.076366364803695
"RP5-1180E21.5",0.322932199461133,2.29995457992505,4.1280012991158,5.57804252743546e-05,9.82254484262595e-05,1.30964196358946e-05,0.336761833460142
"PTK7",0.240495725061469,6.24722854238665,4.12783885254399,5.58164273422347e-05,9.82817896518545e-05,1.31039316233175e-05,0.00206336999593404
"SALL1",0.81931038375522,-2.00659719848589,4.1268726603515,5.60310177642541e-05,9.86525593081347e-05,1.31533664193373e-05,1.04147776206792
"KLRC4",-0.601695012951458,-1.92030712079544,-4.1266429055235,5.60821619488173e-05,9.87355202613114e-05,1.31644276206207e-05,1.01246011324545
"TADA2A",-0.198326019462291,3.38384301792715,-4.12561928333684,5.63105659680278e-05,9.91305219309399e-05,1.32170932760615e-05,0.18822957679907
"FBXO33",0.169789943756969,3.74872022093731,4.1246436763031,5.6529082906536e-05,9.95080626906498e-05,1.32674308647214e-05,0.145195681606156
"RP11-1260E13.4",0.471430920049132,0.702196827268138,4.1243687121374,5.65908156552103e-05,9.9609582087621e-05,1.32809664672075e-05,0.559961511231949
"PLA1A",0.601166890782574,-1.16930983194995,4.12397357305435,5.66796418668726e-05,9.97587726543234e-05,1.33008580767502e-05,0.891036629677677
"PRPF38B",0.250017194858377,5.12734558000776,4.12382525039874,5.67130187634443e-05,9.98103554731837e-05,1.33077356248054e-05,0.0234819537902187
"RRN3P1",-0.342594257113934,1.34060276613632,-4.12376356985806,5.67269041981862e-05,9.98276299449785e-05,1.33100388337521e-05,0.45049719193749
"GPATCH11",-0.224469021655174,3.3918470801484,-4.1233296663266,5.68246757348688e-05,9.99925135536883e-05,1.33320227998764e-05,0.178506939032743
"LNPK",-0.223217890386555,5.55315166654453,-4.12301965108521,5.68946300549279e-05,0.000100108427976131,1.33474776941272e-05,0.00029302957513444
"MNS1",0.352313302297296,1.26203966087068,4.12287431136804,5.69274539813232e-05,0.000100158998009748,1.33542202073135e-05,0.464334493956901
"RP11-366M4.1",-0.313362173665502,3.65995676180201,-4.12245465663278,5.70223315038218e-05,0.00010031873096584,1.33755174358442e-05,0.144356769920458
"PLEK2",0.219020054319946,3.92820111041882,4.12239575827471,5.70356596009064e-05,0.000100334982334579,1.3377684234246e-05,0.117774833441281
"CCDC47",0.147037897026739,7.01220746325446,4.12211171098846,5.70999783836208e-05,0.000100440925831429,1.33918097028967e-05,-0.023232081197893
"MSR1",0.43976977513905,2.7022874735292,4.12198184928621,5.71294069306585e-05,0.000100485485349243,1.33977508327506e-05,0.262919597886194
"NUMB",-0.085585008247686,5.89373141262865,-4.12183159480746,5.71634748518467e-05,0.000100538198133235,1.34047790392938e-05,-0.0143865927672291
"SLC30A6",0.20264102473646,4.45787601712491,4.12028788739193,5.75146125177865e-05,0.000101148520530312,1.34861534524766e-05,0.0583640362133764
"SIGLEC14",0.77354409418536,-0.0634511487017989,4.12025543247646,5.75220169001149e-05,0.000101154289541584,1.34869226359593e-05,0.684301640791893
"ZNF696",-0.240894041347174,1.7441613034783,-4.11914799385744,5.77752181461017e-05,0.00010159226831225,1.35453184372934e-05,0.374800232683285
"C14orf1",0.182489541466687,5.11196936504677,4.11782552958671,5.80789766150737e-05,0.000102119078022547,1.36155580864357e-05,0.00129700304250413
"RP11-212I21.3",-0.54198939546868,5.25681971858023,-4.11757391027026,5.81369437911183e-05,0.000102213673378865,1.36281705051297e-05,-0.00679907409819869
"SPATS2L",-0.143659770980458,5.71583816453375,-4.11736527286656,5.8185050837256e-05,0.000102290920795314,1.3638469919363e-05,-0.0265365918476892
"ZNF70",-0.266218732773897,2.39138201962893,-4.11725775328998,5.82098572491527e-05,0.000102327196918743,1.36433066225067e-05,0.279585687050485
"CFAP206",0.517420510679361,-2.0876127615135,4.11712539949146,5.82404071633565e-05,0.000102373563630701,1.36494887059349e-05,1.01224783716547
"RBM33",-0.170855191603904,5.71826621288574,-4.11625385877755,5.84419589288857e-05,0.000102720485031007,1.36957438089848e-05,-0.0307821897787051
"WASH6P",-0.282834331699913,3.31522878757589,-4.11566993878819,5.85773681834168e-05,0.000102951109687794,1.37264930428345e-05,0.158350065184999
"RP11-79E3.1",-0.4476006606583,0.763822658309598,-4.11502091220733,5.8728226992955e-05,0.000103208852309465,1.37608579206289e-05,0.506800488518712
"AC007395.4",0.563634447305618,-2.18564152986585,4.11483122925599,5.87723866335826e-05,0.00010327905855771,1.37702185344292e-05,1.01930830177129
"KARSP1",0.525371727067276,-1.57428927135728,4.11476960975106,5.87867389467722e-05,0.000103296878923019,1.37725945274727e-05,0.922270864801629
"LEP",-1.61812833448087,0.309652222769388,-4.11452550184282,5.88436290529216e-05,0.000103389436490692,1.37849352473792e-05,0.596564903212184
"KHDRBS1",0.130196504829107,6.75764713218632,4.11440504692638,5.88717208114186e-05,0.000103431385148806,1.37905282707618e-05,-0.0527124399373786
"SPR",0.215646252174302,3.19920205603225,4.11419511214004,5.89207111269912e-05,0.00010351004172202,1.38010155681622e-05,0.169703679633981
"VIPR1-AS1",0.310075465701771,2.32388344249557,4.11371448977177,5.9033015622782e-05,0.000103699907412132,1.38263304004384e-05,0.279437784230216
"RP11-707P17.1",0.370046302437196,-0.686838668404447,4.1133529078829,5.91176392466468e-05,0.000103841123993251,1.38451588368112e-05,0.763143810161274
"CTB-147N14.6",0.340028554398319,3.4319782969781,4.11322308751963,5.91480502933063e-05,0.000103887101868544,1.38512890765653e-05,0.139549806935653
"CDH12P1",-0.622883334812719,-2.16628384096381,-4.11316173950047,5.91624265594556e-05,0.00010390491183233,1.38536636827716e-05,1.00005249048238
"KRTAP10-12",-1.73439059714226,-1.73198906365074,-4.11307075240477,5.91837545765957e-05,0.000103934927490137,1.3857665676721e-05,0.937593015024051
"FAM60A",0.206955338170602,4.63683853514587,4.1118648403286,5.94671232154024e-05,0.000104425085783748,1.39230185847911e-05,0.011414315916852
"STYX",0.231035767106008,4.53628444173727,4.11084789592003,5.97070940684585e-05,0.000104838972246485,1.39782021536571e-05,0.0160910824380718
"RGPD5",-0.274613666484927,4.11333120203976,-4.11073742980301,5.97332166269794e-05,0.000104877332671908,1.39833167572226e-05,0.0524693480082981
"COPRS",-0.158956927658864,3.9549458866518,-4.11011541187034,5.98805126168944e-05,0.000105128424126203,1.4016794833476e-05,0.0663824372834281
"CREG1",0.266636169388583,7.24608442824229,4.10987562988219,5.99373863712585e-05,0.000105220742407259,1.40291036492478e-05,-0.0682328812689921
"DIAPH2",-0.248081547681977,4.58424535591076,-4.10967928517967,5.99839956619241e-05,0.000105295029384933,1.40390083475585e-05,0.00598351591400181
"TMEM120B",0.195548822689106,4.1314338263398,4.10925232282408,6.00854695973278e-05,0.000105465607434039,1.40617515546148e-05,0.0471330036178976
"RP11-230F18.5",-0.463624295552373,-0.818797081153467,-4.10922130141231,6.00928486787113e-05,0.00010547101197792,1.40624721435838e-05,0.763132463068859
"ZCCHC4",-0.183688465378818,2.33727617716267,-4.10907450902477,6.01277780049519e-05,0.000105524766664672,1.40696392672405e-05,0.25616069583645
"RP11-157J24.2",-0.837430347746374,-2.08676194819473,-4.10836158862134,6.02976936412366e-05,0.00010581539884326,1.41083893165553e-05,0.969654299854307
"MAT2A",0.316072690851208,6.92563545959275,4.10818337671637,6.03402397774175e-05,0.000105882486855094,1.41173341752409e-05,-0.0760911819207113
"MIR4709",-0.289694307765847,2.5805488074256,-4.10776978922131,6.0439089719096e-05,0.000106048357724443,1.41394497730332e-05,0.219122627861145
"CYP4Z1",0.896715925988681,-1.8591996667905,4.10769141889373,6.04578381216027e-05,0.000106073666197902,1.41428241571066e-05,0.947908024028237
"AC133785.1",0.427232098044908,-0.841723864638192,4.10758919566042,6.04823011593192e-05,0.000106108996698075,1.41475347801032e-05,0.769774746656338
"RP11-196G18.22",-0.359584368865777,1.72717491568164,-4.10746681194703,6.05116012300449e-05,0.000106152807536157,1.41533760883315e-05,0.332741632148875
"CASP2",0.155314023850485,4.98490432991518,4.10719693176184,6.05762615520154e-05,0.000106258638585985,1.41674865643972e-05,-0.0314376454985279
"N4BP2",0.309479261485972,3.82835275516847,4.10658452946113,6.07232311528247e-05,0.000106508825351579,1.42008440183163e-05,0.0694411177147813
"POLR3H",0.208982083833367,6.22005850385572,4.10585973203221,6.08976141771567e-05,0.000106807056169989,1.42406071958719e-05,-0.0807153881856557
"CDKN2AIPNL",-0.172193054527036,3.19622848381712,-4.10583969660314,6.09024413956566e-05,0.000106807885210401,1.42407177320038e-05,0.135842406019071
"RP11-80A15.1",-0.615841584963289,-0.842186175067604,-4.10552534843445,6.09782264382921e-05,0.000106933147785689,1.42574190174337e-05,0.753035223976809
"RP11-451O18.1",0.4815101123826,-1.35045130771588,4.1046563013836,6.11882105584284e-05,0.000107293710936312,1.4305492977914e-05,0.846705276371148
"BUD13",0.14360570864104,3.71576483222661,4.10423791957618,6.12895483489362e-05,0.000107463724490865,1.43281609207933e-05,0.0715356491791219
"CTA-29F11.1",-0.44149619360246,1.20310751708691,-4.10410839671765,6.13209530186434e-05,0.000107511103333902,1.43344779518704e-05,0.396920680236372
"RP11-756A22.7",0.195004198921072,1.27160203945411,4.10396405518137,6.13559687867047e-05,0.00010756480611824,1.43416381553673e-05,0.38951075668982
"RGS16",0.3366921784563,2.05419474150736,4.10359785131422,6.14448917307323e-05,0.000107713000598299,1.4361396956469e-05,0.277807614149121
"AC147651.4",0.47060224199407,-1.6182994021132,4.10330167465284,6.1516900388551e-05,0.000107831525243363,1.43771998722492e-05,0.885486763892938
"CTD-2012J19.1",0.522741553092568,-0.95959528230836,4.10238068743701,6.17413326820806e-05,0.000108217193656286,1.44286211226164e-05,0.772080103514416
"AKAP11",-0.285966703848844,5.55150393600545,-4.101232231457,6.20222911983014e-05,0.000108701876278095,1.44932439582168e-05,-0.0818478730536256
"KRCC1",-0.30793431354682,3.87459508984159,-4.101145201306,6.20436319455694e-05,0.000108731509314156,1.44971949371287e-05,0.0406052706581015
"PPP1R8",0.098671633871582,5.06981487824154,4.10076978388195,6.21357687702037e-05,0.000108885199428131,1.45176864722528e-05,-0.0610283309792479
"RPS15AP11",-0.300697821783068,3.4107828799993,-4.10058954946413,6.21800491926937e-05,0.000108955011187197,1.45269944887282e-05,0.0901863701001124
"RP11-115D7.3",0.424953252134758,-0.5104893259257,4.09967816188583,6.2404422715066e-05,0.000109340358622411,1.457837294307e-05,0.680862092112939
"RP1-151F17.1",-0.419360960869237,-1.3753748542761,-4.09897864762042,6.2577159366096e-05,0.0001096351832094,1.4617681967076e-05,0.820564558986867
"EIF1B",-0.197350218505878,4.07410477360884,-4.09879875795258,6.26216546788855e-05,0.000109705302904343,1.46270310407063e-05,0.0114684389800335
"RBM12",0.164335134298256,5.80566252859503,4.09876770243015,6.262933924996e-05,0.000109710929376019,1.46277812193548e-05,-0.0990834035146193
"RP11-403P17.4",-0.533655295321327,-2.10355036070103,-4.09837230576239,6.2727257370866e-05,0.000109874610354396,1.46496048385245e-05,0.935113990024761
"COL6A1",-0.389435439332576,9.58633241031502,-4.09798976614132,6.28221305656288e-05,0.000110032934769619,1.46707142660058e-05,-0.0754116173426986
"BTN3A2",0.341822612574399,4.91789898517457,4.09788832032011,6.28473129896914e-05,0.000110069181935819,1.46755471082761e-05,-0.0610571933215045
"ZNF732",-0.620252964581156,-1.3760885888476,-4.09766946032734,6.29016745640902e-05,0.000110156523897473,1.46871924303384e-05,0.815169384200921
"CTD-2102P23.1",0.343789914166406,0.333380502189913,4.0972708151572,6.30008074539788e-05,0.000110322253532605,1.47092891973429e-05,0.517341957371624
"RP3-475N16.1",-0.319011932825159,-0.217578851327827,-4.09571607398875,6.33888586721922e-05,0.00011099385533349,1.47988340062854e-05,0.604301544674968
"PITPNM2",-0.244425332228885,3.71673767336975,-4.0956319208458,6.34099275859911e-05,0.000111022821316953,1.48026960469344e-05,0.0369962731126634
"SSPO",-0.622006161317265,-0.74581580285601,-4.09529201296571,6.34950963066766e-05,0.000111164005867963,1.48215202127261e-05,0.69755939618716
"RGS2",-0.296624181240185,3.78306541102673,-4.09492901203765,6.35861718707869e-05,0.000111315510930459,1.48417204144783e-05,0.0269885912569485
"SMKR1",0.530079405402755,-1.52116815362783,4.09489854148302,6.35938224875846e-05,0.000111320959033363,1.48424468111808e-05,0.839091956919574
"MARCH2",-0.240746525115868,4.52771789730543,-4.09345435805724,6.39574406646428e-05,0.000111949482953141,1.49262480372021e-05,-0.0505437157374562
"ZNF513",0.297000200294794,3.24546684977826,4.09328655380522,6.3999819058036e-05,0.000112015667322357,1.49350724130281e-05,0.0861103714931488
"NAE1",0.224902026867393,4.92659982581695,4.09217866592723,6.42802856544912e-05,0.000112498526331314,1.49994521059447e-05,-0.0839289724229868
