"gene","logFC","AveExpr","t","P.Value","adj.P.Val","qvalue","B"
"KRT37",2.29061771701311,-0.964005711721351,11.1860171930801,2.03595101576694e-22,1.27522488546301e-21,1.70026001384936e-22,40.2709922792011
"KRT8P47",1.6100760256655,2.38843945325479,11.1841513769541,2.0614293828512e-22,1.29085371209023e-21,1.72109796116404e-22,39.8868393304165
"XRCC2",1.01493280765709,0.880798090730074,11.183360908241,2.07231921447708e-22,1.29734164606161e-21,1.72974833713285e-22,40.0428368630105
"P4HA2-AS1",-0.702509425130285,1.66021259379536,-11.1824633461069,2.0847540153182e-22,1.30479322499936e-21,1.73968354295601e-22,39.9323261100087
"AC072062.1",-1.41917508712666,-0.382848823857599,-11.1824154803365,2.08541923333372e-22,1.30487660600024e-21,1.73979471501933e-22,40.1715763536143
"CD177",3.50070910734977,-0.058037831999546,11.179794704405,2.12216675138706e-22,1.32753139704213e-21,1.77000039542106e-22,40.1918766284188
"ACOT11",0.975280870078614,2.30054445336791,11.1789592055214,2.13401706997945e-22,1.33460404621254e-21,1.77943037339085e-22,39.8496377783419
"STX11",0.910870979254107,2.88180450527753,11.1785250278664,2.14020128566014e-22,1.33813043932378e-21,1.78413212072068e-22,39.7822479301313
"AFF3",-0.954830967060671,2.5916636428349,-11.1756627239549,2.18142046326113e-22,1.36355456480298e-21,1.81803016053479e-22,39.7840259013292
"FSIP2",-1.95440074456345,-1.18731451420713,-11.1748718883062,2.19294805697076e-22,1.37041095392048e-21,1.82717179852254e-22,40.1927546015357
"NPM1P27",0.615212518442855,6.56703905496457,11.1743398613286,2.20073731139338e-22,1.37492829276253e-21,1.8331947758732e-22,39.5151377897265
"GTF2H1",0.465887563707254,5.13791081372507,11.1739800192334,2.20602129959824e-22,1.37787854434799e-21,1.83712835249858e-22,39.5491091815504
"ATG3",0.344844443629094,5.45115598351634,11.1719425722357,2.23617917728002e-22,1.39635954328728e-21,1.86176910713775e-22,39.5209550527023
"EFCAB1",-1.14296496436798,0.599008565663971,-11.1699795689373,2.26562415464603e-22,1.41438608463115e-21,1.88580393251199e-22,39.9771488029653
"MIR100HG",-0.971306123864944,3.55805248495214,-11.1698055864707,2.26825247318574e-22,1.41566658173791e-21,1.88751122198955e-22,39.644634683983
"RP11-34A14.3",-1.41728394346686,-1.23239619154982,-11.1683216846719,2.29079346479906e-22,1.42937120591685e-21,1.90578362614501e-22,40.1498752887947
"GBA2",0.728619710022224,5.63157863385602,11.1673059143569,2.30635209419699e-22,1.43871322905554e-21,1.91823936518543e-22,39.4862587413277
"GZMH",1.39566667818508,-0.0856495412590332,11.1613856984667,2.39915336652508e-22,1.49622257244157e-21,1.99491669331529e-22,40.017343074713
"RP11-471B22.2",0.628916437457982,3.56423656708046,11.1611156730325,2.40347382138839e-22,1.49853599112899e-21,1.9980011793023e-22,39.5919230391813
"LRP11",0.425170129862469,5.52916889483058,11.1571117451509,2.46845587705571e-22,1.53866037490273e-21,2.05149910432599e-22,39.4200449777048
"CRMP1",-0.605550158240033,3.29477453298539,-11.1569856577967,2.47053044487498e-22,1.53956226503794e-21,2.05270159633447e-22,39.5849050454756
"PCDHAC1",-1.13550960913662,0.249440090614858,-11.1528544505244,2.53947371591147e-22,1.58212373136593e-21,2.10944888863813e-22,39.9053885697317
"SULT2B1",1.08142051476408,6.89122106389291,11.151393424334,2.56431263969832e-22,1.59719300219706e-21,2.12954077903654e-22,39.3633439928541
"STXBP5L",-2.41429910212256,-2.46294289368804,-11.1493252293537,2.59988902481127e-22,1.61894079717113e-21,2.15853715967914e-22,40.0699506669782
"DCHS1",-0.940699237818605,5.22442739539215,-11.1455640658119,2.66585406409378e-22,1.65959564680437e-21,2.21274235594565e-22,39.3579497488852
"SUB1P1",1.02535563421173,1.92110026212835,11.1430334774908,2.71117378625043e-22,1.68738063002158e-21,2.24978813233241e-22,39.6550081087152
"SEMA3D",-1.33664748150167,3.22306675312407,-11.1401602114253,2.76356296165348e-22,1.71955028725106e-21,2.29268000377409e-22,39.4838254632418
"PLA2G16",-0.95130491734003,3.53335884825341,-11.1386826359162,2.79089607912857e-22,1.73611714503844e-21,2.3147686300016e-22,39.4404102410048
"KBTBD12",-1.56547773375733,-1.55826241873606,-11.136839036406,2.82537864694852e-22,1.75712189280815e-21,2.34277430424851e-22,39.9624155168138
"ISLR2",-1.36710490143551,0.391302183906387,-11.1366823959446,2.82832795831971e-22,1.7585102195606e-21,2.34462536321879e-22,39.7845057800465
"ZBED4",0.455899194418686,4.76296812918923,11.1362612663719,2.83627245240523e-22,1.76300280569172e-21,2.35061533772807e-22,39.3209926615043
"RP11-227G15.3",0.564072400202122,4.48681700734221,11.1355464218228,2.8498088020383e-22,1.77096808452991e-21,2.36123546070568e-22,39.3375667412842
"EPS8",-0.687655713807677,5.06305125654516,-11.1339232694955,2.88078474558606e-22,1.78976413981091e-21,2.38629628062592e-22,39.2866835637225
"NTRK3",-1.14826644653055,2.50528772607433,-11.1330233778909,2.898102619382e-22,1.80006738536849e-21,2.40003361953305e-22,39.51166961542
"ATF4P4",0.506648838651199,3.53151442728762,11.1328534793077,2.90138385265708e-22,1.8016491933664e-21,2.40214264745361e-22,39.4063649486624
"WNT10A",0.852786638116259,3.45003661086195,11.1321549197235,2.91491405404798e-22,1.80959280986305e-21,2.41273388798582e-22,39.4141959606794
"CHGA",-2.38270793452126,-1.89761430282269,-11.1314936359292,2.92778026686764e-22,1.81712030328263e-21,2.42277031074681e-22,39.9443345412887
"DDX42",-0.251093518733607,6.83626870655445,-11.1311865166303,2.93377496001592e-22,1.82038027369771e-21,2.42711683613717e-22,39.2275722244421
"RNF11",0.605544577501495,6.6043100437458,11.1306638614346,2.94400488633816e-22,1.82626585361918e-21,2.43496409218814e-22,39.2249528750432
"PSMB5",0.570899446080998,6.15231594928034,11.1290277288177,2.97625954294182e-22,1.84580768822445e-21,2.46101926124526e-22,39.218737995253
"PALB2",0.479007052504339,3.57147855881244,11.1289844212502,2.97711807930056e-22,1.84587341377867e-21,2.46110689326453e-22,39.376354085918
"RGMA",-0.984895921113164,3.89448340199159,-11.1283898030588,2.98893090429108e-22,1.85272927016557e-21,2.47024782096146e-22,39.3380494643817
"METTL6",0.463244436467088,3.06186523289658,11.1281070234313,2.99456506688554e-22,1.8557527023893e-21,2.47427896948529e-22,39.4230423797292
"RPL5",-0.359219573761599,9.33510816410662,-11.1278592780827,2.99950990618882e-22,1.85834753672643e-21,2.47773866754818e-22,39.2360491041561
"BATF",1.08412414190754,1.21640169668456,11.126754242213,3.02166510850506e-22,1.87160105508617e-21,2.49540961136896e-22,39.6299964677674
"STK32B",-0.866372167463841,2.18795019865904,-11.1251693153876,3.05372710124623e-22,1.89098253823195e-21,2.52125098348892e-22,39.4933992463623
"HES1",-0.590981271153385,5.09863093281375,-11.124861907357,3.05998494443471e-22,1.89437937196099e-21,2.52577998902278e-22,39.2240886101539
"SRM",0.823294620340935,5.52339920687115,11.1210358522513,3.13895010617521e-22,1.94277487267892e-21,2.59030581161213e-22,39.1837366457912
"RP11-263K19.6",1.28660145922581,-1.11589078197514,11.1194505331642,3.17226188998772e-22,1.96289706452116e-21,2.61713477219029e-22,39.8295083365701
"ACTA2-AS1",-0.991728984981979,6.41337731282832,-11.1191487015811,3.178644029723e-22,1.96635008224579e-21,2.62173868796328e-22,39.1520815442281
"PPP1R12B",-0.735419607724119,6.33314028303559,-11.1173060652132,3.21788478881712e-22,1.99012299798553e-21,2.6534351663693e-22,39.1392798139229
"MCOLN3",-1.014227741465,2.74467040901362,-11.1155084997139,3.25663137098071e-22,2.0135783783064e-21,2.68470827413547e-22,39.3687718946314
"CXCL3",1.96146153974514,-2.20743496315488,11.1134973965181,3.30053268971968e-22,2.04020831183075e-21,2.72021402034469e-22,39.8349236150955
"GLE1",0.27553416645537,5.18109833618082,11.1134187960564,3.30226043354031e-22,2.04076200337306e-21,2.7209522584391e-22,39.1438328236275
"ADGRA2",-0.840601418834912,7.02357768086544,-11.1093634038779,3.392638501309e-22,2.09608657834023e-21,2.79471663025477e-22,39.084857914536
"TSTD2",-0.359521691247733,4.23677630115595,-11.1078570724389,3.42683339942395e-22,2.11668017177212e-21,2.8221741115609e-22,39.1695784067982
"RP11-517C16.4",1.06852974521723,-0.981917059990489,11.1076907062999,3.43063106259704e-22,2.11849241448591e-21,2.82459037857135e-22,39.7400786046106
"BAALC",-0.758344938866815,1.42912754109145,-11.1070622697408,3.44501439657078e-22,2.12683899116758e-21,2.83571888676324e-22,39.4597132880312
"WEE1",-0.856344813098484,4.42003263889825,-11.106224289171,3.46428730569237e-22,2.13819927111279e-21,2.85086557183594e-22,39.145795652091
"PCDHA13",-1.13190089762396,0.16533939006998,-11.1059303505543,3.47107312023793e-22,2.1418485910238e-21,2.85573121772566e-22,39.6048557387259
"CDH19",-1.11281679757739,2.21841253903382,-11.1039702833902,3.5166631700997e-22,2.16943446268123e-21,2.89251151825225e-22,39.350772913224
"WDPCP",-0.477953286786794,1.79874255450851,-11.1008291945919,3.59097208300432e-22,2.2147187139032e-21,2.95288910536455e-22,39.3753619706563
"ZNF519",-0.871658059912276,1.45302030468933,-11.09801792803,3.65880572239662e-22,2.25598760077788e-21,3.00791299877268e-22,39.3975760318361
"MYH10",-0.506258239506585,5.53581657038186,-11.0966976852615,3.69110180339969e-22,2.2753291036388e-21,3.03370106509497e-22,39.0184731491667
"SNHG16",0.400162854893955,5.98653929878773,11.0956155798113,3.7177844783247e-22,2.29120144935549e-21,3.05486369692229e-22,38.9994593770801
"FAM157B",1.96605908784479,-1.6054759037587,11.093104497352,3.78044674748914e-22,2.32923380613951e-21,3.10557231797374e-22,39.6882064463801
"PCDHB12",-0.98609164740459,0.261459160707792,-11.0897147105796,3.86671086639917e-22,2.38178513638973e-21,3.17563911679299e-22,39.4850451578746
"LAPTM5",0.585421696464849,6.31521830207612,11.0873159750289,3.92893827898489e-22,2.41950786108314e-21,3.22593490472875e-22,38.9398354572088
"DOK3",0.810980699821992,2.05274990275708,11.0872056638604,3.93182385025028e-22,2.42067709334686e-21,3.22749384455777e-22,39.2666813428148
"TMEM254",-0.575044597561485,5.77465226012713,-11.0855330469245,3.97583691234679e-22,2.44716004481912e-21,3.26280361928873e-22,38.937662300539
"MTA2",0.461834989252112,6.77122256954498,11.0847212145098,3.9973762180889e-22,2.45980039832626e-21,3.27965702912577e-22,38.9192871076319
"C21orf62-AS1",-1.4648632602675,-1.39117270261858,-11.0845651519806,4.00153014525417e-22,2.46173893661385e-21,3.2822416862896e-22,39.6086506068058
"MTHFD1P1",0.598919435235054,1.62483102730529,11.0829080884238,4.04590281368551e-22,2.4884128438836e-21,3.31780606278577e-22,39.2838565547263
"FKBP1A",0.392571060417819,6.96518201171197,11.0812083590682,4.09192800901833e-22,2.51603125418199e-21,3.35462974715057e-22,38.895974057059
"SERGEF",-0.456560536597924,3.5537758902798,-11.0811741721015,4.09285906074125e-22,2.51603125418199e-21,3.35462974715057e-22,39.0560507522437
"SPRYD4",0.402159180149662,4.1025924591644,11.0796438495228,4.13475322241479e-22,2.54114825956878e-21,3.38811830310146e-22,38.9977263310765
"FAM157A",1.26987235488509,1.19661447356631,11.0789417917407,4.15411566221547e-22,2.55240854115283e-21,3.40313166014954e-22,39.3201490767305
"LILRB1",1.12146365827615,1.30438828515261,11.0787472298229,4.15949758222667e-22,2.55507529919499e-21,3.40668725423915e-22,39.3028176531761
"LRRN4CL",-0.917647113293885,3.75123932886872,-11.0771991376875,4.20256910331571e-22,2.58088670420951e-21,3.44110165466981e-22,39.0116213192362
"MALT1",0.607984506275917,5.4610555873414,11.0763905076733,4.22524367832394e-22,2.594162126206e-21,3.45880180265541e-22,38.8882110887254
"ZNF445",-0.582902825317286,4.35957291735147,-11.0761540566553,4.2318969690662e-22,2.59759681824965e-21,3.46338128475952e-22,38.949669207974
"HARS",0.40044428474086,6.2092442776248,11.0754866158703,4.25073395093464e-22,2.60850643854203e-21,3.4779271043721e-22,38.862225212982
"RP11-39C10.1",0.61599396606311,3.14291418425968,11.0742964717363,4.28453082835704e-22,2.62858859824766e-21,3.50470269001857e-22,39.0595486437942
"ASPA",-0.917905909588533,2.11153163043485,-11.0723895195919,4.33924286386135e-22,2.66148909639388e-21,3.54856899318707e-22,39.1525913792676
"NFIX",-0.705828402769073,8.23748000959012,-11.071280437509,4.37138333126935e-22,2.68053225873436e-21,3.57395928146789e-22,38.8433369688111
"GNB1",-0.350595503906895,8.36565646841425,-11.0709172247948,4.38196053339598e-22,2.68634661242531e-21,3.58171157143633e-22,38.8421032469474
"PGAM1P8",0.863372660230174,1.18507726847644,11.0707867554705,4.38576619054283e-22,2.6880078241288e-21,3.58392646848404e-22,39.2591104704547
"H19_2",-2.31457140317936,-1.11677726662482,-11.070661103741,4.38943444014995e-22,2.68958401069193e-21,3.58602800133383e-22,39.5043255752367
"CTC-459M5.2",0.656258121018456,0.0454562802903378,11.0680942617009,4.46504380481515e-22,2.73522963148117e-21,3.64688740324794e-22,39.372737062022
"SHC1P2",0.837616365462531,0.929688184494571,11.0674495497661,4.4842378309348e-22,2.74630176072831e-21,3.66164989639067e-22,39.2667513679396
"ZNF701",-0.507751158608995,2.59316727621358,-11.0668761780384,4.50137709522088e-22,2.75611026938537e-21,3.67472760155091e-22,39.06211236982
"SLC1A3",0.644734159266559,3.68925814772875,11.0657708758553,4.53460148750817e-22,2.77576005204893e-21,3.70092669798052e-22,38.9474354246533
"KBTBD6",-0.558307348621921,3.30464048689323,-11.0633845500563,4.60716888432731e-22,2.81947700585779e-21,3.75921460416542e-22,38.9633876488712
"RP5-1198O20.4",1.54407773633525,2.44840207411656,11.0600343278795,4.71100708521691e-22,2.88230435984536e-21,3.84298244698181e-22,39.0561900940472
"BCKDHB",-0.652956708632235,3.46809594969863,-11.0572698024278,4.79844770510669e-22,2.93507045662985e-21,3.91333559447155e-22,38.9063414838319
"CFL1",0.594593396241011,8.90243036428375,11.056477812162,4.82379502032372e-22,2.94983904907754e-21,3.93302658975082e-22,38.7537769863229
"ANO1",-0.666011192933905,6.52436873121533,-11.0537210020097,4.91307175727651e-22,3.00324064484521e-21,4.00422704936744e-22,38.7158444532474
"PKD2",-0.568531530815076,4.50631337892266,-11.0537057545881,4.91357008633555e-22,3.00324064484521e-21,4.00422704936744e-22,38.7895487171899
"GLT8D1",-0.363014540748804,4.87339600810515,-11.052362802699,4.95765994990051e-22,3.02943406206178e-21,4.03915078746813e-22,38.7550382988522
"C16orf45",-0.654544950963606,4.41669122669184,-11.0515252455972,4.98535701480434e-22,3.04559992177138e-21,4.06070476211768e-22,38.7822741399917
"SKA2",0.67912198789394,4.09566304162555,11.0500463954778,5.03463833267337e-22,3.07494046374035e-21,4.09982456825006e-22,38.8051932462164
"ARHGAP11B",0.608366092085261,2.3728326131331,11.0489294346306,5.07218189766778e-22,3.09709926776189e-21,4.12936894811752e-22,38.9747260662234
"PCDH19",-0.879257359345809,2.58288729424836,-11.0485382621734,5.08539600712854e-22,3.10439505382899e-21,4.13909643497956e-22,38.9422930991265
"CAMK2N2",1.73196354709102,-2.36003128969305,11.0467342173341,5.14678383634542e-22,3.14108768195771e-21,4.18801879300558e-22,39.397905141231
"MYOSLID",1.46126289495106,-1.47537836276571,11.0462991843658,5.1616973737192e-22,3.14940580056181e-21,4.19910935798296e-22,39.3710168603824
"ESRRG",-1.51225457651527,0.852094407549068,-11.0450106794754,5.2061225239168e-22,3.17572179225644e-21,4.23419652489229e-22,39.1249848582999
"LRRC37A17P",-0.668724401717798,1.80802970819018,-11.0445148287207,5.2233199495353e-22,3.18541998314773e-21,4.24712714314411e-22,39.0017399552093
"UBE2QL1",-1.28227865850562,1.51721171289695,-11.0434200705196,5.26149002409707e-22,3.20790025630258e-21,4.27710013848111e-22,39.0320400001962
"CTD-2231E14.8",0.40726288126951,5.10977620211253,11.0424374838409,5.29598598608598e-22,3.22812982770171e-21,4.30407226844763e-22,38.6776653310875
"HSBP1P2",0.562618875214269,1.52078424383777,11.0420627591881,5.30920090218504e-22,3.2353808628272e-21,4.31374008878537e-22,39.025229885011
"PI15",1.68364184299675,2.24122640774031,11.0403220519034,5.37102072233185e-22,3.27224034469338e-21,4.36288491324944e-22,38.9523373151657
"CCL4L2",2.80401207057387,-1.97728520624338,11.0393433045006,5.40609498955691e-22,3.29279110761986e-21,4.39028528855289e-22,39.348805612562
"PLK4",0.752553317000242,2.46616604128456,11.035192983301,5.55738187375656e-22,3.38409787982872e-21,4.51202479940317e-22,38.8754116161786
"APOC1",-2.04613088160174,2.24726379407567,-11.0347796291662,5.57267873121944e-22,3.39257046213329e-21,4.5233213111563e-22,38.9001684342819
"ATP2B4",-0.462844640924457,8.16259885841878,-11.0319307889023,5.67925323583197e-22,3.45659363197237e-21,4.60868353775506e-22,38.5810892811455
"FAM228B",-0.618609576043037,1.92056135171766,-11.0315037109088,5.69540443341288e-22,3.46556387851032e-21,4.62064358627411e-22,38.9027834598332
"FAM3C2",-0.572980534179091,4.49181982629302,-11.0313625783647,5.70075183758539e-22,3.46795736786444e-21,4.62383483064895e-22,38.6426416930296
"RP11-242D8.1",-0.439824813822978,2.57667638939207,-11.0305640963192,5.73110017254352e-22,3.48555479871429e-21,4.64729752210169e-22,38.82360968642
"KMT5A",0.402359772086148,5.07062874799182,11.029748568757,5.76226273103544e-22,3.50363857875154e-21,4.67140866394584e-22,38.5956576382247
"LRRC7",-1.26355831943852,-0.921771875801045,-11.0295599744765,5.76949323793125e-22,3.50668671772278e-21,4.67547275402794e-22,39.2116500024325
"RP11-204C16.4",0.717879526326579,4.38708794855183,11.0295432417656,5.77013518946883e-22,3.50668671772278e-21,4.67547275402794e-22,38.6446413037787
"CHRNA3",1.47320581010908,-0.137172087562579,11.0294163332691,5.77500636226334e-22,3.50877770754509e-21,4.67826067514268e-22,39.1533905514266
"AGPAT1",-0.756281475691235,5.56389534276487,-11.027643897255,5.84346866715187e-22,3.54949478622836e-21,4.73254884153209e-22,38.561158878469
"ABCA11P",-0.526367338169695,2.14824964216484,-11.0268089334186,5.87600001423625e-22,3.56837158576843e-21,4.75771731794225e-22,38.8460239225838
"GABRD",-1.50338264424001,-1.01842047376689,-11.0234313879918,6.00944770672903e-22,3.64850825125371e-21,4.86456370207502e-22,39.1802609229314
"INPP5J",-1.05575147979485,1.70113905846772,-11.0219654680208,6.06830336312719e-22,3.68332949494639e-21,4.9109909393083e-22,38.8665657218407
"RTN1",-0.679365125590381,2.75984471954866,-11.0219196143262,6.07015360169819e-22,3.68354100797757e-21,4.91127295007629e-22,38.7464538720072
"SIAH2",0.390549890502265,5.01403318580139,11.0208808355902,6.11222038427904e-22,3.70815091727916e-21,4.94408539375345e-22,38.539965333787
"RGS6",-1.16772320327042,0.446849600092261,-11.0193567194863,6.17446848266672e-22,3.74498919245423e-21,4.99320194329178e-22,39.0001597812621
"RP11-848P1.9",-0.727233694281452,-0.063550794314411,-11.0172759651952,6.2604730725494e-22,3.79621467301587e-21,5.06150098394102e-22,39.042521965255
"PCDHA6",-1.1082462520454,0.209923148922211,-11.0154698630906,6.33609354206607e-22,3.84111968363313e-21,5.12137292875983e-22,39.002100455211
"GALNT12",-0.755238785231594,2.54390591401366,-11.0151537418577,6.34942274426059e-22,3.84824909985727e-21,5.13087859436139e-22,38.7253136668009
"R3HDM4",0.781696029222848,5.43410277263192,11.0135377648404,6.41799836777737e-22,3.88885039438843e-21,5.18501238549798e-22,38.4742909931307
"RP11-582J16.3",-0.738060034375267,2.76713141650008,-11.0132861490713,6.42874220926837e-22,3.89439834302135e-21,5.19240947704394e-22,38.688616836981
"RRP12",0.734406969823153,5.01840716755697,11.0117912527334,6.49294432276684e-22,3.93231946540309e-21,5.24296978903357e-22,38.4827854567078
"FCGR3B",1.85127015053003,1.70135192678521,11.0113194318332,6.51334035251243e-22,3.94340593319292e-21,5.25775139978534e-22,38.8279935134058
"RNF213",0.708479681966989,6.95848299862301,11.0112801698629,6.51504045952844e-22,3.94340593319292e-21,5.25775139978534e-22,38.4331080535438
"TMEM245",-0.530666810550177,6.1185986857056,-11.0112563258467,6.51607316015611e-22,3.94340593319292e-21,5.25775139978534e-22,38.4382502966194
"RP11-670E13.6",1.69308623333151,-0.341645671050888,11.0097131179255,6.58325898661186e-22,3.98308279288643e-21,5.31065264001442e-22,39.0483707981595
"RP11-1149O23.4",1.03392013342483,-0.725101043999347,11.0090427847633,6.61265777795016e-22,3.99988335333074e-21,5.33305286248448e-22,39.068965612845
"EN1",-0.788584983959781,3.54161613476006,-11.0078954122281,6.66328230935058e-22,4.02951155038834e-21,5.37255619974973e-22,38.5724001939643
"MYOM1",-0.891511206863818,1.60554121558994,-11.0077417122591,6.6700931788753e-22,4.03263607324262e-21,5.37672213262326e-22,38.7827258312305
"UCHL1",-1.1092146025053,1.83114581105786,-11.0055247669375,6.76910812628276e-22,4.09149049091827e-21,5.45519285112399e-22,38.7432900563784
"HNRNPL",0.338084580453243,7.36440789825612,10.9996792131218,7.03727308179602e-22,4.2525310211947e-21,5.6699085278328e-22,38.357845184926
"TM2D3",-0.331155273585424,4.50750533151217,-10.9989288912814,7.07245281794839e-22,4.27273701277433e-21,5.69684921877655e-22,38.4261373539338
"FAM151A",1.22749629022041,0.291207539339104,10.9955658972385,7.23229844847516e-22,4.36822990259046e-21,5.82417008901061e-22,38.8768699489051
"RP11-404P21.8",0.847958396615884,1.70054647035326,10.9945692457137,7.28035862234298e-22,4.39617519174861e-21,5.86142960164458e-22,38.6947190863614
"ENPP4",-0.983024587986602,2.78982546650266,-10.9939534904356,7.31021042638113e-22,4.41311448039076e-21,5.88401479071171e-22,38.5589755187391
"PSMA7",0.553279700489502,6.67297638890733,10.9938877646565,7.31340401379765e-22,4.41395604454795e-21,5.8851368499672e-22,38.3179217857393
"DYNC1I1",-0.851026313717619,1.41854265375101,-10.9937360973277,7.32077877620685e-22,4.41732009404186e-21,5.88962214421162e-22,38.7118254400243
"ARF6",0.398290311680535,7.0949453991862,10.991066858875,7.45179025252145e-22,4.49526589556926e-21,5.99354744483524e-22,38.2991964077773
"SELENOW",-0.56864627031832,6.65786712004566,-10.9888706376099,7.56133693067878e-22,4.56022798710816e-21,6.08016153770524e-22,38.2853637468994
"SOX2-OT",-1.40422120076299,-1.89761034507399,-10.9886075432422,7.57456725647328e-22,4.56708421009775e-21,6.0893029541943e-22,39.0035866495574
"DBNL",0.655421443793289,6.98064540345836,10.9879497159434,7.60774880189182e-22,4.58596369163929e-21,6.11447500652264e-22,38.2785527076274
"APOC4-APOC2",-1.45249512160798,-1.32501293531658,-10.9878643104706,7.61206737001749e-22,4.58743951969997e-21,6.11644273117067e-22,38.9685654038565
"KPNA2P2",1.92407099121812,-2.44924938073456,10.9855390554183,7.73058922214081e-22,4.65772273251461e-21,6.21015148619564e-22,38.9974590671652
"PCDHB5",-1.15540217805225,0.564957604396568,-10.9851704815556,7.74954428026595e-22,4.66799661361403e-21,6.22384967340913e-22,38.7600190041876
"CISD1",0.461923689813546,3.70650009354091,10.9824314022672,7.89187000854613e-22,4.75256046083033e-21,6.33659882822738e-22,38.3919917637939
"PCDHA7",-1.09621257770361,0.211392950955057,-10.981710730733,7.92974823205809e-22,4.77419893558962e-21,6.36544945199837e-22,38.7791164857259
"DUSP7",0.685377068182811,6.41818336548842,10.981461879336,7.94286984357827e-22,4.7809254361543e-21,6.37441790930628e-22,38.2378102422469
"ARMCX4",-0.658456267698862,3.36255508325987,-10.9775895181651,8.1498674866994e-22,4.90431672506779e-21,6.53893577355794e-22,38.3896476154898
"CAPN6",-1.18895722936982,1.70805812418887,-10.9774125649296,8.15945405404255e-22,4.90888126165209e-21,6.54502167975732e-22,38.5725119276844
"TRIM5",0.705804040293535,3.81157884870164,10.9753796328417,8.27039980105756e-22,4.97440819814467e-21,6.6323888815885e-22,38.3378679814035
"PARD3B",-0.68263649548101,4.35960814776371,-10.9749268875651,8.29531218545575e-22,4.98816909254373e-21,6.65073631094643e-22,38.2797589536231
"TGFB1I1",-0.87284531570457,4.35933665660731,-10.9737464650296,8.36061768512931e-22,5.02620663188362e-21,6.70145184191049e-22,38.2730811641182
"CPED1",-0.990637913418479,3.82823373944499,-10.966704531015,8.76099822345546e-22,5.26561539879724e-21,7.02065605286064e-22,38.2733227821061
"SDHB",0.346759970703481,5.41741266857947,10.9656755443221,8.82108295497113e-22,5.30042926799441e-21,7.06707345766358e-22,38.1550445843532
"ARHGAP31",-0.530763120664485,5.42939519140039,-10.9651599710588,8.85134276651058e-22,5.31730921814772e-21,7.08957953059912e-22,38.1510289534065
"RP11-599B13.6",-0.783030626282249,4.02770980323687,-10.9638022374976,8.93152656738388e-22,5.36416463380979e-21,7.15205195455404e-22,38.2347221422188
"ATP5J2-PTCD1",0.461394218595134,5.07366711811818,10.9631922616025,8.96778544519282e-22,5.38462280048199e-21,7.1793288710775e-22,38.155354084551
"B4GALNT1",-0.927206693602854,1.31599916812552,-10.9628013917802,8.99109711912709e-22,5.39729882863312e-21,7.19622984599219e-22,38.5199993956715
"FBLN7",-0.932182281824594,3.35403434599541,-10.9623233039379,9.01969271438841e-22,5.41226516960559e-21,7.2161844997942e-22,38.2902706711932
"NT5DC3",-0.621909217441184,2.62296111015674,-10.9623107978632,9.02044194934265e-22,5.41226516960559e-21,7.2161844997942e-22,38.367082917626
"IFT52",-0.370199243075576,4.26779518439183,-10.9617282171084,9.05541306480791e-22,5.43191909155315e-21,7.24238911513985e-22,38.1991623251228
"TIMM8BP2",0.768007611703801,1.49022313397827,10.9598063566498,9.17174008398613e-22,5.50035307530591e-21,7.3336322891789e-22,38.4882789088739
"MTFP1",0.90757565163194,1.70935776954156,10.9586923006735,9.23985323888966e-22,5.53984649825191e-21,7.38628895280787e-22,38.4577246846935
"GS1-358P8.4",-1.05761894434116,5.07884264123938,-10.9582175944543,9.26902975905732e-22,5.55598147434404e-21,7.40780175026547e-22,38.1250133803305
"CDK14",-0.990786711035701,3.09792555974596,-10.9567681362074,9.35868663058581e-22,5.60835244747151e-21,7.47762807855477e-22,38.280240929112
"TRDN",-2.73962914851697,-3.06617573769746,-10.9536939431231,9.55171524074173e-22,5.72262998106774e-21,7.62999455373099e-22,38.7891827522286
"RP11-111K18.1",0.422995200236765,6.11295833415297,10.9532825502721,9.57784608492058e-22,5.73688421907038e-21,7.6489997591501e-22,38.0544694004355
"RP11-350F16.1",-4.50419184751118,-2.98851764544164,-10.9500750591835,9.78403970965479e-22,5.85895815425812e-21,7.81176119291681e-22,38.7642924634613
"CREBL2",-0.476002571416166,5.65536989887504,-10.9498519104188,9.79854847001312e-22,5.86621422681186e-21,7.82143572966821e-22,38.0420089897881
"CTD-2517M22.16",-0.604442061741665,1.5263286225616,-10.9496567777388,9.81125325755827e-22,5.87238701565127e-21,7.82966592197173e-22,38.4072051133146
"HOXB8",-1.64271067155298,-1.5565036360201,-10.9475398276521,9.95014512177269e-22,5.95406585866896e-21,7.9385684946423e-22,38.7187561129369
"STK32A",-1.22076603631289,2.08032930112713,-10.9455649386199,1.00814839685671e-21,6.03118631173204e-21,8.04139335642774e-22,38.3192784274643
"RP11-600F24.7",-0.803101612509443,0.985731792919971,-10.9445262327551,1.01512549415135e-21,6.07144553049116e-21,8.09507105722018e-22,38.4378080365484
"PSMB10",0.935500689713385,4.40291275544274,10.9444503323044,1.01563720970015e-21,6.07302522660297e-21,8.09717726935858e-22,38.0833001794255
"C1QTNF2",-1.04640377800704,2.0634400404618,-10.9438665453947,1.01958166976954e-21,6.09512532198569e-21,8.12664337287478e-22,38.308749994606
"UBE2D1",0.76189960244127,3.01512467260494,10.9431513942208,1.02443454549737e-21,6.12264389180298e-21,8.16333393971677e-22,38.2072355935013
