gene,k,logFC,SE,z,P,FDR,I2,tau2,Q,direction
ADGRL1,4,0.139,0.071,1.96,0.050519898960504,0.0925583811514114,48.7,0.008,5.85,up
RP11-138I18.1,3,-0.525,0.268,-1.96,0.0505338921195348,0.0925774603895487,60.3,0.1284,5.04,down
NIPAL2,4,-0.144,0.074,-1.96,0.0505459479027546,0.0925929879281002,50.4,0.0093,6.05,down
KAT6B,4,0.242,0.124,1.95,0.0506033019680837,0.0926914874010282,83.5,0.0379,18.22,up
AKAP11,4,0.217,0.111,1.95,0.0506409627364151,0.0927539027133093,82.1,0.0329,16.76,up
RP11-529H22.1,3,0.33,0.169,1.95,0.0506470805840693,0.0927585393164118,0,0,0.85,up
BCRP7,2,-0.47,0.24,-1.95,0.0506743186662719,0.0927953035206842,0,0,0.51,down
MARK2P16,2,-0.567,0.29,-1.95,0.0506762214765488,0.0927953035206842,31.2,0.0543,1.45,down
ZFHX4,4,0.547,0.28,1.95,0.0506779176550288,0.0927953035206842,71.8,0.2043,10.63,up
BOLA1,4,0.25,0.128,1.95,0.0507606325628195,0.09294018126892,62.9,0.0335,8.08,up
TACC2,4,0.461,0.236,1.95,0.0507715527197729,0.0929535952108874,93.1,0.167,43.64,up
RP11-986E7.7,3,-1.79,0.916,-1.95,0.0507853769025754,0.0929723236274214,92.8,2.2709,27.62,down
FAM120C,4,0.125,0.064,1.95,0.0508237770612806,0.0930360372222353,0,0,1.45,up
FAM212B,4,0.144,0.074,1.95,0.0508414135298493,0.0930617352820964,3.8,0.0011,3.12,up
KCNS3,4,-0.47,0.24,-1.95,0.0508535678383846,0.0930773956954199,80.4,0.166,15.32,down
RP13-270P17.3,4,0.234,0.12,1.95,0.0508747510413977,0.0931095783282416,0,0,1.9,up
ERP29P1,3,0.263,0.135,1.95,0.0509170755151433,0.0931804458447369,58.2,0.0322,4.78,up
NUB1,4,0.05,0.026,1.95,0.0509565277924585,0.0932460474617339,0,0,2.32,up
RP5-1142A6.2,3,-0.674,0.345,-1.95,0.0509749840997405,0.0932732217018527,89.8,0.2774,19.54,down
GPATCH2L,4,0.118,0.061,1.95,0.0510368105263759,0.0933797444435615,53.9,0.0066,6.51,up
RICTOR,4,0.291,0.149,1.95,0.0511170500037315,0.0935199392584361,88.4,0.0627,25.84,up
PGAP1,4,0.35,0.179,1.95,0.0511679040233311,0.0936016903389155,88.3,0.0937,25.6,up
STT3A,4,-0.226,0.116,-1.95,0.051168972305209,0.0936016903389155,51.9,0.0251,6.23,down
SMAD7,4,0.162,0.083,1.95,0.051212660084235,0.0936749816420548,35.1,0.0096,4.62,up
RP11-85G20.1,2,0.2,0.102,1.95,0.0512689918888361,0.0937713886014324,0,0,0.69,up
TEX9,4,0.16,0.082,1.95,0.0512938218371208,0.0938078993534698,0,0,1.27,up
MIR4709,4,0.252,0.13,1.95,0.0512962078779819,0.0938078993534698,81.4,0.0456,16.12,up
DXO,4,-0.134,0.069,-1.95,0.0513053197416407,0.0938179291429437,0,0,1.07,down
NDUFB1,4,-0.252,0.129,-1.95,0.051318614083727,0.0938356051369046,82.8,0.0435,17.49,down
AC002310.12,3,0.216,0.111,1.95,0.0513633642902514,0.0939107913193174,8,0.0034,2.17,up
ZFP37,4,0.252,0.129,1.95,0.0513744023737574,0.0939243332858458,0,0,1.54,up
RP11-338K17.8,4,0.472,0.243,1.95,0.0514300989825244,0.0940195137181235,75.7,0.1623,12.32,up
SLC25A32,4,-0.226,0.116,-1.95,0.0514545072847747,0.0940574864946931,48,0.0232,5.76,down
RPS15AP40,2,0.292,0.15,1.95,0.051469569354436,0.0940783704440377,0,0,0.19,up
LINC00926,4,0.375,0.192,1.95,0.0514820092158831,0.0940944587915766,0,0,1.04,up
RN7SKP176,3,0.27,0.139,1.95,0.0514940726070574,0.0941098568335877,0,0,0.04,up
MRPL11,4,-0.286,0.147,-1.95,0.0514998441570196,0.0941137546299127,87.1,0.056,23.34,down
TUBGCP3,4,0.084,0.043,1.95,0.0515234551057651,0.0941502503077228,22.2,0.0017,3.86,up
PAFAH1B3,3,-0.58,0.298,-1.95,0.0515506778989927,0.0941933403871103,87.7,0.2037,16.23,down
ZNF788,4,0.365,0.187,1.95,0.0515836440679716,0.0942469179269579,53,0.0696,6.39,up
ARHGEF38,4,0.188,0.097,1.95,0.0516298081941616,0.0943245997834142,53.8,0.0184,6.49,up
MAF,4,0.278,0.143,1.95,0.0516456560123126,0.0943468884801846,73.7,0.0456,11.39,up
RPL35AP32,3,0.281,0.144,1.95,0.0516553858113621,0.0943579983491115,0,0,0.02,up
PTOV1-AS1,4,0.162,0.083,1.95,0.0516988210700253,0.0944306714798823,22.1,0.0065,3.85,up
CCNB3,3,0.285,0.147,1.95,0.051722095448611,0.0944665120177159,0,0,0.22,up
HCG4P8,3,-0.312,0.161,-1.95,0.051744096986627,0.0945000229107556,0,0,1.04,down
RP11-1365D11.1,2,0.637,0.328,1.95,0.0517526524450708,0.0945089742878847,0,0,0.02,up
RP11-395N21.2,2,0.746,0.384,1.94,0.05177740956059,0.0945475092399817,39.8,0.1296,1.66,up
FAM27C,3,0.771,0.396,1.94,0.0517819860388906,0.0945491907454901,48.5,0.2192,3.89,up
CD24P2,2,-2.27,1.167,-1.94,0.0517952468957748,0.0945667277786475,92.6,2.5256,13.51,down
FBXL22,4,0.642,0.33,1.94,0.0518076585162556,0.0945827119266207,78.1,0.2467,13.67,up
RP11-152N13.16,4,-0.345,0.177,-1.94,0.0518119002250356,0.0945837794621908,27.3,0.0386,4.13,down
TDGF1,2,0.68,0.349,1.94,0.0518211662861445,0.0945940182669801,0,0,0.81,up
RP11-404P21.8,3,-0.548,0.282,-1.94,0.0518884870739323,0.0947102208666326,85.8,0.1963,14.08,down
CDK12,4,-0.268,0.138,-1.94,0.0518946293503424,0.0947147479724264,91.5,0.0581,35.49,down
TNRC6B,4,0.23,0.118,1.94,0.0519128674504556,0.0947413494029484,71.7,0.0383,10.58,up
ASTE1,4,0.2,0.103,1.94,0.0519425289949711,0.0947887934753356,59.1,0.0229,7.34,up
RP11-334C17.3,2,0.37,0.19,1.94,0.051963919944303,0.0948211390884332,0,0,0.01,up
LINC00449,2,-0.584,0.301,-1.94,0.0519752240501629,0.0948350754732567,0,0,0.14,down
ITGAE,4,-0.248,0.127,-1.94,0.0519851002203724,0.0948464046345734,74.3,0.0403,11.68,down
PIK3CD,4,-0.113,0.058,-1.94,0.0519904078835661,0.0948493975806274,0,0,1,down
CTC-326K19.6,3,-0.238,0.123,-1.94,0.0520306397023622,0.0949129240673654,56.6,0.024,4.61,down
CTNNA1P1,4,-0.093,0.048,-1.94,0.0520325684484679,0.0949129240673654,0,0,1.56,down
PHBP10,2,-0.343,0.176,-1.94,0.0520530884325275,0.0949436586191038,0,0,0.18,down
DSN1,4,-0.199,0.102,-1.94,0.0520658806513204,0.0949602945607328,68.9,0.0218,9.66,down
PIR,4,-0.148,0.076,-1.94,0.0520805521348257,0.094980355409331,0,0,0.71,down
ZBTB6,4,0.186,0.096,1.94,0.0520926331052013,0.0949933067168753,77.6,0.0224,13.41,up
RP11-498D10.8,2,-0.637,0.328,-1.94,0.0520949993223074,0.0949933067168753,36.5,0.079,1.57,down
LMCD1-AS1,3,0.529,0.272,1.94,0.052121185160945,0.0950343555165796,0,0,0.5,up
RP11-841O20.2,4,-0.439,0.226,-1.94,0.0521292535131506,0.095042366619493,78.6,0.1572,14.05,down
LINC00476,4,0.146,0.075,1.94,0.0521483198685755,0.0950667176803711,0,0,1.37,up
RNF170,4,0.077,0.04,1.94,0.0521499609669465,0.0950667176803711,23.8,0.0015,3.94,up
CDC42EP5,3,-0.758,0.39,-1.94,0.0521828169605151,0.0951199082293864,89.2,0.3988,18.49,down
RP4-800G7.2,4,0.308,0.159,1.94,0.0522373644296345,0.095212628161245,0,0,2.98,up
GOT2P3,2,-0.426,0.22,-1.94,0.0522652407609333,0.0952567251808032,0,0,0.04,down
USP17L1,2,-1.236,0.637,-1.94,0.05227357745122,0.0952652062569302,78.8,0.6396,4.73,down
GNAS,4,0.206,0.106,1.94,0.0522853710352821,0.0952799856588836,85.9,0.0322,21.27,up
LUZP1,4,-0.259,0.134,-1.94,0.0523188483842926,0.0953342746661508,89.4,0.0462,28.37,down
NABP2,4,-0.383,0.197,-1.94,0.0523262565736838,0.095341056711642,92.2,0.1183,38.34,down
NRGN,2,0.688,0.355,1.94,0.0523410403967066,0.0953569504460218,51.7,0.1528,2.07,up
MAGOHB,4,-0.103,0.053,-1.94,0.0523434541276723,0.0953569504460218,0,0,1.23,down
DOCK11P1,4,-0.275,0.142,-1.94,0.05234604014973,0.0953569504460218,14,0.0122,3.49,down
ZDHHC18,4,-0.062,0.032,-1.94,0.052358053539766,0.0953721175260587,0,0,2.81,down
MTCO1P12,4,0.271,0.14,1.94,0.0523973536143086,0.0954369826676393,80.9,0.0475,15.74,up
PAICSP1,4,0.318,0.164,1.94,0.0524070145308228,0.0954478574625168,0,0,0.62,up
CCDC138,4,-0.22,0.114,-1.94,0.052453443433241,0.0955256908151913,32.8,0.0177,4.47,down
LSM1,4,-0.141,0.073,-1.94,0.05248973414155,0.0955850513157115,66.6,0.0114,8.98,down
MAL,4,0.843,0.435,1.94,0.0524975556628963,0.0955925640428858,90.1,0.5404,30.44,up
PAXIP1-AS2,4,0.103,0.053,1.94,0.0526713915941454,0.0959023493270663,0,0,0.64,up
MRPL48P1,2,0.49,0.253,1.94,0.0526841497945532,0.0959188265723161,0,0,0,up
LINC01122,4,-0.124,0.064,-1.94,0.052727650478007,0.095991268527006,0,0,0.8,down
RP11-374P20.4,2,0.398,0.205,1.94,0.0527862232253389,0.0960880549768568,0,0,0,up
MARCH2,4,0.333,0.172,1.94,0.0527882451734518,0.0960880549768568,86.7,0.0676,22.49,up
CCDC51,4,-0.239,0.123,-1.94,0.0528216550748989,0.0961421032271067,82.8,0.0364,17.4,down
CTC-454I21.4,3,0.747,0.386,1.94,0.052826196786525,0.096143603805973,73.7,0.3186,7.61,up
RP4-613B23.1,4,0.407,0.21,1.94,0.0528421031449269,0.0961646323963243,62.4,0.1029,7.99,up
CTD-2619J13.14,4,-0.159,0.082,-1.94,0.0528451871423198,0.0961646323963243,0,0,1.37,down
DTWD2,4,-0.112,0.058,-1.94,0.0528829584775214,0.0962265961771925,0,0,2.81,down
FMO2,3,-1.483,0.766,-1.94,0.0528969936733236,0.096245363655775,95.5,1.6735,44.18,down
CRELD2,4,-0.343,0.177,-1.94,0.05294494278872,0.0963258300708676,91.8,0.0972,36.76,down
RP11-804A23.4,4,-0.334,0.172,-1.94,0.0529745395217277,0.0963728979524489,61.4,0.0617,7.77,down
FMNL3,4,-0.245,0.127,-1.93,0.0530082382469123,0.0964274211575565,77.8,0.0419,13.49,down
REPS1,4,0.159,0.082,1.93,0.0530191957623778,0.0964355198383732,82.9,0.0173,17.55,up
KYAT3,4,-0.146,0.076,-1.93,0.0530201473902593,0.0964355198383732,62.7,0.0119,8.05,down
UNC13D,3,-0.914,0.473,-1.93,0.0530349662452027,0.0964556899631477,92.8,0.4955,27.62,down
HLA-V,3,0.485,0.251,1.93,0.0531336430573845,0.0966283605706787,0,0,0.01,up
ICE2,4,0.076,0.039,1.93,0.0531452090673471,0.0966425991223979,21.5,0.0014,3.82,up
RNF144A-AS1,2,-0.617,0.319,-1.93,0.0531661037765458,0.0966737983743377,0,0,0.52,down
METTL14,4,0.16,0.083,1.93,0.053174256762047,0.0966818261436614,80.7,0.0166,15.58,up
VAPA,4,-0.12,0.062,-1.93,0.0532079307116694,0.096736251927922,63.4,0.0076,8.2,down
FOXD3-AS1,2,0.559,0.289,1.93,0.0532281016330831,0.0967661222069347,0,0,0.11,up
MLLT3,4,0.146,0.076,1.93,0.0532330144043186,0.0967682516554186,40.4,0.0085,5.04,up
PDE6D,4,-0.159,0.082,-1.93,0.053276325161753,0.0968401766802712,64,0.0139,8.32,down
CMC1,4,-0.145,0.075,-1.93,0.0533056792257923,0.0968836950057945,68.5,0.012,9.51,down
AC002310.10,3,-0.328,0.17,-1.93,0.0533077584143002,0.0968836950057945,0,0,0.6,down
TPBGL,2,0.664,0.344,1.93,0.0533360174134493,0.0969282430003831,0,0,0.77,up
LRRC14,4,0.064,0.033,1.93,0.0533468775888443,0.0969411678464041,0,0,1.54,up
SHC4,4,0.667,0.345,1.93,0.053352120380271,0.0969426322539119,81.2,0.3355,15.96,up
SLC35F6,4,0.235,0.122,1.93,0.0533551797917738,0.0969426322539119,83.5,0.0393,18.2,up
RP11-540B6.6,4,0.184,0.095,1.93,0.0533689250349358,0.0969607949637244,0,0,1.31,up
AF129075.5,3,0.406,0.21,1.93,0.0534138709404822,0.0970356365810655,0,0,0.02,up
AC009403.2,4,-0.204,0.106,-1.93,0.0534374380357925,0.0970716320661425,0,0,0.56,down
CTD-2574D22.6,4,-0.249,0.129,-1.93,0.0534649668554455,0.0971148186494305,58.5,0.033,7.23,down
ENTHD1,3,-1.184,0.613,-1.93,0.0534968468537856,0.0971659021788139,78.2,0.8736,9.19,down
MYO15A,2,0.605,0.313,1.93,0.0535208902173944,0.0972027459155038,45.7,0.092,1.84,up
IDE,4,-0.419,0.217,-1.93,0.0535268113065568,0.0972066737559883,87.9,0.1363,24.85,down
RP11-798G7.8,3,0.509,0.264,1.93,0.0535428752102283,0.0972290194788559,49.5,0.1037,3.96,up
RPL7L1P4,2,-0.636,0.329,-1.93,0.0536050133805925,0.0973350228921402,0,0,0.77,down
RP3-355L5.4,4,-0.233,0.121,-1.93,0.0536396021295852,0.0973909911884586,0.9,6e-04,3.03,down
FAM193B,4,-0.139,0.072,-1.93,0.0536583823099534,0.0974182507415861,0,0,1.43,down
GLA,4,-0.27,0.14,-1.93,0.0537127059348099,0.0975100320276496,67.3,0.046,9.19,down
RP11-514P8.7,4,0.139,0.072,1.93,0.0537287918683801,0.0975323886077894,0,0,1.14,up
NBPF13P,3,0.517,0.268,1.93,0.0537681388591437,0.0975969642397988,48.9,0.1041,3.92,up
MKLN1,4,0.306,0.158,1.93,0.0537769700253231,0.0975996929031634,94.2,0.0801,51.94,up
MMAA,4,0.237,0.123,1.93,0.053777189280969,0.0975996929031634,49.2,0.0275,5.9,up
LDHAP3,4,-0.352,0.182,-1.93,0.0537898465576356,0.0976158147184035,60.2,0.0737,7.54,down
RP11-512N21.3,2,0.49,0.254,1.93,0.0538193106389165,0.097657415767409,0,0,0.06,up
RAB1C,3,-0.121,0.063,-1.93,0.0538209898963059,0.097657415767409,34.3,0.0046,3.04,down
APOC1,3,1.268,0.658,1.93,0.0538240976555991,0.097657415767409,85.9,1.0872,14.21,up
TPD52L2,4,-0.279,0.145,-1.93,0.053843487947444,0.0976857444074559,92.9,0.0626,41.98,down
CACNA1G,4,1.024,0.531,1.93,0.053851410650785,0.0976932654185245,90.1,0.7224,30.19,up
NRG1,4,0.38,0.197,1.93,0.0538826003653992,0.0977429917134721,70.1,0.0911,10.03,up
CCDC167,4,-0.431,0.224,-1.93,0.0538911026341593,0.0977515589122587,83.3,0.1395,17.97,down
RP11-2K6.1,3,0.382,0.198,1.93,0.0538962680361114,0.0977540726848517,0,0,1.59,up
EEFSEC,4,-0.082,0.043,-1.93,0.0539072324728143,0.0977612741189923,0,0,0.44,down
RPS27AP19,3,0.232,0.12,1.93,0.0539077981551604,0.0977612741189923,0.6,5e-04,2.01,up
PPM1AP1,3,0.438,0.227,1.93,0.0539303351096488,0.0977952876166274,0,0,1.82,up
ZNF696,4,0.214,0.111,1.93,0.0539424575138895,0.0978074751899279,66,0.0262,8.81,up
LYSMD3,4,-0.134,0.069,-1.93,0.0539446193003527,0.0978074751899279,41,0.0071,5.09,down
SHROOM4,4,0.394,0.204,1.93,0.0539652576942062,0.0978380362402179,78.8,0.1074,14.13,up
RP11-216L13.17,3,-0.084,0.044,-1.93,0.0539816916756469,0.0978567527919357,0,0,0.32,down
POLK,4,0.343,0.178,1.93,0.0539831483465566,0.0978567527919357,83.2,0.0965,17.91,up
IL6ST,4,0.082,0.043,1.93,0.0539945712241085,0.0978705999117207,0,0,0.94,up
CD72,4,0.278,0.144,1.93,0.0540293146833791,0.0979267130322998,66.3,0.0483,8.89,up
ZNF782,4,0.371,0.193,1.93,0.0540771318771488,0.0980024526773883,87.5,0.1205,23.94,up
UQCR10,4,-0.224,0.116,-1.93,0.0540786809701394,0.0980024526773883,83.7,0.0376,18.41,down
VGLL3,4,0.854,0.443,1.93,0.0540909472518971,0.0980178140351059,92.7,0.6288,41.13,up
CTD-3220F14.1,2,0.904,0.47,1.93,0.0541089559527418,0.0980435783075322,45.6,0.2182,1.84,up
HMGN5,4,0.214,0.111,1.93,0.0541287061588859,0.0980702493872881,36.9,0.0178,4.75,up
HRAS,4,-0.236,0.123,-1.93,0.0541312589024484,0.0980702493872881,78.5,0.0372,13.97,down
LINC01003,4,0.357,0.185,1.93,0.0541673084149777,0.0981286870382422,55.4,0.059,6.73,up
DALRD3,4,0.12,0.062,1.93,0.0541740458121696,0.0981340188321862,55.8,0.0071,6.78,up
RP11-305K5.1,3,1.026,0.533,1.93,0.0541825445523043,0.0981425402549758,90.5,0.7196,21,up
NFAT5,4,0.291,0.151,1.93,0.0541961844655641,0.0981603722000945,85.1,0.0718,20.19,up
BIN2,3,-0.697,0.362,-1.93,0.0542044049153936,0.0981683865787929,88.6,0.3252,17.56,down
SCN4A,2,1.055,0.548,1.92,0.0542390966244954,0.0982243379845924,72.7,0.441,3.66,up
FAM47E-STBD1,4,0.294,0.153,1.92,0.0542433412140902,0.09822514717925,58.2,0.0506,7.18,up
CREBZF,4,0.264,0.137,1.92,0.0542647690706139,0.0982570699553597,76.2,0.0512,12.62,up
PREX1,4,-0.115,0.06,-1.92,0.0542783456905995,0.0982747730445688,8.5,0.0016,3.28,down
NIT2,4,-0.106,0.055,-1.92,0.0542883099201475,0.0982859336255561,48,0.0049,5.76,down
RAI1,4,0.181,0.094,1.92,0.0543171112359418,0.098331193743011,54.3,0.0159,6.56,up
SUFU,4,-0.226,0.118,-1.92,0.0543280193454631,0.0983440574153875,71.6,0.0305,10.56,down
RP4-657E11.10,4,0.506,0.263,1.92,0.0543663598224161,0.0984065736193555,55.5,0.1466,6.74,up
ADAM15,4,0.142,0.074,1.92,0.0543810945846853,0.098426356216816,68.8,0.0111,9.61,up
CASD1,4,0.095,0.049,1.92,0.0544163175207327,0.0984832157551067,13.7,0.0015,3.47,up
CHKB-CPT1B,4,-0.136,0.071,-1.92,0.0544216137135818,0.0984859093960312,0,0,1.43,down
RP11-93G5.1,2,0.373,0.194,1.92,0.0544315315783777,0.0984911283321463,0,0,0,up
RNF138,4,-0.126,0.066,-1.92,0.0544321136861932,0.0984911283321463,33.6,0.0057,4.52,down
EPB41,4,0.302,0.157,1.92,0.0544392545149449,0.0984971583612826,88.4,0.0798,25.92,up
RP11-566K11.5,4,0.134,0.07,1.92,0.0544541803508629,0.0985172720057862,11.4,0.0031,3.39,up
RP11-475E11.2,2,0.549,0.286,1.92,0.0544599154607538,0.0985207563458722,1.1,0.004,1.01,up
SPRED1,4,0.132,0.068,1.92,0.0544670361584972,0.098526746622141,43.8,0.0075,5.34,up
RBAK,4,-0.136,0.071,-1.92,0.0544790941889323,0.0985416666971498,59.2,0.0095,7.35,down
CTD-2651C21.3,3,0.276,0.143,1.92,0.054488331399994,0.0985514827503108,0,0,0.07,up
MIR503HG,2,0.725,0.377,1.92,0.0545016359135761,0.0985686533297483,0,0,0.1,up
ADAMTS3,4,0.471,0.245,1.92,0.0545134590676612,0.0985831425902664,65.2,0.1502,8.63,up
SUCLG2P2,4,0.117,0.061,1.92,0.0545654478370095,0.0986702609841582,0,0,1.08,up
LRRC24,3,0.215,0.112,1.92,0.0545721722573181,0.0986755217605757,42.9,0.0161,3.5,up
LRIF1,4,0.171,0.089,1.92,0.0547054241091925,0.0989095483509371,27.6,0.0093,4.14,up
H3F3AP6,4,-0.195,0.101,-1.92,0.054738178134458,0.098960532403108,69,0.0219,9.67,down
SLC15A4,4,-0.164,0.085,-1.92,0.0547412750189942,0.098960532403108,75,0.0173,12,down
PDP1,4,-0.18,0.094,-1.92,0.0547845535531446,0.0990318488327182,55.5,0.0158,6.74,down
SAMD10,4,-0.267,0.139,-1.92,0.0547891800515333,0.0990332904362888,51.6,0.0319,6.2,down
CYB5RL,4,0.139,0.073,1.92,0.054796544312198,0.0990396800901949,0,0,1.79,up
RP11-325O24.5,2,-0.562,0.293,-1.92,0.0548353111715866,0.0991028221746849,0,0,0,down
CCDC175,4,0.2,0.104,1.92,0.054839209460804,0.099102937888544,0,0,0.62,up
ARL5A,4,-0.308,0.161,-1.92,0.0548430385864031,0.099102937888544,77.9,0.0637,13.56,down
GBP7,2,-0.625,0.326,-1.92,0.0548519124450843,0.0991120485873731,0,0,0.02,down
RAB21,4,0.047,0.025,1.92,0.0549583587783219,0.0992922102728071,0,0,2.68,up
PCNPP5,4,0.126,0.066,1.92,0.0549592979533524,0.0992922102728071,0,0,0.59,up
CTC-487M23.8,4,-0.221,0.115,-1.92,0.054997636219919,0.0993504031752251,58.2,0.0277,7.18,down
LIPM,4,-0.433,0.226,-1.92,0.0549991908700461,0.0993504031752251,77,0.1258,13.02,down
C3orf18,4,0.384,0.2,1.92,0.0550465624429576,0.0994290307301246,73,0.0993,11.1,up
SLC1A3,4,-0.589,0.307,-1.92,0.0550530799284126,0.0994308401356214,94.3,0.3268,52.27,down
MYH3,4,1.202,0.626,1.92,0.0550552529222949,0.0994308401356214,95,1.4328,59.69,up
RP11-295P9.13,4,0.074,0.039,1.92,0.0551270681466858,0.0995535882241224,0,0,1.16,up
AC064850.4,4,-0.491,0.256,-1.92,0.0551957231142427,0.0996706124852875,81,0.1765,15.77,down
PMPCA,4,-0.236,0.123,-1.92,0.0552214729113949,0.0997101490770956,84.9,0.036,19.83,down
AC156455.1,2,0.633,0.33,1.92,0.0552396506522548,0.0997360086889995,0,0,0.02,up
AC093484.4,3,-0.29,0.152,-1.92,0.0552883020636514,0.0998168815143292,0,0,0.57,down
RP5-1139B12.3,3,-0.372,0.194,-1.92,0.0553003732475563,0.09983170612653,24.8,0.0301,2.66,down
BCL2L14,3,-0.978,0.51,-1.92,0.0553136903691649,0.0998369775709272,77.8,0.6021,8.99,down
RPL35P5,4,0.154,0.08,1.92,0.0553137144521053,0.0998369775709272,0,0,1.34,up
NF1,4,0.225,0.118,1.92,0.0553148735149779,0.0998369775709272,79.3,0.0358,14.47,up
AC117947.1,2,0.53,0.276,1.92,0.0553236797166727,0.0998459041373263,28.5,0.046,1.4,up
NADSYN1,4,-0.227,0.119,-1.92,0.0553295862551379,0.0998495966301205,78.3,0.0366,13.82,down
SEPT7P3,4,0.183,0.096,1.92,0.0554242481989764,0.100013448365194,0,0,0.73,up
NPM1P35,2,-0.543,0.284,-1.92,0.0554450729147576,0.100044046732754,0,0,0.65,down
CTB-131K11.1,4,0.104,0.054,1.92,0.0554531767577748,0.100051689128921,0,0,1.06,up
WTIP,4,0.369,0.193,1.91,0.0555584729917208,0.100234678115086,71.3,0.0983,10.47,up
UAP1L1,4,-0.322,0.168,-1.91,0.05558127555793,0.100268822698633,62.7,0.0648,8.03,down
ARHGAP5,4,-0.163,0.085,-1.91,0.0555951135345916,0.100286791495235,76.5,0.0162,12.74,down
SSU72,4,-0.213,0.112,-1.91,0.0556669641358104,0.100409398173415,89.2,0.0371,27.68,down
KRT8P3,2,0.873,0.456,1.91,0.0556936618231906,0.100450548772315,50.8,0.2696,2.03,up
HNRNPA1P26,4,-0.171,0.089,-1.91,0.0557046753217845,0.100463136627226,12.8,0.0045,3.44,down
LINC00989,2,1.208,0.632,1.91,0.0557084095850475,0.100463136627226,64.1,0.5347,2.78,up
SRGN,4,-0.7,0.366,-1.91,0.0557127980597239,0.100464045807481,90.8,0.3834,32.61,down
MED27,4,-0.243,0.127,-1.91,0.0557466576175597,0.100518094856425,56.8,0.0345,6.94,down
MEI1,2,-0.692,0.362,-1.91,0.0557750785421782,0.100562330527354,76.4,0.2001,4.24,down
RP11-536C10.12,4,-0.203,0.106,-1.91,0.0558431083964966,0.100677969856893,0,0,1.51,down
SUMO2P17,4,-0.323,0.169,-1.91,0.0558607851572919,0.100702819217132,63.3,0.0673,8.18,down
HMGN2P23,3,-1.333,0.697,-1.91,0.0558962198653668,0.100759675954687,93.3,1.3388,29.75,down
ZNF285,4,0.678,0.354,1.91,0.0559185797329914,0.100792957433556,63.4,0.3122,8.19,up
AC104699.1,2,0.558,0.292,1.91,0.0559265549711225,0.100800307858754,12.3,0.0232,1.14,up
PTPN14,4,0.463,0.242,1.91,0.0559328345942409,0.100804601348021,94.9,0.2065,58.41,up
RP11-1277A3.1,4,0.408,0.213,1.91,0.0559568797014801,0.100840909740739,71.3,0.1212,10.45,up
CTD-2369P2.4,3,-0.462,0.242,-1.91,0.0560904673463679,0.101074607917959,91.2,0.1476,22.65,down
L3MBTL4-AS1,2,0.841,0.44,1.91,0.0561106990896635,0.101099199972357,66.6,0.2583,2.99,up
RP11-159F24.6,2,-1.091,0.571,-1.91,0.0561119322457152,0.101099199972357,81.2,0.5306,5.31,down
DANCR,4,-0.28,0.146,-1.91,0.0561255433378179,0.101116215278973,73.3,0.0523,11.25,down
FOXN3-AS1,4,-0.258,0.135,-1.91,0.0561291951268257,0.101116215278973,25.8,0.019,4.04,down
WDR34,3,-0.384,0.201,-1.91,0.056141806721537,0.101131890865429,91.8,0.0926,24.49,down
SMC5,4,0.074,0.039,1.91,0.0561596903316136,0.101157060431566,0,0,0.48,up
AC010894.3,2,0.621,0.325,1.91,0.0561655977772554,0.101160656052293,0,0,0.01,up
RP11-90O23.1,4,0.144,0.075,1.91,0.0561873076606754,0.101192711185552,0,0,2.16,up
C9orf139,3,-0.348,0.182,-1.91,0.056191741250136,0.101193649609631,0,0,0.52,down
DENND1A,4,-0.187,0.098,-1.91,0.0562041407041542,0.101208932338108,65.6,0.0214,8.71,down
CTD-3105H18.18,3,0.377,0.197,1.91,0.0562281970242387,0.101245202439078,21.2,0.036,2.54,up
PCGF2,4,0.155,0.081,1.91,0.0562369827366571,0.101253972955162,54.7,0.0124,6.62,up
PRR5,3,-0.318,0.167,-1.91,0.0562492903466322,0.101267893765368,87.7,0.0641,16.26,down
RPS26P28,4,-0.222,0.116,-1.91,0.0562525452260686,0.101267893765368,0,0,2.71,down
LCE1C,4,0.742,0.388,1.91,0.056272969959595,0.101297612404995,79.3,0.3764,14.5,up
DMAP1,4,0.158,0.083,1.91,0.056318923597392,0.101373278580482,35.2,0.0095,4.63,up
MUC12,2,1.196,0.627,1.91,0.0563311907260749,0.101388303196882,84.6,0.6652,6.49,up
XKR9,4,0.479,0.251,1.91,0.0563501965817867,0.101415453649108,0,0,2.79,up
ACSL6,4,-0.369,0.193,-1.91,0.0563913819677104,0.101482514835295,0,0,0.36,down
ERF,4,0.136,0.071,1.91,0.0564398441648805,0.101562661203678,0,0,0.34,up
IMPDH1P8,2,-0.594,0.312,-1.91,0.0564521997619815,0.101577827650194,0,0,0.35,down
RP11-121C2.3,4,-0.173,0.091,-1.91,0.0564708644026397,0.101604343437209,0,0,1.38,down
HMGN1P4,4,-0.197,0.103,-1.91,0.0565416605169018,0.101724645771365,4.4,0.0023,3.14,down
AP000347.4,4,0.306,0.161,1.91,0.0565772581288148,0.101781609810368,0,0,2.88,up
SBF2,4,0.179,0.094,1.91,0.0566681275662127,0.10193799216668,74.2,0.0216,11.61,up
CD244,2,-0.869,0.456,-1.91,0.0566788507927967,0.101950191035878,82.7,0.3446,5.77,down
RP11-270C12.3,4,-0.189,0.099,-1.91,0.0567051711400906,0.101990441332914,60.1,0.0199,7.51,down
