pathway,collection,gsea_nes,gsea_padj,gsea_size,ora_padj,ora_fold,ora_k,ora_setsize,gsea_sig,ora_sig
GOBP_2FE_2S_CLUSTER_ASSEMBLY,GO:BP,1.44841349899208,0.142791508664354,11,1,0.570518653321201,1,11,FALSE,FALSE
GOBP_2_OXOGLUTARATE_METABOLIC_PROCESS,GO:BP,0.940389326202154,0.650267967569053,16,1,0.784463148316652,2,16,FALSE,FALSE
GOBP_3_UTR_MEDIATED_MRNA_DESTABILIZATION,GO:BP,1.11981035824561,0.423410058428948,22,1,0.570518653321201,2,22,FALSE,FALSE
GOBP_3_UTR_MEDIATED_MRNA_STABILIZATION,GO:BP,1.80059018984915,0.0285525985603245,23,1,0.272856747240574,1,23,TRUE,FALSE
GOBP_7_METHYLGUANOSINE_CAP_HYPERMETHYLATION,GO:BP,1.7636761984966,0.0335130444872328,10,,,,,TRUE,FALSE
GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS,GO:BP,-1.058548131507,0.505860800485261,23,1,0.272856747240574,1,23,FALSE,FALSE
GOBP_ACETYL_COA_METABOLIC_PROCESS,GO:BP,-0.918855845607832,0.687098398159615,41,1,0.91839588095608,6,41,FALSE,FALSE
GOBP_ACIDIC_AMINO_ACID_TRANSPORT,GO:BP,-1.22724046503022,0.221125160216274,66,0.788586078744843,1.1410373066424,12,66,FALSE,FALSE
GOBP_ACID_SECRETION,GO:BP,1.00956960167266,0.55342605156038,30,0.129469489029263,2.0919017288444,10,30,FALSE,FALSE
GOBP_ACROSOME_ASSEMBLY,GO:BP,0.892743901037411,0.708843403605397,23,0.719442465053918,1.36428373620287,5,23,FALSE,FALSE
GOBP_ACROSOME_REACTION,GO:BP,-1.63186651547239,0.0407873535976718,29,0.553228151642349,1.51482538985284,7,29,FALSE,FALSE
GOBP_ACTIN_CROSSLINK_FORMATION,GO:BP,0.70944952938919,0.895733293317327,14,1,0.896529312361887,2,14,FALSE,FALSE
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT,GO:BP,-1.87498355154631,0.000146392749799891,124,0.0762698032840671,1.5689262966333,31,124,FALSE,FALSE
GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,GO:BP,-1.61589153496925,0.00549625780269678,169,1,0.854090054971976,23,169,FALSE,FALSE
GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION,GO:BP,-1.55518608281821,0.035769661572717,55,1,0.798726114649682,7,55,FALSE,FALSE
GOBP_ACTIN_FILAMENT_NETWORK_FORMATION,GO:BP,-1.51350300804454,0.1434433193361,14,1,0.896529312361887,2,14,FALSE,FALSE
GOBP_ACTIN_FILAMENT_ORGANIZATION,GO:BP,-1.33195342303804,0.00763939005171324,434,1,0.809768411165576,56,434,FALSE,FALSE
GOBP_ACTIN_FILAMENT_POLYMERIZATION,GO:BP,-1.16177391405873,0.25838610673512,143,1,0.702176804087632,16,143,FALSE,FALSE
GOBP_ACTIN_FILAMENT_SEVERING,GO:BP,-1.82234940672179,0.0226377241689223,16,1,0.784463148316652,2,16,FALSE,FALSE
GOBP_ACTIN_MEDIATED_CELL_CONTRACTION,GO:BP,-2.04711637077207,2.15505977291413e-05,101,0.0869825200077341,1.61552806782043,26,101,FALSE,FALSE
GOBP_ACTIN_MYOSIN_FILAMENT_SLIDING,GO:BP,-1.98104233220903,0.00293062747535009,10,0.117262721583506,3.13785259326661,5,10,FALSE,FALSE
GOBP_ACTIN_NUCLEATION,GO:BP,1.2867619381868,0.197758825862753,55,1,0.684622383985441,6,55,FALSE,FALSE
GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION,GO:BP,-1.04180792152236,0.458106663539601,171,1,0.660600545950864,18,171,FALSE,FALSE
GOBP_ACTION_POTENTIAL,GO:BP,-1.81503471661954,0.000264812523002985,145,0.00499063310290834,1.77450974239905,41,145,FALSE,TRUE
GOBP_ACTION_POTENTIAL_PROPAGATION,GO:BP,-0.892231676712193,0.683381038883574,11,0.157795262997224,2.85259326660601,5,11,FALSE,FALSE
GOBP_ACTIVATED_T_CELL_PROLIFERATION,GO:BP,1.96236566680034,0.00150264481797075,41,0.0964724554308064,1.98985774207151,13,41,TRUE,FALSE
GOBP_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS,GO:BP,0.851277513756381,0.732877645643095,10,0.906741278758732,1.25514103730664,2,10,FALSE,FALSE
GOBP_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY,GO:BP,-0.929311141057927,0.628101738286794,14,1,0.896529312361887,2,14,FALSE,FALSE
GOBP_ACTIVATION_OF_GTPASE_ACTIVITY,GO:BP,1.30392961152675,0.229795157870999,21,1,0.896529312361887,3,21,FALSE,FALSE
GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE,GO:BP,2.34864571284406,3.0270809882759e-15,299,0.430749153033336,1.17538291119017,56,299,TRUE,FALSE
GOBP_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY,GO:BP,1.97513053033342,0.00730637545367632,15,0.355067484635544,2.0919017288444,5,15,TRUE,FALSE
GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY,GO:BP,1.69228244322069,0.0267895335652143,46,0.288988277211897,1.63714048344345,12,46,TRUE,FALSE
GOBP_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY,GO:BP,-1.78272881333658,0.0159922907368115,41,1,0.765329900796733,5,41,FALSE,FALSE
GOBP_ACTOMYOSIN_CONTRACTILE_RING_ORGANIZATION,GO:BP,1.84311206436906,0.0179123695653359,10,0.594213709778933,1.88271155595996,3,10,TRUE,FALSE
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION,GO:BP,-2.04024720525202,3.70700830353634e-07,192,0.464951366060086,1.20938068698817,37,192,FALSE,FALSE
GOBP_ACUTE_INFLAMMATORY_RESPONSE,GO:BP,1.86414415709228,0.00127595351230808,93,4.4546638410143e-05,2.36182453256626,35,93,TRUE,TRUE
GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,GO:BP,1.12699355375163,0.42461786001609,28,0.0439514499216131,2.46545560899519,11,28,FALSE,TRUE
GOBP_ACUTE_PHASE_RESPONSE,GO:BP,2.12635136720989,0.000256409018982105,34,0.0297636355943426,2.3995343360274,13,34,TRUE,TRUE
GOBP_ACYLGLYCEROL_HOMEOSTASIS,GO:BP,-1.52614960625984,0.115072778034658,30,0.398324147552931,1.67352138307552,8,30,FALSE,FALSE
GOBP_ACYL_COA_BIOSYNTHETIC_PROCESS,GO:BP,-1.10576372544706,0.388074411520914,54,1,0.697300576281468,6,54,FALSE,FALSE
GOBP_ACYL_COA_METABOLIC_PROCESS,GO:BP,-1.24904427692801,0.180838698965002,98,0.99198586966751,0.960567120387737,15,98,FALSE,FALSE
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,GO:BP,2.33483313639645,7.75829336538396e-17,352,0.00972554530165731,1.44412534121929,81,352,TRUE,TRUE
GOBP_ADAPTIVE_THERMOGENESIS,GO:BP,-1.15086277190784,0.254584177445328,156,0.210341350684685,1.36778189962903,34,156,FALSE,FALSE
GOBP_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY,GO:BP,-2.14994639449476,0.000997908250112966,17,0.24615437055853,2.2149547717176,6,17,FALSE,FALSE
GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,GO:BP,-1.68553149641301,0.00273241128395571,141,0.00290082121530356,1.82485044431108,41,141,FALSE,TRUE
GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,GO:BP,-1.46307211983178,0.0635303361001177,72,0.0869825200077341,1.74325144070367,20,72,FALSE,FALSE
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,GO:BP,-1.61506510874066,0.00103503757030225,209,0.000410677194615365,1.77161055505005,59,209,FALSE,TRUE
GOBP_ADHERENS_JUNCTION_ASSEMBLY,GO:BP,-0.841656542611963,0.742216488868275,15,1,0.418380345768881,1,15,FALSE,FALSE
GOBP_ADHERENS_JUNCTION_ORGANIZATION,GO:BP,-1.18980307838897,0.263928053891043,54,0.644324793180605,1.27838438984936,11,54,FALSE,FALSE
GOBP_ADHESION_OF_SYMBIONT_TO_HOST,GO:BP,-0.803477802596557,0.788330338511477,14,0.55559567973604,1.79305862472377,4,14,FALSE,FALSE
GOBP_ADHESION_OF_SYMBIONT_TO_HOST_CELL,GO:BP,-0.980981649889281,0.579270783383949,10,0.594213709778933,1.88271155595996,3,10,FALSE,FALSE
GOBP_ADIPOSE_TISSUE_DEVELOPMENT,GO:BP,-0.890791950777332,0.770787744320469,72,0.546065307701476,1.30743858052775,15,72,FALSE,FALSE
GOBP_ADP_TRANSPORT,GO:BP,1.03871340031148,0.544988880047336,10,,,,,FALSE,FALSE
GOBP_ADRENAL_GLAND_DEVELOPMENT,GO:BP,-1.69415177693828,0.0372231480461139,20,1,0.313785259326661,1,20,FALSE,FALSE
GOBP_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY,GO:BP,-1.92429056119991,0.00511617196418987,26,0.134052103493028,2.17235948764611,9,26,FALSE,FALSE
GOBP_ADULT_BEHAVIOR,GO:BP,-1.70093081458283,0.00245774617513493,132,0.0932137217894551,1.5213830755232,32,132,FALSE,FALSE
GOBP_ADULT_HEART_DEVELOPMENT,GO:BP,-1.3325581587026,0.263714669444612,10,0.303676489292972,2.51028207461329,4,10,FALSE,FALSE
GOBP_ADULT_LOCOMOTORY_BEHAVIOR,GO:BP,-1.63948336586184,0.012411651070172,76,0.869420558875526,1.07347588717015,13,76,FALSE,FALSE
GOBP_AGGREPHAGY,GO:BP,0.833496009739208,0.785259518056218,17,1,0.369159128619601,1,17,FALSE,FALSE
GOBP_ALANINE_TRANSPORT,GO:BP,1.74751426145865,0.0460645570931722,16,0.655369444735246,1.5689262966333,4,16,TRUE,FALSE
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS,GO:BP,1.06907056224349,0.451635032823525,132,0.412712693843348,1.2836669699727,27,132,FALSE,FALSE
GOBP_ALCOHOL_CATABOLIC_PROCESS,GO:BP,0.936824052246497,0.663264317924472,31,0.610175830929717,1.41709471953976,7,31,FALSE,FALSE
GOBP_ALCOHOL_METABOLIC_PROCESS,GO:BP,1.15712558592437,0.219680670190732,318,0.000588017381052091,1.59852867958865,81,318,FALSE,TRUE
GOBP_ALDEHYDE_BIOSYNTHETIC_PROCESS,GO:BP,0.753003457445783,0.852995621316177,16,0.655369444735246,1.5689262966333,4,16,FALSE,FALSE
GOBP_ALDEHYDE_CATABOLIC_PROCESS,GO:BP,0.679239153660541,0.908899638532961,10,,,,,FALSE,FALSE
GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,1.05019013099833,0.493855119572788,69,0.719442465053918,1.18237923804249,13,69,FALSE,FALSE
GOBP_ALKALOID_METABOLIC_PROCESS,GO:BP,1.49796066738833,0.121722197028303,16,0.655369444735246,1.5689262966333,4,16,FALSE,FALSE
GOBP_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS,GO:BP,1.37009789481132,0.132847011511059,52,1,0.724119829215371,6,52,FALSE,FALSE
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS,GO:BP,1.0950425071044,0.401396153858459,177,0.825631269028654,1.06367884517512,30,177,FALSE,FALSE
GOBP_ALPHA_BETA_T_CELL_ACTIVATION,GO:BP,2.40690651987802,1.17765141611282e-12,204,9.89738258333352e-05,1.845795643098,60,204,TRUE,TRUE
GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION,GO:BP,2.2595874499897,1.04860835394142e-08,141,0.0093944781626739,1.73583334946663,39,141,TRUE,TRUE
GOBP_ALPHA_BETA_T_CELL_PROLIFERATION,GO:BP,1.92480237834742,0.00256203913635077,40,0.151813592196556,1.88271155595996,12,40,TRUE,FALSE
GOBP_ALPHA_LINOLENIC_ACID_METABOLIC_PROCESS,GO:BP,-1.56850699963458,0.124521921852743,10,0.594213709778933,1.88271155595996,3,10,FALSE,FALSE
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,GO:BP,1.43849521773602,0.118740446875639,79,1,0.397196530793241,5,79,FALSE,FALSE
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION,GO:BP,-1.26631714231434,0.116508242354628,223,0.86561841627917,1.04126050180147,37,223,FALSE,FALSE
GOBP_AMELOGENESIS,GO:BP,1.06111480385644,0.50871767308797,19,0.984968811334459,0.990900818926297,3,19,FALSE,FALSE
GOBP_AMIDE_BIOSYNTHETIC_PROCESS,GO:BP,-1.02118366508068,0.497653072354692,163,1,0.770025176261744,20,163,FALSE,FALSE
GOBP_AMIDE_CATABOLIC_PROCESS,GO:BP,1.26796859299415,0.271006189165962,11,0.367902175932515,2.2820746132848,4,11,FALSE,FALSE
GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,1.30195870136883,0.0636753795397417,426,0.841992878465082,1.0312191621064,70,426,FALSE,FALSE
GOBP_AMIDE_TRANSPORT,GO:BP,1.07822053975828,0.401338952675762,262,0.336643548981712,1.22160673478318,51,262,FALSE,FALSE
GOBP_AMINE_BIOSYNTHETIC_PROCESS,GO:BP,1.37832435784821,0.152297948906847,32,0.654722182695088,1.37281050955414,7,32,FALSE,FALSE
GOBP_AMINE_CATABOLIC_PROCESS,GO:BP,1.27467114975337,0.25838610673512,18,0.506693934048772,1.74325144070367,5,18,FALSE,FALSE
GOBP_AMINE_METABOLIC_PROCESS,GO:BP,-0.970778118392655,0.610051203147623,77,0.777355997263282,1.1410373066424,14,77,FALSE,FALSE
GOBP_AMINE_TRANSPORT,GO:BP,-1.38192609930291,0.106954420161702,64,0.0592175358725511,1.86309997725205,19,64,FALSE,FALSE
GOBP_AMINOGLYCAN_BIOSYNTHETIC_PROCESS,GO:BP,1.12759470582826,0.401762558832005,38,0.499747367215725,1.48635122838945,9,38,FALSE,FALSE
GOBP_AMINOGLYCAN_CATABOLIC_PROCESS,GO:BP,1.79619137436345,0.0177702466449042,27,0.157795262997224,2.0919017288444,9,27,TRUE,FALSE
GOBP_AMINOGLYCAN_METABOLIC_PROCESS,GO:BP,1.51315936884208,0.0589158876952168,72,0.135393564287637,1.65608886866849,19,72,FALSE,FALSE
GOBP_AMINO_ACID_ACTIVATION,GO:BP,2.00146607510423,0.00195807890769785,29,,,,,TRUE,FALSE
GOBP_AMINO_ACID_BETAINE_METABOLIC_PROCESS,GO:BP,-1.18059989353633,0.362096840748411,19,0.331528691535675,1.98180163785259,6,19,FALSE,FALSE
GOBP_AMINO_ACID_BETAINE_TRANSPORT,GO:BP,-0.988366755603543,0.569299857587916,12,0.719442465053918,1.5689262966333,3,12,FALSE,FALSE
GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS,GO:BP,1.14163576992418,0.34310085227195,62,1,0.708547359769879,7,62,FALSE,FALSE
GOBP_AMINO_ACID_CATABOLIC_PROCESS,GO:BP,1.12686757654301,0.374659779945942,96,0.579919469899798,1.24206665150137,19,96,FALSE,FALSE
GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE,GO:BP,1.20600242186715,0.292866062761282,44,0.831189429132839,1.1410373066424,8,44,FALSE,FALSE
GOBP_AMINO_ACID_METABOLIC_PROCESS,GO:BP,1.2662844311846,0.148235866549189,235,1,0.881269238959983,33,235,FALSE,FALSE
GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,GO:BP,1.42181910587506,0.0843805038251384,86,0.719442465053918,1.16757305795967,16,86,FALSE,FALSE
GOBP_AMINO_ACID_TRANSPORT,GO:BP,1.17345716750305,0.268028467351232,133,0.608659519596547,1.17964383205512,25,133,FALSE,FALSE
GOBP_AMINO_SUGAR_BIOSYNTHETIC_PROCESS,GO:BP,1.22775371092878,0.323618284670251,13,,,,,FALSE,FALSE
GOBP_AMINO_SUGAR_CATABOLIC_PROCESS,GO:BP,1.15787690607314,0.370177346747636,11,1,0.570518653321201,1,11,FALSE,FALSE
GOBP_AMINO_SUGAR_METABOLIC_PROCESS,GO:BP,0.86881731770477,0.739968398876404,37,1,0.848068268450434,5,37,FALSE,FALSE
GOBP_AMPA_GLUTAMATE_RECEPTOR_CLUSTERING,GO:BP,-0.941705822021631,0.615640808012222,10,0.594213709778933,1.88271155595996,3,10,FALSE,FALSE
GOBP_AMP_BIOSYNTHETIC_PROCESS,GO:BP,1.8638707134464,0.014369573456401,10,1,0.627570518653321,1,10,TRUE,FALSE
GOBP_AMP_METABOLIC_PROCESS,GO:BP,1.96378796990539,0.00435069515060378,19,0.984968811334459,0.990900818926297,3,19,TRUE,FALSE
GOBP_AMYLOID_BETA_CLEARANCE,GO:BP,1.41355409733525,0.132109547684511,37,0.632546716946981,1.35690922952069,8,37,FALSE,FALSE
GOBP_AMYLOID_BETA_FORMATION,GO:BP,-1.04357882527426,0.523129501262842,41,1,0.153065980159347,1,41,FALSE,FALSE
GOBP_AMYLOID_BETA_METABOLIC_PROCESS,GO:BP,-0.893536161992611,0.751440206092813,54,1,0.813517338995046,7,54,FALSE,FALSE
GOBP_AMYLOID_FIBRIL_FORMATION,GO:BP,1.16392969273952,0.335558232876271,40,0.562328090389784,1.41203366696997,9,40,FALSE,FALSE
GOBP_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS,GO:BP,-1.76651977219776,0.0413068960489101,13,0.777355997263282,1.44823965843074,3,13,FALSE,FALSE
GOBP_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS,GO:BP,1.02032719575782,0.544196415179409,54,1,0.348650288140734,3,54,FALSE,FALSE
GOBP_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS,GO:BP,0.918523146712419,0.68008944557003,71,1,0.618731497263838,7,71,FALSE,FALSE
GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS,GO:BP,1.58393472016519,0.115594603527227,23,0.9287787116854,1.0914269889623,4,23,FALSE,FALSE
GOBP_ANATOMICAL_STRUCTURE_ARRANGEMENT,GO:BP,-0.870835789508666,0.700692154195104,16,1,0.784463148316652,2,16,FALSE,FALSE
GOBP_ANATOMICAL_STRUCTURE_MATURATION,GO:BP,1.18856289915803,0.217890500708239,230,0.0104589101611775,1.55528345927127,57,230,FALSE,TRUE
GOBP_ANATOMICAL_STRUCTURE_REGRESSION,GO:BP,-1.29025165963273,0.278151028683007,11,0.944829045454405,1.1410373066424,2,11,FALSE,FALSE
GOBP_ANDROGEN_METABOLIC_PROCESS,GO:BP,-0.921163534753852,0.669654659616656,24,0.944829045454405,1.0459508644222,4,24,FALSE,FALSE
GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,GO:BP,-0.920245332108786,0.693855782230585,46,1,0.409285120860862,3,46,FALSE,FALSE
GOBP_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING,GO:BP,-1.05066485395657,0.499932420887811,27,0.868087644964407,1.16216762713578,5,27,FALSE,FALSE
GOBP_ANGIOTENSIN_ACTIVATED_SIGNALING_PATHWAY,GO:BP,-1.01489638444853,0.563921330122542,19,0.788586078744843,1.32120109190173,4,19,FALSE,FALSE
GOBP_ANIMAL_ORGAN_FORMATION,GO:BP,-1.5898713412901,0.0296997514813365,55,0.937040972683617,1.02693357597816,9,55,FALSE,FALSE
GOBP_ANIMAL_ORGAN_MATURATION,GO:BP,-1.19918957536043,0.311119104982029,28,0.506693934048772,1.5689262966333,7,28,FALSE,FALSE
GOBP_ANIMAL_ORGAN_REGENERATION,GO:BP,1.40022408811385,0.146650136511264,42,0.111441516833357,1.94248017678409,13,42,FALSE,FALSE
GOBP_ANOIKIS,GO:BP,-0.820343238603197,0.838704950454466,32,,,,,FALSE,FALSE
GOBP_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION,GO:BP,-0.850350922911458,0.801881582983945,43,0.496872913326769,1.45946632244958,10,43,FALSE,FALSE
GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION,GO:BP,-2.08315811342212,2.45633018830413e-07,179,0.976425191560974,0.981674554318044,28,179,FALSE,FALSE
GOBP_ANTEROGRADE_AXONAL_TRANSPORT,GO:BP,-0.816965066478568,0.862770163251562,45,1,0.697300576281468,5,45,FALSE,FALSE
GOBP_ANTEROGRADE_DENDRITIC_TRANSPORT,GO:BP,0.768362248907077,0.84036143835194,11,,,,,FALSE,FALSE
GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE,GO:BP,1.35760610809584,0.148702706791988,46,0.0290389689074174,2.1828539779246,16,46,FALSE,TRUE
GOBP_ANTIBACTERIAL_INNATE_IMMUNE_RESPONSE,GO:BP,1.40045705258775,0.195570630486832,10,1,0.627570518653321,1,10,FALSE,FALSE
GOBP_ANTIFUNGAL_INNATE_IMMUNE_RESPONSE,GO:BP,1.86523400371053,0.0218906317711365,15,0.594213709778933,1.67352138307552,4,15,TRUE,FALSE
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION,GO:BP,2.06895574143967,8.34867223865537e-06,114,0.594213709778933,1.21110100090992,22,114,TRUE,FALSE
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN,GO:BP,1.8317891963387,0.0157256175974311,30,0.239810150254111,1.88271155595996,9,30,TRUE,FALSE
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN,GO:BP,2.09225233099675,0.0011069543916804,23,0.303676489292972,1.90999723068402,7,23,TRUE,FALSE
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN,GO:BP,1.48871707709086,0.0894238709634546,51,1,0.861371300112402,7,51,FALSE,FALSE
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN,GO:BP,1.58864039495751,0.0518818330778283,42,1,0.747107760301573,5,42,FALSE,FALSE
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,GO:BP,1.59124380991832,0.102379305674704,10,0.906741278758732,1.25514103730664,2,10,FALSE,FALSE
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II,GO:BP,1.17027281618776,0.373348353207026,28,1,0.672396984271416,3,28,FALSE,FALSE
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,GO:BP,1.95885173391054,0.000816049661683443,66,0.655369444735246,1.2361237488626,13,66,TRUE,FALSE
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,GO:BP,2.07112328687224,0.000610772909354915,37,0.468501147277787,1.52652288321078,9,37,TRUE,FALSE
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_IB,GO:BP,1.955103882069,0.0085694574272886,15,0.355067484635544,2.0919017288444,5,15,TRUE,FALSE
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II,GO:BP,1.38807813280067,0.149972612632462,32,0.978587630542299,0.980578935395814,5,32,FALSE,FALSE
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB,GO:BP,1.84612829369976,0.0176456207961864,23,0.161234531076505,2.1828539779246,8,23,TRUE,FALSE
GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,GO:BP,2.19693049378457,4.41300600116084e-10,209,0.199049132849201,1.32120109190173,44,209,TRUE,FALSE
GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE,GO:BP,2.29770199987559,9.40098200441743e-07,78,1.8416881413048e-10,3.21831035206831,40,78,TRUE,TRUE
GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE,GO:BP,2.29871799244098,4.79850291944385e-08,111,6.37296919806769e-13,3.05304576642156,54,111,TRUE,TRUE
GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE,GO:BP,2.10764904358837,7.35524531614477e-05,66,0.530492907536194,1.3312101910828,14,66,TRUE,FALSE
GOBP_AORTA_DEVELOPMENT,GO:BP,-1.512496065558,0.0591156535000923,65,1,0.772394484496395,8,65,FALSE,FALSE
GOBP_AORTA_MORPHOGENESIS,GO:BP,-1.75464363447086,0.0123718827025388,33,1,0.380345768880801,2,33,FALSE,FALSE
GOBP_AORTIC_VALVE_MORPHOGENESIS,GO:BP,-1.52212795420156,0.0823917002868237,34,1,0.369159128619601,2,34,FALSE,FALSE
GOBP_APICAL_JUNCTION_ASSEMBLY,GO:BP,1.06328007146073,0.477399748666418,60,1,0.836760691537762,8,60,FALSE,FALSE
GOBP_APICAL_PROTEIN_LOCALIZATION,GO:BP,0.884242310722633,0.689166959988538,16,1,0.392231574158326,1,16,FALSE,FALSE
GOBP_APOPTOTIC_CELL_CLEARANCE,GO:BP,-1.05644886206159,0.484429433573789,42,0.462054378260411,1.49421552060315,10,42,FALSE,FALSE
GOBP_APOPTOTIC_DNA_FRAGMENTATION,GO:BP,1.33179321684341,0.213015363366488,17,0.462054378260411,1.845795643098,5,17,FALSE,FALSE
GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES,GO:BP,1.80691216303597,0.00195809655469416,106,1,0.88807148866036,15,106,TRUE,FALSE
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT,GO:BP,0.974705772226203,0.615640808012222,33,0.678746825280159,1.3312101910828,7,33,FALSE,FALSE
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_MORPHOGENESIS,GO:BP,1.0079991259897,0.563428348937106,23,0.719442465053918,1.36428373620287,5,23,FALSE,FALSE
GOBP_APPENDAGE_DEVELOPMENT,GO:BP,-1.73521255309847,0.000683719980071429,179,1,0.911554943295327,26,179,FALSE,FALSE
GOBP_APPENDAGE_MORPHOGENESIS,GO:BP,-1.91867432412354,4.22385529356624e-05,138,0.877612372184282,1.0459508644222,23,138,FALSE,FALSE
GOBP_ARACHIDONATE_METABOLIC_PROCESS,GO:BP,0.890312221576389,0.74080277875462,47,0.303676489292972,1.60230770719997,12,47,FALSE,FALSE
GOBP_ARACHIDONATE_SECRETION,GO:BP,1.22821293741265,0.31460434388104,20,0.594213709778933,1.5689262966333,5,20,FALSE,FALSE
GOBP_ARF_PROTEIN_SIGNAL_TRANSDUCTION,GO:BP,-0.708133074611913,0.916453159625121,21,1,0.298843104120629,1,21,FALSE,FALSE
GOBP_ARGININE_METABOLIC_PROCESS,GO:BP,1.10504211112136,0.464037689513991,20,0.831189429132839,1.25514103730664,4,20,FALSE,FALSE
GOBP_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS,GO:BP,1.36138087404797,0.188466978008127,18,0.290924701964477,2.0919017288444,6,18,FALSE,FALSE
GOBP_AROMATIC_AMINO_ACID_METABOLIC_PROCESS,GO:BP,1.04589646259073,0.50969187612924,34,0.364288399923891,1.6612160787882,9,34,FALSE,FALSE
