gene,cls,trend_slope,trend_FDR,spearman_rho,mu_NN,mu_PN,mu_PP,pn_frac
RP11-709A23.1,early_PN,-0.670818267947399,1.92765351831369e-10,-0.614,0.686032288051594,-0.0771127813407847,-0.646960615253001,0.573
COL18A1-AS1,early_PN,-0.665452205116912,2.89496804312071e-09,-0.608,-0.467754458458724,-1.18651963081193,-1.79366771017875,0.542
TDRD5,early_PN,-0.663428461046612,1.28531703138223e-06,-0.486,-0.780910712731906,-1.51569001002906,-2.10108777151457,0.557
DHRS2,early_PN,-0.662177037249176,0.00278006856238108,-0.291,-0.794865234022592,-1.49717028638842,-2.11546252485884,0.532
RP11-809C18.3,early_PN,-0.655044999678084,2.34919207757946e-06,-0.5,-1.33957409229153,-2.13447363935698,-2.63657091280075,0.613
MDGA2,early_PN,-0.654956022764493,2.69805505981225e-07,-0.578,0.47252922294348,-0.1933421452628,-0.836360928248028,0.509
MEF2C-AS1,early_PN,-0.652270126150718,2.3447656701209e-07,-0.542,-1.23046527522234,-2.03001863778532,-2.52121687501639,0.619
SLC25A18,early_PN,-0.64870359676178,5.07044136997915e-06,-0.5,0.16393664725705,-0.542048251033816,-1.1281078724063,0.546
RP1-79C4.4,early_PN,-0.646393469055611,8.14162435763056e-06,-0.465,-1.32249917003919,-2.1182664166872,-2.60130173923572,0.622
PRSS51,early_PN,-0.644936578297559,7.29243205217632e-07,-0.539,-0.927235200312037,-1.62668274221469,-2.21200504200654,0.544
LINC01139,early_PN,0.638314360562328,0.000248761160087531,0.457,-0.565629003798686,0.338645200124099,0.686100564168089,0.722
RP11-357N13.6,early_PN,-0.628754398775876,3.76482615927322e-06,-0.585,1.04252633982724,0.253362946556444,-0.199964972109526,0.635
GRIK1,early_PN,-0.628169203733629,2.4467983581991e-11,-0.662,0.785121804782154,0.10784282729755,-0.466618947028805,0.541
DDX3P1,early_PN,-0.627933703536188,2.13846049455169e-05,-0.432,-1.29614395751337,-2.13037688273116,-2.5326976371745,0.675
FASN,early_PN,-0.617828976164962,2.43851901335305e-09,-0.6,8.59413086041265,7.93732595310112,7.36212183367551,0.533
COL11A1,early_PN,-0.61083824577753,0.00254870317066685,-0.303,1.09347731238813,0.323978969852066,-0.113345425309502,0.638
RP11-177G23.1,early_PN,-0.607355222280391,5.10934285122887e-06,-0.488,-1.16383045860624,-1.94755296490823,-2.36202940292922,0.654
TM4SF20,early_PN,-0.603722716101957,5.10990014255235e-07,-0.541,-1.31450487997186,-2.02371871468401,-2.51207423657773,0.592
HOXC11,early_PN,0.601644635856248,8.51802317945679e-06,0.495,0.171703822926167,0.897470451678247,1.36337279710681,0.609
C1QB,early_PN,0.600029425893378,4.10652543100733e-05,0.486,1.20327612566683,1.93031041999779,2.39144478519348,0.612
RP11-107E5.3,early_PN,-0.596452286254129,7.51785736483942e-07,-0.527,0.753882399621104,-0.0588149905335251,-0.418777312258466,0.693
COL1A1,early_PN,-0.595647336857872,3.79350816407584e-05,-0.447,8.95261685466154,7.77606776721874,7.81570618672178,1.035
COL1A2,early_PN,-0.595408305975665,2.15939899823317e-07,-0.543,9.75708396132938,9.06648870957052,8.57517874860187,0.584
LINC01252,early_PN,-0.589470380929581,1.14365523950083e-06,-0.53,-1.40985143837067,-2.07211913333121,-2.5819769177096,0.565
SEMA5A-AS1,early_PN,-0.589235047462358,8.19300231676784e-05,-0.446,-0.681524967929828,-1.4772950893294,-1.84065925496167,0.687
RP1-27K12.4,early_PN,-0.576155387983199,2.07771806205274e-07,-0.535,-0.398111595326444,-0.99711424141495,-1.54828341162279,0.521
MSR1,early_PN,0.571927087268942,1.52289381894194e-05,0.447,0.494353911607894,1.20964779839627,1.62478609035166,0.633
RP11-862L9.2,early_PN,-0.570403343008531,3.92586194926269e-09,-0.587,-0.123272258584634,-0.844199265834832,-1.2499869233308,0.64
UBE2QL1,early_PN,-0.568916369108957,1.37027998166848e-05,-0.451,1.25542600196535,0.591817908536474,0.126458300351592,0.588
SPDYE16,early_PN,-0.565010928889106,3.38572719378564e-08,-0.564,0.0669354805448738,-0.520448167363221,-1.06099184389938,0.521
BMP2KL,early_PN,-0.562524651062116,3.02851502404821e-05,-0.436,-0.791617590064998,-1.47655284824355,-1.90520681454657,0.615
RP11-221J22.2,early_PN,0.551086901724674,3.30532757410816e-06,0.48,-1.44869267589836,-0.864433585840169,-0.349624451800624,0.532
TMEM14EP,early_PN,-0.546600657756325,4.58185207449516e-07,-0.543,1.87959265045675,1.30427134752758,0.789080160948495,0.528
RP11-408O19.5,early_PN,-0.541501924947164,1.19790015203032e-06,-0.532,-1.17631145779498,-2.06317648168517,-2.22698242394637,0.844
KRT18P57,early_PN,-0.541342241071417,1.27249151204269e-05,-0.474,-0.939703872571158,-1.63065587802415,-2.00838189272265,0.647
CTC-505O3.3,early_PN,-0.540728064817666,1.92482066642186e-05,-0.475,-1.06128197819144,-1.64931083198783,-2.13830980927467,0.546
RIMS4,early_PN,-0.539754052721145,0.000559427007186807,-0.352,-0.740989312203451,-1.62795326404903,-1.78799163652105,0.847
LINC02085,early_PN,0.539240419904143,4.49095465611951e-06,0.476,-1.4574032022173,-0.859392818491711,-0.384424404791741,0.557
ZBED3,early_PN,-0.538286853852005,3.9165512218513e-12,-0.666,1.7986409552033,1.14540801015818,0.732828497368274,0.613
RP11-981G7.6,early_PN,-0.53741297947596,1.23902775517983e-05,-0.464,-0.614913928311922,-1.42021229221088,-1.6646604650051,0.767
LHX2,early_PN,-0.535603236735509,0.00293341593609831,-0.356,0.364962367689905,-0.43178438350903,-0.681795857200972,0.761
PRR16,early_PN,-0.533695174823873,0.000153174680751881,-0.434,-1.33791120533445,-1.97993363941209,-2.39515995997578,0.607
AC018890.6,early_PN,-0.532563734991103,8.77796369034998e-06,-0.48,-1.43380038558774,-2.14042582532164,-2.48263220360027,0.674
WSCD2,early_PN,0.532154798229655,5.20040756037628e-05,0.391,-0.642872818266395,-0.102038411317198,0.420624193465357,0.509
WNT7A,early_PN,0.529062973981905,1.80188764622093e-06,0.503,0.202746220614749,0.746023534659497,1.25954142245617,0.514
VSIG1,early_PN,0.528663911927648,4.3862986688705e-07,0.549,-1.66771914067449,-1.11019991502866,-0.613092750489062,0.529
RP1-138B7.6,early_PN,-0.528064937544868,0.00204516033518052,-0.321,0.0322667600200383,-0.50070917699591,-1.02340334743544,0.505
RP11-182L21.5,early_PN,-0.527183770104337,1.24486562373042e-05,-0.497,-0.59316296903747,-1.21486209144915,-1.63868198458491,0.595
C1GALT1P1,early_PN,-0.526029449834181,2.14046537901725e-05,-0.464,-0.979347142831047,-1.53709115081011,-2.02843692644562,0.532
RP11-2J18.1,early_PN,-0.525297719217703,1.02326666235877e-05,-0.461,-0.958432096395294,-1.63796636985019,-1.99458791290142,0.656
KNOP1P2,early_PN,-0.524458591174623,7.53885781467662e-05,-0.447,-1.04859581318158,-1.58705352787504,-2.09620239797531,0.514
RP11-575M22.1,early_PN,-0.523655396362191,0.000104013422316223,-0.446,-0.528109581323112,-1.40888149536696,-1.54198713556828,0.869
TKTL1,early_PN,0.518600603894554,0.000410064067579831,0.372,-2.42462240773984,-1.77755836932854,-1.39944794312671,0.631
AC006019.4,early_PN,-0.514299371649255,0.00156676379028975,-0.387,-0.969501835722827,-1.58653255483989,-1.98848287312109,0.606
RP11-887P2.5,early_PN,-0.513862017846312,3.22909558314882e-05,-0.494,-0.306212906573154,-1.01135559635063,-1.31602925106556,0.698
EGLN3P1,early_PN,-0.513009511732149,7.02838427790153e-05,-0.445,-1.05446286525707,-1.70782351463145,-2.06734221910854,0.645
RP11-330C7.3,early_PN,-0.511129867581137,1.87682953622537e-05,-0.467,-0.789556139884691,-1.46332051154455,-1.79659003728647,0.669
AC005363.9,early_PN,0.511105652312329,0.000234598588986158,0.423,-1.43897658184508,-0.788840633721152,-0.429781289657706,0.644
TEX41,early_PN,-0.510557756417959,7.01990721240539e-07,-0.524,1.63004095807865,0.946662870008538,0.625104879898098,0.68
HMGB3P9,early_PN,-0.508154353997777,0.0001519825835168,-0.451,-1.15745883333612,-1.7615706733344,-2.16478400415409,0.6
MYO16,early_PN,-0.505880068918366,4.97601093282555e-05,-0.432,-0.664133952708427,-1.27043393255593,-1.66649278126955,0.605
RN7SL648P,early_PN,-0.501099581895313,3.11244661579317e-05,-0.444,-0.1930201815035,-0.832645623932624,-1.18225055807355,0.647
DBIL5P2,early_PN,-0.499654129691867,7.98345984469725e-05,-0.445,-1.42957051798086,-2.3050447522205,-2.3936945096018,0.908
DOCK4-AS1,early_PN,-0.496751088959346,5.38647585221334e-05,-0.427,-0.870447310756906,-1.48908362314362,-1.85253859743933,0.63
KCNV2,early_PN,-0.495663977759568,0.000312074610008843,-0.389,-0.953146029487506,-1.6361969439342,-1.92693082519197,0.701
RP11-81M19.3,early_PN,0.492407914058038,0.000157316176810069,0.391,-0.711020575758306,0.0202266976594878,0.251435118159734,0.76
RP11-529A4.7,early_PN,0.48579594518937,0.000241443110793099,0.423,-1.46679020784913,-0.925768895969032,-0.500368514768063,0.56
RP11-44N11.1,early_PN,-0.48556128190754,8.13781715763653e-06,-0.49,-1.2674043537443,-1.82210647846074,-2.23205395377353,0.575
SNORA74B,early_PN,-0.482044824514408,6.29141588678151e-06,-0.427,0.557846828808698,0.0420519662206197,-0.403083142591861,0.537
SLC24A2,early_PN,-0.479592264844726,0.00014990623538765,-0.411,-1.46918299222194,-2.0381534817756,-2.41999993499343,0.598
RP11-1060J15.4,early_PN,-0.477919520660011,1.61881356452523e-05,-0.445,-0.229132581897938,-0.810957916431837,-1.17524396380536,0.615
RP11-11C20.3,early_PN,-0.477307378630756,8.11655298305104e-06,-0.471,-1.06366937562224,-1.67161275640041,-2.00605399398646,0.645
SGK2,early_PN,-0.477253408150267,0.0272572838131819,-0.274,2.21956721625478,1.61242126080477,1.27722093662933,0.644
CH17-76K2.6,early_PN,-0.475526505511541,2.11479384623932e-05,-0.46,0.534704616484393,0.0226648656624646,-0.412930025525581,0.54
RP11-159F24.6,early_PN,0.475517033588037,4.9477105879885e-05,0.441,-1.91639190212982,-1.43932558899664,-0.965502878461785,0.502
GPR22,early_PN,-0.474122520833557,0.000193848202200704,-0.4,1.16217241943156,0.649205723598374,0.217563968350403,0.543
C2CD4A,early_PN,0.472502595829036,0.000441829945368371,0.364,-1.11433043210607,-0.512096028074367,-0.181470728733265,0.646
RP11-752D24.2,early_PN,-0.472246625068222,0.000168410485452566,-0.449,-0.5188894352252,-1.05665365034259,-1.45724893039865,0.573
RP11-508N12.2,early_PN,-0.471824515592851,2.29584878577573e-05,-0.512,-0.723066389991701,-1.28263705050041,-1.65850062952439,0.598
STAB2,early_PN,-0.470635605651772,0.0014352457296559,-0.381,0.430888693749938,-0.0664853275748778,-0.507879267819999,0.53
RP11-775J23.2,early_PN,-0.465398415116758,0.00104406180631627,-0.386,-1.19550554543833,-1.92560482191265,-2.10152108837415,0.806
CTD-2540L5.9,early_PN,-0.464053516520689,0.000160249058480729,-0.43,-1.18407472907011,-1.64867372718432,-2.11213069413984,0.501
RP11-91G21.1,early_PN,0.461373400611781,0.00011286833354943,0.429,-1.86570971208488,-1.18460328144318,-0.963534311037489,0.755
RP11-115H15.2,early_PN,-0.458134614138092,0.000299630944953863,-0.396,-0.999964129859602,-1.67684263247295,-1.89575456136452,0.756
OR5E1P,early_PN,-0.457347483487176,0.00283191951014547,-0.337,-0.831094109913827,-1.45364028088462,-1.73032318034845,0.692
CH17-264L24.1,early_PN,-0.455538765622259,0.000189311282077513,-0.417,0.853762125401466,0.290025673756602,-0.0471859414789394,0.626
KCNIP2,early_PN,-0.451561869813082,5.20354230141118e-07,-0.492,-0.368836252607164,-0.832795469262608,-1.27079935296584,0.514
RAB5CP1,early_PN,-0.450924020432015,0.00122704895548219,-0.358,-1.1832909495053,-1.69847869192887,-2.0791226224991,0.575
RP11-426D19.1,early_PN,-0.447901478635144,0.000658429807188414,-0.359,-0.769915808450346,-1.33948137150898,-1.65432857751178,0.644
RP11-48B3.3,early_PN,-0.445712333582536,0.000302097205641568,-0.421,-1.12922510201752,-1.79828805170942,-1.99973969069802,0.769
RP11-477H21.2,early_PN,-0.442033533456232,0.000124679679183014,-0.423,-0.746641850115045,-1.2880603500806,-1.62140449921977,0.619
PAQR9-AS1,early_PN,0.440422831161037,0.00012923634924863,0.416,-1.95150941690766,-1.35280073487945,-1.08548247155304,0.691
AF131215.1,early_PN,-0.438903517215862,0.000120234890951865,-0.443,-1.0242814433428,-1.86798069965942,-1.86419151190864,1.005
RP13-210D15.8,early_PN,-0.43566899807283,0.00035759850692406,-0.375,-1.11297361953282,-1.89193188474054,-1.9521728840119,0.928
KSR2,early_PN,-0.435184054962032,2.82219336742356e-05,-0.48,-0.942358788985625,-1.45075254640789,-1.80587300859614,0.589
BNIP3P8,early_PN,-0.435000792385263,6.27304175913941e-05,-0.41,-1.28731984726123,-1.80007434768655,-2.15004213204188,0.594
RP11-393I2.2,early_PN,-0.433553124754371,6.04480888632983e-05,-0.442,0.0236584787842887,-0.488321078571296,-0.836105490279818,0.595
RP11-702F3.1,early_PN,-0.432667191241364,0.000152278373860409,-0.429,-1.51427531120239,-1.99483915259712,-2.37512561062638,0.558
CHRNA7,early_PN,-0.431383536441695,0.000223485768637452,-0.417,-0.421319343445935,-0.921963197188835,-1.27760226734481,0.585
RP11-401P9.7,early_PN,-0.430774698157119,0.00095376236646576,-0.354,-0.986486326429678,-1.46618302660961,-1.8434556462716,0.56
MGC32805,early_PN,-0.430537060015689,9.54378145478543e-05,-0.433,-1.18675663379634,-1.68866650790856,-2.04114883295183,0.587
CHRFAM7A,early_PN,-0.429763363277836,0.000100848541833196,-0.418,0.0272164292513991,-0.580281880599047,-0.815670756536378,0.721
CTD-2337A12.1,early_PN,-0.422154073903756,5.09886855238225e-06,-0.484,-1.10568439062689,-1.52997606874952,-1.94979241598673,0.503
RP11-329J18.4,early_PN,-0.420181723273925,0.000980845636850628,-0.369,-1.431946614705,-2.09054978077123,-2.24998905239227,0.805
LINC01268,early_PN,-0.419020635014682,3.62549327516742e-05,-0.43,-0.550204009946183,-1.04306021864393,-1.38133279561548,0.593
CTD-2265D6.2,early_PN,-0.418867962754218,0.00387577372668414,-0.328,-1.41304755809625,-1.87639098837161,-2.24661969156908,0.556
RP11-618N24.1,early_PN,-0.418356663513612,0.000135752703663424,-0.424,-1.11061066172126,-1.99252617121919,-1.90392562244621,1.112
ZNF883,early_PN,-0.418188747138715,0.00273311492739767,-0.311,-0.0637194027366255,-0.545041391652073,-0.894186364670185,0.58
GPR21,early_PN,-0.417878590931168,0.00077857182451612,-0.409,-0.951672224152682,-1.3717365734371,-1.78722477537862,0.503
RP11-5N19.3,early_PN,-0.408869487831674,0.00126382341519982,-0.349,-0.872282146147535,-1.39174860231609,-1.67966703670306,0.643
CTD-2302E22.5,early_PN,-0.408234026359748,0.000159105160382251,-0.447,-1.01739701862848,-1.45572627827493,-1.83104755644249,0.539
ITPK1-AS1,early_PN,-0.407427322575276,0.00289401367322801,-0.334,-1.20985420914745,-1.82230631185197,-2.00551444006953,0.77
SYNE4,early_PN,-0.40441560475185,2.44110812968145e-05,-0.446,-0.699670988225924,-1.26008782266633,-1.49389736693354,0.706
SRGAP2-AS1,early_PN,-0.404251683941837,0.000258283141906325,-0.418,-1.13746774576413,-1.74367996411174,-1.92706357401897,0.768
RSPO3,early_PN,0.40375529902347,0.0052004015513496,0.299,-1.75101571783424,-0.856734531005597,-0.989428139796795,1.174
RP5-1024N4.4,early_PN,-0.402813767146018,0.000457092545325676,-0.363,-1.38195074502073,-1.8229157327465,-2.18400656310037,0.55
ULK4P2,early_PN,-0.401376076450966,7.81768031757085e-05,-0.497,-1.07651142363293,-1.48310593441844,-1.87877502685722,0.507
C10orf113,early_PN,-0.395442577910472,0.00302575404640966,-0.338,-1.07018770008364,-1.70593687820672,-1.83857535865861,0.827
RP11-401P9.6,early_PN,-0.389985998434642,0.00125810143280756,-0.346,-1.41051404037236,-1.95503237102644,-2.17601872458588,0.711
DNAJB3,early_PN,-0.386269023505658,0.00992688931249956,-0.265,-0.952721368578684,-1.36616619629129,-1.72271521755398,0.537
ZNF192P1,early_PN,-0.383053431161959,0.00180335804811546,-0.34,-1.39224225437801,-1.84579910477599,-2.15174858854876,0.597
CCDC38,early_PN,-0.382824888991508,0.000183329872015457,-0.407,-0.829022447576989,-1.24957301729156,-1.59114034837719,0.552
RP11-529H22.1,early_PN,-0.381418601266511,0.00156766558544952,-0.387,-1.19044347223847,-1.78745952026406,-1.93309644778642,0.804
AC006548.28,early_PN,-0.377231683179781,0.00831527320923176,-0.287,-1.70865349257475,-2.16494796748494,-2.45571500256566,0.611
RP11-551L14.4,early_PN,-0.371772647031922,5.74803850175792e-05,-0.431,-1.37362185784259,-1.77838238546874,-2.11407882744026,0.547
CHRND,early_PN,-0.369422852339845,0.00159223042539503,-0.339,-1.47797107742139,-2.0039193279995,-2.20216287865991,0.726
CD8BP,early_PN,-0.367195991424854,0.0239633451212485,-0.232,-1.5694917916218,-2.00631658171479,-2.29736512827164,0.6
RP11-142O6.1,early_PN,-0.363539168714139,0.00566190518040247,-0.288,-1.13786652202423,-1.56369666858068,-1.85911317983481,0.59
LHFPL3-AS1,early_PN,-0.354858456439382,0.0232024681495637,-0.25,-0.661017896382698,-1.27619411204334,-1.34636386786419,0.898
AGGF1P2,early_PN,-0.306516581290012,0.0153943649108123,-0.254,-1.44308074360589,-1.79118119022825,-2.052220825867,0.571
CHAC1,late_PP,2.72114191087947,7.96092815826955e-19,0.67,-2.12147021806838,-1.28988847809459,3.49771417447576,0.148
KRT16P3,late_PP,2.54446102246496,7.70628919155755e-22,0.723,-0.812552197414313,-0.043190495924791,4.44255459670539,0.146
LTF,late_PP,2.53033327059482,3.05022390097979e-13,0.641,0.717696198232155,1.18437049392138,5.97156243540811,0.089
ABCG4,late_PP,2.52998344572499,3.47736218470818e-22,0.682,-2.78325883151786,-2.07092489432509,2.44687635650067,0.136
KYNU,late_PP,2.47804349996392,2.37165860969247e-23,0.68,0.872101074466317,1.55715543045165,5.99604766831725,0.134
IGFL1,late_PP,2.39109501388683,5.54724310932427e-21,0.711,-1.47477868499737,-0.809352400408575,3.46896840134441,0.135
KRT77,late_PP,-2.37088356613061,2.52724618193427e-23,-0.653,8.77001490345014,8.7424690301061,3.80886456139268,0.006
RP11-641A6.3,late_PP,-2.33580528359958,2.83722787649078e-23,-0.655,4.17348386684662,4.12341296295798,-0.712117089576507,0.01
H19,late_PP,-2.31479034498758,6.371530859782e-19,-0.723,6.00338642117306,5.31797101472385,1.22126369464959,0.143
WNT2,late_PP,-2.3057191786444,2.59717912281741e-23,-0.704,1.23264328915894,0.952268160399709,-3.56840772189858,0.058
KRT16P1,late_PP,2.28757923392942,2.11657334197538e-22,0.699,-1.46604170783529,-0.943618198939071,3.27437059003706,0.11
CDH12,late_PP,-2.23478078297144,1.63117184015127e-20,-0.695,2.84056806411547,2.33894651759781,-1.79125182146767,0.108
AGR3,late_PP,-2.23079529625652,3.64310420417137e-16,-0.662,1.1213521069768,0.795909943224918,-3.51861759294824,0.07
CHI3L2,late_PP,2.2015172872295,1.28480709513326e-19,0.682,2.68596152068568,3.17413004017993,7.24939975925305,0.107
ERBB4,late_PP,-2.17296148054166,1.17333219432137e-22,-0.724,2.20009441779786,2.104459665501,-2.34030781396024,0.021
TGM6,late_PP,2.16129001958979,7.73450638967942e-18,0.703,-2.87908061254398,-2.44001991157124,1.60473448767118,0.098
KRT6C,late_PP,2.13348933322293,1.19959345792057e-19,0.698,5.3979464307598,5.92722761643369,9.81511101947966,0.12
PRSS22,late_PP,2.12465117214849,5.67752520262986e-19,0.667,0.311852302832734,0.751391458061469,4.71891478740999,0.1
DGAT2L6,late_PP,-2.10736725202157,3.841675690296e-08,-0.507,2.53134570682707,2.03287567763808,-1.83401371058804,0.114
TMPRSS11A,late_PP,2.06729271384018,9.18837632266732e-18,0.642,-3.15978810773881,-2.74238094793216,1.12925955974358,0.097
PRSS27,late_PP,2.05964216864639,4.88763728374566e-24,0.718,0.512419521796845,1.04033240490773,4.77510431231244,0.124
MMP12,late_PP,2.02286039390745,1.36088009532435e-12,0.639,-1.86903406382497,-1.30935959918112,2.31367015009991,0.134
RP11-1008C21.1,late_PP,-2.02001429850734,1.41719003294735e-21,-0.693,1.88071914472779,1.67589131735484,-2.32924715936257,0.049
CTA-384D8.35,late_PP,2.00797187846889,2.78761414204915e-19,0.65,-2.42527801610356,-1.92667809236354,1.73197310136708,0.12
CHRM4,late_PP,-2.00273858966514,1.59716438399031e-21,-0.679,1.60956326646321,1.41967208689683,-2.56563263711348,0.045
HRH2,late_PP,2.00196570835804,5.88141363871756e-21,0.665,-0.119150663295238,0.312955590173059,4.03175095204089,0.104
RP11-557H15.3,late_PP,1.97850704247775,1.95747950427313e-22,0.738,-2.28281193172415,-1.67231070519101,1.80227481977262,0.149
TYMP,late_PP,1.9521866991253,2.67899497087335e-22,0.687,3.79808851933437,4.36023228863874,7.83259769811606,0.139
CTD-2626G11.2,late_PP,-1.9520883397188,3.57639323490137e-20,-0.659,2.81212809099151,2.71256234694192,-1.26548170246504,0.024
SEC14L6,late_PP,-1.95047237701233,7.40204500488593e-12,-0.604,5.04236639010593,4.53609841683347,1.0062152598643,0.125
EPHB2,late_PP,1.91853074709896,6.78792708034814e-21,0.723,0.688845053739952,1.13167030799059,4.66406205524337,0.111
CYP2W1,late_PP,-1.90008938284884,1.38934805500119e-19,-0.66,2.29927711469707,2.26867003991859,-1.6759225328241,0.008
CXCL13,late_PP,1.89610522624388,9.68206235623772e-20,0.734,-3.62444406416739,-3.10562948997376,0.296708300960307,0.132
CTC-327F10.4,late_PP,-1.89276716609827,2.36322928453256e-19,-0.646,2.23918530928267,2.1362734936289,-1.71391523117324,0.026
MMP1,late_PP,1.88756059248483,7.21385042572965e-20,0.718,-3.14516120906014,-2.60779970905692,0.756365577494127,0.138
LINC01215,late_PP,1.86732648571853,5.40688777474349e-18,0.642,-3.30549984789784,-2.84407048917172,0.56077317356971,0.119
KRT6B,late_PP,1.8661249778939,1.1899920710564e-14,0.631,6.69835113005416,6.95137731962369,10.5816193496587,0.065
TNNC1,late_PP,-1.82740436223424,2.24532081611099e-20,-0.692,1.67540834927378,1.51805476167675,-2.13575048239028,0.041
HS3ST3A1,late_PP,1.78033662220027,1.05809351500083e-18,0.709,-1.87308245973531,-1.50362566717388,1.81967731517927,0.1
NPY5R,late_PP,-1.77989742888192,2.24423361172193e-19,-0.648,1.11144597271329,0.971199458113674,-2.60185295816298,0.038
PRKCQ,late_PP,1.77830006349507,1.72602720631107e-20,0.695,-0.683240905585998,-0.292114122362392,3.00322634542401,0.106
AIM2,late_PP,1.77597595201467,2.36392423381236e-18,0.682,-2.53186661765371,-2.01914473191139,1.13835109701833,0.14
CTA-384D8.34,late_PP,1.75983946095983,1.4108158641848e-19,0.664,-3.05055914524545,-2.56524561289674,0.588440858756378,0.133
SYT9,late_PP,-1.75520096777862,1.41719003294735e-21,-0.713,0.914346084240669,0.49960566005161,-2.72154973022406,0.114
IL17A,late_PP,1.75154997718578,7.05137921436484e-21,0.792,-3.90071457836427,-3.36518537045433,-0.283770793304619,0.148
SERPINA3,late_PP,1.74979957911441,8.79820918676566e-12,0.63,1.31976401544362,1.69423707750851,4.9481212040481,0.103
GJB4,late_PP,-1.74826922861291,6.60495519872359e-20,-0.665,5.54080205190117,5.4818279914312,1.88611182789359,0.016
C9orf152,late_PP,-1.74361442888018,3.16278241902734e-22,-0.742,0.534389991619456,0.174478184088931,-3.08238106716878,0.1
KLK13,late_PP,1.73993022574238,6.40631892306076e-25,0.748,2.25934124870407,2.7728147548423,5.85402254425717,0.143
GPR12,late_PP,-1.73136051565466,5.52777260534316e-15,-0.694,1.40870786294438,0.93408125539724,-2.1716685619811,0.133
LINC02159,late_PP,1.72665617682914,9.61577919813362e-18,0.668,-1.92046656964901,-1.48279110834642,1.65352012284151,0.122
PLAT,late_PP,1.725161463192,2.31454010552414e-20,0.757,1.55821134361845,2.04744291204096,5.124241992467,0.137
RP11-986E7.7,late_PP,1.72442644144468,1.06864836387555e-11,0.624,1.31245638731066,1.67577040694332,4.88873657737381,0.102
ALDH1A3,late_PP,1.69418804577308,1.84680953940738e-19,0.708,2.01403274991679,2.49574980508967,5.51592034196991,0.138
PRKCQ-AS1,late_PP,1.69266839088021,2.233948302592e-18,0.694,-1.88611180317254,-1.5629212299676,1.62743545389035,0.092
FOXE1,late_PP,1.6870222014845,4.61637817653991e-19,0.706,0.168080832280638,0.472781317901923,3.67153815594418,0.087
PAMR1,late_PP,-1.68589758389018,2.01065894796633e-20,-0.701,5.10811387227586,4.95344766352495,1.59296486563018,0.044
LRG1,late_PP,1.67982304681535,4.6379300829222e-19,0.71,2.06926979547324,2.53582369779866,5.5425021127559,0.134
RP11-54F2.1,late_PP,-1.67544406125171,1.06179080320349e-22,-0.741,2.3992566795588,2.20108367620094,-1.08993351840625,0.057
PHYHIP,late_PP,-1.67527136976325,2.63834506809278e-22,-0.741,5.04764846601925,4.7556845826534,1.56760051798815,0.084
TEX101,late_PP,1.67512678720141,1.15448379746263e-20,0.727,-2.82892187907617,-2.31661359129794,0.630194730986918,0.148
RP1-34M23.5,late_PP,-1.67381239083525,3.4862183742308e-20,-0.658,3.78261509519083,3.74004789929478,0.282273183619634,0.012
AL591704.7,late_PP,1.67063504706541,3.16884101729787e-23,0.799,-3.87195641066717,-3.41385944820971,-0.417168534690254,0.133
SNTB1,late_PP,-1.65430248041147,5.16717567415319e-20,-0.633,6.01949933487003,5.98461649971704,2.55928435177948,0.01
CPLX3,late_PP,1.6541152630667,9.09733314447652e-18,0.688,-2.82883731758305,-2.35850303367082,0.590218750981585,0.138
KLHDC7B,late_PP,1.65376646330072,2.81939398076158e-16,0.663,-2.75760948289163,-2.33540785468296,0.665222509408449,0.123
ACP7,late_PP,1.64724906109123,7.32205585488251e-24,0.752,3.55982490624278,4.04806429185083,6.9628294820939,0.143
CLDN8,late_PP,-1.64713622909986,2.72950789665546e-21,-0.69,3.78818449125491,3.70339500545011,0.347645174286235,0.025
FMO2,late_PP,1.64525508332736,1.51399653167945e-18,0.735,0.917409548994815,1.40794284986498,4.31602473689206,0.144
ANKRD33B,late_PP,-1.64313786746167,2.91876203692996e-23,-0.729,6.17051759246165,5.97555288173056,2.74866392677643,0.057
SCARA5,late_PP,-1.64157420605471,1.90485048069031e-18,-0.738,6.55588128853681,6.18540702479374,3.15373253508754,0.109
ZC3H12A,late_PP,1.64078987141318,5.74836857862069e-24,0.694,3.91023242063162,4.37024073340755,7.3023569002236,0.136
CNKSR2,late_PP,-1.64055684389157,9.31929646476196e-21,-0.746,2.24221102928137,1.79124888115863,-1.15027248092117,0.133
RP11-98L5.5,late_PP,-1.63859351808291,3.66535772559902e-19,-0.705,0.830745173367949,0.676786698149429,-2.58543335432817,0.045
CLDN23,late_PP,-1.63502044150195,1.06718351331667e-24,-0.721,4.46283377685714,4.16667002978029,1.06744916726004,0.087
TSPAN8,late_PP,-1.62256764736263,7.45618587628029e-16,-0.68,2.72559582483196,2.59999546516219,-0.659685505842351,0.037
CNGB1,late_PP,1.61336268915048,1.51675185765596e-17,0.675,-3.22860592060822,-2.92813220941175,0.12103208739024,0.09
RP11-527N22.2,late_PP,1.609180668887,5.75548553680217e-21,0.731,-2.7469506791064,-2.37906397286337,0.587620565017773,0.11
PHBP16,late_PP,1.60861141317389,8.20283137954612e-18,0.7,-3.67698122475563,-3.29885226354016,-0.344560665388167,0.113
TPPP,late_PP,-1.60789306903349,4.06253231217489e-21,-0.744,5.94083341127809,5.48245365412593,2.61742986883942,0.138
