gene,cls,trend_slope,trend_FDR,spearman_rho,mu_NN,mu_PN,mu_PP,pn_frac
ZNF107,late_PP,-0.649056179227864,4.48920480100446e-21,-0.708,5.5522144498746,5.38907397161746,4.20861067697294,0.121
ABCC1,late_PP,0.648062917032594,3.72710355328615e-20,0.67,5.04089546501337,5.06819736093613,6.39513692865542,0.02
TTK,late_PP,0.648007634331491,1.27580957448557e-16,0.696,3.25083495269965,3.36660232327746,4.59667854009131,0.086
KIF4A,late_PP,0.647352004344582,1.45656554094972e-16,0.693,2.53338831729652,2.56963650767486,3.88530384809764,0.027
PTGFR,late_PP,-0.64596290546391,3.92638781306857e-08,-0.527,4.10556409174721,4.04067667190342,2.75923800997424,0.048
RP1-117B12.4,late_PP,0.645234112729567,1.43614160147829e-15,0.664,1.30585304335627,1.41469616096883,2.64653817889917,0.081
ADGRE4P,late_PP,-0.644351428631837,5.83146660003804e-07,-0.475,-0.0982035317133613,-0.221073093133053,-1.43572750691992,0.092
RP11-481F24.3,late_PP,-0.644293742542294,1.34931155743092e-06,-0.474,0.417317203162134,0.292208581847596,-0.91987637856999,0.094
VMP1,late_PP,0.644292136807811,3.40481614633003e-25,0.773,5.49831396044901,5.65977062850444,6.83210127725573,0.121
LSMEM2,late_PP,0.644080535738372,1.99292991874086e-14,0.67,1.48010472679945,1.64532083094205,2.81309707307885,0.124
SLCO3A1,late_PP,-0.643717427332247,2.58079933171569e-18,-0.64,5.22188161465063,5.13239737726346,3.8825594641175,0.067
RP4-737E23.2,late_PP,-0.64311145002804,3.72417244346499e-08,-0.537,1.84853272077077,1.70983545425753,0.515086578846101,0.104
SAT1,late_PP,0.64280849694176,7.65904825575045e-17,0.692,5.6588850086871,5.82005199014259,6.98959326789007,0.121
HTRA3,late_PP,-0.642607532453728,5.86655482075355e-07,-0.437,2.76210400125643,2.60899675129964,1.43106193347998,0.115
RNF212,late_PP,-0.642287465812958,2.39002985537984e-10,-0.577,0.913795719562872,0.849670091210306,-0.424906707248307,0.048
AMY2A,late_PP,-0.642273971256542,6.56117929065313e-14,-0.668,-0.550730961230082,-0.686742390222192,-1.88267518890662,0.102
RP11-35J10.5,late_PP,-0.641322427013295,5.33915839020694e-08,-0.548,0.535215229828614,0.4531693657013,-0.799789080501449,0.061
ENPP4,late_PP,-0.640942405383863,8.17102667661488e-10,-0.579,2.51292745212467,2.45163328270177,1.17677598958529,0.046
AC005618.9,late_PP,-0.640361455014254,2.8812270530524e-08,-0.538,-1.26407917910554,-1.40147479654482,-2.59188973689593,0.103
HIST1H2AJ,late_PP,0.640210026043115,2.80800865105659e-14,0.665,4.03182481192402,4.18333051933484,5.35799734876431,0.114
VWA2,late_PP,-0.639939024662941,1.56472886287975e-21,-0.725,3.90680005343344,3.77510900643553,2.57933984253698,0.099
NLRP2,late_PP,0.639801912472667,0.00397078378082753,0.418,2.74590821297267,2.79008228987667,4.08127469936167,0.033
BATF3,late_PP,0.639482202294004,2.36596995267724e-07,0.512,-2.0995195317786,-2.06142333762666,-0.76425338579033,0.029
GOT1,late_PP,0.638942635965605,2.31314725227914e-18,0.692,4.02294473864402,4.13900318363464,5.3497824140299,0.087
BZW1,late_PP,0.63864749040401,5.10137324955937e-21,0.734,6.86612700822011,7.04246866491553,8.18670304835591,0.134
LINC01806,late_PP,0.638608128489698,1.28502279669541e-13,0.673,1.89472575560859,2.06637362436414,3.21565881915117,0.13
ZNF43,late_PP,-0.638247081009348,1.33244749601863e-16,-0.683,4.64812073915194,4.48454041379196,3.32718828863625,0.124
PCDHA5,late_PP,-0.638157076481185,3.40092955555645e-08,-0.55,-0.447198608814897,-0.48593737948343,-1.77963028694003,0.029
BUB1,late_PP,0.63806754936474,2.16310828050496e-14,0.643,3.00023654204736,3.09067906133736,4.32764028090173,0.068
LRRC37A11P,late_PP,-0.637778209551026,3.4969141830997e-05,-0.353,1.07130745965001,0.949562830735516,-0.252560008956853,0.092
ACTBP13,late_PP,-0.637764060059364,3.95922785813895e-05,-0.403,-1.27057522109829,-1.29509097846227,-2.60351563030431,0.018
CENPN,late_PP,0.637669913542058,2.13080983495484e-19,0.712,2.74278516353533,2.90085337744507,4.06302528843523,0.12
ZNF608,late_PP,-0.637513297604053,6.4291717743055e-14,-0.657,2.93502637628658,2.74252081723492,1.61833816893939,0.146
NTRK3,late_PP,-0.637178857225958,2.30583153705706e-06,-0.429,0.76375937591826,0.73839491545834,-0.56787638538762,0.019
UCA1,late_PP,0.636973233515689,3.26579868022628e-09,0.588,-0.338676682969509,-0.265176447203995,0.988022110480919,0.055
ZNF429,late_PP,-0.636762722502712,9.33081086506125e-16,-0.642,3.39108463148171,3.39158320787788,2.05789880135053,0
VWDE,late_PP,-0.636355541075705,0.000168870242653565,-0.374,-0.851276532920462,-0.958862040490138,-2.17349105094102,0.081
RP11-363J20.2,late_PP,-0.636258569841612,5.9098684455127e-09,-0.567,-0.88068477341898,-0.972201470650016,-2.20420063210527,0.069
SYBU,late_PP,-0.636004101043418,1.45296065164235e-19,-0.736,3.41530152373678,3.2251662854644,2.10155109108539,0.145
RP11-439H13.2,late_PP,-0.635487315884084,1.67971689667069e-08,-0.535,-0.0658268302419814,-0.146151474109362,-1.38877577596456,0.061
P4HTM,late_PP,-0.634767513189754,9.42926447381573e-15,-0.627,3.5695576584732,3.55399270819589,2.24205290533004,0.012
MAP6,late_PP,-0.634079071976186,1.1360592071923e-09,-0.577,1.25268107781797,1.06161762725603,-0.056952176322279,0.146
CTB-36H16.2,late_PP,-0.63391929418605,1.18561297172397e-19,-0.739,1.80469636061147,1.62599093869153,0.494240662145112,0.136
PCDHA3,late_PP,-0.633471558831802,1.66215379573394e-11,-0.628,-0.25061027807608,-0.429696915547546,-1.56009289947314,0.137
PHYHIPL,late_PP,-0.633423555931995,1.46808717740013e-12,-0.605,2.52155425685696,2.51417588309004,1.19609681240471,0.006
SHB,late_PP,0.633195494882979,2.8572208627e-20,0.703,4.03318605696528,4.19069021500476,5.3441112564912,0.12
SLC22A15,late_PP,-0.633080600345603,3.29945905964009e-17,-0.651,3.90988275452068,3.82595860303945,2.59230954231998,0.064
CPED1,late_PP,-0.632716424794248,1.18800463158592e-13,-0.624,3.80346666550663,3.80230683172836,2.47890750538613,0.001
AC007919.18,late_PP,0.632600281470402,1.07797086381684e-08,0.594,-2.09479265728281,-2.08377033287311,-0.771399983244086,0.008
SKA3,late_PP,0.632346003738641,1.90945123337466e-16,0.678,1.74510857566042,1.80501041953367,3.06339278950513,0.045
ORC1,late_PP,0.63210034308659,1.47399657219371e-17,0.698,2.2201866543393,2.30017153132114,3.53607637513393,0.061
ATP8A1,late_PP,-0.631705121729981,3.61155983220668e-16,-0.672,4.26578691494259,4.10403734597139,2.95837944566956,0.124
MAP4K1,late_PP,0.631297235545732,4.05111486723953e-10,0.595,-0.534307640812203,-0.474488959900272,0.78178863671169,0.045
PGM2,late_PP,0.631091884041102,5.55783943601728e-21,0.699,6.38181142848194,6.48216914922633,7.69368251420981,0.076
RP11-573G6.4,late_PP,-0.631068038340125,2.03289236379657e-07,-0.51,0.301059585221626,0.270638334895782,-1.01730902709103,0.023
OSMR,late_PP,0.630698886715916,5.5327932606481e-21,0.707,5.12379521314361,5.2909311383863,6.42859173816967,0.128
ENOX1,late_PP,-0.630298273738461,1.274063866357e-07,-0.5,-0.852530234007045,-0.878878839616975,-2.16966853266105,0.02
PRKAA2,late_PP,-0.6300468649241,1.73351722952494e-07,-0.518,1.01563265262268,0.863041657192995,-0.289160482483322,0.117
GALR2,late_PP,0.63001346157628,7.657292947028e-06,0.441,-2.46212250926783,-2.42201150686221,-1.14686893425117,0.03
FGFR1,late_PP,-0.629766587203194,3.4016772416659e-11,-0.62,4.66749702945032,4.52078570024885,3.3627402351894,0.112
C5AR2,late_PP,0.629758240041709,6.48335477251964e-09,0.582,0.308986812358161,0.477754844741234,1.61166118289506,0.13
MIR4273,late_PP,-0.629665506386775,1.87181615168732e-12,-0.631,-1.10360404055739,-1.23523910553269,-2.40956064944089,0.101
