gene,k,logFC,SE,z,P,FDR,I2,tau2,Q,direction
MAGI2,2,-0.352,0.099,-3.56,0.000372132968191566,0.0259906109551236,0,0,0.82,down
ZKSCAN1,2,-0.155,0.044,-3.56,0.000372753208192917,0.0259906109551236,0,0,0.13,down
RBM17,2,0.135,0.038,3.56,0.000375387630216528,0.0259906109551236,0,0,0.17,up
RP11-123K3.4,2,-0.19,0.054,-3.56,0.000375786339541217,0.0259906109551236,0,0,0.28,down
WDR7,2,-0.144,0.041,-3.56,0.000376714241845439,0.0259906109551236,0,0,0,down
SOX12,2,-0.285,0.08,-3.55,0.00037852863677445,0.0260235093889884,0,0,0.59,down
CHCHD1,2,0.221,0.062,3.55,0.000383038241226059,0.026240816976388,0,0,0.81,up
IRF9,2,0.423,0.119,3.55,0.000391699957387744,0.0267400504243366,0,0,0.33,up
NLGN4X,2,0.534,0.151,3.54,0.000394479704423797,0.0268356276347232,0,0,0.89,up
HLA-DMA,2,0.433,0.122,3.54,0.000396703639049503,0.0268356276347232,0,0,0.33,up
BTF3,2,0.193,0.055,3.54,0.000397602014690112,0.0268356276347232,0,0,0.09,up
LATS1,2,-0.162,0.046,-3.54,0.000400699286381754,0.0268356276347232,0,0,0.83,down
IPPK,2,0.131,0.037,3.54,0.000401569486520516,0.0268356276347232,0,0,0.79,up
WWC3,2,-0.134,0.038,-3.54,0.000401928400746588,0.0268356276347232,0,0,0.02,down
ARPC4,2,0.154,0.043,3.54,0.000402755102248107,0.0268356276347232,0,0,0.39,up
LSM2,2,0.231,0.065,3.54,0.000407191145932638,0.027038603874626,0,0,0.33,up
TET3,2,-0.208,0.059,-3.53,0.000410751719590813,0.0271056218025465,0,0,0.04,down
DCBLD2,2,-0.162,0.046,-3.53,0.000411583417395278,0.0271056218025465,0,0,0.22,down
LPAR6,2,0.236,0.067,3.53,0.000412379936963085,0.0271056218025465,0,0,0.23,up
TGM3,2,0.402,0.114,3.52,0.000430553703006555,0.0282048917363486,0,0,0.36,up
ATP5H,2,0.195,0.055,3.51,0.000440775728593941,0.0286871120522192,0,0,0.11,up
ZNF677,2,-0.256,0.073,-3.51,0.000440863821115005,0.0286871120522192,0,0,0.19,down
FYCO1,2,-0.18,0.051,-3.51,0.000442954174397573,0.0287270547235973,0,0,0.02,down
SNRPGP10,2,0.35,0.1,3.51,0.00044482657832267,0.0287526442121125,0,0,0.14,up
CD164L2,2,0.463,0.132,3.51,0.000454078969680381,0.029253511371197,0,0,0.94,up
STK35,2,-0.189,0.054,-3.5,0.000457754456862155,0.0293929726492082,0,0,0.03,down
LINC01139,2,1.115,0.318,3.5,0.000460489756073585,0.0294713443887095,0,0,0.72,up
ABTB2,2,-0.275,0.078,-3.5,0.000463337102979799,0.0295083367700433,0,0,0.55,down
COMMD3,2,0.182,0.052,3.5,0.000464101102571609,0.0295083367700433,0,0,0.5,up
SMG7,2,-0.237,0.068,-3.5,0.000466886706986579,0.0295222226338761,0,0,0.36,down
RP11-446E9.1,2,0.242,0.069,3.5,0.000467354264557661,0.0295222226338761,7.8,0.0011,1.08,up
BRWD3,2,-0.249,0.071,-3.5,0.000471372121327361,0.0296796634062949,4.4,0.0017,1.05,down
RP1-85F18.6,2,-0.41,0.117,-3.5,0.000473187702374932,0.029697870765828,0,0,0.64,down
NDUFA1,2,0.228,0.065,3.49,0.000483131604287829,0.0302244646077942,0,0,0.05,up
CTD-2017D11.1,2,-0.595,0.171,-3.49,0.000490145920875769,0.030564996912048,0,0,0.04,down
MPRIP,2,-0.146,0.042,-3.48,0.000492515583644486,0.030614642796764,0,0,0,down
POLR2J,2,0.187,0.054,3.48,0.000494469427880269,0.030638207607766,0,0,0.61,up
ASH1L,2,-0.15,0.043,-3.48,0.000497831921502405,0.030748628142066,0,0,0,down
NDUFAB1,2,0.217,0.062,3.48,0.000501018856713272,0.0308475407475108,0,0,0.68,up
PRELID2,2,-0.333,0.096,-3.48,0.0005048081298544,0.030904240185694,0,0,0.2,down
FASN,2,-0.677,0.195,-3.48,0.000506217790198445,0.030904240185694,0,0,0.03,down
C6orf203,2,0.224,0.064,3.48,0.000507765843067305,0.030904240185694,0,0,0.03,up
USF3,2,-0.172,0.05,-3.48,0.000508293424106809,0.030904240185694,0,0,0.01,down
GTF2B,2,0.219,0.063,3.47,0.000512561439990787,0.0310666522631176,0,0,0.54,up
OPHN1,2,-0.17,0.049,-3.47,0.000517533276348318,0.0312705820640772,0,0,0.35,down
USP34,2,-0.144,0.042,-3.47,0.000520353355139197,0.031343637391914,0,0,0.44,down
ILF2,2,0.175,0.051,3.46,0.000530611091921347,0.0318628685321658,0,0,0.27,up
TSPAN14,2,-0.183,0.053,-3.46,0.000540808903320434,0.0323753169938534,0,0,0.35,down
NFXL1,2,-0.166,0.048,-3.46,0.00054356165676407,0.0324402932331342,0,0,0.01,down
NSMCE4A,2,0.191,0.055,3.46,0.000546376122264406,0.0325085438372363,0,0,0.34,up
TMEM70,2,0.202,0.059,3.45,0.000551231162682919,0.0326974192108502,0,0,0.17,up
CD58,2,0.225,0.065,3.45,0.000553497421234433,0.0327320541870429,0,0,0.02,up
PTPRF,2,-0.208,0.06,-3.45,0.000556860668264242,0.0328311550356033,0,0,0.2,down
TMSB4XP8,2,0.26,0.075,3.45,0.000561344127194284,0.0329955025338127,0,0,0.08,up
TET1,2,-0.331,0.096,-3.45,0.000564829408381192,0.0331003643658568,0,0,0.05,down
NLGN2,2,-0.443,0.129,-3.44,0.000573223877025933,0.0334914226769266,0,0,0.16,down
ACP1,2,0.16,0.047,3.44,0.000579155405649262,0.0336700774386177,0,0,0.3,up
TMA7,2,0.226,0.066,3.44,0.000579742801291989,0.0336700774386177,0,0,1,up
SRGAP1,2,-0.42,0.122,-3.44,0.000583170945205942,0.033768374731925,0,0,0.32,down
ATP6V1E1,2,0.213,0.062,3.44,0.000587028676542958,0.0338908900024326,0,0,0.51,up
RP11-65E22.2,2,-0.52,0.151,-3.44,0.000590281275817535,0.0339778476399585,0,0,0.37,down
AK2,2,0.138,0.04,3.43,0.000607402067276731,0.0348602201207554,0,0,0.31,up
XXbac-BPG32J3.22,2,0.183,0.054,3.43,0.000612911729762654,0.0350729723948888,3.7,4e-04,1.04,up
SYNE4,2,-0.648,0.189,-3.42,0.000615084541179888,0.0350940904199294,0,0,0.03,down
ATP5E,2,0.201,0.059,3.42,0.000620192578885868,0.0352809738957085,0,0,0.47,up
GSK3A,2,-0.175,0.051,-3.42,0.000621986741685239,0.0352809738957085,0,0,0.26,down
PRDM2,2,-0.171,0.05,-3.42,0.000625742394091812,0.0353908256379369,0,0,0.15,down
RP11-455F5.3,2,0.485,0.142,3.42,0.000629046259405621,0.0354039221922612,0,0,0.1,up
RP11-762H8.1,2,0.237,0.069,3.42,0.000629613336683921,0.0354039221922612,0,0,0.03,up
EMC7,2,0.198,0.058,3.41,0.000640102408870978,0.0358711344558567,0,0,0.04,up
GUCY2C,2,0.485,0.142,3.41,0.000641609518433293,0.0358711344558567,0,0,0.29,up
METTL23,2,0.159,0.047,3.41,0.000648438958423183,0.0361122220686512,0,0,0.35,up
LY6D,2,0.272,0.08,3.41,0.000649633929072158,0.0361122220686512,0,0,0.02,up
PRKXP1,2,-0.741,0.218,-3.41,0.000659001682056842,0.0365285946612476,0,0,0.05,down
CLDN1,2,-0.223,0.065,-3.4,0.000666857700669993,0.0367628078221777,0,0,0.72,down
ENSA,2,0.147,0.043,3.4,0.00066700612465197,0.0367628078221777,0,0,0.13,up
ZNF808,2,-0.207,0.061,-3.4,0.00067104815474142,0.036800013958794,0,0,0.92,down
CTSA,2,0.205,0.06,3.4,0.000671464070485807,0.036800013958794,0,0,0.58,up
SNAPC1,2,0.229,0.067,3.4,0.000676926252304219,0.0369951605753676,0,0,0.39,up
RPS27L,2,0.202,0.059,3.4,0.000683441622351792,0.0372466112170209,0,0,0.68,up
RP11-298J23.10,2,0.185,0.055,3.39,0.000695761775461291,0.0378121259870806,0,0,0.01,up
RPP30,2,0.136,0.04,3.39,0.000698391582117624,0.0378493220659624,0,0,0.24,up
RP11-745O10.4,2,0.194,0.057,3.39,0.000704624570761011,0.038081043468684,0,0,0.18,up
ZNF318,2,-0.17,0.05,-3.39,0.000710944331368132,0.0381303802818794,0,0,0.35,down
PSMG1,2,0.243,0.072,3.38,0.000713086053002178,0.0381303802818794,0,0,0.43,up
TMEM50A,2,0.182,0.054,3.38,0.000713786329938357,0.0381303802818794,0,0,0.22,up
BCAS2,2,0.219,0.065,3.38,0.00071506936455834,0.0381303802818794,0,0,0.3,up
CD9,2,0.233,0.069,3.38,0.000716320651520346,0.0381303802818794,0,0,0,up
PDCL3,2,0.223,0.066,3.38,0.000720740626900807,0.0381303802818794,0,0,0.07,up
TRIM21,2,0.307,0.091,3.38,0.000721040725008909,0.0381303802818794,0,0,0.36,up
APOL2,2,0.321,0.095,3.38,0.000721408104276284,0.0381303802818794,0,0,0.4,up
YWHAH,2,0.173,0.051,3.38,0.000723175900699706,0.0381303802818794,0,0,0.14,up
QSER1,2,-0.181,0.053,-3.38,0.000725818205018087,0.0381662675590051,0,0,0.02,down
LRR1,2,0.25,0.074,3.38,0.000731274631537363,0.0383413479570041,0,0,0.31,up
PPIA,2,0.192,0.057,3.38,0.000733089095395021,0.0383413479570041,0,0,0.38,up
NDUFB1,2,0.234,0.069,3.37,0.000740710697008787,0.0386361054182385,0,0,0.98,up
EYS,2,-0.284,0.084,-3.37,0.000744751657971344,0.0387430167312579,0,0,0.42,down
DHX15,2,0.116,0.034,3.37,0.000747560429647207,0.0387854285845762,0,0,0.84,up
WRAP53,2,0.227,0.067,3.37,0.000764127551880341,0.0395119456647669,0,0,0.61,up
ZMIZ1,2,-0.269,0.08,-3.36,0.000765625180695781,0.0395119456647669,0,0,0.01,down
HNRNPL,2,0.141,0.042,3.36,0.000771795434697529,0.0397250052314157,0,0,0,up
GSK3B,2,-0.15,0.045,-3.36,0.000774261521542461,0.0397467867101059,0,0,0.01,down
RP11-468E2.4,2,0.286,0.085,3.36,0.00077978980965393,0.0399252382542812,0,0,0.14,up
ARHGAP32,2,-0.14,0.042,-3.36,0.000792054746517094,0.0403652633849043,0,0,0.45,down
NDUFA10,2,0.138,0.041,3.36,0.000792533440225814,0.0403652633849043,0,0,0.25,up
ELFN2,2,-0.661,0.197,-3.35,0.000799919290363074,0.0406350645255978,0,0,0.15,down
PTPN14,2,-0.222,0.066,-3.35,0.000808217691964081,0.0409496963928468,0,0,0.38,down
PSMB1,2,0.228,0.068,3.35,0.000810656910203196,0.0409665995971776,21,0.0025,1.27,up
RHEBP2,2,0.171,0.051,3.35,0.000817753478269987,0.0410371266728629,0,0,0.38,up
COX7B,2,0.238,0.071,3.35,0.000817976174888274,0.0410371266728629,0,0,0.2,up
MX1,2,0.994,0.297,3.35,0.000818380198862603,0.0410371266728629,0,0,0.13,up
SELENOF,2,0.199,0.06,3.34,0.000830675968756077,0.0415466109206124,0,0,0.58,up
PARP12,2,0.363,0.109,3.34,0.000846603906181233,0.0422346810222104,0,0,0.23,up
RP11-255H23.2,2,-0.31,0.093,-3.33,0.000862755658771264,0.0429303685346642,0,0,0.34,down
GTF2A2,2,0.191,0.057,3.33,0.000865973668072034,0.0429805706275752,0,0,0.05,up
UROD,2,0.199,0.06,3.33,0.000879543661869466,0.0434535317356905,0,0,0.49,up
LSM1,2,0.177,0.053,3.33,0.000879969752460016,0.0434535317356905,0,0,0.14,up
MCUB,2,0.259,0.078,3.32,0.000885252810524989,0.0436037434976562,0,0,0.69,up
ATXN2,2,-0.229,0.069,-3.32,0.000888477065454847,0.0436520449128523,0,0,0.71,down
NEDD8-MDP1,2,0.194,0.058,3.32,0.000893547866324059,0.0437905977007579,0,0,0.64,up
MECOM,2,0.429,0.129,3.32,0.00089695976297806,0.0438473596696008,0,0,0.08,up
HLA-DRA,2,0.483,0.146,3.32,0.000905208378923015,0.0441396847627223,0,0,0.28,up
SMG6,2,-0.159,0.048,-3.32,0.000912733861424241,0.044240869335229,0,0,0.69,down
KCNK2,2,-0.694,0.209,-3.31,0.000917144647767381,0.044240869335229,0,0,0.78,down
PRRC2C,2,-0.209,0.063,-3.31,0.000919621044189481,0.044240869335229,0,0,0.95,down
IFI6,2,1.197,0.361,3.31,0.000920564492938649,0.044240869335229,0,0,0.11,up
NDUFB3,2,0.221,0.067,3.31,0.000921134812666587,0.044240869335229,0,0,0.79,up
EXOC6B,2,-0.185,0.056,-3.31,0.000923254559827457,0.044240869335229,0,0,0.04,down
TUBD1,2,0.184,0.056,3.31,0.000925639892561253,0.044240869335229,0,0,0.79,up
CDK2AP1,2,0.207,0.062,3.31,0.000926044550507242,0.044240869335229,0,0,0.13,up
ANKRA2,2,0.182,0.055,3.31,0.000927748493460806,0.044240869335229,0,0,0.08,up
SEM1,2,0.212,0.064,3.31,0.000937992321560617,0.0446199965972698,0,0,0.23,up
PON2,2,0.19,0.058,3.31,0.000942953578449888,0.0447465971276122,0,0,0.2,up
RP11-218M22.1,2,0.325,0.098,3.31,0.000948441089333637,0.0448974935135651,0,0,0.49,up
CENPQ,2,0.32,0.097,3.3,0.000951309817668634,0.0449064897108183,0,0,0.3,up
GBP2,2,0.301,0.091,3.3,0.000955265653275529,0.0449064897108183,0,0,0.34,up
RFX7,2,-0.202,0.061,-3.3,0.000955555445121237,0.0449064897108183,0,0,0.64,down
PRPF8,2,-0.155,0.047,-3.3,0.00095821947734386,0.044923176267957,0,0,0.79,down
AC006116.27,2,-0.317,0.096,-3.3,0.000964478318246077,0.0451079090379704,0,0,0.23,down
PARP9,2,0.553,0.168,3.3,0.000968008161322476,0.0451644287450602,0,0,0.03,up
SLC25A23,2,-0.188,0.057,-3.3,0.000983574534503902,0.045780923787818,0,0,0.01,down
TAS2R5,2,-0.639,0.194,-3.29,0.00098615942898757,0.045791689380387,0,0,0.01,down
SLC9A1,2,-0.325,0.099,-3.29,0.00100010222836077,0.0463285451309218,0,0,0.06,down
HRASLS,2,0.525,0.16,3.29,0.00100916318806086,0.0465941515982641,0,0,0.07,up
UBASH3B,2,0.259,0.079,3.29,0.00101062561546399,0.0465941515982641,0,0,0.97,up
HELZ,2,-0.179,0.055,-3.29,0.00101338462729303,0.0466109014388019,0,0,0.18,down
SNRPD3,2,0.172,0.052,3.29,0.00101752819138151,0.0466911049328269,0,0,0.02,up
DNAJB11,2,0.165,0.05,3.28,0.00104198914369214,0.0476204665538165,0,0,0.03,up
LIX1L-AS1,2,0.167,0.051,3.28,0.00104267674506198,0.0476204665538165,0,0,0.82,up
ZNF583,2,-0.305,0.093,-3.28,0.00104806154082533,0.0477542982161536,0,0,0.68,down
SHF,2,-0.301,0.092,-3.27,0.00105692187583106,0.0479763475813955,0,0,0.2,down
GABARAPL2,2,0.218,0.066,3.27,0.00105786662789981,0.0479763475813955,0,0,0.27,up
PHLDA1,2,-0.279,0.085,-3.27,0.00106082737158079,0.047998738003432,0,0,0.16,down
MRPL37,2,0.152,0.046,3.27,0.00106750959615307,0.0480730058319695,0,0,1,up
RP3-337O18.9,2,0.219,0.067,3.27,0.00106816420634377,0.0480730058319695,0,0,0.32,up
TSNAX-DISC1,2,0.215,0.066,3.27,0.00107081870928509,0.0480730058319695,0,0,0.14,up
COPS8,2,0.138,0.042,3.27,0.0010732737470938,0.0480730058319695,0,0,0.09,up
KRTDAP,2,0.281,0.086,3.27,0.00107482306419134,0.0480730058319695,0,0,0.29,up
LRRC20,2,0.416,0.127,3.27,0.00108081703663293,0.0482302207906658,0,0,0.97,up
FCGBP,2,-0.426,0.13,-3.27,0.00109022825698013,0.0484524986354634,0,0,0.98,down
ATXN1,2,-0.14,0.043,-3.27,0.00109350713901567,0.0484524986354634,0,0,0.32,down
ALG1L9P,2,-0.433,0.133,-3.27,0.00109371112311252,0.0484524986354634,0,0,0.65,down
ISG15,2,1.011,0.31,3.26,0.00109575963196977,0.0484524986354634,0,0,0.03,up
NCOR1,2,-0.126,0.039,-3.26,0.00109846060790452,0.048461790447597,0,0,0.24,down
RAP1B,2,0.145,0.044,3.26,0.00110875771780962,0.0487794245199323,0,0,0,up
DAPL1,2,0.336,0.103,3.26,0.00111067460229903,0.0487794245199323,0,0,0,up
FRG1,2,0.219,0.067,3.26,0.00111334293838705,0.0487864869577895,0,0,0.01,up
SLURP1,2,0.414,0.127,3.26,0.00111871065022955,0.0489115380019462,0,0,0.96,up
TMEM201,2,-0.262,0.081,-3.26,0.00112150420535073,0.0489237350208606,0,0,0.48,down
MCEE,2,0.198,0.061,3.26,0.00112907847281876,0.0491439614477891,0,0,0.78,up
ATP5C1,2,0.186,0.057,3.25,0.00114041539445025,0.0493441712747848,0,0,0.16,up
HSPG2,2,-0.331,0.102,-3.25,0.00114184011238313,0.0493441712747848,0,0,0.2,down
MAGOH,2,0.261,0.08,3.25,0.00114239334086088,0.0493441712747848,0,0,0.11,up
DLGAP4-AS1,2,-0.232,0.071,-3.25,0.00114443209637223,0.0493441712747848,0,0,0.97,down
TBK1,2,0.173,0.053,3.25,0.00114635924219792,0.0493441712747848,0,0,0.3,up
AAED1,2,0.232,0.071,3.25,0.00115218833071982,0.0494855985926817,0,0,0.91,up
NDUFAF6,2,0.161,0.049,3.25,0.00115792689967488,0.0495486197900104,0,0,0.05,up
SPARCL1,2,0.439,0.135,3.25,0.00115874907506449,0.0495486197900104,0,0,0.12,up
TLR2,2,0.548,0.169,3.25,0.0011654992834157,0.0497279694257364,0,0,0.56,up
C18orf21,2,0.191,0.059,3.25,0.0011710870928525,0.0498570469989897,0,0,0.23,up
NOL11,2,0.139,0.043,3.24,0.00117521890741467,0.0499237097437988,0,0,0.08,up
UQCRQ,2,0.198,0.061,3.24,0.00118474594252743,0.0502187735464349,0,0,0.65,up
MLIP,2,0.255,0.079,3.24,0.00119665882029023,0.0504884502653687,0,0,0.27,up
PSME2,2,0.265,0.082,3.24,0.00119933250267622,0.0504884502653687,0,0,0.01,up
SNAPC5,2,0.155,0.048,3.24,0.00120546229481474,0.0504884502653687,0,0,0.61,up
HOOK3,2,-0.164,0.051,-3.24,0.00120561065864226,0.0504884502653687,0,0,0.34,down
GBF1,2,-0.14,0.043,-3.24,0.00120640482638837,0.0504884502653687,0,0,0.78,down
SPTAN1,2,-0.171,0.053,-3.24,0.00120667811335303,0.0504884502653687,0,0,0.28,down
XPNPEP3,2,-0.171,0.053,-3.24,0.00121263519900115,0.0506288206690264,0,0,0,down
WDR45B,2,0.155,0.048,3.23,0.00122942954177337,0.0511486017220438,0,0,0.68,up
RP11-21J18.1,2,0.172,0.053,3.23,0.00123171654599061,0.0511486017220438,0,0,0.17,up
PPIB,2,0.191,0.059,3.23,0.00123956791215587,0.0511486017220438,0,0,0.04,up
SMARCA4,2,-0.159,0.049,-3.23,0.00123960392398494,0.0511486017220438,0,0,0.91,down
DNAH9,2,0.373,0.116,3.23,0.00123990219573098,0.0511486017220438,0,0,0.41,up
RP11-20I23.8,2,-0.24,0.074,-3.23,0.00124085834769761,0.0511486017220438,0,0,0.5,down
PNRC2,2,0.173,0.054,3.23,0.00125461154371698,0.0515245084816146,0,0,0,up
CENPW,2,0.4,0.124,3.23,0.00125527431230907,0.0515245084816146,1.8,0.003,1.02,up
KCTD2,2,0.147,0.046,3.22,0.00126656557230579,0.0518785258416451,0,0,0,up
ZNF286B,2,-0.218,0.068,-3.22,0.00127648501375083,0.0521749840914627,0,0,0.31,down
MIR99AHG,2,-0.303,0.094,-3.22,0.0012805524527362,0.0522315063321498,0,0,0.17,down
BLVRA,2,0.207,0.064,3.21,0.00131140301980997,0.0533779438356124,0,0,0.19,up
PAK2,2,-0.155,0.048,-3.21,0.00132207262716344,0.0535846936700295,0,0,0.23,down
YLPM1,2,-0.18,0.056,-3.21,0.00132438089124308,0.0535846936700295,0,0,0.05,down
SRRM2,2,-0.317,0.099,-3.21,0.00132642643372302,0.0535846936700295,0,0,0.16,down
MRPL20,2,0.151,0.047,3.21,0.00132830494894504,0.0535846936700295,0,0,0,up
RP11-247A12.8,2,0.454,0.141,3.21,0.00133025324026646,0.0535846936700295,0,0,0.66,up
BAIAP3,2,0.21,0.066,3.21,0.00133873141211984,0.0537046670800863,0,0,0.18,up
SYDE2,2,-0.228,0.071,-3.21,0.00133875223755355,0.0537046670800863,0,0,0.36,down
KAT5,2,0.13,0.04,3.21,0.00134313156810252,0.0537694810473306,0,0,0.12,up
ZNF264,2,-0.155,0.048,-3.21,0.00134865648021173,0.0538386792676147,0,0,0.06,down
TOMM6,2,0.191,0.06,3.21,0.00135039450465645,0.0538386792676147,0,0,0,up
LYPD6,2,-0.595,0.186,-3.2,0.00136012723928482,0.0541158191564939,0,0,0.22,down
HLA-E,2,0.259,0.081,3.2,0.00136307854854033,0.0541225637559198,0,0,0.53,up
DDX60,2,0.387,0.121,3.2,0.00137724780611161,0.0545737949403412,0,0,0.99,up
HMGB1P5,2,0.219,0.068,3.2,0.00138240861845856,0.0546669554486378,0,0,0.36,up
RP11-234B24.6,2,0.209,0.066,3.19,0.00140895270091729,0.0554989984561052,12.3,0.0015,1.14,up
IL37,2,0.466,0.146,3.19,0.00141490149661503,0.0554989984561052,0,0,0.09,up
MT-TS2,2,-0.584,0.183,-3.19,0.00141720654180349,0.0554989984561052,0,0,0.01,down
RPGR,2,0.197,0.062,3.19,0.00141784248630396,0.0554989984561052,0,0,0.01,up
TAP1,2,0.277,0.087,3.19,0.0014227112793197,0.0554989984561052,0,0,0.02,up
ISCA1,2,0.171,0.054,3.19,0.00142314027588359,0.0554989984561052,0,0,0.55,up
HOXB-AS1,2,0.728,0.228,3.19,0.00142477441778648,0.0554989984561052,0,0,0.01,up
CNEP1R1,2,0.143,0.045,3.19,0.00142626949157343,0.0554989984561052,0,0,0.04,up
AGA,2,0.251,0.079,3.19,0.00143178040217608,0.0556022345403947,0,0,0.09,up
PTTG1,2,0.308,0.097,3.19,0.0014413257251384,0.0558614209328541,0,0,0.83,up
RSRC2,2,0.125,0.039,3.18,0.00144865969909213,0.055955124103945,0,0,0.41,up
PBK,2,0.352,0.111,3.18,0.00144949540236371,0.055955124103945,0,0,0.47,up
EGFR,2,-0.17,0.053,-3.18,0.0014584925288555,0.0561909517651737,0,0,0.02,down
TNKS,2,-0.141,0.044,-3.18,0.00146449875525226,0.0562294040262272,0,0,0.03,down
UBE2L6,2,0.375,0.118,3.18,0.00146527075664562,0.0562294040262272,0,0,0.57,up
SCAF4,2,-0.216,0.068,-3.18,0.00147112187945656,0.0563046457778463,0,0,0.25,down
PTPN12,2,-0.215,0.068,-3.18,0.00147674708373945,0.0563046457778463,0,0,0.04,down
SNX10,2,0.45,0.142,3.18,0.00147955690405995,0.0563046457778463,0,0,0.52,up
AP000892.6,2,0.15,0.047,3.18,0.00147985081358293,0.0563046457778463,0,0,0.07,up
ANK3,2,-0.2,0.063,-3.18,0.00148458927798817,0.0563046457778463,0,0,0,down
AZGP1,2,0.35,0.11,3.18,0.00148784139032784,0.0563046457778463,0,0,0.12,up
TRAPPC9,2,-0.222,0.07,-3.18,0.00149093255513994,0.0563046457778463,0,0,0.16,down
NSMCE2,2,0.147,0.046,3.18,0.00149100376295367,0.0563046457778463,0,0,0.39,up
ZDHHC13,2,0.173,0.055,3.18,0.00149429400610688,0.0563046457778463,0,0,0.48,up
CBR1,2,0.238,0.075,3.17,0.00149879317827502,0.0563046457778463,0,0,0.48,up
UNC50,2,0.144,0.045,3.17,0.00149906489067251,0.0563046457778463,0,0,0.06,up
NUBP1,2,0.171,0.054,3.17,0.00150958884548109,0.0564353834178344,0,0,0.13,up
SNRPGP2,2,0.404,0.127,3.17,0.0015134703923043,0.0564353834178344,4.7,0.003,1.05,up
GSTK1,2,0.133,0.042,3.17,0.00151350065422409,0.0564353834178344,0,0,0.17,up
TENM4,2,-0.217,0.068,-3.17,0.00151480010348754,0.0564353834178344,0,0,0.63,down
FAM120B,2,-0.124,0.039,-3.17,0.00151704900943295,0.0564353834178344,0,0,0.63,down
DUSP12,2,0.197,0.062,3.17,0.00152563306215575,0.0564680921871571,0,0,0.61,up
NAMPTP1,2,0.364,0.115,3.17,0.00152756675127397,0.0564680921871571,0,0,0.62,up
H6PD,2,-0.123,0.039,-3.17,0.00152977095894823,0.0564680921871571,0,0,0.31,down
PRPSAP2,2,0.147,0.046,3.17,0.00153140470903376,0.0564680921871571,0,0,0.86,up
MRPS24,2,0.179,0.056,3.17,0.00153244000178962,0.0564680921871571,0,0,0.26,up
AC007256.5,2,-0.439,0.139,-3.16,0.00156007602076259,0.0573777675991624,0,0,0.81,down
DNMT3A,2,-0.191,0.06,-3.16,0.00157218180319804,0.0577139040811719,0,0,0.43,down
AC005578.3,2,0.357,0.113,3.16,0.00157896652309386,0.0578538091776162,0,0,0.06,up
ATP5J,2,0.184,0.058,3.16,0.00159924209522465,0.0584752047847134,0,0,0.14,up
ATP2A2,2,-0.195,0.062,-3.16,0.00160193689094635,0.0584752047847134,0,0,0.35,down
GPX1,2,0.218,0.069,3.15,0.00162256517800382,0.059117281092214,0,0,0.46,up
LINC01133,2,0.256,0.081,3.15,0.00163679270362499,0.0595241847508929,0,0,0.37,up
RFX1,2,-0.338,0.107,-3.15,0.00164287537046089,0.0596339238949387,0,0,0.02,down
ARHGEF3,2,0.193,0.061,3.15,0.00165051935845532,0.0597998224173308,0,0,0.26,up
SNRPC,2,0.209,0.067,3.15,0.00165574656873731,0.0598777049095781,0,0,0.73,up
NPRL2,2,0.2,0.063,3.14,0.0016638865772679,0.0600604401620117,0,0,0.81,up
SNRPEP4,2,0.245,0.078,3.14,0.00167080043884262,0.0601983209965224,0,0,0.15,up
METTL17,2,0.251,0.08,3.14,0.00167423257727691,0.0602104787865057,0,0,0.65,up
CHPF,2,-0.232,0.074,-3.14,0.00167938469899176,0.0602661864962939,0,0,0.53,down
SETD5,2,-0.194,0.062,-3.14,0.00168197673044241,0.0602661864962939,0,0,0.26,down
UBQLN2,2,-0.165,0.053,-3.14,0.00170847430117237,0.0611030808889882,0,0,0.05,down
ELOC,2,0.226,0.072,3.14,0.00171368560175889,0.0611770037941669,0,0,0.82,up
ADAM23,2,0.621,0.198,3.14,0.00171761195664249,0.0612048685502495,0,0,0.84,up
FKBP3,2,0.155,0.049,3.13,0.00172294044142876,0.0612825031598499,0,0,0,up
CTA-29F11.1,2,0.551,0.176,3.13,0.00173444467403954,0.0615791160184551,0,0,0.01,up
PSMA4,2,0.21,0.067,3.13,0.00173993314718287,0.0616614559409654,0,0,0.92,up
PHF8,2,-0.128,0.041,-3.13,0.0017447720071311,0.0616847107962199,0,0,0.3,down
ISCU,2,0.207,0.066,3.13,0.00174693028622107,0.0616847107962199,17.7,0.0033,1.22,up
EPB41,2,-0.159,0.051,-3.13,0.00175214733271886,0.0616956566522101,0,0,0.27,down
SELENOK,2,0.203,0.065,3.13,0.00175358234625165,0.0616956566522101,0,0,0.21,up
IFITM3,2,0.438,0.14,3.13,0.00175872120052181,0.0617647647605637,0,0,0.04,up
TMEM258,2,0.213,0.068,3.13,0.00176399621733947,0.0618383971253274,0,0,0.4,up
AC007238.1,2,0.164,0.053,3.13,0.00176910656373479,0.0618468330948075,0,0,0.21,up
PLGRKT,2,0.253,0.081,3.13,0.00177280275982707,0.0618468330948075,0,0,0.45,up
PPIH,2,0.201,0.064,3.13,0.00177377327646498,0.0618468330948075,0,0,0.01,up
DSTN,2,0.178,0.057,3.12,0.00179538386294326,0.06248835140863,0,0,0.37,up
GNL3,2,0.196,0.063,3.12,0.00180700920335925,0.0627806626081385,0.8,2e-04,1.01,up
PSMD4,2,0.154,0.049,3.12,0.00181258446785778,0.062781744116508,0,0,0.24,up
RP11-15K19.2,2,0.181,0.058,3.12,0.00181349404777331,0.062781744116508,0,0,0.57,up
