"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
1.49334435731181e-11,-0.64270683491238,0.158,0.228,3.61165332815862e-07,"TC2N"
1.56173712683426e-11,-0.195774086541848,0.968,0.979,3.77706124124867e-07,"RPL13A"
1.65249363501418e-11,-0.273791288022284,0.485,0.562,3.9965558562818e-07,"XRCC6"
1.66065808110736e-11,-0.306360730122748,0.577,0.65,4.01630156915814e-07,"RAB7A"
1.6967864190012e-11,-0.327486687699275,0.555,0.616,4.1036779543544e-07,"SLC3A2"
1.7018930903936e-11,-0.50451439997208,0.267,0.342,4.11602843911691e-07,"PELI1"
1.7282322244314e-11,-0.387276526674216,0.276,0.359,4.17972963478733e-07,"EXOSC7"
1.81512805417557e-11,-0.138726158981155,0.917,0.942,4.38988719902361e-07,"RPL23"
1.8303231228828e-11,0.740788448653714,0.137,0.087,4.42663647269205e-07,"IKBIP"
1.84969273912985e-11,-0.236729316140594,0.556,0.642,4.47348188958555e-07,"CUTA"
1.89965062229615e-11,-0.72539033981345,0.087,0.149,4.59430503002325e-07,"FAS"
1.93339365742319e-11,0.755315069288944,0.142,0.091,4.67591256047798e-07,"TMEM184B"
2.01113038418229e-11,0.561702090877272,0.329,0.26,4.86391883414486e-07,"DUSP22"
2.01974770608358e-11,1.08911749411899,0.2,0.142,4.88475982716314e-07,"TRIM25"
2.08441117589075e-11,0.56211542889882,0.255,0.19,5.04114842889177e-07,"SHC1"
2.1006637010311e-11,-0.870455625812357,0.075,0.132,5.08045516094371e-07,"FLCN"
2.21359663328531e-11,-0.314495178250475,0.4,0.472,5.35358345760051e-07,"ALDH3A2"
2.23404605241732e-11,-0.375582795302651,0.174,0.247,5.40304037777129e-07,"BCL11B"
2.32232009225253e-11,0.551994721439835,0.624,0.597,5.61653114311275e-07,"CDC37"
2.44272535516971e-11,0.909069656254502,0.112,0.067,5.90773127147794e-07,"TNFAIP8L3"
2.69075624007361e-11,0.371444655016973,0.136,0.084,6.50759396661802e-07,"A4GALT"
2.75407311895162e-11,-0.568636864130044,0.382,0.458,6.66072583818448e-07,"NRARP"
2.84629562722105e-11,-0.250992625244334,0.508,0.599,6.88376597443412e-07,"EIF4A3"
3.2299598974269e-11,-0.777011982871398,0.275,0.351,7.81165801192696e-07,"CRYAB"
3.25688434460633e-11,0.43697707373272,0.114,0.068,7.8767747874304e-07,"ENPP2"
3.32710532654707e-11,0.965257906837599,0.187,0.13,8.04660423225408e-07,"HIP1R"
3.40068797451275e-11,0.253284769220196,0.173,0.114,8.22456386635909e-07,"FYN"
3.42257072399197e-11,-0.185605653350097,0.756,0.807,8.27748729597457e-07,"ATP5F1D"
3.44262663004787e-11,-0.212627579642866,0.505,0.577,8.32599250477077e-07,"CCT4"
3.49658976547421e-11,-0.154577787819504,0.663,0.726,8.45650234779937e-07,"SNRPB"
3.91774198476044e-11,-0.302583225262732,0.413,0.49,9.47505899014314e-07,"TOP1"
3.94889890043747e-11,0.468269598454202,0.135,0.085,9.55041199070803e-07,"GRAMD1A"
4.0020679824853e-11,-0.543072092636747,0.211,0.284,9.67900141564071e-07,"EIF4EBP1"
4.02839880699946e-11,-0.577654584874752,0.155,0.222,9.74268251472819e-07,"SLC25A33"
4.04087045675265e-11,-0.319426518906875,0.624,0.726,9.77284519965628e-07,"TUBA1B"
4.09128178422503e-11,0.655096618870019,0.121,0.074,9.89476499514823e-07,"LYN"
4.14349601582859e-11,-0.275854972791745,0.584,0.654,1.00210451142814e-06,"BRD2"
4.29289388086535e-11,0.96818026856005,0.124,0.077,1.03823638508729e-06,"SLC40A1"
4.67004040143016e-11,-0.695837597945855,0.091,0.151,1.12944927108588e-06,"FBLIM1"
4.77074391906651e-11,-0.794685397865771,0.108,0.169,1.15380441682624e-06,"TMEM30B"
4.80909248351862e-11,-0.452033455147281,0.239,0.313,1.16307901713898e-06,"AK6"
4.8828155784425e-11,0.784002617622953,0.147,0.095,1.18090894764632e-06,"BMAL2"
4.95497144001821e-11,-0.467976172270441,0.1,0.162,1.1983598427684e-06,"TP53I13"
4.99433567713974e-11,-0.373719288664963,0.305,0.377,1.20788008351625e-06,"TOMM40"
5.0154710476904e-11,-0.194063214064096,0.688,0.749,1.21299167288392e-06,"ATF4"
5.09098880598558e-11,1.07604039969152,0.197,0.14,1.23125564272761e-06,"RASAL2"
5.09170684343254e-11,0.796493562915033,0.373,0.322,1.23142930008416e-06,"RDX"
5.23689502031457e-11,-0.294165523385369,0.449,0.521,1.26654306066308e-06,"KLF3"
5.24122054382589e-11,-0.985972164462129,0.084,0.143,1.26758918852429e-06,"CDH3"
5.26933250768277e-11,-1.24631888662873,0.071,0.125,1.27438806698308e-06,"IL11RA"
5.36942776638725e-11,-0.414243288305562,0.305,0.376,1.29859610530076e-06,"RGS12"
5.38692437514422e-11,-0.300811727059424,0.258,0.34,1.30282766012863e-06,"TLCD3A"
5.50231661559248e-11,-0.410193913450326,0.285,0.361,1.33073527348104e-06,"GTF2B"
5.65545669934544e-11,-0.357168349761236,0.282,0.356,1.36777220273669e-06,"MAP3K8"
5.66435499166783e-11,-0.16900086010397,0.619,0.732,1.36992425473487e-06,"SOD1"
5.83298492592399e-11,-0.815281822518039,0.088,0.148,1.41070740433472e-06,"AKR1C1"
6.37461852888211e-11,-0.70413821344448,0.136,0.202,1.54170149121014e-06,"STK17B"
6.37706247715278e-11,0.634688689829479,0.239,0.174,1.5422925600994e-06,"MARCHF2"
6.45406760343869e-11,0.370698206987331,0.299,0.229,1.56091624989165e-06,"TSPAN4"
6.51003173677346e-11,0.771109766721815,0.127,0.079,1.57445117553866e-06,"TMCC3"
6.63390170852121e-11,-0.253107156880942,0.498,0.584,1.60440912820585e-06,"NFIC"
6.64757575495367e-11,-0.206494259683229,0.688,0.754,1.60771619633554e-06,"RBM39"
6.76529917629499e-11,-0.184657963589158,0.262,0.346,1.63618760578694e-06,"MAZ"
6.8000613438727e-11,-0.2728534103393,0.489,0.555,1.64459483601561e-06,"GPBP1"
6.82406939595253e-11,-0.183126132572944,0.675,0.754,1.65040118341112e-06,"FUS"
6.87332202765342e-11,0.564225262293521,0.447,0.387,1.66231293238798e-06,"FCGRT"
6.94617436188742e-11,-0.265863955371187,0.556,0.628,1.67993226942247e-06,"HERPUD1"
7.0721409756237e-11,-0.52361905140282,0.199,0.269,1.71039729495459e-06,"RCOR1"
7.28903595046563e-11,0.758469064335315,0.149,0.1,1.76285334462011e-06,"AGRN"
7.36617573853741e-11,-0.179978030430494,0.856,0.895,1.78150960236527e-06,"RPS10"
7.57022237172065e-11,-0.175748370019364,0.843,0.904,1.83085828060064e-06,"RPL36AL"
7.57937221018774e-11,-0.428610898974588,0.076,0.131,1.8330711690339e-06,"IRX5"
7.60583491996693e-11,0.808304927050191,0.118,0.073,1.839471175394e-06,"MAP2"
7.61193141151698e-11,-0.390669970862072,0.406,0.473,1.84094561187538e-06,"TRA2A"
7.69463022265479e-11,-0.242568398190809,0.528,0.604,1.86094631934906e-06,"EIF3M"
