"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
0.000205209603770068,-0.310922472474317,0.124,0.159,1,"PKD1"
0.000206335153301853,-0.413733092389841,0.095,0.127,1,"GRTP1"
0.00020637546075071,0.270487497749456,0.457,0.425,1,"PPCS"
0.00020701193741736,-0.110625649770219,0.546,0.602,1,"ARF6"
0.000208233348208717,-0.496660716205489,0.071,0.1,1,"FTO"
0.000209256985860351,-0.184419189059913,0.374,0.412,1,"MRPL36"
0.000209275851629875,-1.10227693106522,0.106,0.133,1,"FBLN2"
0.00020936555171012,0.166945178650014,0.112,0.084,1,"TCTA"
0.000209460071657311,0.793225824965565,0.233,0.208,1,"THEM5"
0.000209760004370135,-0.214137110088499,0.298,0.337,1,"SZRD1"
0.000210857617166555,0.34625982952472,0.263,0.227,1,"PSIP1"
0.000212104395640781,0.152565646077863,0.283,0.24,1,"HDAC5"
0.000212426205537501,-0.207036901835894,0.283,0.327,1,"MXD4"
0.000215792382418402,-0.403746955494674,0.111,0.142,1,"PDE12"
0.000216492542856947,-0.203033314104365,0.247,0.288,1,"ARID1A"
0.000217823246868893,-0.178759639810429,0.096,0.128,1,"PDHX"
0.000218627767338438,-0.430755836349562,0.078,0.107,1,"GFPT1"
0.000218774320168832,-0.582332184382942,0.075,0.104,1,"TBL2"
0.000218908037923101,-1.05502452091656,0.151,0.181,1,"FAM107B"
0.000218974456166448,-0.632784399151284,0.231,0.269,1,"LTBP4"
0.000224152978014339,-0.205184945262002,0.246,0.282,1,"ASNSD1"
0.000228504083435009,-0.31142954421225,0.179,0.217,1,"TIMM50"
0.00023083978481658,-0.303372057070165,0.147,0.181,1,"USP38"
0.000231474332246101,0.137863024998095,0.143,0.11,1,"ARID5A"
0.000235184815130644,-0.19377320092326,0.338,0.378,1,"MRPS33"
0.00023520697713216,-0.113943014083146,0.577,0.614,1,"JTB"
0.000235227908180112,-0.258958950430967,0.196,0.235,1,"PTPMT1"
0.000235598010108433,-0.439542517920191,0.085,0.115,1,"DDX10"
0.000238493076031555,0.968203380721853,0.172,0.141,1,"RNF39"
0.000240083577363262,-0.210398331057707,0.178,0.218,1,"DNMT1"
0.000240188423347017,0.863504591787501,0.236,0.202,1,"CSNK2A2"
0.000242152262928487,-0.140422578928109,0.435,0.48,1,"IRF2BP2"
0.000242267100199873,-0.400936224027163,0.174,0.209,1,"RFNG"
0.000243616920297941,-0.291282461058763,0.259,0.299,1,"PTPN13"
0.000244827124413587,-0.253517096664496,0.303,0.338,1,"CHD2"
0.000244859301471681,-0.105715521844289,0.087,0.117,1,"MSX2"
0.000247932911860852,-0.101222387128399,0.924,0.94,1,"RPS21"
0.000248711769632687,-0.55365098073098,0.083,0.113,1,"PI4K2B"
0.000249852998876968,-0.250156697964857,0.197,0.234,1,"ARAP2"
0.000249974409734819,-0.240977596372797,0.342,0.381,1,"JOSD2"
0.00025121661326612,0.324862651672515,0.49,0.461,1,"JAK1"
0.000251445302431431,-0.50381481331283,0.091,0.121,1,"PLEKHA4"
0.000253615828027743,-0.126295863761914,0.116,0.152,1,"PLEK2"
0.000254662445134095,-0.35558850267882,0.094,0.124,1,"ADCY3"
0.00025645723479938,0.295624998450201,0.132,0.104,1,"ME1"
0.000258302994155787,-0.225847691546707,0.211,0.251,1,"ING2"
0.000259276078509526,0.567368305454228,0.143,0.112,1,"NADSYN1"
0.000261696904722886,-0.256518014840384,0.218,0.257,1,"MED6"
0.000262004585140248,-0.441871350647977,0.103,0.134,1,"CNBD2"
0.000265377446647054,0.783125644315159,0.122,0.095,1,"TMEM39B"
0.000266269358350329,-0.117020598933669,0.454,0.5,1,"EIF2A"
0.000271594802656486,0.422005655364535,0.138,0.108,1,"FGD4"
0.00027435589817589,-0.197620346527105,0.077,0.106,1,"TOP6BL"
0.000277345695817658,-0.193794698979066,0.413,0.461,1,"ARID5B"
0.000277386216719724,-0.348902913020909,0.292,0.33,1,"FASTK"
0.000279495897355699,-0.170603322297538,0.134,0.168,1,"ODR4"
0.000280067805405525,0.737811707953395,0.155,0.125,1,"GIT1"
0.000281428589315607,-0.141895077879776,0.632,0.693,1,"TUBB"
0.000285306267673621,0.354470541869683,0.157,0.125,1,"MOSPD1"
0.000285397968807662,0.265090233123861,0.255,0.215,1,"PIGC"
0.000286074811899514,0.493257734416842,0.15,0.12,1,"MCM3"
0.000286543412346924,0.284318319861177,0.2,0.164,1,"MXRA7"
0.000287643406983473,-0.100490879369343,0.505,0.547,1,"TMEM147"
0.00028774554509687,0.382462451196816,0.157,0.126,1,"KIAA0319L"
0.000289766891674061,-0.120346286746155,0.505,0.564,1,"HMGN3"
0.000294106111566057,-0.105829900357016,0.536,0.581,1,"NDRG1"
0.000295260597549816,-0.548143550368723,0.125,0.156,1,"DYRK4"
0.00029650938992985,-0.165052917478282,0.364,0.405,1,"FOXN3"
0.000296846611295999,0.408681426367427,0.199,0.164,1,"BFAR"
0.000296902017017145,-0.110408144155559,0.17,0.207,1,"LTV1"
0.000299843342605671,0.388574977105214,0.213,0.176,1,"SHKBP1"
0.000302411973722332,-0.21573901752135,0.085,0.115,1,"IFT74"
0.000302784492692177,-0.144887644654079,0.192,0.23,1,"CDK16"
0.000305170850535971,0.541570101831019,0.215,0.178,1,"KCTD20"
0.000305197980429937,0.317549219861444,0.195,0.16,1,"UNK"
0.00031398180173896,0.412244663122625,0.347,0.302,1,"TPD52L1"
0.000314606612513577,-0.162005035805063,0.331,0.37,1,"KPNA4"
0.000314715416095859,-0.460364793978413,0.14,0.171,1,"UBALD1"
0.000320421699184199,0.631691878793303,0.382,0.362,1,"LIMS1"
0.000321393624495142,-0.120803096304913,0.47,0.513,1,"NDUFV1"
0.000323479811244686,-0.30093776723029,0.259,0.301,1,"SLC75A1"
0.000325027652933683,-0.67954557616658,0.092,0.12,1,"PIP4P2"
0.000329446887199613,-0.133430614224615,0.446,0.512,1,"SNHG32"
0.000329646834725345,0.267212084316006,0.185,0.15,1,"VPS37B"
0.000330574859596306,0.533664305146876,0.128,0.099,1,"LMBR1L"
0.000330959171258117,0.154953599864179,0.171,0.137,1,"VPS26C"
0.000332790949014908,-1.43869393699937,0.085,0.109,1,"FBN1"
0.000338903544945461,-0.26126924701886,0.124,0.159,1,"IRX4"
0.000340772142430626,-0.522121985898404,0.113,0.143,1,"HIBADH"
0.000341084111577118,-0.181783114234871,0.191,0.229,1,"ALG3"
0.000341849776986658,0.176919879795677,0.707,0.713,1,"ZFP36L2"
0.000341912993844708,-0.225161604888658,0.177,0.214,1,"KIF22"
0.000341920383209719,-0.376781123299323,0.196,0.233,1,"SNHG25"
0.000343506502755471,0.382242263500323,0.436,0.407,1,"PLEC"
0.000347112225285143,-0.524908488599207,0.096,0.127,1,"SLC12A2"
0.00035028045924071,0.553138214328345,0.191,0.158,1,"AFF1"
0.000355026746450239,0.227827174300538,0.108,0.082,1,"SENP7"
0.000356320711566671,-0.103054193024738,0.441,0.487,1,"COX14"
0.000358157369351598,-0.119069459525864,0.498,0.541,1,"ZC3H15"
0.000358870003353282,-0.126437752332265,0.259,0.298,1,"USP47"
0.000358905689160122,-0.141104960382442,0.189,0.227,1,"IARS1"
0.000359863829021105,-0.195279236023733,0.12,0.153,1,"CAMSAP1"
0.00036041047819854,0.376160102737514,0.374,0.337,1,"MEF2A"
0.000362389337737516,-0.227251188119332,0.149,0.182,1,"MDM2"
0.000362705668276631,-0.273288313651527,0.407,0.436,1,"MAST4"
0.000367545579004459,0.516694377246989,0.122,0.094,1,"CTDP1"
0.000371518484144502,-0.465831541825422,0.113,0.143,1,"RETSAT"
0.000371776436316672,-0.115138633426695,0.124,0.16,1,"NOC3L"
0.000376624121894325,-0.148142214534234,0.343,0.377,1,"IFNGR2"
0.00037825908833453,0.632900379029123,0.115,0.09,1,"HRH1"
0.000380837500899035,0.544413514111564,0.17,0.137,1,"LYRM1"
0.000382259671015619,-0.194592923228845,0.202,0.24,1,"COPS4"
0.000383661754521009,0.270697956700673,0.334,0.295,1,"MARCKSL1"
0.000386893914028371,-0.224444455036156,0.201,0.239,1,"CDC40"
0.000390868459259777,-0.152575485112789,0.881,0.919,1,"LMNA"
0.000396458150497678,-0.206469124043653,0.239,0.282,1,"MRPL16"
0.000396652510716395,0.272607654194775,0.201,0.163,1,"ANKH"
0.000401848135444595,-0.166714200342982,0.119,0.154,1,"DUS3L"
0.000407468513817331,-0.100703444372819,0.471,0.527,1,"RBMX"
0.000410174370877098,-0.4078954549557,0.103,0.134,1,"IL17RE"
0.000415179496868206,-0.363457892402545,0.272,0.307,1,"CCDC107"
0.000415570360903421,-0.255181864705032,0.23,0.27,1,"REST"
0.000418837853085473,-0.396889439808971,0.124,0.157,1,"TRMT6"
0.000419728563987131,-0.320089863489945,0.096,0.126,1,"P2RY1"
0.000430829030634241,-0.234179392148446,0.195,0.231,1,"LYRM2"
0.000431195314934441,-0.171720638927366,0.116,0.148,1,"KANSL2"
0.000433988748852712,-0.137079854054387,0.181,0.219,1,"CLEC2A"
0.000438076114845102,0.495545701214667,0.242,0.21,1,"PML"
0.000438452668103538,-0.108084840685739,0.573,0.653,1,"SAT1"
0.000439494197516393,-0.422447489092571,0.112,0.142,1,"CYP20A1"
0.000441307977303288,0.300602198610178,0.209,0.173,1,"TCEAL3"
0.000441584187061349,-0.277220370469197,0.219,0.257,1,"RRM1"
0.000449599022246818,-0.500092899201252,0.081,0.109,1,"ARMC6"
0.000452120253461657,-0.180878279257634,0.25,0.292,1,"RNF141"
0.000454006876055353,-0.144260821713435,0.434,0.469,1,"PTRHD1"
0.000454300814579318,-0.148635523875792,0.311,0.355,1,"PRKRA"
0.000455706088833507,-0.274889303440633,0.13,0.164,1,"DNAJA3"
0.00046054610419079,0.30303934780324,0.109,0.082,1,"GID4"
0.000462076847271495,-0.450231522506812,0.172,0.206,1,"SEMA4B"
0.000462491796450122,0.485729467453039,0.176,0.143,1,"GPR137"
0.000462606598246865,-0.106108925151264,0.398,0.43,1,"TRIM28"
0.000465249886658705,0.619666964084563,0.13,0.102,1,"KCTD11"
0.000466028700288513,-0.39629086992114,0.141,0.174,1,"NSUN2"
0.000471368427913473,0.537584046778312,0.142,0.113,1,"GABPA"
0.000475875954970298,-0.283688886634803,0.142,0.174,1,"PCID2"
0.000481774198447963,0.185774474145618,0.208,0.172,1,"CHST12"
0.000487489218865729,-0.106611599182497,0.413,0.45,1,"TXNL4A"
0.000488161568842947,0.692521297361186,0.106,0.081,1,"DENND2D"
0.000489804735761612,0.430846677938251,0.1,0.075,1,"DHRS11"
0.000491490901849378,-0.222388286716114,0.121,0.154,1,"ACTR6"
0.000492445511665541,-0.146382858598664,0.183,0.218,1,"PLA2G4F"
0.000495374740528428,-0.135468703816279,0.229,0.268,1,"TOP2B"
0.000505043453637836,-0.307032834183405,0.162,0.195,1,"GCH1"
0.000505572349226086,-0.113701934029286,0.532,0.587,1,"FKBP2"
0.000506882089944844,-0.111472361474837,0.334,0.369,1,"CNOT2"
0.000511360686014909,-0.26376104785022,0.575,0.608,1,"SELENOP"
0.000512785658213274,-0.116779798102182,0.252,0.294,1,"CCNB1IP1"
0.000516733385647737,0.467095411681167,0.109,0.084,1,"SYCE1L"
0.000518083938638007,-0.170946038448464,0.332,0.374,1,"VPS35"
0.000519100576577168,-0.265273617303891,0.184,0.22,1,"ELOA"
0.000519322771387781,0.310703706716671,0.193,0.158,1,"AMOTL1"
0.000520344817716244,0.656253007186058,0.128,0.101,1,"CD164L2"
0.000524446842870094,0.621466405133015,0.141,0.112,1,"WDFY3"
0.000532039395147714,-0.104831407328627,0.218,0.257,1,"JOSD1"
0.000538262914349031,-0.16135868501138,0.086,0.115,1,"DPH2"
0.000543486143635183,0.261740156850288,0.663,0.665,1,"ERP29"
0.000550355373870358,0.138706618821348,0.122,0.094,1,"C12orf76"
0.000550889638243624,-0.272439162275083,0.075,0.103,1,"ZBTB24"
0.00055758252751494,0.505909004862708,0.229,0.199,1,"SLC25A25"
0.000560718916009566,-0.261080544228514,0.148,0.183,1,"ZC3H8"
0.000561232672554025,-0.211893156647385,0.141,0.174,1,"TRIM26"
0.000565419040695227,-0.161432552467481,0.592,0.642,1,"BSG"
0.000566914640380501,0.564598592639068,0.111,0.085,1,"ADARB1"
0.0005673291102189,-0.164437146123205,0.376,0.413,1,"MAPRE1"
0.0005692463253914,0.636764753958435,0.19,0.159,1,"MTA1"
0.000570144712293418,0.313642082364503,0.201,0.167,1,"INF2"
0.000572941124270439,1.08466807378778,0.531,0.56,1,"CTNNBIP1"
0.000575912740580596,-0.155543874344498,0.127,0.16,1,"SEH1L"
0.000579034273337556,-0.237000726883044,0.21,0.246,1,"SRD5A3"
0.000580474546308287,0.185342224430596,0.648,0.656,1,"SRP9"
0.000593876194980211,0.500945006754809,0.159,0.13,1,"ITGA3"
0.000594577613214412,-0.321845024005835,0.182,0.217,1,"NFKB2"
0.000595015750961928,-0.235190328827707,0.227,0.262,1,"PRCC"
0.000600121440424475,-0.206804260588678,0.165,0.199,1,"LTB4R2"
0.000602420503519861,-0.353772141727775,0.08,0.106,1,"TMEM263"
0.000605098598552436,-0.172924880826802,0.272,0.31,1,"ADM"
0.000605878365826939,0.441385151684236,0.229,0.194,1,"CYTH1"
0.000609861334381109,-0.374883430523089,0.13,0.162,1,"PRMT5"
0.000616000070770154,0.159623249885141,0.164,0.131,1,"NBEAL2"
0.000622919946635075,-0.246987417429374,0.199,0.233,1,"TMEM19"
0.000624353223359248,-0.359134569578496,0.142,0.173,1,"SNX7"
0.000626188456564733,-0.195181932929127,0.199,0.233,1,"ZNF394"
0.000628842572923108,-0.166151403635006,0.102,0.132,1,"NME2"
0.000632276683419055,0.396869938782286,0.165,0.135,1,"LZTS2"
0.000632478400734882,-0.136065878889958,0.267,0.301,1,"KDM5A"
0.000648581986281337,0.528456921158179,0.168,0.138,1,"TNNT1"
0.000651045724481301,-0.142150244307007,0.19,0.224,1,"MFAP1"
0.000651577848764093,-0.242919442756953,0.263,0.302,1,"ZNF644"
0.000653458761383365,0.558716587008413,0.15,0.123,1,"ANKS1A"
0.000658033402862242,-0.312849900407785,0.088,0.116,1,"SGPP2"
0.000659140185247999,-0.103097947422471,0.073,0.1,1,"FAM13B"
0.000669744913725571,0.420113684534511,0.228,0.192,1,"COA5"
0.00067056841207897,-0.361002496044516,0.191,0.225,1,"MGME1"
0.000671659923099127,-0.259096223273032,0.191,0.226,1,"NMD3"
0.00067484589889098,-0.115342966448389,0.338,0.375,1,"GPAA1"
0.000674887904421083,0.324833799189109,0.312,0.274,1,"TSNAX"
0.000675579755773115,-0.133835991769988,0.272,0.312,1,"PWP1"
0.000680166722563128,-0.245282725738639,0.183,0.219,1,"GOT2"
0.000680228181028746,0.31106899272872,0.4,0.371,1,"ZFYVE21"
0.000682231953330858,-0.223514903765802,0.19,0.225,1,"AKT2"
0.000686165649381495,-0.304207981304256,0.09,0.119,1,"LDLRAP1"
0.000688276664255715,-0.214035978732201,0.333,0.368,1,"OSER1"
0.000694327643087199,-0.283420292135074,0.122,0.154,1,"GCHFR"
0.000694787966085224,-0.392193894111396,0.19,0.223,1,"FAM53C"
0.000695358887354433,0.60256248254553,0.173,0.143,1,"IKBKB"
0.000697759252672533,-0.199128074241698,0.309,0.344,1,"UBXN6"
0.000703510797439622,-0.131760792237716,0.1,0.129,1,"ALDH4A1"
0.000704607309062694,-0.346145349058191,0.141,0.172,1,"CRKL"
0.000710645113053672,-0.27629523271019,0.296,0.329,1,"ZNRD2"
0.000714554383657509,-0.184432879465572,0.272,0.312,1,"ATG12"
0.000715925107386541,-0.164243642650887,0.323,0.358,1,"RAMAC"
0.00071626010135045,-0.156279120110694,0.078,0.104,1,"VANGL2"
0.000720194166957255,0.494211201773402,0.165,0.135,1,"EPHA4"
0.000721687886138977,-0.109787805387401,0.52,0.564,1,"RAB1A"
0.000723857620266333,0.330530587913249,0.162,0.132,1,"ABTB1"
0.000734949653933128,0.295163253690887,0.2,0.168,1,"FURIN"
0.000745656182105007,-0.315623466896948,0.131,0.16,1,"SLC19A2"
0.000746179836376619,-0.134107843777238,0.384,0.422,1,"PSMC4"
0.000747767044460132,0.305576603321736,0.464,0.441,1,"LEPROT"
0.00074873255369819,-0.174050892290566,0.157,0.192,1,"SCCPDH"
0.000753987376641952,0.629894340836753,0.134,0.107,1,"DLX3"
0.000755935843724212,0.597889222406247,0.242,0.215,1,"NOL3"
0.00075865256471073,-0.15075576594503,0.107,0.137,1,"RBM28"
0.000762390270739368,0.362157364060043,0.26,0.225,1,"CLCN3"
0.000764003731894753,0.332465976513521,0.127,0.1,1,"MTMR12"
0.000766788299173012,-0.337162479112438,0.112,0.142,1,"PTRH2"
0.000776671144604683,-0.326744755589721,0.151,0.182,1,"LNPK"
0.000776813654852088,-0.671560105062165,0.091,0.119,1,"EPS15L1"
0.000785044588854274,-0.160304095497563,0.201,0.237,1,"FAM83C"
0.000785568316626526,0.400876399409041,0.111,0.085,1,"KIF13B"
0.000787840255779872,-0.180575321887033,0.136,0.168,1,"CHD3"
0.000788599623426014,-0.196142519419412,0.291,0.327,1,"LAMTOR3"
0.000788651229421906,-0.170653915457023,0.085,0.112,1,"PUS1"
0.000789745047000801,-0.411857313828485,0.188,0.222,1,"ATP1B1"
0.000792487342097285,-0.426245665376553,0.143,0.176,1,"SCAF4"
0.000797478303559342,-0.154219554642256,0.293,0.33,1,"DHX29"
0.000804441051406465,-0.274964067080711,0.184,0.219,1,"RSRC1"
0.000805155386531394,-0.38802161220366,0.145,0.174,1,"CHPT1"
0.000808666808825911,-0.10985855521229,0.263,0.299,1,"ZBTB7B"
0.000810501385405156,-0.148301657247596,0.589,0.632,1,"SPCS2"
0.000811713392689092,-0.201949322325781,0.173,0.208,1,"RALGPS2"
0.000817054077210358,0.302319837704858,0.113,0.088,1,"PLA2G3"
0.00081868733467627,-0.330921339621324,0.088,0.115,1,"ATAD3B"
0.000818820046646258,-0.173597277911611,0.293,0.33,1,"POLR1H"
0.000822355585337725,-0.293027976547737,0.106,0.136,1,"CACNB4"
0.000828174646543234,0.573441562870438,0.116,0.091,1,"SPIDR"
0.000830956902809733,0.483002936084493,0.416,0.396,1,"NKTR"
0.000832149814193588,-0.200664118247272,0.216,0.251,1,"GPS1"
0.000838836297909114,0.32571214219317,0.356,0.32,1,"ADAR"
0.000844771641391093,-0.388909762326834,0.136,0.167,1,"ZNF146"
0.000850903670968255,-0.237681196083338,0.336,0.364,1,"MFF"
0.000872173873242877,-0.219029009750374,0.241,0.276,1,"ACBD6"
0.000874217373934055,0.355449667774677,0.101,0.076,1,"ADGRA2"
0.000875174529698708,0.361711426015774,0.359,0.329,1,"TMEM109"
0.00087533522955396,-0.310946800259827,0.198,0.229,1,"NFKBIB"
0.000877887589705722,-0.463927483233951,0.085,0.111,1,"FBXO32"
0.000886705357155328,-0.109917236550096,0.427,0.464,1,"METTL26"
0.000888284336449275,0.163118996814985,0.814,0.807,1,"YBX3"
0.000901516058720882,-0.113392891832731,0.26,0.295,1,"TOMM5"
0.000907490664445589,-0.150412821981304,0.216,0.255,1,"GOPC"
0.000909474005620943,-0.274379716033927,0.221,0.254,1,"MAFG"
0.000910456511798193,0.337475768565094,0.364,0.333,1,"BNIP2"
0.000928343682493609,-0.385081629853622,0.132,0.162,1,"RAP2C"
0.000930146604716972,-0.348848096836406,0.197,0.229,1,"PGD"
0.000940830233078705,-0.310085965466081,0.181,0.213,1,"BLOC1S6"
0.000941381552437021,-0.313137120184811,0.272,0.305,1,"DNAJB11"
0.000944890501624424,-0.166878618040263,0.212,0.251,1,"MRPS5"
0.000964303134432405,-0.212343417558948,0.189,0.223,1,"DNAJB12"
0.000967643907668688,-0.215349949644041,0.126,0.157,1,"CYP1B1"
0.000968420862231783,-0.290520897156525,0.153,0.187,1,"ANGPTL4"
0.000988201873056576,0.370601871975081,0.344,0.308,1,"ARHGEF12"
0.000992851361235516,-0.147823747030448,0.093,0.121,1,"C1GALT1"
0.000996185771611543,0.425063288843927,0.119,0.094,1,"PTK2B"
0.00100364485820558,-0.21786423792151,0.241,0.272,1,"UQCC4"
0.00101041757668558,-0.439075539077856,0.106,0.133,1,"HOMER1"
0.00101512152857469,0.209658371562841,0.354,0.318,1,"SRSF8"
0.00101872249766551,-0.313921733579935,0.194,0.224,1,"BCL6"
0.00102030027202238,-0.319113469669356,0.19,0.224,1,"HACL2"
0.00102227290259684,-0.225296063697337,0.454,0.487,1,"ARL6IP1"
0.00102669780216524,-0.107416587821758,0.426,0.463,1,"ANKRD11"
0.00103060986163611,-0.305372289904264,0.158,0.19,1,"FASN"
0.00103389148575229,-0.260687531068099,0.176,0.209,1,"DEXI"
0.00103949456931304,-0.105773152440039,0.471,0.513,1,"TCEA1"
0.00104700067232662,0.486946227307974,0.116,0.091,1,"NRDE2"
0.00104797498689703,0.239053437281503,0.332,0.297,1,"ETFRF1"
0.0010489569074839,-0.310402081231789,0.129,0.16,1,"FAIM"
0.00104930648495224,-0.338621462953676,0.149,0.18,1,"HERC4"
0.00105094148538415,-0.152230273739112,0.296,0.334,1,"FDX1"
0.0010526854430825,0.428760647046887,0.221,0.188,1,"ACAD9"
0.0010553985400859,-0.262074054292672,0.077,0.102,1,"RCCD1"
0.0010617743195214,-0.183092970881112,0.241,0.277,1,"RARS1"
0.00107152080301375,-0.231068678530442,0.403,0.434,1,"C6orf62"
0.00108178186999718,-0.129730976446597,0.163,0.195,1,"CIZ1"
0.00108533350624357,0.279677407135625,0.218,0.185,1,"ZBTB38"
0.00110411864214271,0.301657682602734,0.106,0.082,1,"STARD3NL"
0.00110521806692951,-0.253066796602684,0.193,0.227,1,"MYO10"
0.00110988410164424,-0.374741763352477,0.135,0.165,1,"ZBTB21"
0.00111468534050767,-0.402473319326233,0.144,0.173,1,"LYSET"
0.00111606182836839,-0.168048886771926,0.375,0.414,1,"NCOR1"
0.00112126564982029,-0.11696187842921,0.51,0.556,1,"SIVA1"
0.00112404386959205,-0.16018233267602,0.191,0.227,1,"LMF2"
0.00113009682929237,-0.156278100507879,0.294,0.326,1,"PFDN6"
0.00113655649679975,-0.243497083308928,0.225,0.259,1,"USE1"
0.00113790882559011,-0.123708186751729,0.498,0.525,1,"SSNA1"
0.00114302697023058,-0.108204676048373,0.187,0.223,1,"UBAP2"
0.00114787431197251,-0.46086521100447,0.105,0.133,1,"EGR2"
0.001148115999037,-0.158024012414018,0.495,0.524,1,"MRPL52"
0.00115222771810313,0.132786751352571,0.083,0.108,1,"CBLL1"
0.00116193082083996,-0.158978404730779,0.358,0.391,1,"THBD"
0.00116992220481558,-0.358379002827498,0.099,0.127,1,"TEX30"
0.001178933478354,-0.163000260990094,0.3,0.337,1,"SMARCB1"
0.00118793966255971,0.354081102599853,0.448,0.423,1,"TMOD3"
0.0011879680107303,-0.30597852813373,0.128,0.158,1,"SNX16"
0.00119292272044697,-0.387643368508848,0.101,0.128,1,"RAB33B-AS1"
0.00119517374828835,-0.393628873052384,0.111,0.14,1,"ALAD"
0.00123119473352928,-0.384578258750062,0.117,0.146,1,"TET3"
0.00123839754248356,-0.207570711758367,0.133,0.163,1,"PDK1"
0.00125365212470594,0.290002898160302,0.252,0.218,1,"CNOT6L"
0.00125558530659942,-0.12373335696289,0.25,0.287,1,"MPHOSPH10"
0.00126087377038606,0.400945492553348,0.392,0.362,1,"PDLIM5"
0.00126667010412613,-0.324782401801329,0.198,0.231,1,"TFAM"
0.00126995837142537,-0.151798679620575,0.201,0.234,1,"ATG4D"
0.00127085444847212,-0.155786730493051,0.147,0.178,1,"INO80"
0.00127606253696416,-0.351619589701787,0.127,0.156,1,"TEAD3"
0.00129249766250282,0.357578311867027,0.194,0.165,1,"RERE"
0.00129338433447337,-0.346826792528044,0.106,0.135,1,"GRK6"
0.00130004245216901,-0.179673524045191,0.218,0.253,1,"SLMAP"
0.00130816680178289,-0.3375938862484,0.124,0.154,1,"UTP4"
0.00131045181848542,0.113984698093129,0.087,0.114,1,"KIZ"
0.00131186730022816,0.462258183186878,0.139,0.113,1,"TMEM184A"
0.00131247628984244,0.146265748163749,0.228,0.192,1,"SFT2D2"
0.00131383471906271,-0.358674421090269,0.166,0.197,1,"MAP2K1"
0.00132081363097208,0.208212759147932,0.279,0.244,1,"TNIP1"
0.00132938003476685,-0.200484205080716,0.347,0.382,1,"MAP3K13"
0.00133160708554999,-0.158391238433985,0.095,0.122,1,"PPP2R3B"
0.00133485163684086,-0.216256001461858,0.162,0.195,1,"ALDH16A1"
0.00133992778132874,-0.546527323171726,0.103,0.13,1,"SOCS6"
0.00134660085610285,-0.147302536541222,0.201,0.231,1,"KIAA0930"
0.00134754381910006,0.644491126584137,0.23,0.207,1,"GPR15LG"
0.00135334443800836,0.197746997653414,0.221,0.186,1,"SLC10A3"
0.00135598974512325,-0.316658092175074,0.14,0.169,1,"NELFA"
0.0013561633855755,-0.105421619185541,0.288,0.32,1,"EMC10"
0.0013765769710484,-0.21110970206757,0.172,0.208,1,"MAD2L2"
0.00137791654064899,0.286640367620167,0.081,0.108,1,"TBX3"
0.00139515355809732,0.206480659090151,0.408,0.375,1,"PFDN1"
0.00140903732943813,-0.215769044318608,0.226,0.263,1,"MTX1"
0.00142091709085112,0.905925543259599,0.213,0.183,1,"CDC34"
0.0014284565097308,-0.283431459942585,0.229,0.26,1,"DLG1"
0.00142940619772285,-0.206752831341478,0.124,0.154,1,"PAXBP1"
0.0014697669577928,-0.447078700063906,0.106,0.132,1,"CPE"
0.00147590219078736,-0.345066718423222,0.086,0.113,1,"CDCA7L"
0.00149009976263707,-0.118749391749871,0.21,0.25,1,"GSTO2"
0.00150243997944634,-0.35252268527138,0.318,0.35,1,"CKS1B"
0.0015040956851204,-0.382932302455811,0.188,0.219,1,"ATXN2L"
0.0015062611918416,-0.16564302275722,0.276,0.313,1,"EML4"
0.00150796916539037,0.321784316492453,0.4,0.491,1,"RAB25"
0.00151096914573343,-0.152404332966474,0.159,0.191,1,"ATXN1"
0.00151617886655421,0.720843896101901,0.103,0.08,1,"ZRSR2"
0.00151929623461756,-0.238459922874498,0.252,0.284,1,"CSNK1D"
0.00153028370236997,0.312296513370759,0.121,0.095,1,"ZNF226"
0.00153933457425872,0.231462978192032,0.182,0.152,1,"DPP8"
0.00153946984551498,-0.124579792384079,0.226,0.261,1,"NMRAL1"
0.00155882092245743,-0.265710894861029,0.085,0.11,1,"ANAPC1"
0.00156007422233338,-0.320451233873245,0.137,0.166,1,"C6orf47"
0.00156378570960463,-0.238482734507616,0.088,0.115,1,"POLR1E"
0.00156433188107897,0.132713732203675,0.231,0.196,1,"GABARAPL1"
0.00157360439702518,0.406738667046124,0.18,0.153,1,"RHBDL2"
0.00158192849215913,0.543249911609892,0.106,0.084,1,"PLXNA2"
0.00158225721959932,0.280542415997326,0.561,0.546,1,"PSMB8"
0.00159248571215923,-0.112710833788602,0.215,0.25,1,"DDX54"
0.00161959245197378,0.20525584256306,0.186,0.152,1,"STX17"
0.00162340431085187,0.417977616974641,0.108,0.084,1,"PCNX1"
0.00164005884552349,-0.358427257738791,0.16,0.189,1,"KATNA1"
0.00164616750720453,-0.348381755932098,0.13,0.159,1,"PREB"
0.00165105286653155,0.61049690826653,0.27,0.236,1,"CYFIP1"
0.00165604664010166,-0.174482709610567,0.213,0.246,1,"BACH1"
0.00166065629546728,-0.276177829216998,0.077,0.102,1,"CTPS1"
0.0016675892733091,0.238846384275236,0.093,0.122,1,"MIX23"
0.00167081864816585,-0.276432621500982,0.147,0.177,1,"PEX13"
0.00167613947834394,-0.130423141915017,0.211,0.246,1,"MRPL45"
0.00168097871374778,-0.231143534515493,0.086,0.11,1,"ABCF3"
0.00170063962687875,1.79759726527081,0.268,0.24,1,"SPRR2E"
