"gene","k","dl_logFC","mf_logFC","dl_SE","mf_SE","dl_I2","mf_I2","dl_P","mf_P"
"HNRNPF",3,0.296195171929729,0.296195171929729,0.0480477938964791,0.0480477938964791,37.3701278047491,37.3701278047491,7.06639315560079e-10,7.06639315560079e-10
"IL20RA",3,-0.826384682403613,-0.826384682403613,0.109047497407831,0.109047497407831,71.3854636210227,71.3854636210227,3.50358774615015e-14,3.50358774615011e-14
"SRPRB",3,0.539637316911803,0.539637316911803,0.139100467832427,0.139100467832426,89.090083935474,89.090083935474,0.000104680520976895,0.000104680520976895
"ATPIF1",3,0.111304541137753,0.111304541137753,0.127832295090183,0.127832295090183,87.4217002751557,87.4217002751557,0.3839138692633,0.3839138692633
"VRK3",3,0.0138756013452624,0.0138756013452624,0.0672957189246692,0.0672957189246692,72.2876779083834,72.2876779083834,0.83664369369162,0.83664369369162
"ZNF286A",3,0.0258410188215684,0.0258410188215684,0.0796511202456758,0.0796511202456758,67.9230694920557,67.9230694920557,0.745614355094258,0.745614355094258
"RP11-400F19.8",3,-0.116016878932971,-0.116016878932971,0.0789997724808714,0.0789997724808714,0,0,0.141948827950903,0.141948827950903
"PIK3CB",3,-0.26020227665573,-0.26020227665573,0.134355029173344,0.134355029173344,84.2226730240382,84.2226730240382,0.0527848555169771,0.052784855516977
"DDX50P1",3,-0.176811760421106,-0.176811760421106,0.0579934226810752,0.0579934226810752,0,0,0.00229738747340979,0.00229738747340979
"TBL1Y",3,0.0250898097399833,0.0250898097399833,0.248933568142329,0.248933568142329,0,0,0.919717817700916,0.919717817700916
"LAT2",3,0.680599703050173,0.680599703050173,0.328026385189895,0.328026385189895,94.6475633015317,94.6475633015317,0.0380020901218889,0.0380020901218889
"POLR2M",3,-0.296683486346797,-0.296683486346797,0.0584201090239749,0.0584201090239749,61.2402186419075,61.2402186419075,3.80530531630068e-07,3.8053053163007e-07
"CYSRT1",3,1.62370982138765,1.62370982138765,0.145231658078246,0.145231658078246,57.0194646749254,57.0194646749256,5.10112283170694e-29,5.10112283170816e-29
"IL4I1",3,0.858384223800675,0.858384223800675,0.19838400333485,0.19838400333485,79.4161414559007,79.4161414559007,1.51234751847071e-05,1.51234751847071e-05
"POLR1C",3,0.280336096403326,0.280336096403326,0.032132575039526,0.032132575039526,0,0,2.67694358849894e-18,2.6769435884989e-18
"RP11-138P22.1",3,-0.825839504693213,-0.825839504693213,0.170365953046448,0.170365953046447,76.1336555664925,76.1336555664924,1.25061994077121e-06,1.25061994077112e-06
"THAP12P7",3,-0.257083802618477,-0.257083802618477,0.133090610193612,0.133090610193612,74.7310590176544,74.7310590176544,0.053403346034513,0.053403346034513
"RARA-AS1",3,-0.210274867033744,-0.210274867033744,0.0792969631319997,0.0792969631319997,0,0,0.00800783646204056,0.00800783646204056
"TUG1_4",3,-0.0467375430854589,-0.0467375430854589,0.0525314680010312,0.0525314680010312,0,0,0.373623967580408,0.373623967580408
"BMS1P4",3,0.0848323939341684,0.0848323939341684,0.0710259739706231,0.0710259739706231,0,0,0.232327203412867,0.232327203412867
"BLM",3,1.41308685188176,1.41308685188176,0.23839776006061,0.23839776006061,85.4870390634055,85.4870390634055,3.07706031008492e-09,3.0770603100849e-09
"CMPK1",3,0.201351470260754,0.201351470260754,0.0629911841003485,0.0629911841003485,49.5487414686579,49.5487414686579,0.00139104676112342,0.00139104676112342
"MRE11",3,-0.255246602875098,-0.255246602875098,0.133941502022821,0.133941502022821,87.4724770506874,87.4724770506874,0.0566946809570038,0.0566946809570037
"OAT",3,0.0131055637820666,0.0131055637820665,0.126193974603042,0.126193974603042,81.4334366339604,81.4334366339604,0.917286377330378,0.917286377330378
"MDM1",3,-0.153334747869048,-0.153334747869048,0.0511413900856326,0.0511413900856326,0,0,0.00271533523871925,0.00271533523871924
"RPL17P34",3,-0.306030789071308,-0.306030789071308,0.066012871598038,0.066012871598038,0,0,3.55343049863947e-06,3.55343049863947e-06
"RRAD",3,-0.003981656343,-0.00398165634299965,0.695987094154211,0.69598709415421,90.0712411140283,90.0712411140283,0.995435425713923,0.995435425713923
"ZNF764",3,-0.0419725423679584,-0.0419725423679584,0.111117376052438,0.111117376052438,78.9188927713321,78.9188927713321,0.705630003112187,0.705630003112187
"AC104651.2",3,0.143149090116669,0.143149090116669,0.103396017534302,0.103396017534302,53.7496505934754,53.7496505934754,0.166213387182311,0.166213387182311
"RASD1",3,-0.134519923869024,-0.134519923869024,0.153252320438358,0.153252320438358,47.7034240950757,47.7034240950757,0.380069842310902,0.380069842310902
