"gene","k","dl_logFC","mf_logFC","dl_SE","mf_SE","dl_I2","mf_I2","dl_P","mf_P"
"HAT1",3,0.411092839804149,0.411092839804149,0.11168062095703,0.11168062095703,80.8185683982569,80.8185683982569,0.00023234977694203,0.000232349776942029
"KRT75",3,0.137826738318402,0.137826738318402,0.541003678175306,0.541003678175306,89.2289976110028,89.2289976110028,0.798907555868913,0.798907555868914
"CORO1B",3,0.240095202936587,0.240095202936587,0.106988581552282,0.106988581552282,82.5004882764316,82.5004882764316,0.024824689105313,0.0248246891053129
"PRMT2",3,-0.218384767769003,-0.218384767769003,0.085622886927147,0.085622886927147,85.210220308659,85.210220308659,0.0107555569249409,0.0107555569249409
"GPAT2",3,-0.567057260063773,-0.567057260063773,0.104271393034247,0.104271393034247,11.7834234947198,11.7834234947197,5.37967215488323e-08,5.37967215488312e-08
"PTBP1",3,0.375964710068738,0.375964710068738,0.0623341256620353,0.0623341256620353,54.2062902666882,54.2062902666882,1.62502298490778e-09,1.62502298490781e-09
"DNLZ",3,0.298123648838365,0.298123648838365,0.124722667016969,0.124722667016969,56.7816503806231,56.7816503806231,0.0168349616032653,0.0168349616032654
"MT-TS2",3,0.262931400898367,0.262931400898367,0.269108869452989,0.269108869452989,70.2137352048057,70.2137352048057,0.328547011669834,0.328547011669834
"RP11-161H23.9",3,0.477020846447367,0.477020846447367,0.557271674585696,0.557271674585696,95.0015581506199,95.0015581506199,0.392001458913786,0.392001458913786
"RP5-890O3.9",3,0.634836081453342,0.634836081453341,0.131221618858106,0.131221618858106,55.4118388589846,55.4118388589845,1.31223097965531e-06,1.31223097965532e-06
"ZSWIM7",3,-0.000424391464304065,-0.000424391464304065,0.0324042590278855,0.0324042590278855,0,0,0.989550579852553,0.989550579852553
"FAM89A",3,0.360533118381851,0.360533118381851,0.184309323590833,0.184309323590833,86.0721339360615,86.0721339360615,0.050449764471938,0.050449764471938
"LL22NC03-80A10.6",3,0.244716631276007,0.244716631276007,0.0804458731136054,0.0804458731136054,70.6271199890641,70.6271199890641,0.00235009125903504,0.00235009125903504
"PIGF",3,0.0804905839402765,0.0804905839402765,0.0724729947630886,0.0724729947630886,75.9427638281196,75.9427638281196,0.266728227796664,0.266728227796664
"YPEL4",3,-0.920308053091561,-0.920308053091561,0.0879025047629362,0.0879025047629357,10.7263253508195,10.7263253508191,1.19088283051896e-25,1.1908828305182e-25
"TRNAU1AP",3,0.122683615874082,0.122683615874082,0.0715195076853694,0.0715195076853693,75.3527231424928,75.3527231424928,0.0862743429910158,0.0862743429910157
"TMEM5-AS1",3,0.0473313720201957,0.0473313720201957,0.0502666017254606,0.0502666017254606,0,0,0.346394007143796,0.346394007143796
"EPS15L1",3,-0.140481985103607,-0.140481985103607,0.0829185241722925,0.0829185241722925,82.6363271675896,82.6363271675896,0.0902240284849598,0.0902240284849598
"OXSM",3,0.220048479745306,0.220048479745307,0.0658421709908153,0.0658421709908153,52.1960233864564,52.1960233864564,0.000831591112355199,0.000831591112355196
"FAM43A",3,2.00190774332528,2.00190774332528,0.099434459785672,0.0994344597856714,23.5103217283913,23.5103217283909,3.79800470591471e-90,3.79800470590681e-90
"PTCH1",3,-0.594010820487062,-0.594010820487062,0.245441669064767,0.245441669064767,94.6156720706395,94.6156720706395,0.0155132082049413,0.0155132082049413
"CECR2",3,-0.449260590159349,-0.449260590159349,0.541613864683687,0.541613864683687,87.8493181669331,87.849318166933,0.406830006984285,0.406830006984284
"PSORS1C1",3,0.674705048949631,0.674705048949631,0.215843644209566,0.215843644209566,80.0008607452086,80.0008607452086,0.00177263489046473,0.00177263489046474
"TTC13",3,0.47718646850773,0.477186468507731,0.13910297827976,0.13910297827976,91.1354280391584,91.1354280391584,0.00060257052984851,0.000602570529848507
"PPP2R2B",3,-1.20542609448761,-1.20542609448761,0.117002175087748,0.117002175087748,25.555982438499,25.555982438499,6.85852945649894e-25,6.85852945649894e-25
"RPS3AP47",3,-0.318968368741157,-0.318968368741157,0.0929704083214947,0.0929704083214947,52.7768064779525,52.7768064779525,0.000601673093157339,0.000601673093157337
"ZNF812P",3,1.2211534695434,1.2211534695434,0.730066969728996,0.730066969728995,95.472646884199,95.472646884199,0.0943943418222429,0.0943943418222429
"ZFAND2B",3,0.106981543654912,0.106981543654912,0.0874185845146655,0.0874185845146655,75.820595377755,75.820595377755,0.221033382308659,0.221033382308659
"ZBTB11-AS1",3,0.0293016684810572,0.0293016684810572,0.21356570276889,0.21356570276889,95.810527943265,95.810527943265,0.890871030423177,0.890871030423177
"FAM45BP",3,0.264750081507555,0.264750081507555,0.165044290216128,0.165044290216128,95.5973966154778,95.5973966154778,0.108688626110092,0.108688626110092
"IL7",3,-0.219369036342864,-0.219369036342864,0.275591841168215,0.275591841168215,95.2664940842732,95.2664940842732,0.426036399509156,0.426036399509156
"VCPKMT",3,0.185347944478404,0.185347944478404,0.0405318629597924,0.0405318629597925,0,0,4.81031738639323e-06,4.81031738639321e-06
"FN3KRP",3,-0.272048079895287,-0.272048079895286,0.0437233419187967,0.0437233419187967,0,0,4.90753520284714e-10,4.90753520284716e-10
"DZANK1",3,-0.266715607791605,-0.266715607791605,0.128353592106511,0.128353592106511,73.984752784758,73.984752784758,0.0377116243298755,0.0377116243298755
"RP11-411K7.1",3,0.639096049460738,0.639096049460738,0.0556473814212022,0.0556473814212022,0,0,1.57397098474452e-30,1.57397098474459e-30
"RP11-307L3.2",3,0.360428051693088,0.360428051693088,0.121216507961378,0.121216507961378,84.0832594703977,84.0832594703977,0.00294497503807783,0.00294497503807783
"CYR61",3,-0.236073168285921,-0.236073168285921,0.101029517278651,0.101029517278651,0,0,0.0194560785983004,0.0194560785983004
"SDE2",3,-0.197942971760811,-0.197942971760811,0.0804705028011935,0.0804705028011935,79.8420719414114,79.8420719414114,0.0139006619656104,0.0139006619656104
"RPL23AP49",3,-0.52320353670833,-0.52320353670833,0.176981639654113,0.176981639654113,51.8680691711085,51.8680691711084,0.00311395642374855,0.00311395642374852
"PTPN18",3,0.425061530425083,0.425061530425083,0.218141591353188,0.218141591353188,94.761140815248,94.761140815248,0.0513482388551189,0.0513482388551189
"DDX39A",3,1.02322461622031,1.02322461622031,0.18677431218304,0.18677431218304,89.0249770402215,89.0249770402214,4.29186118447239e-08,4.29186118447239e-08
"OSGEP",3,0.0208876394603376,0.0208876394603375,0.0527208466660283,0.0527208466660283,28.1419323511913,28.1419323511912,0.691962528177227,0.691962528177227
"SEPT10P1",3,-0.398851980867891,-0.398851980867891,0.104353368596196,0.104353368596196,70.6129163318776,70.6129163318776,0.00013230472762524,0.00013230472762524
"SMAGP",3,0.822003702363253,0.822003702363253,0.150558019783491,0.150558019783492,89.47458478052,89.47458478052,4.76902654499607e-08,4.76902654499612e-08
"KBTBD4",3,-0.0616656202400337,-0.0616656202400338,0.139625409295069,0.139625409295069,95.2132914263149,95.2132914263149,0.658742194641178,0.658742194641178
"NDUFS8",3,0.326524813410267,0.326524813410267,0.172229116723554,0.172229116723554,91.6462528182156,91.6462528182156,0.0579766240302243,0.0579766240302244
"MYO5C",3,-0.426887921111166,-0.426887921111166,0.223159781562519,0.223159781562518,78.3588951632729,78.3588951632727,0.055757656887401,0.0557576568873997
"AC108488.4",3,-0.279658987745861,-0.279658987745861,0.186270317711305,0.186270317711305,65.263342933058,65.263342933058,0.133262219148153,0.133262219148153
"OAZ1",3,0.344866714150528,0.344866714150528,0.150440733632336,0.150440733632337,92.9573770082433,92.9573770082433,0.0218839607045712,0.0218839607045712
"PCDHGA8",3,-0.537874563150853,-0.537874563150853,0.0766290345822735,0.0766290345822735,62.4183677030806,62.4183677030806,2.23141271546313e-12,2.23141271546314e-12
"NEK2",3,1.14072862734493,1.14072862734493,0.265605433964018,0.265605433964018,88.9375368554274,88.9375368554274,1.74831875151674e-05,1.74831875151669e-05
"PAXIP1",3,0.101990549494266,0.101990549494266,0.0287219373906513,0.0287219373906513,11.4870923507901,11.4870923507901,0.000383823735457717,0.000383823735457718
"RHOQ",3,-0.019827428456916,-0.019827428456916,0.120673408675084,0.120673408675084,90.1920134944536,90.1920134944536,0.869489845181995,0.869489845181995
"RPL7P8",3,-0.329818360627989,-0.329818360627989,0.11191765317815,0.111917653178151,43.9030084266931,43.9030084266931,0.00320900679222741,0.0032090067922274
"XPO7",3,0.0627526980978919,0.0627526980978919,0.0948998932791514,0.0948998932791514,90.7570951063631,90.7570951063631,0.508451030145624,0.508451030145624
"AFG3L1P",3,0.388473777033224,0.388473777033224,0.064783903337162,0.064783903337162,17.5740664339888,17.5740664339888,2.01671155231724e-09,2.01671155231723e-09
"SRP9P1",3,0.183242531025783,0.183242531025783,0.118547755005652,0.118547755005652,87.8961248650088,87.8961248650088,0.122170380502942,0.122170380502942
"RP11-500G22.5",3,-0.0804811232003605,-0.0804811232003606,0.0609833952407893,0.0609833952407893,0,0,0.18692788012906,0.18692788012906
"RP11-212P7.1",3,-0.0634391102610352,-0.0634391102610352,0.0593509193053316,0.0593509193053316,0,0,0.285122988526354,0.285122988526354
"ANGPTL8",3,0.30836399111672,0.30836399111672,0.0631143376062407,0.0631143376062407,0,0,1.03010052093515e-06,1.03010052093515e-06
"PGDP1",3,0.576648665565969,0.576648665565969,0.299885666005552,0.299885666005552,88.0764181418732,88.0764181418732,0.0544932303640237,0.0544932303640238
"MYH3",3,-0.84472830277719,-0.84472830277719,0.622372473015015,0.622372473015015,95.5371613279934,95.5371613279934,0.174695019308104,0.174695019308104
"FER",3,-0.264362483056128,-0.264362483056128,0.111729929198424,0.111729929198424,83.0742958093397,83.0742958093397,0.0179773279672649,0.017977327967265
"EEF1B2P6",3,0.233165600695209,0.233165600695209,0.0653041277262337,0.0653041277262337,49.6381091993593,49.6381091993593,0.000356358521294067,0.000356358521294067
"CCDC43",3,0.325737214585795,0.325737214585795,0.0981641018486568,0.0981641018486568,84.3199499670858,84.3199499670858,0.000905695485716966,0.00090569548571696
"HSCB",3,0.245913409904975,0.245913409904975,0.0966660298315336,0.0966660298315336,74.4983421434003,74.4983421434003,0.0109607216539781,0.0109607216539782
"SLC5A6",3,0.716520385013369,0.716520385013369,0.152634144289143,0.152634144289143,85.527115059745,85.527115059745,2.67436150992123e-06,2.67436150992125e-06
"CROCCP2",3,-0.182944823398334,-0.182944823398334,0.072475914690394,0.072475914690394,0.62039762077464,0.62039762077464,0.0115956838470414,0.0115956838470414
"CDKL1",3,-0.465080251572928,-0.465080251572928,0.091953346746743,0.091953346746743,60.0886974731909,60.0886974731909,4.24154400313033e-07,4.24154400313037e-07
"ABCC6",3,0.347619650268096,0.347619650268096,0.286906991180936,0.286906991180936,82.6378404076292,82.6378404076292,0.225661343506799,0.225661343506799
"INO80B-WBP1",3,-0.0946202064170127,-0.0946202064170126,0.0596397584923923,0.0596397584923923,52.1328598914745,52.1328598914745,0.112619358949811,0.112619358949812
"TNS3",3,-0.267287604538079,-0.267287604538079,0.281463009512446,0.281463009512446,94.4422791887732,94.4422791887732,0.342296881954167,0.342296881954167
"LINC01315",3,-0.633744824711079,-0.633744824711079,0.117806950707767,0.117806950707767,61.0580379116056,61.0580379116053,7.46847780049464e-08,7.46847780049379e-08
"DTD2",3,0.375378312158161,0.375378312158161,0.102586952071556,0.102586952071556,83.061946512767,83.061946512767,0.000253079506468516,0.000253079506468516
"POU5F1B",3,0.0394385418513755,0.0394385418513754,0.0953002442216139,0.0953002442216139,0,0,0.678995216403692,0.678995216403692
"CTB-58E17.10",3,-0.141258349057545,-0.141258349057545,0.0376724237469922,0.0376724237469922,0,0,0.000177082573673334,0.000177082573673334
"PANK1",3,0.0494678004487475,0.0494678004487475,0.116534619198078,0.116534619198078,75.9755220671749,75.9755220671749,0.6712083719306,0.6712083719306
"ESYT1",3,0.0901223652491108,0.0901223652491108,0.0419125911842995,0.0419125911842995,32.7677109069843,32.7677109069844,0.0315357920427207,0.0315357920427208
"HNRNPRP1",3,0.0542759019750157,0.0542759019750158,0.253741486255273,0.253741486255273,90.690557620408,90.690557620408,0.830623202164457,0.830623202164457
"DENND3",3,-0.226665614925164,-0.226665614925164,0.111399196812717,0.111399196812718,52.2847793367226,52.2847793367226,0.0418795596511728,0.0418795596511729
"PELI1",3,0.225085943474778,0.225085943474778,0.100200431137496,0.100200431137496,75.5505292917163,75.5505292917163,0.0246811479731621,0.0246811479731619
"AC002398.9",3,0.224638159848895,0.224638159848895,0.126479325004699,0.126479325004699,86.1770539852608,86.1770539852608,0.0757187415486768,0.0757187415486767
"TMEM19",3,0.348300414758456,0.348300414758455,0.040647005182909,0.040647005182909,0,0,1.04471693735339e-17,1.04471693735341e-17
"RP11-982M15.2",3,0.0745444489729974,0.0745444489729974,0.127132119156187,0.127132119156187,87.9330870012413,87.9330870012413,0.557637531456337,0.557637531456338
"PGGT1BP1",3,0.31314244874343,0.31314244874343,0.174011811983745,0.174011811983745,67.1888838549705,67.1888838549705,0.0719321830475073,0.0719321830475073
"RP11-1094H24.4",3,-0.726423751741927,-0.726423751741927,0.164561124309292,0.164561124309292,23.5059866251105,23.5059866251104,1.01332851955383e-05,1.01332851955384e-05
"RP11-762H8.2",3,-0.0371776193849729,-0.0371776193849729,0.101322285614616,0.101322285614616,0,0,0.713675406502922,0.713675406502922
"KMO",3,0.0833397294832892,0.0833397294832892,0.170174637955865,0.170174637955865,87.207209033359,87.207209033359,0.624324537484338,0.624324537484338
"SLC9A7",3,0.118397329367679,0.118397329367679,0.128026492767874,0.128026492767874,84.6267303326131,84.6267303326131,0.355076335354968,0.355076335354968
"RP11-134G8.10",3,-0.160145424297515,-0.160145424297515,0.281176001363058,0.281176001363059,94.9601687226999,94.9601687226999,0.568979009681482,0.568979009681482
"TMEM14C",3,-0.230465142516768,-0.230465142516767,0.0488960472178707,0.0488960472178708,43.0845336466774,43.0845336466775,2.43653670635669e-06,2.43653670635674e-06
"OLFML3",3,-1.29433033743746,-1.29433033743746,0.276238292954949,0.276238292954949,74.6436622696905,74.6436622696905,2.79199233410995e-06,2.79199233410995e-06
"FTH1P16",3,-0.151216334993593,-0.151216334993593,0.0984548006998834,0.0984548006998834,22.6780533841503,22.6780533841503,0.12456388830726,0.12456388830726
"AC004540.4",3,0.907281858190108,0.907281858190108,0.389824414155156,0.389824414155156,86.5052019770319,86.5052019770319,0.0199433696779189,0.0199433696779188
"RP11-1024P17.1",3,-0.547685786633757,-0.547685786633758,0.517310837988257,0.517310837988257,92.755893824537,92.755893824537,0.289728676129863,0.289728676129862
"AC002310.12",3,-0.106067180565755,-0.106067180565755,0.149001101645797,0.149001101645797,76.0007388048014,76.0007388048014,0.476554564740322,0.476554564740322
"MFSD14C",3,-0.281879922804487,-0.281879922804487,0.135662480931756,0.135662480931756,89.044875403598,89.044875403598,0.0377274986259807,0.0377274986259807
"ATP13A2",3,0.288309304641649,0.288309304641649,0.124734933585637,0.124734933585637,78.7814993294283,78.7814993294283,0.0208121074563751,0.020812107456375
"PI4KB",3,0.21373634480752,0.21373634480752,0.0934716991240356,0.0934716991240356,90.8381466846217,90.8381466846217,0.0222167077768829,0.022216707776883
"AP1M2",3,0.193700095238177,0.193700095238177,0.103926443934005,0.103926443934005,80.8907456570596,80.8907456570596,0.0623471071207052,0.0623471071207052
"CTC-444N24.11",3,-0.0581040063370704,-0.0581040063370703,0.268649064019616,0.268649064019616,95.1404194384913,95.1404194384913,0.828767795410144,0.828767795410144
"CTB-58E17.1",3,0.147015549789274,0.147015549789274,0.137824950007675,0.137824950007675,61.6385290523501,61.6385290523501,0.286114945176692,0.286114945176692
"RP1-12G14.9",3,-0.144607795125704,-0.144607795125704,0.104220088379805,0.104220088379805,74.3134486517198,74.3134486517198,0.165282268359301,0.165282268359301
"PAPPA-AS1",3,0.649056041955317,0.649056041955317,0.224604814422226,0.224604814422226,57.6346428535159,57.6346428535159,0.00385524940313365,0.00385524940313364
"PGS1",3,0.130566414767275,0.130566414767275,0.103786923402415,0.103786923402415,82.5954857995026,82.5954857995026,0.208383166492251,0.208383166492251
"TFEB",3,-0.0611266302618422,-0.0611266302618422,0.0678271271399877,0.0678271271399877,15.3887555367296,15.3887555367296,0.367475538514849,0.367475538514849
"C2orf68",3,-0.160841522853016,-0.160841522853016,0.037960715402902,0.037960715402902,37.2237216471206,37.2237216471206,2.2647376006923e-05,2.26473760069228e-05
"ACO2",3,0.27822696587885,0.278226965878851,0.0598256496324492,0.0598256496324492,64.529257848043,64.529257848043,3.30922435474054e-06,3.30922435474053e-06
"RWDD4P2",3,0.262168257810805,0.262168257810805,0.185041283136772,0.185041283136772,90.471624382921,90.4716243829211,0.156538615679118,0.156538615679118
"RP13-942N8.1",3,-0.054512311568398,-0.054512311568398,0.0649937750678855,0.0649937750678855,0,0,0.401620126182092,0.401620126182092
"RNF38",3,-0.378557078030106,-0.378557078030105,0.113081812714657,0.113081812714657,86.4803538862384,86.4803538862383,0.000815031254958457,0.00081503125495846
"NCLP1",3,0.208898640925926,0.208898640925927,0.198044777507128,0.198044777507128,73.9268343363198,73.9268343363198,0.291514472607569,0.291514472607568
"CEACAM6",3,0.0860490154634841,0.0860490154634841,0.634272354413603,0.634272354413603,90.9722311550679,90.9722311550679,0.89208554880785,0.89208554880785
"MORF4",3,0.00888426205418465,0.00888426205418464,0.095331024521498,0.095331024521498,56.925350640104,56.925350640104,0.925749586328431,0.925749586328431
"RP11-597D13.9",3,-0.256814748711292,-0.256814748711292,0.193034382573203,0.193034382573203,74.1013737706576,74.1013737706576,0.183383433450352,0.183383433450351
"MAB21L3",3,0.391336396489043,0.391336396489043,0.363003878496877,0.363003878496877,93.3247951249559,93.3247951249559,0.281011363040918,0.281011363040918
"TLE1P1",3,-0.689087567214762,-0.689087567214763,0.0561768698448438,0.0561768698448438,0,0,1.372316111204e-34,1.37231611120391e-34
"HYAL1",3,0.49041049113425,0.49041049113425,0.0905383850310511,0.0905383850310511,43.8277084148132,43.8277084148133,6.07419933630667e-08,6.07419933630667e-08
"BTN2A2",3,-0.0556629486630956,-0.0556629486630956,0.139252687312823,0.139252687312823,85.0672370475259,85.0672370475259,0.689358186604781,0.689358186604781
"VPS37A",3,-0.0521771341277964,-0.0521771341277964,0.126223010803055,0.126223010803055,93.3549688350338,93.3549688350338,0.679333646425339,0.679333646425339
"KLHL24",3,-0.4415531118989,-0.4415531118989,0.0486650341242336,0.0486650341242336,0,0,1.15451498423163e-19,1.15451498423161e-19
"CEP95",3,-0.234107918139525,-0.234107918139525,0.0468719036530165,0.0468719036530165,0,0,5.89480080042906e-07,5.89480080042912e-07
"PRKY",3,0.457919533060634,0.457919533060634,0.241624340105998,0.241624340105998,0,0,0.0580697010455952,0.0580697010455952
"LHFPL5",3,0.230222004381724,0.230222004381724,0.16015743194845,0.16015743194845,90.4581276542775,90.4581276542775,0.15058360351216,0.15058360351216
"NTRK2",3,-0.773570411469166,-0.773570411469165,0.0908035415865504,0.0908035415865506,7.03897053850524,7.03897053850544,1.60706862431171e-17,1.6070686243121e-17
"RP11-274B21.1",3,-0.216600971904532,-0.216600971904532,0.0852987540426965,0.0852987540426965,26.9976862119719,26.9976862119719,0.0111067661834595,0.0111067661834595
"KIAA0922",3,-0.00800938182514422,-0.00800938182514423,0.125600052872274,0.125600052872274,89.4788291885381,89.4788291885381,0.949154212795652,0.949154212795652
"CYP4F12",3,-0.506902141891516,-0.506902141891516,0.0670049325054725,0.0670049325054725,0,0,3.87427218302307e-14,3.87427218302312e-14
"SERPINB10",3,0.243251575206112,0.243251575206112,0.200337746855341,0.200337746855341,83.0682931392059,83.0682931392059,0.224668534516005,0.224668534516005
"EEF1A1P22",3,-0.310850135275257,-0.310850135275257,0.065208997939127,0.065208997939127,29.7135783029838,29.7135783029838,1.87005784144566e-06,1.87005784144566e-06
"AFAP1-AS1",3,0.0160503884440651,0.0160503884440651,0.220171036009125,0.220171036009125,71.0669914639273,71.0669914639274,0.941885983383095,0.941885983383095
"TUFM",3,0.421947985905205,0.421947985905205,0.145326864983125,0.145326864983125,91.3188811468505,91.3188811468505,0.00369086444370285,0.00369086444370284
"GNL3",3,0.59801327555638,0.598013275556381,0.142126990635702,0.142126990635702,90.5688974264438,90.5688974264438,2.58099210391397e-05,2.58099210391396e-05
"COL8A1",3,-1.15666998052214,-1.15666998052214,0.286348367584741,0.286348367584741,66.2022188484802,66.2022188484801,5.35925893363369e-05,5.35925893363369e-05
"NYNRIN",3,-0.940765566808889,-0.940765566808888,0.193835813907769,0.193835813907769,88.5922821694986,88.5922821694986,1.21353621308008e-06,1.2135362130801e-06
"MED4-AS1",3,0.103909874787441,0.103909874787441,0.0388787285606457,0.0388787285606457,22.2763000609933,22.2763000609933,0.0075251024007785,0.0075251024007785
"SEL1L",3,0.167142626428385,0.167142626428385,0.0331417469147995,0.0331417469147995,0,0,4.57653715929413e-07,4.57653715929413e-07
"RP11-249L21.4",3,0.474031455840228,0.474031455840228,0.254940976614991,0.254940976614991,92.1339929590123,92.1339929590123,0.0629736820358058,0.0629736820358057
"SMIM11B",3,-0.339037125465484,-0.339037125465484,0.0413078691218673,0.0413078691218673,0,0,2.25714511201337e-16,2.25714511201334e-16
"NAA16",3,-0.106547938359173,-0.106547938359173,0.143736597640439,0.143736597640439,91.876201170432,91.876201170432,0.458528437688535,0.458528437688536
"XDH",3,1.62346482484366,1.62346482484366,0.740802360698296,0.740802360698296,97.1427202382612,97.1427202382612,0.028415976008905,0.028415976008905
"PARM1",3,-0.511302492665858,-0.511302492665858,0.0513557936598102,0.0513557936598102,0,0,2.37228115063555e-23,2.37228115063555e-23
"SVIL",3,-0.321776109961622,-0.321776109961622,0.0833565513298883,0.0833565513298884,79.4059900740871,79.4059900740871,0.000113276734672997,0.000113276734673
"GOLGA6L4",3,-0.157545552430328,-0.157545552430328,0.102646355242956,0.102646355242956,39.604541772904,39.604541772904,0.124823564188463,0.124823564188463
"BAIAP2L1",3,-0.347424403800436,-0.347424403800436,0.0858531199368184,0.0858531199368184,73.9318172102002,73.9318172102002,5.1938070429406e-05,5.19380704294058e-05
"PLTP",3,0.406959312804209,0.406959312804209,0.102069357115578,0.102069357115578,63.2335771663558,63.2335771663558,6.68897622103183e-05,6.68897622103187e-05
"SLC25A30-AS1",3,-0.00341657614343439,-0.00341657614343438,0.109551069079237,0.109551069079237,0,0,0.975120356760923,0.975120356760923
"NDUFA5P11",3,0.253739462072565,0.253739462072565,0.154795874809319,0.154795874809319,83.7779780803383,83.7779780803383,0.101174217613499,0.101174217613499
"CAPN10",3,0.0313164586858172,0.0313164586858172,0.0619513683936533,0.0619513683936534,0,0,0.613207222825811,0.61320722282581
"GRIK2",3,-0.980733036788613,-0.980733036788614,0.254128753039982,0.254128753039981,48.3684882887233,48.3684882887231,0.000113759996553993,0.000113759996553986
"EPHB2",3,2.73893656574897,2.73893656574897,0.622855616926578,0.622855616926578,92.8265673810267,92.8265673810267,1.0956240024615e-05,1.09562400246151e-05
"BOLA2B",3,0.658747314953126,0.658747314953126,0.210988135845267,0.210988135845267,92.9189682067702,92.9189682067702,0.00179504493910495,0.00179504493910496
"RP11-582E3.4",3,-0.537645776172815,-0.537645776172815,0.17934135449144,0.17934135449144,68.0327421500546,68.0327421500546,0.00271855165228568,0.00271855165228568
"CTAGE8",3,-0.495228673078656,-0.495228673078656,0.314602893083957,0.314602893083957,84.530059699782,84.530059699782,0.115455325660711,0.115455325660711
"SNORA48",3,0.16388863976072,0.16388863976072,0.126349758954366,0.126349758954366,0,0,0.194595781110396,0.194595781110396
"VSIR",3,-0.165125584404966,-0.165125584404966,0.0672255447367283,0.0672255447367282,20.9419290706279,20.9419290706276,0.0140378943915347,0.0140378943915345
"NR1D1",3,-1.27321733103037,-1.27321733103037,0.325618752630309,0.325618752630309,74.6145668563638,74.6145668563638,9.22398024177399e-05,9.22398024177412e-05
"NFIX",3,-0.634533735694005,-0.634533735694005,0.251092670117186,0.251092670117186,93.467449725458,93.467449725458,0.0115012077508956,0.0115012077508956
"NEBL",3,-0.569842748696866,-0.569842748696866,0.0930059491023276,0.0930059491023276,64.0087771051975,64.0087771051975,8.95799163496932e-10,8.95799163496927e-10
"STIM2",3,0.121644224641795,0.121644224641796,0.0241341261653154,0.0241341261653154,0,0,4.64703173709212e-07,4.64703173709205e-07
"ICA1",3,-0.242228912055169,-0.242228912055168,0.237537794603286,0.237537794603286,88.1132289799822,88.1132289799822,0.307847549083438,0.307847549083438
"C5orf24",3,-0.0827258727972483,-0.0827258727972482,0.0980359577358701,0.09803595773587,81.5610698479173,81.5610698479173,0.398763322365846,0.398763322365846
"CCNDBP1",3,-0.313211737513222,-0.313211737513222,0.0865086936729069,0.0865086936729069,78.3742528109209,78.374252810921,0.000293942143987616,0.000293942143987621
"RP11-884K10.7",3,0.00547884430465593,0.00547884430465595,0.276352095567018,0.276352095567018,94.9945810875166,94.9945810875166,0.984182501247554,0.984182501247554
"NSMCE3",3,-0.00433144219145584,-0.00433144219145584,0.0289739942177265,0.0289739942177265,0,0,0.881163737274774,0.881163737274774
"LRRC58",3,0.0390998719331211,0.0390998719331211,0.0412876895691365,0.0412876895691365,0,0,0.343633473066284,0.343633473066284
"CTD-2267D19.3",3,0.483525310677517,0.483525310677517,0.0788280424184109,0.0788280424184109,19.10116649726,19.10116649726,8.57368779728654e-10,8.57368779728649e-10
"RP11-76I23.7",3,-0.0768473214770583,-0.0768473214770584,0.189284909650594,0.189284909650594,92.8283429699678,92.8283429699678,0.684751729754964,0.684751729754964
"CD14",3,0.470896431509006,0.470896431509007,0.318601367810743,0.318601367810743,83.1619914047335,83.1619914047335,0.139404745556807,0.139404745556807
"MIRLET7BHG",3,-0.388870003098763,-0.388870003098762,0.0784122629676101,0.0784122629676101,11.5346780745568,11.5346780745568,7.07473286343851e-07,7.07473286343854e-07
"LDHD",3,-0.782136429203282,-0.782136429203282,0.342107046212069,0.342107046212069,78.5318246452115,78.5318246452115,0.022240629339687,0.0222406293396869
"TEN1",3,0.209683289718052,0.209683289718052,0.0421941492850402,0.0421941492850402,0,0,6.71301614336372e-07,6.7130161433637e-07
"MIEF1",3,0.254647220779348,0.254647220779348,0.0798928690241561,0.0798928690241561,83.8432424509932,83.8432424509932,0.00143578656671797,0.00143578656671796
"GTF2IRD2",3,-0.784248612347822,-0.784248612347821,0.0783157604199964,0.0783157604199967,42.9604869947384,42.9604869947388,1.32385460444255e-23,1.32385460444327e-23
"DENND2A",3,-1.11653673780203,-1.11653673780203,0.173417713822998,0.173417713822998,77.314035700668,77.3140357006681,1.20720531250226e-10,1.20720531250233e-10
"RP1-92O14.3",3,-0.931922902810124,-0.931922902810124,0.207214247162398,0.207214247162399,59.9304533902569,59.930453390257,6.8793325321526e-06,6.87933253215272e-06
"PMM2",3,0.601977451257441,0.601977451257441,0.186792296747604,0.186792296747604,95.6375012431431,95.6375012431431,0.00126983929849064,0.00126983929849064
"RP11-390B4.3",3,0.355608113609592,0.355608113609592,0.189029916494447,0.189029916494447,84.0953892248033,84.0953892248033,0.0599410960884655,0.0599410960884656
"RPS19P3",3,-0.113780801102404,-0.113780801102404,0.0643404855798015,0.0643404855798015,0,0,0.0769912358031287,0.0769912358031287
"C16orf52",3,-0.347175911882282,-0.347175911882282,0.125987410922162,0.125987410922162,86.2363971668039,86.2363971668039,0.00585774827844533,0.00585774827844533
"RHOQP3",3,-0.0187633444164053,-0.0187633444164053,0.196172135189552,0.196172135189552,89.7351780979079,89.7351780979079,0.923800659556237,0.923800659556237
"PSMD4",3,0.215120185369477,0.215120185369477,0.0956629176926066,0.0956629176926066,85.8533195011441,85.8533195011441,0.0245296044546581,0.0245296044546581
"DNAJB12",3,0.108125837565757,0.108125837565757,0.0420317762284649,0.0420317762284649,47.5856551920757,47.5856551920757,0.0100973248821618,0.0100973248821618
