"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","fdr_BH"
8.76264809913763e-44,-0.186686550987673,0.305,0.404,2.11924644277644e-39,"GLUD1",4.22860627185802e-43
8.78574159599635e-44,-0.260471468266103,0.204,0.286,2.12483160499172e-39,"NGDN",4.23524974388741e-43
1.02932939281379e-43,-0.143633557951012,0.323,0.421,2.48943313652016e-39,"NT5C",4.9567176805593e-43
1.05834081866162e-43,-0.155942807027491,0.35,0.44,2.55959726993314e-39,"GTF3C6",5.09102294231188e-43
1.28468940475238e-43,-0.206430196679971,0.311,0.401,3.10702132539362e-39,"UBAC1",6.17330644124927e-43
1.49214819996702e-43,-0.263185975483815,0.261,0.345,3.60876042162023e-39,"GALNT1",7.16262682457742e-43
1.6441005205075e-43,-0.143621191679528,0.418,0.521,3.97625710884739e-39,"GFUS",7.88369637130365e-43
1.65099928907819e-43,-0.151357314048316,0.179,0.259,3.9929417806356e-39,"RBP1",7.90842591951905e-43
2.30348885439282e-43,-0.16005542594683,0.255,0.343,5.57098779434903e-39,"MRPL50",1.10222791230746e-42
2.41863864230897e-43,0.678678966489094,0.153,0.1,5.84947755642424e-39,"MATN2",1.15610927102369e-42
2.63198116396723e-43,-0.186453579591381,0.323,0.418,6.36544644505475e-39,"MAPRE1",1.25676408681127e-42
2.97516088426509e-43,0.783616016939294,0.254,0.193,7.19542659859511e-39,"MAPK3",1.41913924111846e-42
2.99412110322303e-43,-0.213925891035328,0.323,0.417,7.2412818881449e-39,"EMC6",1.42668456765328e-42
3.1191019665347e-43,-0.142149288779563,0.299,0.389,7.54354810606416e-39,"POLD2",1.48467945807485e-42
3.47764477651296e-43,-0.298967391550822,0.197,0.278,8.4106838919966e-39,"PLEKHF2",1.65258043668962e-42
3.47911670882025e-43,-0.256320840880048,0.256,0.343,8.41424376028178e-39,"EEA1",1.65258043668962e-42
3.9559690852576e-43,-0.15715802838698,0.233,0.319,9.56751123269551e-39,"DUS1L",1.87712179897124e-42
4.19412546717242e-43,-0.180443179156142,0.487,0.588,1.01434924423565e-38,"RANBP1",1.98805049545198e-42
4.24662299338688e-43,-0.233738381692038,0.32,0.407,1.02704577095062e-38,"MRPL12",2.01083576777579e-42
5.15770052890404e-43,-0.126707762493125,0.405,0.509,1.24738987291544e-38,"ANXA7",2.43969980226596e-42
6.1763408996353e-43,-0.351363025003252,0.131,0.201,1.4937480465768e-38,"NUP153",2.91849781740311e-42
6.74067384495531e-43,-0.169118273110491,0.427,0.533,1.63023196940244e-38,"EIF1B",3.18185030456778e-42
6.81083571810667e-43,0.569821541642862,0.149,0.097,1.6472006184241e-38,"TFPI",3.21163084069807e-42
7.22374090331827e-43,-0.265562310233808,0.142,0.215,1.74706173746752e-38,"OXSR1",3.40280160186393e-42
7.87898327040693e-43,-0.29203639893083,0.234,0.317,1.90553210394792e-38,"AHCY",3.70761274931791e-42
8.52885252676956e-43,-0.132989178935261,0.972,0.988,2.06270298359922e-38,"RPS19",4.00926701077232e-42
8.55242814250102e-43,-0.673933143736044,0.073,0.131,2.06840474626387e-38,"ESPN",4.01619195399143e-42
8.89605507349302e-43,-0.413411491823382,0.102,0.166,2.15151091952429e-38,"HOOK1",4.17324236453841e-42
1.05119942277438e-42,-0.62814158658965,0.304,0.38,2.54232580397983e-38,"IFI6",4.92620905966817e-42
1.14016751931479e-42,-0.352183549159188,0.139,0.211,2.75749514546281e-38,"TSR1",5.33762959299841e-42
1.41881788415035e-42,-0.379982624844334,0.124,0.193,3.43141105281762e-38,"BARD1",6.63527498653629e-42
1.4506968007199e-42,-0.358452128740474,0.158,0.232,3.50851021254109e-38,"CDK16",6.777380835462e-42
1.4849537795202e-42,-0.275414070446281,0.206,0.286,3.5913607157696e-38,"KDM5B",6.93029302446169e-42
2.07615522891256e-42,-0.232202420757001,0.282,0.37,5.02118142112503e-38,"EBP",9.67948757134695e-42
2.28888649563733e-42,-0.186849315883135,0.189,0.273,5.53567198969887e-38,"PAICS",1.06603421299376e-41
2.39432849845083e-42,-0.147196344181691,0.424,0.522,5.79068347350332e-38,"MRPL18",1.11400058519111e-41
2.55464174897011e-42,-0.129641532932621,0.35,0.448,6.17840106988422e-38,"OLA1",1.18737238301671e-41
2.56892654791789e-42,-0.146381848222231,0.679,0.777,6.21294885613943e-38,"SNHG8",1.1927909462265e-41
2.68633200500856e-42,-0.502896578688216,0.053,0.106,6.49689395411321e-38,"AMN",1.24602999333441e-41
2.88423654169862e-42,-0.193850616955901,0.375,0.471,6.97552607609811e-38,"LRPAP1",1.33646103427076e-41
3.1339180201693e-42,-0.140111575284337,0.192,0.276,7.57938073177946e-38,"RNASET2",1.45067499791935e-41
3.17060901743277e-42,-0.351088539818989,0.087,0.15,7.66811790866116e-38,"SH2D3A",1.46616451610613e-41
3.17984452249356e-42,-0.104467084022081,0.251,0.35,7.69045397765067e-38,"PRSS3",1.46893936690165e-41
3.28870950037201e-42,-0.150988542952517,0.218,0.303,7.95374392664971e-38,"ZBTB7B",1.51768595947046e-41
3.36078221076132e-42,-0.196896681933809,0.214,0.297,8.12805177672626e-38,"RPF2",1.5493717785855e-41
3.49360535334214e-42,-0.173074508155868,0.301,0.392,8.44928454705796e-38,"ATG3",1.60897179609804e-41
4.33004474280763e-42,-0.148204024383399,0.275,0.365,1.04722132104803e-37,"ATP6V1D",1.99217154783074e-41
4.42473098495191e-42,-0.291933337761639,0.2,0.279,1.07012118871062e-37,"UBAP1",2.03367443346828e-41
4.46920097522241e-42,-0.155368184135293,0.889,0.941,1.08087625585754e-37,"RPL4",2.0520365650642e-41
4.95700124230804e-42,-0.109976302256122,0.491,0.593,1.1988507504522e-37,"PGLS",2.27371137791119e-41
5.06495752821927e-42,-0.326328099920133,0.167,0.242,1.22495997819983e-37,"DNAJA4",2.32088518018605e-41
5.48486607269057e-42,-0.140489603193331,0.477,0.579,1.32651485968022e-37,"NDRG1",2.51076379396047e-41
5.8832660346723e-42,-0.295449470655364,0.142,0.213,1.4228678904855e-37,"YARS1",2.69042407486877e-41
6.3892563421596e-42,-0.453944615999385,0.121,0.187,1.5452416463513e-37,"BMP2",2.91887455228841e-41
6.47983584415545e-42,-0.343008042844178,0.163,0.238,1.567148298909e-37,"SRPRB",2.95727985611155e-41
9.06227754719621e-42,-0.377861680232124,0.128,0.196,2.1917118247894e-37,"RNF19B",4.13170706243153e-41
9.22491637740235e-42,1.6997569895519,0.113,0.071,2.23104602587476e-37,"PYDC1",4.20163944531435e-41
9.98833651617755e-42,-0.130518478946335,0.192,0.276,2.41567918643754e-37,"ANXA8",4.54479319839301e-41
1.02608779024164e-41,-0.205334994908137,0.227,0.311,2.48159332069941e-37,"ATP6V1B2",4.66412878427156e-41
1.05776040806678e-41,-0.120993882305704,0.323,0.417,2.5581935469095e-37,"MPLKIP",4.80329001303125e-41
1.07740365583163e-41,-0.239575475888342,0.11,0.176,2.60570074162879e-37,"PTGER4",4.8876023987327e-41
1.09224173893023e-41,-0.124337761857403,0.557,0.66,2.64158664560277e-37,"AURKAIP1",4.9499697968884e-41
1.13251771583439e-41,-0.121033709038189,0.464,0.562,2.73899409574547e-37,"NDUFS8",5.1273808051884e-41
1.20224417651173e-41,-0.161161896072273,0.518,0.626,2.90762754089363e-37,"JTB",5.43764024456152e-41
1.21835116078284e-41,-0.149286060224834,0.255,0.341,2.94658228235331e-37,"POLE3",5.50500758319888e-41
1.27141801006296e-41,-0.27192208109427,0.19,0.268,3.07492445733727e-37,"SERINC5",5.7390747352842e-41
1.28035876478407e-41,-0.128089552792337,0.676,0.772,3.09654767263028e-37,"ATP5ME",5.77369329779986e-41
1.29037848021931e-41,0.589652530852392,0.238,0.176,3.12078035441041e-37,"DPYSL2",5.81310384789274e-41
1.4699145520247e-41,-0.130858406342059,0.413,0.523,3.55498834407174e-37,"APEX1",6.61534388577221e-41
1.56983644474112e-41,-0.257054973077935,0.134,0.204,3.7966494416064e-37,"PPTC7",7.05804682729646e-41
1.71513778319717e-41,-0.141462816231792,0.307,0.406,4.14806072866237e-37,"GATA3",7.7036999737867e-41
1.7510639758366e-41,-0.210658504695509,0.267,0.356,4.23494822556081e-37,"FNIP1",7.85062391754019e-41
1.75130632646294e-41,-0.146264499152386,0.184,0.266,4.23553435055063e-37,"CYRIB",7.85062391754019e-41
1.97397898790462e-41,0.41036957018988,0.372,0.299,4.77406818224733e-37,"COL18A1",8.84007749908765e-41
1.99982406110101e-41,-0.171913105887015,0.327,0.419,4.83657449177279e-37,"COX20",8.94699611966472e-41
2.09425228857491e-41,-0.157250302543348,0.402,0.502,5.06494915991843e-37,"H2AZ2",9.36023586852231e-41
2.17509363868562e-41,-0.134061736956169,0.644,0.74,5.26046396516118e-37,"CCNL1",9.71199627656972e-41
2.20017591081909e-41,-0.194870252488933,0.141,0.215,5.32112544031596e-37,"METTL8",9.81434067881089e-41
2.46496538685819e-41,-0.13718504600504,0.359,0.452,5.96151878811653e-37,"TXNL4A",1.09846985492866e-40
2.47510009644622e-41,-0.175365391392117,0.298,0.391,5.98602958325519e-37,"SH3YL1",1.10190485666297e-40
2.49073290462076e-41,-0.132187108184718,0.671,0.771,6.02383752982531e-37,"EIF4G2",1.10777846423926e-40
2.5527599740184e-41,-0.183305914754251,0.315,0.407,6.17384999716349e-37,"MIEN1",1.1342547007845e-40
2.5579023389583e-41,-0.364111640249384,0.106,0.171,6.18628680677066e-37,"KYNU",1.13542859444864e-40
2.65775730329279e-41,-0.537177321662029,0.097,0.158,6.42778603801362e-37,"SLC19A2",1.17860116350123e-40
2.81037294954369e-41,-0.171711297305398,0.383,0.479,6.79688697847141e-37,"EMC7",1.24506376232955e-40
2.84628734627916e-41,-0.146660201887247,0.522,0.623,6.88374594697615e-37,"GADD45GIP1",1.25974569585318e-40
3.91309788644529e-41,-0.172823061940043,0.272,0.36,9.46382723836793e-37,"PLK3",1.73022176264343e-40
3.94896234969258e-41,-0.160175459462433,0.173,0.252,9.5505654427315e-37,"TMEM237",1.74438113131848e-40
4.62284850173551e-41,-0.115739650755575,0.539,0.649,1.11803591014473e-36,"LAMTOR5",2.04007337671341e-40
5.03687043837744e-41,-0.134901569933411,0.381,0.473,1.21816711552158e-36,"ADIPOR1",2.22062414181281e-40
5.10047773391118e-41,-0.285655931376135,0.186,0.263,1.23355053994642e-36,"PRCC",2.24648587678862e-40
5.63436529237756e-41,-0.601096295918064,0.145,0.214,1.36267124596151e-36,"IL36G",2.47922992177195e-40
5.67669708027954e-41,-0.155883074740707,0.461,0.565,1.37290918886561e-36,"CAMTA1",2.4954386681074e-40
5.69496169480342e-41,-0.144931736672163,0.499,0.607,1.37732648588821e-36,"FBL",2.501046523801e-40
5.7077956413687e-41,-0.187679760146371,0.372,0.464,1.38043037586502e-36,"LAMP2",2.50426087028553e-40
6.33144481923102e-41,0.449222381095845,0.13,0.082,1.53125992953102e-36,"MDK",2.77520182665329e-40
6.78816121072971e-41,-0.130949040313403,0.734,0.834,1.64171678881498e-36,"COX6A1",2.97252073846901e-40
6.82388255078718e-41,-0.312347120446393,0.229,0.31,1.65035599490788e-36,"DNAJB11",2.98528426427019e-40
7.36195048076568e-41,-0.11025471893385,0.435,0.53,1.78048772377318e-36,"SYNCRIP",3.21757623995736e-40
8.03643815923794e-41,-0.353977403620329,0.115,0.182,1.9436125688117e-36,"SLC6A9",3.5089870847211e-40
8.2094413886446e-41,1.04554855318569,0.151,0.102,1.9854533998437e-36,"GFOD1",3.58108293427811e-40
8.3367549339692e-41,-0.234789918075409,0.27,0.355,2.01624418078045e-36,"AZIN1",3.63312899761556e-40
9.63499508209093e-41,-0.147377105181081,0.376,0.475,2.33022356060369e-36,"PCMT1",4.1948717802277e-40
9.73085406090836e-41,-0.167892292791388,0.307,0.396,2.35340705463069e-36,"GLRX5",4.23254868683763e-40
9.91794902268577e-41,-0.346903058943703,0.135,0.206,2.39865597113655e-36,"DIMT1",4.30979966622164e-40
1.02243783822318e-40,-0.166959881464622,0.251,0.335,2.47276591174275e-36,"EXOC3",4.4387095825731e-40
1.07969029606159e-40,-0.807211000884511,0.148,0.215,2.61123098102496e-36,"FBLN1",4.68278284089368e-40
1.09121721464865e-40,-0.111838056694488,0.606,0.713,2.63910883362776e-36,"SET",4.7282608508774e-40
1.15046597713527e-40,-0.143802169780967,0.439,0.539,2.78240196570164e-36,"CLK1",4.98023451112608e-40
1.31547566358536e-40,1.14945653022038,0.14,0.093,3.1814778923812e-36,"RALGAPA2",5.68911903651535e-40
1.33961613534981e-40,-0.189242116660908,0.256,0.346,3.23986162334351e-36,"MAZ",5.78800844017458e-40
1.48056207810853e-40,-0.173268487018909,0.28,0.368,3.58073938590548e-36,"RPL26L1",6.39090532004832e-40
1.56304946770575e-40,-0.148822912048614,0.369,0.461,3.78023513764635e-36,"BCAS2",6.74055805588966e-40
1.57003492399283e-40,-0.126904953286352,0.562,0.656,3.79712946367665e-36,"PA2G4",6.76425862414748e-40
