"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","fdr_BH"
5.29877278663157e-17,-0.173944648151688,0.071,0.104,1.28150819844685e-12,"METTL1",1.13284968098371e-16
5.34059472075967e-17,-0.140544011285817,0.213,0.264,1.29162283321573e-12,"MTX1",1.14125367656328e-16
5.88614138408789e-17,-0.439809737737746,0.094,0.128,1.42356329374166e-12,"SLIT3",1.25724214605565e-16
6.40287293530149e-17,-0.177981759977722,0.144,0.186,1.54853481940267e-12,"KATNA1",1.36696972257659e-16
6.50961325419921e-17,-0.121435786788638,0.146,0.191,1.57434996552808e-12,"PRPS2",1.38910497120858e-16
6.84065747218462e-17,-0.341074537310228,0.096,0.131,1.65441300964785e-12,"ACKR3",1.45906179338611e-16
7.63718548187483e-17,-0.183940016180127,0.117,0.155,1.84705330879143e-12,"C16orf87",1.62819057620627e-16
7.72752197900226e-17,0.183140937907926,0.153,0.201,1.8689011906217e-12,"BBOX1",1.64667655122709e-16
8.0842718266054e-17,-0.141695656056729,0.073,0.106,1.95518114126452e-12,"PPARA",1.72188922910953e-16
8.14292861034225e-17,0.304808631723783,0.088,0.125,1.96936728441127e-12,"S100A7A",1.73356956491159e-16
8.64063123200583e-17,-0.115654055461142,0.103,0.141,2.08973666346061e-12,"TOP1MT",1.83866478090621e-16
8.75178917085886e-17,0.733054789358538,0.126,0.096,2.11662021097222e-12,"ARHGEF3",1.86144611826089e-16
9.1102687932365e-17,0.171913052954056,0.194,0.246,2.20331850764425e-12,"SERPINB8",1.93678513998534e-16
9.14699837031142e-17,-0.132891775767502,0.465,0.527,2.21220155585982e-12,"EFNA1",1.94368364995714e-16
9.37389212787029e-17,0.75797075996129,0.115,0.087,2.26707581112543e-12,"KLF7",1.99096558244429e-16
9.44891569267259e-17,0.581664450060293,0.206,0.173,2.28522026027287e-12,"EHD2",2.00596195233409e-16
9.55711872046205e-17,-0.156323373765173,0.152,0.195,2.31138916254375e-12,"SKA2",2.02798486493543e-16
9.9215311652341e-17,-0.101110591271023,0.219,0.27,2.39952231231187e-12,"ITGAV",2.10432849235535e-16
1.00691033380983e-16,-0.291200886963876,0.091,0.126,2.43521264231907e-12,"WASL-DT",2.134631104496e-16
1.07526876368367e-16,-0.358580131605287,0.074,0.107,2.60053750496896e-12,"BNIP1",2.27848598034883e-16
1.11635339417646e-16,-0.125691880465618,0.098,0.134,2.69990068381578e-12,"XPO6",2.36444065436348e-16
1.30081697225746e-16,-0.149171602517779,0.117,0.156,3.14602584740468e-12,"TFE3",2.7538507557208e-16
1.31173148122289e-16,-0.39159240478847,0.069,0.1,3.17242258733755e-12,"TXNL4B",2.77566293393902e-16
1.31441629750245e-16,-0.104326132960694,0.301,0.36,3.17891581550968e-12,"TSEN34",2.78004862923085e-16
1.34812245290654e-16,-0.108104246230858,0.089,0.124,3.26043415235446e-12,"HSF2",2.85001120048817e-16
1.36755415555936e-16,0.579202566628369,0.298,0.266,3.30742972522031e-12,"SERPINB6",2.88974565862962e-16
1.43664247613554e-16,-0.200125567316111,0.197,0.245,3.47451982853381e-12,"CTSL",3.03432255075883e-16
1.67323280830619e-16,-0.108245117423964,0.184,0.23,4.04671354688852e-12,"COPS7A",3.53238037309085e-16
1.77313729737861e-16,-0.13260195184724,0.751,0.838,4.28833255371016e-12,"SH3BGRL3",3.74155040306518e-16
1.79481089491572e-16,1.08910933991312,0.153,0.122,4.34075014935366e-12,"POSTN",3.78552544069312e-16
1.81255828942001e-16,-0.131837114651864,0.194,0.242,4.38367222296229e-12,"RHBDD2",3.82118254050894e-16
1.87542389937265e-16,-0.266108834396231,0.142,0.181,4.53571270063276e-12,"C1orf198",3.95187931649708e-16
1.99375621186541e-16,-0.27841245087539,0.075,0.108,4.82189939839649e-12,"GLI3",4.19927966515808e-16
2.19277516194957e-16,0.586576084588485,0.109,0.081,5.30322672917504e-12,"ZNF83",4.61631525749328e-16
2.20881821216128e-16,-0.170611802581182,0.16,0.203,5.34202684611206e-12,"PDRG1",4.64793489407988e-16
2.29859208795032e-16,-0.208459920985319,0.137,0.178,5.55914496470784e-12,"SNX7",4.83460244158518e-16
2.36978030916859e-16,-0.104805151686349,0.163,0.208,5.73131367772424e-12,"TLE1",4.98202425182156e-16
2.37431825552894e-16,-0.190561232521737,0.076,0.109,5.74228870099675e-12,"METTL15",4.9892546035895e-16
2.62580212108127e-16,-0.173193680476915,0.112,0.149,6.35050242983505e-12,"RBM18",5.51515607392694e-16
2.90404346645624e-16,0.463734938119033,0.182,0.148,7.02342912362443e-12,"RILPL2",6.09674589975857e-16
2.95965085389796e-16,-0.517172221119576,0.083,0.115,7.15791559015223e-12,"MGST1",6.21061669480159e-16
3.09685213074017e-16,-0.181088435102055,0.076,0.109,7.48973687819511e-12,"PBX3",6.49552218276726e-16
3.40097640048351e-16,-0.139538235394473,0.192,0.238,8.22526142456938e-12,"MX1",7.13011719048736e-16
3.48453808454219e-16,-0.312577347924158,0.505,0.569,8.4273553574653e-12,"S100A4",7.3019323682077e-16
3.72523521099919e-16,-0.106577518520056,0.122,0.161,9.00948135780155e-12,"DYRK4",7.80271821639637e-16
3.96050162606274e-16,-0.114149134673887,0.116,0.155,9.57847318263273e-12,"TBL3",8.29167260670858e-16
4.77495439074051e-16,0.505080106523261,0.107,0.079,1.15482271940059e-11,"ADGRA2",9.99219718357265e-16
4.87886693499517e-16,-0.189646575505181,0.095,0.13,1.17995396822858e-11,"TFIP11",1.02049446116136e-15
5.09690980148313e-16,-0.175479252662315,0.086,0.12,1.23268763548869e-11,"ZC3H4",1.06561083833034e-15
5.24502152458396e-16,-0.133173456314969,0.16,0.204,1.26850845572063e-11,"NFKBIL1",1.09607191638913e-15
5.62819960957316e-16,0.1053595998614,0.316,0.379,1.36118007557527e-11,"STK24",1.17560507944212e-15
5.79289025003608e-16,-0.227327026298817,0.108,0.144,1.40101050697123e-11,"EAF1",1.20944894829489e-15
5.82191119398786e-16,-0.109678109857717,0.183,0.229,1.40802922226596e-11,"CTBP1",1.21494939025271e-15
5.85845305896326e-16,0.681594839530616,0.245,0.217,1.41686687231026e-11,"CCDC50",1.2220135664103e-15
6.00294171178851e-16,-0.24347152961498,0.101,0.136,1.45181145299605e-11,"CRY1",1.25142551145881e-15
6.00496848594748e-16,-0.15909673535645,0.114,0.151,1.4523016283264e-11,"RRP8",1.25142551145881e-15
6.12288855808833e-16,-0.119985734320321,0.074,0.106,1.48082059777366e-11,"PSD4",1.27541453863666e-15
6.14055906766694e-16,-0.16757235843798,0.105,0.142,1.48509421051525e-11,"AGAP2-AS1",1.27850888245188e-15
6.63126184800367e-16,0.503389502693539,0.591,0.621,1.60377067793969e-11,"CCDC85B",1.38004399870691e-15
6.64064692889102e-16,-0.154174434591021,0.121,0.16,1.60604045975229e-11,"NOC3L",1.38136407256501e-15
6.66193552633166e-16,0.697325362040155,0.147,0.116,1.61118910704331e-11,"YPEL2",1.38515793155092e-15
6.7186784084957e-16,-0.119490410755068,0.109,0.145,1.62491237309468e-11,"SARNP",1.39631664315693e-15
6.74477280880221e-16,-0.225622480057886,0.071,0.102,1.63122330380881e-11,"LHPP",1.40109850525027e-15
6.76310492794318e-16,-0.153017449519237,0.104,0.14,1.63565692682306e-11,"DNAAF2",1.40426426510242e-15
6.81315288305861e-16,-0.183727962194467,0.159,0.201,1.64776102476773e-11,"TMEM9",1.41400947175362e-15
7.00943541474361e-16,-0.246779048833362,0.098,0.132,1.69523195505574e-11,"MTF1",1.45408159974192e-15
7.11100981296931e-16,-0.106264722952148,0.14,0.181,1.71979772326663e-11,"BOK",1.47447924934674e-15
7.16408010526236e-16,-0.145367684135569,0.274,0.326,1.7326327734577e-11,"RHOG",1.48480546590581e-15
8.30338649117671e-16,-0.400926005320954,0.072,0.103,2.00817402289109e-11,"TMEM64",1.72014954637014e-15
8.8049152628174e-16,-0.210690855776325,0.107,0.142,2.12946875631239e-11,"IKZF5",1.82321569577993e-15
8.91486563260457e-16,0.432896942416741,0.492,0.489,2.15606025324542e-11,"APP",1.84514151493425e-15
9.69334779441703e-16,0.540368801288697,0.197,0.164,2.34433616407976e-11,"TNFRSF14",2.00535272594295e-15
1.02155266680504e-15,-0.102171008994373,0.137,0.177,2.470625124668e-11,"SEPTIN1",2.11241833331589e-15
1.04604128270477e-15,-0.180761315559994,0.083,0.116,2.52985084222149e-11,"DDX10",2.16207258295965e-15
1.15336060004613e-15,-0.199102448267803,0.175,0.218,2.78940261121155e-11,"DTYMK",2.3828073179297e-15
1.21865315182625e-15,-0.120913634141741,0.194,0.24,2.94731264769179e-11,"DRG1",2.51655478055616e-15
1.23196158746718e-15,0.324543400695784,0.126,0.166,2.97949909928938e-11,"FAM110A",2.54288071304021e-15
1.29719358520654e-15,0.743548623484672,0.358,0.347,3.13726268582202e-11,"SPTBN1",2.67630898247292e-15
1.50334585769773e-15,0.598671875768506,0.223,0.191,3.63584195684196e-11,"RCAN1",3.10022413251834e-15
1.56232249044745e-15,-0.122453609337409,0.114,0.152,3.77847694314716e-11,"ZFX",3.22038421657824e-15
1.88595946347738e-15,-0.154799245981207,0.15,0.19,4.56119296242005e-11,"PPIL3",3.88572682561288e-15
1.95139036714719e-15,-0.548864024867571,0.077,0.107,4.71943760294547e-11,"EFEMP2",4.01871367674167e-15
2.04432656819517e-15,-0.20068267602664,0.103,0.138,4.94420380518001e-11,"AMDHD2",4.20819897832016e-15
2.04847178315559e-15,-0.233566053334058,0.095,0.129,4.95422900756179e-11,"BPHL",4.21482119044383e-15
2.1243765527748e-15,-0.460911760528483,0.106,0.139,5.13780469288586e-11,"FXYD1",4.36901898829274e-15
2.13430996960316e-15,-0.141662496633965,0.085,0.119,5.16182866148525e-11,"EED",4.38746110093615e-15
2.2098734691555e-15,-0.207808016317498,0.095,0.129,5.34457898515258e-11,"HDAC11",4.54074001060413e-15
2.26901871916456e-15,-0.177841769809417,0.116,0.153,5.48762177229948e-11,"POLR3K",4.6601601102335e-15
2.35954512534066e-15,0.126052895952673,0.352,0.414,5.70655988563639e-11,"BPTF",4.84389440062023e-15
2.40317229739026e-15,-0.131828784371272,0.116,0.154,5.81207220123834e-11,"GCHFR",4.93122702324861e-15
2.45112968930455e-15,-0.130069208530985,0.103,0.14,5.92805715358305e-11,"GCLC",5.02736220376331e-15
2.46483657162819e-15,-0.174775834845893,0.108,0.143,5.96120724848278e-11,"PITPNA-AS1",5.05319317009644e-15
2.55152253416427e-15,0.406451525732212,0.601,0.628,6.17085724887629e-11,"IFITM3",5.22854865868229e-15
2.5774615416934e-15,-0.338841616639344,0.092,0.126,6.23359073858548e-11,"SLC12A2",5.27932018981945e-15
2.59265339542544e-15,-0.287741766688887,0.078,0.109,6.27033223683642e-11,"DPP3",5.30804286232052e-15
2.84076513719154e-15,-0.144526282870021,0.16,0.201,6.87039048429774e-11,"AGA",5.81339093645191e-15
3.01740430090161e-15,-0.363415043514694,0.099,0.133,7.29759230173055e-11,"EGR2",6.17208690558298e-15
3.02755467284632e-15,0.201737132257322,0.835,0.907,7.32214097627883e-11,"SRP14",6.19006112984923e-15
3.16714323697737e-15,0.519234606743718,0.832,0.893,7.65973591862978e-11,"HLA-E",6.47254610221163e-15
3.25672344124411e-15,-0.204622370976772,0.073,0.104,7.87638564264889e-11,"PIP4K2C",6.652623097926e-15
3.76845467651666e-15,-0.148159228017744,0.087,0.12,9.11400763515554e-11,"MAD2L1BP",7.69449311423658e-15
3.79428083942289e-15,-0.134902366745983,0.134,0.172,9.17646821014427e-11,"CBFB",7.74374350194128e-15
3.94163741632798e-15,-0.121473026241433,0.108,0.144,9.53285009138921e-11,"RPUSD1",8.04086950024499e-15
4.10981354537879e-15,0.538234266436979,0.111,0.084,9.93958405949861e-11,"RAPGEF1",8.38018109993942e-15
4.31140127801636e-15,0.102716157953347,0.329,0.388,1.04271239908826e-10,"PGRMC2",8.78728599796781e-15
4.56874083594241e-15,0.254645424428838,0.273,0.34,1.10494997117267e-10,"METRNL",9.30760526514782e-15
4.98825341563164e-15,-0.127394437457347,0.094,0.128,1.20640908857051e-10,"EPSTI1",1.01576945113826e-14
5.44064526086674e-15,-0.150834795010768,0.08,0.112,1.31582005634062e-10,"PI4K2B",1.10739444776315e-14
5.80551739488302e-15,0.130866410010376,0.201,0.25,1.40406438195246e-10,"SDCBP2",1.18113147357365e-14
6.55614065267577e-15,-0.348366996961651,0.14,0.177,1.58560261684963e-10,"GAS1",1.33324830738024e-14
7.14414551066992e-15,-0.132164143451491,0.122,0.159,1.72781159175552e-10,"TEAD3",1.45217389274629e-14
7.35100133518353e-15,-0.210083385538985,0.113,0.148,1.77783967291414e-10,"NEIL2",1.4935524413006e-14
7.86203895168237e-15,-0.266329013350577,0.073,0.103,1.90143412046438e-10,"POLR3D",1.59666900177056e-14
8.34855164975895e-15,-0.256582029969094,0.099,0.132,2.0190972164942e-10,"ZMAT3",1.69471493256841e-14
8.6114609503513e-15,0.140749571828718,0.121,0.159,2.08268183084246e-10,"NOL10",1.74730313563652e-14
8.80514948777212e-15,-0.159994299415847,0.181,0.224,2.12952540361769e-10,"RSBN1",1.78580544099925e-14
9.53413587653067e-15,-0.173946005409384,0.118,0.154,2.30583076173894e-10,"PIP5K1A",1.93279067032704e-14
9.78127145031682e-15,-0.124056251837015,0.257,0.306,2.36560050025912e-10,"PTOV1",1.98200596411819e-14
9.87293339613557e-15,-1.00522356256359,0.098,0.129,2.38776894185539e-10,"SFRP2",1.99968735735288e-14
1.03610405270405e-14,-0.131816454762629,0.13,0.169,2.50581765146475e-10,"FBXO2",2.09761413434199e-14
1.0458289445174e-14,-0.142203800410734,0.088,0.121,2.52933730231534e-10,"C1GALT1",2.11635884004167e-14
1.14340983032611e-14,-0.10843601639203,0.144,0.183,2.76533667464369e-10,"SLC39A3",2.31279467238791e-14
1.24500204083634e-14,-0.117281365831256,0.164,0.205,3.01103743576268e-10,"MTRF1L",2.51716574685566e-14
1.25453483632023e-14,-0.112702931294768,0.164,0.204,3.03409250164047e-10,"PIGX",2.53531049921236e-14
1.29773096207089e-14,-0.230997977302504,0.287,0.336,3.13856233176846e-10,"FAM3C",2.62143963468146e-14
1.37943721518246e-14,0.172153931522522,0.207,0.259,3.33616890491878e-10,"MAPKAPK3",2.7852487301661e-14
1.38918264303167e-14,-0.262134777870652,0.073,0.103,3.35973822217209e-10,"MIS12",2.80367928089192e-14
1.40126889306973e-14,0.688666337586335,0.346,0.328,3.38896881788914e-10,"RDX",2.82681565678794e-14
1.52118492396454e-14,0.281208114529452,0.768,0.82,3.67898573860824e-10,"AHNAK",3.06736267305638e-14
1.53799926844206e-14,0.820804849846881,0.203,0.173,3.71965123072711e-10,"IL1R1",3.09989111318038e-14
1.5445295322199e-14,-0.107040181952525,0.183,0.226,3.73544467367384e-10,"NDUFA7",3.11167196353619e-14
1.58656107445012e-14,0.550775818650483,0.132,0.104,3.8370979585576e-10,"DGAT2",3.1949329663317e-14
1.63010918611295e-14,-0.153573925534299,0.102,0.136,3.94241906661416e-10,"MIA2",3.28117278995519e-14
1.68332213371219e-14,0.343339152702819,0.154,0.123,4.07111458038292e-10,"CARD16",3.38678148391097e-14
1.73522923778934e-14,-0.147385063534192,0.074,0.104,4.19665191159352e-10,"CARNMT1",3.48967049105465e-14
1.80869201297607e-14,0.731382853549991,0.115,0.089,4.37432163338262e-10,"CYP4F22",3.63579921687664e-14
2.11644950868709e-14,-0.128526865885477,0.151,0.19,5.11863313675972e-10,"SMIM13",4.25256514112747e-14
2.12059351760466e-14,-0.210146515376041,0.183,0.225,5.12865542232687e-10,"CACUL1",4.25900714880264e-14
2.25033566643664e-14,-0.200386552380003,0.126,0.163,5.442436809277e-10,"C6orf47",4.51758366988894e-14
2.30414875792113e-14,0.114527263206089,0.113,0.15,5.57258377103226e-10,"GART",4.62357026501098e-14
2.64716660761549e-14,-0.111031481006564,0.099,0.133,6.40217244051806e-10,"SEC23B",5.30953337684715e-14
2.71263704563597e-14,-0.197500728624695,0.078,0.108,6.56051269487059e-10,"CCDC51",5.43844804601896e-14
2.73058386731904e-14,0.406595901782935,0.203,0.166,6.60391708311111e-10,"CTSZ",5.47201294858595e-14
2.87889685655423e-14,0.268611146147032,0.105,0.078,6.96261204757641e-10,"RUNX1T1",5.76668311672376e-14
2.94867217813169e-14,-0.372538397449454,0.09,0.121,7.1313636628115e-10,"CAMSAP3",5.90384495630335e-14
3.01518122705288e-14,-0.264410385195422,0.082,0.112,7.2922157976274e-10,"GMEB1",6.03434903131209e-14
3.10761641164702e-14,0.254928415496371,0.741,0.797,7.51577029156833e-10,"SRSF5",6.21627940506143e-14
3.10882416403755e-14,-1.09391048228909,0.085,0.113,7.51869124072482e-10,"IGFBP6",6.21627940506143e-14
3.18134277512337e-14,0.284767031426693,0.145,0.113,7.69407750163587e-10,"FYN",6.35848483355424e-14
3.18345124426143e-14,-0.256826840418275,0.108,0.141,7.69917683424626e-10,"RBBP5",6.35989973611577e-14
3.40796337981499e-14,0.160068710287141,0.179,0.148,8.24215943408256e-10,"CDC42EP3",6.80543610718552e-14
3.42403766720726e-14,0.736458356589917,0.126,0.099,8.28103509814075e-10,"KIAA1671",6.8345296908959e-14
3.45031129927832e-14,-0.157087712291227,0.086,0.118,8.34457787730461e-10,"POLG",6.88394710457946e-14
3.77564612162817e-14,-0.229543972539286,0.076,0.106,9.13140014515772e-10,"C4orf33",7.52973607304063e-14
4.18207033663259e-14,-0.195331053982905,0.082,0.113,1.01143371091459e-09,"CBLL1",8.33660289668507e-14
4.46153283700786e-14,0.107217870154751,0.295,0.35,1.07902171663035e-09,"CLINT1",8.88978526233115e-14
4.66643238196306e-14,-0.241041906637227,0.076,0.106,1.12857667157777e-09,"HERC6",9.29128604632306e-14
4.66712694817505e-14,-0.319145917925715,0.076,0.105,1.12874465241614e-09,"CNTN1",9.29128604632306e-14
4.8336420515413e-14,-0.276476443450477,0.077,0.107,1.16901633016526e-09,"MRGBP",9.61856641369371e-14
5.854803823402e-14,-0.129229090185678,0.105,0.139,1.41598430468977e-09,"LDB1",1.16454945957374e-13
6.33662690915578e-14,-0.105964373573186,0.171,0.212,1.53251321797932e-09,"B3GAT3",1.25983462322576e-13
6.40222022859003e-14,-0.134915141067953,0.17,0.211,1.5483769622845e-09,"TIMM22",1.2723186896292e-13
6.68603360186546e-14,-0.109639175807374,0.211,0.254,1.61701722661116e-09,"UROS",1.32813992065053e-13
6.75779148934395e-14,0.189868245682896,0.856,0.92,1.63437187169784e-09,"HLA-C",1.34180722138657e-13
7.16396888148084e-14,-0.130488353899701,0.087,0.119,1.73260587398614e-09,"THG1L",1.42183490781488e-13
7.5161128749799e-14,-0.201976076642294,0.111,0.146,1.81777189881389e-09,"NUP37",1.49107333181668e-13
8.61144047030417e-14,-0.231308838496108,0.077,0.107,2.08267687774306e-09,"ZNF574",1.70762232208084e-13
9.05758403393541e-14,0.125673184182128,0.396,0.463,2.19057669860728e-09,"ANKRD11",1.79530725002622e-13
9.24586476532699e-14,-0.17049771361199,0.106,0.14,2.23611239349433e-09,"NBN",1.83182687169938e-13
9.34471541216397e-14,-0.172304305799943,0.083,0.114,2.26001942243186e-09,"C8orf76",1.85060412937796e-13
9.52558438220921e-14,-0.169562512674859,0.079,0.109,2.3037625828373e-09,"PCGF1",1.88560063991334e-13
9.81756795385041e-14,0.185579933263903,0.099,0.132,2.37437880963872e-09,"SELENOO",1.94255233457232e-13
1.12802643804903e-13,-0.132111658485508,0.095,0.127,2.72813194042158e-09,"SLC33A2",2.23099653971282e-13
1.20584382545321e-13,0.648834813088144,0.249,0.225,2.91633329185859e-09,"FLOT1",2.38386452389335e-13
1.24271377946531e-13,-0.119542823889272,0.152,0.191,3.00550327563686e-09,"UBLCP1",2.45568462687205e-13
1.37873574647683e-13,-0.359704142457077,0.081,0.109,3.33447240285421e-09,"VCAN",2.72328796204928e-13
1.49764753691227e-13,-0.209859369553923,0.115,0.148,3.62206056802233e-09,"PABIR1",2.95687715874722e-13
1.55570190297896e-13,0.127001307276488,0.22,0.269,3.76246505235461e-09,"XPO1",3.07016181722184e-13
1.55992922499712e-13,-0.205002015468917,0.089,0.12,3.77268883065554e-09,"CYP3A5",3.07716707676452e-13
1.62373220943294e-13,0.219797929169977,0.289,0.35,3.92699634851355e-09,"IL20RB",3.20163611074033e-13
1.66162606884875e-13,0.164828402433247,0.152,0.191,4.01864264751069e-09,"TIAM1",3.27493228239678e-13
1.69347555988962e-13,0.330072954596726,0.536,0.607,4.09567064159304e-09,"KRTDAP",3.33625705746584e-13
1.70424787133865e-13,0.134335498996772,0.128,0.165,4.12172347683252e-09,"PATJ",3.3560232366647e-13
1.72848770809388e-13,-0.190008702570802,0.112,0.144,4.18034752202505e-09,"HINT3",3.40228118008423e-13
1.82529269347107e-13,-0.230010264995112,0.098,0.129,4.41447037915978e-09,"SOCS6",3.59127128295153e-13
1.84157722687651e-13,-0.456527843435229,0.089,0.118,4.45385452320084e-09,"SSPN",3.62174196069564e-13
1.94582168695703e-13,-0.251100479502225,0.108,0.14,4.70596974990557e-09,"CHPF",3.82509795691423e-13
1.95223887765444e-13,-0.160723486278638,0.091,0.121,4.72148972560725e-09,"CYB561D2",3.83605224726474e-13
2.07362023340962e-13,0.161427249123951,0.462,0.538,5.01505053450117e-09,"MIDN",4.07279821795549e-13
2.08121615886538e-13,-0.165675099256761,0.081,0.11,5.03342128021592e-09,"GEMIN6",4.0859500983172e-13
2.3018513948357e-13,0.104946123833684,0.157,0.197,5.56702759841015e-09,"GPATCH2L",4.51715954362529e-13
2.31608571455393e-13,-0.197914188999936,0.086,0.116,5.60145330064868e-09,"DPH2",4.54312968889391e-13
2.42264246131572e-13,0.105359921603043,0.244,0.295,5.85916079269206e-09,"EFHD2",4.75009473956593e-13
2.5443302911022e-13,0.622380573877449,0.231,0.201,6.15346280903068e-09,"IFITM1",4.98653597405917e-13
2.57699799864251e-13,-0.287256575975325,0.076,0.105,6.23246965971691e-09,"DHX16",5.04838132520951e-13
2.63156074900157e-13,-1.70924974940696,0.131,0.159,6.36442967146029e-09,"APOD",5.15304759000264e-13
2.80956818629166e-13,-0.180770638802866,0.087,0.117,6.79494065854639e-09,"BCAT2",5.49924531635794e-13
2.83721413561837e-13,0.134834572296707,0.418,0.487,6.86180238699302e-09,"TPR",5.55096483836407e-13
2.97353551377873e-13,-0.125433831969125,0.077,0.106,7.19149564007386e-09,"CILK1",5.81517001208838e-13
3.00870217343443e-13,-0.1901952412486,0.081,0.11,7.27654620645118e-09,"ABCC5",5.88141049055779e-13
3.04815835754621e-13,0.492472551799563,0.451,0.46,7.3719709877255e-09,"CD151",5.95597551704705e-13
3.09562520671157e-13,0.559339835500169,0.517,0.633,7.48676956243194e-09,"HOPX",6.04612217792569e-13
3.26109103368365e-13,-0.136619756088431,0.099,0.131,7.8869486649639e-09,"ZSWIM6",6.36655820462487e-13
3.5540134874837e-13,0.284339153746404,0.1,0.074,8.59538161947933e-09,"PLOD3",6.93544273599634e-13
3.59603159467751e-13,0.841309374822293,0.123,0.098,8.69700241172756e-09,"DOCK6",7.01442417157671e-13
3.60332969663456e-13,-0.112166869619574,0.162,0.201,8.71465287131068e-09,"FBXO25",7.02564197184093e-13
3.68503051747995e-13,-0.116138575004883,0.098,0.13,8.91224630652526e-09,"TRAFD1",7.18185561368088e-13
3.69485585348976e-13,0.823587521664665,0.127,0.102,8.93600888166499e-09,"LAMA3",7.19791524268426e-13
3.71312046330388e-13,-0.15909298112439,0.09,0.121,8.98018184050044e-09,"CMTR2",7.23039452138204e-13
3.99382267542329e-13,0.110559045264306,0.315,0.374,9.65906014051122e-09,"FXR1",7.77365999532669e-13
4.18442798309022e-13,-0.202180814646304,0.088,0.118,1.01200390771037e-08,"FUCA2",8.14116858235334e-13
5.15295138046074e-13,-0.147293065803857,0.118,0.153,1.24624129136443e-08,"RMP24",1.0021221506926e-12
5.27731663169701e-13,0.176825080693832,0.207,0.169,1.27631902737592e-08,"LHFPL6",1.02586878529692e-12
5.32583675283768e-13,-0.205113241462006,0.081,0.111,1.28805361867379e-08,"MSANTD3",1.03485771051074e-12
5.90383294275971e-13,-0.10315111430646,0.305,0.358,1.42784199720644e-08,"ADH5",1.1466768773769e-12
6.25403507440103e-13,-0.103355861308248,0.142,0.177,1.51253838274389e-08,"SCYL2",1.2141758560434e-12
7.04179760166467e-13,-0.167936638183591,0.074,0.102,1.7030587499626e-08,"CARMIL1",1.36653003885296e-12
7.09574952295244e-13,-0.109533254676728,0.138,0.173,1.71610702212605e-08,"TOM1L2",1.37641172933477e-12
7.78790100920045e-13,0.12629450718488,0.173,0.216,1.88350385907513e-08,"KIF13A",1.51002811625872e-12
8.00522893254175e-13,-0.304574696585933,0.401,0.464,1.93606461733522e-08,"H4C3",1.55150425022075e-12
8.11276322366419e-13,-0.204160731134615,0.102,0.133,1.96207178564318e-08,"PRRX1",1.57167482076191e-12
8.24064325462811e-13,-0.155053773262531,0.156,0.193,1.99299957113181e-08,"SCNM1",1.59576806052308e-12
8.36510184373369e-13,-0.117466445455771,0.122,0.156,2.02309988090699e-08,"TAF3",1.61917849413447e-12
8.6751400126087e-13,0.112867158150043,0.393,0.461,2.09808261204941e-08,"EIF2S3",1.67847510853243e-12
8.89639139206069e-13,-0.109279262036344,0.103,0.135,2.15159225816988e-08,"TP53I3",1.72054997067068e-12
8.93205723984974e-13,0.544082580283825,0.116,0.09,2.16021804345766e-08,"IKBIP",1.72671229996414e-12
9.27424117018431e-13,-0.15546153460654,0.103,0.134,2.24297522700907e-08,"SENP2",1.79209911292796e-12
1.01558663940108e-12,-0.157977285977351,0.138,0.172,2.45619628739151e-08,"RNF103",1.96162438516389e-12
1.0556340085799e-12,-0.107461752516551,0.218,0.261,2.55305084975049e-08,"CHID1",2.03810970789172e-12
1.09374729465727e-12,-0.101857277539584,0.142,0.178,2.6452278321286e-08,"NKAPD1",2.11079747770449e-12
1.09867849482339e-12,0.123357914355011,0.348,0.406,2.65715393973037e-08,"PRP4K",2.11941335811088e-12
1.2316264338362e-12,0.684229839974841,0.464,0.567,2.97868853023286e-08,"CTNNBIP1",2.37486863526547e-12
1.26295917557891e-12,-0.122324736145623,0.078,0.106,3.0544667661376e-08,"SPRYD4",2.43425195938193e-12
1.28256222328938e-12,-0.166621257815822,0.101,0.132,3.10187673702537e-08,"POGK",2.47098644716041e-12
1.32750550161843e-12,0.220273423659296,0.943,0.974,3.21057205566418e-08,"MT-ND1",2.55648960256543e-12
1.33175303480458e-12,0.531491118712573,0.114,0.089,3.22084471467488e-08,"DLC1",2.56286724914275e-12
1.33194598281808e-12,-0.20718993128225,0.073,0.1,3.22131135944553e-08,"TMEM39A",2.56286724914275e-12
1.33269929001446e-12,-1.28367930151141,0.104,0.132,3.22313323289997e-08,"QPCT",2.56323061243357e-12
1.37304913555871e-12,0.111436251838874,0.326,0.383,3.32071933434874e-08,"ASH1L",2.63971893504323e-12
1.45623714975856e-12,0.590866184899253,0.219,0.19,3.52190954669108e-08,"SLC44A2",2.79846504318816e-12
1.47646818149604e-12,0.182454912771982,0.254,0.305,3.57083829694818e-08,"PRKDC",2.83614298315293e-12
1.51490197678338e-12,0.373119517286476,0.425,0.526,3.66379043085061e-08,"DAPL1",2.90873990552783e-12
1.52257546606461e-12,0.132808883786771,0.126,0.162,3.68234876467725e-08,"D2HGDH",2.92223803524911e-12
1.5691655215902e-12,-0.23325316725717,0.085,0.114,3.7950268139659e-08,"PPIL1",3.01038472054968e-12
1.5778448421292e-12,-0.131279595624584,0.13,0.163,3.81601775068947e-08,"TRAF3IP2",3.0257573598432e-12
1.70805316243219e-12,0.186636360076583,0.44,0.518,4.13092657334226e-08,"IER5",3.27406897872713e-12
